COGID	MonpaBalemu	MonpaDirang	MonpaDirangDum	MonpaKalaktang	MonpaNamsu	MonpaSangti	MonpaTembang	MonpaTomko
909-5					pʰ e r u ɾ a			
990-5					tʃ o tʃ o			
1013-5					g e h a ŋ			
1133-5					j u			
1150-5					ʃ o ŋ a			
1584-5					g e l u l a n			
10-6						tʰ a ŋ		
37-6						n a n		
46-6						n a n		
98-6						kʰ a ŋ tʃ i r a		
125-6						b e j ŋ ɾ a		
162-6						r e i z i		
171-6						o m z a		
219-6						t a ŋ p u		
247-6						tʃ a ŋ ɾ u		
282-6						r u z p u		
292-6						kʰ a ŋ		
301-6						r i		
354-6						ŋ u ŋ b a p i		
363-6						n a m b u		
397-6						g a m p i		
406-6						kʰ a u		
426-6						ŋ a k p a		
473-6						pʰ i n a ŋ		
499-6						z a m i n		
526-6						g a z a		
544-6						kʰ u		
553-6						k o k a ŋ		
599-6						g o tʰ a ŋ		
608-6						b a n p u		
617-6						j e n		
645-6						ŭ n a		
663-6						z o ŋ tʰ u r		
672-6						t o ŋ p a		
681-6						ŋ i ɾ i		
690-6						ŋ i ŋ		
708-6						b a ʔ ɾ i ŋ b u		
717-6						tʃ o k p u		
726-6						z i		
744-6						ŭ p a		
782-6						ŋ i		
791-6						ŋ a		
800-6						ŋ a		
809-6						ŋ o ŋ n a w		
836-6						b z i		
881-6						r a ŋ		
890-6						r a z a		
899-6						z e ɾ		
926-6						tʰ a ŋ		
944-6						g a ɾ a ŋ		
953-6						z j a ɾ a ŋ		
980-6						j a ɾ o ŋ		
998-6						tʰ e i		
1022-6						g a tʰ u r		
1031-6						b i n a ŋ k a		
1069-6						tʃ o j a ŋ a		
1079-6						z a j a		
1098-6						j a ŋ k u		
1117-6						tʃ u n		
1141-6						r i ŋ b u		
1189-6						ŋ a n		
1198-6						n u		
1208-6						z a r a		
1217-6						r a ŋ i		
1253-6						ŭ ŋ a		
1271-6						n o a ŋ		
1289-6						ŋ i ŋ		
1316-6						ŋ a ŋ		
1325-6						kʰ a ŋ		
1334-6						z i ŋ b a		
1343-6						b u i n a ŋ		
1361-6						j e n a ŋ		
1370-6						n a k u		
1388-6						ŋ a n b a		
1397-6						tʰ u ɾ		
1406-6						tʃ o ŋ		
1424-6						g a ɾ a ŋ b a r		
1433-6						z u g u		
1442-6						r a ŋ		
1451-6						b a k a ŋ		
1468-6						tʃ a k p a		
1477-6						ŋ a z		
1502-6						ŋ a m z u		
1511-6						ŋ u b a ŋ b a		
1529-6						tʰ a r u		
1538-6						z o r u		
1557-6						tʃ o k u ŋ		
1618-6						ŭ ŋ tʃ a		
1663-6						z u ŋ		
1689-6						ŋ o i		
1698-6						kʰ u ŋ		
1707-6						ŋ o ŋ n a ŋ		
1716-6						ŋ a ŋ		
1742-6						ŋ u z i		
1751-6						b u k i ɾ a		
1778-6						z a		
1787-6						tʃ u r k u		
1823-6						r e ŋ		
1832-6						k a ɾ ŋ a		
1842-6						r u ŋ		
1860-6						ŋ a ŋ		
1869-6						z u p k a ŋ		
1888-6						z a m p i		
1897-6						z j e		
1932-6						r i n a ŋ z a		
1950-6						z u		
1968-6						t o ŋ p a		
1978-6						k u p k a		
1987-6						z a ŋ		
2015-6						ŋ a ŋ k u n		
2118-6						ŋ o ŋ ʃ a		
2238-6						ŋ a r k a n		
2507-6						tʰ i n u ŋ		
2526-6						r e		
2535-6						z j a		
2544-6						z i ŋ		
2560-6						z o ŋ n i tʃ i ŋ		
2569-6						kʰ e tʰ u ɾ		
2578-6						n i tʃ i ŋ		
2596-6						tʰ u ŋ		
2615-6						r i		
2663-6						g i p i		
2690-6						z i a		
2719-6						r i tʃ i		
2728-6						k o tʃ u ŋ		
2747-6						ŋ i ŋ		
2756-6						z e ɾ b u		
2774-6						b o ŋ i		
19-6						n a z i a		
28-6						n a z i a		
89-6						g a ŋ b u		
107-6						b i m i n		
145-6						b u k tʰ u		
190-6						b u tʃ i		
229-6						kʰ a		
257-6						tʰ a ŋ a		
338-6						b r u ŋ		
483-6						j a		
535-6						z o z o		
571-6						g e r e n p i		
699-6						b o ŋ b a		
845-6						r o k		
971-6						tʃ i k p u		
1049-6						b u		
1161-6						ŭ ŋ		
1226-6						r a n i		
1235-6						n a ŋ n i ŋ		
1280-6						tʃ i ŋ z a ŋ		
1307-6						t e p p a		
1352-6						g u		
1379-6						z i		
1415-6						r a		
1636-6						b e tʃ a		
1654-6						l i		
1680-6						kʰ a n tʰ a		
1725-6						tʃ a p tʃ e		
2127-6						tʃ a ŋ k u		
2181-6						tʰ i o		
2366-6						j a k a		
2672-6						b a g a		
2681-6						b a r a ŋ b o		
55-6						d̪ a z i k a		
80-6						t u ŋ a		
116-6						tʰ u l i		
154-6						z i		
181-6						n i z u m b a		
267-6						d i		
319-6						pʰ o p k a n		
389-6						g o g a		
508-6						ŋ a ŋ		
563-6						z a ŋ k u		
637-6						ŭ u		
754-6						ʔ t a k a		
764-6						k a ɾ a ŋ k l u n a		
819-6						z a m b a		
827-6						tʃ i		
918-6						j a ŋ ɾ u		
1460-6						ʃ o ŋ a		
1487-6						tʃ o g tʰ a ŋ		
1521-6						d u		
1734-6						ʃ i n b u		
2172-6						tʃʰ i k a		
2209-6						b i k i ŋ b e o		
2737-6						ŋ i ʃ tʃ a		
329-6						b a n tʃ a ɾ a n		
464-6						t o tʃ a ŋ		
493-6						r i tʃ o n		
581-6						b u i b a		
591-6						n e g a ŋ		
655-6						ʃ a tʃ i ɾ a		
873-6						b u ŋ b e		
909-6						pʰ e r u ɾ a		
990-6						tʃ o tʃ o		
1133-6						u		
1150-6						ʃ o ŋ a		
1584-6						g a l i l a ŋ		
10-7							d a ŋ	
37-7							n a n	
46-7							n a n	
98-7							kʰ a ŋ kʰ i r a	
125-7							b e ŋ r a	
162-7							r e a z i	
171-7							t o m z a	
219-7							d a ŋ p u	
247-7							d a ŋ r u ŋ	
282-7							r u z p u	
292-7							kʰ a ŋ	
301-7							ɾ i	
354-7							m u m kʰ a tʰ i	
363-7							n a m b u	
397-7							g a m tʰ i	
406-7							kʰ a a e n	
426-7							m e kʰ p a	
473-7							pʰ i n kʰ ə ŋ	
499-7							ʃ a m e n	
526-7							g a z a	
544-7							kʰ u	
553-7							kʰ o kʰ a ŋ	
599-7							g o i kʰ ə m	
608-7							b a n tʰ o	
617-7							j e n	
645-7							a n a	
663-7							ʃ o ŋ kʰ u r	
672-7							d o ŋ p a	
681-7							n i r i	
690-7							m i ŋ	
708-7							d a n r i ŋ b u	
717-7							d o kʰ p u	
726-7							ʃ i	
744-7							a p a	
782-7							m i	
791-7							ŋ a	
800-7							ŋ a	
809-7							m o m n ə ŋ	
836-7							p t z i	
881-7							ɾ a m	
890-7							r a j a	
899-7							ʃ i r	
926-7							d a m	
944-7							g a r a ŋ	
953-7							ʃ a r ə ŋ	
980-7							j a r e ŋ	
998-7							kʰ e kʰ i	
1022-7							kʰ ɾ a kʰ u r	
1031-7							b i n a ŋ e n e n	
1069-7							d o j a ŋ kʰ kʰ n n	
1079-7							ʃ t t t̪ a j a	
1098-7							j a ŋ kʰ u t̪ n	
1117-7							tʃ u n	
1141-7							ɾ i ŋ tʰ u	
1189-7							m a n	
1198-7							n u kʰ	
1208-7							ʃ a r a n	
1217-7							r a ŋ i kʰ n	
1253-7							a m a	
1271-7							n o j a ŋ	
1289-7							m i ŋ	
1316-7							ŋ a ŋ	
1325-7							kʰ a m	
1334-7							ʃ i ŋ tʰ a	
1343-7							b u i n ə ŋ	
1361-7							j e n a ŋ n	
1370-7							n a kʰ u ŋ	
1388-7							m a n tʰ a	
1397-7							d u r	
1406-7							tʃ o ŋ	
1424-7							g a r a ŋ p a a r n n	
1433-7							ʃ u kʰ u	
1442-7							ɾ a m	
1451-7							b a kʰ a m	
1468-7							pʰ a kʰ p a	
1477-7							ŋ a z	
1502-7							ŋ a m z u	
1511-7							m u d a j a ŋ n a	
1529-7							d a r u	
1538-7							ʃ o r u	
1557-7							d o i kʰ u ŋ	
1618-7							i n tʃ a	
1663-7							ʃ u m	
1689-7							ŋ o i	
1698-7							kʰ u ŋ	
1707-7							m o ŋ n ə ŋ	
1716-7							ŋ a m kʰ n	
1742-7							m u kʰ i	
1751-7							b u s i r a	
1778-7							ʃ a	
1787-7							d u r kʰ u a	
1823-7							ɾ e m	
1832-7							kʰ a r m a	
1842-7							ɾ u ŋ	
1860-7							ŋ a m kʰ n	
1869-7							ʃ u p kʰ ə ŋ	
1888-7							ʃ a m tʰ i	
1897-7							ʃ kʰ i	
1932-7							r i n a ŋ n kʰ n e n	
1950-7							ʃ u	
1968-7							t o ŋ d a kʰ u n n	
1978-7							kʰ u d kʰ e n	
1987-7							ʃ a m	
2015-7							g a m kʰ e n n	
2118-7							m o ŋ z tʃ kʰ e n	
2238-7							ŋ a r e n	
2507-7							d i n u ŋ	
2526-7							ɾ e u	
2535-7							ʃ kʰ a n	
2544-7							ʃ i ŋ	
2560-7							ʃ o ŋ n i kʰ i ŋ	
2569-7							kʰ e a kʰ u r	
2578-7							n i tʃ i ŋ	
2596-7							d u ŋ	
2615-7							ɾ i	
2663-7							g i d i	
2690-7							ʃ i kʰ n	
2719-7							ɾ i tʰ i	
2728-7							kʰ o tʃ u ŋ	
2747-7							n i ŋ kʰ e n	
2756-7							ʃ e r kʰ u	
2774-7							b o ɲ i ŋ	
19-7							n a z i kʰ n	
28-7							n a z i kʰ e n	
89-7							g a ŋ b u	
107-7							t t d i m i n	
145-7							d u k p u	
190-7							p u tʃ i	
338-7							kʰ ɾ u ŋ	
436-7							ʃ u l u	
483-7							j a	
535-7							z o z o	
571-7							g e ɾ e n tʰ i	
699-7							d o ŋ b a	
845-7							ɾ o kʰ	
1049-7							kʰ u	
1161-7							a m	
1180-7							ʃ kʰ a	
1226-7							r a m i n	
1235-7							n a m n i ŋ	
1280-7							ʃ i n z ə ŋ	
1307-7							d e p kʰ a	
1352-7							kʰ u	
1415-7							ɾ a	
1636-7							kʰ i kʰ a	
1680-7							kʰ a n kʰ ə n	
1725-7							d a kʰ kʰ e n	
2127-7							d a m kʰ ə n	
2181-7							d i a r e n	
2366-7							t t j e kʰ e n	
2672-7							j a kʰ a	
2681-7							b a ɾ a ŋ tʰ u	
55-7							d a z a kʰ e n	
80-7							d u ŋ kʰ a	
154-7							ʃ i	
181-7							m i z u ŋ tʰ a	
267-7							d i	
319-7							pʰ o d kʰ ə n	
389-7							g o tʰ a	
453-7							d a ŋ p u	
508-7							ŋ a m	
563-7							z a ŋ tʰ u	
637-7							a u	
754-7							z a n kʰ u r	
819-7							ʃ a m tʰ a	
827-7							kʰ i s	
918-7							j a ŋ r u n	
1244-7							tʃ n ɾ o ŋ tʃ u ŋ e n	
1460-7							ʃ o ŋ a	
1487-7							d o kʰ tʰ ə ŋ	
1521-7							d u	
1734-7							ʃ e m b u	
2172-7							b i kʰ e n	
2256-7							tʃ u a kʰ e n	
2517-7							ŋ a m tʃ a n	
2654-7							r a ŋ tʃ o ŋ	
2737-7							n i ʃ a	
329-7							d a n d a r e n	
415-7							tʃ a kʰ u n	
464-7							t o tʃ a ŋ	
493-7							r i kʰ e n	
581-7							d u i b a	
591-7							n e a g a ŋ	
627-7							g a ɾ a ŋ kʰ i l i	
655-7							ʃ a d i r a	
873-7							pʰ u ŋ b e	
909-7							pʰ e r u	
990-7							d o tʃ o	
1013-7							g e d a ŋ e n	
1133-7							j u	
1150-7							ʃ o ŋ a	
10-8								tʰ a ŋ
37-8								n a n
46-8								n a n
98-8								d a ŋ g i r a
125-8								d i j a ŋ r a
162-8								j ŏ ʃ i
171-8								o ŋ ʃ a
219-8								tʰ a ŋ p u
247-8								p a ŋ r a ŋ
282-8								j u z p u
292-8								tʰ a ŋ
301-8								l i
354-8								ɲ u ŋ g a t i
363-8								n ŏ ŋ p u
397-8								pʰ a ŋ p i
406-8								pʰ a u ŋ
426-8								m ŏ k p a
473-8								d i n p a ŋ
499-8								ʃ a ŋ a n
526-8								pʰ a z p a
544-8								tʃ u
553-8								pʰ o tʰ a ŋ
599-8								d o i p a ŋ
608-8								pʰ a n p o
617-8								j ă n
645-8								a n a
663-8								ʃ o ŋ p a r
672-8								tʰ o ŋ p a
681-8								n ĭ l i
690-8								m i ŋ
708-8								d a ŋ l i ŋ p u
717-8								pʰ o k p u
726-8								ʃ i
744-8								a p a
782-8								m i
791-8								ŋ a
800-8								ŋ a
809-8								ɲ o ŋ n a ŋ
836-8								p z i
881-8								j a ŋ
890-8								j a j a
899-8								ʃ ă r
926-8								p a ŋ
944-8								pʰ a l a ŋ
953-8								ʃ j a r a ŋ
980-8								j a l u ŋ
998-8								pʰ a i
1022-8								pʰ a k a r
1031-8								d i n a ŋ p n k n
1069-8								d o j a ŋ n n
1079-8								ʃ a j a
1098-8								j a ŋ g u p
1117-8								p u n
1141-8								j i ŋ p u
1189-8								m a n
1198-8								n ĭ p
1208-8								ʃ a l a p n
1217-8								j a ŋ i n
1253-8								a m a
1271-8								n o j a ŋ
1289-8								m i ŋ
1316-8								ŋ a ŋ
1325-8								tʰ a ŋ
1334-8								ʃ i ŋ p a
1343-8								d i n a ŋ
1361-8								j i n a ŋ a n
1370-8								n a k u ŋ
1388-8								m a n m a
1397-8								tʰ u r
1406-8								tʰ o ŋ
1424-8								d a r a ŋ d d a r n n
1433-8								ʃ ĭ p u
1442-8								j a ŋ
1451-8								pʰ a k a ŋ
1468-8								pʰ a k p a
1477-8								ŋ a ʃ
1502-8								ŋ a ŋ ʃ u
1511-8								ɲ u d d j a ŋ n a
1529-8								p a l u
1538-8								ʃ ĭ l u
1557-8								p o i tʰ a ŋ
1618-8								i ŋ p a
1663-8								ʃ u m
1689-8								ŋ o i
1698-8								tʰ u ŋ
1707-8								ɲ o ŋ n a ŋ
1716-8								ɲ a ŋ n
1742-8								m ĭ p i
1751-8								d u ʃ i r a
1778-8								ʃ a
1787-8								p u l p a n
1823-8								j ă ŋ
1832-8								pʰ a l ŋ a
1842-8								j u ŋ
1860-8								ɲ a ŋ p n
1869-8								ʃ u p tʰ a ŋ
1888-8								ʃ a ŋ p i
1897-8								ʃ u
1932-8								j i n a ŋ d n p n
1950-8								ʃ u
1968-8								d o ŋ d a p n n
1978-8								d u t p a n
1987-8								z a ŋ
2015-8								ŋ a ŋ g a
2118-8								ɲ o ŋ ʃ p a n
2238-8								ɲ a l p a n
2507-8								pʰ ŏ n u ŋ
2526-8								j ă
2535-8								ʃ a
2544-8								ʃ i ŋ
2560-8								ʃ o ŋ n i tʰ a ŋ
2569-8								d a p a r
2578-8								n i tʰ i ŋ
2596-8								tʰ u ŋ
2615-8								j i
2663-8								d i t i
2690-8								ʃ ĭ p a
2719-8								j ĭ p i
2728-8								pʰ o tʰ a ŋ
2747-8								ɲ i ŋ p p n
2756-8								z ŏ l b u
2774-8								pʰ o ŋ i ŋ
19-8								ɲ a z i a
28-8								ɲ a z i p a p
107-8								d i ŋ i n b b
145-8								g u g g u p
190-8								pʰ u p i
229-8								tʃ a
257-8								pʰ a ŋ a
338-8								pʰ l u ŋ
436-8								ʃ u l u
483-8								j a
535-8								z ĭ z o
571-8								d e l e n p u
845-8								j o p p
971-8								pʰ i t p u
1049-8								tʃ u
1161-8								a m
1180-8								ʃ a
1226-8								j a ŋ i ŋ
1235-8								n a ŋ n a ŋ
1280-8								tʰ i ŋ m a ŋ
1307-8								g ŏ p a
1379-8								s i
1415-8								j a
1636-8								pʰ ĭ p a
1654-8								r i
1680-8								d a n p a n
1725-8								p a p a n
2127-8								d a ŋ m a n
2181-8								d i b l a n
2366-8								j a k a n
2681-8								d a l a ŋ p u
55-8								a i p a n
116-8								pʰ ĭ l u
154-8								z i
181-8								n i z u ŋ p a
210-8								dʒ o i
267-8								tʰ i
319-8								d o t p a n
389-8								tʰ o p a
453-8								p a ŋ p u
508-8								ŋ a m
563-8								z a ŋ g u p n
637-8								a k u
754-8								a n i ŋ k a l
764-8								a r a ŋ t r a ŋ a
819-8								z a ŋ p a
918-8								j a ŋ r a n
1487-8								tʰ o k tʰ a ŋ
1521-8								tʰ u
2033-8								d o k p a n
2172-8								pʰ i l o
2256-8								b ă l a n
415-8								pʰ a k u ŋ
627-8								d o j a ŋ k a r a
990-8								tʰ o p o
1013-8								d e s a ŋ p n
1584-8								d a r i r a ŋ
