COGID	MonpaBalemu	MonpaDirang	MonpaDirangDum	MonpaKalaktang	MonpaNamsu	MonpaSangti	MonpaTembang	MonpaTomko
899-6						z e ɾ		
926-6						d̪ a m		
944-6						g a ɾ a ŋ		
953-6						z a ɾ a ŋ		
980-6						w a ɾ o ŋ		
998-6						pʰ e i		
1022-6						o a kʰ ɾ		
1031-6						b i n a m u a n		
1069-6						tʃ o w a ŋ a		
1079-6						z i a u a		
1098-6						j a ŋ b a		
1117-6						tʃ n		
1141-6						ɾ i ŋ b		
1189-6						m a n		
1198-6						n		
1208-6						z a l a		
1217-6						l a n i		
1253-6						a m a		
1271-6						n o ɲ a ŋ		
1289-6						m i ŋ		
1316-6						ŋ a ŋ		
1325-6						kʰ a m		
1334-6						z i ŋ b a		
1343-6						b u i n a ŋ		
1361-6						j e n a ŋ		
1370-6						n a g ŋ		
1388-6						m a n b a		
1397-6						tʰ ɾ		
1406-6						tʃ o ŋ		
1424-6						g a ɾ a ŋ a ɾ		
1433-6						z g		
1442-6						l a m		
1451-6						b a ɲ a m		
1468-6						pʰ a k p a		
1477-6						ŋ a z		
1502-6						ŋ a m z		
1511-6						m u d̪ u a ŋ b a		
1529-6						tʃ a l		
1538-6						z o l		
1557-6						tʃ o i kʰ ŋ		
1618-6						i ŋ tʃ a		
1663-6						z m		
1689-6						ŋ o i		
1698-6						kʰ ŋ		
1707-6						m o ŋ n a ŋ		
1716-6						ŋ a m		
1742-6						m g i		
1751-6						b u ʃ i l a		
1778-6						z a		
1787-6						tʃ u ɾ kʰ		
1823-6						l e m		
1832-6						k a ɾ m a		
1842-6						l ŋ		
1860-6						ŋ a m		
1869-6						z u ɲ kʰ a ŋ		
1888-6						z a m kʰ i		
1897-6						z e		
1932-6						ɾ i n a ŋ o l a n		
1950-6						z		
1968-6						t o ŋ kʰ a ɾ		
1978-6						k u ɲ kʰ a		
1987-6						d̪ a m		
2015-6						ŋ a m ʃ n a		
2118-6						m o ŋ ʃ o o l a n		
2238-6						ŋ a ɾ b n		
2507-6						ʃ i n ŋ		
2526-6						l e		
2535-6						z a		
2544-6						z i ŋ		
2560-6						z o ŋ n i tʃ i ŋ		
2569-6						kʰ e kʰ ɾ		
2578-6						n i tʃ i ŋ		
2596-6						d̪ ŋ		
2615-6						ɾ i		
2663-6						g i ʃ i		
2690-6						z i a		
2719-6						ɾ i ʃ i		
2728-6						k o tʃ ŋ		
2747-6						n i ŋ		
2756-6						z e ɾ b		
2774-6						b o n i ŋ		
19-6						n a z i a k		
28-6						n a z i a k		
89-6						g a ŋ kʰ		
107-6						l i ʃ i m i n		
145-6						ɾ u k kʰ l a		
190-6						d̪ u tʃ i		
229-6						kʰ a		
257-6						tʰ a ŋ a		
338-6						b ɾ ŋ		
483-6						w a		
535-6						z o z o		
571-6						g e l e n kʰ i		
699-6						t o ŋ kʰ a		
845-6						ɾ o k		
971-6						ʃ i ɲ kʰ		
1049-6						b d̪		
1161-6						a m		
1226-6						l a n i		
1235-6						n a m n i ŋ		
1280-6						ʃ i ŋ z a ŋ		
1307-6						t e ɲ kʰ a		
1352-6						g		
1379-6						z i		
1415-6						ɾ a		
1636-6						b e tʃ a		
1654-6						l i		
1680-6						kʰ a n kʰ a		
1725-6						tʃ a ɲ tʃ e		
2127-6						kʰ a m ʃ u		
2181-6						d̪ i l o		
2366-6						l o j a k a		
2672-6						b a g a		
2681-6						b a l a ŋ b o		
55-6						d̪ a z i b a k		
80-6						t u ŋ g a		
116-6						tʰ l i		
154-6						z i		
181-6						n i z u m b a		
267-6						d̪ i		
319-6						pʰ o ɲ k a n		
389-6						g o g a		
508-6						ŋ a m		
563-6						z a ŋ b u l a		
637-6						a d̪		
754-6						ʃ a kʰ u		
764-6						k a ɾ a ŋ b ɾ m a		
819-6						z a m b a		
827-6						ʃ i d̪		
918-6						j a ŋ l u		
1460-6						t o ŋ a		
1487-6						tʃ o g kʰ a ŋ		
1521-6						d̪ u		
1734-6						ʃ i m b u		
2172-6						b i l o n		
2209-6						b i ʃ i ŋ kʰ e kʰ o u		
2737-6						ŋ i ɲ a		
329-6						tʃ a n tʃ a ɾ a n		
464-6						t o tʃ a ŋ		
493-6						t i t o n		
581-6						t u i kʰ a		
591-6						n e g a ŋ		
655-6						kʰ a tʃ i l a		
873-6						pʰ u ŋ b e		
909-6						pʰ e l u l a		
990-6						tʃ o tʃ o		
1133-6						d̪		
1150-6						t o ŋ a		
1584-6						k a ɾ i l a m		
10-7							tʃ i ŋ	
37-7							n e n	
46-7							n e n	
98-7							kʰ a ŋ tʃ i l a	
125-7							b a j a ŋ r a	
162-7							l a i z i	
171-7							o m ʃ a	
219-7							t i m u	
247-7							d i ŋ l u ŋ	
282-7							l u z u	
292-7							kʰ a ŋ	
301-7							l i	
354-7							m u m b a t i	
363-7							n a m b u	
397-7							g a m tʃ i	
406-7							k a m n	
426-7							m u kʰ a	
473-7							pʰ i n tʃ i ŋ	
499-7							z a m i n	
526-7							g a ʃ j a	
544-7							kʰ u	
553-7							kʰ o t i ŋ	
599-7							g o i tʃ i m	
608-7							b e n kʰ o	
617-7							j a n	
645-7							e n a	
663-7							z o ŋ kʰ u n	
672-7							t o m a	
681-7							ɲ i r i	
690-7							m i ŋ	
708-7							d a ŋ r i ŋ b u	
717-7							d o kʰ u	
726-7							z i	
744-7							a a	
782-7							m i	
791-7							ŋ a	
800-7							ŋ a	
809-7							m o m n a ŋ	
836-7							p z i	
881-7							l a m	
890-7							r a b a	
899-7							z a r	
926-7							tʃ i m	
944-7							g a r a ŋ	
953-7							ʃ j a r a ŋ	
980-7							tʰ a r o ŋ	
998-7							pʰ a i	
1022-7							g dʒ i kʰ n	
1031-7							b i n a ŋ g u kʰ a n	
1069-7							tʃ o a ŋ kʰ kʰ z a	
1079-7							ʃ kʰ ŋ kʰ a a	
1098-7							j a ŋ b u n	
1117-7							tʃ u n	
1141-7							ɾ i ŋ b u	
1189-7							m e n	
1198-7							n u	
1208-7							z a l a	
1217-7							l a kʰ i ŋ n	
1253-7							a m a	
1271-7							n o a ŋ	
1289-7							m i ŋ	
1316-7							ŋ a ŋ	
1325-7							kʰ a m	
1334-7							z i ŋ b a	
1343-7							b u i n a ŋ	
1361-7							j a n a ŋ kʰ n	
1370-7							n a g ŋ	
1388-7							m e n b a	
1397-7							kʰ u r	
1406-7							tʃ o ŋ	
1424-7							g a ɾ a m p a a r n	
1433-7							ʃ u g	
1442-7							l a m	
1451-7							b a tʃ i m	
1468-7							pʰ a kʰ a	
1477-7							ŋ a z	
1502-7							ŋ a m z u	
1511-7							m u d j a ŋ b a	
1529-7							tʃ i l	
1538-7							z o l	
1557-7							tʃ o i kʰ ŋ	
1618-7							i n tʃ i	
1663-7							z u m	
1689-7							ŋ o i	
1698-7							kʰ u ŋ	
1707-7							m o ŋ n a ŋ	
1716-7							ŋ a m kʰ n	
1742-7							m u g i	
1751-7							b u tʃ i l a	
1778-7							z a	
1787-7							tʃ u r tʃ u n	
1823-7							l a m	
1832-7							kʰ a r m a	
1842-7							l u ŋ	
1860-7							ŋ a m kʰ n	
1869-7							ʃ u p tʃ i ŋ	
1888-7							ʃ a m pʰ i	
1897-7							z j a	
1932-7							ɾ i n a ŋ z e kʰ kʰ n	
1950-7							z u	
1968-7							t o ŋ t i kʰ u r n	
1978-7							kʰ u t a n	
1987-7							z a m	
2015-7							ŋ a m k ə n	
2118-7							m o ŋ ʃ kʰ kʰ kʰ a kʰ u n	
2238-7							ŋ a r z e n	
2507-7							d i n ŋ	
2526-7							l a	
2535-7							ʃ j a	
2544-7							ʃ i ŋ	
2560-7							z o ŋ n i tʃ i ŋ	
2569-7							kʰ a kʰ kʰ u n	
2578-7							n i tʃ i ŋ	
2596-7							kʰ u ŋ	
2615-7							ɾ i	
2663-7							g i t i ŋ n	
2690-7							z i ŋ a	
2719-7							ɾ i tʃ i	
2728-7							kʰ o tʃ ŋ	
2747-7							ɲ i ŋ kʰ n	
2756-7							z a r u	
2774-7							b o ɲ i ŋ	
19-7							n a ʃ kʰ i ŋ e n	
28-7							n a ʃ kʰ i ŋ a kʰ	
89-7							g a m u	
107-7							d i m i n e n	
145-7							d u kʰ p u n	
190-7							p u tʃ i	
338-7							b r u ŋ	
436-7							z u l u	
483-7							a	
535-7							z o z o	
571-7							g a l e n tʃ i	
699-7							d o m a	
845-7							ɾ o kʰ	
1049-7							b u	
1161-7							a m	
1180-7							ʃ j a	
1226-7							l a kʰ i n	
1235-7							n a m n i ŋ	
1280-7							d i n tʃ a ŋ	
1307-7							t e kʰ a	
1352-7							g u	
1415-7							ɾ a	
1636-7							b e tʃ a	
1680-7							kʰ e n tʃ a n	
1725-7							d a p tʃ e n	
2127-7							d i m kʰ ə n	
2181-7							d i a l e n	
2366-7							j e kʰ ə n	
2672-7							tʃ a g a	
2681-7							b a l a ŋ b u	
55-7							d a z i ŋ a kʰ	
80-7							d u ŋ g a	
154-7							ʃ i	
181-7							m i z ŋ b a	
267-7							tʃ i	
319-7							pʰ o t kʰ e n	
389-7							g o g a	
453-7							tʃ a ŋ u	
508-7							ŋ a m	
563-7							z a ŋ b u n	
637-7							a	
754-7							tʃ a ŋ u n	
819-7							z a m b a	
827-7							b i ŋ	
918-7							j a ŋ l u ŋ	
1244-7							k e r o ŋ tʃ u ŋ n a	
1460-7							z o ŋ a	
1487-7							d o kʰ t i ŋ	
1521-7							kʰ u	
1734-7							z a m b u	
2172-7							b i l e n	
2256-7							kʰ u kʰ e n	
2517-7							ŋ a m tʃ i n	
2654-7							r a ŋ b o ŋ	
2737-7							n i z a	
329-7							tʃ e n tʃ i r e n	
415-7							k a kʰ u n	
464-7							t o tʃ i ŋ	
493-7							tʰ i ŋ o n	
581-7							d u i a	
591-7							n e n a g a ŋ	
627-7							g a ɾ a ŋ k i l i	
655-7							z a tʃ i l a	
873-7							pʰ u ŋ b e	
909-7							pʰ e l e o	
990-7							tʃ o tʃ o	
1013-7							g a d a ŋ n	
1133-7							j u	
1150-7							z o ŋ a	
10-8								tʰ a ŋ
37-8								n a n
46-8								n a n
98-8								g a ŋ tʃ i l
125-8								b i j a ŋ r
162-8								l a i z a
171-8								o m z a
219-8								t a ŋ p u
247-8								tʰ a ŋ l u ŋ
282-8								l u z p u
292-8								g a ŋ
301-8								l i
354-8								m u m b a t a
363-8								n a m p u
397-8								g a m tʰ a
406-8								g a m u ŋ
426-8								m i k p e
473-8								b i n m a ŋ
499-8								z a m a a
526-8								g a z p a
544-8								g u
553-8								k o t a ŋ
599-8								g o i tʰ a a
608-8								b a n tʰ a
617-8								j a n
645-8								a n a
663-8								z o ŋ tʰ u a
672-8								t o ŋ p e
681-8								n i r i
690-8								m i ŋ
708-8								tʰ a n r i ŋ m u
717-8								tʰ o k p u
726-8								z i
744-8								p e
782-8								m i
791-8								ŋ a
800-8								ŋ a
809-8								m o m n a ŋ
836-8								p z i
881-8								l a m
890-8								r a p a
899-8								z e r
926-8								tʰ a m
944-8								g a r a ŋ
953-8								z j a r a ŋ
980-8								kʰ a r o ŋ
998-8								b a p i
1022-8								tʰ a tʰ u a
1031-8								b i n a ŋ m u p a n
1069-8								tʃ o i a ŋ m a a a
1079-8								z i a p
1098-8								j a ŋ p u a
1117-8								tʰ u n
1141-8								r i ŋ m u
1189-8								m a n
1198-8								n u m a
1208-8								z a l a n
1217-8								l a n i p a
1253-8								a m a
1271-8								n o g a ŋ
1289-8								m i ŋ
1316-8								ŋ a ŋ
1325-8								g a m
1334-8								z i ŋ m a
1343-8								u i n a ŋ
1361-8								j a n a ŋ a a
1370-8								n a k u ŋ
1388-8								m a n p a
1397-8								tʰ u r
1406-8								tʃ o ŋ
1424-8								g a r a ŋ p a p a r u n
1433-8								z u p u
1442-8								l a m
1451-8								b a tʰ a a
1468-8								b a k p e
1477-8								ŋ a z
1502-8								ŋ a m z u
1511-8								m u tʰ j a ŋ u
1529-8								tʰ a l o
1538-8								z o l u
1557-8								tʃ o i tʰ u ŋ
1618-8								i ŋ tʰ a
1663-8								z u m
1689-8								ŋ o i
1698-8								g u ŋ
1707-8								m o ŋ n a ŋ
1716-8								ŋ a m p a
1742-8								m u p i
1751-8								b u z i l
1778-8								z a
1787-8								tʰ u r p u n
1823-8								l e m
1832-8								k a r m a
1842-8								l u ŋ
1860-8								ŋ a m p n
1869-8								z i p a ŋ
1888-8								z a m p a
1897-8								z e
1932-8								r i n a ŋ z o p a n
1950-8								z u
1968-8								t o ŋ t a p u a n
1978-8								k u t p e ŋ
1987-8								z a m
2015-8								ŋ a m z a a
2118-8								m o ŋ z i tʰ o ŋ l u
2238-8								ŋ a r z a n
2507-8								tʰ a n o ŋ
2526-8								l e
2535-8								z a
2544-8								z i ŋ
2560-8								z o ŋ n i tʃ i ŋ
2569-8								g a i tʰ u a
2578-8								n i tʃ i ŋ
2596-8								tʰ u ŋ
2615-8								r i
2663-8								g i t i j
2690-8								z i p a
2719-8								r i tʰ i
2728-8								k o tʃ u ŋ
2747-8								n i ŋ m a
2756-8								z e r p u
2774-8								b o n i ŋ
19-8								n a z tʰ i a n
28-8								n a z tʰ i p a n
107-8								i tʰ i m i n n u
145-8								tʰ u g p u a
190-8								p u tʃ i
229-8								i a
257-8								kʰ a ŋ a
338-8								r u ŋ
436-8								z u l u
483-8								i a
535-8								z o z o
571-8								g e l a n tʰ a
845-8								r o k o
971-8								kʰ i t p u
1049-8								b
1161-8								a m
1180-8								i a
1226-8								l a n i ŋ
1235-8								n a m n i ŋ
1280-8								kʰ i ŋ z a ŋ
1307-8								t e p a
1379-8								z i
1415-8								r a
1636-8								b e tʃ a
1654-8								l i
1680-8								g a n tʰ a n
1725-8								tʃ p tʃ e n
2127-8								tʰ a m z a n
2181-8								tʰ i n l a u
2366-8								j a k p a n
2681-8								b a l a ŋ m u
55-8								tʰ a z i p a n
116-8								kʰ u l i
154-8								z i
181-8								n i z u p a
210-8								i o i
267-8								tʰ i
319-8								b o t p a n
389-8								g o p a
453-8								tʰ a ŋ p u
508-8								ŋ a m
563-8								z a n g u a
637-8								a p
754-8								a z a ŋ tʰ n
764-8								kʰ a z a ŋ p u a
819-8								z a g p a
918-8								j a n m u n
1487-8								tʰ o g t a a
1521-8								tʰ u
2033-8								kʰ o k p o n
2172-8								b i l o n
2256-8								b u l a n
415-8								g a m p ŋ
627-8								g r g ŋ k i a a
990-8								tʰ o tʰ o
1013-8								g e s a ŋ m a
1584-8								kʰ a r i l a n
