COGID	BanPaw	ChaYeQing	ChuDongGua	GuangKa	HtanHsan	KhunHawt	MangBang	ManLoi	MengDan	NamHsan	NanSang	NoeLae	NyaungGone	PangKham	PongNuea	XiangZhaiTang
2213-15															m ɨi̯	
1858-15															s a	
1151-15															g j a n	
737-15															p ə n	
340-15															ʔ ou̯	
1111-15															s ɛ	
485-15															ŋ ou̯	
1356-15															m u h	
1093-15															l əa ŋ	
1063-15															d ɔː	
648-15															c əa ŋ	
223-15															k ɔː n	
1248-15															c a	
1509-15															d ɲ	
504-15															c ou̯ h	
2130-15															s a	
1-15															ʔ ou̯	
386-15															ɔː ou̯ ʔ	
1027-15															g a ʔ	
2077-15															m u h	
1459-15															g l ou̯	
1323-15															m əɯ̯	
1859-16																ŋ ɔ
175-16																ʔ a
241-16																ʔ u c
2163-16																kʰ u
2181-16																n ɛ m
2060-16																ʔ a m
410-16																d j a
1841-16																m aːu̯
2017-16																h ei̯
1004-16																l aː
614-16																b ou̯ h
686-16																b l ei̯
88-16																g ɛː ʔ
872-16																n a
1891-16																d aː
68-16																s ɨ m
631-16																b r a
594-16																g aː
1759-16																h ɛ ɲ
805-16																g ɨ ɲ
756-16																h ɨ ʔ
1201-16																m u c
2042-16																ʔ aː
1968-16																d ɛ ʔ
2000-16																l aː ŋ
17-16																v ɛ c
4-16																əɯ̯ m
788-16																d ɛː
1219-16																h ɨ m
141-16																ʔ aː ŋ
541-16																p r j a ŋ
1687-16																h u
123-16																aː a m
1652-16																c ɨ ɲ
576-16																ŋ ɔ l
1738-16																d ɛ
442-16																h ɔ m
368-16																d j a ŋ
1778-16																b ɛ c
957-16																n ɛ
1704-16																ʔ a t
304-16																c ɛ m
1796-16																c ɔ ŋ
720-16																t ɛː h
287-16																g ə p
321-16																g l əɯ̯
206-16																g u ʔ
1950-16																ʔ oːi̯
665-16																ɔ n
703-16																n ou̯ ʔ
1290-16																m j a
1391-16																g ɨ n
269-16																g ɛ t
855-16																c a n
2078-16																s ɨ n
2213-16																m ɛ
1858-16																s ə
1151-16																g j a n
737-16																p r ɛː
340-16																ʔ ou̯
1111-16																s ɨ
485-16																ŋ j
1356-16																m u h
1063-16																d ɔ m
648-16																c ɨ ɲ
223-16																k ɔ n
1248-16																c a
1509-16																t ei̯ n
2130-16																s ɨ
1-16																ʔ ɔ
386-16																ɨ ou̯ ʔ
1411-16																ʔ u
1027-16																g ɛ n
2077-16																m u h
1459-16																g l j
1323-16																m əɯ̯
