COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
67-15															ɨ ɨ b l t				
169-15															b ə n ə g e ə				
251-15															ʔ ə n ə r t				
294-15															ʔ ʔ n u u g u rː ə t				
461-15															b n tʃ o				
547-15															w u tʼ o t				
655-15															ʔ d b ɨ ʃ t				
158-15															ʔ ə z ə ə n t				
168-15															ʔ ɨ x o o				
61-16																dʒ ə n			
63-16																dʒ ə ɨ n			
107-16																b ə m ə n			
112-16																d ə b i n i			
331-16																m ə h a s			
377-16																b b ə b b ɨ a r			
381-16																h a b ə t			
417-16																m ə n			
451-16																t ə ə b ɨ t			
454-16																h ə ə r t			
484-16																h ə g ɨ d t			
535-16																h ə r i n			
543-16																m ə l ɨ s t			
593-16																b ə r a a n			
640-16																m h ə n			
65-16																t ɨ			
163-16																h ɨ b a			
212-16																b ɨ n			
244-16																b ə r g a a j t			
248-16																m ɨ a a t			
293-16																m ə r a s			
373-16																h ɨ f a n			
408-16																b ə a n a			
414-16																t ɨ ɨ a i i a			
601-16																h ɨ b ɨ b a t			
642-16																m ə b a r			
209-16																dʒ ə ə a t			
242-16																dʒ ɨ m a ɨ s t			
415-16																m ə			
450-16																m ə m ɨ t			
638-16																h ə a			
75-16																h ɨ m a ɨ r			
208-16																ʔ ɨ b kʼ b a s ɨ t			
214-16																ʔ ɨ b			
218-16																ʔ ɨ b ɨ r			
409-16																k ə g b ə s ɨ			
497-16																h ɨ b a n			
598-16																h ə a a t			
646-16																dʒ ə f d a t			
256-16																b ɨ t ɨ			
332-16																k ɨ b a i r			
496-16																h ɨ g d ɨ t b + + ɨ ɨ ɨ			
67-16																h ɨ a ə t			
655-16																g h ɨ t i t			
61-17																	k ə n		
63-17																	ħ ə d l ə n i		
107-17																	ʔ ə m ə n n		
112-17																	ħ ə m ə n ə		
331-17																	m ə kʼ u s i		
377-17																	b k ə s a n ə		
381-17																	ħ a ħ ə m zː i		
417-17																	m ə s		
451-17																	m ə b ə j t i		
454-17																	ħ ə s kʼ ə n ʔ i		
484-17																	ʔ ə ʃ ə f b t i		
535-17																	ħ ə m ə n zː		
543-17																	m ə r a s i ai̯		
593-17																	ʔ ə n g a n		
640-17																	m k ə n i		
1-17																	q ə g ə n ə		
65-17																	k ə t f a		
163-17																	m ə ʔ ʔ n		
212-17																	ʔ ɨ n i		
244-17																	ħ a r b ʕ a ʕ t		
248-17																	m k u n g ə i		
293-17																	ħ a r ə s		
373-17																	q ɨ f n		
408-17																	b ə g a n a		
414-17																	q ə s ə ʔ n a		
601-17																	ħ ə r ə b a g s		
642-17																	m ə kʼ f ə s		
60-17																	s ə g ə sː ə		
115-17																	m ə m n s		
209-17																	ʔ ə sː ʔ u n		
415-17																	m a n ə		
450-17																	m ə l i		
638-17																	ʔ ə r zː a i		
645-17																	q ə n		
75-17																	ʔ ə n a n i		
214-17																	ʔ ə d a i		
218-17																	ʔ ə m ʔ n i		
409-17																	ʔ ə b ʔ ə r		
598-17																	ʔ ə l ə		
164-17																	ʔ ɨ s ɨ ʕ		
332-17																	k ə s ɨ ə n i		
412-17																	s ə s ə n ħ		
496-17																	ə ə n ʔ t t ə t i		
158-17																	n ə n ʔ ə sː i		
61-18																		kʼ ə n	
63-18																		ʔ ə d d o l	
107-18																		ʔ ə m a l a	
112-18																		kʼ ə b ə n a	
331-18																		m ə g b u ʃ	
377-18																		b b ə b b o l a	
381-18																		ʔ d o f	
417-18																		m u n	
451-18																		s ə d ə b o t	
454-18																		ʔ ə n kʼ ə l	
484-18																		s ə d ɨ n d	
535-18																		ʔ ə s ɨ r	
543-18																		s ə s	
593-18																		ʔ ə m dʒ a t	
640-18																		m m u n i	
1-18																		b ə g ə z ə	
65-18																		b u b b	
163-18																		s ə g a	
212-18																		ʔ u n	
244-18																		ʔ a r d b a n	
248-18																		m ʔ u r b a	
293-18																		ʔ a r ə	
373-18																		g ʔ u ʃ ə ə	
408-18																		b ə ə l a	
414-18																		b ɨ b ə g o l a	
601-18																		ʔ ə m o b	
642-18																		m ə b a	
60-18																		r u h ə b o	
115-18																		m a x a	
209-18																		s i n ə o a	
242-18																		ʔ ɨ m kʼ e s	
415-18																		m ɨ n a	
450-18																		s ə l d	
490-18																		b ə b b b ə	
638-18																		b ɨ n b a	
645-18																		kʼ u l	
75-18																		ʔ ɨ m b ɨ l	
160-18																		b ɨ m o i	
208-18																		ʔ ɨ n kʼ ə ə m b o t	
214-18																		ʔ a b ə	
218-18																		ʔ u n z e l	
378-18																		ʔ ɨ n dʒ r o t ə	
379-18																		ʃ ə d b g o n ə	
497-18																		ʔ ɨ b dʒ l	
646-18																		ʔ ɨ d b a	
164-18																		b u kʼː a b o	
210-18																		m u m o ə	
215-18																		ʔ ɨ n dʒ ə ə o t	
256-18																		ʔ e m o	
285-18																		m ɨ b o t	
332-18																		ʔ o r d o l	
380-18																		ʔ a d ə o	
412-18																		s ɨ b ɨ n	
496-18																		j ɨ ə e n ə	
64-18																		ʔ ɨ g ɨ b	
67-18																		ɨ ɨ b b l t	
169-18																		b u a tʃʼ e r e ə	
251-18																		k u w ə r t	
294-18																		ʔ ɨ n ə o g i aː	
461-18																		ʔ ʔ tʃ o	
547-18																		w u tʼ ə t	
597-18																		ʔ ɨ n d ə g o a	
655-18																		ʔ d m ɨ sː t	
7-18																		ʔ a n b o	
158-18																		ʔ a z b ə s ə	
168-18																		ʔ ɨ m a l	
61-19																			b ə n
63-19																			ʔ ə b t aː t
107-19																			ʔ ə m ə n a
112-19																			ʔ ə m ə n ə
331-19																			m ə b u t
377-19																			b ʔ ə a a u n ə
381-19																			ʔ h ə t
417-19																			m ə t
451-19																			m ə ʔ i t
454-19																			ʔ ə n dʒ ə n
484-19																			m ə aː n a
535-19																			ʔ ə aː n
543-19																			m ə h ə r t
593-19																			ʔ ə m ə t
640-19																			m ə n
1-19																			d ə g ə l ə
65-19																			ʔ i b a
163-19																			s i b n
212-19																			ʔ i n
244-19																			ʔ a l a a i a t
248-19																			m ʔ i r n
293-19																			m ɨ r ə t
373-19																			g i m u n
408-19																			b ə g n ə
414-19																			ʔ i b a a a a ə
601-19																			ʔ a m u k r aː
642-19																			m ə b ə t
60-19																			m ə n ə b ə
115-19																			m ə l a
209-19																			ʔ a n a t
242-19																			ʔ a m i s t
415-19																			m a m ə
450-19																			m ə ə
490-19																			g a b ə
638-19																			ʔ ə l u
645-19																			ʔ ə l
75-19																			ʔ ə m a ə l
160-19																			ʔ a l ə ə
208-19																			ʔ i b ə ə a
214-19																			ʔ i b ə
218-19																			ʔ i i n
378-19																			ʔ a m dʒ ə t
379-19																			ʔ a ʔ k ə t
409-19																			ʔ ə ə r u
497-19																			g a a ə t
646-19																			ʔ ə a ə
164-19																			ʔ a ʔ b i
210-19																			ʔ i ə a
215-19																			ʔ a n dʒ i a i
256-19																			ʔ i m i
285-19																			m i b ə t
380-19																			ʔ a d ə
412-19																			s ə g ə
496-19																			ʔ ʔ i ə
64-19																			b ə ə a
67-19																			m u b ə a
169-19																			g a a ʔ a g i b
251-19																			ʔ ɨ aː aː
294-19																			m ə a aː aː aː
461-19																			ʔ b dʒ i
547-19																			i a r i t
597-19																			ʔ a m b a ə ə
7-19																			ʔ a a b a
158-19																			ʔ l k a
168-19																			ʔ a m u a
