COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
500-11											ʔ ɨ m u r								
541-11											d ə ʔ a								
6-11											m a n g a ɲ a								
17-11											ʔ ə s ə r								
252-11											dʒ ə p ə p a								
421-11											t ɨ x a								
448-11											g u n u n g i u n g ə d								
449-11											ʔ ə ʔ ʔ ə m								
491-11											g u n tʃʼ ə								
545-11											ʔ ɨ n a j ə								
596-11											n ɨ k ə								
653-11											kʼ ə p a d								
4-11											g a o d n i ə								
106-11											g a ʔ d a								
254-11											g ə m d i ə								
339-11											b ə ʔ ə r m								
460-11											g a d ə j ə								
489-11											kʼ ə ə r g ə r a								
652-11											ʔ ə k d ə ʔ l tʃ a								
3-11											g ə z d r								
61-12												d ə n							
63-12												ʔ a u n							
107-12												g a n a n a							
112-12												d ə g ə n a							
331-12												m a n ɨ n							
377-12												ʔ d ə ə n a							
381-12												ʔ a tʃ ə							
417-12												m a b							
451-12												m ə a							
454-12												ʔ a a n							
484-12												m ə ə s							
535-12												ʔ a g a r r							
543-12												m a ə s tʃ							
593-12												ʔ a n ə n							
640-12												m a r							
1-12												d ə dː ə n ə m							
65-12												d ə r m							
163-12												m a dː ə m ə							
212-12												g a n							
244-12												ʔ a n ə tʃ							
248-12												m g a nː ə							
293-12												m ə n ə m							
373-12												g g ɨ r ə n							
408-12												g a ə n ə							
414-12												d ə r a dː a n a							
601-12												j a n u ə							
642-12												m a f a n							
60-12												m a ə b a m							
115-12												m a n a m							
209-12												g ə n a tʃ							
242-12												ʔ a n ə s m							
415-12												m ɨ r o m							
450-12												kʼ a r							
490-12												d a b n ə m							
638-12												g a r ə							
645-12												g a n							
75-12												ʔ a n g ə n							
160-12												d ə n ə m							
208-12												g a n g n ə							
214-12												ʔ a b m							
218-12												g a n ə n							
378-12												ʔ a n g ə m							
379-12												d a dː ə m							
497-12												d a b n							
598-12												g m n a							
164-12												g a ə m							
210-12												g u nː ə n n							
215-12												ʔ a g ə b ə m							
256-12												g o n a							
285-12												m ɨ b ə g							
332-12												g a g ə n							
380-12												ʔ a ə n							
412-12												d ə g a n							
496-12												u u d u n ə dː							
64-12												ʔ a a							
67-12												a a b n							
169-12												ʔ a a g ə f ə m ə							
251-12												g u ɨ m							
294-12												g g nː a o							
461-12												j f tʃ ə							
547-12												u a s a tʃ							
597-12												ʔ a n g ə dː ə n a							
655-12												g m o dː m							
7-12												ʔ a n g ə							
168-12												g a n a n							
296-12												u n m tʃ ə							
372-12												d ə n ə n							
374-12												d a kʼ ə n ə							
385-12												a a g ə tʃ							
500-12												g a n ə n							
6-12												ʔ a n a n ə							
113-12												g ɨ ʃ							
123-12												m o m ə m							
330-12												g a n f							
421-12												g a g ə							
448-12												g o o ə n ə							
449-12												ʔ a a							
491-12												g ə ə m							
545-12												g a n a a n							
596-12												d ə tʃ ə							
653-12												d a dː a tʃ							
4-12												g ʔ ə r tʃ ə							
8-12												ʔ a b a dː a dː							
106-12												m m b ə ə							
460-12												g ə dː e							
552-12												g u							
602-12												m ɨ ʃ bː m							
2-12												g d ə r a m							
3-12												g							
61-13													d ə n						
63-13													ʔ a k a m						
107-13													g a m ə n a						
112-13													t a tː ə n a						
331-13													n ɨ kʼ w a s						
377-13													ʔ tʃ ə kʼ dː ə r ə						
381-13													ʔ dː a t						
417-13													r a zː						
451-13													s a u f a t						
454-13													ʔ a n kʼ a n						
484-13													s ə dː ə ʃ f						
535-13													ʔ a r a r						
543-13													ʔ a i s t						
593-13													ʔ a n g a n						
640-13													m w a s o						
1-13													ʒ a bː ə r ə						
65-13													g ə r r						
163-13													s a dː tʃ a						
212-13													ʔ a n						
244-13													ʔ a r f f a tʃː t						
248-13													m g u nː f ə						
293-13													ʔ ə r ə						
373-13													g ə m ə n						
408-13													g ə tː n a						
414-13													t ə bː a g a ɲː a						
601-13													ʔ a r a b						
642-13													ʔ a g sː a n						
60-13													l ə kʼ ə s ə m						
115-13													ʔ a s ə m						
209-13													s ə r f a r t						
242-13													ʔ u nː f ə s t						
415-13													s a m o t						
450-13													m a r f t						
490-13													tʃ a bː f r a n						
638-13													ʔ a r n ə						
645-13													kʼ a n						
75-13													ʔ a nː g a n						
160-13													kʼ a r ə						
208-13													ʔ u nː g r ə n ə						
214-13													ʔ ə bː o t						
218-13													ʔ a nː ə n						
378-13													ʔ a n g n ə t o						
379-13													b ə dː f ə b o						
409-13													g ə kː ə n a						
497-13													ʔ a bː n						
598-13													m w a t						
646-13													ʔ a h r a						
164-13													ʔ ə k ə n						
210-13													ʔ u nː w ə n a						
215-13													ʔ a n g ə bː ə t						
256-13													g u n a						
285-13													l ə bː ə t						
332-13													ʔ a n kʼ a n						
380-13													ʔ a ə n e						
496-13													u u ʔ u nː ʔ ə n g ə tʃː tʃː						
67-13													m a f f n						
169-13													m a n kʼ ə s ə m						
251-13													ʔ u a a tʃ						
294-13													m w ə g kʼ r						
461-13													k ə tʃ ə						
547-13													a a s a t						
597-13													ʔ u n g g ə n a						
655-13													m ə s t						
7-13													ʔ a nː g ə						
158-13													kʼ a n f ə s o						
168-13													ʔ a nː a n						
296-13													b u m f e t						
372-13													g ə n ə n						
374-13													tʃ ə kʼ w ə r tʃ ə						
385-13													ə ɨ bː ə t						
411-13													t ə f r g ɨ t						
500-13													ʔ a m ə n						
541-13													ʔ a h a						
6-13													m a n f ə ɲː a						
17-13													ʔ ə s ə n						
123-13													b ə m o bː						
252-13													ʒ ə bː ə a t						
330-13													ʔ a r f t						
421-13													ʔ ə g ə						
448-13													g u tː u r f r ə n ə t						
449-13													ʔ a r m ə m						
491-13													ʔ ə n kʼ ə						
545-13													ʔ ə nː a tʃ tʃ						
596-13													n ɨ x ə						
653-13													g ə bː ə t						
4-13													g m ə r f tʃ ə						
8-13													kʼ a g a g a tʃː						
290-13													ʔ e tʃʼ e kʼ e m						
460-13													g w f f ə t i						
489-13													g w ə r g ɨ n a						
552-13													g ə f f t						
652-13													ʔ ə kː f ə r g t ə						
3-13													ʔ e dː a n						
61-14														d ə n					
63-14														ʔ a kː a n					
107-14														g a nː a n a					
112-14														t a dː ə n a					
331-14														l ə kʼ w a r					
377-14														kʼ ʔ ə w ə n ə					
381-14														ʔ o a tʃ					
417-14														l a zː					
451-14														s ə dː dː a t					
454-14														ʔ ə sː ɨ n m m					
484-14														s ə dː ə ɲː m					
535-14														ʔ a zː ə r m					
543-14														s ə f s tʃ					
593-14														ʔ a n ə n					
640-14														g a rː					
1-14														d ə dː ə r ə m					
65-14														g ə dː m m					
163-14														s ə dː ə					
212-14														ʔ a n					
244-14														ʔ a n dː ə tʃ					
248-14														l g u nː ə					
293-14														s ə n ə m					
373-14														g dʒː ə n ə n					
408-14														g ə n a					
414-14														d ə h a dː a n ə					
601-14														ʔ a n a m m					
642-14														l ə kː tʃ a n					
60-14														l ə tʼː ə s ə m					
115-14														ʔ a s a m					
209-14														s ə mː a dː t					
242-14														ʔ a nː ə s t					
415-14														l ə mː ə t					
450-14														kʼ a r ɨ s					
490-14														ʔ ə w ə m					
638-14														ʔ a r z ə					
645-14														kʼ a n					
75-14														ʔ ə n a n					
160-14														d a r ə m					
208-14														ʔ u nː g w ə r ə					
214-14														ʔ ə dː a					
218-14														ʔ a nː ə n					
378-14														ʔ a n g dː ə t					
379-14														ʔ ə dː ə ɲː					
409-14														ʔ ə kː ə n ə					
497-14														tʃ ə bː a n					
598-14														ʔ l w a					
646-14														ʔ a f ə m					
164-14														ʔ ə kː ə n					
210-14														ʔ u nː w ə n ə					
215-14														ʔ a dː ə bː ə t					
256-14														g u n a					
285-14														l ə bː ə t					
332-14														ʔ ə kː ə n					
380-14														ʔ a mː ə n n					
412-14														d a g a n					
496-14														w u ʔ ʔ nː b ə n g ə dː dː m m					
64-14														d a g a					
169-14														l ə r g ə r ə m ə					
251-14														g u r					
294-14														g ʔ nː ə o dː ə m					
461-14														ʔ a tʃ ə					
547-14														a a g a t					
597-14														ʔ u nː g ə dː ə n ə					
655-14														ʔ ʔ m ɨ s t					
7-14														ʔ a n g ə					
158-14														kʼ a n ə s m					
168-14														ʔ a g a n					
296-14														b u nː r ə tʃ a					
372-14														d ə n ə n					
374-14														tʃ ə kː w ə r ə					
385-14														ə ɨ bː ə t					
411-14														t ə dː mː dː ə t					
6-14														m ə n dː a ɲː a					
17-14														ʔ ə s ə n					
123-14														s ə mː ə m a					
330-14														ʔ a n ɨ m					
421-14														ʔ ɨ g ə					
448-14														tʃ u tː u sː m ə n ə t					
449-14														ʔ a dː ə					
491-14														g ə n tʃʼ ə m					
545-14														ʔ ɨ nː a tʃ tʃ					
596-14														l ɨ bː ə					
653-14														kʼ ə dː a t					
4-14														g ʔ ə r dː tʃ ə					
8-14														kʼ ə dː ə dː a m					
339-14														tʃ ə ɨ n					
460-14														g ə dː ə r					
489-14														kʼ ə r dː ɨ n a					
552-14														ʔ ə m					
602-14														ʔ ə r m m					
652-14														ʔ ə kː ə m z tʃ a					
61-15															d a				
63-15															ʔ a d ə ə s				
107-15															ʔ a r a r a				
112-15															ʔ a r ə s o				
331-15															ʔ a z a ɨ s ə				
377-15															ʔ ʔ a g g a ə a				
381-15															ʔ z a z				
417-15															r a s				
451-15															ʔ a ʔ g g a				
454-15															ʔ a n kʼ a r t				
484-15															ʔ a ʔ ə ʃ d ə				
535-15															ʔ a r ə r t				
543-15															ʔ a ʔ ə s ə				
593-15															ʔ a r o s				
640-15															ʔ a a				
1-15															ʔ ə d ə s ə				
65-15															ʔ a h h				
163-15															ʔ a d ə a				
212-15															ʔ ə r				
244-15															ʔ a r ʔ g a d d				
248-15															ʔ ʔ ə r g a t				
293-15															ʔ a r ə				
373-15															ʔ ʔ ə s a r				
414-15															ʔ a ʔ a g a s ə				
601-15															ʔ a r a b uː n o				
642-15															ʔ a h k a s				
60-15															ʔ ə r ə s ə				
115-15															m ə h ə				
209-15															ʔ ə n g a t t				
242-15															ʔ a r g ə s ə				
415-15															ʔ a r a t				
450-15															ʔ a r ə				
490-15															ʔ ə d s ə				
638-15															ʔ a n a a t				
645-15															ʔ ə a				
75-15															ʔ a r g a o				
160-15															ʔ ə r ə b ə				
214-15															ʔ a b ə t				
218-15															ʔ a n z a s t				
378-15															ʔ ə r g g ə kʼ t				
379-15															ʔ ə g g ə n t				
409-15															ʔ a ʔ ə r o o				
497-15															ʔ a g				
646-15															ʔ a d ə n a t				
164-15															ʔ a d g b ə				
210-15															ʔ ə z u ə s ə				
215-15															ʔ ə n d a kʼ a t				
256-15															ʔ a s a				
285-15															ʔ ə tʃʼ ə t				
332-15															ʔ a r b a ə				
380-15															ʔ ə d ə s o				
412-15															ʔ a z ə n t				
496-15															ʔ ʔ ʔ ʔ ə n b ə t				
67-15															a ə b s t				
169-15															ʔ a n z a z ə s ə				
251-15															ʔ ə n ə t				
294-15															ʔ ʔ n n ə g u m ə t				
461-15															ʔ n tʃ a				
547-15															a a z ə t				
655-15															ʔ ʔ h a b				
158-15															ʔ a r ə a n t				
168-15															ʔ a h a a				
296-15															ʔ ə r ɨ o ə				
374-15															ʔ a ʔ a a a d d ə				
375-15															ʔ i b t				
385-15															o a z a t				
541-15															ʔ a tʃ r n				
17-15															ʔ a h a				
113-15															ʔ ɨ m ə				
123-15															ʔ ə r a d ə				
252-15															ʔ a r ə kʼ ə				
330-15															ʔ ə r ə t t				
421-15															ʔ a n ə				
449-15															ʔ a ʔ r ə				
491-15															ʔ ə n g ə t				
653-15															ʔ a h a				
8-15															ʔ a d a g ə d				
106-15															ʔ ɨ d ə r t				
254-15															ʔ ə r g k ə t				
290-15															ʔ a d ə s ə				
339-15															ʔ a d ə n ə				
602-15															m ə ʃ dʒ				
652-15															ʔ a ʔ ʔ a d a				
2-15															ʔ ʔ ɨ r r m kʼ t				
3-15															d i n m ə				
61-16																d ə			
63-16																h ə t t			
107-16																d ə r ɨ r			
112-16																d ə f ɨ r e			
331-16																m ə g ə r s t			
377-16																ʔ b ə b b a r			
381-16																h ə b ə t			
417-16																m ə s			
451-16																h ə ə kʼ t			
454-16																ʔ ə ə r t			
484-16																m ə g ə g t			
535-16																h ə r ə r			
543-16																h ə l ɨ s t			
593-16																h ə r a e t			
640-16																m h ə m a			
65-16																kʼ ə a			
163-16																h ɨ b u a e			
212-16																ʔ ə r			
244-16																b ə r a b ə j t			
248-16																m k ə r e t			
293-16																m ə r e s			
373-16																k ə r e			
408-16																b ɨ a r			
414-16																kʼ ə b ɨ a			
601-16																h ə r ɨ b a t			
642-16																m ə b b s			
209-16																m ə d ə r n d			
242-16																h ə r a ə s t			
415-16																m ə r e			
450-16																m ə r ɨ t			
638-16																h ɨ r t			
75-16																h ɨ r a r			
208-16																ʔ ə d kʼ b ə			
214-16																t ə b ə t			
218-16																ʔ ɨ d			
409-16																ʔ ɨ a a a			
497-16																g ɨ b a			
598-16																g a a ɨ			
646-16																g ə f d r t			
256-16																g ɨ h			
332-16																ʔ ɨ b a			
496-16																h g d s ə b ə + + ɨ ɨ m			
67-16																h ɨ a a m			
655-16																b ɨ f i t			
372-16																s ə r fː			
375-16																s ə mː a			
411-16																h a b r ə j a			
500-16																ʔ ɨ b ə t			
541-16																b ə b e r			
17-16																g ɨ b ɨ b			
113-16																b ə r			
252-16																h ɨ b h h t			
330-16																b a r ɨ b			
545-16																g ɨ b ɨ m			
106-16																m ɨ e t			
254-16																g ə a ə d			
460-16																r a b t a			
602-16																m ɨ s a			
2-16																kʼ ə r b g			
61-17																	d ə sː		
63-17																	ʔ a d l ə n i		
107-17																	ʔ a m ə sː		
112-17																	k a mː ə sː ə		
331-17																	m a kʼ ə s i		
377-17																	ʔ k ə ʔ a a n ə		
381-17																	ʔ a ħ ə fː t i		
417-17																	m ə s		
451-17																	k ə b ə j ə t ə		
454-17																	ʔ a n g ə r i		
484-17																	m ə ʃ ə s b t i		
535-17																	ħ a r ə r i		
543-17																	m ə l i s t ħ		
593-17																	ʔ a n g ə sː		
640-17																	m k ə n		
1-17																	d ə mː ə ə ə		
65-17																	k ə s f a		
163-17																	k ə ʔ ə		
212-17																	ʔ ə n i		
244-17																	ħ ɨ r b b ə ʕ t		
248-17																	m k ə r g ə i		
293-17																	m ə r ə s		
373-17																	k ħ a s ə i		
408-17																	b ə g a r a		
414-17																	k ə s ə ʔ ə ə		
601-17																	ħ ə r ə q a g t		
642-17																	m ə kʼ sː ə sː		
60-17																	w ə r ə sː ə i		
115-17																	m a r f		
209-17																	k ə n ʔ u x tʃʼ		
415-17																	m ɨ ʃ ə m		
450-17																	m a r t i		
638-17																	k ə r m ə i		
645-17																	d a n		
75-17																	ʔ ə r a ə n ə		
214-17																	ʕ ə d a i		
218-17																	ʔ a sː f ə n i		
409-17																	ʔ a b g ə sː		
598-17																	k ə l ə i		
164-17																	d ə s ɨ i		
332-17																	d ə s ɨ ə n i		
412-17																	n u fː ə n ħ		
496-17																	w ʔ ʔ s ə sː ʕ ə ʕ t ə t ə		
158-17																	n ɨ n ʔ a sː i		
372-17																	d ə n b ə sː		
375-17																	s ɨ fː ʔ i		
411-17																	k ə ʔ r a j a s		
500-17																	ɨ ə d ə n i		
541-17																	b ə g ə r		
113-17																	b ɨ m ai̯		
330-17																	d a r b ʃ ə		
448-17																	k ə n ə r a ʕ ə sː i ə i		
106-17																	m ɨ s a i i		
290-17																	n ɨ k ɨ sː a i		
552-17																	n l ɨ		
2-17																	s ħ ɨ r ə s i		
61-18																		t u	
63-18																		ʔ a d a o	
107-18																		ʔ a n o b o	
112-18																		ʔ a n o b o	
331-18																		m u g b sː	
377-18																		ʔ t a g a o o	
381-18																		ʔ d a l kʼ e	
417-18																		m a zː	
451-18																		s u ʔ u b o t	
454-18																		ʔ a n kʼ a i	
484-18																		s a d a ʃ b	
535-18																		ʔ a s a r	
543-18																		ʔ a ʔ ai̯ s	
593-18																		ʔ a m i o sː	
640-18																		m b a sː m	
1-18																		s a d ə b ə	
65-18																		ʔ a b h	
163-18																		s a d a o	
212-18																		ʔ a zː	
244-18																		ʔ a r a b a n kʼ	
248-18																		m ʔ a r a r	
293-18																		ʔ a r a	
373-18																		g d a o	
408-18																		t u w ai̯ ə	
414-18																		t a tʃʼ ə b o o	
601-18																		ʔ a r ɨ b ai̯ o	
642-18																		m a g sː o	
60-18																		m a n o b o	
115-18																		s a n ə	
209-18																		s u n l a a kʼ	
242-18																		ʔ a n kʼ o s	
415-18																		m a o	
450-18																		ʔ a r a b i	
490-18																		ʔ a b o	
638-18																		ʔ ɨ n sː o	
645-18																		ʔ a	
75-18																		ʔ a m a o	
160-18																		ʔ a n ə b i	
208-18																		ʔ a n ə ə m o t	
214-18																		ʔ ɨ b ə	
218-18																		ʔ a n kʼ o	
378-18																		ʔ a n tʃʼ r o kʼ o	
379-18																		m a i d o n o	
497-18																		ʔ a b i	
646-18																		ʔ a d s o	
164-18																		ʔ ɨ tʃʼ a k o	
210-18																		m a m b o o	
215-18																		ʔ a n kʼ o l o	
256-18																		ʔ a b o	
285-18																		s a g o t	
332-18																		ʔ ɨ n kʼ o	
380-18																		ʔ a n ə b o	
412-18																		s ə d ə b	
496-18																		m ɨ n m s ɨ n b ɨ t	
64-18																		ʔ a b o b ə	
67-18																		m a g a t	
169-18																		m a a tʃʼ o z o ə	
251-18																		m a w e s	
294-18																		ʔ ɨ n b ɨ g i aː j	
461-18																		ʔ ʔ tʃ o	
547-18																		a a sː o	
597-18																		ʔ a n kʼ ə n o ə	
655-18																		ʔ ɨ m o sː	
7-18																		ʔ a zː b o	
158-18																		tʃʼ ɨ ʃ a ə s ə	
168-18																		ʔ a m o	
296-18																		a a n a b ə	
374-18																		ʔ ɨ g a o n ə b ə	
375-18																		ʃ ɨ e i	
385-18																		a a b o t	
411-18																		ʔ u g r a b	
541-18																		kʼ a tʃ e r	
17-18																		ʔ a sː o	
113-18																		b ɨ r a	
123-18																		m ɨ n o t f	
252-18																		b b tʃʼ b kʼ ə	
330-18																		b a r a b	
421-18																		ʔ o sː o	
491-18																		ʔ ə n dʒ ə	
653-18																		ʔ ɨ g o	
8-18																		ʔ ɨ g ɨ d o b z	
106-18																		m ɨ g a r t	
254-18																		d ə m i b ə	
290-18																		ʔ ɨ g ə s ə	
339-18																		ʔ a g o b f	
489-18																		ʔ m o m a o sː ə	
552-18																		m ɨ a b	
602-18																		m ɨ s dʒ	
2-18																		ʔ d ɨ r a s kʼ o	
3-18																		ʔ eː n ə m	
61-19																			b ə zː
63-19																			ʔ a d a u b
107-19																			g a r ə b u
112-19																			ʔ a tʼ ə b u
331-19																			n a b b r r u
377-19																			ʔ ʔ ə k u b u
381-19																			ʔ n aː mː t
417-19																			m a zː
451-19																			s ə d ɨ ʃ u t i
454-19																			ʔ a n tʼ a r lː
484-19																			s a b aː n a
535-19																			ʔ a ʃ aː r
543-19																			ʔ a j a ʃ t
593-19																			ʔ a r a u s
640-19																			m ʔ a r ə
1-19																			s ə d ə b ə
65-19																			ʔ a m aː
163-19																			s a d a u
212-19																			ʔ a zː
244-19																			ʔ a r dʒ r aː a kʼ
248-19																			m ʔ a r a u
293-19																			ʔ a r aː
373-19																			kʼ a ʃ u r
408-19																			ʔ ə m r a
414-19																			ʔ a d a t u b u
601-19																			ʔ a r u t aː a a
642-19																			n ə s fː u zː
60-19																			n ə tʼ ə kʼ ə
115-19																			s e zː a s
209-19																			ʔ a n r o t z
242-19																			ʔ a zː a a s u
415-19																			m a r u t
450-19																			ʔ a r a
490-19																			g ə b b ə
638-19																			g a l u
645-19																			ʔ a zː
75-19																			g u m b u u ə
160-19																			ʔ ə l ə b a
208-19																			ʔ a dʒ ɨ u b u lː
214-19																			ʔ a b ai̯
218-19																			ʔ u s z u b
378-19																			ʔ a zː tʼ u u u
379-19																			s a eː tʃː ə rː u
409-19																			ʔ ə s b ə b u
497-19																			g u j ə b
646-19																			ʔ ə tʃː u
164-19																			ʔ a d a u
210-19																			ʔ a mː ʔ u b u
215-19																			ʔ a n tʼ u g u
256-19																			ʔ u b u
285-19																			l a b u
380-19																			ʔ a zː ə b u
412-19																			s ə fː a rː
496-19																			ʔ a n ə s u n b u t
64-19																			ʔ ə ə j o
67-19																			a a j ai̯ b
169-19																			g a r b a z u b a
251-19																			ʔ a aː i l
294-19																			g mː ə ʃ u lː e
461-19																			ʔ aː tʃ u
547-19																			a a z u
597-19																			ʔ a zː dʒ aː d e b a
7-19																			ʔ a zː u a
158-19																			ʔ e fː a a n u
168-19																			g a mː u u
296-19																			a a s t a
375-19																			s ɨ fː tʃː
385-19																			a a b u
500-19																			g u ʔ u u
541-19																			kʼ a tʃ i r
6-19																			l l m b a l u
113-19																			ʔ ɨ r ə
123-19																			ʔ a r u u
330-19																			b a a h
491-19																			ʔ ə n dʒ ə
106-19																			m ɨ s a i
254-19																			ʔ ə r aː tʃː ə
339-19																			ʔ a d u b u
460-19																			m s u t
602-19																			m ɨ ʃ a
652-19																			ʔ a ʔ a ə t a tʃː u
2-19																			ʔ t ɨ r aː ʃ ɲ u
