ID	DOCULECT	TOKENS	ALIGNMENT	COGID
412	Pochutec	t u n e l	t u n e l - - - - - - - - - -	284
413	TetelcingoNahuatl	t u n a l iː	t u n a l iː - - - - - - - - -	284
414	ClassicalNahuatl	aː + w i l aː n	- - aː + w i l aː n -	286
415	TetelcingoNahuatl	m + ø + b iː l ø n a	m + ø + b iː l ø n a	286
416	MecayapanNahuat	aː + p a t aː n i	aː + p a - t aː n i	288
417	PajapanNahuat	aː h k i a	- - - aː h k i - a	288
418	ClassicalNahuatl	k w i tɬ a p i l + l i	k w i tɬ a p i l + l i -	289
419	JalupaNahuat	b w i r a p i l	b w i r a p i l - - - -	289
420	MecayapanNahuat	k w i t a p iː l	k w i t a p iː l - - - -	289
421	NorthPueblaNahuatl	k w i tɬ a p i l	k w i tɬ a p i l - - - -	289
422	PajapanNahuat	b i t a p i l	b - i t a p i l - - - -	289
423	Pipil	k w i tɬ a p i l	k w i tɬ a p i l - - - -	289
424	ProtoAztecan	k w i tɬ a + p ɨ l	k w i tɬ a - - - + p ɨ l	289
425	TetelcingoNahuatl	k w iː tɬ a p iː l	k w iː tɬ a p iː l - - - -	289
426	ClassicalNahuatl	i n + oː n	- i n - + oː n	290
427	JalupaNahuat	h uː n i	h uː n i - - -	290
428	NorthPueblaNahuatl	i n + o n	- i n - + o n	290
429	PajapanNahuat	h oː n	h oː n - - - -	290
430	Pipil	u n i	- u n i - - -	290
431	ProtoAztecan	oː n	- oː n - - - -	290
432	TetelcingoNahuatl	iː n + u	- iː n - + u -	290
433	ClassicalNahuatl	i n + iː n	- i n - + iː n	293
434	JalupaNahuat	h iː n i	h iː n i - - -	293
435	MecayapanNahuat	i n + iː n	- i n - + iː n	293
436	NorthPueblaNahuatl	i n + i n	- i n - + i n	293
437	PajapanNahuat	h iː n	h iː n - - - -	293
438	Pipil	i n i	- i n i - - -	293
439	Pochutec	i n a	- i n a - - -	293
440	ProtoAztecan	i n	- i n - - - -	293
441	TetelcingoNahuatl	i n + i	- i n - + i -	293
442	ClassicalNahuatl	t e ʔ w aː + tɬ	t e ʔ w aː + tɬ	294
443	JalupaNahuat	t e h e	t e h - e - -	294
444	MecayapanNahuat	t e h	t e h - - - -	294
445	NorthPueblaNahuatl	t e h w a	t e h w a - -	294
446	PajapanNahuat	t e h a	t e h - a - -	294
447	Pipil	t a	t a - - - - -	294
448	ProtoAztecan	t ə h a	t ə h - a - -	294
449	TetelcingoNahuatl	t a h a	t a h - a - -	294
450	ClassicalNahuatl	n e n e + p i l + l i	n e n e - - - + p i l + l i	296
451	JalupaNahuat	n eː n e p i l	n eː n e p i l - - - - - - -	296
452	NorthPueblaNahuatl	n e n e p i l	n e n e p i l - - - - - - -	296
453	PajapanNahuat	n e n e p i l	n e n e p i l - - - - - - -	296
454	Pipil	n e n e p i l	n e n e p i l - - - - - - -	296
455	Pochutec	n e n e p i l	n e n e p i l - - - - - - -	296
456	ProtoAztecan	n ɨ n ɨ + p ɨ l	n ɨ n ɨ - - - + p ɨ l - - -	296
457	TetelcingoNahuatl	n e n e p iː l	n e n e p iː l - - - - - - -	296
458	ClassicalNahuatl	tɬ a n + tɬ i	tɬ a n + tɬ i -	313
459	JalupaNahuat	t aː n	t aː n - - - -	313
460	MecayapanNahuat	t a n + t i	t a n + t i -	313
461	NorthPueblaNahuatl	tɬ a n	tɬ a n - - - -	313
462	PajapanNahuat	t a n	t a n - - - -	313
463	Pipil	t a n	t a n - - - -	313
464	ProtoAztecan	tɬ a n	tɬ a n - - - -	313
465	TetelcingoNahuatl	tɬ a n + k o tʃ	tɬ a n + k o tʃ	313
466	ClassicalNahuatl	k w a w + tɬ	k w a w - + - - - tɬ	314
467	JalupaNahuat	k o i + t	k - o - i + - - - t	314
468	MecayapanNahuat	k w a w i + ʔ	k w a w i + - - - ʔ	314
469	NorthPueblaNahuatl	k o w i + tɬ	k - o w i + - - - tɬ	314
470	PajapanNahuat	b a w i + t	b - a w i + - - - t	314
471	Pipil	k w a w i + t	k w a w i + - - - t	314
472	Pochutec	k w a g u + t	k w a g u + - - - t	314
473	ProtoAztecan	k w a + w ɨ + tɬ	k w a - - + w ɨ + tɬ	314
474	TetelcingoNahuatl	k w a b iː + tɬ	k w a b iː + - - - tɬ	314
475	ClassicalNahuatl	oː m e	oː m e -	315
476	JalupaNahuat	uː m e	uː m e -	315
477	MecayapanNahuat	oː m e	oː m e -	315
478	NorthPueblaNahuatl	o m e	o m e -	315
479	PajapanNahuat	oː m e	oː m e -	315
480	Pipil	uː m e	uː m e -	315
481	Pochutec	o m e m	o m e m	315
482	ProtoAztecan	oː m ə	oː m ə -	315
483	TetelcingoNahuatl	u m e	u m e -	315
484	ClassicalNahuatl	n e ʔ + n e m i	n e ʔ + n e m i	316
485	JalupaNahuat	n e h + n e m i	n e h + n e m i	316
486	MecayapanNahuat	n e h + n e m i	n e h + n e m i	316
487	NorthPueblaNahuatl	n e h + n e m i	n e h + n e m i	316
488	PajapanNahuat	n e h + n e m i	n e h + n e m i	316
489	Pipil	n e h + n e m i	n e h + n e m i	316
490	ProtoAztecan	n ɨ h + n ɨ m i	n ɨ h + n ɨ m i	316
491	TetelcingoNahuatl	n e h + n e m iː	n e h + n e m iː	316
492	ClassicalNahuatl	t o + t oː n + k i	t o + t oː - - n - - - + k i	318
493	JalupaNahuat	t r uː n i k	- - - t - r uː n i k - - - -	318
494	MecayapanNahuat	t o t oː n i ʔ	- - - t o t oː n i ʔ - - - -	318
495	NorthPueblaNahuatl	t o t o n k i	- - - t o t o n - k i - - -	318
496	PajapanNahuat	t o t oː n i k	- - - t o t oː n i k - - - -	318
497	Pipil	t u t uː n i k	- - - t u t uː n i k - - - -	318
498	ProtoAztecan	t o + t oː n ɨ + k	t o + t oː - - n - - ɨ + k -	318
499	TetelcingoNahuatl	t o t u n + k iː	- - - t o t u n - - - + k iː	318
500	ClassicalNahuatl	aː + tɬ	- - - aː - + tɬ -	320
501	MecayapanNahuat	aː ʔ + t i	- - - aː ʔ + t i	320
502	NorthPueblaNahuatl	a + tɬ	- - - a - + tɬ -	320
503	PajapanNahuat	aː + t	- - - aː - + t -	320
504	Pipil	aː + t	- - - aː - + t -	320
505	Pochutec	a + t	- - - a - + t -	320
506	ProtoAztecan	aː + tɬ	- - - aː - + tɬ -	320
507	TetelcingoNahuatl	ø + ts i n + tɬ i	ø + ts i n + tɬ i	320
508	ClassicalNahuatl	t e ʔ w aː n	t e ʔ - w aː n - - - - -	322
509	JalupaNahuat	t o h o m e n	t o h o m e n - - - - -	322
510	MecayapanNahuat	t e h a m e h	t e h a m e h - - - - -	322
511	NorthPueblaNahuatl	t e h w a n	t e h - w a n - - - - -	322
512	PajapanNahuat	t e h a m e h	t e h a m e h - - - - -	322
513	Pipil	t e h e m e t	t e h e m e t - - - - -	322
514	Pochutec	t w e n	t - - - w e n - - - - -	322
515	ProtoAztecan	t ə h a + m ɨ + t	t ə h - - a - + m ɨ + t	322
516	TetelcingoNahuatl	t e h w a	t e h - w a - - - - - -	322
517	ClassicalNahuatl	tɬ e	tɬ e - - - -	323
518	JalupaNahuat	t a i	t a - - - i	323
519	MecayapanNahuat	t eː	t eː - - - -	323
520	NorthPueblaNahuatl	tɬ e n	tɬ e n - - -	323
521	PajapanNahuat	t eː	t eː - - - -	323
522	Pipil	t aː	t aː - - - -	323
523	Pochutec	t e	t e - - - -	323
524	ProtoAztecan	tɬ a	tɬ a - - - -	323
525	TetelcingoNahuatl	tɬ i n iː n u	tɬ i n iː n u	323
526	ClassicalNahuatl	i s t aː k	- i s t - - aː k - - -	324
527	JalupaNahuat	i s t aː k	- i s t - - aː k - - -	324
528	MecayapanNahuat	i s t aː ʔ	- i s t - - aː ʔ - - -	324
529	NorthPueblaNahuatl	i s t a k	- i s t - - a k - - -	324
530	PajapanNahuat	i s t aː k	- i s t - - aː k - - -	324
531	Pipil	i s t a k	- i s t - - a k - - -	324
532	ProtoAztecan	i s t aː + k ɨ	- i s t - - aː - + k ɨ	324
533	TetelcingoNahuatl	tʃ i pː p ø w a k	tʃ i pː p ø w a k - - -	324
534	ClassicalNahuatl	aː k	aː k - - -	326
535	JalupaNahuat	a i k	a - i k -	326
536	MecayapanNahuat	aː ʔ	aː ʔ - - -	326
537	NorthPueblaNahuatl	a k i n	a k i n -	326
538	PajapanNahuat	aː k	aː k - - -	326
539	Pochutec	a k	a k - - -	326
540	ProtoAztecan	aː k	aː k - - -	326
541	TetelcingoNahuatl	ø k iː n u	ø k iː n u	326
542	ClassicalNahuatl	s i w aː + tɬ	s i w aː + tɬ	328
543	JalupaNahuat	s u w a + t	s u w a + t	328
544	MecayapanNahuat	s i w aː + ʔ	s i w aː + ʔ	328
545	NorthPueblaNahuatl	s i w a + tɬ	s i w a + tɬ	328
546	PajapanNahuat	s o aː + t	s o - aː + t	328
547	Pipil	s i w aː + t	s i w aː + t	328
548	ProtoAztecan	s i	s i - - - -	328
549	TetelcingoNahuatl	s o w a + tɬ	s o w a + tɬ	328
550	ClassicalNahuatl	k o s + t i k	k o s - - - + t i k - -	330
551	MecayapanNahuat	k o s t i ʔ	k o s t i ʔ - - - - - -	330
552	NorthPueblaNahuatl	k o s t i k	k o s t i k - - - - - -	330
553	PajapanNahuat	g o s t i k	g o s t i k - - - - - -	330
554	ProtoAztecan	k o s + t ɨ + k	k o s - - - + t ɨ - + k	330
555	TetelcingoNahuatl	k o s t iː k	k o s t iː k - - - - - -	330
