ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	LATITUDE	LONGITUDE	LANGUAGE_SUBGROUP	PARTIAL_COGNACY	COGIDS
1496	95_cold	cold	ChuDongGua	Chu Dong Gua	kat	kat	k a t		24.330889	98.393125	Palaung	269	269
1497	95_cold	cold	XiangZhaiTang	Xiang Zhai Tang	ɡat	ɡat	g a t	ruma1248	24.323819	98.556639	Palaung	269	269
1498	95_cold	cold	PongNuea	Pong Nuea	ɡat	ɡat	g a t		20.321525	99.866817	Palaung	269	269
1499	95_cold	cold	NyaungGone	Nyaung Gone	ɡăt	ɡăt	g ă t		20.635025	96.545772	Palaung	269	269
1500	95_cold	cold	NoeLae	Noe Lae	ɡăt	ɡăt	g ă t		19.941803	99.044742	Palaung	269	269
1501	95_cold	cold	BanPaw	Ban Paw	ɡăt	ɡăt	g ă t		21.311225	99.557550	Palaung	269	269
1502	95_cold	cold	ChaYeQing	Cha Ye Qing	kok	kok	k o k		24.305717	98.463661	Palaung	269	269
1503	95_cold	cold	GuangKa	Guang Ka	kɔːɁ	kɔːɁ	k ɔː ʔ	ruma1248	24.065714	97.796281	Palaung	269	269
1504	95_cold	cold	MangBang	Mang Bang	kɔːɁ	kɔːɁ	k ɔː ʔ	ruma1248	24.416392	98.399078	Palaung	269	269
1505	95_cold	cold	NanSang	Nan Sang	kɔːɁ	kɔːɁ	k ɔː ʔ	ruma1248	24.019728	97.819736	Palaung	269	269
1156	74_cut	cut	NamHsan	Namhsan	ɡәp	ɡәp	g ə p		22.965064	97.163239	Palaung	287	287
1157	74_cut	cut	KhunHawt	Khun Hawt	ɡәp	ɡәp	g ə p		22.965064	97.163239	Palaung	287	287
1158	74_cut	cut	HtanHsan	Htan Hsan	ɡәp	ɡәp	g ə p		22.675133	97.289942	Palaung	287	287
1159	74_cut	cut	PangKham	Pangkham	kap	kap	k a p		22.672097	97.161167	Palaung	287	287
1160	74_cut	cut	ManLoi	Man Loi	kap	kap	k a p		22.636019	97.139264	Palaung	287	287
1161	74_cut	cut	MengDan	Meng Dan	kiap	kiap	k i/j a p	khan1274	24.296522	98.379886	Palaung	287	287
1162	74_cut	cut	ChuDongGua	Chu Dong Gua	kap	kap	k a p		24.330889	98.393125	Palaung	287	287
1163	74_cut	cut	XiangZhaiTang	Xiang Zhai Tang	kəp	kəp	k ə p	ruma1248	24.323819	98.556639	Palaung	287	287
1164	74_cut	cut	PongNuea	Pong Nuea	kəp	kəp	k ə p		20.321525	99.866817	Palaung	287	287
1165	74_cut	cut	NyaungGone	Nyaung Gone	kăp	kăp	k ă p		20.635025	96.545772	Palaung	287	287
1166	74_cut	cut	NoeLae	Noe Lae	kə̆p	kə̆p	k ə̆ p		19.941803	99.044742	Palaung	287	287
1167	74_cut	cut	BanPaw	Ban Paw	kakə̆p	kakə̆p	k a + k ə̆ p		21.311225	99.557550	Palaung	175 287	175 287
1168	74_cut	cut	ChaYeQing	Cha Ye Qing	kep	kep	k e p		24.305717	98.463661	Palaung	287	287
1169	74_cut	cut	GuangKa	Guang Ka	kjap	kjap	k j a p	ruma1248	24.065714	97.796281	Palaung	287	287
1170	74_cut	cut	MangBang	Mang Bang	kiap	kiap	k i/j a p	ruma1248	24.416392	98.399078	Palaung	287	287
1171	74_cut	cut	NanSang	Nan Sang	kiap	kiap	k i/j a p	ruma1248	24.019728	97.819736	Palaung	287	287
1061	68_die	die	NamHsan	Namhsan	jam	jam	j a m		22.965064	97.163239	Palaung	304	304
1062	68_die	die	KhunHawt	Khun Hawt	jam	jam	j a m		22.965064	97.163239	Palaung	304	304
1063	68_die	die	HtanHsan	Htan Hsan	jam	jam	j a m		22.675133	97.289942	Palaung	304	304
1064	68_die	die	PangKham	Pangkham	jam	jam	j a m		22.672097	97.161167	Palaung	304	304
1065	68_die	die	ManLoi	Man Loi	jaːm	jaːm	j aː m		22.636019	97.139264	Palaung	304	304
1066	68_die	die	MengDan	Meng Dan	ʥam	ʥam	dʑ a m	khan1274	24.296522	98.379886	Palaung	304	304
1067	68_die	die	ChuDongGua	Chu Dong Gua	jam	jam	j a m		24.330889	98.393125	Palaung	304	304
1068	68_die	die	XiangZhaiTang	Xiang Zhai Tang	jam	jam	j a m	ruma1248	24.323819	98.556639	Palaung	304	304
1069	68_die	die	PongNuea	Pong Nuea	jam	jam	j a m		20.321525	99.866817	Palaung	304	304
1070	68_die	die	NyaungGone	Nyaung Gone	jăm	jăm	j ă m		20.635025	96.545772	Palaung	304	304
1071	68_die	die	NoeLae	Noe Lae	jăm	jăm	j ă m		19.941803	99.044742	Palaung	304	304
1072	68_die	die	BanPaw	Ban Paw	jăm	jăm	j ă m		21.311225	99.557550	Palaung	304	304
1073	68_die	die	ChaYeQing	Cha Ye Qing	ʥɔːm	ʥɔːm	dʑ ɔː m		24.305717	98.463661	Palaung	304	304
1074	68_die	die	GuangKa	Guang Ka	ʥɔːm	ʥɔːm	dʑ ɔː m	ruma1248	24.065714	97.796281	Palaung	304	304
1075	68_die	die	MangBang	Mang Bang	jɔm	jɔm	j ɔ m	ruma1248	24.416392	98.399078	Palaung	304	304
1076	68_die	die	NanSang	Nan Sang	jɔm	jɔm	j ɔ m	ruma1248	24.019728	97.819736	Palaung	304	304
1172	75_dig	dig	NamHsan	Namhsan	kәhɓɨŋ	kәhɓɨŋ	k ə h + ɓ ɨ ŋ		22.965064	97.163239	Palaung	321 322	321 322
1173	75_dig	dig	KhunHawt	Khun Hawt	kәːŋ	kәːŋ	k əː ŋ		22.965064	97.163239	Palaung	321	321
1174	75_dig	dig	HtanHsan	Htan Hsan	kәːŋ	kәːŋ	k əː ŋ		22.675133	97.289942	Palaung	321	321
1175	75_dig	dig	PangKham	Pangkham	ɡəh	ɡəh	g ə h		22.672097	97.161167	Palaung	321	321
1176	75_dig	dig	ManLoi	Man Loi	ɡəh	ɡəh	g ə h		22.636019	97.139264	Palaung	321	321
1177	75_dig	dig	MengDan	Meng Dan	loʔ	loʔ	l o ʔ	khan1274	24.296522	98.379886	Palaung	321	321
1178	75_dig	dig	ChuDongGua	Chu Dong Gua	loʔ	loʔ	l o ʔ		24.330889	98.393125	Palaung	321	321
1179	75_dig	dig	XiangZhaiTang	Xiang Zhai Tang	ɡəx	ɡəx	g ə x	ruma1248	24.323819	98.556639	Palaung	321	321
1180	75_dig	dig	PongNuea	Pong Nuea	ɡəh	ɡəh	g ə h		20.321525	99.866817	Palaung	321	321
1181	75_dig	dig	NyaungGone	Nyaung Gone	ɡə̆h	ɡə̆h	g ə̆ h		20.635025	96.545772	Palaung	321	321
1182	75_dig	dig	NoeLae	Noe Lae	ɡə̆h	ɡə̆h	g ə̆ h		19.941803	99.044742	Palaung	321	321
1183	75_dig	dig	BanPaw	Ban Paw	ɡə̆h	ɡə̆h	g ə̆ h		21.311225	99.557550	Palaung	321	321
1184	75_dig	dig	ChaYeQing	Cha Ye Qing	khut	khut	kʰ u t		24.305717	98.463661	Palaung	321	321
1185	75_dig	dig	GuangKa	Guang Ka	lok	lok	l o k	ruma1248	24.065714	97.796281	Palaung	321	321
1186	75_dig	dig	MangBang	Mang Bang	lok	lok	l o k	ruma1248	24.416392	98.399078	Palaung	321	321
1187	75_dig	dig	NanSang	Nan Sang	kəh	kəh	k ə h	ruma1248	24.019728	97.819736	Palaung	321	321
305	20_dog	dog	NamHsan	Namhsan	ɁaɁoɁ	ɁaɁoɁ	ʔ a + ʔ o ʔ		22.965064	97.163239	Palaung	340 341	340 341
306	20_dog	dog	KhunHawt	Khun Hawt	ɁaɁoɁ	ɁaɁoɁ	ʔ a + ʔ o ʔ		22.965064	97.163239	Palaung	340 341	340 341
307	20_dog	dog	HtanHsan	Htan Hsan	ɁaɁoɁ	ɁaɁoɁ	ʔ a + ʔ o ʔ		22.675133	97.289942	Palaung	340 341	340 341
308	20_dog	dog	PangKham	Pangkham	ɁaɁoɁ	ɁaɁoɁ	ʔ a + ʔ o ʔ		22.672097	97.161167	Palaung	340 341	340 341
309	20_dog	dog	ManLoi	Man Loi	ɁaɁoɁ	ɁaɁoɁ	ʔ a + ʔ o ʔ		22.636019	97.139264	Palaung	340 341	340 341
310	20_dog	dog	MengDan	Meng Dan	ʔaʔuʔ	ʔaʔuʔ	ʔ a + ʔ u ʔ	khan1274	24.296522	98.379886	Palaung	340 341	340 341
311	20_dog	dog	ChuDongGua	Chu Dong Gua	ʔaʔoʔ	ʔaʔoʔ	ʔ a + ʔ o ʔ		24.330889	98.393125	Palaung	340 341	340 341
312	20_dog	dog	XiangZhaiTang	Xiang Zhai Tang	sow	sow	s ou̯	ruma1248	24.323819	98.556639	Palaung	340	340
313	20_dog	dog	PongNuea	Pong Nuea	masow	masow	m a + s ou̯		20.321525	99.866817	Palaung	339 340	339 340
314	20_dog	dog	NyaungGone	Nyaung Gone	maso	maso	m a + s o		20.635025	96.545772	Palaung	339 340	339 340
315	20_dog	dog	NoeLae	Noe Lae	maso	maso	m a + s o		19.941803	99.044742	Palaung	339 340	339 340
316	20_dog	dog	BanPaw	Ban Paw	maso	maso	m a + s o		21.311225	99.557550	Palaung	1110 340	1110 340
317	20_dog	dog	ChaYeQing	Cha Ye Qing	maʔoʔ	maʔoʔ	m a + ʔ o ʔ		24.305717	98.463661	Palaung	339 341	339 341
318	20_dog	dog	GuangKa	Guang Ka	saw	saw	s au̯	ruma1248	24.065714	97.796281	Palaung	340	340
319	20_dog	dog	MangBang	Mang Bang	saw	saw	s au̯	ruma1248	24.416392	98.399078	Palaung	340	340
320	20_dog	dog	NanSang	Nan Sang	sow	sow	s ou̯	ruma1248	24.019728	97.819736	Palaung	340	340
934	60_drink	drink	NamHsan	Namhsan	ɗiaŋ	ɗiaŋ	ɗ i/j a ŋ		22.965064	97.163239	Palaung	368	368
935	60_drink	drink	KhunHawt	Khun Hawt	tiaŋ	tiaŋ	t i/j a ŋ		22.965064	97.163239	Palaung	368	368
936	60_drink	drink	HtanHsan	Htan Hsan	ɗiaŋ	ɗiaŋ	ɗ i/j a ŋ		22.675133	97.289942	Palaung	368	368
937	60_drink	drink	PangKham	Pangkham	ɗiaŋ	ɗiaŋ	ɗ i/j a ŋ		22.672097	97.161167	Palaung	368	368
938	60_drink	drink	ManLoi	Man Loi	ɗiaŋ	ɗiaŋ	ɗ i/j a ŋ		22.636019	97.139264	Palaung	368	368
939	60_drink	drink	MengDan	Meng Dan	diaŋ	diaŋ	d i/j a ŋ	khan1274	24.296522	98.379886	Palaung	368	368
940	60_drink	drink	ChuDongGua	Chu Dong Gua	diaŋ	diaŋ	d i/j a ŋ		24.330889	98.393125	Palaung	368	368
941	60_drink	drink	XiangZhaiTang	Xiang Zhai Tang	diaŋ	diaŋ	d i/j a ŋ	ruma1248	24.323819	98.556639	Palaung	368	368
942	60_drink	drink	PongNuea	Pong Nuea	diaŋ	diaŋ	d i/j a ŋ		20.321525	99.866817	Palaung	368	368
943	60_drink	drink	NyaungGone	Nyaung Gone	diak	diak	d i/j a k		20.635025	96.545772	Palaung	368	368
944	60_drink	drink	NoeLae	Noe Lae	diaŋ	diaŋ	d i/j a ŋ		19.941803	99.044742	Palaung	368	368
945	60_drink	drink	BanPaw	Ban Paw	diaŋ	diaŋ	d i/j a ŋ		21.311225	99.557550	Palaung	368	368
946	60_drink	drink	ChaYeQing	Cha Ye Qing	ʨoŋ	ʨoŋ	tɕ o ŋ		24.305717	98.463661	Palaung	368	368
947	60_drink	drink	GuangKa	Guang Ka	ʨoŋ	ʨoŋ	tɕ o ŋ	ruma1248	24.065714	97.796281	Palaung	368	368
948	60_drink	drink	MangBang	Mang Bang	ʨoŋ	ʨoŋ	tɕ o ŋ	ruma1248	24.416392	98.399078	Palaung	368	368
949	60_drink	drink	NanSang	Nan Sang	ʨoŋ	ʨoŋ	tɕ o ŋ	ruma1248	24.019728	97.819736	Palaung	368	368
529	34_ear	ear	NamHsan	Namhsan	lajʨhɔːɁ	lajʨhɔːɁ	l a j + tɕʰ ɔː ʔ		22.965064	97.163239	Palaung	387 386	387 386
530	34_ear	ear	KhunHawt	Khun Hawt	ralaŋ	ralaŋ	r a + l a ŋ		22.965064	97.163239	Palaung	387 389	387 389
531	34_ear	ear	HtanHsan	Htan Hsan	lalaŋ	lalaŋ	l a + l a ŋ		22.675133	97.289942	Palaung	387 388	387 388
532	34_ear	ear	PangKham	Pangkham	j̊ok	j̊ok	j̊ o k		22.672097	97.161167	Palaung	386	386
533	34_ear	ear	ManLoi	Man Loi	lɛːj̊ok	lɛːj̊ok	l ɛː + j̊ o k		22.636019	97.139264	Palaung	387 386	387 386
534	34_ear	ear	MengDan	Meng Dan	j̊ok	j̊ok	j̊ o k	khan1274	24.296522	98.379886	Palaung	386	386
535	34_ear	ear	ChuDongGua	Chu Dong Gua	j̊o?	j̊o?	j̊ o ʔ		24.330889	98.393125	Palaung	386	386
536	34_ear	ear	XiangZhaiTang	Xiang Zhai Tang	j̊auɁ	j̊auɁ	j̊ au̯ ʔ	ruma1248	24.323819	98.556639	Palaung	386	386
537	34_ear	ear	PongNuea	Pong Nuea	jaj̊auɁ	jaj̊auɁ	j a j̊ au̯ ʔ		20.321525	99.866817	Palaung	386	386
538	34_ear	ear	NyaungGone	Nyaung Gone	j̊ouʔ	j̊ouʔ	j̊ ou̯ ʔ		20.635025	96.545772	Palaung	386	386
539	34_ear	ear	NoeLae	Noe Lae	Ɂaj̊ouʔ	Ɂaj̊ouʔ	ʔ a + j̊ ou̯ ʔ		19.941803	99.044742	Palaung	385 386	385 386
540	34_ear	ear	BanPaw	Ban Paw	Ɂaj̊ouɁ	Ɂaj̊ouɁ	ʔ a + j̊ ou̯ ʔ		21.311225	99.557550	Palaung	2042 386	2042 386
541	34_ear	ear	ChaYeQing	Cha Ye Qing	ʨhok	ʨhok	tɕʰ o k		24.305717	98.463661	Palaung	386	386
542	34_ear	ear	GuangKa	Guang Ka	ʨhok	ʨhok	tɕʰ o k	ruma1248	24.065714	97.796281	Palaung	386	386
543	34_ear	ear	MangBang	Mang Bang	laʨhok	laʨhok	l a + tɕʰ o k	ruma1248	24.416392	98.399078	Palaung	387 386	387 386
544	34_ear	ear	NanSang	Nan Sang	ʨhok	ʨhok	tɕʰ o k	ruma1248	24.019728	97.819736	Palaung	386	386
145	10_earthsoil	earth, soil	NamHsan	Namhsan	kәɗɛː	kәɗɛː	k ə + ɗ ɛː		22.965064	97.163239	Palaung	409 410	409 410
146	10_earthsoil	earth, soil	KhunHawt	Khun Hawt	kәndɛj	kәndɛj	k ə n + d ɛi̯		22.965064	97.163239	Palaung	409 410	409 410
147	10_earthsoil	earth, soil	HtanHsan	Htan Hsan	kaɗej	kaɗej	k a + ɗ ei̯		22.675133	97.289942	Palaung	175 410	175 410
148	10_earthsoil	earth, soil	PangKham	Pangkham	kaɗaːj	kaɗaːj	k a + ɗ aːi̯		22.672097	97.161167	Palaung	175 410	175 410
149	10_earthsoil	earth, soil	ManLoi	Man Loi	kaɗaːj	kaɗaːj	k a + ɗ aːi̯		22.636019	97.139264	Palaung	175 410	175 410
150	10_earthsoil	earth, soil	MengDan	Meng Dan	kədaj	kədaj	k ə + d ai̯	khan1274	24.296522	98.379886	Palaung	175 410	175 410
151	10_earthsoil	earth, soil	ChuDongGua	Chu Dong Gua	kaɗaːj	kaɗaːj	k a + ɗ aːi̯		24.330889	98.393125	Palaung	175 410	175 410
152	10_earthsoil	earth, soil	XiangZhaiTang	Xiang Zhai Tang	kadɛːj	kadɛːj	k a + d ɛːi̯	ruma1248	24.323819	98.556639	Palaung	175 410	175 410
153	10_earthsoil	earth, soil	PongNuea	Pong Nuea	kadaːj	kadaːj	k a + d aːi̯		20.321525	99.866817	Palaung	175 410	175 410
154	10_earthsoil	earth, soil	NyaungGone	Nyaung Gone	kadaj	kadaj	k a + d ai̯		20.635025	96.545772	Palaung	175 410	175 410
155	10_earthsoil	earth, soil	NoeLae	Noe Lae	kadaj	kadaj	k a + d ai̯		19.941803	99.044742	Palaung	175 410	175 410
156	10_earthsoil	earth, soil	BanPaw	Ban Paw	kadaj	kadaj	k a + d ai̯		21.311225	99.557550	Palaung	175 410	175 410
157	10_earthsoil	earth, soil	ChaYeQing	Cha Ye Qing	kadaːj	kadaːj	k a + d aːi̯		24.305717	98.463661	Palaung	175 410	175 410
158	10_earthsoil	earth, soil	GuangKa	Guang Ka	kataːj	kataːj	k a + t aːi̯	ruma1248	24.065714	97.796281	Palaung	175 410	175 410
159	10_earthsoil	earth, soil	MangBang	Mang Bang	kataːj	kataːj	k a + t aːi̯	ruma1248	24.416392	98.399078	Palaung	175 410	175 410
160	10_earthsoil	earth, soil	NanSang	Nan Sang	kataːj	kataːj	k a + t aːi̯	ruma1248	24.019728	97.819736	Palaung	175 410	175 410
918	59_eat	eat	NamHsan	Namhsan	hɔːm	hɔːm	h ɔː m		22.965064	97.163239	Palaung	442	442
919	59_eat	eat	KhunHawt	Khun Hawt	hɔːm	hɔːm	h ɔː m		22.965064	97.163239	Palaung	442	442
920	59_eat	eat	HtanHsan	Htan Hsan	hɔm	hɔm	h ɔ m		22.675133	97.289942	Palaung	442	442
921	59_eat	eat	PangKham	Pangkham	hɔːm	hɔːm	h ɔː m		22.672097	97.161167	Palaung	442	442
922	59_eat	eat	ManLoi	Man Loi	hɔːm	hɔːm	h ɔː m		22.636019	97.139264	Palaung	442	442
923	59_eat	eat	MengDan	Meng Dan	hɔːm	hɔːm	h ɔː m	khan1274	24.296522	98.379886	Palaung	442	442
924	59_eat	eat	ChuDongGua	Chu Dong Gua	hoːm	hoːm	h oː m		24.330889	98.393125	Palaung	442	442
925	59_eat	eat	XiangZhaiTang	Xiang Zhai Tang	hoːm	hoːm	h oː m	ruma1248	24.323819	98.556639	Palaung	442	442
926	59_eat	eat	PongNuea	Pong Nuea	hoːm	hoːm	h oː m		20.321525	99.866817	Palaung	442	442
927	59_eat	eat	NyaungGone	Nyaung Gone	hom	hom	h o m		20.635025	96.545772	Palaung	442	442
928	59_eat	eat	NoeLae	Noe Lae	hom	hom	h o m		19.941803	99.044742	Palaung	442	442
929	59_eat	eat	BanPaw	Ban Paw	hom	hom	h o m		21.311225	99.557550	Palaung	442	442
930	59_eat	eat	ChaYeQing	Cha Ye Qing	hoːm	hoːm	h oː m		24.305717	98.463661	Palaung	442	442
931	59_eat	eat	GuangKa	Guang Ka	hoːm	hoːm	h oː m	ruma1248	24.065714	97.796281	Palaung	442	442
932	59_eat	eat	MangBang	Mang Bang	hom	hom	h o m	ruma1248	24.416392	98.399078	Palaung	442	442
933	59_eat	eat	NanSang	Nan Sang	hoːm	hoːm	h oː m	ruma1248	24.019728	97.819736	Palaung	442	442
401	26_egg	egg	NamHsan	Namhsan	kadam ɓeɁ	kadam ɓeɁ	k a + d a m + ɓ e ʔ		22.965064	97.163239	Palaung	175 462 459	175 462 459
402	26_egg	egg	KhunHawt	Khun Hawt	kaɗam	kaɗam	k a + ɗ a m		22.965064	97.163239	Palaung	175 462	175 462
403	26_egg	egg	HtanHsan	Htan Hsan	kaɗam	kaɗam	k a + ɗ a m		22.675133	97.289942	Palaung	175 462	175 462
404	26_egg	egg	PangKham	Pangkham	ɡlaw	ɡlaw	g l au̯		22.672097	97.161167	Palaung	461	461
405	26_egg	egg	ManLoi	Man Loi	klaw khaj	klaw khaj	k l au̯ + kʰ ai̯		22.636019	97.139264	Palaung	463 461	463 461
406	26_egg	egg	MengDan	Meng Dan	ɡlɛːw	ɡlɛːw	g l ɛːu̯	khan1274	24.296522	98.379886	Palaung	461	461
407	26_egg	egg	ChuDongGua	Chu Dong Gua	ɡraːw ʔiar	ɡraːw ʔiar	g r aːu̯ + ʔ i/j a r		24.330889	98.393125	Palaung	461 460	461 460
408	26_egg	egg	XiangZhaiTang	Xiang Zhai Tang	pəːn	pəːn	p əː n	ruma1248	24.323819	98.556639	Palaung	459	459
409	26_egg	egg	PongNuea	Pong Nuea	pəan	pəan	p əa n		20.321525	99.866817	Palaung	459	459
410	26_egg	egg	NyaungGone	Nyaung Gone	pən ʔian	pən ʔian	p ə n + ʔ i/j a n		20.635025	96.545772	Palaung	459 460	459 460
411	26_egg	egg	NoeLae	Noe Lae	pən Ɂian	pən Ɂian	p ə n + ʔ i/j a n		19.941803	99.044742	Palaung	459 460	459 460
412	26_egg	egg	BanPaw	Ban Paw	pən Ɂian	pən Ɂian	p ə n + ʔ i/j a n		21.311225	99.557550	Palaung	459 460	459 460
413	26_egg	egg	ChaYeQing	Cha Ye Qing	bəːn	bəːn	b əː n		24.305717	98.463661	Palaung	459	459
414	26_egg	egg	GuangKa	Guang Ka	bəːn	bəːn	b əː n	ruma1248	24.065714	97.796281	Palaung	459	459
415	26_egg	egg	MangBang	Mang Bang	bəːn	bəːn	b əː n	ruma1248	24.416392	98.399078	Palaung	459	459
416	26_egg	egg	NanSang	Nan Sang	bəːn	bəːn	b əː n	ruma1248	24.019728	97.819736	Palaung	459	459
497	32_eye	eye	NamHsan	Namhsan	ŋaːj	ŋaːj	ŋ aːi̯		22.965064	97.163239	Palaung	485	485
498	32_eye	eye	KhunHawt	Khun Hawt	ŋaːj	ŋaːj	ŋ aːi̯		22.965064	97.163239	Palaung	418	418
499	32_eye	eye	HtanHsan	Htan Hsan	ŋaːj	ŋaːj	ŋ aːi̯		22.675133	97.289942	Palaung	485	485
500	32_eye	eye	PangKham	Pangkham	bleː ŋaːj	bleː ŋaːj	b l eː + ŋ aːi̯		22.672097	97.161167	Palaung	486 485	486 485
501	32_eye	eye	ManLoi	Man Loi	bleː ŋaːj	bleː ŋaːj	b l eː + ŋ aːi̯		22.636019	97.139264	Palaung	486 485	486 485
502	32_eye	eye	MengDan	Meng Dan	ŋaːj	ŋaːj	ŋ aːi̯	khan1274	24.296522	98.379886	Palaung	485	485
503	32_eye	eye	ChuDongGua	Chu Dong Gua	ŋaːj	ŋaːj	ŋ aːi̯		24.330889	98.393125	Palaung	485	485
504	32_eye	eye	XiangZhaiTang	Xiang Zhai Tang	ŋaːj	ŋaːj	ŋ aːi̯	ruma1248	24.323819	98.556639	Palaung	485	485
505	32_eye	eye	PongNuea	Pong Nuea	ŋaːj	ŋaːj	ŋ aːi̯		20.321525	99.866817	Palaung	485	485
506	32_eye	eye	NyaungGone	Nyaung Gone	ŋaj	ŋaj	ŋ ai̯		20.635025	96.545772	Palaung	485	485
507	32_eye	eye	NoeLae	Noe Lae	ŋaj	ŋaj	ŋ ai̯		19.941803	99.044742	Palaung	485	485
508	32_eye	eye	BanPaw	Ban Paw	ŋaj	ŋaj	ŋ ai̯		21.311225	99.557550	Palaung	485	485
509	32_eye	eye	ChaYeQing	Cha Ye Qing	ŋaːj	ŋaːj	ŋ aːi̯		24.305717	98.463661	Palaung	485	485
510	32_eye	eye	GuangKa	Guang Ka	ŋaːj	ŋaːj	ŋ aːi̯	ruma1248	24.065714	97.796281	Palaung	485	485
511	32_eye	eye	MangBang	Mang Bang	ŋaːj	ŋaːj	ŋ aːi̯	ruma1248	24.416392	98.399078	Palaung	485	485
512	32_eye	eye	NanSang	Nan Sang	ŋaːj	ŋaːj	ŋ aːi̯	ruma1248	24.019728	97.819736	Palaung	485	485
1109	71_falltodrop	fall, to drop	NamHsan	Namhsan	ʥɔh	ʥɔh	dʑ ɔ h		22.965064	97.163239	Palaung	504	504
1110	71_falltodrop	fall, to drop	KhunHawt	Khun Hawt	ʥoh	ʥoh	dʑ o h		22.965064	97.163239	Palaung	504	504
1111	71_falltodrop	fall, to drop	HtanHsan	Htan Hsan	ʥɔh	ʥɔh	dʑ ɔ h		22.675133	97.289942	Palaung	504	504
1112	71_falltodrop	fall, to drop	PangKham	Pangkham	ʨoh	ʨoh	tɕ o h		22.672097	97.161167	Palaung	504	504
1113	71_falltodrop	fall, to drop	ManLoi	Man Loi	ʨɔh	ʨɔh	tɕ ɔ h		22.636019	97.139264	Palaung	504	504
1114	71_falltodrop	fall, to drop	MengDan	Meng Dan	ʨɔh	ʨɔh	tɕ ɔ h	khan1274	24.296522	98.379886	Palaung	504	504
1115	71_falltodrop	fall, to drop	ChuDongGua	Chu Dong Gua	ʥɔh	ʥɔh	dʑ ɔ h		24.330889	98.393125	Palaung	504	504
1116	71_falltodrop	fall, to drop	PongNuea	Pong Nuea	ʨouh	ʨouh	tɕ ou̯ h		20.321525	99.866817	Palaung	504	504
1117	71_falltodrop	fall, to drop	NyaungGone	Nyaung Gone	couh	couh	c ou̯ h		20.635025	96.545772	Palaung	504	504
1118	71_falltodrop	fall, to drop	NoeLae	Noe Lae	coh	coh	c o h		19.941803	99.044742	Palaung	504	504
1119	71_falltodrop	fall, to drop	BanPaw	Ban Paw	couh	couh	c ou̯ h		21.311225	99.557550	Palaung	504	504
1120	71_falltodrop	fall, to drop	ChaYeQing	Cha Ye Qing	ʥɔh	ʥɔh	dʑ ɔ h		24.305717	98.463661	Palaung	504	504
1121	71_falltodrop	fall, to drop	GuangKa	Guang Ka	ʥoh	ʥoh	dʑ o h	ruma1248	24.065714	97.796281	Palaung	504	504
1122	71_falltodrop	fall, to drop	MangBang	Mang Bang	ʥoh	ʥoh	dʑ o h	ruma1248	24.416392	98.399078	Palaung	504	504
1123	71_falltodrop	fall, to drop	NanSang	Nan Sang	ʥoh	ʥoh	dʑ o h	ruma1248	24.019728	97.819736	Palaung	504	504
1378	88_far	far	NamHsan	Namhsan	saŋaːj	saŋaːj	s a + ŋ aːi̯		22.965064	97.163239	Palaung	521 522	521 522
1379	88_far	far	KhunHawt	Khun Hawt	saŋaːj	saŋaːj	s a + ŋ aːi̯		22.965064	97.163239	Palaung	1858 418	1858 418
1380	88_far	far	HtanHsan	Htan Hsan	saŋaːj	saŋaːj	s a + ŋ aːi̯		22.675133	97.289942	Palaung	521 522	521 522
1381	88_far	far	PangKham	Pangkham	doŋ	doŋ	d o ŋ		22.672097	97.161167	Palaung	520	520
1382	88_far	far	ManLoi	Man Loi	toŋ	toŋ	t o ŋ		22.636019	97.139264	Palaung	520	520
1383	88_far	far	MengDan	Meng Dan	doŋ	doŋ	d o ŋ	khan1274	24.296522	98.379886	Palaung	520	520
1384	88_far	far	ChuDongGua	Chu Dong Gua	doŋ	doŋ	d o ŋ		24.330889	98.393125	Palaung	1093	1093
1385	88_far	far	XiangZhaiTang	Xiang Zhai Tang	toŋ	toŋ	t o ŋ	ruma1248	24.323819	98.556639	Palaung	520	520
1386	88_far	far	PongNuea	Pong Nuea	toŋ	toŋ	t o ŋ		20.321525	99.866817	Palaung	520	520
1387	88_far	far	NyaungGone	Nyaung Gone	n tok	n tok	n + t o k		20.635025	96.545772	Palaung	522 520	522 520
1388	88_far	far	NoeLae	Noe Lae	toŋ	toŋ	t o ŋ		19.941803	99.044742	Palaung	520	520
1389	88_far	far	BanPaw	Ban Paw	toŋ	toŋ	t o ŋ		21.311225	99.557550	Palaung	1093	1093
1390	88_far	far	ChaYeQing	Cha Ye Qing	doŋ	doŋ	d o ŋ		24.305717	98.463661	Palaung	1093	1093
1391	88_far	far	GuangKa	Guang Ka	doŋ	doŋ	d o ŋ	ruma1248	24.065714	97.796281	Palaung	1093	1093
1392	88_far	far	MangBang	Mang Bang	doŋ	doŋ	d o ŋ	ruma1248	24.416392	98.399078	Palaung	520	520
1393	88_far	far	NanSang	Nan Sang	doŋ	doŋ	d o ŋ	ruma1248	24.019728	97.819736	Palaung	520	520
713	46_fat	fat	NamHsan	Namhsan	priaŋ	priaŋ	p r i/j a ŋ		22.965064	97.163239	Palaung	541	541
714	46_fat	fat	KhunHawt	Khun Hawt	priaŋ	priaŋ	p r i/j a ŋ		22.965064	97.163239	Palaung	541	541
