index	index_p	rindex	rindex_p	cogid	id_cojubim	segment_cojubim	segment_cojubim_L1	segment_cojubim_L2	segment_cojubim_L3	segment_cojubim_R1	segment_cojubim_R2	segment_cojubim_R3	SC_cojubim	SC_cojubim_L1	SC_cojubim_L2	SC_cojubim_L3	SC_cojubim_R1	SC_cojubim_R2	SC_cojubim_R3	PROSODY_cojubim	PROSODY_cojubim_L1	PROSODY_cojubim_L2	PROSODY_cojubim_L3	PROSODY_cojubim_R1	PROSODY_cojubim_R2	PROSODY_cojubim_R3	id_jaru	segment_jaru	segment_jaru_L1	segment_jaru_L2	segment_jaru_L3	segment_jaru_R1	segment_jaru_R2	segment_jaru_R3	SC_jaru	SC_jaru_L1	SC_jaru_L2	SC_jaru_L3	SC_jaru_R1	SC_jaru_R2	SC_jaru_R3	PROSODY_jaru	PROSODY_jaru_L1	PROSODY_jaru_L2	PROSODY_jaru_L3	PROSODY_jaru_R1	PROSODY_jaru_R2	PROSODY_jaru_R3	id_kitemoka	segment_kitemoka	segment_kitemoka_L1	segment_kitemoka_L2	segment_kitemoka_L3	segment_kitemoka_R1	segment_kitemoka_R2	segment_kitemoka_R3	SC_kitemoka	SC_kitemoka_L1	SC_kitemoka_L2	SC_kitemoka_L3	SC_kitemoka_R1	SC_kitemoka_R2	SC_kitemoka_R3	PROSODY_kitemoka	PROSODY_kitemoka_L1	PROSODY_kitemoka_L2	PROSODY_kitemoka_L3	PROSODY_kitemoka_R1	PROSODY_kitemoka_R2	PROSODY_kitemoka_R3	id_more	segment_more	segment_more_L1	segment_more_L2	segment_more_L3	segment_more_R1	segment_more_R2	segment_more_R3	SC_more	SC_more_L1	SC_more_L2	SC_more_L3	SC_more_R1	SC_more_R2	SC_more_R3	PROSODY_more	PROSODY_more_L1	PROSODY_more_L2	PROSODY_more_L3	PROSODY_more_R1	PROSODY_more_R2	PROSODY_more_R3	id_orowin	segment_orowin	segment_orowin_L1	segment_orowin_L2	segment_orowin_L3	segment_orowin_R1	segment_orowin_R2	segment_orowin_R3	SC_orowin	SC_orowin_L1	SC_orowin_L2	SC_orowin_L3	SC_orowin_R1	SC_orowin_R2	SC_orowin_R3	PROSODY_orowin	PROSODY_orowin_L1	PROSODY_orowin_L2	PROSODY_orowin_L3	PROSODY_orowin_R1	PROSODY_orowin_R2	PROSODY_orowin_R3	id_tapakura	segment_tapakura	segment_tapakura_L1	segment_tapakura_L2	segment_tapakura_L3	segment_tapakura_R1	segment_tapakura_R2	segment_tapakura_R3	SC_tapakura	SC_tapakura_L1	SC_tapakura_L2	SC_tapakura_L3	SC_tapakura_R1	SC_tapakura_R2	SC_tapakura_R3	PROSODY_tapakura	PROSODY_tapakura_L1	PROSODY_tapakura_L2	PROSODY_tapakura_L3	PROSODY_tapakura_R1	PROSODY_tapakura_R2	PROSODY_tapakura_R3	id_tora	segment_tora	segment_tora_L1	segment_tora_L2	segment_tora_L3	segment_tora_R1	segment_tora_R2	segment_tora_R3	SC_tora	SC_tora_L1	SC_tora_L2	SC_tora_L3	SC_tora_R1	SC_tora_R2	SC_tora_R3	PROSODY_tora	PROSODY_tora_L1	PROSODY_tora_L2	PROSODY_tora_L3	PROSODY_tora_R1	PROSODY_tora_R2	PROSODY_tora_R3	id_urupa	segment_urupa	segment_urupa_L1	segment_urupa_L2	segment_urupa_L3	segment_urupa_R1	segment_urupa_R2	segment_urupa_R3	SC_urupa	SC_urupa_L1	SC_urupa_L2	SC_urupa_L3	SC_urupa_R1	SC_urupa_R2	SC_urupa_R3	PROSODY_urupa	PROSODY_urupa_L1	PROSODY_urupa_L2	PROSODY_urupa_L3	PROSODY_urupa_R1	PROSODY_urupa_R2	PROSODY_urupa_R3	id_wanyam	segment_wanyam	segment_wanyam_L1	segment_wanyam_L2	segment_wanyam_L3	segment_wanyam_R1	segment_wanyam_R2	segment_wanyam_R3	SC_wanyam	SC_wanyam_L1	SC_wanyam_L2	SC_wanyam_L3	SC_wanyam_R1	SC_wanyam_R2	SC_wanyam_R3	PROSODY_wanyam	PROSODY_wanyam_L1	PROSODY_wanyam_L2	PROSODY_wanyam_L3	PROSODY_wanyam_R1	PROSODY_wanyam_R2	PROSODY_wanyam_R3	id_wari	segment_wari	segment_wari_L1	segment_wari_L2	segment_wari_L3	segment_wari_R1	segment_wari_R2	segment_wari_R3	SC_wari	SC_wari_L1	SC_wari_L2	SC_wari_L3	SC_wari_R1	SC_wari_R2	SC_wari_R3	PROSODY_wari	PROSODY_wari_L1	PROSODY_wari_L2	PROSODY_wari_L3	PROSODY_wari_R1	PROSODY_wari_R2	PROSODY_wari_R3
6	1.0000	1	0.1667	85																																													90	-	t	o	h	∅	∅	∅	_	T	U	H	∅	∅	∅	0	1	7	3	∅	∅	∅																																													91	e	n	u	h	∅	∅	∅	E	N	Y	H	∅	∅	∅	7	4	7	3	∅	∅	∅																																																																																								
1	0.1667	6	1.0000	87																							92	i	∅	∅	∅	w	-	-	I	∅	∅	∅	W	_	_	7	∅	∅	∅	6	0	0																																																																																																																																					93	i	∅	∅	∅	w	i	j	I	∅	∅	∅	W	I	J	7	∅	∅	∅	6	7	6																						
2	0.3333	5	0.8333	87																							92	w	i	∅	∅	-	-	i	W	I	∅	∅	_	_	I	6	7	∅	∅	0	0	7																																																																																																																																					93	w	i	∅	∅	i	j	i	W	I	∅	∅	I	J	I	6	7	∅	∅	7	6	7																						
3	0.5000	4	0.6667	87																							92	-	w	i	∅	-	i	p	_	W	I	∅	_	I	P	0	6	7	∅	0	7	1																																																																																																																																					93	i	w	i	∅	j	i	p	I	W	I	∅	J	I	P	7	6	7	∅	6	7	1																						
4	0.6667	3	0.5000	87																							92	-	-	w	i	i	p	∅	_	_	W	I	I	P	∅	0	0	6	7	7	1	∅																																																																																																																																					93	j	i	w	i	i	p	∅	J	I	W	I	I	P	∅	6	7	6	7	7	1	∅																						
5	0.8333	2	0.3333	87																							92	i	-	-	w	p	∅	∅	I	_	_	W	P	∅	∅	7	0	0	6	1	∅	∅																																																																																																																																					93	i	j	i	w	p	∅	∅	I	J	I	W	P	∅	∅	7	6	7	6	1	∅	∅																						
6	1.0000	1	0.1667	87																							92	p	i	-	-	∅	∅	∅	P	I	_	_	∅	∅	∅	1	7	0	0	∅	∅	∅																																																																																																																																					93	p	i	j	i	∅	∅	∅	P	I	J	I	∅	∅	∅	1	7	6	7	∅	∅	∅																						
1	0.1667	6	1.0000	89																																													94	w	∅	∅	∅	i	w	i	W	∅	∅	∅	I	W	I	6	∅	∅	∅	7	6	7																																													95	w	∅	∅	∅	i	ʃ	i	W	∅	∅	∅	I	S	I	6	∅	∅	∅	7	3	7																																																																																								
2	0.3333	5	0.8333	89																																													94	i	w	∅	∅	w	i	t	I	W	∅	∅	W	I	T	7	6	∅	∅	6	7	1																																													95	i	w	∅	∅	ʃ	i	t	I	W	∅	∅	S	I	T	7	6	∅	∅	3	7	1																																																																																								
3	0.5000	4	0.6667	89																																													94	w	i	w	∅	i	t	i	W	I	W	∅	I	T	I	6	7	6	∅	7	1	7																																													95	ʃ	i	w	∅	i	t	i	S	I	W	∅	I	T	I	3	7	6	∅	7	1	7																																																																																								
4	0.6667	3	0.5000	89																																													94	i	w	i	w	t	i	∅	I	W	I	W	T	I	∅	7	6	7	6	1	7	∅																																													95	i	ʃ	i	w	t	i	∅	I	S	I	W	T	I	∅	7	3	7	6	1	7	∅																																																																																								
5	0.8333	2	0.3333	89																																													94	t	i	w	i	i	∅	∅	T	I	W	I	I	∅	∅	1	7	6	7	7	∅	∅																																													95	t	i	ʃ	i	i	∅	∅	T	I	S	I	I	∅	∅	1	7	3	7	7	∅	∅																																																																																								
6	1.0000	1	0.1667	89																																													94	i	t	i	w	∅	∅	∅	I	T	I	W	∅	∅	∅	7	1	7	6	∅	∅	∅																																													95	i	t	i	ʃ	∅	∅	∅	I	T	I	S	∅	∅	∅	7	1	7	3	∅	∅	∅																																																																																								
1	0.1250	8	1.0000	92																							96	-	∅	∅	∅	-	k	u	_	∅	∅	∅	_	K	Y	0	∅	∅	∅	0	1	7																																																																																									97	t	∅	∅	∅	u	k	u	T	∅	∅	∅	Y	K	Y	1	∅	∅	∅	7	1	7																																																																		
2	0.2500	7	0.8750	92																							96	-	-	∅	∅	k	u	r	_	_	∅	∅	K	Y	R	0	0	∅	∅	1	7	5																																																																																									97	u	t	∅	∅	k	u	r	Y	T	∅	∅	K	Y	R	7	1	∅	∅	1	7	5																																																																		
3	0.3750	6	0.7500	92																							96	k	-	-	∅	u	r	u	K	_	_	∅	Y	R	Y	1	0	0	∅	7	5	7																																																																																									97	k	u	t	∅	u	r	i	K	Y	T	∅	Y	R	I	1	7	1	∅	7	5	7																																																																		
4	0.5000	5	0.6250	92																							96	u	k	-	-	r	u	p	Y	K	_	_	R	Y	P	7	1	0	0	5	7	1																																																																																									97	u	k	u	t	r	i	p	Y	K	Y	T	R	I	P	7	1	7	1	5	7	1																																																																		
5	0.6250	4	0.5000	92																							96	r	u	k	-	u	p	i	R	Y	K	_	Y	P	I	5	7	1	0	7	1	7																																																																																									97	r	u	k	u	i	p	a	R	Y	K	Y	I	P	A	5	7	1	7	7	1	7																																																																		
6	0.7500	3	0.3750	92																							96	u	r	u	k	p	i	∅	Y	R	Y	K	P	I	∅	7	5	7	1	1	7	∅																																																																																									97	i	r	u	k	p	a	∅	I	R	Y	K	P	A	∅	7	5	7	1	1	7	∅																																																																		
7	0.8750	2	0.2500	92																							96	p	u	r	u	i	∅	∅	P	Y	R	Y	I	∅	∅	1	7	5	7	7	∅	∅																																																																																									97	p	i	r	u	a	∅	∅	P	I	R	Y	A	∅	∅	1	7	5	7	7	∅	∅																																																																		
8	1.0000	1	0.1250	92																							96	i	p	u	r	∅	∅	∅	I	P	Y	R	∅	∅	∅	7	1	7	5	∅	∅	∅																																																																																									97	a	p	i	r	∅	∅	∅	A	P	I	R	∅	∅	∅	7	1	7	5	∅	∅	∅																																																																		
1	0.1000	10	1.0000	94																							98	i	∅	∅	∅	k	-	e	I	∅	∅	∅	K	_	E	7	∅	∅	∅	1	0	7																							99	u	∅	∅	∅	k	-	-	Y	∅	∅	∅	K	_	_	7	∅	∅	∅	1	0	0	100	y	∅	∅	∅	k	-	e	Y	∅	∅	∅	K	_	E	7	∅	∅	∅	1	0	7																																																																			101	i	∅	∅	∅	k	-	e	I	∅	∅	∅	K	_	E	7	∅	∅	∅	1	0	7	102	-	∅	∅	∅	k	w	e	_	∅	∅	∅	K	W	E	0	∅	∅	∅	1	6	7
2	0.2000	9	0.9000	94																							98	k	i	∅	∅	-	e	k	K	I	∅	∅	_	E	K	1	7	∅	∅	0	7	1																							99	k	u	∅	∅	-	-	-	K	Y	∅	∅	_	_	_	1	7	∅	∅	0	0	0	100	k	y	∅	∅	-	e	-	K	Y	∅	∅	_	E	_	1	7	∅	∅	0	7	0																																																																			101	k	i	∅	∅	-	e	-	K	I	∅	∅	_	E	_	1	7	∅	∅	0	7	0	102	k	-	∅	∅	w	e	-	K	_	∅	∅	W	E	_	1	0	∅	∅	6	7	0
3	0.3000	8	0.8000	94																							98	-	k	i	∅	e	k	r	_	K	I	∅	E	K	R	0	1	7	∅	7	1	5																							99	-	k	u	∅	-	-	-	_	K	Y	∅	_	_	_	0	1	7	∅	0	0	0	100	-	k	y	∅	e	-	r	_	K	Y	∅	E	_	R	0	1	7	∅	7	0	5																																																																			101	-	k	i	∅	e	-	r	_	K	I	∅	E	_	R	0	1	7	∅	7	0	5	102	w	k	-	∅	e	-	r	W	K	_	∅	E	_	R	6	1	0	∅	7	0	5
4	0.4000	7	0.7000	94																							98	e	-	k	i	k	r	e	E	_	K	I	K	R	E	7	0	1	7	1	5	7																							99	-	-	k	u	-	-	u	_	_	K	Y	_	_	Y	0	0	1	7	0	0	7	100	e	-	k	y	-	r	e	E	_	K	Y	_	R	E	7	0	1	7	0	5	7																																																																			101	e	-	k	i	-	r	e	E	_	K	I	_	R	E	7	0	1	7	0	5	7	102	e	w	k	-	-	r	e	E	W	K	_	_	R	E	7	6	1	0	0	5	7
5	0.5000	6	0.6000	94																							98	k	e	-	k	r	e	n	K	E	_	K	R	E	N	1	7	0	1	5	7	4																							99	-	-	-	k	-	u	n	_	_	_	K	_	Y	N	0	0	0	1	0	7	4	100	-	e	-	k	r	e	s	_	E	_	K	R	E	S	0	7	0	1	5	7	3																																																																			101	-	e	-	k	r	e	m	_	E	_	K	R	E	M	0	7	0	1	5	7	4	102	-	e	w	k	r	e	tʃ	_	E	W	K	R	E	T	0	7	6	1	5	7	1
6	0.6000	5	0.5000	94																							98	r	k	e	-	e	n	-	R	K	E	_	E	N	_	5	1	7	0	7	4	0																							99	-	-	-	-	u	n	-	_	_	_	_	Y	N	_	0	0	0	0	7	4	0	100	r	-	e	-	e	s	i	R	_	E	_	E	S	I	5	0	7	0	7	3	7																																																																			101	r	-	e	-	e	m	-	R	_	E	_	E	M	_	5	0	7	0	7	4	0	102	r	-	e	w	e	tʃ	i	R	_	E	W	E	T	I	5	0	7	6	7	1	7
7	0.7000	4	0.4000	94																							98	e	r	k	e	n	-	-	E	R	K	E	N	_	_	7	5	1	7	4	0	0																							99	u	-	-	-	n	-	-	Y	_	_	_	N	_	_	7	0	0	0	4	0	0	100	e	r	-	e	s	i	-	E	R	_	E	S	I	_	7	5	0	7	3	7	0																																																																			101	e	r	-	e	m	-	-	E	R	_	E	M	_	_	7	5	0	7	4	0	0	102	e	r	-	e	tʃ	i	ʔ	E	R	_	E	T	I	H	7	5	0	7	1	7	1
8	0.8000	3	0.3000	94																							98	n	e	r	k	-	-	∅	N	E	R	K	_	_	∅	4	7	5	1	0	0	∅																							99	n	u	-	-	-	-	∅	N	Y	_	_	_	_	∅	4	7	0	0	0	0	∅	100	s	e	r	-	i	-	∅	S	E	R	_	I	_	∅	3	7	5	0	7	0	∅																																																																			101	m	e	r	-	-	-	∅	M	E	R	_	_	_	∅	4	7	5	0	0	0	∅	102	tʃ	e	r	-	i	ʔ	∅	T	E	R	_	I	H	∅	1	7	5	0	7	1	∅
9	0.9000	2	0.2000	94																							98	-	n	e	r	-	∅	∅	_	N	E	R	_	∅	∅	0	4	7	5	0	∅	∅																							99	-	n	u	-	-	∅	∅	_	N	Y	_	_	∅	∅	0	4	7	0	0	∅	∅	100	i	s	e	r	-	∅	∅	I	S	E	R	_	∅	∅	7	3	7	5	0	∅	∅																																																																			101	-	m	e	r	-	∅	∅	_	M	E	R	_	∅	∅	0	4	7	5	0	∅	∅	102	i	tʃ	e	r	ʔ	∅	∅	I	T	E	R	H	∅	∅	7	1	7	5	1	∅	∅
10	1.0000	1	0.1000	94																							98	-	-	n	e	∅	∅	∅	_	_	N	E	∅	∅	∅	0	0	4	7	∅	∅	∅																							99	-	-	n	u	∅	∅	∅	_	_	N	Y	∅	∅	∅	0	0	4	7	∅	∅	∅	100	-	i	s	e	∅	∅	∅	_	I	S	E	∅	∅	∅	0	7	3	7	∅	∅	∅																																																																			101	-	-	m	e	∅	∅	∅	_	_	M	E	∅	∅	∅	0	0	4	7	∅	∅	∅	102	ʔ	i	tʃ	e	∅	∅	∅	H	I	T	E	∅	∅	∅	1	7	1	7	∅	∅	∅
1	0.1429	7	1.0000	100																																													103	p	∅	∅	∅	i	tʃ	i	P	∅	∅	∅	I	T	I	1	∅	∅	∅	7	1	7																							104	p	∅	∅	∅	i	t	i	P	∅	∅	∅	I	T	I	1	∅	∅	∅	7	1	7																																																																																									105	p	∅	∅	∅	i	tʃ	i	P	∅	∅	∅	I	T	I	1	∅	∅	∅	7	1	7
2	0.2857	6	0.8571	100																																													103	i	p	∅	∅	tʃ	i	-	I	P	∅	∅	T	I	_	7	1	∅	∅	1	7	0																							104	i	p	∅	∅	t	i	k	I	P	∅	∅	T	I	K	7	1	∅	∅	1	7	1																																																																																									105	i	p	∅	∅	tʃ	i	n	I	P	∅	∅	T	I	N	7	1	∅	∅	1	7	4
3	0.4286	5	0.7143	100																																													103	tʃ	i	p	∅	i	-	-	T	I	P	∅	I	_	_	1	7	1	∅	7	0	0																							104	t	i	p	∅	i	k	o	T	I	P	∅	I	K	U	1	7	1	∅	7	1	7																																																																																									105	tʃ	i	p	∅	i	n	a	T	I	P	∅	I	N	A	1	7	1	∅	7	4	7
4	0.5714	4	0.5714	100																																													103	i	tʃ	i	p	-	-	-	I	T	I	P	_	_	_	7	1	7	1	0	0	0																							104	i	t	i	p	k	o	n	I	T	I	P	K	U	N	7	1	7	1	1	7	4																																																																																									105	i	tʃ	i	p	n	a	ɲ	I	T	I	P	N	A	N	7	1	7	1	4	7	4
5	0.7143	3	0.4286	100																																													103	-	i	tʃ	i	-	-	∅	_	I	T	I	_	_	∅	0	7	1	7	0	0	∅																							104	k	i	t	i	o	n	∅	K	I	T	I	U	N	∅	1	7	1	7	7	4	∅																																																																																									105	n	i	tʃ	i	a	ɲ	∅	N	I	T	I	A	N	∅	4	7	1	7	7	4	∅
6	0.8571	2	0.2857	100																																													103	-	-	i	tʃ	-	∅	∅	_	_	I	T	_	∅	∅	0	0	7	1	0	∅	∅																							104	o	k	i	t	n	∅	∅	U	K	I	T	N	∅	∅	7	1	7	1	4	∅	∅																																																																																									105	a	n	i	tʃ	ɲ	∅	∅	A	N	I	T	N	∅	∅	7	4	7	1	4	∅	∅
7	1.0000	1	0.1429	100																																													103	-	-	-	i	∅	∅	∅	_	_	_	I	∅	∅	∅	0	0	0	7	∅	∅	∅																							104	n	o	k	i	∅	∅	∅	N	U	K	I	∅	∅	∅	4	7	1	7	∅	∅	∅																																																																																									105	ɲ	a	n	i	∅	∅	∅	N	A	N	I	∅	∅	∅	4	7	4	7	∅	∅	∅
1	0.1667	6	1.0000	101	106	t	∅	∅	∅	a	t	a	T	∅	∅	∅	A	T	A	1	∅	∅	∅	7	1	7																																													107	t	∅	∅	∅	a	t	a	T	∅	∅	∅	A	T	A	1	∅	∅	∅	7	1	7																																																																																									108	t	∅	∅	∅	a	t	a	T	∅	∅	∅	A	T	A	1	∅	∅	∅	7	1	7																						
2	0.3333	5	0.8333	101	106	a	t	∅	∅	t	a	w	A	T	∅	∅	T	A	W	7	1	∅	∅	1	7	6																																													107	a	t	∅	∅	t	a	w	A	T	∅	∅	T	A	W	7	1	∅	∅	1	7	6																																																																																									108	a	t	∅	∅	t	a	w	A	T	∅	∅	T	A	W	7	1	∅	∅	1	7	6																						
3	0.5000	4	0.6667	101	106	t	a	t	∅	a	w	-	T	A	T	∅	A	W	_	1	7	1	∅	7	6	0																																													107	t	a	t	∅	a	w	-	T	A	T	∅	A	W	_	1	7	1	∅	7	6	0																																																																																									108	t	a	t	∅	a	w	i	T	A	T	∅	A	W	I	1	7	1	∅	7	6	7																						
4	0.6667	3	0.5000	101	106	a	t	a	t	w	-	∅	A	T	A	T	W	_	∅	7	1	7	1	6	0	∅																																													107	a	t	a	t	w	-	∅	A	T	A	T	W	_	∅	7	1	7	1	6	0	∅																																																																																									108	a	t	a	t	w	i	∅	A	T	A	T	W	I	∅	7	1	7	1	6	7	∅																						
5	0.8333	2	0.3333	101	106	w	a	t	a	-	∅	∅	W	A	T	A	_	∅	∅	6	7	1	7	0	∅	∅																																													107	w	a	t	a	-	∅	∅	W	A	T	A	_	∅	∅	6	7	1	7	0	∅	∅																																																																																									108	w	a	t	a	i	∅	∅	W	A	T	A	I	∅	∅	6	7	1	7	7	∅	∅																						
6	1.0000	1	0.1667	101	106	-	w	a	t	∅	∅	∅	_	W	A	T	∅	∅	∅	0	6	7	1	∅	∅	∅																																													107	-	w	a	t	∅	∅	∅	_	W	A	T	∅	∅	∅	0	6	7	1	∅	∅	∅																																																																																									108	i	w	a	t	∅	∅	∅	I	W	A	T	∅	∅	∅	7	6	7	1	∅	∅	∅																						
1	0.1111	9	1.0000	104	109	k	∅	∅	∅	i	p	-	K	∅	∅	∅	I	P	_	1	∅	∅	∅	7	1	0																																													110	k	∅	∅	∅	i	p	-	K	∅	∅	∅	I	P	_	1	∅	∅	∅	7	1	0	111	k	∅	∅	∅	e	f	-	K	∅	∅	∅	E	B	_	1	∅	∅	∅	7	3	0																																																																			112	k	∅	∅	∅	a	h	-	K	∅	∅	∅	A	H	_	1	∅	∅	∅	7	3	0	113	k	∅	∅	∅	a	h	w	K	∅	∅	∅	A	H	W	1	∅	∅	∅	7	3	6
2	0.2222	8	0.8889	104	109	i	k	∅	∅	p	-	u	I	K	∅	∅	P	_	Y	7	1	∅	∅	1	0	7																																													110	i	k	∅	∅	p	-	u	I	K	∅	∅	P	_	Y	7	1	∅	∅	1	0	7	111	e	k	∅	∅	f	-	e	E	K	∅	∅	B	_	E	7	1	∅	∅	3	0	7																																																																			112	a	k	∅	∅	h	-	i	A	K	∅	∅	H	_	I	7	1	∅	∅	3	0	7	113	a	k	∅	∅	h	w	e	A	K	∅	∅	H	W	E	7	1	∅	∅	3	6	7
3	0.3333	7	0.7778	104	109	p	i	k	∅	-	u	n	P	I	K	∅	_	Y	N	1	7	1	∅	0	7	4																																													110	p	i	k	∅	-	u	n	P	I	K	∅	_	Y	N	1	7	1	∅	0	7	4	111	f	e	k	∅	-	e	r	B	E	K	∅	_	E	R	3	7	1	∅	0	7	5																																																																			112	h	a	k	∅	-	i	r	H	A	K	∅	_	I	R	3	7	1	∅	0	7	5	113	h	a	k	∅	w	e	r	H	A	K	∅	W	E	R	3	7	1	∅	6	7	5
4	0.4444	6	0.6667	104	109	-	p	i	k	u	n	-	_	P	I	K	Y	N	_	0	1	7	1	7	4	0																																													110	-	p	i	k	u	n	-	_	P	I	K	Y	N	_	0	1	7	1	7	4	0	111	-	f	e	k	e	r	e	_	B	E	K	E	R	E	0	3	7	1	7	5	7																																																																			112	-	h	a	k	i	r	e	_	H	A	K	I	R	E	0	3	7	1	7	5	7	113	w	h	a	k	e	r	e	W	H	A	K	E	R	E	6	3	7	1	7	5	7
5	0.5556	5	0.5556	104	109	u	-	p	i	n	-	-	Y	_	P	I	N	_	_	7	0	1	7	4	0	0																																													110	u	-	p	i	n	-	-	Y	_	P	I	N	_	_	7	0	1	7	4	0	0	111	e	-	f	e	r	e	s	E	_	B	E	R	E	S	7	0	3	7	5	7	3																																																																			112	i	-	h	a	r	e	-	I	_	H	A	R	E	_	7	0	3	7	5	7	0	113	e	w	h	a	r	e	ɲ	E	W	H	A	R	E	N	7	6	3	7	5	7	4
6	0.6667	4	0.4444	104	109	n	u	-	p	-	-	-	N	Y	_	P	_	_	_	4	7	0	1	0	0	0																																													110	n	u	-	p	-	-	-	N	Y	_	P	_	_	_	4	7	0	1	0	0	0	111	r	e	-	f	e	s	i	R	E	_	B	E	S	I	5	7	0	3	7	3	7																																																																			112	r	i	-	h	e	-	-	R	I	_	H	E	_	_	5	7	0	3	7	0	0	113	r	e	w	h	e	ɲ	-	R	E	W	H	E	N	_	5	7	6	3	7	4	0
7	0.7778	3	0.3333	104	109	-	n	u	-	-	-	∅	_	N	Y	_	_	_	∅	0	4	7	0	0	0	∅																																													110	-	n	u	-	-	-	∅	_	N	Y	_	_	_	∅	0	4	7	0	0	0	∅	111	e	r	e	-	s	i	∅	E	R	E	_	S	I	∅	7	5	7	0	3	7	∅																																																																			112	e	r	i	-	-	-	∅	E	R	I	_	_	_	∅	7	5	7	0	0	0	∅	113	e	r	e	w	ɲ	-	∅	E	R	E	W	N	_	∅	7	5	7	6	4	0	∅
8	0.8889	2	0.2222	104	109	-	-	n	u	-	∅	∅	_	_	N	Y	_	∅	∅	0	0	4	7	0	∅	∅																																													110	-	-	n	u	-	∅	∅	_	_	N	Y	_	∅	∅	0	0	4	7	0	∅	∅	111	s	e	r	e	i	∅	∅	S	E	R	E	I	∅	∅	3	7	5	7	7	∅	∅																																																																			112	-	e	r	i	-	∅	∅	_	E	R	I	_	∅	∅	0	7	5	7	0	∅	∅	113	ɲ	e	r	e	-	∅	∅	N	E	R	E	_	∅	∅	4	7	5	7	0	∅	∅
9	1.0000	1	0.1111	104	109	-	-	-	n	∅	∅	∅	_	_	_	N	∅	∅	∅	0	0	0	4	∅	∅	∅																																													110	-	-	-	n	∅	∅	∅	_	_	_	N	∅	∅	∅	0	0	0	4	∅	∅	∅	111	i	s	e	r	∅	∅	∅	I	S	E	R	∅	∅	∅	7	3	7	5	∅	∅	∅																																																																			112	-	-	e	r	∅	∅	∅	_	_	E	R	∅	∅	∅	0	0	7	5	∅	∅	∅	113	-	ɲ	e	r	∅	∅	∅	_	N	E	R	∅	∅	∅	0	4	7	5	∅	∅	∅
1	0.1000	10	1.0000	105																																													114	s	∅	∅	∅	o	k	o	S	∅	∅	∅	U	K	U	3	∅	∅	∅	7	1	7																																													115	-	∅	∅	∅	-	-	-	_	∅	∅	∅	_	_	_	0	∅	∅	∅	0	0	0																																																																																								
2	0.2000	9	0.9000	105																																													114	o	s	∅	∅	k	o	tʃ	U	S	∅	∅	K	U	T	7	3	∅	∅	1	7	1																																													115	-	-	∅	∅	-	-	tʃ	_	_	∅	∅	_	_	T	0	0	∅	∅	0	0	1																																																																																								
3	0.3000	8	0.8000	105																																													114	k	o	s	∅	o	tʃ	e	K	U	S	∅	U	T	E	1	7	3	∅	7	1	7																																													115	-	-	-	∅	-	tʃ	i	_	_	_	∅	_	T	I	0	0	0	∅	0	1	7																																																																																								
4	0.4000	7	0.7000	105																																													114	o	k	o	s	tʃ	e	t	U	K	U	S	T	E	T	7	1	7	3	1	7	1																																													115	-	-	-	-	tʃ	i	p	_	_	_	_	T	I	P	0	0	0	0	1	7	1																																																																																								
5	0.5000	6	0.6000	105																																													114	tʃ	o	k	o	e	t	i	T	U	K	U	E	T	I	1	7	1	7	7	1	7																																													115	tʃ	-	-	-	i	p	i	T	_	_	_	I	P	I	1	0	0	0	7	1	7																																																																																								
6	0.6000	5	0.5000	105																																													114	e	tʃ	o	k	t	i	tʃ	E	T	U	K	T	I	T	7	1	7	1	1	7	1																																													115	i	tʃ	-	-	p	i	tʃ	I	T	_	_	P	I	T	7	1	0	0	1	7	1																																																																																								
7	0.7000	4	0.4000	105																																													114	t	e	tʃ	o	i	tʃ	e	T	E	T	U	I	T	E	1	7	1	7	7	1	7																																													115	p	i	tʃ	-	i	tʃ	i	P	I	T	_	I	T	I	1	7	1	0	7	1	7																																																																																								
8	0.8000	3	0.3000	105																																													114	i	t	e	tʃ	tʃ	e	∅	I	T	E	T	T	E	∅	7	1	7	1	1	7	∅																																													115	i	p	i	tʃ	tʃ	i	∅	I	P	I	T	T	I	∅	7	1	7	1	1	7	∅																																																																																								
9	0.9000	2	0.2000	105																																													114	tʃ	i	t	e	e	∅	∅	T	I	T	E	E	∅	∅	1	7	1	7	7	∅	∅																																													115	tʃ	i	p	i	i	∅	∅	T	I	P	I	I	∅	∅	1	7	1	7	7	∅	∅																																																																																								
10	1.0000	1	0.1000	105																																													114	e	tʃ	i	t	∅	∅	∅	E	T	I	T	∅	∅	∅	7	1	7	1	∅	∅	∅																																													115	i	tʃ	i	p	∅	∅	∅	I	T	I	P	∅	∅	∅	7	1	7	1	∅	∅	∅																																																																																								
1	0.1250	8	1.0000	107																							116	j	∅	∅	∅	u	h	e	J	∅	∅	∅	Y	H	E	6	∅	∅	∅	7	3	7																																																																																																															117	-	∅	∅	∅	y	v	e	_	∅	∅	∅	Y	B	E	0	∅	∅	∅	7	3	7																																												
2	0.2500	7	0.8750	107																							116	u	j	∅	∅	h	e	n	Y	J	∅	∅	H	E	N	7	6	∅	∅	3	7	4																																																																																																															117	y	-	∅	∅	v	e	n	Y	_	∅	∅	B	E	N	7	0	∅	∅	3	7	4																																												
