index	index_p	rindex	rindex_p	cogid	id_cojubim	segment_cojubim	segment_cojubim_L1	segment_cojubim_L2	segment_cojubim_L3	segment_cojubim_R1	segment_cojubim_R2	segment_cojubim_R3	SC_cojubim	SC_cojubim_L1	SC_cojubim_L2	SC_cojubim_L3	SC_cojubim_R1	SC_cojubim_R2	SC_cojubim_R3	PROSODY_cojubim	PROSODY_cojubim_L1	PROSODY_cojubim_L2	PROSODY_cojubim_L3	PROSODY_cojubim_R1	PROSODY_cojubim_R2	PROSODY_cojubim_R3	id_jaru	segment_jaru	segment_jaru_L1	segment_jaru_L2	segment_jaru_L3	segment_jaru_R1	segment_jaru_R2	segment_jaru_R3	SC_jaru	SC_jaru_L1	SC_jaru_L2	SC_jaru_L3	SC_jaru_R1	SC_jaru_R2	SC_jaru_R3	PROSODY_jaru	PROSODY_jaru_L1	PROSODY_jaru_L2	PROSODY_jaru_L3	PROSODY_jaru_R1	PROSODY_jaru_R2	PROSODY_jaru_R3	id_kitemoka	segment_kitemoka	segment_kitemoka_L1	segment_kitemoka_L2	segment_kitemoka_L3	segment_kitemoka_R1	segment_kitemoka_R2	segment_kitemoka_R3	SC_kitemoka	SC_kitemoka_L1	SC_kitemoka_L2	SC_kitemoka_L3	SC_kitemoka_R1	SC_kitemoka_R2	SC_kitemoka_R3	PROSODY_kitemoka	PROSODY_kitemoka_L1	PROSODY_kitemoka_L2	PROSODY_kitemoka_L3	PROSODY_kitemoka_R1	PROSODY_kitemoka_R2	PROSODY_kitemoka_R3	id_more	segment_more	segment_more_L1	segment_more_L2	segment_more_L3	segment_more_R1	segment_more_R2	segment_more_R3	SC_more	SC_more_L1	SC_more_L2	SC_more_L3	SC_more_R1	SC_more_R2	SC_more_R3	PROSODY_more	PROSODY_more_L1	PROSODY_more_L2	PROSODY_more_L3	PROSODY_more_R1	PROSODY_more_R2	PROSODY_more_R3	id_orowin	segment_orowin	segment_orowin_L1	segment_orowin_L2	segment_orowin_L3	segment_orowin_R1	segment_orowin_R2	segment_orowin_R3	SC_orowin	SC_orowin_L1	SC_orowin_L2	SC_orowin_L3	SC_orowin_R1	SC_orowin_R2	SC_orowin_R3	PROSODY_orowin	PROSODY_orowin_L1	PROSODY_orowin_L2	PROSODY_orowin_L3	PROSODY_orowin_R1	PROSODY_orowin_R2	PROSODY_orowin_R3	id_tapakura	segment_tapakura	segment_tapakura_L1	segment_tapakura_L2	segment_tapakura_L3	segment_tapakura_R1	segment_tapakura_R2	segment_tapakura_R3	SC_tapakura	SC_tapakura_L1	SC_tapakura_L2	SC_tapakura_L3	SC_tapakura_R1	SC_tapakura_R2	SC_tapakura_R3	PROSODY_tapakura	PROSODY_tapakura_L1	PROSODY_tapakura_L2	PROSODY_tapakura_L3	PROSODY_tapakura_R1	PROSODY_tapakura_R2	PROSODY_tapakura_R3	id_tora	segment_tora	segment_tora_L1	segment_tora_L2	segment_tora_L3	segment_tora_R1	segment_tora_R2	segment_tora_R3	SC_tora	SC_tora_L1	SC_tora_L2	SC_tora_L3	SC_tora_R1	SC_tora_R2	SC_tora_R3	PROSODY_tora	PROSODY_tora_L1	PROSODY_tora_L2	PROSODY_tora_L3	PROSODY_tora_R1	PROSODY_tora_R2	PROSODY_tora_R3	id_urupa	segment_urupa	segment_urupa_L1	segment_urupa_L2	segment_urupa_L3	segment_urupa_R1	segment_urupa_R2	segment_urupa_R3	SC_urupa	SC_urupa_L1	SC_urupa_L2	SC_urupa_L3	SC_urupa_R1	SC_urupa_R2	SC_urupa_R3	PROSODY_urupa	PROSODY_urupa_L1	PROSODY_urupa_L2	PROSODY_urupa_L3	PROSODY_urupa_R1	PROSODY_urupa_R2	PROSODY_urupa_R3	id_wanyam	segment_wanyam	segment_wanyam_L1	segment_wanyam_L2	segment_wanyam_L3	segment_wanyam_R1	segment_wanyam_R2	segment_wanyam_R3	SC_wanyam	SC_wanyam_L1	SC_wanyam_L2	SC_wanyam_L3	SC_wanyam_R1	SC_wanyam_R2	SC_wanyam_R3	PROSODY_wanyam	PROSODY_wanyam_L1	PROSODY_wanyam_L2	PROSODY_wanyam_L3	PROSODY_wanyam_R1	PROSODY_wanyam_R2	PROSODY_wanyam_R3	id_wari	segment_wari	segment_wari_L1	segment_wari_L2	segment_wari_L3	segment_wari_R1	segment_wari_R2	segment_wari_R3	SC_wari	SC_wari_L1	SC_wari_L2	SC_wari_L3	SC_wari_R1	SC_wari_R2	SC_wari_R3	PROSODY_wari	PROSODY_wari_L1	PROSODY_wari_L2	PROSODY_wari_L3	PROSODY_wari_R1	PROSODY_wari_R2	PROSODY_wari_R3
3	0.5000	4	0.6667	87																							122	-	w	i	∅	-	i	p	_	W	I	∅	_	I	P	0	6	7	∅	0	7	1																																																																																																																																					123	i	w	i	∅	j	i	p	I	W	I	∅	J	I	P	7	6	7	∅	6	7	1																						
4	0.6667	3	0.5000	87																							122	-	-	w	i	i	p	∅	_	_	W	I	I	P	∅	0	0	6	7	7	1	∅																																																																																																																																					123	j	i	w	i	i	p	∅	J	I	W	I	I	P	∅	6	7	6	7	7	1	∅																						
5	0.8333	2	0.3333	87																							122	i	-	-	w	p	∅	∅	I	_	_	W	P	∅	∅	7	0	0	6	1	∅	∅																																																																																																																																					123	i	j	i	w	p	∅	∅	I	J	I	W	P	∅	∅	7	6	7	6	1	∅	∅																						
6	1.0000	1	0.1667	87																							122	p	i	-	-	∅	∅	∅	P	I	_	_	∅	∅	∅	1	7	0	0	∅	∅	∅																																																																																																																																					123	p	i	j	i	∅	∅	∅	P	I	J	I	∅	∅	∅	1	7	6	7	∅	∅	∅																						
1	0.1667	6	1.0000	89																																													124	w	∅	∅	∅	i	w	i	W	∅	∅	∅	I	W	I	6	∅	∅	∅	7	6	7																																													125	w	∅	∅	∅	i	ʃ	i	W	∅	∅	∅	I	S	I	6	∅	∅	∅	7	3	7																																																																																								
2	0.3333	5	0.8333	89																																													124	i	w	∅	∅	w	i	t	I	W	∅	∅	W	I	T	7	6	∅	∅	6	7	1																																													125	i	w	∅	∅	ʃ	i	t	I	W	∅	∅	S	I	T	7	6	∅	∅	3	7	1																																																																																								
3	0.5000	4	0.6667	89																																													124	w	i	w	∅	i	t	i	W	I	W	∅	I	T	I	6	7	6	∅	7	1	7																																													125	ʃ	i	w	∅	i	t	i	S	I	W	∅	I	T	I	3	7	6	∅	7	1	7																																																																																								
4	0.6667	3	0.5000	89																																													124	i	w	i	w	t	i	∅	I	W	I	W	T	I	∅	7	6	7	6	1	7	∅																																													125	i	ʃ	i	w	t	i	∅	I	S	I	W	T	I	∅	7	3	7	6	1	7	∅																																																																																								
5	0.8333	2	0.3333	89																																													124	t	i	w	i	i	∅	∅	T	I	W	I	I	∅	∅	1	7	6	7	7	∅	∅																																													125	t	i	ʃ	i	i	∅	∅	T	I	S	I	I	∅	∅	1	7	3	7	7	∅	∅																																																																																								
6	1.0000	1	0.1667	89																																													124	i	t	i	w	∅	∅	∅	I	T	I	W	∅	∅	∅	7	1	7	6	∅	∅	∅																																													125	i	t	i	ʃ	∅	∅	∅	I	T	I	S	∅	∅	∅	7	1	7	3	∅	∅	∅																																																																																								
1	0.1111	9	1.0000	91	126	m	∅	∅	∅	o	k	-	M	∅	∅	∅	U	K	_	4	∅	∅	∅	7	1	0																																													127	m	∅	∅	∅	o	k	-	M	∅	∅	∅	U	K	_	4	∅	∅	∅	7	1	0	128	m	∅	∅	∅	o	k	o	M	∅	∅	∅	U	K	U	4	∅	∅	∅	7	1	7																																													129	m	∅	∅	∅	u	k	-	M	∅	∅	∅	Y	K	_	4	∅	∅	∅	7	1	0	130	m	∅	∅	∅	o	k	-	M	∅	∅	∅	U	K	_	4	∅	∅	∅	7	1	0	131	m	∅	∅	∅	a	k	-	M	∅	∅	∅	A	K	_	4	∅	∅	∅	7	1	0
2	0.2222	8	0.8889	91	126	o	m	∅	∅	k	-	-	U	M	∅	∅	K	_	_	7	4	∅	∅	1	0	0																																													127	o	m	∅	∅	k	-	-	U	M	∅	∅	K	_	_	7	4	∅	∅	1	0	0	128	o	m	∅	∅	k	o	r	U	M	∅	∅	K	U	R	7	4	∅	∅	1	7	5																																													129	u	m	∅	∅	k	-	-	Y	M	∅	∅	K	_	_	7	4	∅	∅	1	0	0	130	o	m	∅	∅	k	-	-	U	M	∅	∅	K	_	_	7	4	∅	∅	1	0	0	131	a	m	∅	∅	k	-	-	A	M	∅	∅	K	_	_	7	4	∅	∅	1	0	0
3	0.3333	7	0.7778	91	126	k	o	m	∅	-	-	-	K	U	M	∅	_	_	_	1	7	4	∅	0	0	0																																													127	k	o	m	∅	-	-	-	K	U	M	∅	_	_	_	1	7	4	∅	0	0	0	128	k	o	m	∅	o	r	i	K	U	M	∅	U	R	I	1	7	4	∅	7	5	7																																													129	k	u	m	∅	-	-	-	K	Y	M	∅	_	_	_	1	7	4	∅	0	0	0	130	k	o	m	∅	-	-	-	K	U	M	∅	_	_	_	1	7	4	∅	0	0	0	131	k	a	m	∅	-	-	-	K	A	M	∅	_	_	_	1	7	4	∅	0	0	0
4	0.4444	6	0.6667	91	126	-	k	o	m	-	-	-	_	K	U	M	_	_	_	0	1	7	4	0	0	0																																													127	-	k	o	m	-	-	-	_	K	U	M	_	_	_	0	1	7	4	0	0	0	128	o	k	o	m	r	i	k	U	K	U	M	R	I	K	7	1	7	4	5	7	1																																													129	-	k	u	m	-	-	-	_	K	Y	M	_	_	_	0	1	7	4	0	0	0	130	-	k	o	m	-	-	-	_	K	U	M	_	_	_	0	1	7	4	0	0	0	131	-	k	a	m	-	-	-	_	K	A	M	_	_	_	0	1	7	4	0	0	0
5	0.5556	5	0.5556	91	126	-	-	k	o	-	-	o	_	_	K	U	_	_	U	0	0	1	7	0	0	7																																													127	-	-	k	o	-	-	o	_	_	K	U	_	_	U	0	0	1	7	0	0	7	128	r	o	k	o	i	k	o	R	U	K	U	I	K	U	5	7	1	7	7	1	7																																													129	-	-	k	u	-	-	o	_	_	K	Y	_	_	U	0	0	1	7	0	0	7	130	-	-	k	o	-	-	o	_	_	K	U	_	_	U	0	0	1	7	0	0	7	131	-	-	k	a	-	-	o	_	_	K	A	_	_	U	0	0	1	7	0	0	7
6	0.6667	4	0.4444	91	126	-	-	-	k	-	o	n	_	_	_	K	_	U	N	0	0	0	1	0	7	4																																													127	-	-	-	k	-	o	n	_	_	_	K	_	U	N	0	0	0	1	0	7	4	128	i	r	o	k	k	o	n	I	R	U	K	K	U	N	7	5	7	1	1	7	4																																													129	-	-	-	k	-	o	n	_	_	_	K	_	U	N	0	0	0	1	0	7	4	130	-	-	-	k	-	o	n	_	_	_	K	_	U	N	0	0	0	1	0	7	4	131	-	-	-	k	-	o	n	_	_	_	K	_	U	N	0	0	0	1	0	7	4
7	0.7778	3	0.3333	91	126	-	-	-	-	o	n	∅	_	_	_	_	U	N	∅	0	0	0	0	7	4	∅																																													127	-	-	-	-	o	n	∅	_	_	_	_	U	N	∅	0	0	0	0	7	4	∅	128	k	i	r	o	o	n	∅	K	I	R	U	U	N	∅	1	7	5	7	7	4	∅																																													129	-	-	-	-	o	n	∅	_	_	_	_	U	N	∅	0	0	0	0	7	4	∅	130	-	-	-	-	o	n	∅	_	_	_	_	U	N	∅	0	0	0	0	7	4	∅	131	-	-	-	-	o	n	∅	_	_	_	_	U	N	∅	0	0	0	0	7	4	∅
8	0.8889	2	0.2222	91	126	o	-	-	-	n	∅	∅	U	_	_	_	N	∅	∅	7	0	0	0	4	∅	∅																																													127	o	-	-	-	n	∅	∅	U	_	_	_	N	∅	∅	7	0	0	0	4	∅	∅	128	o	k	i	r	n	∅	∅	U	K	I	R	N	∅	∅	7	1	7	5	4	∅	∅																																													129	o	-	-	-	n	∅	∅	U	_	_	_	N	∅	∅	7	0	0	0	4	∅	∅	130	o	-	-	-	n	∅	∅	U	_	_	_	N	∅	∅	7	0	0	0	4	∅	∅	131	o	-	-	-	n	∅	∅	U	_	_	_	N	∅	∅	7	0	0	0	4	∅	∅
9	1.0000	1	0.1111	91	126	n	o	-	-	∅	∅	∅	N	U	_	_	∅	∅	∅	4	7	0	0	∅	∅	∅																																													127	n	o	-	-	∅	∅	∅	N	U	_	_	∅	∅	∅	4	7	0	0	∅	∅	∅	128	n	o	k	i	∅	∅	∅	N	U	K	I	∅	∅	∅	4	7	1	7	∅	∅	∅																																													129	n	o	-	-	∅	∅	∅	N	U	_	_	∅	∅	∅	4	7	0	0	∅	∅	∅	130	n	o	-	-	∅	∅	∅	N	U	_	_	∅	∅	∅	4	7	0	0	∅	∅	∅	131	n	o	-	-	∅	∅	∅	N	U	_	_	∅	∅	∅	4	7	0	0	∅	∅	∅
1	0.1250	8	1.0000	92																							132	-	∅	∅	∅	-	k	u	_	∅	∅	∅	_	K	Y	0	∅	∅	∅	0	1	7																																																																																									133	t	∅	∅	∅	u	k	u	T	∅	∅	∅	Y	K	Y	1	∅	∅	∅	7	1	7																																																																		
2	0.2500	7	0.8750	92																							132	-	-	∅	∅	k	u	r	_	_	∅	∅	K	Y	R	0	0	∅	∅	1	7	5																																																																																									133	u	t	∅	∅	k	u	r	Y	T	∅	∅	K	Y	R	7	1	∅	∅	1	7	5																																																																		
3	0.3750	6	0.7500	92																							132	k	-	-	∅	u	r	u	K	_	_	∅	Y	R	Y	1	0	0	∅	7	5	7																																																																																									133	k	u	t	∅	u	r	i	K	Y	T	∅	Y	R	I	1	7	1	∅	7	5	7																																																																		
4	0.5000	5	0.6250	92																							132	u	k	-	-	r	u	p	Y	K	_	_	R	Y	P	7	1	0	0	5	7	1																																																																																									133	u	k	u	t	r	i	p	Y	K	Y	T	R	I	P	7	1	7	1	5	7	1																																																																		
5	0.6250	4	0.5000	92																							132	r	u	k	-	u	p	i	R	Y	K	_	Y	P	I	5	7	1	0	7	1	7																																																																																									133	r	u	k	u	i	p	a	R	Y	K	Y	I	P	A	5	7	1	7	7	1	7																																																																		
6	0.7500	3	0.3750	92																							132	u	r	u	k	p	i	∅	Y	R	Y	K	P	I	∅	7	5	7	1	1	7	∅																																																																																									133	i	r	u	k	p	a	∅	I	R	Y	K	P	A	∅	7	5	7	1	1	7	∅																																																																		
7	0.8750	2	0.2500	92																							132	p	u	r	u	i	∅	∅	P	Y	R	Y	I	∅	∅	1	7	5	7	7	∅	∅																																																																																									133	p	i	r	u	a	∅	∅	P	I	R	Y	A	∅	∅	1	7	5	7	7	∅	∅																																																																		
8	1.0000	1	0.1250	92																							132	i	p	u	r	∅	∅	∅	I	P	Y	R	∅	∅	∅	7	1	7	5	∅	∅	∅																																																																																									133	a	p	i	r	∅	∅	∅	A	P	I	R	∅	∅	∅	7	1	7	5	∅	∅	∅																																																																		
1	0.1000	10	1.0000	94																							134	i	∅	∅	∅	k	-	e	I	∅	∅	∅	K	_	E	7	∅	∅	∅	1	0	7																							135	u	∅	∅	∅	k	-	-	Y	∅	∅	∅	K	_	_	7	∅	∅	∅	1	0	0	136	y	∅	∅	∅	k	-	e	Y	∅	∅	∅	K	_	E	7	∅	∅	∅	1	0	7																																																																			137	i	∅	∅	∅	k	-	e	I	∅	∅	∅	K	_	E	7	∅	∅	∅	1	0	7	138	-	∅	∅	∅	k	w	e	_	∅	∅	∅	K	W	E	0	∅	∅	∅	1	6	7
2	0.2000	9	0.9000	94																							134	k	i	∅	∅	-	e	k	K	I	∅	∅	_	E	K	1	7	∅	∅	0	7	1																							135	k	u	∅	∅	-	-	-	K	Y	∅	∅	_	_	_	1	7	∅	∅	0	0	0	136	k	y	∅	∅	-	e	-	K	Y	∅	∅	_	E	_	1	7	∅	∅	0	7	0																																																																			137	k	i	∅	∅	-	e	-	K	I	∅	∅	_	E	_	1	7	∅	∅	0	7	0	138	k	-	∅	∅	w	e	-	K	_	∅	∅	W	E	_	1	0	∅	∅	6	7	0
3	0.3000	8	0.8000	94																							134	-	k	i	∅	e	k	r	_	K	I	∅	E	K	R	0	1	7	∅	7	1	5																							135	-	k	u	∅	-	-	-	_	K	Y	∅	_	_	_	0	1	7	∅	0	0	0	136	-	k	y	∅	e	-	r	_	K	Y	∅	E	_	R	0	1	7	∅	7	0	5																																																																			137	-	k	i	∅	e	-	r	_	K	I	∅	E	_	R	0	1	7	∅	7	0	5	138	w	k	-	∅	e	-	r	W	K	_	∅	E	_	R	6	1	0	∅	7	0	5
4	0.4000	7	0.7000	94																							134	e	-	k	i	k	r	e	E	_	K	I	K	R	E	7	0	1	7	1	5	7																							135	-	-	k	u	-	-	u	_	_	K	Y	_	_	Y	0	0	1	7	0	0	7	136	e	-	k	y	-	r	e	E	_	K	Y	_	R	E	7	0	1	7	0	5	7																																																																			137	e	-	k	i	-	r	e	E	_	K	I	_	R	E	7	0	1	7	0	5	7	138	e	w	k	-	-	r	e	E	W	K	_	_	R	E	7	6	1	0	0	5	7
5	0.5000	6	0.6000	94																							134	k	e	-	k	r	e	n	K	E	_	K	R	E	N	1	7	0	1	5	7	4																							135	-	-	-	k	-	u	n	_	_	_	K	_	Y	N	0	0	0	1	0	7	4	136	-	e	-	k	r	e	s	_	E	_	K	R	E	S	0	7	0	1	5	7	3																																																																			137	-	e	-	k	r	e	m	_	E	_	K	R	E	M	0	7	0	1	5	7	4	138	-	e	w	k	r	e	tʃ	_	E	W	K	R	E	T	0	7	6	1	5	7	1
6	0.6000	5	0.5000	94																							134	r	k	e	-	e	n	-	R	K	E	_	E	N	_	5	1	7	0	7	4	0																							135	-	-	-	-	u	n	-	_	_	_	_	Y	N	_	0	0	0	0	7	4	0	136	r	-	e	-	e	s	i	R	_	E	_	E	S	I	5	0	7	0	7	3	7																																																																			137	r	-	e	-	e	m	-	R	_	E	_	E	M	_	5	0	7	0	7	4	0	138	r	-	e	w	e	tʃ	i	R	_	E	W	E	T	I	5	0	7	6	7	1	7
7	0.7000	4	0.4000	94																							134	e	r	k	e	n	-	-	E	R	K	E	N	_	_	7	5	1	7	4	0	0																							135	u	-	-	-	n	-	-	Y	_	_	_	N	_	_	7	0	0	0	4	0	0	136	e	r	-	e	s	i	-	E	R	_	E	S	I	_	7	5	0	7	3	7	0																																																																			137	e	r	-	e	m	-	-	E	R	_	E	M	_	_	7	5	0	7	4	0	0	138	e	r	-	e	tʃ	i	ʔ	E	R	_	E	T	I	H	7	5	0	7	1	7	1
8	0.8000	3	0.3000	94																							134	n	e	r	k	-	-	∅	N	E	R	K	_	_	∅	4	7	5	1	0	0	∅																							135	n	u	-	-	-	-	∅	N	Y	_	_	_	_	∅	4	7	0	0	0	0	∅	136	s	e	r	-	i	-	∅	S	E	R	_	I	_	∅	3	7	5	0	7	0	∅																																																																			137	m	e	r	-	-	-	∅	M	E	R	_	_	_	∅	4	7	5	0	0	0	∅	138	tʃ	e	r	-	i	ʔ	∅	T	E	R	_	I	H	∅	1	7	5	0	7	1	∅
9	0.9000	2	0.2000	94																							134	-	n	e	r	-	∅	∅	_	N	E	R	_	∅	∅	0	4	7	5	0	∅	∅																							135	-	n	u	-	-	∅	∅	_	N	Y	_	_	∅	∅	0	4	7	0	0	∅	∅	136	i	s	e	r	-	∅	∅	I	S	E	R	_	∅	∅	7	3	7	5	0	∅	∅																																																																			137	-	m	e	r	-	∅	∅	_	M	E	R	_	∅	∅	0	4	7	5	0	∅	∅	138	i	tʃ	e	r	ʔ	∅	∅	I	T	E	R	H	∅	∅	7	1	7	5	1	∅	∅
10	1.0000	1	0.1000	94																							134	-	-	n	e	∅	∅	∅	_	_	N	E	∅	∅	∅	0	0	4	7	∅	∅	∅																							135	-	-	n	u	∅	∅	∅	_	_	N	Y	∅	∅	∅	0	0	4	7	∅	∅	∅	136	-	i	s	e	∅	∅	∅	_	I	S	E	∅	∅	∅	0	7	3	7	∅	∅	∅																																																																			137	-	-	m	e	∅	∅	∅	_	_	M	E	∅	∅	∅	0	0	4	7	∅	∅	∅	138	ʔ	i	tʃ	e	∅	∅	∅	H	I	T	E	∅	∅	∅	1	7	1	7	∅	∅	∅
1	0.1429	7	1.0000	100																																													139	p	∅	∅	∅	i	tʃ	i	P	∅	∅	∅	I	T	I	1	∅	∅	∅	7	1	7																							140	p	∅	∅	∅	i	t	i	P	∅	∅	∅	I	T	I	1	∅	∅	∅	7	1	7																																																																																									141	p	∅	∅	∅	i	tʃ	i	P	∅	∅	∅	I	T	I	1	∅	∅	∅	7	1	7
2	0.2857	6	0.8571	100																																													139	i	p	∅	∅	tʃ	i	-	I	P	∅	∅	T	I	_	7	1	∅	∅	1	7	0																							140	i	p	∅	∅	t	i	k	I	P	∅	∅	T	I	K	7	1	∅	∅	1	7	1																																																																																									141	i	p	∅	∅	tʃ	i	n	I	P	∅	∅	T	I	N	7	1	∅	∅	1	7	4
3	0.4286	5	0.7143	100																																													139	tʃ	i	p	∅	i	-	-	T	I	P	∅	I	_	_	1	7	1	∅	7	0	0																							140	t	i	p	∅	i	k	o	T	I	P	∅	I	K	U	1	7	1	∅	7	1	7																																																																																									141	tʃ	i	p	∅	i	n	a	T	I	P	∅	I	N	A	1	7	1	∅	7	4	7
4	0.5714	4	0.5714	100																																													139	i	tʃ	i	p	-	-	-	I	T	I	P	_	_	_	7	1	7	1	0	0	0																							140	i	t	i	p	k	o	n	I	T	I	P	K	U	N	7	1	7	1	1	7	4																																																																																									141	i	tʃ	i	p	n	a	ɲ	I	T	I	P	N	A	N	7	1	7	1	4	7	4
5	0.7143	3	0.4286	100																																													139	-	i	tʃ	i	-	-	∅	_	I	T	I	_	_	∅	0	7	1	7	0	0	∅																							140	k	i	t	i	o	n	∅	K	I	T	I	U	N	∅	1	7	1	7	7	4	∅																																																																																									141	n	i	tʃ	i	a	ɲ	∅	N	I	T	I	A	N	∅	4	7	1	7	7	4	∅
6	0.8571	2	0.2857	100																																													139	-	-	i	tʃ	-	∅	∅	_	_	I	T	_	∅	∅	0	0	7	1	0	∅	∅																							140	o	k	i	t	n	∅	∅	U	K	I	T	N	∅	∅	7	1	7	1	4	∅	∅																																																																																									141	a	n	i	tʃ	ɲ	∅	∅	A	N	I	T	N	∅	∅	7	4	7	1	4	∅	∅
7	1.0000	1	0.1429	100																																													139	-	-	-	i	∅	∅	∅	_	_	_	I	∅	∅	∅	0	0	0	7	∅	∅	∅																							140	n	o	k	i	∅	∅	∅	N	U	K	I	∅	∅	∅	4	7	1	7	∅	∅	∅																																																																																									141	ɲ	a	n	i	∅	∅	∅	N	A	N	I	∅	∅	∅	4	7	4	7	∅	∅	∅
1	0.1667	6	1.0000	101	142	t	∅	∅	∅	a	t	a	T	∅	∅	∅	A	T	A	1	∅	∅	∅	7	1	7																																													143	t	∅	∅	∅	a	t	a	T	∅	∅	∅	A	T	A	1	∅	∅	∅	7	1	7																																																																																									144	t	∅	∅	∅	a	t	a	T	∅	∅	∅	A	T	A	1	∅	∅	∅	7	1	7																						
2	0.3333	5	0.8333	101	142	a	t	∅	∅	t	a	w	A	T	∅	∅	T	A	W	7	1	∅	∅	1	7	6																																													143	a	t	∅	∅	t	a	w	A	T	∅	∅	T	A	W	7	1	∅	∅	1	7	6																																																																																									144	a	t	∅	∅	t	a	w	A	T	∅	∅	T	A	W	7	1	∅	∅	1	7	6																						
3	0.5000	4	0.6667	101	142	t	a	t	∅	a	w	-	T	A	T	∅	A	W	_	1	7	1	∅	7	6	0																																													143	t	a	t	∅	a	w	-	T	A	T	∅	A	W	_	1	7	1	∅	7	6	0																																																																																									144	t	a	t	∅	a	w	i	T	A	T	∅	A	W	I	1	7	1	∅	7	6	7																						
4	0.6667	3	0.5000	101	142	a	t	a	t	w	-	∅	A	T	A	T	W	_	∅	7	1	7	1	6	0	∅																																													143	a	t	a	t	w	-	∅	A	T	A	T	W	_	∅	7	1	7	1	6	0	∅																																																																																									144	a	t	a	t	w	i	∅	A	T	A	T	W	I	∅	7	1	7	1	6	7	∅																						
5	0.8333	2	0.3333	101	142	w	a	t	a	-	∅	∅	W	A	T	A	_	∅	∅	6	7	1	7	0	∅	∅																																													143	w	a	t	a	-	∅	∅	W	A	T	A	_	∅	∅	6	7	1	7	0	∅	∅																																																																																									144	w	a	t	a	i	∅	∅	W	A	T	A	I	∅	∅	6	7	1	7	7	∅	∅																						
6	1.0000	1	0.1667	101	142	-	w	a	t	∅	∅	∅	_	W	A	T	∅	∅	∅	0	6	7	1	∅	∅	∅																																													143	-	w	a	t	∅	∅	∅	_	W	A	T	∅	∅	∅	0	6	7	1	∅	∅	∅																																																																																									144	i	w	a	t	∅	∅	∅	I	W	A	T	∅	∅	∅	7	6	7	1	∅	∅	∅																						
1	0.1111	9	1.0000	104	145	k	∅	∅	∅	i	p	-	K	∅	∅	∅	I	P	_	1	∅	∅	∅	7	1	0																																													146	k	∅	∅	∅	i	p	-	K	∅	∅	∅	I	P	_	1	∅	∅	∅	7	1	0	147	k	∅	∅	∅	e	f	-	K	∅	∅	∅	E	B	_	1	∅	∅	∅	7	3	0																																																																			148	k	∅	∅	∅	a	h	-	K	∅	∅	∅	A	H	_	1	∅	∅	∅	7	3	0	149	k	∅	∅	∅	a	h	w	K	∅	∅	∅	A	H	W	1	∅	∅	∅	7	3	6
2	0.2222	8	0.8889	104	145	i	k	∅	∅	p	-	u	I	K	∅	∅	P	_	Y	7	1	∅	∅	1	0	7																																													146	i	k	∅	∅	p	-	u	I	K	∅	∅	P	_	Y	7	1	∅	∅	1	0	7	147	e	k	∅	∅	f	-	e	E	K	∅	∅	B	_	E	7	1	∅	∅	3	0	7																																																																			148	a	k	∅	∅	h	-	i	A	K	∅	∅	H	_	I	7	1	∅	∅	3	0	7	149	a	k	∅	∅	h	w	e	A	K	∅	∅	H	W	E	7	1	∅	∅	3	6	7
3	0.3333	7	0.7778	104	145	p	i	k	∅	-	u	n	P	I	K	∅	_	Y	N	1	7	1	∅	0	7	4																																													146	p	i	k	∅	-	u	n	P	I	K	∅	_	Y	N	1	7	1	∅	0	7	4	147	f	e	k	∅	-	e	r	B	E	K	∅	_	E	R	3	7	1	∅	0	7	5																																																																			148	h	a	k	∅	-	i	r	H	A	K	∅	_	I	R	3	7	1	∅	0	7	5	149	h	a	k	∅	w	e	r	H	A	K	∅	W	E	R	3	7	1	∅	6	7	5
4	0.4444	6	0.6667	104	145	-	p	i	k	u	n	-	_	P	I	K	Y	N	_	0	1	7	1	7	4	0																																													146	-	p	i	k	u	n	-	_	P	I	K	Y	N	_	0	1	7	1	7	4	0	147	-	f	e	k	e	r	e	_	B	E	K	E	R	E	0	3	7	1	7	5	7																																																																			148	-	h	a	k	i	r	e	_	H	A	K	I	R	E	0	3	7	1	7	5	7	149	w	h	a	k	e	r	e	W	H	A	K	E	R	E	6	3	7	1	7	5	7
5	0.5556	5	0.5556	104	145	u	-	p	i	n	-	-	Y	_	P	I	N	_	_	7	0	1	7	4	0	0																																													146	u	-	p	i	n	-	-	Y	_	P	I	N	_	_	7	0	1	7	4	0	0	147	e	-	f	e	r	e	s	E	_	B	E	R	E	S	7	0	3	7	5	7	3																																																																			148	i	-	h	a	r	e	-	I	_	H	A	R	E	_	7	0	3	7	5	7	0	149	e	w	h	a	r	e	ɲ	E	W	H	A	R	E	N	7	6	3	7	5	7	4
6	0.6667	4	0.4444	104	145	n	u	-	p	-	-	-	N	Y	_	P	_	_	_	4	7	0	1	0	0	0																																													146	n	u	-	p	-	-	-	N	Y	_	P	_	_	_	4	7	0	1	0	0	0	147	r	e	-	f	e	s	i	R	E	_	B	E	S	I	5	7	0	3	7	3	7																																																																			148	r	i	-	h	e	-	-	R	I	_	H	E	_	_	5	7	0	3	7	0	0	149	r	e	w	h	e	ɲ	-	R	E	W	H	E	N	_	5	7	6	3	7	4	0
