index	index_p	rindex	rindex_p	cogid	id_Albanian	segment_Albanian	segment_Albanian_L1	segment_Albanian_L2	segment_Albanian_L3	segment_Albanian_R1	segment_Albanian_R2	segment_Albanian_R3	SC_Albanian	SC_Albanian_L1	SC_Albanian_L2	SC_Albanian_L3	SC_Albanian_R1	SC_Albanian_R2	SC_Albanian_R3	PROSODY_Albanian	PROSODY_Albanian_L1	PROSODY_Albanian_L2	PROSODY_Albanian_L3	PROSODY_Albanian_R1	PROSODY_Albanian_R2	PROSODY_Albanian_R3	id_English	segment_English	segment_English_L1	segment_English_L2	segment_English_L3	segment_English_R1	segment_English_R2	segment_English_R3	SC_English	SC_English_L1	SC_English_L2	SC_English_L3	SC_English_R1	SC_English_R2	SC_English_R3	PROSODY_English	PROSODY_English_L1	PROSODY_English_L2	PROSODY_English_L3	PROSODY_English_R1	PROSODY_English_R2	PROSODY_English_R3	id_French	segment_French	segment_French_L1	segment_French_L2	segment_French_L3	segment_French_R1	segment_French_R2	segment_French_R3	SC_French	SC_French_L1	SC_French_L2	SC_French_L3	SC_French_R1	SC_French_R2	SC_French_R3	PROSODY_French	PROSODY_French_L1	PROSODY_French_L2	PROSODY_French_L3	PROSODY_French_R1	PROSODY_French_R2	PROSODY_French_R3	id_German	segment_German	segment_German_L1	segment_German_L2	segment_German_L3	segment_German_R1	segment_German_R2	segment_German_R3	SC_German	SC_German_L1	SC_German_L2	SC_German_L3	SC_German_R1	SC_German_R2	SC_German_R3	PROSODY_German	PROSODY_German_L1	PROSODY_German_L2	PROSODY_German_L3	PROSODY_German_R1	PROSODY_German_R2	PROSODY_German_R3	id_Latin	segment_Latin	segment_Latin_L1	segment_Latin_L2	segment_Latin_L3	segment_Latin_R1	segment_Latin_R2	segment_Latin_R3	SC_Latin	SC_Latin_L1	SC_Latin_L2	SC_Latin_L3	SC_Latin_R1	SC_Latin_R2	SC_Latin_R3	PROSODY_Latin	PROSODY_Latin_L1	PROSODY_Latin_L2	PROSODY_Latin_L3	PROSODY_Latin_R1	PROSODY_Latin_R2	PROSODY_Latin_R3
4	1.0000	1	0.2500	373																							43	z	i	r	f	∅	∅	∅	S	I	R	B	∅	∅	∅	3	7	5	3	∅	∅	∅																							44	r	iː	r	f	∅	∅	∅	R	I	R	B	∅	∅	∅	5	7	5	3	∅	∅	∅																						
1	0.2500	4	1.0000	374																																													45	ʒ	∅	∅	∅	ɛ	l	e	S	∅	∅	∅	E	L	E	3	∅	∅	∅	7	5	7																							46	g	∅	∅	∅	e	l	aː	K	∅	∅	∅	E	L	A	1	∅	∅	∅	7	5	7
2	0.5000	3	0.7500	374																																													45	ɛ	ʒ	∅	∅	l	e	∅	E	S	∅	∅	L	E	∅	7	3	∅	∅	5	7	∅																							46	e	g	∅	∅	l	aː	∅	E	K	∅	∅	L	A	∅	7	1	∅	∅	5	7	∅
3	0.7500	2	0.5000	374																																													45	l	ɛ	ʒ	∅	e	∅	∅	L	E	S	∅	E	∅	∅	5	7	3	∅	7	∅	∅																							46	l	e	g	∅	aː	∅	∅	L	E	K	∅	A	∅	∅	5	7	1	∅	7	∅	∅
4	1.0000	1	0.2500	374																																													45	e	l	ɛ	ʒ	∅	∅	∅	E	L	E	S	∅	∅	∅	7	5	7	3	∅	∅	∅																							46	aː	l	e	g	∅	∅	∅	A	L	E	K	∅	∅	∅	7	5	7	1	∅	∅	∅
1	0.3333	3	1.0000	379																							47	h	∅	∅	∅	ɛ	r	∅	H	∅	∅	∅	E	R	∅	3	∅	∅	∅	7	5	∅																							48	h	∅	∅	∅	aː	r	∅	H	∅	∅	∅	A	R	∅	3	∅	∅	∅	7	5	∅																						
2	0.6667	2	0.6667	379																							47	ɛ	h	∅	∅	r	∅	∅	E	H	∅	∅	R	∅	∅	7	3	∅	∅	5	∅	∅																							48	aː	h	∅	∅	r	∅	∅	A	H	∅	∅	R	∅	∅	7	3	∅	∅	5	∅	∅																						
3	1.0000	1	0.3333	379																							47	r	ɛ	h	∅	∅	∅	∅	R	E	H	∅	∅	∅	∅	5	7	3	∅	∅	∅	∅																							48	r	aː	h	∅	∅	∅	∅	R	A	H	∅	∅	∅	∅	5	7	3	∅	∅	∅	∅																						
1	0.1667	6	1.0000	380																																													49	ʃ	∅	∅	∅	ə	v	ø	S	∅	∅	∅	E	B	U	3	∅	∅	∅	7	3	7																							50	k	∅	∅	∅	a	p	i	K	∅	∅	∅	A	P	I	1	∅	∅	∅	7	1	7
2	0.3333	5	0.8333	380																																													49	ə	ʃ	∅	∅	v	ø	-	E	S	∅	∅	B	U	_	7	3	∅	∅	3	7	0																							50	a	k	∅	∅	p	i	lː	A	K	∅	∅	P	I	L	7	1	∅	∅	1	7	5
3	0.5000	4	0.6667	380																																													49	v	ə	ʃ	∅	ø	-	-	B	E	S	∅	U	_	_	3	7	3	∅	7	0	0																							50	p	a	k	∅	i	lː	o	P	A	K	∅	I	L	U	1	7	1	∅	7	5	7
4	0.6667	3	0.5000	380																																													49	ø	v	ə	ʃ	-	-	∅	U	B	E	S	_	_	∅	7	3	7	3	0	0	∅																							50	i	p	a	k	lː	o	∅	I	P	A	K	L	U	∅	7	1	7	1	5	7	∅
5	0.8333	2	0.3333	380																																													49	-	ø	v	ə	-	∅	∅	_	U	B	E	_	∅	∅	0	7	3	7	0	∅	∅																							50	lː	i	p	a	o	∅	∅	L	I	P	A	U	∅	∅	5	7	1	7	7	∅	∅
6	1.0000	1	0.1667	380																																													49	-	-	ø	v	∅	∅	∅	_	_	U	B	∅	∅	∅	0	0	7	3	∅	∅	∅																							50	o	lː	i	p	∅	∅	∅	U	L	I	P	∅	∅	∅	7	5	7	1	∅	∅	∅
1	0.2500	4	1.0000	386																																													51	v	∅	∅	∅	-	w	a	B	∅	∅	∅	_	W	A	3	∅	∅	∅	0	6	7																							52	w	∅	∅	∅	i	d	eː	W	∅	∅	∅	I	T	E	6	∅	∅	∅	7	1	7
2	0.5000	3	0.7500	386																																													51	-	v	∅	∅	w	a	∅	_	B	∅	∅	W	A	∅	0	3	∅	∅	6	7	∅																							52	i	w	∅	∅	d	eː	∅	I	W	∅	∅	T	E	∅	7	6	∅	∅	1	7	∅
3	0.7500	2	0.5000	386																																													51	w	-	v	∅	a	∅	∅	W	_	B	∅	A	∅	∅	6	0	3	∅	7	∅	∅																							52	d	i	w	∅	eː	∅	∅	T	I	W	∅	E	∅	∅	1	7	6	∅	7	∅	∅
4	1.0000	1	0.2500	386																																													51	a	w	-	v	∅	∅	∅	A	W	_	B	∅	∅	∅	7	6	0	3	∅	∅	∅																							52	eː	d	i	w	∅	∅	∅	E	T	I	W	∅	∅	∅	7	1	7	6	∅	∅	∅
1	0.2500	4	1.0000	391																							53	g	∅	∅	∅	r	i	s	K	∅	∅	∅	R	I	S	1	∅	∅	∅	5	7	3	54	g	∅	∅	∅	r	ɛ	s	K	∅	∅	∅	R	E	S	1	∅	∅	∅	5	7	3																																												
2	0.5000	3	0.7500	391																							53	r	g	∅	∅	i	s	∅	R	K	∅	∅	I	S	∅	5	1	∅	∅	7	3	∅	54	r	g	∅	∅	ɛ	s	∅	R	K	∅	∅	E	S	∅	5	1	∅	∅	7	3	∅																																												
3	0.7500	2	0.5000	391																							53	i	r	g	∅	s	∅	∅	I	R	K	∅	S	∅	∅	7	5	1	∅	3	∅	∅	54	ɛ	r	g	∅	s	∅	∅	E	R	K	∅	S	∅	∅	7	5	1	∅	3	∅	∅																																												
4	1.0000	1	0.2500	391																							53	s	i	r	g	∅	∅	∅	S	I	R	K	∅	∅	∅	3	7	5	1	∅	∅	∅	54	s	ɛ	r	g	∅	∅	∅	S	E	R	K	∅	∅	∅	3	7	5	1	∅	∅	∅																																												
1	0.5000	2	1.0000	397																							55	s	∅	∅	∅	i	∅	∅	S	∅	∅	∅	I	∅	∅	3	∅	∅	∅	7	∅	∅																							56	z	∅	∅	∅	eː	∅	∅	S	∅	∅	∅	E	∅	∅	3	∅	∅	∅	7	∅	∅																						
2	1.0000	1	0.5000	397																							55	i	s	∅	∅	∅	∅	∅	I	S	∅	∅	∅	∅	∅	7	3	∅	∅	∅	∅	∅																							56	eː	z	∅	∅	∅	∅	∅	E	S	∅	∅	∅	∅	∅	7	3	∅	∅	∅	∅	∅																						
1	0.2500	4	1.0000	398																																													57	m	∅	∅	∅	ɛ	r	-	M	∅	∅	∅	E	R	_	4	∅	∅	∅	7	5	0																							58	m	∅	∅	∅	a	r	e	M	∅	∅	∅	A	R	E	4	∅	∅	∅	7	5	7
2	0.5000	3	0.7500	398																																													57	ɛ	m	∅	∅	r	-	∅	E	M	∅	∅	R	_	∅	7	4	∅	∅	5	0	∅																							58	a	m	∅	∅	r	e	∅	A	M	∅	∅	R	E	∅	7	4	∅	∅	5	7	∅
3	0.7500	2	0.5000	398																																													57	r	ɛ	m	∅	-	∅	∅	R	E	M	∅	_	∅	∅	5	7	4	∅	0	∅	∅																							58	r	a	m	∅	e	∅	∅	R	A	M	∅	E	∅	∅	5	7	4	∅	7	∅	∅
4	1.0000	1	0.2500	398																																													57	-	r	ɛ	m	∅	∅	∅	_	R	E	M	∅	∅	∅	0	5	7	4	∅	∅	∅																							58	e	r	a	m	∅	∅	∅	E	R	A	M	∅	∅	∅	7	5	7	4	∅	∅	∅
1	0.3333	3	1.0000	403																							59	j	∅	∅	∅	ɪ	r	∅	J	∅	∅	∅	I	R	∅	6	∅	∅	∅	7	5	∅																							60	j	∅	∅	∅	aː	r	∅	J	∅	∅	∅	A	R	∅	6	∅	∅	∅	7	5	∅																						
2	0.6667	2	0.6667	403																							59	ɪ	j	∅	∅	r	∅	∅	I	J	∅	∅	R	∅	∅	7	6	∅	∅	5	∅	∅																							60	aː	j	∅	∅	r	∅	∅	A	J	∅	∅	R	∅	∅	7	6	∅	∅	5	∅	∅																						
3	1.0000	1	0.3333	403																							59	r	ɪ	j	∅	∅	∅	∅	R	I	J	∅	∅	∅	∅	5	7	6	∅	∅	∅	∅																							60	r	aː	j	∅	∅	∅	∅	R	A	J	∅	∅	∅	∅	5	7	6	∅	∅	∅	∅																						
1	0.3333	3	1.0000	404																																													61	a	∅	∅	∅	n	e	∅	A	∅	∅	∅	N	E	∅	7	∅	∅	∅	4	7	∅																							62	a	∅	∅	∅	nː	o	∅	A	∅	∅	∅	N	U	∅	7	∅	∅	∅	4	7	∅
2	0.6667	2	0.6667	404																																													61	n	a	∅	∅	e	∅	∅	N	A	∅	∅	E	∅	∅	4	7	∅	∅	7	∅	∅																							62	nː	a	∅	∅	o	∅	∅	N	A	∅	∅	U	∅	∅	4	7	∅	∅	7	∅	∅
3	1.0000	1	0.3333	404																																													61	e	n	a	∅	∅	∅	∅	E	N	A	∅	∅	∅	∅	7	4	7	∅	∅	∅	∅																							62	o	nː	a	∅	∅	∅	∅	U	N	A	∅	∅	∅	∅	7	4	7	∅	∅	∅	∅
1	0.2000	5	1.0000	427																																													63	f	∅	∅	∅	œ	j	-	B	∅	∅	∅	U	J	_	3	∅	∅	∅	7	6	0																							64	f	∅	∅	∅	o	l	i	B	∅	∅	∅	U	L	I	3	∅	∅	∅	7	5	7
2	0.4000	4	0.8000	427																																													63	œ	f	∅	∅	j	-	-	U	B	∅	∅	J	_	_	7	3	∅	∅	6	0	0																							64	o	f	∅	∅	l	i	o	U	B	∅	∅	L	I	U	7	3	∅	∅	5	7	7
3	0.6000	3	0.6000	427																																													63	j	œ	f	∅	-	-	∅	J	U	B	∅	_	_	∅	6	7	3	∅	0	0	∅																							64	l	o	f	∅	i	o	∅	L	U	B	∅	I	U	∅	5	7	3	∅	7	7	∅
4	0.8000	2	0.4000	427																																													63	-	j	œ	f	-	∅	∅	_	J	U	B	_	∅	∅	0	6	7	3	0	∅	∅																							64	i	l	o	f	o	∅	∅	I	L	U	B	U	∅	∅	7	5	7	3	7	∅	∅
5	1.0000	1	0.2000	427																																													63	-	-	j	œ	∅	∅	∅	_	_	J	U	∅	∅	∅	0	0	6	7	∅	∅	∅																							64	o	i	l	o	∅	∅	∅	U	I	L	U	∅	∅	∅	7	7	5	7	∅	∅	∅
1	0.2500	4	1.0000	442																							65	s	∅	∅	∅	a	n	d	S	∅	∅	∅	A	N	T	3	∅	∅	∅	7	4	1																							66	z	∅	∅	∅	a	n	d	S	∅	∅	∅	A	N	T	3	∅	∅	∅	7	4	1																						
2	0.5000	3	0.7500	442																							65	a	s	∅	∅	n	d	∅	A	S	∅	∅	N	T	∅	7	3	∅	∅	4	1	∅																							66	a	z	∅	∅	n	d	∅	A	S	∅	∅	N	T	∅	7	3	∅	∅	4	1	∅																						
3	0.7500	2	0.5000	442																							65	n	a	s	∅	d	∅	∅	N	A	S	∅	T	∅	∅	4	7	3	∅	1	∅	∅																							66	n	a	z	∅	d	∅	∅	N	A	S	∅	T	∅	∅	4	7	3	∅	1	∅	∅																						
4	1.0000	1	0.2500	442																							65	d	n	a	s	∅	∅	∅	T	N	A	S	∅	∅	∅	1	4	7	3	∅	∅	∅																							66	d	n	a	z	∅	∅	∅	T	N	A	S	∅	∅	∅	1	4	7	3	∅	∅	∅																						
1	0.2000	5	1.0000	445	67	-	∅	∅	∅	r	ə	r	_	∅	∅	∅	R	E	R	0	∅	∅	∅	5	7	5																																																																			68	a	∅	∅	∅	r	eː	n	A	∅	∅	∅	R	E	N	7	∅	∅	∅	5	7	4
2	0.4000	4	0.8000	445	67	r	-	∅	∅	ə	r	-	R	_	∅	∅	E	R	_	5	0	∅	∅	7	5	0																																																																			68	r	a	∅	∅	eː	n	a	R	A	∅	∅	E	N	A	5	7	∅	∅	7	4	7
3	0.6000	3	0.6000	445	67	ə	r	-	∅	r	-	∅	E	R	_	∅	R	_	∅	7	5	0	∅	5	0	∅																																																																			68	eː	r	a	∅	n	a	∅	E	R	A	∅	N	A	∅	7	5	7	∅	4	7	∅
4	0.8000	2	0.4000	445	67	r	ə	r	-	-	∅	∅	R	E	R	_	_	∅	∅	5	7	5	0	0	∅	∅																																																																			68	n	eː	r	a	a	∅	∅	N	E	R	A	A	∅	∅	4	7	5	7	7	∅	∅
5	1.0000	1	0.2000	445	67	-	r	ə	r	∅	∅	∅	_	R	E	R	∅	∅	∅	0	5	7	5	∅	∅	∅																																																																			68	a	n	eː	r	∅	∅	∅	A	N	E	R	∅	∅	∅	7	4	7	5	∅	∅	∅
1	0.5000	2	1.0000	448																							69	ai	∅	∅	∅	s	∅	∅	A	∅	∅	∅	S	∅	∅	7	∅	∅	∅	3	∅	∅																							70	ai	∅	∅	∅	s	∅	∅	A	∅	∅	∅	S	∅	∅	7	∅	∅	∅	3	∅	∅																						
2	1.0000	1	0.5000	448																							69	s	ai	∅	∅	∅	∅	∅	S	A	∅	∅	∅	∅	∅	3	7	∅	∅	∅	∅	∅																							70	s	ai	∅	∅	∅	∅	∅	S	A	∅	∅	∅	∅	∅	3	7	∅	∅	∅	∅	∅																						
1	0.1667	6	1.0000	449																																													71	g	∅	∅	∅	l	a	s	K	∅	∅	∅	L	A	S	1	∅	∅	∅	5	7	3																							72	g	∅	∅	∅	l	a	k	K	∅	∅	∅	L	A	K	1	∅	∅	∅	5	7	1
2	0.3333	5	0.8333	449																																													71	l	g	∅	∅	a	s	-	L	K	∅	∅	A	S	_	5	1	∅	∅	7	3	0																							72	l	g	∅	∅	a	k	i	L	K	∅	∅	A	K	I	5	1	∅	∅	7	1	7
3	0.5000	4	0.6667	449																																													71	a	l	g	∅	s	-	-	A	L	K	∅	S	_	_	7	5	1	∅	3	0	0																							72	a	l	g	∅	k	i	eː	A	L	K	∅	K	I	E	7	5	1	∅	1	7	7
4	0.6667	3	0.5000	449																																													71	s	a	l	g	-	-	∅	S	A	L	K	_	_	∅	3	7	5	1	0	0	∅																							72	k	a	l	g	i	eː	∅	K	A	L	K	I	E	∅	1	7	5	1	7	7	∅
5	0.8333	2	0.3333	449																																													71	-	s	a	l	-	∅	∅	_	S	A	L	_	∅	∅	0	3	7	5	0	∅	∅																							72	i	k	a	l	eː	∅	∅	I	K	A	L	E	∅	∅	7	1	7	5	7	∅	∅
6	1.0000	1	0.1667	449																																													71	-	-	s	a	∅	∅	∅	_	_	S	A	∅	∅	∅	0	0	3	7	∅	∅	∅																							72	eː	i	k	a	∅	∅	∅	E	I	K	A	∅	∅	∅	7	7	1	7	∅	∅	∅
1	0.2500	4	1.0000	454																							73	m	∅	∅	∅	u	n	-	M	∅	∅	∅	Y	N	_	4	∅	∅	∅	7	4	0																							74	m	∅	∅	∅	oː	n	d	M	∅	∅	∅	U	N	T	4	∅	∅	∅	7	4	1																						
2	0.5000	3	0.7500	454																							73	u	m	∅	∅	n	-	∅	Y	M	∅	∅	N	_	∅	7	4	∅	∅	4	0	∅																							74	oː	m	∅	∅	n	d	∅	U	M	∅	∅	N	T	∅	7	4	∅	∅	4	1	∅																						
3	0.7500	2	0.5000	454																							73	n	u	m	∅	-	∅	∅	N	Y	M	∅	_	∅	∅	4	7	4	∅	0	∅	∅																							74	n	oː	m	∅	d	∅	∅	N	U	M	∅	T	∅	∅	4	7	4	∅	1	∅	∅																						
4	1.0000	1	0.2500	454																							73	-	n	u	m	∅	∅	∅	_	N	Y	M	∅	∅	∅	0	4	7	4	∅	∅	∅																							74	d	n	oː	m	∅	∅	∅	T	N	U	M	∅	∅	∅	1	4	7	4	∅	∅	∅																						
1	0.2500	4	1.0000	455																																													75	l	∅	∅	∅	y	n	-	L	∅	∅	∅	Y	N	_	5	∅	∅	∅	7	4	0																							76	l	∅	∅	∅	uː	n	a	L	∅	∅	∅	Y	N	A	5	∅	∅	∅	7	4	7
2	0.5000	3	0.7500	455																																													75	y	l	∅	∅	n	-	∅	Y	L	∅	∅	N	_	∅	7	5	∅	∅	4	0	∅																							76	uː	l	∅	∅	n	a	∅	Y	L	∅	∅	N	A	∅	7	5	∅	∅	4	7	∅
3	0.7500	2	0.5000	455																																													75	n	y	l	∅	-	∅	∅	N	Y	L	∅	_	∅	∅	4	7	5	∅	0	∅	∅																							76	n	uː	l	∅	a	∅	∅	N	Y	L	∅	A	∅	∅	4	7	5	∅	7	∅	∅
4	1.0000	1	0.2500	455																																													75	-	n	y	l	∅	∅	∅	_	N	Y	L	∅	∅	∅	0	4	7	5	∅	∅	∅																							76	a	n	uː	l	∅	∅	∅	A	N	Y	L	∅	∅	∅	7	4	7	5	∅	∅	∅
1	0.1667	6	1.0000	466																																																																			77	n	∅	∅	∅	eː	b	ə	N	∅	∅	∅	E	P	E	4	∅	∅	∅	7	1	7	78	n	∅	∅	∅	e	b	u	N	∅	∅	∅	E	P	Y	4	∅	∅	∅	7	1	7
2	0.3333	5	0.8333	466																																																																			77	eː	n	∅	∅	b	ə	l	E	N	∅	∅	P	E	L	7	4	∅	∅	1	7	5	78	e	n	∅	∅	b	u	l	E	N	∅	∅	P	Y	L	7	4	∅	∅	1	7	5
3	0.5000	4	0.6667	466																																																																			77	b	eː	n	∅	ə	l	-	P	E	N	∅	E	L	_	1	7	4	∅	7	5	0	78	b	e	n	∅	u	l	a	P	E	N	∅	Y	L	A	1	7	4	∅	7	5	7
4	0.6667	3	0.5000	466																																																																			77	ə	b	eː	n	l	-	∅	E	P	E	N	L	_	∅	7	1	7	4	5	0	∅	78	u	b	e	n	l	a	∅	Y	P	E	N	L	A	∅	7	1	7	4	5	7	∅
5	0.8333	2	0.3333	466																																																																			77	l	ə	b	eː	-	∅	∅	L	E	P	E	_	∅	∅	5	7	1	7	0	∅	∅	78	l	u	b	e	a	∅	∅	L	Y	P	E	A	∅	∅	5	7	1	7	7	∅	∅
6	1.0000	1	0.1667	466																																																																			77	-	l	ə	b	∅	∅	∅	_	L	E	P	∅	∅	∅	0	5	7	1	∅	∅	∅	78	a	l	u	b	∅	∅	∅	A	L	Y	P	∅	∅	∅	7	5	7	1	∅	∅	∅
1	0.1667	6	1.0000	486																																													79	k	∅	∅	∅	u	-	t	K	∅	∅	∅	Y	_	T	1	∅	∅	∅	7	0	1																							80	k	∅	∅	∅	u	l	t	K	∅	∅	∅	Y	L	T	1	∅	∅	∅	7	5	1
2	0.3333	5	0.8333	486																																													79	u	k	∅	∅	-	t	-	Y	K	∅	∅	_	T	_	7	1	∅	∅	0	1	0																							80	u	k	∅	∅	l	t	r	Y	K	∅	∅	L	T	R	7	1	∅	∅	5	1	5
3	0.5000	4	0.6667	486																																													79	-	u	k	∅	t	-	o	_	Y	K	∅	T	_	U	0	7	1	∅	1	0	7																							80	l	u	k	∅	t	r	o	L	Y	K	∅	T	R	U	5	7	1	∅	1	5	7
4	0.6667	3	0.5000	486																																													79	t	-	u	k	-	o	∅	T	_	Y	K	_	U	∅	1	0	7	1	0	7	∅																							80	t	l	u	k	r	o	∅	T	L	Y	K	R	U	∅	1	5	7	1	5	7	∅
5	0.8333	2	0.3333	486																																													79	-	t	-	u	o	∅	∅	_	T	_	Y	U	∅	∅	0	1	0	7	7	∅	∅																							80	r	t	l	u	o	∅	∅	R	T	L	Y	U	∅	∅	5	1	5	7	7	∅	∅
6	1.0000	1	0.1667	486																																													79	o	-	t	-	∅	∅	∅	U	_	T	_	∅	∅	∅	7	0	1	0	∅	∅	∅																							80	o	r	t	l	∅	∅	∅	U	R	T	L	∅	∅	∅	7	5	1	5	∅	∅	∅
1	0.3333	3	1.0000	498																							81	w	∅	∅	∅	i	-	∅	W	∅	∅	∅	I	_	∅	6	∅	∅	∅	7	0	∅																							82	v	∅	∅	∅	iː	r	∅	B	∅	∅	∅	I	R	∅	3	∅	∅	∅	7	5	∅																						
2	0.6667	2	0.6667	498																							81	i	w	∅	∅	-	∅	∅	I	W	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅																							82	iː	v	∅	∅	r	∅	∅	I	B	∅	∅	R	∅	∅	7	3	∅	∅	5	∅	∅																						
3	1.0000	1	0.3333	498																							81	-	i	w	∅	∅	∅	∅	_	I	W	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅																							82	r	iː	v	∅	∅	∅	∅	R	I	B	∅	∅	∅	∅	5	7	3	∅	∅	∅	∅																						
1	0.1667	6	1.0000	511	83	f	∅	∅	∅	ə	r	-	B	∅	∅	∅	E	R	_	3	∅	∅	∅	7	5	0																																																																			84	f	∅	∅	∅	-	r	i	B	∅	∅	∅	_	R	I	3	∅	∅	∅	0	5	7
2	0.3333	5	0.8333	511	83	ə	f	∅	∅	r	-	k	E	B	∅	∅	R	_	K	7	3	∅	∅	5	0	1																																																																			84	-	f	∅	∅	r	i	k	_	B	∅	∅	R	I	K	0	3	∅	∅	5	7	1
3	0.5000	4	0.6667	511	83	r	ə	f	∅	-	k	o	R	E	B	∅	_	K	U	5	7	3	∅	0	1	7																																																																			84	r	-	f	∅	i	k	aː	R	_	B	∅	I	K	A	5	0	3	∅	7	1	7
4	0.6667	3	0.5000	511	83	-	r	ə	f	k	o	∅	_	R	E	B	K	U	∅	0	5	7	3	1	7	∅																																																																			84	i	r	-	f	k	aː	∅	I	R	_	B	K	A	∅	7	5	0	3	1	7	∅
5	0.8333	2	0.3333	511	83	k	-	r	ə	o	∅	∅	K	_	R	E	U	∅	∅	1	0	5	7	7	∅	∅																																																																			84	k	i	r	-	aː	∅	∅	K	I	R	_	A	∅	∅	1	7	5	0	7	∅	∅
6	1.0000	1	0.1667	511	83	o	k	-	r	∅	∅	∅	U	K	_	R	∅	∅	∅	7	1	0	5	∅	∅	∅																																																																			84	aː	k	i	r	∅	∅	∅	A	K	I	R	∅	∅	∅	7	1	7	5	∅	∅	∅
1	0.3333	3	1.0000	520																							85	h	∅	∅	∅	ɪ	r	∅	H	∅	∅	∅	I	R	∅	3	∅	∅	∅	7	5	∅																							86	h	∅	∅	∅	iː	r	∅	H	∅	∅	∅	I	R	∅	3	∅	∅	∅	7	5	∅																						
2	0.6667	2	0.6667	520																							85	ɪ	h	∅	∅	r	∅	∅	I	H	∅	∅	R	∅	∅	7	3	∅	∅	5	∅	∅																							86	iː	h	∅	∅	r	∅	∅	I	H	∅	∅	R	∅	∅	7	3	∅	∅	5	∅	∅																						
3	1.0000	1	0.3333	520																							85	r	ɪ	h	∅	∅	∅	∅	R	I	H	∅	∅	∅	∅	5	7	3	∅	∅	∅	∅																							86	r	iː	h	∅	∅	∅	∅	R	I	H	∅	∅	∅	∅	5	7	3	∅	∅	∅	∅																						
1	0.3333	3	1.0000	528																																													87	o	∅	∅	∅	-	-	∅	U	∅	∅	∅	_	_	∅	7	∅	∅	∅	0	0	∅																							88	a	∅	∅	∅	kʷ	a	∅	A	∅	∅	∅	K	A	∅	7	∅	∅	∅	1	7	∅
2	0.6667	2	0.6667	528																																													87	-	o	∅	∅	-	∅	∅	_	U	∅	∅	_	∅	∅	0	7	∅	∅	0	∅	∅																							88	kʷ	a	∅	∅	a	∅	∅	K	A	∅	∅	A	∅	∅	1	7	∅	∅	7	∅	∅
3	1.0000	1	0.3333	528																																													87	-	-	o	∅	∅	∅	∅	_	_	U	∅	∅	∅	∅	0	0	7	∅	∅	∅	∅																							88	a	kʷ	a	∅	∅	∅	∅	A	K	A	∅	∅	∅	∅	7	1	7	∅	∅	∅	∅
1	0.3333	3	1.0000	532																							89	w	∅	∅	∅	ai	t	∅	W	∅	∅	∅	A	T	∅	6	∅	∅	∅	7	1	∅																							90	v	∅	∅	∅	ai	s	∅	B	∅	∅	∅	A	S	∅	3	∅	∅	∅	7	3	∅																						
2	0.6667	2	0.6667	532																							89	ai	w	∅	∅	t	∅	∅	A	W	∅	∅	T	∅	∅	7	6	∅	∅	1	∅	∅																							90	ai	v	∅	∅	s	∅	∅	A	B	∅	∅	S	∅	∅	7	3	∅	∅	3	∅	∅																						
3	1.0000	1	0.3333	532																							89	t	ai	w	∅	∅	∅	∅	T	A	W	∅	∅	∅	∅	1	7	6	∅	∅	∅	∅																							90	s	ai	v	∅	∅	∅	∅	S	A	B	∅	∅	∅	∅	3	7	3	∅	∅	∅	∅																						
1	0.2000	5	1.0000	548																																													91	p	∅	∅	∅	r	ɛ	s	P	∅	∅	∅	R	E	S	1	∅	∅	∅	5	7	3																							92	p	∅	∅	∅	r	e	m	P	∅	∅	∅	R	E	M	1	∅	∅	∅	5	7	4
2	0.4000	4	0.8000	548																																													91	r	p	∅	∅	ɛ	s	e	R	P	∅	∅	E	S	E	5	1	∅	∅	7	3	7																							92	r	p	∅	∅	e	m	e	R	P	∅	∅	E	M	E	5	1	∅	∅	7	4	7
3	0.6000	3	0.6000	548																																													91	ɛ	r	p	∅	s	e	∅	E	R	P	∅	S	E	∅	7	5	1	∅	3	7	∅																							92	e	r	p	∅	m	e	∅	E	R	P	∅	M	E	∅	7	5	1	∅	4	7	∅
4	0.8000	2	0.4000	548																																													91	s	ɛ	r	p	e	∅	∅	S	E	R	P	E	∅	∅	3	7	5	1	7	∅	∅																							92	m	e	r	p	e	∅	∅	M	E	R	P	E	∅	∅	4	7	5	1	7	∅	∅
5	1.0000	1	0.2000	548																																													91	e	s	ɛ	r	∅	∅	∅	E	S	E	R	∅	∅	∅	7	3	7	5	∅	∅	∅																							92	e	m	e	r	∅	∅	∅	E	M	E	R	∅	∅	∅	7	4	7	5	∅	∅	∅
1	0.3333	3	1.0000	554																							93	p	∅	∅	∅	a	θ	∅	P	∅	∅	∅	A	D	∅	1	∅	∅	∅	7	3	∅																							94	pf	∅	∅	∅	aː	d	∅	B	∅	∅	∅	A	T	∅	2	∅	∅	∅	7	1	∅																						
2	0.6667	2	0.6667	554																							93	a	p	∅	∅	θ	∅	∅	A	P	∅	∅	D	∅	∅	7	1	∅	∅	3	∅	∅																							94	aː	pf	∅	∅	d	∅	∅	A	B	∅	∅	T	∅	∅	7	2	∅	∅	1	∅	∅																						
