index	index_p	rindex	rindex_p	cogid	id_Albanian	segment_Albanian	segment_Albanian_L1	segment_Albanian_L2	segment_Albanian_L3	segment_Albanian_R1	segment_Albanian_R2	segment_Albanian_R3	SC_Albanian	SC_Albanian_L1	SC_Albanian_L2	SC_Albanian_L3	SC_Albanian_R1	SC_Albanian_R2	SC_Albanian_R3	PROSODY_Albanian	PROSODY_Albanian_L1	PROSODY_Albanian_L2	PROSODY_Albanian_L3	PROSODY_Albanian_R1	PROSODY_Albanian_R2	PROSODY_Albanian_R3	id_English	segment_English	segment_English_L1	segment_English_L2	segment_English_L3	segment_English_R1	segment_English_R2	segment_English_R3	SC_English	SC_English_L1	SC_English_L2	SC_English_L3	SC_English_R1	SC_English_R2	SC_English_R3	PROSODY_English	PROSODY_English_L1	PROSODY_English_L2	PROSODY_English_L3	PROSODY_English_R1	PROSODY_English_R2	PROSODY_English_R3	id_French	segment_French	segment_French_L1	segment_French_L2	segment_French_L3	segment_French_R1	segment_French_R2	segment_French_R3	SC_French	SC_French_L1	SC_French_L2	SC_French_L3	SC_French_R1	SC_French_R2	SC_French_R3	PROSODY_French	PROSODY_French_L1	PROSODY_French_L2	PROSODY_French_L3	PROSODY_French_R1	PROSODY_French_R2	PROSODY_French_R3	id_German	segment_German	segment_German_L1	segment_German_L2	segment_German_L3	segment_German_R1	segment_German_R2	segment_German_R3	SC_German	SC_German_L1	SC_German_L2	SC_German_L3	SC_German_R1	SC_German_R2	SC_German_R3	PROSODY_German	PROSODY_German_L1	PROSODY_German_L2	PROSODY_German_L3	PROSODY_German_R1	PROSODY_German_R2	PROSODY_German_R3	id_Latin	segment_Latin	segment_Latin_L1	segment_Latin_L2	segment_Latin_L3	segment_Latin_R1	segment_Latin_R2	segment_Latin_R3	SC_Latin	SC_Latin_L1	SC_Latin_L2	SC_Latin_L3	SC_Latin_R1	SC_Latin_R2	SC_Latin_R3	PROSODY_Latin	PROSODY_Latin_L1	PROSODY_Latin_L2	PROSODY_Latin_L3	PROSODY_Latin_R1	PROSODY_Latin_R2	PROSODY_Latin_R3
2	0.3333	5	0.8333	343	102	j	v	∅	∅	e	t	ə	J	B	∅	∅	E	T	E	6	3	∅	∅	7	1	7																							103	j	v	∅	∅	ɛ	-	-	J	B	∅	∅	E	_	_	6	3	∅	∅	7	0	0																							104	-	w	∅	∅	e	t	e	_	W	∅	∅	E	T	E	0	6	∅	∅	7	1	7
3	0.5000	4	0.6667	343	102	e	j	v	∅	t	ə	r	E	J	B	∅	T	E	R	7	6	3	∅	1	7	5																							103	ɛ	j	v	∅	-	-	j	E	J	B	∅	_	_	J	7	6	3	∅	0	0	6																							104	e	-	w	∅	t	e	r	E	_	W	∅	T	E	R	7	0	6	∅	1	7	5
4	0.6667	3	0.5000	343	102	t	e	j	v	ə	r	∅	T	E	J	B	E	R	∅	1	7	6	3	7	5	∅																							103	-	ɛ	j	v	-	j	∅	_	E	J	B	_	J	∅	0	7	6	3	0	6	∅																							104	t	e	-	w	e	r	∅	T	E	_	W	E	R	∅	1	7	0	6	7	5	∅
5	0.8333	2	0.3333	343	102	ə	t	e	j	r	∅	∅	E	T	E	J	R	∅	∅	7	1	7	6	5	∅	∅																							103	-	-	ɛ	j	j	∅	∅	_	_	E	J	J	∅	∅	0	0	7	6	6	∅	∅																							104	e	t	e	-	r	∅	∅	E	T	E	_	R	∅	∅	7	1	7	0	5	∅	∅
6	1.0000	1	0.1667	343	102	r	ə	t	e	∅	∅	∅	R	E	T	E	∅	∅	∅	5	7	1	7	∅	∅	∅																							103	j	-	-	ɛ	∅	∅	∅	J	_	_	E	∅	∅	∅	6	0	0	7	∅	∅	∅																							104	r	e	t	e	∅	∅	∅	R	E	T	E	∅	∅	∅	5	7	1	7	∅	∅	∅
1	0.2000	5	1.0000	348																																													105	a	∅	∅	∅	r	b	-	A	∅	∅	∅	R	P	_	7	∅	∅	∅	5	1	0																							106	a	∅	∅	∅	r	b	o	A	∅	∅	∅	R	P	U	7	∅	∅	∅	5	1	7
2	0.4000	4	0.8000	348																																													105	r	a	∅	∅	b	-	r	R	A	∅	∅	P	_	R	5	7	∅	∅	1	0	5																							106	r	a	∅	∅	b	o	s	R	A	∅	∅	P	U	S	5	7	∅	∅	1	7	3
3	0.6000	3	0.6000	348																																													105	b	r	a	∅	-	r	∅	P	R	A	∅	_	R	∅	1	5	7	∅	0	5	∅																							106	b	r	a	∅	o	s	∅	P	R	A	∅	U	S	∅	1	5	7	∅	7	3	∅
4	0.8000	2	0.4000	348																																													105	-	b	r	a	r	∅	∅	_	P	R	A	R	∅	∅	0	1	5	7	5	∅	∅																							106	o	b	r	a	s	∅	∅	U	P	R	A	S	∅	∅	7	1	5	7	3	∅	∅
5	1.0000	1	0.2000	348																																													105	r	-	b	r	∅	∅	∅	R	_	P	R	∅	∅	∅	5	0	1	5	∅	∅	∅																							106	s	o	b	r	∅	∅	∅	S	U	P	R	∅	∅	∅	3	7	1	5	∅	∅	∅
1	0.2500	4	1.0000	349	107	d	∅	∅	∅	r	u	r	T	∅	∅	∅	R	Y	R	1	∅	∅	∅	5	7	5	108	t	∅	∅	∅	r	i	-	T	∅	∅	∅	R	I	_	1	∅	∅	∅	5	7	0																																																																		
2	0.5000	3	0.7500	349	107	r	d	∅	∅	u	r	∅	R	T	∅	∅	Y	R	∅	5	1	∅	∅	7	5	∅	108	r	t	∅	∅	i	-	∅	R	T	∅	∅	I	_	∅	5	1	∅	∅	7	0	∅																																																																		
3	0.7500	2	0.5000	349	107	u	r	d	∅	r	∅	∅	Y	R	T	∅	R	∅	∅	7	5	1	∅	5	∅	∅	108	i	r	t	∅	-	∅	∅	I	R	T	∅	_	∅	∅	7	5	1	∅	0	∅	∅																																																																		
4	1.0000	1	0.2500	349	107	r	u	r	d	∅	∅	∅	R	Y	R	T	∅	∅	∅	5	7	5	1	∅	∅	∅	108	-	i	r	t	∅	∅	∅	_	I	R	T	∅	∅	∅	0	7	5	1	∅	∅	∅																																																																		
1	0.2500	4	1.0000	373																							109	f	∅	∅	∅	r	i	z	B	∅	∅	∅	R	I	S	3	∅	∅	∅	5	7	3																							110	f	∅	∅	∅	r	iː	r	B	∅	∅	∅	R	I	R	3	∅	∅	∅	5	7	5																						
2	0.5000	3	0.7500	373																							109	r	f	∅	∅	i	z	∅	R	B	∅	∅	I	S	∅	5	3	∅	∅	7	3	∅																							110	r	f	∅	∅	iː	r	∅	R	B	∅	∅	I	R	∅	5	3	∅	∅	7	5	∅																						
3	0.7500	2	0.5000	373																							109	i	r	f	∅	z	∅	∅	I	R	B	∅	S	∅	∅	7	5	3	∅	3	∅	∅																							110	iː	r	f	∅	r	∅	∅	I	R	B	∅	R	∅	∅	7	5	3	∅	5	∅	∅																						
4	1.0000	1	0.2500	373																							109	z	i	r	f	∅	∅	∅	S	I	R	B	∅	∅	∅	3	7	5	3	∅	∅	∅																							110	r	iː	r	f	∅	∅	∅	R	I	R	B	∅	∅	∅	5	7	5	3	∅	∅	∅																						
1	0.2500	4	1.0000	374																																													111	ʒ	∅	∅	∅	ɛ	l	e	S	∅	∅	∅	E	L	E	3	∅	∅	∅	7	5	7																							112	g	∅	∅	∅	e	l	aː	K	∅	∅	∅	E	L	A	1	∅	∅	∅	7	5	7
2	0.5000	3	0.7500	374																																													111	ɛ	ʒ	∅	∅	l	e	∅	E	S	∅	∅	L	E	∅	7	3	∅	∅	5	7	∅																							112	e	g	∅	∅	l	aː	∅	E	K	∅	∅	L	A	∅	7	1	∅	∅	5	7	∅
3	0.7500	2	0.5000	374																																													111	l	ɛ	ʒ	∅	e	∅	∅	L	E	S	∅	E	∅	∅	5	7	3	∅	7	∅	∅																							112	l	e	g	∅	aː	∅	∅	L	E	K	∅	A	∅	∅	5	7	1	∅	7	∅	∅
4	1.0000	1	0.2500	374																																													111	e	l	ɛ	ʒ	∅	∅	∅	E	L	E	S	∅	∅	∅	7	5	7	3	∅	∅	∅																							112	aː	l	e	g	∅	∅	∅	A	L	E	K	∅	∅	∅	7	5	7	1	∅	∅	∅
1	0.3333	3	1.0000	379																							113	h	∅	∅	∅	ɛ	r	∅	H	∅	∅	∅	E	R	∅	3	∅	∅	∅	7	5	∅																							114	h	∅	∅	∅	aː	r	∅	H	∅	∅	∅	A	R	∅	3	∅	∅	∅	7	5	∅																						
2	0.6667	2	0.6667	379																							113	ɛ	h	∅	∅	r	∅	∅	E	H	∅	∅	R	∅	∅	7	3	∅	∅	5	∅	∅																							114	aː	h	∅	∅	r	∅	∅	A	H	∅	∅	R	∅	∅	7	3	∅	∅	5	∅	∅																						
3	1.0000	1	0.3333	379																							113	r	ɛ	h	∅	∅	∅	∅	R	E	H	∅	∅	∅	∅	5	7	3	∅	∅	∅	∅																							114	r	aː	h	∅	∅	∅	∅	R	A	H	∅	∅	∅	∅	5	7	3	∅	∅	∅	∅																						
1	0.1667	6	1.0000	380																																													115	ʃ	∅	∅	∅	ə	v	ø	S	∅	∅	∅	E	B	U	3	∅	∅	∅	7	3	7																							116	k	∅	∅	∅	a	p	i	K	∅	∅	∅	A	P	I	1	∅	∅	∅	7	1	7
2	0.3333	5	0.8333	380																																													115	ə	ʃ	∅	∅	v	ø	-	E	S	∅	∅	B	U	_	7	3	∅	∅	3	7	0																							116	a	k	∅	∅	p	i	lː	A	K	∅	∅	P	I	L	7	1	∅	∅	1	7	5
3	0.5000	4	0.6667	380																																													115	v	ə	ʃ	∅	ø	-	-	B	E	S	∅	U	_	_	3	7	3	∅	7	0	0																							116	p	a	k	∅	i	lː	o	P	A	K	∅	I	L	U	1	7	1	∅	7	5	7
4	0.6667	3	0.5000	380																																													115	ø	v	ə	ʃ	-	-	∅	U	B	E	S	_	_	∅	7	3	7	3	0	0	∅																							116	i	p	a	k	lː	o	∅	I	P	A	K	L	U	∅	7	1	7	1	5	7	∅
5	0.8333	2	0.3333	380																																													115	-	ø	v	ə	-	∅	∅	_	U	B	E	_	∅	∅	0	7	3	7	0	∅	∅																							116	lː	i	p	a	o	∅	∅	L	I	P	A	U	∅	∅	5	7	1	7	7	∅	∅
6	1.0000	1	0.1667	380																																													115	-	-	ø	v	∅	∅	∅	_	_	U	B	∅	∅	∅	0	0	7	3	∅	∅	∅																							116	o	lː	i	p	∅	∅	∅	U	L	I	P	∅	∅	∅	7	5	7	1	∅	∅	∅
1	0.5000	2	1.0000	385	117	ʃ	∅	∅	∅	-	∅	∅	S	∅	∅	∅	_	∅	∅	3	∅	∅	∅	0	∅	∅	118	s	∅	∅	∅	i	∅	∅	S	∅	∅	∅	I	∅	∅	3	∅	∅	∅	7	∅	∅																							119	z	∅	∅	∅	eː	∅	∅	S	∅	∅	∅	E	∅	∅	3	∅	∅	∅	7	∅	∅																						
2	1.0000	1	0.5000	385	117	-	ʃ	∅	∅	∅	∅	∅	_	S	∅	∅	∅	∅	∅	0	3	∅	∅	∅	∅	∅	118	i	s	∅	∅	∅	∅	∅	I	S	∅	∅	∅	∅	∅	7	3	∅	∅	∅	∅	∅																							119	eː	z	∅	∅	∅	∅	∅	E	S	∅	∅	∅	∅	∅	7	3	∅	∅	∅	∅	∅																						
1	0.2500	4	1.0000	386																																													120	v	∅	∅	∅	-	w	a	B	∅	∅	∅	_	W	A	3	∅	∅	∅	0	6	7																							121	w	∅	∅	∅	i	d	eː	W	∅	∅	∅	I	T	E	6	∅	∅	∅	7	1	7
2	0.5000	3	0.7500	386																																													120	-	v	∅	∅	w	a	∅	_	B	∅	∅	W	A	∅	0	3	∅	∅	6	7	∅																							121	i	w	∅	∅	d	eː	∅	I	W	∅	∅	T	E	∅	7	6	∅	∅	1	7	∅
3	0.7500	2	0.5000	386																																													120	w	-	v	∅	a	∅	∅	W	_	B	∅	A	∅	∅	6	0	3	∅	7	∅	∅																							121	d	i	w	∅	eː	∅	∅	T	I	W	∅	E	∅	∅	1	7	6	∅	7	∅	∅
4	1.0000	1	0.2500	386																																													120	a	w	-	v	∅	∅	∅	A	W	_	B	∅	∅	∅	7	6	0	3	∅	∅	∅																							121	eː	d	i	w	∅	∅	∅	E	T	I	W	∅	∅	∅	7	1	7	6	∅	∅	∅
1	0.2500	4	1.0000	391																							122	g	∅	∅	∅	r	i	s	K	∅	∅	∅	R	I	S	1	∅	∅	∅	5	7	3	123	g	∅	∅	∅	r	ɛ	s	K	∅	∅	∅	R	E	S	1	∅	∅	∅	5	7	3																																												
2	0.5000	3	0.7500	391																							122	r	g	∅	∅	i	s	∅	R	K	∅	∅	I	S	∅	5	1	∅	∅	7	3	∅	123	r	g	∅	∅	ɛ	s	∅	R	K	∅	∅	E	S	∅	5	1	∅	∅	7	3	∅																																												
3	0.7500	2	0.5000	391																							122	i	r	g	∅	s	∅	∅	I	R	K	∅	S	∅	∅	7	5	1	∅	3	∅	∅	123	ɛ	r	g	∅	s	∅	∅	E	R	K	∅	S	∅	∅	7	5	1	∅	3	∅	∅																																												
4	1.0000	1	0.2500	391																							122	s	i	r	g	∅	∅	∅	S	I	R	K	∅	∅	∅	3	7	5	1	∅	∅	∅	123	s	ɛ	r	g	∅	∅	∅	S	E	R	K	∅	∅	∅	3	7	5	1	∅	∅	∅																																												
1	0.5000	2	1.0000	397																							124	s	∅	∅	∅	i	∅	∅	S	∅	∅	∅	I	∅	∅	3	∅	∅	∅	7	∅	∅																							125	z	∅	∅	∅	eː	∅	∅	S	∅	∅	∅	E	∅	∅	3	∅	∅	∅	7	∅	∅																						
2	1.0000	1	0.5000	397																							124	i	s	∅	∅	∅	∅	∅	I	S	∅	∅	∅	∅	∅	7	3	∅	∅	∅	∅	∅																							125	eː	z	∅	∅	∅	∅	∅	E	S	∅	∅	∅	∅	∅	7	3	∅	∅	∅	∅	∅																						
1	0.2500	4	1.0000	398																																													126	m	∅	∅	∅	ɛ	r	-	M	∅	∅	∅	E	R	_	4	∅	∅	∅	7	5	0																							127	m	∅	∅	∅	a	r	e	M	∅	∅	∅	A	R	E	4	∅	∅	∅	7	5	7
2	0.5000	3	0.7500	398																																													126	ɛ	m	∅	∅	r	-	∅	E	M	∅	∅	R	_	∅	7	4	∅	∅	5	0	∅																							127	a	m	∅	∅	r	e	∅	A	M	∅	∅	R	E	∅	7	4	∅	∅	5	7	∅
3	0.7500	2	0.5000	398																																													126	r	ɛ	m	∅	-	∅	∅	R	E	M	∅	_	∅	∅	5	7	4	∅	0	∅	∅																							127	r	a	m	∅	e	∅	∅	R	A	M	∅	E	∅	∅	5	7	4	∅	7	∅	∅
4	1.0000	1	0.2500	398																																													126	-	r	ɛ	m	∅	∅	∅	_	R	E	M	∅	∅	∅	0	5	7	4	∅	∅	∅																							127	e	r	a	m	∅	∅	∅	E	R	A	M	∅	∅	∅	7	5	7	4	∅	∅	∅
1	0.3333	3	1.0000	403																							128	j	∅	∅	∅	ɪ	r	∅	J	∅	∅	∅	I	R	∅	6	∅	∅	∅	7	5	∅																							129	j	∅	∅	∅	aː	r	∅	J	∅	∅	∅	A	R	∅	6	∅	∅	∅	7	5	∅																						
2	0.6667	2	0.6667	403																							128	ɪ	j	∅	∅	r	∅	∅	I	J	∅	∅	R	∅	∅	7	6	∅	∅	5	∅	∅																							129	aː	j	∅	∅	r	∅	∅	A	J	∅	∅	R	∅	∅	7	6	∅	∅	5	∅	∅																						
3	1.0000	1	0.3333	403																							128	r	ɪ	j	∅	∅	∅	∅	R	I	J	∅	∅	∅	∅	5	7	6	∅	∅	∅	∅																							129	r	aː	j	∅	∅	∅	∅	R	A	J	∅	∅	∅	∅	5	7	6	∅	∅	∅	∅																						
1	0.3333	3	1.0000	404																																													130	a	∅	∅	∅	n	e	∅	A	∅	∅	∅	N	E	∅	7	∅	∅	∅	4	7	∅																							131	a	∅	∅	∅	nː	o	∅	A	∅	∅	∅	N	U	∅	7	∅	∅	∅	4	7	∅
2	0.6667	2	0.6667	404																																													130	n	a	∅	∅	e	∅	∅	N	A	∅	∅	E	∅	∅	4	7	∅	∅	7	∅	∅																							131	nː	a	∅	∅	o	∅	∅	N	A	∅	∅	U	∅	∅	4	7	∅	∅	7	∅	∅
3	1.0000	1	0.3333	404																																													130	e	n	a	∅	∅	∅	∅	E	N	A	∅	∅	∅	∅	7	4	7	∅	∅	∅	∅																							131	o	nː	a	∅	∅	∅	∅	U	N	A	∅	∅	∅	∅	7	4	7	∅	∅	∅	∅
1	0.1429	7	1.0000	410																																													132	e	∅	∅	∅	k	ɔ	r	E	∅	∅	∅	K	U	R	7	∅	∅	∅	1	7	5																							133	-	∅	∅	∅	k	o	r	_	∅	∅	∅	K	U	R	0	∅	∅	∅	1	7	5
2	0.2857	6	0.8571	410																																													132	k	e	∅	∅	ɔ	r	s	K	E	∅	∅	U	R	S	1	7	∅	∅	7	5	3																							133	k	-	∅	∅	o	r	t	K	_	∅	∅	U	R	T	1	0	∅	∅	7	5	1
3	0.4286	5	0.7143	410																																													132	ɔ	k	e	∅	r	s	-	U	K	E	∅	R	S	_	7	1	7	∅	5	3	0																							133	o	k	-	∅	r	t	i	U	K	_	∅	R	T	I	7	1	0	∅	5	1	7
4	0.5714	4	0.5714	410																																													132	r	ɔ	k	e	s	-	-	R	U	K	E	S	_	_	5	7	1	7	3	0	0																							133	r	o	k	-	t	i	k	R	U	K	_	T	I	K	5	7	1	0	1	7	1
5	0.7143	3	0.4286	410																																													132	s	r	ɔ	k	-	-	∅	S	R	U	K	_	_	∅	3	5	7	1	0	0	∅																							133	t	r	o	k	i	k	∅	T	R	U	K	I	K	∅	1	5	7	1	7	1	∅
6	0.8571	2	0.2857	410																																													132	-	s	r	ɔ	-	∅	∅	_	S	R	U	_	∅	∅	0	3	5	7	0	∅	∅																							133	i	t	r	o	k	∅	∅	I	T	R	U	K	∅	∅	7	1	5	7	1	∅	∅
7	1.0000	1	0.1429	410																																													132	-	-	s	r	∅	∅	∅	_	_	S	R	∅	∅	∅	0	0	3	5	∅	∅	∅																							133	k	i	t	r	∅	∅	∅	K	I	T	R	∅	∅	∅	1	7	1	5	∅	∅	∅
1	0.2500	4	1.0000	416																							134	-	∅	∅	∅	w	ɑ	t	_	∅	∅	∅	W	A	T	0	∅	∅	∅	6	7	1	135	k	∅	∅	∅	w	a	-	K	∅	∅	∅	W	A	_	1	∅	∅	∅	6	7	0	136	-	∅	∅	∅	v	-	-	_	∅	∅	∅	B	_	_	0	∅	∅	∅	3	0	0	137	kʷ	∅	∅	∅	-	o	-	K	∅	∅	∅	_	U	_	1	∅	∅	∅	0	7	0
2	0.5000	3	0.7500	416																							134	w	-	∅	∅	ɑ	t	∅	W	_	∅	∅	A	T	∅	6	0	∅	∅	7	1	∅	135	w	k	∅	∅	a	-	∅	W	K	∅	∅	A	_	∅	6	1	∅	∅	7	0	∅	136	v	-	∅	∅	-	-	∅	B	_	∅	∅	_	_	∅	3	0	∅	∅	0	0	∅	137	-	kʷ	∅	∅	o	-	∅	_	K	∅	∅	U	_	∅	0	1	∅	∅	7	0	∅
3	0.7500	2	0.5000	416																							134	ɑ	w	-	∅	t	∅	∅	A	W	_	∅	T	∅	∅	7	6	0	∅	1	∅	∅	135	a	w	k	∅	-	∅	∅	A	W	K	∅	_	∅	∅	7	6	1	∅	0	∅	∅	136	-	v	-	∅	-	∅	∅	_	B	_	∅	_	∅	∅	0	3	0	∅	0	∅	∅	137	o	-	kʷ	∅	-	∅	∅	U	_	K	∅	_	∅	∅	7	0	1	∅	0	∅	∅
4	1.0000	1	0.2500	416																							134	t	ɑ	w	-	∅	∅	∅	T	A	W	_	∅	∅	∅	1	7	6	0	∅	∅	∅	135	-	a	w	k	∅	∅	∅	_	A	W	K	∅	∅	∅	0	7	6	1	∅	∅	∅	136	-	-	v	-	∅	∅	∅	_	_	B	_	∅	∅	∅	0	0	3	0	∅	∅	∅	137	-	o	-	kʷ	∅	∅	∅	_	U	_	K	∅	∅	∅	0	7	0	1	∅	∅	∅
1	0.2000	5	1.0000	427																																													138	f	∅	∅	∅	œ	j	-	B	∅	∅	∅	U	J	_	3	∅	∅	∅	7	6	0																							139	f	∅	∅	∅	o	l	i	B	∅	∅	∅	U	L	I	3	∅	∅	∅	7	5	7
2	0.4000	4	0.8000	427																																													138	œ	f	∅	∅	j	-	-	U	B	∅	∅	J	_	_	7	3	∅	∅	6	0	0																							139	o	f	∅	∅	l	i	o	U	B	∅	∅	L	I	U	7	3	∅	∅	5	7	7
3	0.6000	3	0.6000	427																																													138	j	œ	f	∅	-	-	∅	J	U	B	∅	_	_	∅	6	7	3	∅	0	0	∅																							139	l	o	f	∅	i	o	∅	L	U	B	∅	I	U	∅	5	7	3	∅	7	7	∅
4	0.8000	2	0.4000	427																																													138	-	j	œ	f	-	∅	∅	_	J	U	B	_	∅	∅	0	6	7	3	0	∅	∅																							139	i	l	o	f	o	∅	∅	I	L	U	B	U	∅	∅	7	5	7	3	7	∅	∅
5	1.0000	1	0.2000	427																																													138	-	-	j	œ	∅	∅	∅	_	_	J	U	∅	∅	∅	0	0	6	7	∅	∅	∅																							139	o	i	l	o	∅	∅	∅	U	I	L	U	∅	∅	∅	7	7	5	7	∅	∅	∅
1	0.2000	5	1.0000	433																							140	s	∅	∅	∅	ə	n	-	S	∅	∅	∅	E	N	_	3	∅	∅	∅	7	4	0	141	s	∅	∅	∅	ɔ	l	ɛ	S	∅	∅	∅	U	L	E	3	∅	∅	∅	7	5	7	142	z	∅	∅	∅	o	n	ə	S	∅	∅	∅	U	N	E	3	∅	∅	∅	7	4	7	143	s	∅	∅	∅	oː	l	-	S	∅	∅	∅	U	L	_	3	∅	∅	∅	7	5	0
2	0.4000	4	0.8000	433																							140	ə	s	∅	∅	n	-	-	E	S	∅	∅	N	_	_	7	3	∅	∅	4	0	0	141	ɔ	s	∅	∅	l	ɛ	j	U	S	∅	∅	L	E	J	7	3	∅	∅	5	7	6	142	o	z	∅	∅	n	ə	-	U	S	∅	∅	N	E	_	7	3	∅	∅	4	7	0	143	oː	s	∅	∅	l	-	-	U	S	∅	∅	L	_	_	7	3	∅	∅	5	0	0
3	0.6000	3	0.6000	433																							140	n	ə	s	∅	-	-	∅	N	E	S	∅	_	_	∅	4	7	3	∅	0	0	∅	141	l	ɔ	s	∅	ɛ	j	∅	L	U	S	∅	E	J	∅	5	7	3	∅	7	6	∅	142	n	o	z	∅	ə	-	∅	N	U	S	∅	E	_	∅	4	7	3	∅	7	0	∅	143	l	oː	s	∅	-	-	∅	L	U	S	∅	_	_	∅	5	7	3	∅	0	0	∅
4	0.8000	2	0.4000	433																							140	-	n	ə	s	-	∅	∅	_	N	E	S	_	∅	∅	0	4	7	3	0	∅	∅	141	ɛ	l	ɔ	s	j	∅	∅	E	L	U	S	J	∅	∅	7	5	7	3	6	∅	∅	142	ə	n	o	z	-	∅	∅	E	N	U	S	_	∅	∅	7	4	7	3	0	∅	∅	143	-	l	oː	s	-	∅	∅	_	L	U	S	_	∅	∅	0	5	7	3	0	∅	∅
5	1.0000	1	0.2000	433																							140	-	-	n	ə	∅	∅	∅	_	_	N	E	∅	∅	∅	0	0	4	7	∅	∅	∅	141	j	ɛ	l	ɔ	∅	∅	∅	J	E	L	U	∅	∅	∅	6	7	5	7	∅	∅	∅	142	-	ə	n	o	∅	∅	∅	_	E	N	U	∅	∅	∅	0	7	4	7	∅	∅	∅	143	-	-	l	oː	∅	∅	∅	_	_	L	U	∅	∅	∅	0	0	5	7	∅	∅	∅
1	0.2500	4	1.0000	442																							144	s	∅	∅	∅	a	n	d	S	∅	∅	∅	A	N	T	3	∅	∅	∅	7	4	1																							145	z	∅	∅	∅	a	n	d	S	∅	∅	∅	A	N	T	3	∅	∅	∅	7	4	1																						
2	0.5000	3	0.7500	442																							144	a	s	∅	∅	n	d	∅	A	S	∅	∅	N	T	∅	7	3	∅	∅	4	1	∅																							145	a	z	∅	∅	n	d	∅	A	S	∅	∅	N	T	∅	7	3	∅	∅	4	1	∅																						
3	0.7500	2	0.5000	442																							144	n	a	s	∅	d	∅	∅	N	A	S	∅	T	∅	∅	4	7	3	∅	1	∅	∅																							145	n	a	z	∅	d	∅	∅	N	A	S	∅	T	∅	∅	4	7	3	∅	1	∅	∅																						
4	1.0000	1	0.2500	442																							144	d	n	a	s	∅	∅	∅	T	N	A	S	∅	∅	∅	1	4	7	3	∅	∅	∅																							145	d	n	a	z	∅	∅	∅	T	N	A	S	∅	∅	∅	1	4	7	3	∅	∅	∅																						
1	0.2000	5	1.0000	445	146	-	∅	∅	∅	r	ə	r	_	∅	∅	∅	R	E	R	0	∅	∅	∅	5	7	5																																																																			147	a	∅	∅	∅	r	eː	n	A	∅	∅	∅	R	E	N	7	∅	∅	∅	5	7	4
2	0.4000	4	0.8000	445	146	r	-	∅	∅	ə	r	-	R	_	∅	∅	E	R	_	5	0	∅	∅	7	5	0																																																																			147	r	a	∅	∅	eː	n	a	R	A	∅	∅	E	N	A	5	7	∅	∅	7	4	7
3	0.6000	3	0.6000	445	146	ə	r	-	∅	r	-	∅	E	R	_	∅	R	_	∅	7	5	0	∅	5	0	∅																																																																			147	eː	r	a	∅	n	a	∅	E	R	A	∅	N	A	∅	7	5	7	∅	4	7	∅
4	0.8000	2	0.4000	445	146	r	ə	r	-	-	∅	∅	R	E	R	_	_	∅	∅	5	7	5	0	0	∅	∅																																																																			147	n	eː	r	a	a	∅	∅	N	E	R	A	A	∅	∅	4	7	5	7	7	∅	∅
5	1.0000	1	0.2000	445	146	-	r	ə	r	∅	∅	∅	_	R	E	R	∅	∅	∅	0	5	7	5	∅	∅	∅																																																																			147	a	n	eː	r	∅	∅	∅	A	N	E	R	∅	∅	∅	7	4	7	5	∅	∅	∅
1	0.5000	2	1.0000	448																							148	ai	∅	∅	∅	s	∅	∅	A	∅	∅	∅	S	∅	∅	7	∅	∅	∅	3	∅	∅																							149	ai	∅	∅	∅	s	∅	∅	A	∅	∅	∅	S	∅	∅	7	∅	∅	∅	3	∅	∅																						
2	1.0000	1	0.5000	448																							148	s	ai	∅	∅	∅	∅	∅	S	A	∅	∅	∅	∅	∅	3	7	∅	∅	∅	∅	∅																							149	s	ai	∅	∅	∅	∅	∅	S	A	∅	∅	∅	∅	∅	3	7	∅	∅	∅	∅	∅																						
1	0.1667	6	1.0000	449																																													150	g	∅	∅	∅	l	a	s	K	∅	∅	∅	L	A	S	1	∅	∅	∅	5	7	3																							151	g	∅	∅	∅	l	a	k	K	∅	∅	∅	L	A	K	1	∅	∅	∅	5	7	1
2	0.3333	5	0.8333	449																																													150	l	g	∅	∅	a	s	-	L	K	∅	∅	A	S	_	5	1	∅	∅	7	3	0																							151	l	g	∅	∅	a	k	i	L	K	∅	∅	A	K	I	5	1	∅	∅	7	1	7
3	0.5000	4	0.6667	449																																													150	a	l	g	∅	s	-	-	A	L	K	∅	S	_	_	7	5	1	∅	3	0	0																							151	a	l	g	∅	k	i	eː	A	L	K	∅	K	I	E	7	5	1	∅	1	7	7
4	0.6667	3	0.5000	449																																													150	s	a	l	g	-	-	∅	S	A	L	K	_	_	∅	3	7	5	1	0	0	∅																							151	k	a	l	g	i	eː	∅	K	A	L	K	I	E	∅	1	7	5	1	7	7	∅
5	0.8333	2	0.3333	449																																													150	-	s	a	l	-	∅	∅	_	S	A	L	_	∅	∅	0	3	7	5	0	∅	∅																							151	i	k	a	l	eː	∅	∅	I	K	A	L	E	∅	∅	7	1	7	5	7	∅	∅
6	1.0000	1	0.1667	449																																													150	-	-	s	a	∅	∅	∅	_	_	S	A	∅	∅	∅	0	0	3	7	∅	∅	∅																							151	eː	i	k	a	∅	∅	∅	E	I	K	A	∅	∅	∅	7	7	1	7	∅	∅	∅
