index	index_p	rindex	rindex_p	cogid	id_Albanian	segment_Albanian	segment_Albanian_L1	segment_Albanian_L2	segment_Albanian_L3	segment_Albanian_R1	segment_Albanian_R2	segment_Albanian_R3	SC_Albanian	SC_Albanian_L1	SC_Albanian_L2	SC_Albanian_L3	SC_Albanian_R1	SC_Albanian_R2	SC_Albanian_R3	PROSODY_Albanian	PROSODY_Albanian_L1	PROSODY_Albanian_L2	PROSODY_Albanian_L3	PROSODY_Albanian_R1	PROSODY_Albanian_R2	PROSODY_Albanian_R3	id_English	segment_English	segment_English_L1	segment_English_L2	segment_English_L3	segment_English_R1	segment_English_R2	segment_English_R3	SC_English	SC_English_L1	SC_English_L2	SC_English_L3	SC_English_R1	SC_English_R2	SC_English_R3	PROSODY_English	PROSODY_English_L1	PROSODY_English_L2	PROSODY_English_L3	PROSODY_English_R1	PROSODY_English_R2	PROSODY_English_R3	id_French	segment_French	segment_French_L1	segment_French_L2	segment_French_L3	segment_French_R1	segment_French_R2	segment_French_R3	SC_French	SC_French_L1	SC_French_L2	SC_French_L3	SC_French_R1	SC_French_R2	SC_French_R3	PROSODY_French	PROSODY_French_L1	PROSODY_French_L2	PROSODY_French_L3	PROSODY_French_R1	PROSODY_French_R2	PROSODY_French_R3	id_German	segment_German	segment_German_L1	segment_German_L2	segment_German_L3	segment_German_R1	segment_German_R2	segment_German_R3	SC_German	SC_German_L1	SC_German_L2	SC_German_L3	SC_German_R1	SC_German_R2	SC_German_R3	PROSODY_German	PROSODY_German_L1	PROSODY_German_L2	PROSODY_German_L3	PROSODY_German_R1	PROSODY_German_R2	PROSODY_German_R3	id_Latin	segment_Latin	segment_Latin_L1	segment_Latin_L2	segment_Latin_L3	segment_Latin_R1	segment_Latin_R2	segment_Latin_R3	SC_Latin	SC_Latin_L1	SC_Latin_L2	SC_Latin_L3	SC_Latin_R1	SC_Latin_R2	SC_Latin_R3	PROSODY_Latin	PROSODY_Latin_L1	PROSODY_Latin_L2	PROSODY_Latin_L3	PROSODY_Latin_R1	PROSODY_Latin_R2	PROSODY_Latin_R3
1	0.2500	4	1.0000	168																																													41	b	∅	∅	∅	ɔ	n	-	P	∅	∅	∅	U	N	_	1	∅	∅	∅	7	4	0																							42	b	∅	∅	∅	o	n	o	P	∅	∅	∅	U	N	U	1	∅	∅	∅	7	4	7
2	0.5000	3	0.7500	168																																													41	ɔ	b	∅	∅	n	-	∅	U	P	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅																							42	o	b	∅	∅	n	o	∅	U	P	∅	∅	N	U	∅	7	1	∅	∅	4	7	∅
3	0.7500	2	0.5000	168																																													41	n	ɔ	b	∅	-	∅	∅	N	U	P	∅	_	∅	∅	4	7	1	∅	0	∅	∅																							42	n	o	b	∅	o	∅	∅	N	U	P	∅	U	∅	∅	4	7	1	∅	7	∅	∅
4	1.0000	1	0.2500	168																																													41	-	n	ɔ	b	∅	∅	∅	_	N	U	P	∅	∅	∅	0	4	7	1	∅	∅	∅																							42	o	n	o	b	∅	∅	∅	U	N	U	P	∅	∅	∅	7	4	7	1	∅	∅	∅
1	0.3333	3	1.0000	181																							43	w	∅	∅	∅	ai	d	∅	W	∅	∅	∅	A	T	∅	6	∅	∅	∅	7	1	∅																							44	v	∅	∅	∅	ai	t	∅	B	∅	∅	∅	A	T	∅	3	∅	∅	∅	7	1	∅																						
2	0.6667	2	0.6667	181																							43	ai	w	∅	∅	d	∅	∅	A	W	∅	∅	T	∅	∅	7	6	∅	∅	1	∅	∅																							44	ai	v	∅	∅	t	∅	∅	A	B	∅	∅	T	∅	∅	7	3	∅	∅	1	∅	∅																						
3	1.0000	1	0.3333	181																							43	d	ai	w	∅	∅	∅	∅	T	A	W	∅	∅	∅	∅	1	7	6	∅	∅	∅	∅																							44	t	ai	v	∅	∅	∅	∅	T	A	B	∅	∅	∅	∅	1	7	3	∅	∅	∅	∅																						
1	0.2000	5	1.0000	198	45	m	∅	∅	∅	a	ð	-	M	∅	∅	∅	A	D	_	4	∅	∅	∅	7	3	0																																																																			46	m	∅	∅	∅	a	g	n	M	∅	∅	∅	A	K	N	4	∅	∅	∅	7	1	4
2	0.4000	4	0.8000	198	45	a	m	∅	∅	ð	-	-	A	M	∅	∅	D	_	_	7	4	∅	∅	3	0	0																																																																			46	a	m	∅	∅	g	n	o	A	M	∅	∅	K	N	U	7	4	∅	∅	1	4	7
3	0.6000	3	0.6000	198	45	ð	a	m	∅	-	-	∅	D	A	M	∅	_	_	∅	3	7	4	∅	0	0	∅																																																																			46	g	a	m	∅	n	o	∅	K	A	M	∅	N	U	∅	1	7	4	∅	4	7	∅
4	0.8000	2	0.4000	198	45	-	ð	a	m	-	∅	∅	_	D	A	M	_	∅	∅	0	3	7	4	0	∅	∅																																																																			46	n	g	a	m	o	∅	∅	N	K	A	M	U	∅	∅	4	1	7	4	7	∅	∅
5	1.0000	1	0.2000	198	45	-	-	ð	a	∅	∅	∅	_	_	D	A	∅	∅	∅	0	0	3	7	∅	∅	∅																																																																			46	o	n	g	a	∅	∅	∅	U	N	K	A	∅	∅	∅	7	4	1	7	∅	∅	∅
1	0.2000	5	1.0000	205																							47	b	∅	∅	∅	r	ɛ	s	P	∅	∅	∅	R	E	S	1	∅	∅	∅	5	7	3																							48	b	∅	∅	∅	r	u	s	P	∅	∅	∅	R	Y	S	1	∅	∅	∅	5	7	3																						
2	0.4000	4	0.8000	205																							47	r	b	∅	∅	ɛ	s	t	R	P	∅	∅	E	S	T	5	1	∅	∅	7	3	1																							48	r	b	∅	∅	u	s	t	R	P	∅	∅	Y	S	T	5	1	∅	∅	7	3	1																						
3	0.6000	3	0.6000	205																							47	ɛ	r	b	∅	s	t	∅	E	R	P	∅	S	T	∅	7	5	1	∅	3	1	∅																							48	u	r	b	∅	s	t	∅	Y	R	P	∅	S	T	∅	7	5	1	∅	3	1	∅																						
4	0.8000	2	0.4000	205																							47	s	ɛ	r	b	t	∅	∅	S	E	R	P	T	∅	∅	3	7	5	1	1	∅	∅																							48	s	u	r	b	t	∅	∅	S	Y	R	P	T	∅	∅	3	7	5	1	1	∅	∅																						
5	1.0000	1	0.2000	205																							47	t	s	ɛ	r	∅	∅	∅	T	S	E	R	∅	∅	∅	1	3	7	5	∅	∅	∅																							48	t	s	u	r	∅	∅	∅	T	S	Y	R	∅	∅	∅	1	3	7	5	∅	∅	∅																						
1	0.3333	3	1.0000	220																							49	f	∅	∅	∅	ɔ	l	∅	B	∅	∅	∅	U	L	∅	3	∅	∅	∅	7	5	∅																							50	f	∅	∅	∅	a	l	∅	B	∅	∅	∅	A	L	∅	3	∅	∅	∅	7	5	∅																						
2	0.6667	2	0.6667	220																							49	ɔ	f	∅	∅	l	∅	∅	U	B	∅	∅	L	∅	∅	7	3	∅	∅	5	∅	∅																							50	a	f	∅	∅	l	∅	∅	A	B	∅	∅	L	∅	∅	7	3	∅	∅	5	∅	∅																						
3	1.0000	1	0.3333	220																							49	l	ɔ	f	∅	∅	∅	∅	L	U	B	∅	∅	∅	∅	5	7	3	∅	∅	∅	∅																							50	l	a	f	∅	∅	∅	∅	L	A	B	∅	∅	∅	∅	5	7	3	∅	∅	∅	∅																						
1	0.3333	3	1.0000	238																							51	d	∅	∅	∅	e	-	∅	T	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅																							52	t	∅	∅	∅	aː	g	∅	T	∅	∅	∅	A	K	∅	1	∅	∅	∅	7	1	∅																						
2	0.6667	2	0.6667	238																							51	e	d	∅	∅	-	∅	∅	E	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							52	aː	t	∅	∅	g	∅	∅	A	T	∅	∅	K	∅	∅	7	1	∅	∅	1	∅	∅																						
3	1.0000	1	0.3333	238																							51	-	e	d	∅	∅	∅	∅	_	E	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							52	g	aː	t	∅	∅	∅	∅	K	A	T	∅	∅	∅	∅	1	7	1	∅	∅	∅	∅																						
1	0.2500	4	1.0000	239																																													53	ʒ	∅	∅	∅	u	-	r	S	∅	∅	∅	Y	_	R	3	∅	∅	∅	7	0	5																							54	d	∅	∅	∅	i	eː	-	T	∅	∅	∅	I	E	_	1	∅	∅	∅	7	7	0
2	0.5000	3	0.7500	239																																													53	u	ʒ	∅	∅	-	r	∅	Y	S	∅	∅	_	R	∅	7	3	∅	∅	0	5	∅																							54	i	d	∅	∅	eː	-	∅	I	T	∅	∅	E	_	∅	7	1	∅	∅	7	0	∅
3	0.7500	2	0.5000	239																																													53	-	u	ʒ	∅	r	∅	∅	_	Y	S	∅	R	∅	∅	0	7	3	∅	5	∅	∅																							54	eː	i	d	∅	-	∅	∅	E	I	T	∅	_	∅	∅	7	7	1	∅	0	∅	∅
4	1.0000	1	0.2500	239																																													53	r	-	u	ʒ	∅	∅	∅	R	_	Y	S	∅	∅	∅	5	0	7	3	∅	∅	∅																							54	-	eː	i	d	∅	∅	∅	_	E	I	T	∅	∅	∅	0	7	7	1	∅	∅	∅
1	0.2500	4	1.0000	257																																													55	m	∅	∅	∅	œ	r	-	M	∅	∅	∅	U	R	_	4	∅	∅	∅	7	5	0																							56	m	∅	∅	∅	o	r	iː	M	∅	∅	∅	U	R	I	4	∅	∅	∅	7	5	7
2	0.5000	3	0.7500	257																																													55	œ	m	∅	∅	r	-	∅	U	M	∅	∅	R	_	∅	7	4	∅	∅	5	0	∅																							56	o	m	∅	∅	r	iː	∅	U	M	∅	∅	R	I	∅	7	4	∅	∅	5	7	∅
3	0.7500	2	0.5000	257																																													55	r	œ	m	∅	-	∅	∅	R	U	M	∅	_	∅	∅	5	7	4	∅	0	∅	∅																							56	r	o	m	∅	iː	∅	∅	R	U	M	∅	I	∅	∅	5	7	4	∅	7	∅	∅
4	1.0000	1	0.2500	257																																													55	-	r	œ	m	∅	∅	∅	_	R	U	M	∅	∅	∅	0	5	7	4	∅	∅	∅																							56	iː	r	o	m	∅	∅	∅	I	R	U	M	∅	∅	∅	7	5	7	4	∅	∅	∅
1	0.3333	3	1.0000	271																							57	a	∅	∅	∅	ʃ	-	∅	A	∅	∅	∅	S	_	∅	7	∅	∅	∅	3	0	∅																							58	a	∅	∅	∅	ʃ	ə	∅	A	∅	∅	∅	S	E	∅	7	∅	∅	∅	3	7	∅																						
2	0.6667	2	0.6667	271																							57	ʃ	a	∅	∅	-	∅	∅	S	A	∅	∅	_	∅	∅	3	7	∅	∅	0	∅	∅																							58	ʃ	a	∅	∅	ə	∅	∅	S	A	∅	∅	E	∅	∅	3	7	∅	∅	7	∅	∅																						
3	1.0000	1	0.3333	271																							57	-	ʃ	a	∅	∅	∅	∅	_	S	A	∅	∅	∅	∅	0	3	7	∅	∅	∅	∅																							58	ə	ʃ	a	∅	∅	∅	∅	E	S	A	∅	∅	∅	∅	7	3	7	∅	∅	∅	∅																						
1	0.2000	5	1.0000	272																																													59	s	∅	∅	∅	ɑ̃	d	-	S	∅	∅	∅	A	T	_	3	∅	∅	∅	7	1	0																							60	k	∅	∅	∅	i	n	e	K	∅	∅	∅	I	N	E	1	∅	∅	∅	7	4	7
2	0.4000	4	0.8000	272																																													59	ɑ̃	s	∅	∅	d	-	r	A	S	∅	∅	T	_	R	7	3	∅	∅	1	0	5																							60	i	k	∅	∅	n	e	r	I	K	∅	∅	N	E	R	7	1	∅	∅	4	7	5
3	0.6000	3	0.6000	272																																													59	d	ɑ̃	s	∅	-	r	∅	T	A	S	∅	_	R	∅	1	7	3	∅	0	5	∅																							60	n	i	k	∅	e	r	∅	N	I	K	∅	E	R	∅	4	7	1	∅	7	5	∅
4	0.8000	2	0.4000	272																																													59	-	d	ɑ̃	s	r	∅	∅	_	T	A	S	R	∅	∅	0	1	7	3	5	∅	∅																							60	e	n	i	k	r	∅	∅	E	N	I	K	R	∅	∅	7	4	7	1	5	∅	∅
5	1.0000	1	0.2000	272																																													59	r	-	d	ɑ̃	∅	∅	∅	R	_	T	A	∅	∅	∅	5	0	1	7	∅	∅	∅																							60	r	e	n	i	∅	∅	∅	R	E	N	I	∅	∅	∅	5	7	4	7	∅	∅	∅
1	0.2000	5	1.0000	278																																													61	m	∅	∅	∅	ɔ	v	ɛ	M	∅	∅	∅	U	B	E	4	∅	∅	∅	7	3	7																							62	m	∅	∅	∅	a	l	o	M	∅	∅	∅	A	L	U	4	∅	∅	∅	7	5	7
2	0.4000	4	0.8000	278																																													61	ɔ	m	∅	∅	v	ɛ	z	U	M	∅	∅	B	E	S	7	4	∅	∅	3	7	3																							62	a	m	∅	∅	l	o	-	A	M	∅	∅	L	U	_	7	4	∅	∅	5	7	0
3	0.6000	3	0.6000	278																																													61	v	ɔ	m	∅	ɛ	z	∅	B	U	M	∅	E	S	∅	3	7	4	∅	7	3	∅																							62	l	a	m	∅	o	-	∅	L	A	M	∅	U	_	∅	5	7	4	∅	7	0	∅
4	0.8000	2	0.4000	278																																													61	ɛ	v	ɔ	m	z	∅	∅	E	B	U	M	S	∅	∅	7	3	7	4	3	∅	∅																							62	o	l	a	m	-	∅	∅	U	L	A	M	_	∅	∅	7	5	7	4	0	∅	∅
5	1.0000	1	0.2000	278																																													61	z	ɛ	v	ɔ	∅	∅	∅	S	E	B	U	∅	∅	∅	3	7	3	7	∅	∅	∅																							62	-	o	l	a	∅	∅	∅	_	U	L	A	∅	∅	∅	0	7	5	7	∅	∅	∅
1	0.2500	4	1.0000	301																							63	k	∅	∅	∅	l	ɔ	-	K	∅	∅	∅	L	U	_	1	∅	∅	∅	5	7	0																							64	k	∅	∅	∅	l	au	ə	K	∅	∅	∅	L	A	E	1	∅	∅	∅	5	7	7																						
2	0.5000	3	0.7500	301																							63	l	k	∅	∅	ɔ	-	∅	L	K	∅	∅	U	_	∅	5	1	∅	∅	7	0	∅																							64	l	k	∅	∅	au	ə	∅	L	K	∅	∅	A	E	∅	5	1	∅	∅	7	7	∅																						
3	0.7500	2	0.5000	301																							63	ɔ	l	k	∅	-	∅	∅	U	L	K	∅	_	∅	∅	7	5	1	∅	0	∅	∅																							64	au	l	k	∅	ə	∅	∅	A	L	K	∅	E	∅	∅	7	5	1	∅	7	∅	∅																						
4	1.0000	1	0.2500	301																							63	-	ɔ	l	k	∅	∅	∅	_	U	L	K	∅	∅	∅	0	7	5	1	∅	∅	∅																							64	ə	au	l	k	∅	∅	∅	E	A	L	K	∅	∅	∅	7	7	5	1	∅	∅	∅																						
1	0.1667	6	1.0000	309																																													65	f	∅	∅	∅	l	ø	v	B	∅	∅	∅	L	U	B	3	∅	∅	∅	5	7	3																							66	f	∅	∅	∅	l	uː	m	B	∅	∅	∅	L	Y	M	3	∅	∅	∅	5	7	4
2	0.3333	5	0.8333	309																																													65	l	f	∅	∅	ø	v	-	L	B	∅	∅	U	B	_	5	3	∅	∅	7	3	0																							66	l	f	∅	∅	uː	m	i	L	B	∅	∅	Y	M	I	5	3	∅	∅	7	4	7
3	0.5000	4	0.6667	309																																													65	ø	l	f	∅	v	-	-	U	L	B	∅	B	_	_	7	5	3	∅	3	0	0																							66	uː	l	f	∅	m	i	n	Y	L	B	∅	M	I	N	7	5	3	∅	4	7	4
4	0.6667	3	0.5000	309																																													65	v	ø	l	f	-	-	∅	B	U	L	B	_	_	∅	3	7	5	3	0	0	∅																							66	m	uː	l	f	i	n	∅	M	Y	L	B	I	N	∅	4	7	5	3	7	4	∅
5	0.8333	2	0.3333	309																																													65	-	v	ø	l	-	∅	∅	_	B	U	L	_	∅	∅	0	3	7	5	0	∅	∅																							66	i	m	uː	l	n	∅	∅	I	M	Y	L	N	∅	∅	7	4	7	5	4	∅	∅
6	1.0000	1	0.1667	309																																													65	-	-	v	ø	∅	∅	∅	_	_	B	U	∅	∅	∅	0	0	3	7	∅	∅	∅																							66	n	i	m	uː	∅	∅	∅	N	I	M	Y	∅	∅	∅	4	7	4	7	∅	∅	∅
1	0.1667	6	1.0000	321																																													67	m	∅	∅	∅	a	r	i	M	∅	∅	∅	A	R	I	4	∅	∅	∅	7	5	7																							68	m	∅	∅	∅	a	r	iː	M	∅	∅	∅	A	R	I	4	∅	∅	∅	7	5	7
2	0.3333	5	0.8333	321																																													67	a	m	∅	∅	r	i	-	A	M	∅	∅	R	I	_	7	4	∅	∅	5	7	0																							68	a	m	∅	∅	r	iː	t	A	M	∅	∅	R	I	T	7	4	∅	∅	5	7	1
3	0.5000	4	0.6667	321																																													67	r	a	m	∅	i	-	-	R	A	M	∅	I	_	_	5	7	4	∅	7	0	0																							68	r	a	m	∅	iː	t	o	R	A	M	∅	I	T	U	5	7	4	∅	7	1	7
4	0.6667	3	0.5000	321																																													67	i	r	a	m	-	-	∅	I	R	A	M	_	_	∅	7	5	7	4	0	0	∅																							68	iː	r	a	m	t	o	∅	I	R	A	M	T	U	∅	7	5	7	4	1	7	∅
5	0.8333	2	0.3333	321																																													67	-	i	r	a	-	∅	∅	_	I	R	A	_	∅	∅	0	7	5	7	0	∅	∅																							68	t	iː	r	a	o	∅	∅	T	I	R	A	U	∅	∅	1	7	5	7	7	∅	∅
6	1.0000	1	0.1667	321																																													67	-	-	i	r	∅	∅	∅	_	_	I	R	∅	∅	∅	0	0	7	5	∅	∅	∅																							68	o	t	iː	r	∅	∅	∅	U	T	I	R	∅	∅	∅	7	1	7	5	∅	∅	∅
1	0.2000	5	1.0000	336	69	s	∅	∅	∅	e	p	s	S	∅	∅	∅	E	P	S	3	∅	∅	∅	7	1	3																							70	p	∅	∅	∅	a	r	s	P	∅	∅	∅	A	R	S	1	∅	∅	∅	7	5	3																																												
2	0.4000	4	0.8000	336	69	e	s	∅	∅	p	s	e	E	S	∅	∅	P	S	E	7	3	∅	∅	1	3	7																							70	a	p	∅	∅	r	s	-	A	P	∅	∅	R	S	_	7	1	∅	∅	5	3	0																																												
3	0.6000	3	0.6000	336	69	p	e	s	∅	s	e	∅	P	E	S	∅	S	E	∅	1	7	3	∅	3	7	∅																							70	r	a	p	∅	s	-	∅	R	A	P	∅	S	_	∅	5	7	1	∅	3	0	∅																																												
4	0.8000	2	0.4000	336	69	s	p	e	s	e	∅	∅	S	P	E	S	E	∅	∅	3	1	7	3	7	∅	∅																							70	s	r	a	p	-	∅	∅	S	R	A	P	_	∅	∅	3	5	7	1	0	∅	∅																																												
5	1.0000	1	0.2000	336	69	e	s	p	e	∅	∅	∅	E	S	P	E	∅	∅	∅	7	3	1	7	∅	∅	∅																							70	-	s	r	a	∅	∅	∅	_	S	R	A	∅	∅	∅	0	3	5	7	∅	∅	∅																																												
1	0.3333	3	1.0000	342																							71	o	∅	∅	∅	l	d	∅	U	∅	∅	∅	L	T	∅	7	∅	∅	∅	5	1	∅																							72	a	∅	∅	∅	l	t	∅	A	∅	∅	∅	L	T	∅	7	∅	∅	∅	5	1	∅																						
2	0.6667	2	0.6667	342																							71	l	o	∅	∅	d	∅	∅	L	U	∅	∅	T	∅	∅	5	7	∅	∅	1	∅	∅																							72	l	a	∅	∅	t	∅	∅	L	A	∅	∅	T	∅	∅	5	7	∅	∅	1	∅	∅																						
3	1.0000	1	0.3333	342																							71	d	l	o	∅	∅	∅	∅	T	L	U	∅	∅	∅	∅	1	5	7	∅	∅	∅	∅																							72	t	l	a	∅	∅	∅	∅	T	L	A	∅	∅	∅	∅	1	5	7	∅	∅	∅	∅																						
1	0.2000	5	1.0000	348																																													73	a	∅	∅	∅	r	b	-	A	∅	∅	∅	R	P	_	7	∅	∅	∅	5	1	0																							74	a	∅	∅	∅	r	b	o	A	∅	∅	∅	R	P	U	7	∅	∅	∅	5	1	7
2	0.4000	4	0.8000	348																																													73	r	a	∅	∅	b	-	r	R	A	∅	∅	P	_	R	5	7	∅	∅	1	0	5																							74	r	a	∅	∅	b	o	s	R	A	∅	∅	P	U	S	5	7	∅	∅	1	7	3
3	0.6000	3	0.6000	348																																													73	b	r	a	∅	-	r	∅	P	R	A	∅	_	R	∅	1	5	7	∅	0	5	∅																							74	b	r	a	∅	o	s	∅	P	R	A	∅	U	S	∅	1	5	7	∅	7	3	∅
4	0.8000	2	0.4000	348																																													73	-	b	r	a	r	∅	∅	_	P	R	A	R	∅	∅	0	1	5	7	5	∅	∅																							74	o	b	r	a	s	∅	∅	U	P	R	A	S	∅	∅	7	1	5	7	3	∅	∅
5	1.0000	1	0.2000	348																																													73	r	-	b	r	∅	∅	∅	R	_	P	R	∅	∅	∅	5	0	1	5	∅	∅	∅																							74	s	o	b	r	∅	∅	∅	S	U	P	R	∅	∅	∅	3	7	1	5	∅	∅	∅
1	0.2500	4	1.0000	349	75	d	∅	∅	∅	r	u	r	T	∅	∅	∅	R	Y	R	1	∅	∅	∅	5	7	5	76	t	∅	∅	∅	r	i	-	T	∅	∅	∅	R	I	_	1	∅	∅	∅	5	7	0																																																																		
2	0.5000	3	0.7500	349	75	r	d	∅	∅	u	r	∅	R	T	∅	∅	Y	R	∅	5	1	∅	∅	7	5	∅	76	r	t	∅	∅	i	-	∅	R	T	∅	∅	I	_	∅	5	1	∅	∅	7	0	∅																																																																		
3	0.7500	2	0.5000	349	75	u	r	d	∅	r	∅	∅	Y	R	T	∅	R	∅	∅	7	5	1	∅	5	∅	∅	76	i	r	t	∅	-	∅	∅	I	R	T	∅	_	∅	∅	7	5	1	∅	0	∅	∅																																																																		
4	1.0000	1	0.2500	349	75	r	u	r	d	∅	∅	∅	R	Y	R	T	∅	∅	∅	5	7	5	1	∅	∅	∅	76	-	i	r	t	∅	∅	∅	_	I	R	T	∅	∅	∅	0	7	5	1	∅	∅	∅																																																																		
1	0.2500	4	1.0000	373																							77	f	∅	∅	∅	r	i	z	B	∅	∅	∅	R	I	S	3	∅	∅	∅	5	7	3																							78	f	∅	∅	∅	r	iː	r	B	∅	∅	∅	R	I	R	3	∅	∅	∅	5	7	5																						
2	0.5000	3	0.7500	373																							77	r	f	∅	∅	i	z	∅	R	B	∅	∅	I	S	∅	5	3	∅	∅	7	3	∅																							78	r	f	∅	∅	iː	r	∅	R	B	∅	∅	I	R	∅	5	3	∅	∅	7	5	∅																						
3	0.7500	2	0.5000	373																							77	i	r	f	∅	z	∅	∅	I	R	B	∅	S	∅	∅	7	5	3	∅	3	∅	∅																							78	iː	r	f	∅	r	∅	∅	I	R	B	∅	R	∅	∅	7	5	3	∅	5	∅	∅																						
4	1.0000	1	0.2500	373																							77	z	i	r	f	∅	∅	∅	S	I	R	B	∅	∅	∅	3	7	5	3	∅	∅	∅																							78	r	iː	r	f	∅	∅	∅	R	I	R	B	∅	∅	∅	5	7	5	3	∅	∅	∅																						
1	0.2500	4	1.0000	374																																													79	ʒ	∅	∅	∅	ɛ	l	e	S	∅	∅	∅	E	L	E	3	∅	∅	∅	7	5	7																							80	g	∅	∅	∅	e	l	aː	K	∅	∅	∅	E	L	A	1	∅	∅	∅	7	5	7
2	0.5000	3	0.7500	374																																													79	ɛ	ʒ	∅	∅	l	e	∅	E	S	∅	∅	L	E	∅	7	3	∅	∅	5	7	∅																							80	e	g	∅	∅	l	aː	∅	E	K	∅	∅	L	A	∅	7	1	∅	∅	5	7	∅
3	0.7500	2	0.5000	374																																													79	l	ɛ	ʒ	∅	e	∅	∅	L	E	S	∅	E	∅	∅	5	7	3	∅	7	∅	∅																							80	l	e	g	∅	aː	∅	∅	L	E	K	∅	A	∅	∅	5	7	1	∅	7	∅	∅
4	1.0000	1	0.2500	374																																													79	e	l	ɛ	ʒ	∅	∅	∅	E	L	E	S	∅	∅	∅	7	5	7	3	∅	∅	∅																							80	aː	l	e	g	∅	∅	∅	A	L	E	K	∅	∅	∅	7	5	7	1	∅	∅	∅
1	0.3333	3	1.0000	379																							81	h	∅	∅	∅	ɛ	r	∅	H	∅	∅	∅	E	R	∅	3	∅	∅	∅	7	5	∅																							82	h	∅	∅	∅	aː	r	∅	H	∅	∅	∅	A	R	∅	3	∅	∅	∅	7	5	∅																						
2	0.6667	2	0.6667	379																							81	ɛ	h	∅	∅	r	∅	∅	E	H	∅	∅	R	∅	∅	7	3	∅	∅	5	∅	∅																							82	aː	h	∅	∅	r	∅	∅	A	H	∅	∅	R	∅	∅	7	3	∅	∅	5	∅	∅																						
3	1.0000	1	0.3333	379																							81	r	ɛ	h	∅	∅	∅	∅	R	E	H	∅	∅	∅	∅	5	7	3	∅	∅	∅	∅																							82	r	aː	h	∅	∅	∅	∅	R	A	H	∅	∅	∅	∅	5	7	3	∅	∅	∅	∅																						
1	0.1667	6	1.0000	380																																													83	ʃ	∅	∅	∅	ə	v	ø	S	∅	∅	∅	E	B	U	3	∅	∅	∅	7	3	7																							84	k	∅	∅	∅	a	p	i	K	∅	∅	∅	A	P	I	1	∅	∅	∅	7	1	7
2	0.3333	5	0.8333	380																																													83	ə	ʃ	∅	∅	v	ø	-	E	S	∅	∅	B	U	_	7	3	∅	∅	3	7	0																							84	a	k	∅	∅	p	i	lː	A	K	∅	∅	P	I	L	7	1	∅	∅	1	7	5
3	0.5000	4	0.6667	380																																													83	v	ə	ʃ	∅	ø	-	-	B	E	S	∅	U	_	_	3	7	3	∅	7	0	0																							84	p	a	k	∅	i	lː	o	P	A	K	∅	I	L	U	1	7	1	∅	7	5	7
4	0.6667	3	0.5000	380																																													83	ø	v	ə	ʃ	-	-	∅	U	B	E	S	_	_	∅	7	3	7	3	0	0	∅																							84	i	p	a	k	lː	o	∅	I	P	A	K	L	U	∅	7	1	7	1	5	7	∅
5	0.8333	2	0.3333	380																																													83	-	ø	v	ə	-	∅	∅	_	U	B	E	_	∅	∅	0	7	3	7	0	∅	∅																							84	lː	i	p	a	o	∅	∅	L	I	P	A	U	∅	∅	5	7	1	7	7	∅	∅
6	1.0000	1	0.1667	380																																													83	-	-	ø	v	∅	∅	∅	_	_	U	B	∅	∅	∅	0	0	7	3	∅	∅	∅																							84	o	lː	i	p	∅	∅	∅	U	L	I	P	∅	∅	∅	7	5	7	1	∅	∅	∅
1	0.5000	2	1.0000	385	85	ʃ	∅	∅	∅	-	∅	∅	S	∅	∅	∅	_	∅	∅	3	∅	∅	∅	0	∅	∅	86	s	∅	∅	∅	i	∅	∅	S	∅	∅	∅	I	∅	∅	3	∅	∅	∅	7	∅	∅																							87	z	∅	∅	∅	eː	∅	∅	S	∅	∅	∅	E	∅	∅	3	∅	∅	∅	7	∅	∅																						
2	1.0000	1	0.5000	385	85	-	ʃ	∅	∅	∅	∅	∅	_	S	∅	∅	∅	∅	∅	0	3	∅	∅	∅	∅	∅	86	i	s	∅	∅	∅	∅	∅	I	S	∅	∅	∅	∅	∅	7	3	∅	∅	∅	∅	∅																							87	eː	z	∅	∅	∅	∅	∅	E	S	∅	∅	∅	∅	∅	7	3	∅	∅	∅	∅	∅																						
1	0.2500	4	1.0000	386																																													88	v	∅	∅	∅	-	w	a	B	∅	∅	∅	_	W	A	3	∅	∅	∅	0	6	7																							89	w	∅	∅	∅	i	d	eː	W	∅	∅	∅	I	T	E	6	∅	∅	∅	7	1	7
2	0.5000	3	0.7500	386																																													88	-	v	∅	∅	w	a	∅	_	B	∅	∅	W	A	∅	0	3	∅	∅	6	7	∅																							89	i	w	∅	∅	d	eː	∅	I	W	∅	∅	T	E	∅	7	6	∅	∅	1	7	∅
3	0.7500	2	0.5000	386																																													88	w	-	v	∅	a	∅	∅	W	_	B	∅	A	∅	∅	6	0	3	∅	7	∅	∅																							89	d	i	w	∅	eː	∅	∅	T	I	W	∅	E	∅	∅	1	7	6	∅	7	∅	∅
4	1.0000	1	0.2500	386																																													88	a	w	-	v	∅	∅	∅	A	W	_	B	∅	∅	∅	7	6	0	3	∅	∅	∅																							89	eː	d	i	w	∅	∅	∅	E	T	I	W	∅	∅	∅	7	1	7	6	∅	∅	∅
