COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
5905-15															t i l	
5922-15															b i l a	
5938-15															b a g u u o a	
1-15															b ɛ	
483-15															g o u	
629-15															o	
667-15															ɛ ɛ	
1254-15															d u n d u l u	
1542-15															n̩ u	
2901-15															t u m u	
2957-15															m a n d u	
3048-15															b i j	
3251-15															w a r̃ a	
3885-15															d ɛ j ɛ	
715-16																t ɛː
1089-16																n a
1319-16																n a
1398-16																s u ŋ u o
1557-16																k i r ɛː
1626-16																w a g a
1840-16																t i n
2247-16																g a
4677-16																k u l o
5162-16																m a r̃ ɛ
5406-16																t a n ɛː
359-16																g a l a
1577-16																g a r ɛ
2196-16																n a l a
2230-16																s a ɛː
2533-16																p a r a
3605-16																k a r̃ a
3866-16																t e dʒ u
4553-16																t a a
4822-16																k u m ɔ
5254-16																t u l ɔ
503-16																t i r̃ ɛ
1356-16																m a j
1881-16																n a j
2084-16																j a ɛ
2420-16																k u l ɔ
3218-16																p u dʒ ãː
3372-16																j a r̃ a
3718-16																t a r a
4135-16																b a r̃
4694-16																g u m i u
807-16																k a m
2320-16																k a l a
2476-16																k e
2842-16																t i g u
3719-16																m ɔ
4081-16																t a m ɛː
4313-16																n ɛ m
4460-16																s u j̃
5514-16																n a e ɛ
5810-16																p i r u
93-16																t ɔ
260-16																b ɛː r ɛː
890-16																d a m ɛ r u
1336-16																t i g e
1703-16																b aː
1769-16																t ɛ m ɔ̃ː
2162-16																b e l ɛ
2635-16																l ɔ
2735-16																k e n e ɛ
3031-16																t ɛ g ɛ
4591-16																t ɛː r ɛː
5301-16																p ɛ l u
5605-16																t i r̃ ɛ
63-16																g a r ɛː
296-16																g a m a
463-16																d a m u
1432-16																t a l a
1474-16																t ɔ
1788-16																s e
2044-16																t i m ɛ
3219-16																p a dʒ ãː
3425-16																j aː
4120-16																k oː l o
4184-16																n a
4423-16																t ɔ l ɔ
4960-16																d a j a ɔ̃ː
4980-16																t ɛː
5059-16																g u ɛː ɛː
5125-16																t o ɲ ɔ
5339-16																b a g a
5549-16																t a r̃ a
5771-16																d u g u
5905-16																t ɔ r̃
5922-16																b i r ɛ
1-16																t ɛ
483-16																g o dʒ u
629-16																d ɛː
667-16																ɛ l ɛ
1254-16																t a n u r
1683-16																s aː r̃
2551-16																l ɔ̃ː
2901-16																t u ŋ ãː
3251-16																s a r̃ a
3885-16																t ɛ r e
