COGID	AntangWesternSandong	BanliangYangAn	DujiangEasternSandong	JiaoliPandong	JiarongSouthernSandong	JiuqianSouthernSandong	Pandong	RenliEasternSandong	SanjiangEasternSandong	ShuigenCentralSandong	ShuiweiSouthernSandong	ShuiyaoSouthernSandong	TangnianYangAn	TangzhouWesternSandong	TingpaiWesternSandong	ZhongheCentralSandong
5116-5					ȶ u ¹											
7297-5					f j u p ¹											
3731-5					ˀb e p ¹											
748-5					ɣ a ŋ ¹											
2180-5					ȶ a m ¹											
4107-5					ˀȵ a ŋ ¹											
2688-5					f o n ¹											
616-5					ȶ i n ¹											
1898-5					ȶ a p ¹											
203-5					i ai ¹											
897-5					ˀb j a ¹											
10189-5					ȵ i n ¹											
1592-5					ɣ o n ¹											
6088-5					ȶ j a ŋ ¹											
2975-5					ȶ aː ŋ ¹											
6714-5					ˀb u m ¹											
731-5					ȶ a ŋ ¹											
2722-5					i u ¹											
5637-5					ȶ aː t ¹											
765-5					o i n ¹											
1695-5					ɣ i m ¹											
2112-5					f j u ¹											
6634-5					m̥ a ¹											
7331-5					n̥ a ¹											
7348-5					ˀb aː ŋ ¹											
6527-5					ȶ i ¹											
3568-5					ȶ i n ¹											
4378-5					ɣ i ¹											
6292-5					ˀb i n ¹											
3585-5					f aː ŋ ¹											
4428-5					ȶ a m ¹											
7046-5					ˀb i ŋ ¹											
1915-5					ˀb j a ŋ ¹											
4518-5					ȶ i ŋ ¹											
2516-5					ˀb j e ¹											
4480-5					ˀb aː n ¹											
2499-5					ˀb j i p ¹											
5584-5					ȶ o ¹											
2429-5					ȶ o ¹											
5224-5					ȶ aːu ¹											
3464-5					ˀb a n ¹											
10142-5					ˀb o ŋ ¹											
7159-5					f i n ¹											
6599-5					i i ¹											
6837-5					ȶ i n ¹											
2654-5					v i ¹											
367-5					f j u p ¹											
5858-5					i j a ¹											
451-5					f i n ¹											
5944-5					ɣ aː ŋ ¹											
512-5					i j i n ¹											
7138-5					ʔ o ¹											
4845-5					i a ¹											
4915-5					ɣ i t ¹											
10570-5					ʔ u ¹											
5300-5					ˀb j i n ¹											
5418-5					ȶ i ¹											
1748-5					f i p ¹											
3532-5					ȶ u ¹											
310-5					ȶ i ¹											
5368-5					ˀb i n ¹											
4321-5					ȶ a p ¹											
5065-5					ɣ i ¹											
5961-5					i i n ¹											
1450-5					tʰ a ¹											
10430-5					ʔ au ¹											
6210-5					ˀb ʔ au ¹											
5468-5					ɣ i n ¹											
89-5					ȶ a ¹											
4947-5					ȶ aː n ¹											
8866-5					o j aː p ¹											
9165-5					ȶ aː n ¹											
7919-5					ˀb i ŋ ¹											
9765-5					s o t ¹											
7520-5					ɕ i ¹											
8883-5					ˀb o ¹											
8565-5					ʔ i ŋ ¹											
8646-5					ˀb j i m ¹											
9686-5					ȶ e t ¹											
10108-5					ˀb j i t ¹											
10073-5					ȶ i m ¹											
1536-5					f j u ¹											
9131-5					ɣ i p ¹											
8799-5					ɣ i ¹											
9721-5					ȶ ai ¹											
8124-5					ˀb j aː ŋ ¹											
8448-5					i aː m ¹											
8714-5					ȶ i t ¹											
5317-5					ˀȵ aː p ¹											
1138-5					ˀb j i n ¹											
1502-5					ˀȵ i t ¹											
3109-5					ˀb o m ¹											
3334-5					ȶ a ¹											
3840-5					ˀȵ aː ŋ ¹											
3748-5					ˀb j i p ¹											
3015-5					ȶ i p ¹											
7262-5					ˀb i n ¹											
10635-5					ɣ i n ¹											
697-5					i aːu ¹											
5031-5					ˀb j u ¹											
1553-5					ˀb o ŋ ¹											
224-5					f j i ¹											
186-5					ˀb j a ŋ ¹											
5185-5					ˀȵ i ŋ ¹											
1484-5					v a ¹											
1933-5					v i ¹											
2939-5					ȶ o ŋ ¹											
1000-5					ˀb i p ¹											
2551-5					ˀb a ŋ ¹											
1646-5					ȶ i ¹											
565-5					tʰ o ¹											
5552-5					ˀb i n ¹											
3159-5					f a ¹											
5876-5					ʔ eu ¹											
1299-5					s i ŋ ¹											
4862-5					ˀb aː p ¹											
1180-5					tʰ i ¹											
4008-5					ȶ i ¹											
6774-5					l au ¹											
3875-5					s i ¹											
6036-5					ˀd i a ¹											
6398-5					l j e m ¹											
7063-5					ˀb i ŋ ¹											
492-5					ȶ j e n ¹											
5927-5					ʔ u m ¹											
3049-5					j aː ŋ ¹											
1850-5					i i n ¹											
3262-5					i i n ¹											
8260-5					ȶ j e p ¹											
7551-5					tʰ au ¹											
9564-5					s u ¹											
9545-5					ɣ i p ¹											
7833-5					tʰ j i k ¹											
9036-5					ⁿd a ¹											
8904-5					i i ŋ ¹											
7683-5					f i m ¹											
8616-5					ˀȵ a ŋ ¹											
11112-5					o a ¹											
11163-5					j a n ¹											
11130-5					j a n ¹											
7315-5					ȶ a ¹											
10652-5					n̥ i ¹											
10653-5					i aː ŋ ¹											
3398-5					ˀb o t ¹											
2357-5					ˀb i ŋ ¹											
3696-5					ȶ u ¹											
1610-5					ɣ aː ŋ ¹											
10716-5					ˀb i n ¹											
5722-5					h aː n ¹											
3317-5					ɕ u ¹											
4142-5					ȶ i t ¹											
5705-5					ˀd j u p ¹											
5980-5					ˀb au ŋ ¹											
6242-5					ˀd j u ¹											
1344-5					ɣ aː ŋ ¹											
3194-5					ˀd aːi ¹											
4411-5					ˀb j i p ¹											
7419-5					m̥ a ¹											
6070-5					tʰ a ¹											
6139-5					ˀb i n ¹											
10295-5					ˀȵ i ŋ ¹											
2821-5					ɕ j aː n ¹											
3293-5					ˀȵ j aː ŋ ¹											
4999-5					ˀd a ¹											
4039-5					ˀȵ i t ¹											
10273-5					ʔ i ¹											
4056-5					ɣ i n ¹											
10503-5					ȶ aː n ¹											
10764-5					l i ¹											
2248-5					v i ¹											
2266-5					v i ¹											
3713-5					ʔ i ŋ ¹											
8399-5					s a ¹											
8922-5					q au ¹											
9426-5					ⁿd o ¹											
7936-5					ˀb a m ¹											
7799-5					j u ¹											
9855-5					ˀb i n ¹											
9751-5					ˀb j aː n ¹											
1037-5					ʁ aːi ¹											
1367-5					j i ŋ ¹											
6916-5					ȶ i n ¹											
2446-5					ˀb i ¹											
6469-5					ɣ u m ¹											
6510-5					ȵ j i n ¹											
3414-5					ɕ j i n ¹											
2889-5					i j au ¹											
4707-5					ˀd j i k ¹											
7418-5					ʔ i m ¹											
5099-5					s aː n ¹											
401-5					n̥ o ¹											
5910-5					ȶ i ŋ ¹											
10482-5					i i ¹											
5688-5					n̥ o ¹											
2622-5					s a a ¹											
4998-5					s i ¹											
4235-5					tʰ a ¹											
2341-5					ʔ e ¹											
10884-5					ʔ i ŋ ¹											
3765-5					ɕ au ¹											
7734-5					ʔ j aː m ¹											
7902-5					ɣ aː t ¹											
8731-5					ȶ i p ¹											
8414-5					ˀb j i ŋ ¹											
9738-5					s j i t ¹											
9632-5					m̥ a ¹											
1-5					ˀd j i ¹											
6260-5					ⁿd au ¹											
5824-5					l au ¹											
1784-5					ɕ a ¹											
7245-5					ɣ aː n ¹											
6544-5					ʔ i p ¹											
3500-5					ˀb a m ¹											
1570-5					ˀb i ŋ ¹											
6122-5					j j i ¹											
2856-5					ɣ i ¹											
9181-5					ȶ i ŋ ¹											
8985-5					m̥ au ¹											
8140-5					n̥ j a p ¹											
9115-5					ȶ au ¹											
9834-5					s j i t ¹											
8192-5					ȶ o m ¹											
434-5					ˀb a ¹											
10619-5					ɕ au ¹											
6882-6						h o t ¹										
6485-6						ˀb o n ¹										
4690-6						j o n ¹										
5671-6						ts j o n ¹										
4272-6						ȵ aː p ¹										
10935-6						ȶ ai ¹										
4760-6						ȵ j o n ¹										
1881-6						j o n ¹										
4777-6						ȵ o t ¹										
10969-6						j o n ¹										
10970-6						n̥ o ¹										
10206-6						j o n ¹										
6565-6						ts j o n ¹										
1281-6						ʔ j o n ¹										
10569-6						ˀȵ a m ¹										
6899-6						ˀb j o ŋ ¹										
7081-6						qʰ o ¹										
4090-6						ȶ a m ¹										
2197-6						qʰ u m ¹										
3352-6						t i ¹										
3892-6						ȵ o t ¹										
1071-6						q aː m ¹										
10313-6						ʁ ai ¹										
2671-6						t j o t ¹										
5502-6						ȵ aː n ¹										
7382-6						ˀd o n ¹										
932-6						ȶ aː ŋ ¹										
533-6						ʁ ai ¹										
4159-6						v a ¹										
2804-6						ȵ o p ¹										
5451-6						ɕ ai ¹										
5773-6						ʔ o ¹										
6933-6						ʔ o ¹										
4657-6						ʔ o ¹										
4658-6						ȵ j aː ŋ ¹										
6966-6						ɕ i ¹										
5351-6						ɕ ai ¹										
4073-6						t aːi ¹										
2163-6						ˀb j aː ŋ ¹										
1121-6						ȵ a ¹										
5790-6						h aː ŋ ¹										
10413-6						ʁ a ¹										
6731-6						ʁ a ¹										
1645-6						ʁ a ¹										
4914-6						ʁ a ¹										
6175-6						n̥ a ¹										
3092-6						j aː ŋ ¹										
1247-6						ȵ j aː n ¹										
5620-6						ȵ j o ¹										
4897-6						ʁ a ¹										
4811-6						ˀb aː ŋ ¹										
1213-6						q ai ¹										
11019-6						j aː ŋ ¹										
11020-6						q ai ¹										
2129-6						ʔ o p ¹										
3211-6						n̥ aː n ¹										
714-6						ȵ o n ¹										
1729-6						ȶ a ¹										
3679-6						ʁ o ¹										
1054-6						ȵ o ¹										
7448-6						j o m ¹										
582-6						ȵ j ai ¹										
4743-6						ȵ o n ¹										
5419-6						ȵ j o n ¹										
5601-6						ˀb i n ¹										
2705-6						j o m ¹										
6381-6						n̥ o ŋ ¹										
1017-6						ȶ a ¹										
645-6						l u p ¹										
273-6						j o t ¹										
4338-6						t j a p ¹										
2533-6						qʰ i ¹										
1089-6						qʰ u p ¹										
843-6						j o n ¹										
2787-6						ȵ a t ¹										
4462-6						n̥ o n ¹										
10918-6						h aː n ¹										
6582-6						ɕ ai ¹										
2070-6						qʰ a ¹										
3075-6						ȵ o n ¹										
10848-6						v a ¹										
2480-6						ȶ o n ¹										
2214-6						ȶ ai ¹										
7225-6						h aː t ¹										
3515-6						ˀb j a m ¹										
2588-6						ȶ o n ¹										
2908-6						ˀb j aː p ¹										
2393-6						ʁ a ¹										
1156-6						n̥ ai ¹										
2374-6						t a ¹										
2146-6						qʰ a ¹										
5133-6						j o ŋ ¹										
4981-6						ʁ o p ¹										
10239-6						ʁ o ¹										
599-6						ȵ j o t ¹										
5048-6						q o ¹										
6331-6						ɕ a ¹										
290-6						ȶ i n ¹										
311-6						h aː p ¹										
3430-6						ȵ j a ¹										
5369-6						ȵ j a ¹										
2749-6						ȶ o n ¹										
2621-6						ȵ j a p ¹										
1181-6						t a p ¹										
949-6						ȶ j u ¹										
2839-6						ȶ i n ¹										
861-6						h aː p ¹										
6773-6						ȵ aː p ¹										
5739-6						ȵ aː p ¹										
5740-6						ȵ o t ¹										
3550-6						ȵ u m ¹										
4445-6						ts o t ¹										
680-6						j o ŋ ¹										
817-6						ȶ o n ¹										
782-6						ˀb j aː t ¹										
10396-6						ȵ j u ¹										
4606-6						n̥ o n ¹										
5207-6						j o n ¹										
7280-6						ˀb j a ¹										
6983-6						ʔ j o t ¹										
5168-6						ˀb o ŋ ¹										
1264-6						ts j o ¹										
915-6						t ai ¹										
1767-6						ts o ŋ ¹										
10901-6						ts j o ŋ ¹										
10867-6						ˀb o ŋ ¹										
417-6						ts j o n ¹										
2285-6						ˀb j ai ¹										
11002-6						ts j i t ¹										
6348-6						ʁ ai ¹										
6349-6						j aː n ¹										
10602-6						ˀb o n ¹										
5654-6						ȵ j o n ¹										
880-6						o o ¹										
983-6						ȵ aː n ¹										
2033-6						t o ¹										
1433-6						ˀŋ j a ¹										
1467-6						ȶ u p ¹										
469-6						t j u m ¹										
3127-6						ȵ j a ¹										
4623-6						ɕ a ¹										
7099-6						ȵ j o p ¹										
4726-6						ȵ o n ¹										
10465-6						ˀb aː n ¹										
5519-6						ʁ aː n ¹										
5893-6						ts j o n ¹										
2857-6						ȶ i n ¹										
3645-6						h aː n ¹										
3032-6						ȵ j aː n ¹										
2088-6						ȵ j o n ¹										
2463-6						qʰ o ¹										
4794-6						n̥ i ¹										
4569-6						j o ŋ ¹										
4586-6						ȶ j o ¹										
4552-6						p a ¹										
3228-6						ˀb o ŋ ¹										
3245-6						j a ¹										
6651-6						l aː p ¹										
6652-6						ˀb aː n ¹										
1817-6						l aː p ¹										
1818-6						ˀb j aː p ¹										
11052-6						n̥ o ¹										
1230-6						l aː p ¹										
3380-6						h o p ¹										
8174-6						ˀȵ u m ¹										
8599-6						ˀb j a m ¹										
7782-6						ȶ j ai ¹										
8294-6						ȵ i m ¹										
8514-6						ɕ ai ¹										
9669-6						ȵ j a p ¹										
8531-6						p ai ¹										
7954-6						ʔ u p ¹										
9968-6						ɕ aː m ¹										
8040-6						t a ¹										
9304-6						ȶ i ¹										
8345-6						t o p ¹										
8765-6						ȶ o m ¹										
8849-6						ȵ o ŋ ¹										
9286-6						ts j aː ŋ ¹										
9581-6						ȵ o n ¹										
9267-6						ȵ j a ¹										
8497-6						ts j o n ¹										
7602-6						ʔ aː p ¹										
8431-6						ȵ j o n ¹										
10036-6						h u p ¹										
10019-6						l a p ¹										
9216-6						ʁ o ¹										
8074-6						q a t ¹										
9511-6						ˀb o n ¹										
8243-6						ʔ j a m ¹										
9250-6						ts j o m ¹										
7568-6						ɕ ai ¹										
8832-6						qʰ o ¹										
8057-6						ʁ o ¹										
7716-6						h u p ¹										
9899-6						ȶ i ¹										
7585-6						qʰ o ¹										
8582-6						ˀb j a ¹										
9097-6						ɕ a m ¹										
10125-6						ɕ a ¹										
9460-6						o ai ¹										
9649-6						ts u t ¹										
9870-6						ˀȵ a p ¹										
8680-6						j a m ¹										
7699-6						ȶ i t ¹										
9001-6						ȵ j a t ¹										
9494-6						t i p ¹										
7666-6						ȵ o n ¹										
9598-6						t a p ¹										
8023-6						q u m ¹										
9053-6						ȵ u t ¹										
10091-6						ȵ j o n ¹										
10002-6						ˀb j o ¹										
7765-6						t ai ¹										
8800-6						ʁ o ¹										
9934-6						qʰ a ¹										
9985-6						ʔ ai ¹										
7850-6						t aː p ¹										
7816-6						ʔ a m ¹										
8663-6						ʔ u m ¹										
8697-6						ȶ i t ¹										
9615-6						ts j o n ¹										
8362-6						t o t ¹										
8091-6						t ai ¹										
8748-6						ɕ a ¹										
22-6						t ai ¹										
11084-6						ȵ o ¹										
7365-6						n̥ ai ¹										
4201-6						ȵ j ai ¹										
5841-6						ɕ a ¹										
4640-6						t a ¹										
662-6						j o n ¹										
384-6						n̥ o ¹										
5151-6						ʁ o ¹										
1399-6						t o ¹										
5259-6						ʔ j o t ¹										
10353-6						ɕ ai ¹										
10370-6						n̥ i ¹										
7401-6						h aː m ¹										
2958-6						ɕ i ¹										
2770-6						n̥ o ¹										
6434-6						ȵ j o p ¹										
6192-6						ȵ o t ¹										
2231-6						ȶ aː t ¹										
5116-6						ȶ ai ¹										
7297-6						ȵ j u p ¹										
3731-6						ȶ o p ¹										
748-6						ˀȵ a m ¹										
2180-6						h a m ¹										
4107-6						ˀȵ a m ¹										
2688-6						ts o n ¹										
616-6						ȶ aː n ¹										
1898-6						ȶ a p ¹										
203-6						ʁ ai ¹										
897-6						ˀb j a ¹										
10189-6						ȵ o n ¹										
1592-6						ɕ o p ¹										
6088-6						t j aː ŋ ¹										
2975-6						ȶ aː ŋ ¹										
6714-6						h u m ¹										
731-6						q a m ¹										
2722-6						j o ¹										
5637-6						q aː t ¹										
765-6						ȵ j i n ¹										
1695-6						ȶ i m ¹										
2112-6						ɕ j u ¹										
6634-6						ʁ a ¹										
7331-6						ʁ a ¹										
7348-6						ˀb aː ŋ ¹										
6527-6						t i ¹										
3568-6						ȶ o n ¹										
4378-6						ɕ ai ¹										
6292-6						t j o n ¹										
3585-6						ȵ aː ŋ ¹										
4428-6						ȶ a m ¹										
7046-6						ȵ aː ŋ ¹										
1915-6						ʔ j a m ¹										
4518-6						ˀb o ŋ ¹										
2516-6						ˀb j o ¹										
4480-6						ˀb aː n ¹										
2499-6						ˀb j aː p ¹										
5584-6						ɕ o ¹										
2429-6						ɕ o ¹										
5224-6						q o ¹										
3464-6						ˀb j a m ¹										
10142-6						ȶ o ŋ ¹										
7159-6						ˀȵ aː n ¹										
6599-6						ˀȵ i ¹										
10207-6						tsʰ ai ¹										
6837-6						ɕ aː n ¹										
2654-6						v i ¹										
367-6						ȵ u p ¹										
5858-6						ȵ j ai ¹										
451-6						f i n ¹										
5944-6						h aː ŋ ¹										
512-6						ȵ j i p ¹										
7138-6						ʔ o ¹										
4845-6						j a ¹										
4915-6						q aː t ¹										
10570-6						ʔ o ¹										
5300-6						ˀb j aː n ¹										
5418-6						ȶ i p ¹										
1748-6						f i t ¹										
3532-6						t u ¹										
310-6						t i ¹										
5368-6						f i n ¹										
4321-6						t a p ¹										
5065-6						ɕ i ¹										
5961-6						l i p ¹										
1450-6						t a ¹										
10430-6						ɕ i ¹										
6210-6						t j i ¹										
5468-6						ɕ i n ¹										
6685-6						tsʰ ai ¹										
89-6						k a ¹										
153-6						tsʰ ai ¹										
120-6						ȵ j u ¹										
50-6						ȶ j ai ¹										
4947-6						ȶ aː n ¹										
8866-6						ȵ j o p ¹										
9165-6						q aː p ¹										
7919-6						t a ŋ ¹										
9765-6						ȵ o t ¹										
7520-6						ɕ ai ¹										
8883-6						p o ¹										
8565-6						h aː ŋ ¹										
8646-6						ts j a m ¹										
9686-6						t j u t ¹										
10108-6						ˀb j o t ¹										
10073-6						t o ai ¹										
1536-6						ȵ j u ¹										
9131-6						h aː p ¹										
8799-6						ɕ o ¹										
9721-6						t ai ¹										
8124-6						ˀb j aː i ¹										
8448-6						j aː m ¹										
8714-6						ȶ i t ¹										
5317-6						n̥ u p ¹										
1138-6						ts j e n ¹										
1502-6						j i t ¹										
3334-6						ȶ a ¹										
3840-6						n̥ aː n ¹										
3748-6						ȵ j aː p ¹										
3015-6						t i p ¹										
7262-6						ȶ a n ¹										
10635-6						h i p ¹										
697-6						l i ¹										
5031-6						ȶ j ai ¹										
1553-6						q o m ¹										
224-6						ts j ai ¹										
186-6						t j i ŋ ¹										
5185-6						ˀȵ o m ¹										
1484-6						ɕ a ¹										
1933-6						l aːi ¹										
2939-6						ˀb o ŋ ¹										
1000-6						qʰ u p ¹										
2551-6						ȶ a ŋ ¹										
565-6						t o ¹										
5552-6						ts j o n ¹										
3159-6						f a ¹										
5876-6						qʰ aːi ¹										
1299-6						ɕ i i ¹										
4862-6						qʰ aː p ¹										
1180-6						t i ¹										
4008-6						k u p ¹										
6774-6						n̥ i ¹										
3875-6						tsʰ aːi ¹										
6036-6						ȶ o a ¹										
6398-6						ȵ j e m ¹										
7063-6						ˀb i n ¹										
492-6						ts j u m ¹										
1627-6						ȶ u ŋ ¹										
5927-6						h u m ¹										
3951-6						ˀȵ ai ¹										
3049-6						j aː ŋ ¹										
6684-6						j aː n ¹										
1850-6						j aː n ¹										
3262-6						j aː n ¹										
8260-6						ts j e p ¹										
7551-6						t i ¹										
9564-6						tsʰ ai ¹										
9443-6						t ai ¹										
9545-6						ɕ i p ¹										
7650-6						ȶ aː t ¹										
7833-6						ˀb j a p ¹										
9148-6						ʔ j a ¹										
9036-6						t a ¹										
8904-6						ʁ o ŋ ¹										
7683-6						ȶ ai ai ¹										
8227-6						ɕ a ¹										
8616-6						j a ŋ ¹										
11112-6						ȵ o ¹										
11163-6						j o n ¹										
11130-6						j o n ¹										
7315-6						ȶ ai ¹										
10652-6						n̥ i ¹										
10653-6						ʁ aː ŋ ¹										
5241-6						t i ¹										
3398-6						ȶ o t ¹										
2357-6						ˀb i ŋ ¹										
3696-6						t u ¹										
1610-6						ʁ aː ŋ ¹										
10716-6						ȶ aː p ¹										
5722-6						h aː n ¹										
3317-6						ɕ u ¹										
4142-6						qʰ aː t ¹										
5705-6						ˀd j u p ¹										
5980-6						q o p ¹										
6242-6						ȶ j ai ¹										
1344-6						ʁ aː ŋ ¹										
3194-6						t aːi ¹										
4411-6						ts j u p ¹										
7419-6						m̥ i ¹										
6070-6						t i ¹										
6139-6						ɕ i n ¹										
6158-6						ȶ j i ¹										
10295-6						ȵ aː ŋ ¹										
2821-6						ȵ j aː n ¹										
3293-6						ˀȵ j aː ŋ ¹										
4999-6						ˀd j i ¹										
4039-6						ˀȵ aː t ¹										
10273-6						ˀȵ i ¹										
4056-6						ʁ ə n ¹										
10503-6						t j aː ŋ ¹										
10764-6						ȵ i ¹										
10765-6						ˀb j aː p ¹										
2248-6						l i ¹										
2266-6						m̥ i ¹										
3713-6						qʰ aː ŋ ¹										
8399-6						tsʰ a ¹										
9782-6						h aː t ¹										
8922-6						q i ¹										
9426-6						t o ¹										
7936-6						t a m ¹										
7799-6						j u ¹										
9855-6						ȵ j i n ¹										
9751-6						ˀb j aː p ¹										
1037-6						ʁ aːi ¹										
10733-6						ʔ ai ¹										
5520-6						t j i ŋ ¹										
1367-6						j aː ŋ ¹										
4124-6						ˀȵ i ¹										
4218-6						ȶ j i ¹										
6053-6						ˀȵ aː n ¹										
6916-6						ȶ i n ¹										
2446-6						p i ¹										
6469-6						ɕ u m ¹										
6510-6						ȵ aː n ¹										
3414-6						ȵ j aː n ¹										
2889-6						l j i ¹										
4707-6						ˀd j a p ¹										
7418-6						qʰ u m ¹										
5099-6						l aː n ¹										
401-6						n̥ o ¹										
5910-6						ȶ i n ¹										
3351-6						t a ¹										
10482-6						j ai ¹										
5688-6						n̥ o ¹										
4497-6						ʔ a ¹										
2622-6						ˀŋ o o ¹										
4998-6						ɕ i ¹										
2341-6						ȶ e ¹										
10884-6						ˀb e ŋ ¹										
7208-6						tsʰ ai ¹										
3765-6						ɕ i ¹										
7734-6						ʔ j aː m ¹										
7902-6						h aː t ¹										
8731-6						t u p ¹										
8968-6						ȶ a n ¹										
8414-6						ˀb j ə ŋ ¹										
9738-6						pʰ j i t ¹										
9632-6						m̥ a ¹										
9382-6						k u t ¹										
9916-6						ȶ u n ¹										
1-6						ˀb j ai ¹										
6260-6						t o ¹										
7245-6						f aː p ¹										
6544-6						qʰ o p ¹										
6105-6						ˀd j i n ¹										
3500-6						qʰ a m ¹										
1570-6						ˀb aː ŋ ¹										
6122-6						j j u ¹										
2305-6						ȵ u t ¹										
2856-6						ˀȵ i ¹										
9181-6						ȶ aː ŋ ¹										
8985-6						m̥ ai ¹										
9951-6						l a u ¹										
8140-6						j j e p ¹										
9115-6						t i ¹										
8108-6						ȶ ə t ¹										
7888-6						p a ¹										
7638-6						h aː n ¹										
9887-6						s j o ¹										
9834-6						ɕ j e t ¹										
8192-6						ȶ o ai ¹										
5981-6						ˀȵ u ¹										
434-6						ʔ a ¹										
10619-6						ɕ ai ¹										
6882-7							ȶ e t ¹									
6485-7							ȶ a n ¹									
4690-7							ȶ aː n ¹									
5671-7							ȶ j ə n ¹									
4272-7							aːu e t ¹									
10935-7							ʔ e ¹									
4760-7							aːu aːu ə n ¹									
1881-7							ȶ a n ¹									
4777-7							h ə t ¹									
10969-7							ȶ a n ¹									
10970-7							ȶ aːu ¹									
10206-7							ȶ a n ¹									
6565-7							ȶ aːu ə n ¹									
1281-7							ȶ aːu e n ¹									
10569-7							aːu a aːu ¹									
6899-7							ȶ j ə ŋ ¹									
7081-7							ʔ aːu ¹									
4090-7							ȶ a aːu ¹									
2197-7							ȶ e aːu ¹									
3352-7							ʔ ai ¹									
3892-7							h ə t ¹									
1071-7							ȶ aːu aːu ¹									
10313-7							ȶ aːu ¹									
2671-7							tʰ e e t ¹									
5502-7							h ə ¹									
7382-7							ȶ ə n ¹									
932-7							ȶ aːu ŋ ¹									
533-7							ȶ aːu ¹									
4159-7							v a ¹									
2804-7							ȶ e ¹									
5451-7							ȶ aːu ¹									
5773-7							ʔ aːu ¹									
6933-7							ʔ aːu ¹									
4657-7							ʔ aːu ¹									
4658-7							ȶ aːu a ŋ ¹									
6966-7							ʔ aːu ¹									
5351-7							ȶ a ¹									
4073-7							ȶ ai ¹									
2163-7							ȶ aːu ə ŋ ¹									
1121-7							ȶ e a ¹									
5790-7							ȶ a ŋ ¹									
10413-7							ȶ a ¹									
6731-7							ȶ a ¹									
1645-7							ȶ a ¹									
4914-7							ȶ a ¹									
6175-7							e a ¹									
3092-7							ȶ aːu ŋ ¹									
1247-7							aːu aːu ə n ¹									
5620-7							ȶ aːu e ¹									
4897-7							e a ¹									
4811-7							ȶ a ŋ ¹									
1213-7							ʔ ai ¹									
11019-7							e aːu ŋ ¹									
11020-7							ʔ ai ¹									
2129-7							ʔ e ¹									
3211-7							ȶ e n ¹									
714-7							ȶ aːu ¹									
1729-7							ʔ a ¹									
3679-7							ȶ a ¹									
1054-7							m j e ¹									
7448-7							ȶ aːu aːu ¹									
582-7							aːu ʔ e ¹									
4743-7							aːu w ə n ¹									
5419-7							aːu j ə n ¹									
5601-7							ȶ e n ¹									
2705-7							ȶ aːu aːu ¹									
6381-7							ȶ aːu aːu ¹									
1017-7							ȶ a ¹									
645-7							aːu aːu ¹									
273-7							m e t ¹									
4338-7							tʰ e e ¹									
2533-7							ʔ ai ¹									
1089-7							ȶ e ¹									
843-7							ȶ a aːu ¹									
2787-7							ȶ w ə t ¹									
4462-7							ȶ e aːu ¹									
10918-7							ȶ a n ¹									
6582-7							ʔ e ¹									
2070-7							ʔ a ¹									
3075-7							aːu ə t ¹									
10848-7							v a ¹									
2480-7							ȶ a n ¹									
2214-7							ʔ ai ¹									
7225-7							ȶ e t ¹									
3515-7							ȶ aːu e aːu ¹									
2588-7							ȶ a n ¹									
2908-7							ȶ aːu e ¹									
2393-7							ȶ a ¹									
1156-7							e aːu ¹									
2374-7							ȶ a ¹									
2146-7							ʔ a ¹									
5133-7							aːu a ŋ ¹									
4981-7							ȶ e ¹									
10239-7							ȶ a ¹									
599-7							aːu j ə t ¹									
5048-7							ʔ aːu ¹									
6331-7							ȶ a ¹									
290-7							ȶ e n ¹									
311-7							h e ¹									
3430-7							m aːu a ¹									
5369-7							m aːu a ¹									
2749-7							ȶ ə n ¹									
2621-7							tʰ aːu e p ¹									
1181-7							ȶ a ¹									
949-7							ȶ e e ¹									
2839-7							t e n ¹									
861-7							ȶ aːu ¹									
6773-7							ȶ aːu ¹									
5739-7							ȶ aːu ¹									
5740-7							h e t ¹									
3550-7							ȶ ə aːu ¹									
4445-7							ȶ ə t ¹									
680-7							aːu aːu ŋ ¹									
817-7							ȶ e n ¹									
782-7							ȶ j aː t ¹									
10396-7							aːu aːu e ¹									
4606-7							ȶ e aːu ¹									
5207-7							m a aːu ¹									
7280-7							ȶ e e ¹									
6983-7							ʔ aːu ə t ¹									
5168-7							ȶ e aːu ¹									
1264-7							ȶ e ¹									
915-7							ȶ ai ¹									
1767-7							ȶ aːu n ¹									
10901-7							ȶ e e ŋ ¹									
10867-7							ȶ e aːu ¹									
417-7							ȶ aːu ə n ¹									
2285-7							ȶ j e ¹									
11002-7							ȶ e t ¹									
6348-7							ȶ aːu ¹									
6349-7							e e n ¹									
10602-7							ȶ a n ¹									
5654-7							ȶ j ə n ¹									
880-7							aːu e ¹									
983-7							ȶ e n ¹									
2033-7							ȶ ai ¹									
1433-7							ȶ e a ¹									
1467-7							ȶ e ¹									
469-7							ȶ j ə aːu ¹									
3127-7							m aːu a ¹									
4623-7							ȶ a ¹									
7099-7							aːu aːu e ¹									
4726-7							ȶ j ə n ¹									
10465-7							ȶ a n ¹									
5519-7							ȶ e n ¹									
5893-7							ȶ w ə n ¹									
2857-7							t e n ¹									
3645-7							ȶ aː n ¹									
3032-7							ȶ j ə n ¹									
2088-7							ȶ aːu ə n ¹									
2463-7							ʔ aːu ¹									
4794-7							ȶ aːu ¹									
4569-7							aːu aːu ŋ ¹									
4586-7							ȶ e ¹									
4552-7							ʔ a ¹									
3228-7							ȶ e aːu ¹									
3245-7							aːu a ¹									
