COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
1841-6						g o										
2063-6						e n a										
2671-6						n d o										
2977-6						k u b ɛ										
3256-6						e m a										
3287-6						b o n u										
3301-6						i b a										
3498-6						n e										
4363-6						d a m										
4442-6						t i j o										
4941-6						ɔ j ɔ										
5228-6						b o n dʒ i										
5229-6						a n d e										
5391-6						d o m										
5793-6						t m b ɛ j										
5888-6						j o										
1373-6						g o s o										
1727-6						j o										
1899-6						p i j i										
1923-6						g o n o										
1971-6						p i t o										
2046-6						g o n d a										
2109-6						k ɛ d ɔ										
2127-6						n a l a										
2268-6						i l ɛ										
2714-6						s aː n										
2863-6						dʒ i j a										
2999-6						d ɔ g ɔː										
3318-6						n ɔ n d i										
3427-6						g o										
3465-6						j aː										
3706-6						n ɛ ŋ										
4008-6						k ɛ										
4053-6						g i b ɛ										
4205-6						g o n d o										
4280-6						j a g a r a										
4848-6						ɔ n a n a n ɔ										
4985-6						s p										
5357-6						g o n										
5569-6						p a n d i										
5906-6						t e ŋ g i										
327-6						n e m										
616-6						ɛ n dʒ u										
687-6						j aː n d i										
1417-6						k a										
1434-6						g o										
715-7							d i									
1089-7							i i i									
1319-7							i i									
1398-7							s i g i i									
1557-7							dʒ i r e									
1626-7							i i g a									
1840-7							t i ŋ i									
2247-7							k i									
4677-7							k i l e j									
5162-7							m i r i									
5406-7							t i n i									
359-7							k a r i									
1577-7							dʒ i r e									
2196-7							i a l a									
2230-7							s i g e									
2533-7							b a r a									
3605-7							k a n a									
3866-7							i dʒ i									
4553-7							t a g i									
4822-7							k i m b i									
5254-7							d i l i									
503-7							k i j i									
1356-7							m a j i									
1881-7							i i m i									
3372-7							i a m i									
3718-7							a r a									
4135-7							b i r i									
4694-7							g i dʒ i									
807-7							k ɔ m ɔ									
2320-7							k a ŋ i									
2476-7							k i									
2842-7							d i g i									
3719-7							m i									
4081-7							d a m b i									
4313-7							n i m									
4460-7							i i j									
5514-7							i i n d i									
5810-7							d i r i									
93-7							d ɔ									
260-7							b i r i									
385-7							dʒ i m b i									
890-7							i m b i i									
1336-7							d e g e									
1703-7							b i									
1769-7							t i m b i									
2162-7							b i r i									
2635-7							dʒ e									
2735-7							d a n a									
3031-7							d i g i									
4591-7							k i r e									
5301-7							d i r i									
5605-7							t i m i									
296-7							dʒ a m i									
463-7							d i m b i									
1432-7							t a r i									
1474-7							t ɔ ŋ									
1788-7							g i									
2044-7							d i m b e									
2713-7							t i m d i i d i									
3425-7							j i									
4184-7							ŋ i									
4423-7							d ɔ r ɔ									
4629-7							n i j i									
4759-7							n i j i									
4904-7							n i ŋ i									
4960-7							dʒ i n i dʒ i									
5059-7							g i j o									
5125-7							ɔ ŋ dʒ i									
5339-7							i a g a									
5549-7							i a g a									
5771-7							dʒ i g i									
5905-7							t i r i									
5922-7							b i r i									
1-7							g i									
483-7							g i d i									
667-7							i b i									
1542-7							n i									
1683-7							s i j e									
1898-7							d i r o									
2551-7							r e									
2901-7							k i ŋ i									
2957-7							m a n d i									
3048-7							b i j e									
3251-7							g a r a									
3885-7							d i r i									
4402-7							j e									
5081-7							p i n i									
5622-7							i i r i j e j									
6006-7							p i r i									
43-7							dʒ aː									
135-7							t i n d i									
158-7							m ɔ ŋ i									
194-7							b i									
221-7							i d i									
650-7							b ɔ dʒ i									
1152-7							t i b i									
1374-7							k ɔ ŋ g i									
1452-7							g i r a									
1862-7							i g i									
2083-7							k a n i									
2108-7							n a j									
2880-7							k i n dʒ i g a									
2924-7							d o r i									
2941-7							b i l i									
3113-7							t e g e									
3136-7							j a r a									
3405-7							i m ɛ									
3572-7							b i r i									
3751-7							d i j									
3959-7							g ɔ r i									
4066-7							g ɔ r ɔ									
4535-7							g i g ɔ									
5180-7							s i m b i									
5583-7							i a ŋ g i									
5981-7							a r a									
25-7							a r i g i									
114-7							d ɔ j̃									
702-7							ɔ g ɔ ŋ i ŋ ɔ									
872-7							i ŋ dʒ i									
1941-7							k i l i									
2179-7							ŋ dʒ i									
2351-7							b a b a									
2496-7							ŋ i									
3588-7							k ɔ r ɔ									
4202-7							g o r e j									
4609-7							k ɔ r ɔ									
4921-7							i a m b i									
408-7							j ɔ m b i									
526-7							d a r a k a									
545-7							i r i									
978-7							t e m									
999-7							j ɔ									
1052-7							n a m b i									
1070-7							l i g o									
1942-7							j e									
2456-7							k i r i									
2514-7							t i d i									
2666-7							s i j i									
2817-7							a n g i									
3300-7							e w i									
3977-7							m o n dʒ i									
3978-7							m i ŋ dʒ e									
4039-7							t ɔ n i									
4152-7							k i r e									
4260-7							a m b i									
4278-7							k u n dʒ i									
4648-7							j ɔ									
5752-7							t i									
5866-7							k a m a									
5887-7							j aː m ɔ									
446-7							g e ŋ g e r e									
1108-7							k a j o									
1646-7							ɔ g ɔ									
1748-7							j ɛ									
1823-7							g o									
2143-7							b a									
2392-7							n o s u									
2579-7							d ɔ m									
2902-7							j ɔ									
3197-7							k aː									
3339-7							k a g a									
3944-7							k a l i									
4240-7							g e r i									
4337-7							dʒ s m									
4738-7							g i n d a									
4983-7							dʒ e ŋ d i									
5197-7							e r i									
5447-7							g i dʒ a									
5656-7							m o n dʒ i									
5733-7							n i									
5828-7							j aː									
5868-7							k ɛ									
245-7							t ɔ r ɔ									
562-7							s i m									
1170-7							g a n d a									
1205-7							j e									
1524-7							k ɔ									
2063-7							i r ɛ									
2334-7							i d i									
2671-7							ŋ uː									
3088-7							ŋ ɛː r u									
3252-7							ɛː m b ɛː									
3463-7							w ɛ									
3772-7							t u m ɔ									
3790-7							g a w									
4052-7							b a d a									
4383-7							k i b i									
4479-7							k e									
4711-7							j a r u									
4778-7							s a s i									
4941-7							ɔ j̃ ɔ									
5038-7							k ɔ r ɔ									
5228-7							b ɛː n d i									
5319-7							g o s u									
5424-7							k ɔ r ɔ									
5793-7							k i b i									
563-7							s i m o									
684-7							ŋ a n i									
742-7							dʒ a r a									
1126-7							n u									
1204-7							k eː r i									
1669-7							t e m e r e									
2283-7							b r i									
2372-7							b e l i									
2441-7							n ɛː									
2773-7							b a r m i n a									
2863-7							k i j i									
2999-7							d ɔ g ɔ									
3176-7							dʒ ɔ r ɔ									
3199-7							k a r a m									
3283-7							a r̃ a									
3318-7							ŋ k ŋ d i									
3358-7							ŋ aː									
3807-7							p ɛ l									
3813-7							r e									
4025-7							k u w ɔ									
4441-7							b aː r a									
4498-7							e r i									
4843-7							o r i m									
5357-7							k ɔ n g ɛ									
5390-7							t o t oː									
61-7							k ɛː n d ɛ									
197-7							b w									
283-7							k a									
594-7							i s i r̃ i									
909-7							j i									
928-7							ɔ m b ɔ									
951-7							j a r									
1417-7							k ɛ									
715-8								d i j i								
1089-8								n a								
1319-8								n i								
1398-8								s i n i l i								
1557-8								g i r e								
1626-8								o g a								
1840-8								t i n i								
2247-8								k o								
4677-8								k i l e j								
5162-8								m i n i								
5406-8								t o n d i								
359-8								k a l a								
1577-8								d i r e								
2196-8								n a l a								
2230-8								s i g o								
2533-8								b a r a								
3605-8								k a n a								
3866-8								o d i								
4553-8								t a g a								
4822-8								k i m b o								
5254-8								d i l ɔ								
1881-8								n i m i								
2084-8								j o b i								
2420-8								k i l ɛ								
3218-8								b i dʒ i								
3372-8								n a m a								
3718-8								a r a								
4694-8								g i d i								
2320-8								k a n e								
2476-8								k i								
2842-8								d i g i								
3719-8								m i								
4081-8								d a m b i								
4313-8								n e m								
5514-8								n i n d e								
385-8								dʒ e m b ɛ								
1336-8								d e g e								
1769-8								t ɛ m b i								
2735-8								d a n i								
3031-8								d ɛ g o								
4591-8								k i r e								
5301-8								d ɔ l i								
63-8								k a r a								
1788-8								s i								
2713-8								t ɛ m d ɛ d ɛ								
4120-8								k o l o								
4184-8								n a								
4759-8								n i j e								
5059-8								g i n o								
5771-8								dʒ i g i								
5938-8								a d i n a								
629-8								d o								
1415-8								n i								
1898-8								g u l o								
2551-8								r i								
2957-8								m a n d i								
3048-8								b i j e								
6006-8								p i l a								
135-8								t u n d i								
716-8								j e								
1152-8								t i g ɛ								
2083-8								k a n a								
2618-8								k i l ɛ								
2636-8								m								
2880-8								k i n dʒ i g a								
2941-8								b i n i								
3405-8								ɛ m ɛ								
3811-8								l e								
4535-8								s i g ɛ								
4888-8								s a m n a								
5751-8								t i j ɛ								
851-8								k ɔ								
4202-8								g o n o n								
4781-8								s a n a								
4921-8								s a m b a								
196-8								k u l a								
408-8								j a m b i								
789-8								g a m a								
1942-8								j e								
2145-8								dʒ o								
2456-8								tʃ o l i								
3639-8								t o w a								
3977-8								m o n i								
3978-8								m a n i								
4278-8								k u n dʒ u								
5532-8								i n i								
521-8								k ɔ dʒ o								
1124-8								e l e								
1579-8								m b i l a								
2774-8								k a n i								
3198-8								s ɛ m ɛ								
3534-8								t o n i								
3550-8								i n i								
3684-8								k i n a								
3812-8								n i ŋ g i								
4611-8								k a m a								
4738-8								g i n d a								
4983-8								s o n dʒ i								
5656-8								m o n i								
5830-8								j ɛ								
1026-8								l i m								
1074-8								n i g e								
1170-8								g a n d e								
1187-8								n g u								
1454-8								s i l e								
1841-8								g e								
1970-8								p u l a								
2671-8								n d o								
2977-8								k e m b a								
3301-8								e b a								
3463-8								e aː								
3498-8								n i								
4363-8								d a m								
4479-8								k o								
5038-8								k ɔ l ɛ								
5391-8								d i g i								
5715-8								g i r e								
5793-8								t m b ɛ oː j								
5888-8								j ɛ								
6007-8								p u n a								
568-8								n i n d e g o								
569-8								n i n d i l e								
1257-8								k ɔ l o m								
1433-8								p ɔ l t ɛ								
1501-8								n i g e								
1787-8								n aː								
1864-8								k ɔ g o l ɔ								
1923-8								g ɔ n ɛ								
1988-8								p m n d e								
2046-8								g e n dʒ e								
2067-8								i d i								
2109-8								k ɛ dʒ ɛ j								
2127-8								n a l e								
2441-8								n a								
2599-8								iː g e								
2756-8								b a l a								
2775-8								b a g i m i								
3254-8								d u l a m a								
3358-8								n aː								
3622-8								d oː g a								
4008-8								k ɛ ŋ g e								
4205-8								ɛ n d ɛ								
4630-8								n ɛ								
4848-8								ɛ n ɔ n ɔ n ɔ								
4905-8								n ɛ								
4985-8								s ɛ								
5467-8								d i g ɛ								
5569-8								p o n t e								
5606-8								t i l i ŋ g ɛ								
5640-8								o ɛː ŋ g a								
5906-8								t ŋ g o								
2-8								k aː m n ɔ								
3-8								k a n i								
21-8								d aː b a								
42-8								k e s u								
64-8								k a g a								
117-8								g ɛː								
224-8								j o g a								
241-8								d ɔ g ɛ								
242-8								l ɛ								
312-8								b a j								
361-8								k a r a								
651-8								d i ŋ g ɛ								
743-8								j a b o								
891-8								a a								
1053-8								k ɔː n d e								
1207-8								g e								
715-9									dʒ i j i							
1089-9									n i i							
1319-9									i j i							
1398-9									s i g i							
1557-9									dʒ i r e							
1626-9									w a g a							
1840-9									t i i							
2247-9									k e							
4677-9									k i l e j							
5162-9									m i r i							
5406-9									t i n dʒ i							
359-9									k a r a							
1577-9									dʒ i r e							
2196-9									n a l a							
2230-9									s i j e							
2533-9									b a i							
3605-9									k a n dʒ a							
3866-9									o dʒ i							
4553-9									t a g i							
4822-9									k i m b e							
5254-9									dʒ i l i							
503-9									k i j e							
1356-9									m i j e							
1881-9									n i m i							
2084-9									j e b i							
2420-9									k u l ɔ							
3218-9									b i dʒ i							
3372-9									i a m i							
3718-9									a i a							
4135-9									b i r i							
4694-9									g i dʒ i							
807-9									k ɔ m iː							
2320-9									k a ŋ e							
2476-9									k i							
2842-9									dʒ i g i							
4081-9									dʒ i m b i							
4313-9									n i m i							
4460-9									s i j i							
5810-9									i i r i							
93-9									dʒ ɔ							
260-9									b i r e							
385-9									dʒ e d e							
890-9									a m b i i							
1336-9									t e g e							
1703-9									b i							
1769-9									d e m b i							
2162-9									b i r i							
2635-9									s o							
2735-9									dʒ i n i							
3031-9									dʒ e g t							
4591-9									t i r e							
5301-9									d i r i							
5605-9									t i m e							
63-9									k a r a							
296-9									dʒ a m b i							
463-9									dʒ i m b i							
762-9									b a n a k k i							
1432-9									t a r i							
1474-9									t ɔ ŋ ɔ							
1788-9									s i							
2044-9									dʒ i m e							
2713-9									t i m dʒ i t i r e							
3219-9									b i dʒ i							
3425-9									j uː							
4120-9									k o l e							
4184-9									dʒ i							
4423-9									t ɔ r ɔ							
4629-9									n i j i							
4759-9									n i j e							
4904-9									n i j i							
4960-9									dʒ i n aː dʒ i							
4980-9									t i t i							
5059-9									g i j o							
5125-9									ɔ dʒ ɔ dʒ i							
5339-9									i g a g a							
5549-9									t a w dʒ e							
5771-9									dʒ i g u							
5905-9									t i r i							
5922-9									b i r i							
1-9									d i							
483-9									g i dʒ i							
629-9									t ɔ							
667-9									i b ɛ							
1254-9									dʒ a g i							
1415-9									dʒ i							
1542-9									n i							
1683-9									s i j e							
1898-9									d i r i							
2551-9									r e							
2901-9									t i ŋ g i							
3251-9									dʒ a r a							
3885-9									t i r e							
4402-9									j i							
5081-9									p i n i							
5622-9									d i r i j							
43-9									s u							
158-9									m ɔ i							
194-9									b i							
221-9									ɛ dʒ i							
716-9									j e							
1374-9									k ɔ n ɔ							
1452-9									g i r a							
1789-9									n u m u							
1862-9									i dʒ i							
2108-9									n i j e							
2618-9									k i l ɔ							
2636-9									m							
2941-9									b i l i							
3113-9									d e g e							
3136-9									j a r a							
3572-9									b i r i							
3811-9									l e							
3959-9									g o l u							
4066-9									g ɔ r ɔ							
4888-9									s a m n e							
5180-9									s e m b i							
5583-9									t a ŋ g e							
5981-9									a r a							
25-9									o r u g ɛ							
114-9									dʒ ɔ j ɛ							
702-9									ɔ g ɔ n ɔ ŋ ɔ							
851-9									k i							
872-9									i n dʒ e							
952-9									k u r u							
1941-9									k i l i							
2442-9									n u m u							
3448-9									b i dʒ i							
3497-9									n a r a							
3588-9									k ɔ r ɔ							
4101-9									a r a							
4202-9									g ɔ r e j							
4293-9									dʒ ɔ b ɔ							
4520-9									b e l u							
4609-9									k ɔ r ɔ							
4740-9									g u n ɔ							
4921-9									s u b e							
5982-9									k u dʒ u							
978-9									t e m							
1052-9									n aː m i							
1070-9									l u g o							
1942-9									j e							
1989-9									m i n e							
2145-9									dʒ oː							
2306-9									a m a							
2456-9									k ɔ r i							
2514-9									dʒ i dʒ i							
2666-9									s i j e							
3132-9									dʒ i ŋ g i							
3300-9									e w aː							
3774-9									g u r u							
3976-9									s i							
4039-9									dʒ ɔː n i							
4152-9									g i r e							
4260-9									ɔ m b i							
4278-9									k u n dʒ u							
4361-9									t e g e							
4570-9									t o w							
5673-9									d i m b i							
5752-9									g ɛː							
66-9									k a							
521-9									k oː dʒ i							
685-9									b ɔ r u							
744-9									l ɔ w a							
1108-9									k j o							
1745-9									dʒ a j a							
2066-9									n a ŋ a							
2216-9									j a j							
2265-9									i l a							
2392-9									t o s i							
2902-9									j i							
2958-9									eː o w̃							
3197-9									k ɔː							
3943-9									d u l u							
4219-9									t e m b e							
4337-9									s ɔː m							
5197-9									e r i							
5531-9									dʒ e							
5733-9									n i							
348-9									k u r u							
409-9									g ɔ r u							
562-9									s i							
1022-9									p i r i							
1170-9									g ɔ dʒ e							
1238-9									i dʒ i							
1578-9									n i m g o							
1612-9									n u m b u							
2288-9									i r e							
2334-9									s i							
2396-9									n o							
2759-9									i g a							
2978-9									k u l a							
3088-9									ɲ ɛ r̃ u							
3252-9									b							
3287-9									u n e							
3407-9									o							
3790-9									g a w							
4052-9									b a s ɔ							
4220-9									k u							
4383-9									k ɛ b ɛ							
4440-9									t i							
4651-9									d i ŋ ɛ							
4711-9									j a r i							
4778-9									g ɛ s i							
4821-9									k i							
5228-9									b i n dʒ i							
5272-9									t e g i							
5319-9									g o s u							
5375-9									m eː n a							
5465-9									m u j i							
5497-9									ɛ w							
5641-9									l ɔ j							
5692-9									a n a							
5715-9									k i r ɔ							
389-9									n ɛ							
448-9									n o ŋ							
563-9									s i ɔ							
613-9									ɛ							
787-9									n i w̃ ɛ							
915-9									iː							
1126-9									n iː							
1208-9									g a m a							
1502-9									d u ŋ u							
1669-9									dʒ e m e							
1969-9									j u g ɔ r ɔ							
1971-9									p u dʒ u							
2030-9									k u w ɔ							
2354-9									t i r e							
2500-9									ɛ g u							
3011-9									b ɛ n t ɛ j							
3159-9									j ɛː ŋ a							
3199-9									k ɔ r ɔ w̃							
3319-9									b i s e							
3395-9									ɔː oː							
3535-9									k a							
3640-9									l ɛ r a							
3706-9									n ɛ ŋ							
3813-9									r̃ i							
4011-9									d eː ŋ							
4498-9									o r i							
4843-9									ɛ r i							
4986-9									j ɔ l ɔ							
5036-9									t o r o							
5109-9									l a g a							
5361-9									k a dʒ e							
5390-9									dʒ i r oː							
5425-9									j ɔː g ɔː							
5790-9									ɔ r i							
5847-9									oː n ɔ							
136-9									k ɛ l ɛ							
197-9									b ɛː w							
334-9									s ɛ j aː							
652-9									b i j ɛ							
786-9									n i							
951-9									j ɔ r							
715-10										d i j i						
1089-10										n i						
1319-10										n i						
1398-10										s u g u d u						
1557-10										d i r e						
1626-10										w a g a						
1840-10										t i ŋ i						
2247-10										k o						
4677-10										k u l e j						
5162-10										m i r e						
5406-10										t o n d i						
359-10										g a l a						
1577-10										d i l e						
2230-10										s i g e						
2533-10										b a r a						
3605-10										k a n a						
3866-10										o d u						
4822-10										k u m b o						
5254-10										d u l ɔ						
503-10										k i j e						
1356-10										m b e						
1881-10										n i m o						
2084-10										j o d a						
2420-10										k u l ɔ						
3218-10										d u d u						
3372-10										b a m a						
4135-10										b a n i						
4694-10										g u d u						
807-10										k o m b u						
2320-10										k a n e						
2476-10										k i						
2842-10										d i g u						
3719-10										m i						
4081-10										d a m b a						
4313-10										n i m						
4460-10										s o j						
5514-10										n i n d o						
5810-10										d i r i						
93-10										d ɔ						
260-10										d i d e						
385-10										d ɛ m b ɛ						
890-10										a m b i						
1336-10										d e g e						
1703-10										b i						
1769-10										t ɛ m b i						
2162-10										b o r o						
2635-10										s o						
2735-10										d a n a						
3031-10										d o g ɛ						
4591-10										tʃ i r e						
5301-10										d ɛ r u						
5605-10										t i m o						
63-10										k a l a						
296-10										d a m b a						
463-10										d u m b i						
762-10										b a n a k u						
1432-10										t a l u						
1474-10										t ɔ ŋ ɔ						
2044-10										d i m b e						
2713-10										t ɛ m d ɛ d ɛ d i						
3219-10										d a s u						
3425-10										j uː						
4120-10										k e l e						
4423-10										d ɔ l ɔ						
4629-10										n u ŋ o						
4759-10										n i j e						
4904-10										n u ŋ o						
4960-10										dʒ i n aː dʒ i						
4980-10										d ɔ						
5059-10										g u j o						
5125-10										ɔ d ɔ						
5339-10										d a g a						
5549-10										t a w o						
5905-10										t i r u						
5922-10										b i r e						
5938-10										a d u n a						
1-10										d i						
483-10										g o d u						
629-10										d ɔ						
667-10										o w ɛ						
1254-10										d a d u						
1415-10										n i						
1542-10										n ɔ w						
1683-10										s i j e						
1898-10										d u l o						
2551-10										r e						
2901-10										t u ŋ g u						
2957-10										m a n u						
3048-10										b i j e						
3251-10										d a l a						
3885-10										d ɔ r ɔ						
4402-10										j e						
5622-10										d i r ɔ j						
43-10										s a						
135-10										t u n u						
221-10										ɛ d u						
1152-10										u i g ɛ						
1374-10										g ɔ ŋ ɔ						
1452-10										g aː l a						
1789-10										n u m o						
1862-10										i s u						
2636-10										m						
2880-10										d u n d u						
2924-10										d o r u						
3113-10										t e g e						
3136-10										j a l a						
3572-10										b o r u						
3751-10										d ɛ j						
3811-10										l e						
3959-10										t o l u						
4066-10										g ɔ r ɔ						
4535-10										s u g o						
5180-10										s o m b i						
5583-10										t a ŋ g o						
5981-10										a n a						
25-10										a s u g ɛ tʃ ɛ						
114-10										d ɔ j̃						
702-10										ɔ g ɔ n ɔ						
851-10										k u ŋ ɔ						
872-10										o n d ɛ						
2179-10										n i						
2351-10										d a b a						
2442-10										n u m o						
2496-10										n u						
3448-10										b o d u						
3482-10										m i s u d ɛ						
3497-10										n a						
4101-10										a n a						
4293-10										d ɔ b ɔ						
4520-10										d e dʒ u						
4609-10										k ɔ r ɔ						
5982-10										k u d u						
196-10										k u l u						
526-10										d a r̃ a						
931-10										b ɛ w						
2306-10										a m a						
2514-10										d u s u						
2666-10										s i j e						
2817-10										a n g a						
3015-10										n a n d a						
3132-10										d u ŋ g u						
3774-10										t u r u						
3905-10										n o m						
4334-10										s o						
4570-10										d ɔ j̃						
5200-10										i r i						
5318-10										d ɔ r ɔ						
5532-10										i n i						
5752-10										t ɛ						
5866-10										k a m a						
5887-10										j aː m						
66-10										k a						
432-10										k a n i						
685-10										s o n ɔ						
744-10										l ɔ w a						
1124-10										i l e						
1237-10										u n dʒ u						
1646-10										ɔ g u						
1823-10										g o l o						
2143-10										b a						
2216-10										j aː						
3197-10										ɔː						
3812-10										d a n i						
3943-10										d a l e						
4024-10										z i b a						
4259-10										g o m u						
4738-10										g u n u						
5447-10										g i d i						
5828-10										j aː n a						
5868-10										g a						
245-10										t ɔ r ɔ						
285-10										ŋ a						
998-10										w o						
1172-10										k u r ɔ						
1578-10										n u m						
1668-10										b i n i						
2063-10										i ɛ						
2288-10										ɛ r̃ ɛ						
2978-10										k u l ɔ						
3252-10										ɛ m b ɛ j						
3551-10										b ɔ n						
3683-10										tʃ i r̃ i						
4052-10										b a s a						
4440-10										t iː						
5229-10										a n u						
5391-10										d iː						
5423-10										ɔ s u						
178-10										k o m b o i						
347-10										tʃ ɛ lː u						
568-10										n i n u e l o						
569-10										n i n u i l e						
1204-10										i						
1923-10										g ɔ ŋ a						
2109-10										k ɛ d ɔ						
2268-10										aː l aː						
2338-10										s i n ɛ						
2619-10										tʃ i l aː						
2773-10										b a m̩ i n a						
2999-10										d ɔ g ɛ						
3176-10										z ɔ						
3199-10										a l ɔ m						
3283-10										aː r̃ a						
3465-10										s ɛ						
3640-10										l aː l a						
3658-10										u i m o						
3706-10										n ɛ ŋ						
3851-10										a b ɛ n ɛ						
4205-10										ɔ n d ɔ						
4986-10										n ɔ r̃ ɔ n ɛː						
5043-10										t o n d o r o						
5078-10										p ɛ						
5233-10										m aː g o						
5467-10										u u g u						
5963-10										tʃ ɛ b aː						
600-10										tʃ r ɛ r						
616-10										u n d u						
1184-10										ɔː						
715-11											d i j i					
1089-11											n i i					
1319-11											n i					
1398-11											s i n i l i					
1557-11											g i r e					
1626-11											w a g i					
1840-11											t i n i					
2247-11											k e					
4677-11											k i l e j					
5162-11											m i l i					
5406-11											t i n i					
1577-11											g i r e					
2196-11											n a l a					
2230-11											s i j e					
2533-11																
3605-11											k a n a					
3866-11											e d i					
4553-11											t a g i					
4822-11											k i m b e					
5254-11											d i l ɔ					
503-11											g i j e					
1356-11											m a j e					
1881-11											n i m i					
2084-11											j e i					
2420-11											k i l ɔ					
3218-11											t i dʒ i					
3372-11											b a m a					
3718-11											a r a					
4135-11											b a n i					
807-11											k ɔ m i					
2320-11											k a n e					
2476-11											k i					
2842-11											d i g i					
3719-11											m i					
4081-11											d a m b i					
4313-11											n e m					
4460-11											s i j i					
5514-11											n i n e					
5810-11											t i r i					
260-11											b i r e					
890-11											a m i r i					
1336-11											t e g e					
1703-11											b i					
2735-11											d a n a					
4591-11											k i r e					
63-11											k a l a					
463-11											d i m b e					
762-11											b a n a k i					
1788-11											s i r i					
2713-11											t i m d i t e r e					
3425-11											j i					
4120-11											k e l e					
4184-11											n i					
4423-11											d ɔ r ɔ					
4759-11											n i j e					
4980-11											t ɔ					
5125-11											o n dʒ i					
5339-11											i i g a					
5549-11											t a w a					
5771-11											dʒ i g i					
5938-11											a d i n a					
1415-11											n i					
1542-11											n i					
1683-11											s i j e					
2957-11											m a n i					
3048-11											b i j e					
4402-11											j e					
5081-11											p i n i					
6006-11											p i l a					
135-11											t u n d u					
158-11											m ɔ n i					
650-11											b e s i					
716-11											j e					
1152-11											t i w ɛ					
1374-11											k ɔ ŋ ɔ					
1789-11											n i m ɔ					
2083-11											k a n i					
2618-11											tʃ i l ɔ					
2880-11											k i n dʒ u					
3405-11											ɔ m ɛ					
3572-11											b e r i					
3751-11											n i j					
3811-11											l e					
4535-11											s u g ɔ					
4888-11											s a m n a					
5583-11											t a ŋ g i					
5751-11											t i j ɔ					
2179-11											n d i					
2442-11											n a m a					
2496-11											n ɔ n					
4781-11											s a n a					
196-11											k u l ɔ					
408-11											j a m b i					
526-11											d a l a					
789-11											g a m a					
978-11											t ɔ m e					
999-11											j e					
1298-11											g i m b m a					
3015-11											n a n d a					
3132-11											d i n g i					
3300-11											ɔ w aː					
3639-11											t ɔ w a					
3977-11											m ɔ n i					
3978-11											m a n i					
4648-11											j e					
5532-11											aː n i					
432-11											k a n i					
446-11											g e n d e					
1124-11											i l e					
1237-11											g i n ɛ					
1579-11											m b uː l u					
1748-11											j i					
2774-11											k a n i					
2902-11											j ɔ					
3198-11											s ɔ m ɔ					
3550-11											aː e n i					
3943-11											ɔ l a					
4219-11											d e m b i					
4259-11											g ɔ m ɔ					
4611-11											k ɔ m ɔ					
4983-11											s e n d i					
5656-11											m ɔ n i					
5830-11											j ɔ					
285-11											n i					
1023-11											j a					
1074-11											n i g i					
1172-11											g u l e					
1187-11											aː r u					
1205-11											j a					
1454-11											s e l e					
1524-11											s ɔ l ɔ					
1612-11											n a m b ɔ					
1668-11											w i n i					
1841-11											g e					
1970-11											p u n a					
2671-11											n d e					
2977-11											k e b a					
3287-11											k a n a					
3772-11											t u m a					
4363-11											d a m u					
4442-11											t i j a					
4479-11											s eː					
5038-11											k o l ɔ					
5424-11											s ɔ l ɔ					
5793-11											t m b o					
6007-11											p u n a					
347-11											tʃ i r i					
1057-11											k ɔ n ɔ					
1257-11											k o l o m					
1433-11											p o l e					
1501-11											n i g e					
1727-11											j ɔ					
1899-11											p u n ɔ					
2067-11											i l ɔ					
2268-11											aː l ɔ					
2372-11											b a l a					
2599-11											aː g e					
2756-11											w a l a					
2775-11											b a r m i					
2863-11											dʒ e j o					
3254-11											n a l m a					
3318-11											n ɔ n d i					
3427-11											ŋ g e					
4025-11											dʒ a w a					
4037-11											s a n dʒ a					
4053-11											g i m b ɔ					
4280-11											j a g a r a					
4630-11											n ɛ					
4905-11											n o					
5569-11											p i dʒ e					
5606-11											t i n i ŋ g e					
5640-11											n ɛ ŋ g a					
5906-11											t e ŋ g e					
26-11											b aː l i					
64-11											k a r a					
117-11											i ɛ					
224-11											j ɔ g a					
239-11											r a m d e					
242-11											l e					
312-11											b a					
600-11											dʒ ɔ l i					
616-11											ɔ n d ɔ					
687-11											j a n d u					
743-11											j a b e					
873-11											s e					
1001-11											g o					
1434-11											ŋ g e					
715-12												d i j i				
1089-12												n i i				
1319-12												ɲ i				
1398-12												s u g u				
1557-12												dʒ i r e				
1626-12												w a g i				
1840-12												t i ŋ i				
2247-12												g o				
4677-12												k u r e j				
5162-12												m i r e				
5406-12												t o n d i				
359-12												g a r i				
1577-12												dʒ i r e				
2196-12																
2230-12												s i g o				
2533-12												b o r i				
3605-12												g a n dʒ a				
3866-12												o dʒ i				
4553-12												t o g i				
4822-12												k u m b o				
5254-12												d i r ɔ				
503-12												k i j e				
1356-12												m i j i				
2084-12												j ɔ b i				
2420-12												k u r ɔ				
3218-12												b u dʒ u				
3718-12												a r a				
4135-12												b i r i				
4694-12												g u dʒ u				
807-12												k o m b i				
2320-12												g a ɲ i				
2476-12												k uː				
3719-12												m i				
4460-12												s i j				
5514-12												t i n d e				
5810-12												d i r i				
93-12												d ɔ				
385-12												dʒ i m b ɛ				
890-12												a m b i r i				
1769-12												t i m b i				
2162-12												b o r o				
2635-12												s o				
3031-12												d ɛ g ɛ				
4591-12												k i r e				
5301-12												t i r u				
5605-12												t i m i				
63-12												k a r a				
