COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
1-15															p ɛ j	
483-15															g o z u	
629-15															d ɛ	
667-15															ɛ w ɛ	
1254-15															z a n d u	
1542-15															n ɔ	
2901-15															t u ŋ	
2957-15															m a n d u	
3048-15															b i j	
3251-15															z aː	
3885-15															d ɛ g ɛ	
715-16																d i
1089-16																n a
1319-16																n ɛ
1398-16																s u n
1557-16																g i r e
1626-16																w a g a
1840-16																t e r̃ u
2247-16																g oː
4677-16																k u l
5162-16																m i r̃ ɛ
5406-16																t a n a
359-16																g a l a
1577-16																g i r e
2196-16																n a n a
2230-16																s u g o
2533-16																b a r u
3605-16																k a n a
3866-16																ɔ dʒ u
4553-16																t a g a
4822-16																k u m
5254-16																d i l
503-16																k i r̃ a
1356-16																m ɛ
1881-16																n ɔ m
2084-16																j a p a
2420-16																k u l
3218-16																p u dʒ u
3372-16																n a m a
3718-16																a r a
4135-16																b a n a
4694-16																g u dʒ u
807-16																k o m
2320-16																k a ŋ ɛ
2476-16																k ɔ̃ː
2842-16																d i g u
3719-16																m
4081-16																d a m ɛ
4313-16																n ɛ
4460-16																s aː
5514-16																n ɛ n ɛ
5810-16																p i l
93-16																dʷ ɔ
260-16																p ɛ n ɛ
890-16																a m i r̃ a
1336-16																t e g e
1703-16																b a
1769-16																t ɛ m ɛ
2162-16																b ɛ l ɛ
2635-16																s ɔ̃
2735-16																d a n a
3031-16																d ɛ g ɛ
4591-16																t a r u
5301-16																p ɛ l
5605-16																t i m ɛ
63-16																g a m i r u
296-16																dʒ a m a
463-16																d u m ɛ
1432-16																t a l
1474-16																t ɔ ŋ ɔ
1788-16																s iː
2044-16																d i m ɛ
3219-16																p a dʒ u
3425-16																j ɔ̃ː
4120-16																k ɛ l ɔ
4184-16																j aː
4423-16																d ɔ n ɔ
4960-16																g i n ɛ
4980-16																t ɔ
5059-16																g u r o
5125-16																ɔ n ɔ
5339-16																p a g a
5549-16																t a b ɛ
5771-16																j u g u
5905-16																t i r̃ u
5922-16																b i r ɛ
1-16																p ɛː
483-16																g o dʒ u
629-16																d ɛː
667-16																ɛ w ɛ
1254-16																dʒ a n u
1683-16																s iː
2551-16																r̃ ɛ
2901-16																t u ŋ u
3251-16																p a r̃ a
3885-16																d ɛ r ɛ
