index	index_p	rindex	rindex_p	cogid	id_BelejeGonfoye	segment_BelejeGonfoye	segment_BelejeGonfoye_L1	segment_BelejeGonfoye_L2	segment_BelejeGonfoye_L3	segment_BelejeGonfoye_R1	segment_BelejeGonfoye_R2	segment_BelejeGonfoye_R3	SC_BelejeGonfoye	SC_BelejeGonfoye_L1	SC_BelejeGonfoye_L2	SC_BelejeGonfoye_L3	SC_BelejeGonfoye_R1	SC_BelejeGonfoye_R2	SC_BelejeGonfoye_R3	PROSODY_BelejeGonfoye	PROSODY_BelejeGonfoye_L1	PROSODY_BelejeGonfoye_L2	PROSODY_BelejeGonfoye_L3	PROSODY_BelejeGonfoye_R1	PROSODY_BelejeGonfoye_R2	PROSODY_BelejeGonfoye_R3	id_Fadashi	segment_Fadashi	segment_Fadashi_L1	segment_Fadashi_L2	segment_Fadashi_L3	segment_Fadashi_R1	segment_Fadashi_R2	segment_Fadashi_R3	SC_Fadashi	SC_Fadashi_L1	SC_Fadashi_L2	SC_Fadashi_L3	SC_Fadashi_R1	SC_Fadashi_R2	SC_Fadashi_R3	PROSODY_Fadashi	PROSODY_Fadashi_L1	PROSODY_Fadashi_L2	PROSODY_Fadashi_L3	PROSODY_Fadashi_R1	PROSODY_Fadashi_R2	PROSODY_Fadashi_R3	id_Maiyu	segment_Maiyu	segment_Maiyu_L1	segment_Maiyu_L2	segment_Maiyu_L3	segment_Maiyu_R1	segment_Maiyu_R2	segment_Maiyu_R3	SC_Maiyu	SC_Maiyu_L1	SC_Maiyu_L2	SC_Maiyu_L3	SC_Maiyu_R1	SC_Maiyu_R2	SC_Maiyu_R3	PROSODY_Maiyu	PROSODY_Maiyu_L1	PROSODY_Maiyu_L2	PROSODY_Maiyu_L3	PROSODY_Maiyu_R1	PROSODY_Maiyu_R2	PROSODY_Maiyu_R3	id_Undulu	segment_Undulu	segment_Undulu_L1	segment_Undulu_L2	segment_Undulu_L3	segment_Undulu_R1	segment_Undulu_R2	segment_Undulu_R3	SC_Undulu	SC_Undulu_L1	SC_Undulu_L2	SC_Undulu_L3	SC_Undulu_R1	SC_Undulu_R2	SC_Undulu_R3	PROSODY_Undulu	PROSODY_Undulu_L1	PROSODY_Undulu_L2	PROSODY_Undulu_L3	PROSODY_Undulu_R1	PROSODY_Undulu_R2	PROSODY_Undulu_R3
3	0.6000	3	0.6000	318	116	e	w	u	∅	s	i	∅	E	W	Y	∅	S	I	∅	7	6	7	∅	3	7	∅	117	eː	f	-	∅	s	i	∅	E	B	_	∅	S	I	∅	7	3	0	∅	3	7	∅	118	e	f	-	∅	ʃ	a	∅	E	B	_	∅	S	A	∅	7	3	0	∅	3	7	∅	119	ɛ	f	-	∅	ʃ	i	∅	E	B	_	∅	S	I	∅	7	3	0	∅	3	7	∅
4	0.8000	2	0.4000	318	116	s	e	w	u	i	∅	∅	S	E	W	Y	I	∅	∅	3	7	6	7	7	∅	∅	117	s	eː	f	-	i	∅	∅	S	E	B	_	I	∅	∅	3	7	3	0	7	∅	∅	118	ʃ	e	f	-	a	∅	∅	S	E	B	_	A	∅	∅	3	7	3	0	7	∅	∅	119	ʃ	ɛ	f	-	i	∅	∅	S	E	B	_	I	∅	∅	3	7	3	0	7	∅	∅
5	1.0000	1	0.2000	318	116	i	s	e	w	∅	∅	∅	I	S	E	W	∅	∅	∅	7	3	7	6	∅	∅	∅	117	i	s	eː	f	∅	∅	∅	I	S	E	B	∅	∅	∅	7	3	7	3	∅	∅	∅	118	a	ʃ	e	f	∅	∅	∅	A	S	E	B	∅	∅	∅	7	3	7	3	∅	∅	∅	119	i	ʃ	ɛ	f	∅	∅	∅	I	S	E	B	∅	∅	∅	7	3	7	3	∅	∅	∅
1	0.2000	5	1.0000	326																							120	aː	∅	∅	∅	m	oː	s	A	∅	∅	∅	M	U	S	7	∅	∅	∅	4	7	3	121	a	∅	∅	∅	m	ɔː	z	A	∅	∅	∅	M	U	S	7	∅	∅	∅	4	7	3																						
2	0.4000	4	0.8000	326																							120	m	aː	∅	∅	oː	s	o	M	A	∅	∅	U	S	U	4	7	∅	∅	7	3	7	121	m	a	∅	∅	ɔː	z	o	M	A	∅	∅	U	S	U	4	7	∅	∅	7	3	7																						
3	0.6000	3	0.6000	326																							120	oː	m	aː	∅	s	o	∅	U	M	A	∅	S	U	∅	7	4	7	∅	3	7	∅	121	ɔː	m	a	∅	z	o	∅	U	M	A	∅	S	U	∅	7	4	7	∅	3	7	∅																						
4	0.8000	2	0.4000	326																							120	s	oː	m	aː	o	∅	∅	S	U	M	A	U	∅	∅	3	7	4	7	7	∅	∅	121	z	ɔː	m	a	o	∅	∅	S	U	M	A	U	∅	∅	3	7	4	7	7	∅	∅																						
5	1.0000	1	0.2000	326																							120	o	s	oː	m	∅	∅	∅	U	S	U	M	∅	∅	∅	7	3	7	4	∅	∅	∅	121	o	z	ɔː	m	∅	∅	∅	U	S	U	M	∅	∅	∅	7	3	7	4	∅	∅	∅																						
1	0.1250	8	1.0000	330	122	a	∅	∅	∅	m	b	u	A	∅	∅	∅	M	P	Y	7	∅	∅	∅	4	1	7	123	a	∅	∅	∅	m	b	-	A	∅	∅	∅	M	P	_	7	∅	∅	∅	4	1	0	124	a	∅	∅	∅	m	b	ʊ	A	∅	∅	∅	M	P	Y	7	∅	∅	∅	4	1	7																						
2	0.2500	7	0.8750	330	122	m	a	∅	∅	b	u	d	M	A	∅	∅	P	Y	T	4	7	∅	∅	1	7	1	123	m	a	∅	∅	b	-	-	M	A	∅	∅	P	_	_	4	7	∅	∅	1	0	0	124	m	a	∅	∅	b	ʊ	d	M	A	∅	∅	P	Y	T	4	7	∅	∅	1	7	1																						
3	0.3750	6	0.7500	330	122	b	m	a	∅	u	d	u	P	M	A	∅	Y	T	Y	1	4	7	∅	7	1	7	123	b	m	a	∅	-	-	u	P	M	A	∅	_	_	Y	1	4	7	∅	0	0	7	124	b	m	a	∅	ʊ	d	u	P	M	A	∅	Y	T	Y	1	4	7	∅	7	1	7																						
4	0.5000	5	0.6250	330	122	u	b	m	a	d	u	ɾ	Y	P	M	A	T	Y	R	7	1	4	7	1	7	5	123	-	b	m	a	-	u	r	_	P	M	A	_	Y	R	0	1	4	7	0	7	5	124	ʊ	b	m	a	d	u	r	Y	P	M	A	T	Y	R	7	1	4	7	1	7	5																						
5	0.6250	4	0.5000	330	122	d	u	b	m	u	ɾ	o	T	Y	P	M	Y	R	U	1	7	1	4	7	5	7	123	-	-	b	m	u	r	u	_	_	P	M	Y	R	Y	0	0	1	4	7	5	7	124	d	ʊ	b	m	u	r	-	T	Y	P	M	Y	R	_	1	7	1	4	7	5	0																						
6	0.7500	3	0.3750	330	122	u	d	u	b	ɾ	o	∅	Y	T	Y	P	R	U	∅	7	1	7	1	5	7	∅	123	u	-	-	b	r	u	∅	Y	_	_	P	R	Y	∅	7	0	0	1	5	7	∅	124	u	d	ʊ	b	r	-	∅	Y	T	Y	P	R	_	∅	7	1	7	1	5	0	∅																						
7	0.8750	2	0.2500	330	122	ɾ	u	d	u	o	∅	∅	R	Y	T	Y	U	∅	∅	5	7	1	7	7	∅	∅	123	r	u	-	-	u	∅	∅	R	Y	_	_	Y	∅	∅	5	7	0	0	7	∅	∅	124	r	u	d	ʊ	-	∅	∅	R	Y	T	Y	_	∅	∅	5	7	1	7	0	∅	∅																						
8	1.0000	1	0.1250	330	122	o	ɾ	u	d	∅	∅	∅	U	R	Y	T	∅	∅	∅	7	5	7	1	∅	∅	∅	123	u	r	u	-	∅	∅	∅	Y	R	Y	_	∅	∅	∅	7	5	7	0	∅	∅	∅	124	-	r	u	d	∅	∅	∅	_	R	Y	T	∅	∅	∅	0	5	7	1	∅	∅	∅																						
1	0.1667	6	1.0000	351	125	m	∅	∅	∅	e	t	ɪ	M	∅	∅	∅	E	T	I	4	∅	∅	∅	7	1	7	126	m	∅	∅	∅	ɛ	d	e	M	∅	∅	∅	E	T	E	4	∅	∅	∅	7	1	7																																												
2	0.3333	5	0.8333	351	125	e	m	∅	∅	t	ɪ	k	E	M	∅	∅	T	I	K	7	4	∅	∅	1	7	1	126	ɛ	m	∅	∅	d	e	g	E	M	∅	∅	T	E	K	7	4	∅	∅	1	7	1																																												
3	0.5000	4	0.6667	351	125	t	e	m	∅	ɪ	k	eː	T	E	M	∅	I	K	E	1	7	4	∅	7	1	7	126	d	ɛ	m	∅	e	g	e	T	E	M	∅	E	K	E	1	7	4	∅	7	1	7																																												
4	0.6667	3	0.5000	351	125	ɪ	t	e	m	k	eː	∅	I	T	E	M	K	E	∅	7	1	7	4	1	7	∅	126	e	d	ɛ	m	g	e	∅	E	T	E	M	K	E	∅	7	1	7	4	1	7	∅																																												
5	0.8333	2	0.3333	351	125	k	ɪ	t	e	eː	∅	∅	K	I	T	E	E	∅	∅	1	7	1	7	7	∅	∅	126	g	e	d	ɛ	e	∅	∅	K	E	T	E	E	∅	∅	1	7	1	7	7	∅	∅																																												
6	1.0000	1	0.1667	351	125	eː	k	ɪ	t	∅	∅	∅	E	K	I	T	∅	∅	∅	7	1	7	1	∅	∅	∅	126	e	g	e	d	∅	∅	∅	E	K	E	T	∅	∅	∅	7	1	7	1	∅	∅	∅																																												
1	0.2000	5	1.0000	353																																													127	-	∅	∅	∅	-	f	i	_	∅	∅	∅	_	B	I	0	∅	∅	∅	0	3	7	128	a	∅	∅	∅	l	f	i	A	∅	∅	∅	L	B	I	7	∅	∅	∅	5	3	7
2	0.4000	4	0.8000	353																																													127	-	-	∅	∅	f	i	l	_	_	∅	∅	B	I	L	0	0	∅	∅	3	7	5	128	l	a	∅	∅	f	i	l	L	A	∅	∅	B	I	L	5	7	∅	∅	3	7	5
3	0.6000	3	0.6000	353																																													127	f	-	-	∅	i	l	∅	B	_	_	∅	I	L	∅	3	0	0	∅	7	5	∅	128	f	l	a	∅	i	l	∅	B	L	A	∅	I	L	∅	3	5	7	∅	7	5	∅
4	0.8000	2	0.4000	353																																													127	i	f	-	-	l	∅	∅	I	B	_	_	L	∅	∅	7	3	0	0	5	∅	∅	128	i	f	l	a	l	∅	∅	I	B	L	A	L	∅	∅	7	3	5	7	5	∅	∅
5	1.0000	1	0.2000	353																																													127	l	i	f	-	∅	∅	∅	L	I	B	_	∅	∅	∅	5	7	3	0	∅	∅	∅	128	l	i	f	l	∅	∅	∅	L	I	B	L	∅	∅	∅	5	7	3	5	∅	∅	∅
1	0.2500	4	1.0000	358	129	k	∅	∅	∅	oː	ɗ	e	K	∅	∅	∅	U	T	E	1	∅	∅	∅	7	1	7	130	k	∅	∅	∅	oː	ɗ	e	K	∅	∅	∅	U	T	E	1	∅	∅	∅	7	1	7																																												
2	0.5000	3	0.7500	358	129	oː	k	∅	∅	ɗ	e	∅	U	K	∅	∅	T	E	∅	7	1	∅	∅	1	7	∅	130	oː	k	∅	∅	ɗ	e	∅	U	K	∅	∅	T	E	∅	7	1	∅	∅	1	7	∅																																												
3	0.7500	2	0.5000	358	129	ɗ	oː	k	∅	e	∅	∅	T	U	K	∅	E	∅	∅	1	7	1	∅	7	∅	∅	130	ɗ	oː	k	∅	e	∅	∅	T	U	K	∅	E	∅	∅	1	7	1	∅	7	∅	∅																																												
4	1.0000	1	0.2500	358	129	e	ɗ	oː	k	∅	∅	∅	E	T	U	K	∅	∅	∅	7	1	7	1	∅	∅	∅	130	e	ɗ	oː	k	∅	∅	∅	E	T	U	K	∅	∅	∅	7	1	7	1	∅	∅	∅																																												
1	0.3333	3	1.0000	369	131	a	∅	∅	∅	r	e	∅	A	∅	∅	∅	R	E	∅	7	∅	∅	∅	5	7	∅	132	a	∅	∅	∅	r	e	∅	A	∅	∅	∅	R	E	∅	7	∅	∅	∅	5	7	∅	133	a	∅	∅	∅	r	e	∅	A	∅	∅	∅	R	E	∅	7	∅	∅	∅	5	7	∅																						
2	0.6667	2	0.6667	369	131	r	a	∅	∅	e	∅	∅	R	A	∅	∅	E	∅	∅	5	7	∅	∅	7	∅	∅	132	r	a	∅	∅	e	∅	∅	R	A	∅	∅	E	∅	∅	5	7	∅	∅	7	∅	∅	133	r	a	∅	∅	e	∅	∅	R	A	∅	∅	E	∅	∅	5	7	∅	∅	7	∅	∅																						
3	1.0000	1	0.3333	369	131	e	r	a	∅	∅	∅	∅	E	R	A	∅	∅	∅	∅	7	5	7	∅	∅	∅	∅	132	e	r	a	∅	∅	∅	∅	E	R	A	∅	∅	∅	∅	7	5	7	∅	∅	∅	∅	133	e	r	a	∅	∅	∅	∅	E	R	A	∅	∅	∅	∅	7	5	7	∅	∅	∅	∅																						
1	0.1429	7	1.0000	370																							134	a	∅	∅	∅	r	e	ʔ	A	∅	∅	∅	R	E	H	7	∅	∅	∅	5	7	1																							135	a	∅	∅	∅	r	o	ʔ	A	∅	∅	∅	R	U	H	7	∅	∅	∅	5	7	1
2	0.2857	6	0.8571	370																							134	r	a	∅	∅	e	ʔ	o	R	A	∅	∅	E	H	U	5	7	∅	∅	7	1	7																							135	r	a	∅	∅	o	ʔ	o	R	A	∅	∅	U	H	U	5	7	∅	∅	7	1	7
3	0.4286	5	0.7143	370																							134	e	r	a	∅	ʔ	o	l	E	R	A	∅	H	U	L	7	5	7	∅	1	7	5																							135	o	r	a	∅	ʔ	o	l	U	R	A	∅	H	U	L	7	5	7	∅	1	7	5
4	0.5714	4	0.5714	370																							134	ʔ	e	r	a	o	l	o	H	E	R	A	U	L	U	1	7	5	7	7	5	7																							135	ʔ	o	r	a	o	l	o	H	U	R	A	U	L	U	1	7	5	7	7	5	7
5	0.7143	3	0.4286	370																							134	o	ʔ	e	r	l	o	∅	U	H	E	R	L	U	∅	7	1	7	5	5	7	∅																							135	o	ʔ	o	r	l	o	∅	U	H	U	R	L	U	∅	7	1	7	5	5	7	∅
6	0.8571	2	0.2857	370																							134	l	o	ʔ	e	o	∅	∅	L	U	H	E	U	∅	∅	5	7	1	7	7	∅	∅																							135	l	o	ʔ	o	o	∅	∅	L	U	H	U	U	∅	∅	5	7	1	7	7	∅	∅
7	1.0000	1	0.1429	370																							134	o	l	o	ʔ	∅	∅	∅	U	L	U	H	∅	∅	∅	7	5	7	1	∅	∅	∅																							135	o	l	o	ʔ	∅	∅	∅	U	L	U	H	∅	∅	∅	7	5	7	1	∅	∅	∅
1	0.2500	4	1.0000	375	136	m	∅	∅	∅	-	b	a	M	∅	∅	∅	_	P	A	4	∅	∅	∅	0	1	7																							137	m	∅	∅	∅	aː	b	a	M	∅	∅	∅	A	P	A	4	∅	∅	∅	7	1	7																						
2	0.5000	3	0.7500	375	136	-	m	∅	∅	b	a	∅	_	M	∅	∅	P	A	∅	0	4	∅	∅	1	7	∅																							137	aː	m	∅	∅	b	a	∅	A	M	∅	∅	P	A	∅	7	4	∅	∅	1	7	∅																						
3	0.7500	2	0.5000	375	136	b	-	m	∅	a	∅	∅	P	_	M	∅	A	∅	∅	1	0	4	∅	7	∅	∅																							137	b	aː	m	∅	a	∅	∅	P	A	M	∅	A	∅	∅	1	7	4	∅	7	∅	∅																						
4	1.0000	1	0.2500	375	136	a	b	-	m	∅	∅	∅	A	P	_	M	∅	∅	∅	7	1	0	4	∅	∅	∅																							137	a	b	aː	m	∅	∅	∅	A	P	A	M	∅	∅	∅	7	1	7	4	∅	∅	∅																						
1	0.3333	3	1.0000	377																							138	n	∅	∅	∅	d	a	∅	N	∅	∅	∅	T	A	∅	4	∅	∅	∅	1	7	∅																							139	n	∅	∅	∅	d	a	∅	N	∅	∅	∅	T	A	∅	4	∅	∅	∅	1	7	∅
2	0.6667	2	0.6667	377																							138	d	n	∅	∅	a	∅	∅	T	N	∅	∅	A	∅	∅	1	4	∅	∅	7	∅	∅																							139	d	n	∅	∅	a	∅	∅	T	N	∅	∅	A	∅	∅	1	4	∅	∅	7	∅	∅
3	1.0000	1	0.3333	377																							138	a	d	n	∅	∅	∅	∅	A	T	N	∅	∅	∅	∅	7	1	4	∅	∅	∅	∅																							139	a	d	n	∅	∅	∅	∅	A	T	N	∅	∅	∅	∅	7	1	4	∅	∅	∅	∅
1	0.1667	6	1.0000	385																							140	m	∅	∅	∅	ə	k	ʔ	M	∅	∅	∅	E	K	H	4	∅	∅	∅	7	1	1	141	m	∅	∅	∅	ə	k	ʔ	M	∅	∅	∅	E	K	H	4	∅	∅	∅	7	1	1	142	m	∅	∅	∅	o	k	ʔ	M	∅	∅	∅	U	K	H	4	∅	∅	∅	7	1	1
2	0.3333	5	0.8333	385																							140	ə	m	∅	∅	k	ʔ	o	E	M	∅	∅	K	H	U	7	4	∅	∅	1	1	7	141	ə	m	∅	∅	k	ʔ	ɔ	E	M	∅	∅	K	H	U	7	4	∅	∅	1	1	7	142	o	m	∅	∅	k	ʔ	o	U	M	∅	∅	K	H	U	7	4	∅	∅	1	1	7
3	0.5000	4	0.6667	385																							140	k	ə	m	∅	ʔ	o	ʃ	K	E	M	∅	H	U	S	1	7	4	∅	1	7	3	141	k	ə	m	∅	ʔ	ɔ	ʃ	K	E	M	∅	H	U	S	1	7	4	∅	1	7	3	142	k	o	m	∅	ʔ	o	ʃ	K	U	M	∅	H	U	S	1	7	4	∅	1	7	3
4	0.6667	3	0.5000	385																							140	ʔ	k	ə	m	o	ʃ	∅	H	K	E	M	U	S	∅	1	1	7	4	7	3	∅	141	ʔ	k	ə	m	ɔ	ʃ	∅	H	K	E	M	U	S	∅	1	1	7	4	7	3	∅	142	ʔ	k	o	m	o	ʃ	∅	H	K	U	M	U	S	∅	1	1	7	4	7	3	∅
5	0.8333	2	0.3333	385																							140	o	ʔ	k	ə	ʃ	∅	∅	U	H	K	E	S	∅	∅	7	1	1	7	3	∅	∅	141	ɔ	ʔ	k	ə	ʃ	∅	∅	U	H	K	E	S	∅	∅	7	1	1	7	3	∅	∅	142	o	ʔ	k	o	ʃ	∅	∅	U	H	K	U	S	∅	∅	7	1	1	7	3	∅	∅
6	1.0000	1	0.1667	385																							140	ʃ	o	ʔ	k	∅	∅	∅	S	U	H	K	∅	∅	∅	3	7	1	1	∅	∅	∅	141	ʃ	ɔ	ʔ	k	∅	∅	∅	S	U	H	K	∅	∅	∅	3	7	1	1	∅	∅	∅	142	ʃ	o	ʔ	k	∅	∅	∅	S	U	H	K	∅	∅	∅	3	7	1	1	∅	∅	∅
1	0.1667	6	1.0000	390																							143	a	∅	∅	∅	bː	-	-	A	∅	∅	∅	P	_	_	7	∅	∅	∅	1	0	0	144	a	∅	∅	∅	bː	-	-	A	∅	∅	∅	P	_	_	7	∅	∅	∅	1	0	0	145	aː	∅	∅	∅	b	a	i	A	∅	∅	∅	P	A	I	7	∅	∅	∅	1	7	7
2	0.3333	5	0.8333	390																							143	bː	a	∅	∅	-	-	-	P	A	∅	∅	_	_	_	1	7	∅	∅	0	0	0	144	bː	a	∅	∅	-	-	-	P	A	∅	∅	_	_	_	1	7	∅	∅	0	0	0	145	b	aː	∅	∅	a	i	y	P	A	∅	∅	A	I	Y	1	7	∅	∅	7	7	7
3	0.5000	4	0.6667	390																							143	-	bː	a	∅	-	-	a	_	P	A	∅	_	_	A	0	1	7	∅	0	0	7	144	-	bː	a	∅	-	-	a	_	P	A	∅	_	_	A	0	1	7	∅	0	0	7	145	a	b	aː	∅	i	y	o	A	P	A	∅	I	Y	U	7	1	7	∅	7	7	7
4	0.6667	3	0.5000	390																							143	-	-	bː	a	-	a	∅	_	_	P	A	_	A	∅	0	0	1	7	0	7	∅	144	-	-	bː	a	-	a	∅	_	_	P	A	_	A	∅	0	0	1	7	0	7	∅	145	i	a	b	aː	y	o	∅	I	A	P	A	Y	U	∅	7	7	1	7	7	7	∅
5	0.8333	2	0.3333	390																							143	-	-	-	bː	a	∅	∅	_	_	_	P	A	∅	∅	0	0	0	1	7	∅	∅	144	-	-	-	bː	a	∅	∅	_	_	_	P	A	∅	∅	0	0	0	1	7	∅	∅	145	y	i	a	b	o	∅	∅	Y	I	A	P	U	∅	∅	7	7	7	1	7	∅	∅
6	1.0000	1	0.1667	390																							143	a	-	-	-	∅	∅	∅	A	_	_	_	∅	∅	∅	7	0	0	0	∅	∅	∅	144	a	-	-	-	∅	∅	∅	A	_	_	_	∅	∅	∅	7	0	0	0	∅	∅	∅	145	o	y	i	a	∅	∅	∅	U	Y	I	A	∅	∅	∅	7	7	7	7	∅	∅	∅
1	0.1429	7	1.0000	396																																													146	a	∅	∅	∅	g	o	ŋ	A	∅	∅	∅	K	U	N	7	∅	∅	∅	1	7	4	147	a	∅	∅	∅	g	o	ŋ	A	∅	∅	∅	K	U	N	7	∅	∅	∅	1	7	4
2	0.2857	6	0.8571	396																																													146	g	a	∅	∅	o	ŋ	g	K	A	∅	∅	U	N	K	1	7	∅	∅	7	4	1	147	g	a	∅	∅	o	ŋ	h	K	A	∅	∅	U	N	H	1	7	∅	∅	7	4	3
3	0.4286	5	0.7143	396																																													146	o	g	a	∅	ŋ	g	o	U	K	A	∅	N	K	U	7	1	7	∅	4	1	7	147	o	g	a	∅	ŋ	h	o	U	K	A	∅	N	H	U	7	1	7	∅	4	3	7
4	0.5714	4	0.5714	396																																													146	ŋ	o	g	a	g	o	r	N	U	K	A	K	U	R	4	7	1	7	1	7	5	147	ŋ	o	g	a	h	o	r	N	U	K	A	H	U	R	4	7	1	7	3	7	5
5	0.7143	3	0.4286	396																																													146	g	ŋ	o	g	o	r	∅	K	N	U	K	U	R	∅	1	4	7	1	7	5	∅	147	h	ŋ	o	g	o	r	∅	H	N	U	K	U	R	∅	3	4	7	1	7	5	∅
6	0.8571	2	0.2857	396																																													146	o	g	ŋ	o	r	∅	∅	U	K	N	U	R	∅	∅	7	1	4	7	5	∅	∅	147	o	h	ŋ	o	r	∅	∅	U	H	N	U	R	∅	∅	7	3	4	7	5	∅	∅
7	1.0000	1	0.1429	396																																													146	r	o	g	ŋ	∅	∅	∅	R	U	K	N	∅	∅	∅	5	7	1	4	∅	∅	∅	147	r	o	h	ŋ	∅	∅	∅	R	U	H	N	∅	∅	∅	5	7	3	4	∅	∅	∅
1	0.2500	4	1.0000	399	148	n	∅	∅	∅	ə	g	u	N	∅	∅	∅	E	K	Y	4	∅	∅	∅	7	1	7	149	n	∅	∅	∅	ɛ	g	u	N	∅	∅	∅	E	K	Y	4	∅	∅	∅	7	1	7																																												
2	0.5000	3	0.7500	399	148	ə	n	∅	∅	g	u	∅	E	N	∅	∅	K	Y	∅	7	4	∅	∅	1	7	∅	149	ɛ	n	∅	∅	g	u	∅	E	N	∅	∅	K	Y	∅	7	4	∅	∅	1	7	∅																																												
3	0.7500	2	0.5000	399	148	g	ə	n	∅	u	∅	∅	K	E	N	∅	Y	∅	∅	1	7	4	∅	7	∅	∅	149	g	ɛ	n	∅	u	∅	∅	K	E	N	∅	Y	∅	∅	1	7	4	∅	7	∅	∅																																												
4	1.0000	1	0.2500	399	148	u	g	ə	n	∅	∅	∅	Y	K	E	N	∅	∅	∅	7	1	7	4	∅	∅	∅	149	u	g	ɛ	n	∅	∅	∅	Y	K	E	N	∅	∅	∅	7	1	7	4	∅	∅	∅																																												
1	0.2500	4	1.0000	405																							150	b	∅	∅	∅	ə	d	e	P	∅	∅	∅	E	T	E	1	∅	∅	∅	7	1	7	151	b	∅	∅	∅	ə	d	a	P	∅	∅	∅	E	T	A	1	∅	∅	∅	7	1	7	152	b	∅	∅	∅	ə	d	e	P	∅	∅	∅	E	T	E	1	∅	∅	∅	7	1	7
2	0.5000	3	0.7500	405																							150	ə	b	∅	∅	d	e	∅	E	P	∅	∅	T	E	∅	7	1	∅	∅	1	7	∅	151	ə	b	∅	∅	d	a	∅	E	P	∅	∅	T	A	∅	7	1	∅	∅	1	7	∅	152	ə	b	∅	∅	d	e	∅	E	P	∅	∅	T	E	∅	7	1	∅	∅	1	7	∅
3	0.7500	2	0.5000	405																							150	d	ə	b	∅	e	∅	∅	T	E	P	∅	E	∅	∅	1	7	1	∅	7	∅	∅	151	d	ə	b	∅	a	∅	∅	T	E	P	∅	A	∅	∅	1	7	1	∅	7	∅	∅	152	d	ə	b	∅	e	∅	∅	T	E	P	∅	E	∅	∅	1	7	1	∅	7	∅	∅
4	1.0000	1	0.2500	405																							150	e	d	ə	b	∅	∅	∅	E	T	E	P	∅	∅	∅	7	1	7	1	∅	∅	∅	151	a	d	ə	b	∅	∅	∅	A	T	E	P	∅	∅	∅	7	1	7	1	∅	∅	∅	152	e	d	ə	b	∅	∅	∅	E	T	E	P	∅	∅	∅	7	1	7	1	∅	∅	∅
1	0.1429	7	1.0000	419																							153	e	∅	∅	∅	ʔ	a	f	E	∅	∅	∅	H	A	B	7	∅	∅	∅	1	7	3	154	-	∅	∅	∅	-	a	f	_	∅	∅	∅	_	A	B	0	∅	∅	∅	0	7	3	155	-	∅	∅	∅	-	a	f	_	∅	∅	∅	_	A	B	0	∅	∅	∅	0	7	3
2	0.2857	6	0.8571	419																							153	ʔ	e	∅	∅	a	f	iː	H	E	∅	∅	A	B	I	1	7	∅	∅	7	3	7	154	-	-	∅	∅	a	f	iː	_	_	∅	∅	A	B	I	0	0	∅	∅	7	3	7	155	-	-	∅	∅	a	f	iː	_	_	∅	∅	A	B	I	0	0	∅	∅	7	3	7
3	0.4286	5	0.7143	419																							153	a	ʔ	e	∅	f	iː	ŋ	A	H	E	∅	B	I	N	7	1	7	∅	3	7	4	154	a	-	-	∅	f	iː	ŋ	A	_	_	∅	B	I	N	7	0	0	∅	3	7	4	155	a	-	-	∅	f	iː	ɲ	A	_	_	∅	B	I	N	7	0	0	∅	3	7	4
4	0.5714	4	0.5714	419																							153	f	a	ʔ	e	iː	ŋ	a	B	A	H	E	I	N	A	3	7	1	7	7	4	7	154	f	a	-	-	iː	ŋ	a	B	A	_	_	I	N	A	3	7	0	0	7	4	7	155	f	a	-	-	iː	ɲ	a	B	A	_	_	I	N	A	3	7	0	0	7	4	7
5	0.7143	3	0.4286	419																							153	iː	f	a	ʔ	ŋ	a	∅	I	B	A	H	N	A	∅	7	3	7	1	4	7	∅	154	iː	f	a	-	ŋ	a	∅	I	B	A	_	N	A	∅	7	3	7	0	4	7	∅	155	iː	f	a	-	ɲ	a	∅	I	B	A	_	N	A	∅	7	3	7	0	4	7	∅
6	0.8571	2	0.2857	419																							153	ŋ	iː	f	a	a	∅	∅	N	I	B	A	A	∅	∅	4	7	3	7	7	∅	∅	154	ŋ	iː	f	a	a	∅	∅	N	I	B	A	A	∅	∅	4	7	3	7	7	∅	∅	155	ɲ	iː	f	a	a	∅	∅	N	I	B	A	A	∅	∅	4	7	3	7	7	∅	∅
7	1.0000	1	0.1429	419																							153	a	ŋ	iː	f	∅	∅	∅	A	N	I	B	∅	∅	∅	7	4	7	3	∅	∅	∅	154	a	ŋ	iː	f	∅	∅	∅	A	N	I	B	∅	∅	∅	7	4	7	3	∅	∅	∅	155	a	ɲ	iː	f	∅	∅	∅	A	N	I	B	∅	∅	∅	7	4	7	3	∅	∅	∅
1	0.1667	6	1.0000	424																							156	-	∅	∅	∅	h	aː	ɓ	_	∅	∅	∅	H	A	P	0	∅	∅	∅	3	7	1	157	a	∅	∅	∅	h	a	p	A	∅	∅	∅	H	A	P	7	∅	∅	∅	3	7	1																						
2	0.3333	5	0.8333	424																							156	h	-	∅	∅	aː	ɓ	-	H	_	∅	∅	A	P	_	3	0	∅	∅	7	1	0	157	h	a	∅	∅	a	p	ʔ	H	A	∅	∅	A	P	H	3	7	∅	∅	7	1	1																						
3	0.5000	4	0.6667	424																							156	aː	h	-	∅	ɓ	-	u	A	H	_	∅	P	_	Y	7	3	0	∅	1	0	7	157	a	h	a	∅	p	ʔ	u	A	H	A	∅	P	H	Y	7	3	7	∅	1	1	7																						
