index	index_p	rindex	rindex_p	cogid	id_BelejeGonfoye	segment_BelejeGonfoye	segment_BelejeGonfoye_L1	segment_BelejeGonfoye_L2	segment_BelejeGonfoye_L3	segment_BelejeGonfoye_R1	segment_BelejeGonfoye_R2	segment_BelejeGonfoye_R3	SC_BelejeGonfoye	SC_BelejeGonfoye_L1	SC_BelejeGonfoye_L2	SC_BelejeGonfoye_L3	SC_BelejeGonfoye_R1	SC_BelejeGonfoye_R2	SC_BelejeGonfoye_R3	PROSODY_BelejeGonfoye	PROSODY_BelejeGonfoye_L1	PROSODY_BelejeGonfoye_L2	PROSODY_BelejeGonfoye_L3	PROSODY_BelejeGonfoye_R1	PROSODY_BelejeGonfoye_R2	PROSODY_BelejeGonfoye_R3	id_Fadashi	segment_Fadashi	segment_Fadashi_L1	segment_Fadashi_L2	segment_Fadashi_L3	segment_Fadashi_R1	segment_Fadashi_R2	segment_Fadashi_R3	SC_Fadashi	SC_Fadashi_L1	SC_Fadashi_L2	SC_Fadashi_L3	SC_Fadashi_R1	SC_Fadashi_R2	SC_Fadashi_R3	PROSODY_Fadashi	PROSODY_Fadashi_L1	PROSODY_Fadashi_L2	PROSODY_Fadashi_L3	PROSODY_Fadashi_R1	PROSODY_Fadashi_R2	PROSODY_Fadashi_R3	id_Maiyu	segment_Maiyu	segment_Maiyu_L1	segment_Maiyu_L2	segment_Maiyu_L3	segment_Maiyu_R1	segment_Maiyu_R2	segment_Maiyu_R3	SC_Maiyu	SC_Maiyu_L1	SC_Maiyu_L2	SC_Maiyu_L3	SC_Maiyu_R1	SC_Maiyu_R2	SC_Maiyu_R3	PROSODY_Maiyu	PROSODY_Maiyu_L1	PROSODY_Maiyu_L2	PROSODY_Maiyu_L3	PROSODY_Maiyu_R1	PROSODY_Maiyu_R2	PROSODY_Maiyu_R3	id_Undulu	segment_Undulu	segment_Undulu_L1	segment_Undulu_L2	segment_Undulu_L3	segment_Undulu_R1	segment_Undulu_R2	segment_Undulu_R3	SC_Undulu	SC_Undulu_L1	SC_Undulu_L2	SC_Undulu_L3	SC_Undulu_R1	SC_Undulu_R2	SC_Undulu_R3	PROSODY_Undulu	PROSODY_Undulu_L1	PROSODY_Undulu_L2	PROSODY_Undulu_L3	PROSODY_Undulu_R1	PROSODY_Undulu_R2	PROSODY_Undulu_R3
6	1.0000	1	0.1667	241	110	o	s	iː	s	∅	∅	∅	U	S	I	S	∅	∅	∅	7	3	7	3	∅	∅	∅	111	o	ʃ	-	-	∅	∅	∅	U	S	_	_	∅	∅	∅	7	3	0	0	∅	∅	∅	112	ũ	ʃ	-	-	∅	∅	∅	Y	S	_	_	∅	∅	∅	7	3	0	0	∅	∅	∅	113	o	ʃ	-	n	∅	∅	∅	U	S	_	N	∅	∅	∅	7	3	0	4	∅	∅	∅
1	0.5000	2	1.0000	247																							114	o	∅	∅	∅	r	∅	∅	U	∅	∅	∅	R	∅	∅	7	∅	∅	∅	5	∅	∅	115	ɔ	∅	∅	∅	r	∅	∅	U	∅	∅	∅	R	∅	∅	7	∅	∅	∅	5	∅	∅	116	o	∅	∅	∅	r	∅	∅	U	∅	∅	∅	R	∅	∅	7	∅	∅	∅	5	∅	∅
2	1.0000	1	0.5000	247																							114	r	o	∅	∅	∅	∅	∅	R	U	∅	∅	∅	∅	∅	5	7	∅	∅	∅	∅	∅	115	r	ɔ	∅	∅	∅	∅	∅	R	U	∅	∅	∅	∅	∅	5	7	∅	∅	∅	∅	∅	116	r	o	∅	∅	∅	∅	∅	R	U	∅	∅	∅	∅	∅	5	7	∅	∅	∅	∅	∅
1	0.2000	5	1.0000	251	117	a	∅	∅	∅	g	u	r	A	∅	∅	∅	K	Y	R	7	∅	∅	∅	1	7	5	118	a	∅	∅	∅	g	uː	r	A	∅	∅	∅	K	Y	R	7	∅	∅	∅	1	7	5	119	a	∅	∅	∅	g	uː	r	A	∅	∅	∅	K	Y	R	7	∅	∅	∅	1	7	5	120	a	∅	∅	∅	g	uː	r	A	∅	∅	∅	K	Y	R	7	∅	∅	∅	1	7	5
2	0.4000	4	0.8000	251	117	g	a	∅	∅	u	r	u	K	A	∅	∅	Y	R	Y	1	7	∅	∅	7	5	7	118	g	a	∅	∅	uː	r	u	K	A	∅	∅	Y	R	Y	1	7	∅	∅	7	5	7	119	g	a	∅	∅	uː	r	u	K	A	∅	∅	Y	R	Y	1	7	∅	∅	7	5	7	120	g	a	∅	∅	uː	r	u	K	A	∅	∅	Y	R	Y	1	7	∅	∅	7	5	7
3	0.6000	3	0.6000	251	117	u	g	a	∅	r	u	∅	Y	K	A	∅	R	Y	∅	7	1	7	∅	5	7	∅	118	uː	g	a	∅	r	u	∅	Y	K	A	∅	R	Y	∅	7	1	7	∅	5	7	∅	119	uː	g	a	∅	r	u	∅	Y	K	A	∅	R	Y	∅	7	1	7	∅	5	7	∅	120	uː	g	a	∅	r	u	∅	Y	K	A	∅	R	Y	∅	7	1	7	∅	5	7	∅
4	0.8000	2	0.4000	251	117	r	u	g	a	u	∅	∅	R	Y	K	A	Y	∅	∅	5	7	1	7	7	∅	∅	118	r	uː	g	a	u	∅	∅	R	Y	K	A	Y	∅	∅	5	7	1	7	7	∅	∅	119	r	uː	g	a	u	∅	∅	R	Y	K	A	Y	∅	∅	5	7	1	7	7	∅	∅	120	r	uː	g	a	u	∅	∅	R	Y	K	A	Y	∅	∅	5	7	1	7	7	∅	∅
5	1.0000	1	0.2000	251	117	u	r	u	g	∅	∅	∅	Y	R	Y	K	∅	∅	∅	7	5	7	1	∅	∅	∅	118	u	r	uː	g	∅	∅	∅	Y	R	Y	K	∅	∅	∅	7	5	7	1	∅	∅	∅	119	u	r	uː	g	∅	∅	∅	Y	R	Y	K	∅	∅	∅	7	5	7	1	∅	∅	∅	120	u	r	uː	g	∅	∅	∅	Y	R	Y	K	∅	∅	∅	7	5	7	1	∅	∅	∅
1	0.5000	2	1.0000	263																							121	m	∅	∅	∅	a	∅	∅	M	∅	∅	∅	A	∅	∅	4	∅	∅	∅	7	∅	∅	122	m	∅	∅	∅	ə	∅	∅	M	∅	∅	∅	E	∅	∅	4	∅	∅	∅	7	∅	∅	123	m	∅	∅	∅	a	∅	∅	M	∅	∅	∅	A	∅	∅	4	∅	∅	∅	7	∅	∅
2	1.0000	1	0.5000	263																							121	a	m	∅	∅	∅	∅	∅	A	M	∅	∅	∅	∅	∅	7	4	∅	∅	∅	∅	∅	122	ə	m	∅	∅	∅	∅	∅	E	M	∅	∅	∅	∅	∅	7	4	∅	∅	∅	∅	∅	123	a	m	∅	∅	∅	∅	∅	A	M	∅	∅	∅	∅	∅	7	4	∅	∅	∅	∅	∅
1	0.2500	4	1.0000	264																							124	g	∅	∅	∅	aː	ʃ	a	K	∅	∅	∅	A	S	A	1	∅	∅	∅	7	3	7	125	g	∅	∅	∅	aː	ʃ	a	K	∅	∅	∅	A	S	A	1	∅	∅	∅	7	3	7	126	g	∅	∅	∅	aː	ʃ	a	K	∅	∅	∅	A	S	A	1	∅	∅	∅	7	3	7
2	0.5000	3	0.7500	264																							124	aː	g	∅	∅	ʃ	a	∅	A	K	∅	∅	S	A	∅	7	1	∅	∅	3	7	∅	125	aː	g	∅	∅	ʃ	a	∅	A	K	∅	∅	S	A	∅	7	1	∅	∅	3	7	∅	126	aː	g	∅	∅	ʃ	a	∅	A	K	∅	∅	S	A	∅	7	1	∅	∅	3	7	∅
3	0.7500	2	0.5000	264																							124	ʃ	aː	g	∅	a	∅	∅	S	A	K	∅	A	∅	∅	3	7	1	∅	7	∅	∅	125	ʃ	aː	g	∅	a	∅	∅	S	A	K	∅	A	∅	∅	3	7	1	∅	7	∅	∅	126	ʃ	aː	g	∅	a	∅	∅	S	A	K	∅	A	∅	∅	3	7	1	∅	7	∅	∅
4	1.0000	1	0.2500	264																							124	a	ʃ	aː	g	∅	∅	∅	A	S	A	K	∅	∅	∅	7	3	7	1	∅	∅	∅	125	a	ʃ	aː	g	∅	∅	∅	A	S	A	K	∅	∅	∅	7	3	7	1	∅	∅	∅	126	a	ʃ	aː	g	∅	∅	∅	A	S	A	K	∅	∅	∅	7	3	7	1	∅	∅	∅
1	0.2000	5	1.0000	272																							127	aː	∅	∅	∅	m	i	l	A	∅	∅	∅	M	I	L	7	∅	∅	∅	4	7	5	128	a	∅	∅	∅	m	i	l	A	∅	∅	∅	M	I	L	7	∅	∅	∅	4	7	5																						
2	0.4000	4	0.8000	272																							127	m	aː	∅	∅	i	l	e	M	A	∅	∅	I	L	E	4	7	∅	∅	7	5	7	128	m	a	∅	∅	i	l	u	M	A	∅	∅	I	L	Y	4	7	∅	∅	7	5	7																						
3	0.6000	3	0.6000	272																							127	i	m	aː	∅	l	e	∅	I	M	A	∅	L	E	∅	7	4	7	∅	5	7	∅	128	i	m	a	∅	l	u	∅	I	M	A	∅	L	Y	∅	7	4	7	∅	5	7	∅																						
4	0.8000	2	0.4000	272																							127	l	i	m	aː	e	∅	∅	L	I	M	A	E	∅	∅	5	7	4	7	7	∅	∅	128	l	i	m	a	u	∅	∅	L	I	M	A	Y	∅	∅	5	7	4	7	7	∅	∅																						
5	1.0000	1	0.2000	272																							127	e	l	i	m	∅	∅	∅	E	L	I	M	∅	∅	∅	7	5	7	4	∅	∅	∅	128	u	l	i	m	∅	∅	∅	Y	L	I	M	∅	∅	∅	7	5	7	4	∅	∅	∅																						
1	0.1429	7	1.0000	278	129	-	∅	∅	∅	m	i	l	_	∅	∅	∅	M	I	L	0	∅	∅	∅	4	7	5	130	a	∅	∅	∅	m	i	l	A	∅	∅	∅	M	I	L	7	∅	∅	∅	4	7	5	131	a	∅	∅	∅	m	i	l	A	∅	∅	∅	M	I	L	7	∅	∅	∅	4	7	5	132	a	∅	∅	∅	m	i	l	A	∅	∅	∅	M	I	L	7	∅	∅	∅	4	7	5
2	0.2857	6	0.8571	278	129	m	-	∅	∅	i	l	o	M	_	∅	∅	I	L	U	4	0	∅	∅	7	5	7	130	m	a	∅	∅	i	l	u	M	A	∅	∅	I	L	Y	4	7	∅	∅	7	5	7	131	m	a	∅	∅	i	l	-	M	A	∅	∅	I	L	_	4	7	∅	∅	7	5	0	132	m	a	∅	∅	i	l	u	M	A	∅	∅	I	L	Y	4	7	∅	∅	7	5	7
3	0.4286	5	0.7143	278	129	i	m	-	∅	l	o	ʔ	I	M	_	∅	L	U	H	7	4	0	∅	5	7	1	130	i	m	a	∅	l	u	ʔ	I	M	A	∅	L	Y	H	7	4	7	∅	5	7	1	131	i	m	a	∅	l	-	-	I	M	A	∅	L	_	_	7	4	7	∅	5	0	0	132	i	m	a	∅	l	u	ʔ	I	M	A	∅	L	Y	H	7	4	7	∅	5	7	1
4	0.5714	4	0.5714	278	129	l	i	m	-	o	ʔ	i	L	I	M	_	U	H	I	5	7	4	0	7	1	7	130	l	i	m	a	u	ʔ	a	L	I	M	A	Y	H	A	5	7	4	7	7	1	7	131	l	i	m	a	-	-	o	L	I	M	A	_	_	U	5	7	4	7	0	0	7	132	l	i	m	a	u	ʔ	i	L	I	M	A	Y	H	I	5	7	4	7	7	1	7
5	0.7143	3	0.4286	278	129	o	l	i	m	ʔ	i	∅	U	L	I	M	H	I	∅	7	5	7	4	1	7	∅	130	u	l	i	m	ʔ	a	∅	Y	L	I	M	H	A	∅	7	5	7	4	1	7	∅	131	-	l	i	m	-	o	∅	_	L	I	M	_	U	∅	0	5	7	4	0	7	∅	132	u	l	i	m	ʔ	i	∅	Y	L	I	M	H	I	∅	7	5	7	4	1	7	∅
6	0.8571	2	0.2857	278	129	ʔ	o	l	i	i	∅	∅	H	U	L	I	I	∅	∅	1	7	5	7	7	∅	∅	130	ʔ	u	l	i	a	∅	∅	H	Y	L	I	A	∅	∅	1	7	5	7	7	∅	∅	131	-	-	l	i	o	∅	∅	_	_	L	I	U	∅	∅	0	0	5	7	7	∅	∅	132	ʔ	u	l	i	i	∅	∅	H	Y	L	I	I	∅	∅	1	7	5	7	7	∅	∅
7	1.0000	1	0.1429	278	129	i	ʔ	o	l	∅	∅	∅	I	H	U	L	∅	∅	∅	7	1	7	5	∅	∅	∅	130	a	ʔ	u	l	∅	∅	∅	A	H	Y	L	∅	∅	∅	7	1	7	5	∅	∅	∅	131	o	-	-	l	∅	∅	∅	U	_	_	L	∅	∅	∅	7	0	0	5	∅	∅	∅	132	i	ʔ	u	l	∅	∅	∅	I	H	Y	L	∅	∅	∅	7	1	7	5	∅	∅	∅
1	0.1250	8	1.0000	283	133	-	∅	∅	∅	a	n	tʃ	_	∅	∅	∅	A	N	T	0	∅	∅	∅	7	4	1	134	-	∅	∅	∅	a	n	-	_	∅	∅	∅	A	N	_	0	∅	∅	∅	7	4	0	135	m	∅	∅	∅	a	n	s	M	∅	∅	∅	A	N	S	4	∅	∅	∅	7	4	3																						
2	0.2500	7	0.8750	283	133	a	-	∅	∅	n	tʃ	ʔ	A	_	∅	∅	N	T	H	7	0	∅	∅	4	1	1	134	a	-	∅	∅	n	-	s	A	_	∅	∅	N	_	S	7	0	∅	∅	4	0	3	135	a	m	∅	∅	n	s	ʔ	A	M	∅	∅	N	S	H	7	4	∅	∅	4	3	1																						
3	0.3750	6	0.7500	283	133	n	a	-	∅	tʃ	ʔ	ɛ	N	A	_	∅	T	H	E	4	7	0	∅	1	1	7	134	n	a	-	∅	-	s	aː	N	A	_	∅	_	S	A	4	7	0	∅	0	3	7	135	n	a	m	∅	s	ʔ	a	N	A	M	∅	S	H	A	4	7	4	∅	3	1	7																						
4	0.5000	5	0.6250	283	133	tʃ	n	a	-	ʔ	ɛ	r	T	N	A	_	H	E	R	1	4	7	0	1	7	5	134	-	n	a	-	s	aː	r	_	N	A	_	S	A	R	0	4	7	0	3	7	5	135	s	n	a	m	ʔ	a	r	S	N	A	M	H	A	R	3	4	7	4	1	7	5																						
5	0.6250	4	0.5000	283	133	ʔ	tʃ	n	a	ɛ	r	e	H	T	N	A	E	R	E	1	1	4	7	7	5	7	134	s	-	n	a	aː	r	e	S	_	N	A	A	R	E	3	0	4	7	7	5	7	135	ʔ	s	n	a	a	r	e	H	S	N	A	A	R	E	1	3	4	7	7	5	7																						
6	0.7500	3	0.3750	283	133	ɛ	ʔ	tʃ	n	r	e	∅	E	H	T	N	R	E	∅	7	1	1	4	5	7	∅	134	aː	s	-	n	r	e	∅	A	S	_	N	R	E	∅	7	3	0	4	5	7	∅	135	a	ʔ	s	n	r	e	∅	A	H	S	N	R	E	∅	7	1	3	4	5	7	∅																						
7	0.8750	2	0.2500	283	133	r	ɛ	ʔ	tʃ	e	∅	∅	R	E	H	T	E	∅	∅	5	7	1	1	7	∅	∅	134	r	aː	s	-	e	∅	∅	R	A	S	_	E	∅	∅	5	7	3	0	7	∅	∅	135	r	a	ʔ	s	e	∅	∅	R	A	H	S	E	∅	∅	5	7	1	3	7	∅	∅																						
8	1.0000	1	0.1250	283	133	e	r	ɛ	ʔ	∅	∅	∅	E	R	E	H	∅	∅	∅	7	5	7	1	∅	∅	∅	134	e	r	aː	s	∅	∅	∅	E	R	A	S	∅	∅	∅	7	5	7	3	∅	∅	∅	135	e	r	a	ʔ	∅	∅	∅	E	R	A	H	∅	∅	∅	7	5	7	1	∅	∅	∅																						
1	0.3333	3	1.0000	296	136	i	∅	∅	∅	l	o	∅	I	∅	∅	∅	L	U	∅	7	∅	∅	∅	5	7	∅																							137	i	∅	∅	∅	l	e	∅	I	∅	∅	∅	L	E	∅	7	∅	∅	∅	5	7	∅	138	i	∅	∅	∅	l	e	∅	I	∅	∅	∅	L	E	∅	7	∅	∅	∅	5	7	∅
2	0.6667	2	0.6667	296	136	l	i	∅	∅	o	∅	∅	L	I	∅	∅	U	∅	∅	5	7	∅	∅	7	∅	∅																							137	l	i	∅	∅	e	∅	∅	L	I	∅	∅	E	∅	∅	5	7	∅	∅	7	∅	∅	138	l	i	∅	∅	e	∅	∅	L	I	∅	∅	E	∅	∅	5	7	∅	∅	7	∅	∅
3	1.0000	1	0.3333	296	136	o	l	i	∅	∅	∅	∅	U	L	I	∅	∅	∅	∅	7	5	7	∅	∅	∅	∅																							137	e	l	i	∅	∅	∅	∅	E	L	I	∅	∅	∅	∅	7	5	7	∅	∅	∅	∅	138	e	l	i	∅	∅	∅	∅	E	L	I	∅	∅	∅	∅	7	5	7	∅	∅	∅	∅
1	0.3333	3	1.0000	298																																													139	ʃ	∅	∅	∅	ɛ	r	∅	S	∅	∅	∅	E	R	∅	3	∅	∅	∅	7	5	∅	140	ʃ	∅	∅	∅	e	r	∅	S	∅	∅	∅	E	R	∅	3	∅	∅	∅	7	5	∅
2	0.6667	2	0.6667	298																																													139	ɛ	ʃ	∅	∅	r	∅	∅	E	S	∅	∅	R	∅	∅	7	3	∅	∅	5	∅	∅	140	e	ʃ	∅	∅	r	∅	∅	E	S	∅	∅	R	∅	∅	7	3	∅	∅	5	∅	∅
3	1.0000	1	0.3333	298																																													139	r	ɛ	ʃ	∅	∅	∅	∅	R	E	S	∅	∅	∅	∅	5	7	3	∅	∅	∅	∅	140	r	e	ʃ	∅	∅	∅	∅	R	E	S	∅	∅	∅	∅	5	7	3	∅	∅	∅	∅
1	0.1429	7	1.0000	303	141	k	∅	∅	∅	ʔ	ɛ	tʃ	K	∅	∅	∅	H	E	T	1	∅	∅	∅	1	7	1	142	g	∅	∅	∅	-	a	s	K	∅	∅	∅	_	A	S	1	∅	∅	∅	0	7	3	143	g	∅	∅	∅	-	a	s	K	∅	∅	∅	_	A	S	1	∅	∅	∅	0	7	3	144	g	∅	∅	∅	-	a	s	K	∅	∅	∅	_	A	S	1	∅	∅	∅	0	7	3
2	0.2857	6	0.8571	303	141	ʔ	k	∅	∅	ɛ	tʃ	ʔ	H	K	∅	∅	E	T	H	1	1	∅	∅	7	1	1	142	-	g	∅	∅	a	s	ʔ	_	K	∅	∅	A	S	H	0	1	∅	∅	7	3	1	143	-	g	∅	∅	a	s	ʔ	_	K	∅	∅	A	S	H	0	1	∅	∅	7	3	1	144	-	g	∅	∅	a	s	ʔ	_	K	∅	∅	A	S	H	0	1	∅	∅	7	3	1
3	0.4286	5	0.7143	303	141	ɛ	ʔ	k	∅	tʃ	ʔ	i	E	H	K	∅	T	H	I	7	1	1	∅	1	1	7	142	a	-	g	∅	s	ʔ	i	A	_	K	∅	S	H	I	7	0	1	∅	3	1	7	143	a	-	g	∅	s	ʔ	i	A	_	K	∅	S	H	I	7	0	1	∅	3	1	7	144	a	-	g	∅	s	ʔ	i	A	_	K	∅	S	H	I	7	0	1	∅	3	1	7
4	0.5714	4	0.5714	303	141	tʃ	ɛ	ʔ	k	ʔ	i	a	T	E	H	K	H	I	A	1	7	1	1	1	7	7	142	s	a	-	g	ʔ	i	a	S	A	_	K	H	I	A	3	7	0	1	1	7	7	143	s	a	-	g	ʔ	i	a	S	A	_	K	H	I	A	3	7	0	1	1	7	7	144	s	a	-	g	ʔ	i	a	S	A	_	K	H	I	A	3	7	0	1	1	7	7
5	0.7143	3	0.4286	303	141	ʔ	tʃ	ɛ	ʔ	i	a	∅	H	T	E	H	I	A	∅	1	1	7	1	7	7	∅	142	ʔ	s	a	-	i	a	∅	H	S	A	_	I	A	∅	1	3	7	0	7	7	∅	143	ʔ	s	a	-	i	a	∅	H	S	A	_	I	A	∅	1	3	7	0	7	7	∅	144	ʔ	s	a	-	i	a	∅	H	S	A	_	I	A	∅	1	3	7	0	7	7	∅
6	0.8571	2	0.2857	303	141	i	ʔ	tʃ	ɛ	a	∅	∅	I	H	T	E	A	∅	∅	7	1	1	7	7	∅	∅	142	i	ʔ	s	a	a	∅	∅	I	H	S	A	A	∅	∅	7	1	3	7	7	∅	∅	143	i	ʔ	s	a	a	∅	∅	I	H	S	A	A	∅	∅	7	1	3	7	7	∅	∅	144	i	ʔ	s	a	a	∅	∅	I	H	S	A	A	∅	∅	7	1	3	7	7	∅	∅
7	1.0000	1	0.1429	303	141	a	i	ʔ	tʃ	∅	∅	∅	A	I	H	T	∅	∅	∅	7	7	1	1	∅	∅	∅	142	a	i	ʔ	s	∅	∅	∅	A	I	H	S	∅	∅	∅	7	7	1	3	∅	∅	∅	143	a	i	ʔ	s	∅	∅	∅	A	I	H	S	∅	∅	∅	7	7	1	3	∅	∅	∅	144	a	i	ʔ	s	∅	∅	∅	A	I	H	S	∅	∅	∅	7	7	1	3	∅	∅	∅
1	0.2500	4	1.0000	308	145	m	∅	∅	∅	uː	ʃ	e	M	∅	∅	∅	Y	S	E	4	∅	∅	∅	7	3	7	146	m	∅	∅	∅	u	ʃ	e	M	∅	∅	∅	Y	S	E	4	∅	∅	∅	7	3	7	147	m	∅	∅	∅	u	ʃ	a	M	∅	∅	∅	Y	S	A	4	∅	∅	∅	7	3	7																						
2	0.5000	3	0.7500	308	145	uː	m	∅	∅	ʃ	e	∅	Y	M	∅	∅	S	E	∅	7	4	∅	∅	3	7	∅	146	u	m	∅	∅	ʃ	e	∅	Y	M	∅	∅	S	E	∅	7	4	∅	∅	3	7	∅	147	u	m	∅	∅	ʃ	a	∅	Y	M	∅	∅	S	A	∅	7	4	∅	∅	3	7	∅																						
3	0.7500	2	0.5000	308	145	ʃ	uː	m	∅	e	∅	∅	S	Y	M	∅	E	∅	∅	3	7	4	∅	7	∅	∅	146	ʃ	u	m	∅	e	∅	∅	S	Y	M	∅	E	∅	∅	3	7	4	∅	7	∅	∅	147	ʃ	u	m	∅	a	∅	∅	S	Y	M	∅	A	∅	∅	3	7	4	∅	7	∅	∅																						
4	1.0000	1	0.2500	308	145	e	ʃ	uː	m	∅	∅	∅	E	S	Y	M	∅	∅	∅	7	3	7	4	∅	∅	∅	146	e	ʃ	u	m	∅	∅	∅	E	S	Y	M	∅	∅	∅	7	3	7	4	∅	∅	∅	147	a	ʃ	u	m	∅	∅	∅	A	S	Y	M	∅	∅	∅	7	3	7	4	∅	∅	∅																						
1	0.2000	5	1.0000	318	148	u	∅	∅	∅	w	e	s	Y	∅	∅	∅	W	E	S	7	∅	∅	∅	6	7	3	149	-	∅	∅	∅	f	eː	s	_	∅	∅	∅	B	E	S	0	∅	∅	∅	3	7	3	150	-	∅	∅	∅	f	e	ʃ	_	∅	∅	∅	B	E	S	0	∅	∅	∅	3	7	3	151	-	∅	∅	∅	f	ɛ	ʃ	_	∅	∅	∅	B	E	S	0	∅	∅	∅	3	7	3
2	0.4000	4	0.8000	318	148	w	u	∅	∅	e	s	i	W	Y	∅	∅	E	S	I	6	7	∅	∅	7	3	7	149	f	-	∅	∅	eː	s	i	B	_	∅	∅	E	S	I	3	0	∅	∅	7	3	7	150	f	-	∅	∅	e	ʃ	a	B	_	∅	∅	E	S	A	3	0	∅	∅	7	3	7	151	f	-	∅	∅	ɛ	ʃ	i	B	_	∅	∅	E	S	I	3	0	∅	∅	7	3	7
3	0.6000	3	0.6000	318	148	e	w	u	∅	s	i	∅	E	W	Y	∅	S	I	∅	7	6	7	∅	3	7	∅	149	eː	f	-	∅	s	i	∅	E	B	_	∅	S	I	∅	7	3	0	∅	3	7	∅	150	e	f	-	∅	ʃ	a	∅	E	B	_	∅	S	A	∅	7	3	0	∅	3	7	∅	151	ɛ	f	-	∅	ʃ	i	∅	E	B	_	∅	S	I	∅	7	3	0	∅	3	7	∅
4	0.8000	2	0.4000	318	148	s	e	w	u	i	∅	∅	S	E	W	Y	I	∅	∅	3	7	6	7	7	∅	∅	149	s	eː	f	-	i	∅	∅	S	E	B	_	I	∅	∅	3	7	3	0	7	∅	∅	150	ʃ	e	f	-	a	∅	∅	S	E	B	_	A	∅	∅	3	7	3	0	7	∅	∅	151	ʃ	ɛ	f	-	i	∅	∅	S	E	B	_	I	∅	∅	3	7	3	0	7	∅	∅
5	1.0000	1	0.2000	318	148	i	s	e	w	∅	∅	∅	I	S	E	W	∅	∅	∅	7	3	7	6	∅	∅	∅	149	i	s	eː	f	∅	∅	∅	I	S	E	B	∅	∅	∅	7	3	7	3	∅	∅	∅	150	a	ʃ	e	f	∅	∅	∅	A	S	E	B	∅	∅	∅	7	3	7	3	∅	∅	∅	151	i	ʃ	ɛ	f	∅	∅	∅	I	S	E	B	∅	∅	∅	7	3	7	3	∅	∅	∅
1	0.2000	5	1.0000	326																							152	aː	∅	∅	∅	m	oː	s	A	∅	∅	∅	M	U	S	7	∅	∅	∅	4	7	3	153	a	∅	∅	∅	m	ɔː	z	A	∅	∅	∅	M	U	S	7	∅	∅	∅	4	7	3																						
2	0.4000	4	0.8000	326																							152	m	aː	∅	∅	oː	s	o	M	A	∅	∅	U	S	U	4	7	∅	∅	7	3	7	153	m	a	∅	∅	ɔː	z	o	M	A	∅	∅	U	S	U	4	7	∅	∅	7	3	7																						
3	0.6000	3	0.6000	326																							152	oː	m	aː	∅	s	o	∅	U	M	A	∅	S	U	∅	7	4	7	∅	3	7	∅	153	ɔː	m	a	∅	z	o	∅	U	M	A	∅	S	U	∅	7	4	7	∅	3	7	∅																						
4	0.8000	2	0.4000	326																							152	s	oː	m	aː	o	∅	∅	S	U	M	A	U	∅	∅	3	7	4	7	7	∅	∅	153	z	ɔː	m	a	o	∅	∅	S	U	M	A	U	∅	∅	3	7	4	7	7	∅	∅																						
5	1.0000	1	0.2000	326																							152	o	s	oː	m	∅	∅	∅	U	S	U	M	∅	∅	∅	7	3	7	4	∅	∅	∅	153	o	z	ɔː	m	∅	∅	∅	U	S	U	M	∅	∅	∅	7	3	7	4	∅	∅	∅																						
1	0.1250	8	1.0000	330	154	a	∅	∅	∅	m	b	u	A	∅	∅	∅	M	P	Y	7	∅	∅	∅	4	1	7	155	a	∅	∅	∅	m	b	-	A	∅	∅	∅	M	P	_	7	∅	∅	∅	4	1	0	156	a	∅	∅	∅	m	b	ʊ	A	∅	∅	∅	M	P	Y	7	∅	∅	∅	4	1	7																						
2	0.2500	7	0.8750	330	154	m	a	∅	∅	b	u	d	M	A	∅	∅	P	Y	T	4	7	∅	∅	1	7	1	155	m	a	∅	∅	b	-	-	M	A	∅	∅	P	_	_	4	7	∅	∅	1	0	0	156	m	a	∅	∅	b	ʊ	d	M	A	∅	∅	P	Y	T	4	7	∅	∅	1	7	1																						
3	0.3750	6	0.7500	330	154	b	m	a	∅	u	d	u	P	M	A	∅	Y	T	Y	1	4	7	∅	7	1	7	155	b	m	a	∅	-	-	u	P	M	A	∅	_	_	Y	1	4	7	∅	0	0	7	156	b	m	a	∅	ʊ	d	u	P	M	A	∅	Y	T	Y	1	4	7	∅	7	1	7																						
4	0.5000	5	0.6250	330	154	u	b	m	a	d	u	ɾ	Y	P	M	A	T	Y	R	7	1	4	7	1	7	5	155	-	b	m	a	-	u	r	_	P	M	A	_	Y	R	0	1	4	7	0	7	5	156	ʊ	b	m	a	d	u	r	Y	P	M	A	T	Y	R	7	1	4	7	1	7	5																						
5	0.6250	4	0.5000	330	154	d	u	b	m	u	ɾ	o	T	Y	P	M	Y	R	U	1	7	1	4	7	5	7	155	-	-	b	m	u	r	u	_	_	P	M	Y	R	Y	0	0	1	4	7	5	7	156	d	ʊ	b	m	u	r	-	T	Y	P	M	Y	R	_	1	7	1	4	7	5	0																						
6	0.7500	3	0.3750	330	154	u	d	u	b	ɾ	o	∅	Y	T	Y	P	R	U	∅	7	1	7	1	5	7	∅	155	u	-	-	b	r	u	∅	Y	_	_	P	R	Y	∅	7	0	0	1	5	7	∅	156	u	d	ʊ	b	r	-	∅	Y	T	Y	P	R	_	∅	7	1	7	1	5	0	∅																						
7	0.8750	2	0.2500	330	154	ɾ	u	d	u	o	∅	∅	R	Y	T	Y	U	∅	∅	5	7	1	7	7	∅	∅	155	r	u	-	-	u	∅	∅	R	Y	_	_	Y	∅	∅	5	7	0	0	7	∅	∅	156	r	u	d	ʊ	-	∅	∅	R	Y	T	Y	_	∅	∅	5	7	1	7	0	∅	∅																						
