index	index_p	rindex	rindex_p	cogid	id_BelejeGonfoye	segment_BelejeGonfoye	segment_BelejeGonfoye_L1	segment_BelejeGonfoye_L2	segment_BelejeGonfoye_L3	segment_BelejeGonfoye_R1	segment_BelejeGonfoye_R2	segment_BelejeGonfoye_R3	SC_BelejeGonfoye	SC_BelejeGonfoye_L1	SC_BelejeGonfoye_L2	SC_BelejeGonfoye_L3	SC_BelejeGonfoye_R1	SC_BelejeGonfoye_R2	SC_BelejeGonfoye_R3	PROSODY_BelejeGonfoye	PROSODY_BelejeGonfoye_L1	PROSODY_BelejeGonfoye_L2	PROSODY_BelejeGonfoye_L3	PROSODY_BelejeGonfoye_R1	PROSODY_BelejeGonfoye_R2	PROSODY_BelejeGonfoye_R3	id_Fadashi	segment_Fadashi	segment_Fadashi_L1	segment_Fadashi_L2	segment_Fadashi_L3	segment_Fadashi_R1	segment_Fadashi_R2	segment_Fadashi_R3	SC_Fadashi	SC_Fadashi_L1	SC_Fadashi_L2	SC_Fadashi_L3	SC_Fadashi_R1	SC_Fadashi_R2	SC_Fadashi_R3	PROSODY_Fadashi	PROSODY_Fadashi_L1	PROSODY_Fadashi_L2	PROSODY_Fadashi_L3	PROSODY_Fadashi_R1	PROSODY_Fadashi_R2	PROSODY_Fadashi_R3	id_Maiyu	segment_Maiyu	segment_Maiyu_L1	segment_Maiyu_L2	segment_Maiyu_L3	segment_Maiyu_R1	segment_Maiyu_R2	segment_Maiyu_R3	SC_Maiyu	SC_Maiyu_L1	SC_Maiyu_L2	SC_Maiyu_L3	SC_Maiyu_R1	SC_Maiyu_R2	SC_Maiyu_R3	PROSODY_Maiyu	PROSODY_Maiyu_L1	PROSODY_Maiyu_L2	PROSODY_Maiyu_L3	PROSODY_Maiyu_R1	PROSODY_Maiyu_R2	PROSODY_Maiyu_R3	id_Undulu	segment_Undulu	segment_Undulu_L1	segment_Undulu_L2	segment_Undulu_L3	segment_Undulu_R1	segment_Undulu_R2	segment_Undulu_R3	SC_Undulu	SC_Undulu_L1	SC_Undulu_L2	SC_Undulu_L3	SC_Undulu_R1	SC_Undulu_R2	SC_Undulu_R3	PROSODY_Undulu	PROSODY_Undulu_L1	PROSODY_Undulu_L2	PROSODY_Undulu_L3	PROSODY_Undulu_R1	PROSODY_Undulu_R2	PROSODY_Undulu_R3
1	0.2000	5	1.0000	272																							42	aː	∅	∅	∅	m	i	l	A	∅	∅	∅	M	I	L	7	∅	∅	∅	4	7	5	43	a	∅	∅	∅	m	i	l	A	∅	∅	∅	M	I	L	7	∅	∅	∅	4	7	5																						
2	0.4000	4	0.8000	272																							42	m	aː	∅	∅	i	l	e	M	A	∅	∅	I	L	E	4	7	∅	∅	7	5	7	43	m	a	∅	∅	i	l	u	M	A	∅	∅	I	L	Y	4	7	∅	∅	7	5	7																						
3	0.6000	3	0.6000	272																							42	i	m	aː	∅	l	e	∅	I	M	A	∅	L	E	∅	7	4	7	∅	5	7	∅	43	i	m	a	∅	l	u	∅	I	M	A	∅	L	Y	∅	7	4	7	∅	5	7	∅																						
4	0.8000	2	0.4000	272																							42	l	i	m	aː	e	∅	∅	L	I	M	A	E	∅	∅	5	7	4	7	7	∅	∅	43	l	i	m	a	u	∅	∅	L	I	M	A	Y	∅	∅	5	7	4	7	7	∅	∅																						
5	1.0000	1	0.2000	272																							42	e	l	i	m	∅	∅	∅	E	L	I	M	∅	∅	∅	7	5	7	4	∅	∅	∅	43	u	l	i	m	∅	∅	∅	Y	L	I	M	∅	∅	∅	7	5	7	4	∅	∅	∅																						
1	0.3333	3	1.0000	296	44	i	∅	∅	∅	l	o	∅	I	∅	∅	∅	L	U	∅	7	∅	∅	∅	5	7	∅																							45	i	∅	∅	∅	l	e	∅	I	∅	∅	∅	L	E	∅	7	∅	∅	∅	5	7	∅	46	i	∅	∅	∅	l	e	∅	I	∅	∅	∅	L	E	∅	7	∅	∅	∅	5	7	∅
2	0.6667	2	0.6667	296	44	l	i	∅	∅	o	∅	∅	L	I	∅	∅	U	∅	∅	5	7	∅	∅	7	∅	∅																							45	l	i	∅	∅	e	∅	∅	L	I	∅	∅	E	∅	∅	5	7	∅	∅	7	∅	∅	46	l	i	∅	∅	e	∅	∅	L	I	∅	∅	E	∅	∅	5	7	∅	∅	7	∅	∅
3	1.0000	1	0.3333	296	44	o	l	i	∅	∅	∅	∅	U	L	I	∅	∅	∅	∅	7	5	7	∅	∅	∅	∅																							45	e	l	i	∅	∅	∅	∅	E	L	I	∅	∅	∅	∅	7	5	7	∅	∅	∅	∅	46	e	l	i	∅	∅	∅	∅	E	L	I	∅	∅	∅	∅	7	5	7	∅	∅	∅	∅
1	0.3333	3	1.0000	298																																													47	ʃ	∅	∅	∅	ɛ	r	∅	S	∅	∅	∅	E	R	∅	3	∅	∅	∅	7	5	∅	48	ʃ	∅	∅	∅	e	r	∅	S	∅	∅	∅	E	R	∅	3	∅	∅	∅	7	5	∅
2	0.6667	2	0.6667	298																																													47	ɛ	ʃ	∅	∅	r	∅	∅	E	S	∅	∅	R	∅	∅	7	3	∅	∅	5	∅	∅	48	e	ʃ	∅	∅	r	∅	∅	E	S	∅	∅	R	∅	∅	7	3	∅	∅	5	∅	∅
3	1.0000	1	0.3333	298																																													47	r	ɛ	ʃ	∅	∅	∅	∅	R	E	S	∅	∅	∅	∅	5	7	3	∅	∅	∅	∅	48	r	e	ʃ	∅	∅	∅	∅	R	E	S	∅	∅	∅	∅	5	7	3	∅	∅	∅	∅
1	0.2500	4	1.0000	308	49	m	∅	∅	∅	uː	ʃ	e	M	∅	∅	∅	Y	S	E	4	∅	∅	∅	7	3	7	50	m	∅	∅	∅	u	ʃ	e	M	∅	∅	∅	Y	S	E	4	∅	∅	∅	7	3	7	51	m	∅	∅	∅	u	ʃ	a	M	∅	∅	∅	Y	S	A	4	∅	∅	∅	7	3	7																						
2	0.5000	3	0.7500	308	49	uː	m	∅	∅	ʃ	e	∅	Y	M	∅	∅	S	E	∅	7	4	∅	∅	3	7	∅	50	u	m	∅	∅	ʃ	e	∅	Y	M	∅	∅	S	E	∅	7	4	∅	∅	3	7	∅	51	u	m	∅	∅	ʃ	a	∅	Y	M	∅	∅	S	A	∅	7	4	∅	∅	3	7	∅																						
3	0.7500	2	0.5000	308	49	ʃ	uː	m	∅	e	∅	∅	S	Y	M	∅	E	∅	∅	3	7	4	∅	7	∅	∅	50	ʃ	u	m	∅	e	∅	∅	S	Y	M	∅	E	∅	∅	3	7	4	∅	7	∅	∅	51	ʃ	u	m	∅	a	∅	∅	S	Y	M	∅	A	∅	∅	3	7	4	∅	7	∅	∅																						
4	1.0000	1	0.2500	308	49	e	ʃ	uː	m	∅	∅	∅	E	S	Y	M	∅	∅	∅	7	3	7	4	∅	∅	∅	50	e	ʃ	u	m	∅	∅	∅	E	S	Y	M	∅	∅	∅	7	3	7	4	∅	∅	∅	51	a	ʃ	u	m	∅	∅	∅	A	S	Y	M	∅	∅	∅	7	3	7	4	∅	∅	∅																						
1	0.2000	5	1.0000	326																							52	aː	∅	∅	∅	m	oː	s	A	∅	∅	∅	M	U	S	7	∅	∅	∅	4	7	3	53	a	∅	∅	∅	m	ɔː	z	A	∅	∅	∅	M	U	S	7	∅	∅	∅	4	7	3																						
2	0.4000	4	0.8000	326																							52	m	aː	∅	∅	oː	s	o	M	A	∅	∅	U	S	U	4	7	∅	∅	7	3	7	53	m	a	∅	∅	ɔː	z	o	M	A	∅	∅	U	S	U	4	7	∅	∅	7	3	7																						
3	0.6000	3	0.6000	326																							52	oː	m	aː	∅	s	o	∅	U	M	A	∅	S	U	∅	7	4	7	∅	3	7	∅	53	ɔː	m	a	∅	z	o	∅	U	M	A	∅	S	U	∅	7	4	7	∅	3	7	∅																						
4	0.8000	2	0.4000	326																							52	s	oː	m	aː	o	∅	∅	S	U	M	A	U	∅	∅	3	7	4	7	7	∅	∅	53	z	ɔː	m	a	o	∅	∅	S	U	M	A	U	∅	∅	3	7	4	7	7	∅	∅																						
5	1.0000	1	0.2000	326																							52	o	s	oː	m	∅	∅	∅	U	S	U	M	∅	∅	∅	7	3	7	4	∅	∅	∅	53	o	z	ɔː	m	∅	∅	∅	U	S	U	M	∅	∅	∅	7	3	7	4	∅	∅	∅																						
1	0.1250	8	1.0000	330	54	a	∅	∅	∅	m	b	u	A	∅	∅	∅	M	P	Y	7	∅	∅	∅	4	1	7	55	a	∅	∅	∅	m	b	-	A	∅	∅	∅	M	P	_	7	∅	∅	∅	4	1	0	56	a	∅	∅	∅	m	b	ʊ	A	∅	∅	∅	M	P	Y	7	∅	∅	∅	4	1	7																						
2	0.2500	7	0.8750	330	54	m	a	∅	∅	b	u	d	M	A	∅	∅	P	Y	T	4	7	∅	∅	1	7	1	55	m	a	∅	∅	b	-	-	M	A	∅	∅	P	_	_	4	7	∅	∅	1	0	0	56	m	a	∅	∅	b	ʊ	d	M	A	∅	∅	P	Y	T	4	7	∅	∅	1	7	1																						
3	0.3750	6	0.7500	330	54	b	m	a	∅	u	d	u	P	M	A	∅	Y	T	Y	1	4	7	∅	7	1	7	55	b	m	a	∅	-	-	u	P	M	A	∅	_	_	Y	1	4	7	∅	0	0	7	56	b	m	a	∅	ʊ	d	u	P	M	A	∅	Y	T	Y	1	4	7	∅	7	1	7																						
4	0.5000	5	0.6250	330	54	u	b	m	a	d	u	ɾ	Y	P	M	A	T	Y	R	7	1	4	7	1	7	5	55	-	b	m	a	-	u	r	_	P	M	A	_	Y	R	0	1	4	7	0	7	5	56	ʊ	b	m	a	d	u	r	Y	P	M	A	T	Y	R	7	1	4	7	1	7	5																						
5	0.6250	4	0.5000	330	54	d	u	b	m	u	ɾ	o	T	Y	P	M	Y	R	U	1	7	1	4	7	5	7	55	-	-	b	m	u	r	u	_	_	P	M	Y	R	Y	0	0	1	4	7	5	7	56	d	ʊ	b	m	u	r	-	T	Y	P	M	Y	R	_	1	7	1	4	7	5	0																						
6	0.7500	3	0.3750	330	54	u	d	u	b	ɾ	o	∅	Y	T	Y	P	R	U	∅	7	1	7	1	5	7	∅	55	u	-	-	b	r	u	∅	Y	_	_	P	R	Y	∅	7	0	0	1	5	7	∅	56	u	d	ʊ	b	r	-	∅	Y	T	Y	P	R	_	∅	7	1	7	1	5	0	∅																						
7	0.8750	2	0.2500	330	54	ɾ	u	d	u	o	∅	∅	R	Y	T	Y	U	∅	∅	5	7	1	7	7	∅	∅	55	r	u	-	-	u	∅	∅	R	Y	_	_	Y	∅	∅	5	7	0	0	7	∅	∅	56	r	u	d	ʊ	-	∅	∅	R	Y	T	Y	_	∅	∅	5	7	1	7	0	∅	∅																						
8	1.0000	1	0.1250	330	54	o	ɾ	u	d	∅	∅	∅	U	R	Y	T	∅	∅	∅	7	5	7	1	∅	∅	∅	55	u	r	u	-	∅	∅	∅	Y	R	Y	_	∅	∅	∅	7	5	7	0	∅	∅	∅	56	-	r	u	d	∅	∅	∅	_	R	Y	T	∅	∅	∅	0	5	7	1	∅	∅	∅																						
1	0.1667	6	1.0000	351	57	m	∅	∅	∅	e	t	ɪ	M	∅	∅	∅	E	T	I	4	∅	∅	∅	7	1	7	58	m	∅	∅	∅	ɛ	d	e	M	∅	∅	∅	E	T	E	4	∅	∅	∅	7	1	7																																												
2	0.3333	5	0.8333	351	57	e	m	∅	∅	t	ɪ	k	E	M	∅	∅	T	I	K	7	4	∅	∅	1	7	1	58	ɛ	m	∅	∅	d	e	g	E	M	∅	∅	T	E	K	7	4	∅	∅	1	7	1																																												
3	0.5000	4	0.6667	351	57	t	e	m	∅	ɪ	k	eː	T	E	M	∅	I	K	E	1	7	4	∅	7	1	7	58	d	ɛ	m	∅	e	g	e	T	E	M	∅	E	K	E	1	7	4	∅	7	1	7																																												
4	0.6667	3	0.5000	351	57	ɪ	t	e	m	k	eː	∅	I	T	E	M	K	E	∅	7	1	7	4	1	7	∅	58	e	d	ɛ	m	g	e	∅	E	T	E	M	K	E	∅	7	1	7	4	1	7	∅																																												
5	0.8333	2	0.3333	351	57	k	ɪ	t	e	eː	∅	∅	K	I	T	E	E	∅	∅	1	7	1	7	7	∅	∅	58	g	e	d	ɛ	e	∅	∅	K	E	T	E	E	∅	∅	1	7	1	7	7	∅	∅																																												
6	1.0000	1	0.1667	351	57	eː	k	ɪ	t	∅	∅	∅	E	K	I	T	∅	∅	∅	7	1	7	1	∅	∅	∅	58	e	g	e	d	∅	∅	∅	E	K	E	T	∅	∅	∅	7	1	7	1	∅	∅	∅																																												
1	0.2000	5	1.0000	353																																													59	-	∅	∅	∅	-	f	i	_	∅	∅	∅	_	B	I	0	∅	∅	∅	0	3	7	60	a	∅	∅	∅	l	f	i	A	∅	∅	∅	L	B	I	7	∅	∅	∅	5	3	7
2	0.4000	4	0.8000	353																																													59	-	-	∅	∅	f	i	l	_	_	∅	∅	B	I	L	0	0	∅	∅	3	7	5	60	l	a	∅	∅	f	i	l	L	A	∅	∅	B	I	L	5	7	∅	∅	3	7	5
3	0.6000	3	0.6000	353																																													59	f	-	-	∅	i	l	∅	B	_	_	∅	I	L	∅	3	0	0	∅	7	5	∅	60	f	l	a	∅	i	l	∅	B	L	A	∅	I	L	∅	3	5	7	∅	7	5	∅
4	0.8000	2	0.4000	353																																													59	i	f	-	-	l	∅	∅	I	B	_	_	L	∅	∅	7	3	0	0	5	∅	∅	60	i	f	l	a	l	∅	∅	I	B	L	A	L	∅	∅	7	3	5	7	5	∅	∅
5	1.0000	1	0.2000	353																																													59	l	i	f	-	∅	∅	∅	L	I	B	_	∅	∅	∅	5	7	3	0	∅	∅	∅	60	l	i	f	l	∅	∅	∅	L	I	B	L	∅	∅	∅	5	7	3	5	∅	∅	∅
1	0.2500	4	1.0000	358	61	k	∅	∅	∅	oː	ɗ	e	K	∅	∅	∅	U	T	E	1	∅	∅	∅	7	1	7	62	k	∅	∅	∅	oː	ɗ	e	K	∅	∅	∅	U	T	E	1	∅	∅	∅	7	1	7																																												
2	0.5000	3	0.7500	358	61	oː	k	∅	∅	ɗ	e	∅	U	K	∅	∅	T	E	∅	7	1	∅	∅	1	7	∅	62	oː	k	∅	∅	ɗ	e	∅	U	K	∅	∅	T	E	∅	7	1	∅	∅	1	7	∅																																												
3	0.7500	2	0.5000	358	61	ɗ	oː	k	∅	e	∅	∅	T	U	K	∅	E	∅	∅	1	7	1	∅	7	∅	∅	62	ɗ	oː	k	∅	e	∅	∅	T	U	K	∅	E	∅	∅	1	7	1	∅	7	∅	∅																																												
4	1.0000	1	0.2500	358	61	e	ɗ	oː	k	∅	∅	∅	E	T	U	K	∅	∅	∅	7	1	7	1	∅	∅	∅	62	e	ɗ	oː	k	∅	∅	∅	E	T	U	K	∅	∅	∅	7	1	7	1	∅	∅	∅																																												
1	0.1429	7	1.0000	370																							63	a	∅	∅	∅	r	e	ʔ	A	∅	∅	∅	R	E	H	7	∅	∅	∅	5	7	1																							64	a	∅	∅	∅	r	o	ʔ	A	∅	∅	∅	R	U	H	7	∅	∅	∅	5	7	1
2	0.2857	6	0.8571	370																							63	r	a	∅	∅	e	ʔ	o	R	A	∅	∅	E	H	U	5	7	∅	∅	7	1	7																							64	r	a	∅	∅	o	ʔ	o	R	A	∅	∅	U	H	U	5	7	∅	∅	7	1	7
3	0.4286	5	0.7143	370																							63	e	r	a	∅	ʔ	o	l	E	R	A	∅	H	U	L	7	5	7	∅	1	7	5																							64	o	r	a	∅	ʔ	o	l	U	R	A	∅	H	U	L	7	5	7	∅	1	7	5
4	0.5714	4	0.5714	370																							63	ʔ	e	r	a	o	l	o	H	E	R	A	U	L	U	1	7	5	7	7	5	7																							64	ʔ	o	r	a	o	l	o	H	U	R	A	U	L	U	1	7	5	7	7	5	7
5	0.7143	3	0.4286	370																							63	o	ʔ	e	r	l	o	∅	U	H	E	R	L	U	∅	7	1	7	5	5	7	∅																							64	o	ʔ	o	r	l	o	∅	U	H	U	R	L	U	∅	7	1	7	5	5	7	∅
6	0.8571	2	0.2857	370																							63	l	o	ʔ	e	o	∅	∅	L	U	H	E	U	∅	∅	5	7	1	7	7	∅	∅																							64	l	o	ʔ	o	o	∅	∅	L	U	H	U	U	∅	∅	5	7	1	7	7	∅	∅
7	1.0000	1	0.1429	370																							63	o	l	o	ʔ	∅	∅	∅	U	L	U	H	∅	∅	∅	7	5	7	1	∅	∅	∅																							64	o	l	o	ʔ	∅	∅	∅	U	L	U	H	∅	∅	∅	7	5	7	1	∅	∅	∅
1	0.2500	4	1.0000	375	65	m	∅	∅	∅	-	b	a	M	∅	∅	∅	_	P	A	4	∅	∅	∅	0	1	7																							66	m	∅	∅	∅	aː	b	a	M	∅	∅	∅	A	P	A	4	∅	∅	∅	7	1	7																						
2	0.5000	3	0.7500	375	65	-	m	∅	∅	b	a	∅	_	M	∅	∅	P	A	∅	0	4	∅	∅	1	7	∅																							66	aː	m	∅	∅	b	a	∅	A	M	∅	∅	P	A	∅	7	4	∅	∅	1	7	∅																						
3	0.7500	2	0.5000	375	65	b	-	m	∅	a	∅	∅	P	_	M	∅	A	∅	∅	1	0	4	∅	7	∅	∅																							66	b	aː	m	∅	a	∅	∅	P	A	M	∅	A	∅	∅	1	7	4	∅	7	∅	∅																						
4	1.0000	1	0.2500	375	65	a	b	-	m	∅	∅	∅	A	P	_	M	∅	∅	∅	7	1	0	4	∅	∅	∅																							66	a	b	aː	m	∅	∅	∅	A	P	A	M	∅	∅	∅	7	1	7	4	∅	∅	∅																						
1	0.3333	3	1.0000	377																							67	n	∅	∅	∅	d	a	∅	N	∅	∅	∅	T	A	∅	4	∅	∅	∅	1	7	∅																							68	n	∅	∅	∅	d	a	∅	N	∅	∅	∅	T	A	∅	4	∅	∅	∅	1	7	∅
2	0.6667	2	0.6667	377																							67	d	n	∅	∅	a	∅	∅	T	N	∅	∅	A	∅	∅	1	4	∅	∅	7	∅	∅																							68	d	n	∅	∅	a	∅	∅	T	N	∅	∅	A	∅	∅	1	4	∅	∅	7	∅	∅
3	1.0000	1	0.3333	377																							67	a	d	n	∅	∅	∅	∅	A	T	N	∅	∅	∅	∅	7	1	4	∅	∅	∅	∅																							68	a	d	n	∅	∅	∅	∅	A	T	N	∅	∅	∅	∅	7	1	4	∅	∅	∅	∅
1	0.1429	7	1.0000	396																																													69	a	∅	∅	∅	g	o	ŋ	A	∅	∅	∅	K	U	N	7	∅	∅	∅	1	7	4	70	a	∅	∅	∅	g	o	ŋ	A	∅	∅	∅	K	U	N	7	∅	∅	∅	1	7	4
2	0.2857	6	0.8571	396																																													69	g	a	∅	∅	o	ŋ	g	K	A	∅	∅	U	N	K	1	7	∅	∅	7	4	1	70	g	a	∅	∅	o	ŋ	h	K	A	∅	∅	U	N	H	1	7	∅	∅	7	4	3
3	0.4286	5	0.7143	396																																													69	o	g	a	∅	ŋ	g	o	U	K	A	∅	N	K	U	7	1	7	∅	4	1	7	70	o	g	a	∅	ŋ	h	o	U	K	A	∅	N	H	U	7	1	7	∅	4	3	7
4	0.5714	4	0.5714	396																																													69	ŋ	o	g	a	g	o	r	N	U	K	A	K	U	R	4	7	1	7	1	7	5	70	ŋ	o	g	a	h	o	r	N	U	K	A	H	U	R	4	7	1	7	3	7	5
5	0.7143	3	0.4286	396																																													69	g	ŋ	o	g	o	r	∅	K	N	U	K	U	R	∅	1	4	7	1	7	5	∅	70	h	ŋ	o	g	o	r	∅	H	N	U	K	U	R	∅	3	4	7	1	7	5	∅
6	0.8571	2	0.2857	396																																													69	o	g	ŋ	o	r	∅	∅	U	K	N	U	R	∅	∅	7	1	4	7	5	∅	∅	70	o	h	ŋ	o	r	∅	∅	U	H	N	U	R	∅	∅	7	3	4	7	5	∅	∅
7	1.0000	1	0.1429	396																																													69	r	o	g	ŋ	∅	∅	∅	R	U	K	N	∅	∅	∅	5	7	1	4	∅	∅	∅	70	r	o	h	ŋ	∅	∅	∅	R	U	H	N	∅	∅	∅	5	7	3	4	∅	∅	∅
1	0.2500	4	1.0000	399	71	n	∅	∅	∅	ə	g	u	N	∅	∅	∅	E	K	Y	4	∅	∅	∅	7	1	7	72	n	∅	∅	∅	ɛ	g	u	N	∅	∅	∅	E	K	Y	4	∅	∅	∅	7	1	7																																												
2	0.5000	3	0.7500	399	71	ə	n	∅	∅	g	u	∅	E	N	∅	∅	K	Y	∅	7	4	∅	∅	1	7	∅	72	ɛ	n	∅	∅	g	u	∅	E	N	∅	∅	K	Y	∅	7	4	∅	∅	1	7	∅																																												
3	0.7500	2	0.5000	399	71	g	ə	n	∅	u	∅	∅	K	E	N	∅	Y	∅	∅	1	7	4	∅	7	∅	∅	72	g	ɛ	n	∅	u	∅	∅	K	E	N	∅	Y	∅	∅	1	7	4	∅	7	∅	∅																																												
4	1.0000	1	0.2500	399	71	u	g	ə	n	∅	∅	∅	Y	K	E	N	∅	∅	∅	7	1	7	4	∅	∅	∅	72	u	g	ɛ	n	∅	∅	∅	Y	K	E	N	∅	∅	∅	7	1	7	4	∅	∅	∅																																												
1	0.1429	7	1.0000	419																							73	e	∅	∅	∅	ʔ	a	f	E	∅	∅	∅	H	A	B	7	∅	∅	∅	1	7	3	74	-	∅	∅	∅	-	a	f	_	∅	∅	∅	_	A	B	0	∅	∅	∅	0	7	3	75	-	∅	∅	∅	-	a	f	_	∅	∅	∅	_	A	B	0	∅	∅	∅	0	7	3
2	0.2857	6	0.8571	419																							73	ʔ	e	∅	∅	a	f	iː	H	E	∅	∅	A	B	I	1	7	∅	∅	7	3	7	74	-	-	∅	∅	a	f	iː	_	_	∅	∅	A	B	I	0	0	∅	∅	7	3	7	75	-	-	∅	∅	a	f	iː	_	_	∅	∅	A	B	I	0	0	∅	∅	7	3	7
3	0.4286	5	0.7143	419																							73	a	ʔ	e	∅	f	iː	ŋ	A	H	E	∅	B	I	N	7	1	7	∅	3	7	4	74	a	-	-	∅	f	iː	ŋ	A	_	_	∅	B	I	N	7	0	0	∅	3	7	4	75	a	-	-	∅	f	iː	ɲ	A	_	_	∅	B	I	N	7	0	0	∅	3	7	4
4	0.5714	4	0.5714	419																							73	f	a	ʔ	e	iː	ŋ	a	B	A	H	E	I	N	A	3	7	1	7	7	4	7	74	f	a	-	-	iː	ŋ	a	B	A	_	_	I	N	A	3	7	0	0	7	4	7	75	f	a	-	-	iː	ɲ	a	B	A	_	_	I	N	A	3	7	0	0	7	4	7
5	0.7143	3	0.4286	419																							73	iː	f	a	ʔ	ŋ	a	∅	I	B	A	H	N	A	∅	7	3	7	1	4	7	∅	74	iː	f	a	-	ŋ	a	∅	I	B	A	_	N	A	∅	7	3	7	0	4	7	∅	75	iː	f	a	-	ɲ	a	∅	I	B	A	_	N	A	∅	7	3	7	0	4	7	∅
6	0.8571	2	0.2857	419																							73	ŋ	iː	f	a	a	∅	∅	N	I	B	A	A	∅	∅	4	7	3	7	7	∅	∅	74	ŋ	iː	f	a	a	∅	∅	N	I	B	A	A	∅	∅	4	7	3	7	7	∅	∅	75	ɲ	iː	f	a	a	∅	∅	N	I	B	A	A	∅	∅	4	7	3	7	7	∅	∅
7	1.0000	1	0.1429	419																							73	a	ŋ	iː	f	∅	∅	∅	A	N	I	B	∅	∅	∅	7	4	7	3	∅	∅	∅	74	a	ŋ	iː	f	∅	∅	∅	A	N	I	B	∅	∅	∅	7	4	7	3	∅	∅	∅	75	a	ɲ	iː	f	∅	∅	∅	A	N	I	B	∅	∅	∅	7	4	7	3	∅	∅	∅
1	0.1667	6	1.0000	424																							76	-	∅	∅	∅	h	aː	ɓ	_	∅	∅	∅	H	A	P	0	∅	∅	∅	3	7	1	77	a	∅	∅	∅	h	a	p	A	∅	∅	∅	H	A	P	7	∅	∅	∅	3	7	1																						
2	0.3333	5	0.8333	424																							76	h	-	∅	∅	aː	ɓ	-	H	_	∅	∅	A	P	_	3	0	∅	∅	7	1	0	77	h	a	∅	∅	a	p	ʔ	H	A	∅	∅	A	P	H	3	7	∅	∅	7	1	1																						
3	0.5000	4	0.6667	424																							76	aː	h	-	∅	ɓ	-	u	A	H	_	∅	P	_	Y	7	3	0	∅	1	0	7	77	a	h	a	∅	p	ʔ	u	A	H	A	∅	P	H	Y	7	3	7	∅	1	1	7																						
4	0.6667	3	0.5000	424																							76	ɓ	aː	h	-	-	u	∅	P	A	H	_	_	Y	∅	1	7	3	0	0	7	∅	77	p	a	h	a	ʔ	u	∅	P	A	H	A	H	Y	∅	1	7	3	7	1	7	∅																						
5	0.8333	2	0.3333	424																							76	-	ɓ	aː	h	u	∅	∅	_	P	A	H	Y	∅	∅	0	1	7	3	7	∅	∅	77	ʔ	p	a	h	u	∅	∅	H	P	A	H	Y	∅	∅	1	1	7	3	7	∅	∅																						
6	1.0000	1	0.1667	424																							76	u	-	ɓ	aː	∅	∅	∅	Y	_	P	A	∅	∅	∅	7	0	1	7	∅	∅	∅	77	u	ʔ	p	a	∅	∅	∅	Y	H	P	A	∅	∅	∅	7	1	1	7	∅	∅	∅																						
1	0.1667	6	1.0000	449																							78	s	∅	∅	∅	ʔ	a	k	S	∅	∅	∅	H	A	K	3	∅	∅	∅	1	7	1	79	s	∅	∅	∅	ʔ	a	k	S	∅	∅	∅	H	A	K	3	∅	∅	∅	1	7	1	80	s	∅	∅	∅	ʔ	a	k	S	∅	∅	∅	H	A	K	3	∅	∅	∅	1	7	1
2	0.3333	5	0.8333	449																							78	ʔ	s	∅	∅	a	k	ʔ	H	S	∅	∅	A	K	H	1	3	∅	∅	7	1	1	79	ʔ	s	∅	∅	a	k	ʔ	H	S	∅	∅	A	K	H	1	3	∅	∅	7	1	1	80	ʔ	s	∅	∅	a	k	ʔ	H	S	∅	∅	A	K	H	1	3	∅	∅	7	1	1
3	0.5000	4	0.6667	449																							78	a	ʔ	s	∅	k	ʔ	a	A	H	S	∅	K	H	A	7	1	3	∅	1	1	7	79	a	ʔ	s	∅	k	ʔ	a	A	H	S	∅	K	H	A	7	1	3	∅	1	1	7	80	a	ʔ	s	∅	k	ʔ	a	A	H	S	∅	K	H	A	7	1	3	∅	1	1	7
4	0.6667	3	0.5000	449																							78	k	a	ʔ	s	ʔ	a	∅	K	A	H	S	H	A	∅	1	7	1	3	1	7	∅	79	k	a	ʔ	s	ʔ	a	∅	K	A	H	S	H	A	∅	1	7	1	3	1	7	∅	80	k	a	ʔ	s	ʔ	a	∅	K	A	H	S	H	A	∅	1	7	1	3	1	7	∅
5	0.8333	2	0.3333	449																							78	ʔ	k	a	ʔ	a	∅	∅	H	K	A	H	A	∅	∅	1	1	7	1	7	∅	∅	79	ʔ	k	a	ʔ	a	∅	∅	H	K	A	H	A	∅	∅	1	1	7	1	7	∅	∅	80	ʔ	k	a	ʔ	a	∅	∅	H	K	A	H	A	∅	∅	1	1	7	1	7	∅	∅
6	1.0000	1	0.1667	449																							78	a	ʔ	k	a	∅	∅	∅	A	H	K	A	∅	∅	∅	7	1	1	7	∅	∅	∅	79	a	ʔ	k	a	∅	∅	∅	A	H	K	A	∅	∅	∅	7	1	1	7	∅	∅	∅	80	a	ʔ	k	a	∅	∅	∅	A	H	K	A	∅	∅	∅	7	1	1	7	∅	∅	∅
1	0.1667	6	1.0000	485																							81	θ	∅	∅	∅	oː	ʔ	-	D	∅	∅	∅	U	H	_	3	∅	∅	∅	7	1	0																							82	θ	∅	∅	∅	oː	ʔ	i	D	∅	∅	∅	U	H	I	3	∅	∅	∅	7	1	7
2	0.3333	5	0.8333	485																							81	oː	θ	∅	∅	ʔ	-	i	U	D	∅	∅	H	_	I	7	3	∅	∅	1	0	7																							82	oː	θ	∅	∅	ʔ	i	y	U	D	∅	∅	H	I	Y	7	3	∅	∅	1	7	7
