COGID	MonpaBalemu	MonpaDirang	MonpaDirangDum	MonpaKalaktang	MonpaNamsu	MonpaSangti	MonpaTembang	MonpaTomko
1468-7							pʰ a kʰ p a	
1477-7							ŋ a s	
1502-7							ŋ a m u	
1511-7							m u tʃ a ŋ b a	
1529-7							tʃ a l u	
1538-7							s o l u	
1557-7							tʃ o i u ŋ	
1618-7							i ŋ tʃ a	
1663-7							z u m	
1689-7							ŋ o i	
1698-7							kʰ u ŋ	
1707-7							m o ŋ n a ŋ	
1716-7							ŋ a m	
1742-7							m u	
1751-7							b u ʃ i l a	
1778-7							z a	
1787-7							tʃ u r kʰ u	
1823-7							l e m	
1832-7							kʰ a a m a	
1842-7							l u ŋ	
1860-7							ŋ a m	
1869-7							z u p a ŋ	
1888-7							z a m b i	
1897-7							s e	
1932-7							ɾ i n a ŋ s e ŋ kʰ e n	
1950-7							z u	
1968-7							tʃ o ŋ tʃ a ŋ	
1978-7							g u t a	
1987-7							s a m	
2015-7							ŋ a m kʰ ə n	
2118-7							m o ŋ e ŋ e n	
2238-7							ŋ a r kʰ e n	
2507-7							tʃ i ŋ u ŋ	
2526-7							l e n	
2535-7							ʃ a	
2544-7							ʃ i ŋ	
2560-7							s o ŋ a i tʃ i ŋ	
2569-7							kʰ e tʰ u r	
2578-7							n i tʃ i ŋ	
2596-7							d u ŋ	
2615-7							ɾ i	
2663-7							g i t i	
2690-7							s i	
2719-7							ɾ i d i	
2728-7							k o tʃ u ŋ	
2747-7							ɲ i ŋ	
2756-7							s e r b u	
2774-7							b o i ŋ	
19-7							n a i e n	
28-7							n a i e	
89-7							g a ŋ p u	
107-7							d i m i	
145-7							d u ŋ p u	
190-7							pʰ u tʃ i	
338-7							r u ŋ	
436-7							z u l u	
483-7							u a	
535-7							s o s o	
571-7							g e l e ŋ a i	
699-7							d o ŋ p a	
845-7							r o kʰ	
1049-7							b u	
1161-7							a m	
1180-7							ʃ a	
1226-7							l a ŋ i	
1235-7							n a m n i ŋ	
1280-7							tʃ i ŋ kʰ a ŋ	
1307-7							g e p kʰ a	
1352-7							g u	
1415-7							ɾ a	
1636-7							b e tʃ a	
1680-7							kʰ a n kʰ e n	
1725-7							tʃ a ŋ tʃ e n	
2127-7							dʒ a m kʰ ə n	
2181-7							tʃ i ŋ kʰ e n	
2366-7							k j a kʰ e n	
2672-7							a g a	
2681-7							b a kʰ a ŋ b u	
55-7							g a i a	
80-7							tʰ u ŋ g a	
154-7							ʃ i	
10-8								dʒ a ŋ
37-8								n a n
46-8								n a n
98-8								g a ŋ i l a
125-8								pʰ a ŋ ɾ a
162-8								l e a i
171-8								g o m p a
219-8								t a ŋ p u
247-8								tʃ a ŋ l u ŋ
282-8								l u ŋ p u
292-8								tʃ a ŋ
301-8								l i
354-8								m u m b a l i
363-8								n a ŋ b u
397-8								g a m b i
406-8								kʰ a m u
426-8								m i k p a
473-8								pʰ i n p a ŋ
499-8								z a m i n
526-8								g a ŋ a
544-8								u
553-8								k o t a ŋ
599-8								g o i p a ŋ
608-8								pʰ a ŋ u
617-8								j a n
645-8								a n a
663-8								s o ŋ tʰ u r
672-8								t o ŋ p a
681-8								n i ɾ i
690-8								m i ŋ
708-8								tʰ a ŋ ɾ i ŋ p u
717-8								tʃ o k p u
726-8								s i
744-8								a p a
782-8								m i
791-8								ŋ a
800-8								ŋ a
809-8								m o m n a ŋ
836-8								p i
881-8								l a m
890-8								r a ŋ a
899-8								s e m
926-8								tʃ a m
944-8								g a ɾ a ŋ
953-8								a ɾ a ŋ
980-8								g a ɾ u ŋ
998-8								pʰ a i
1022-8								a tʰ u r
1031-8								tʃ i n a ŋ u m a n
1069-8								tʃ a a ŋ a
1079-8								z a a
1098-8								j a ŋ p u
1117-8								tʃ u n
1141-8								ɾ i ŋ p u
1189-8								m a n
1198-8								n u
1208-8								z a l a a
1217-8								l a ŋ i
1253-8								a m a
1271-8								n o a ŋ
1289-8								m i n
1316-8								ŋ a ŋ
1325-8								kʰ a m
1334-8								s i ŋ b a
1343-8								i n a ŋ
1361-8								j a n a ŋ a
1370-8								n a m u ŋ
1388-8								m a ŋ p a
1397-8								tʰ u r
1406-8								tʃ o ŋ
1424-8								g a ɾ a ŋ p a r p
1433-8								z u m u
1442-8								l a m
1451-8								tʃ a a m
1468-8								tʃ a k p a
1477-8								ŋ a ŋ
1502-8								ŋ a m s u
1511-8								m u m j a ŋ b a
1529-8								tʃ a l u
1538-8								s o l u
1557-8								tʃ o i p u ŋ
1618-8								i ŋ p a
1663-8								z u m
1689-8								ŋ o i
1698-8								tʰ a ŋ
1707-8								m o ŋ n a ŋ
1716-8								ŋ a m a n
1742-8								m u m i
1751-8								b u i l a
1778-8								z a
1787-8								tʰ u ŋ p u n
1823-8								l a m
1832-8								g a a p a
1842-8								l u ŋ
1860-8								ŋ a m a
1869-8								z u p a ŋ
1888-8								s a m p u
1897-8								s e
1932-8								ɾ i n a ŋ z a n
1950-8								z u
1968-8								t o ŋ p a ŋ
1978-8								tʃ o t p a n
1987-8								s a m
2015-8								ŋ a m l a n
2118-8								m o ŋ z a m l a n
2238-8								ŋ a r a n
2507-8								tʰ a n u ŋ
2526-8								l a
2535-8								z a
2544-8								z i ŋ
2560-8								s o ŋ n i tʃ i ŋ
2569-8								e tʰ u r
2578-8								n i tʃ i ŋ
2596-8								tʰ u ŋ
2615-8								ɾ i
2663-8								g i l i ŋ p
2690-8								s i
2719-8								ɾ i l i
2728-8								kʰ o tʃ a ŋ
2747-8								n i ŋ a
2756-8								s e m p u
2774-8								b o i ŋ
19-8								n a ŋ i a
28-8								n a ŋ i a
107-8								i m i n p a
145-8								t u ŋ p u
190-8								p u i
229-8								dʒ a
257-8								tʰ a ŋ a
338-8								b r u ŋ
436-8								z u l u
483-8								a a
535-8								s a m o
571-8								g e l a n a i
845-8								ɾ o k
971-8								tʃ i ŋ p u
1049-8								b u
1161-8								a m
1180-8								a
1226-8								l a ŋ i
1235-8								ŋ a a n a ŋ
1280-8								dʒ i ŋ p a ŋ
1307-8								g e p a
1379-8								s i
1415-8								dʒ a
1636-8								tʃ e a
1654-8								l i
1680-8								g a n a n
1725-8								tʃ a p a n
2127-8								dʒ a ŋ l a n
2181-8								tʰ i ŋ l a
2366-8								j a k p a n
2681-8								b a l u ŋ b u
55-8								tʰ a i a
116-8								tʰ u l i
154-8								dʒ i
