** /proj/evolang2022/tiago/ST2022/data-surprise/bantubvd/solutions-0.10.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
BelejeGonfoye       3.0482        0.5612       0.4723         0.2748       4.1325        0.7585       0.2763         0.1147
Fadashi             2.0000        0.3658       0.5641         0.4603       2.0606        0.3727       0.5420         0.4640
Maiyu               2.7204        0.5011       0.5252         0.2915       2.3441        0.4582       0.4864         0.3729
Undulu              2.3407        0.4412       0.5702         0.3411       2.5055        0.4753       0.4682         0.3539
TOTAL               2.5273        0.4673       0.5329         0.3419       2.7607        0.5162       0.4432         0.3264


** /proj/evolang2022/tiago/ST2022/data-surprise/deepadungpalaung/solutions-0.10.tsv
Language         ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
BanPaw              0.9000        0.3667       0.7688         0.4858       0.6500        0.2417       0.8245         0.6601
ChaYeQing           1.1000        0.4583       0.7239         0.4133       0.8500        0.3500       0.8620         0.5325
ChuDongGua          1.4000        0.5208       0.6711         0.3128       1.2500        0.4917       0.7716         0.3790
GuangKa             0.8000        0.3250       0.8347         0.5633       0.8000        0.3250       0.8737         0.5650
HtanHsan            1.1500        0.4500       0.7803         0.4013       0.9500        0.3667       0.7973         0.5252
KhunHawt            1.2500        0.4750       0.7387         0.3666       0.9000        0.3333       0.7946         0.5326
MangBang            0.8500        0.3250       0.7707         0.5674       1.3000        0.5083       0.7336         0.3831
ManLoi              1.2000        0.4750       0.7309         0.3692       1.3500        0.5333       0.7830         0.3659
MengDan             1.2500        0.4542       0.7019         0.3985       1.1000        0.4375       0.7722         0.4463
NamHsan             1.2000        0.4583       0.7398         0.4133       1.1000        0.4167       0.7569         0.4375
NanSang             0.6500        0.2583       0.8427         0.6559       0.5000        0.2083       0.8940         0.6944
NoeLae              0.8500        0.3500       0.8085         0.4973       0.4000        0.1583       0.9051         0.7601
NyaungGone          0.9500        0.3917       0.8098         0.4707       0.5500        0.2083       0.8557         0.6804
PangKham            1.0500        0.3917       0.7515         0.4862       0.8000        0.3167       0.7971         0.5711
PongNuea            1.2000        0.4917       0.7803         0.3551       0.4500        0.2083       0.9366         0.7214
XiangZhaiTang       1.4000        0.5333       0.7021         0.3013       0.6500        0.2500       0.8518         0.6367
TOTAL               1.0750        0.4203       0.7597         0.4411       0.8500        0.3346       0.8256         0.5557


** /proj/evolang2022/tiago/ST2022/data-surprise/deepadungpalaung/solutions-0.20.tsv
Language         ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
BanPaw              1.1538        0.4252       0.6937         0.4543       0.8205        0.2893       0.7685         0.5929
ChaYeQing           1.5385        0.5620       0.5867         0.3004       1.6923        0.6179       0.5923         0.2625
ChuDongGua          1.4872        0.5436       0.6228         0.2993       1.5641        0.5671       0.6450         0.2896
GuangKa             1.2051        0.4402       0.7004         0.4133       1.2051        0.4615       0.7066         0.4207
HtanHsan            1.5128        0.5278       0.5836         0.3526       1.5128        0.5509       0.5895         0.3385
KhunHawt            1.5641        0.5534       0.5850         0.3039       1.6154        0.5808       0.6016         0.2669
MangBang            1.1538        0.4209       0.6691         0.4412       1.6154        0.5731       0.5670         0.2961
ManLoi              1.2564        0.4701       0.7078         0.3772       1.5385        0.5560       0.6859         0.3220
MengDan             1.4872        0.5325       0.6588         0.3430       1.4615        0.5295       0.6118         0.3353
NamHsan             1.3846        0.5073       0.6458         0.3522       1.6410        0.5885       0.5575         0.2823
NanSang             1.0513        0.3803       0.7303         0.5048       1.1538        0.4316       0.7537         0.4393
NoeLae              1.0513        0.3910       0.7297         0.4778       0.7436        0.2628       0.8135         0.6183
NyaungGone          1.1026        0.4124       0.7285         0.4439       0.7949        0.2936       0.8083         0.5627
PangKham            1.0769        0.3889       0.7394         0.4728       1.3846        0.5051       0.6580         0.3606
PongNuea            1.3077        0.4936       0.6955         0.3590       1.0513        0.3953       0.7868         0.5079
XiangZhaiTang       1.5128        0.5628       0.6664         0.2835       1.4103        0.5158       0.6922         0.3623
TOTAL               1.3029        0.4757       0.6715         0.3862       1.3253        0.4824       0.6774         0.3911


** /proj/evolang2022/tiago/ST2022/data-surprise/deepadungpalaung/solutions-0.30.tsv
Language         ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
BanPaw              1.2542        0.4534       0.6297         0.4225       1.5085        0.5480       0.5885         0.3193
ChaYeQing           1.5000        0.5432       0.5582         0.3226       1.7143        0.6057       0.5145         0.2774
ChuDongGua          1.6610        0.5994       0.5120         0.2550       2.0339        0.7223       0.4537         0.1824
GuangKa             1.2712        0.4534       0.6184         0.4100       1.4068        0.5184       0.5748         0.3384
HtanHsan            1.4576        0.4944       0.5535         0.3903       1.7119        0.6028       0.4942         0.2795
KhunHawt            1.5593        0.5297       0.5379         0.3434       2.1017        0.7590       0.4042         0.1490
MangBang            1.2373        0.4421       0.6022         0.4152       2.0678        0.7141       0.4145         0.1734
ManLoi              1.3220        0.4831       0.6383         0.3631       1.6441        0.5963       0.5629         0.2781
MengDan             1.6102        0.5653       0.5263         0.3135       1.8644        0.6398       0.4737         0.2364
NamHsan             1.4068        0.5020       0.5884         0.3503       1.7288        0.6042       0.5048         0.2490
NanSang             1.1695        0.4124       0.6319         0.4581       1.5424        0.5475       0.5543         0.3193
NoeLae              1.0847        0.3969       0.6916         0.4667       1.2881        0.4576       0.6794         0.4167
NyaungGone          1.1186        0.4082       0.6807         0.4522       1.6102        0.5732       0.5602         0.2882
PangKham            1.1525        0.4124       0.6815         0.4484       1.5593        0.5607       0.5432         0.2971
PongNuea            1.2373        0.4619       0.6522         0.3941       1.5254        0.5494       0.5663         0.3384
XiangZhaiTang       1.5254        0.5534       0.5674         0.2838       1.7119        0.6119       0.4966         0.2483
TOTAL               1.3480        0.4819       0.6044         0.3806       1.6887        0.6007       0.5241         0.2744


** /proj/evolang2022/tiago/ST2022/data-surprise/deepadungpalaung/solutions-0.40.tsv
Language         ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
BanPaw              1.3896        0.5141       0.5785         0.3591       1.7792        0.6558       0.4611         0.2507
ChaYeQing           1.5811        0.5845       0.5250         0.2801       2.5946        0.8658       0.3352         0.0721
ChuDongGua          1.6883        0.6141       0.4826         0.2418       2.1299        0.7374       0.3586         0.1649
GuangKa             1.7763        0.5803       0.4666         0.2770       2.1053        0.7818       0.3526         0.1208
HtanHsan            1.4400        0.4951       0.5544         0.3930       1.8800        0.6769       0.3928         0.1930
KhunHawt            1.5694        0.5373       0.5363         0.3360       1.9722        0.6917       0.3726         0.1800
MangBang            1.4605        0.5296       0.5132         0.3100       2.1316        0.7447       0.3619         0.1529
ManLoi              1.5256        0.5662       0.5624         0.2961       1.8205        0.6605       0.4356         0.2337
MengDan             1.8533        0.6553       0.4632         0.2487       2.2133        0.7411       0.3605         0.1591
NamHsan             1.6623        0.5989       0.4770         0.2684       2.2857        0.7764       0.3602         0.1288
NanSang             1.6184        0.5855       0.4762         0.2745       2.1184        0.7507       0.3252         0.1486
NoeLae              1.1795        0.4370       0.6216         0.4143       1.7051        0.6197       0.4456         0.2650
NyaungGone          1.1818        0.4405       0.6267         0.4115       1.7143        0.6184       0.4641         0.2549
PangKham            1.2208        0.4448       0.6259         0.4227       1.9221        0.7045       0.4618         0.2004
PongNuea            1.3766        0.5115       0.5764         0.3490       1.8961        0.6907       0.4093         0.1998
XiangZhaiTang       1.5789        0.5842       0.5055         0.2559       2.1447        0.7868       0.3728         0.1294
TOTAL               1.5064        0.5424       0.5370         0.3211       2.0258        0.7189       0.3919         0.1784


** /proj/evolang2022/tiago/ST2022/data-surprise/deepadungpalaung/solutions-0.50.tsv
Language         ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
BanPaw              1.7527        0.6523       0.4740         0.2454       2.3441        0.8575       0.3059         0.0921
ChaYeQing           1.7444        0.6441       0.4619         0.2423       2.3000        0.7872       0.3433         0.1446
ChuDongGua          1.8495        0.6652       0.4327         0.2051       2.2151        0.7792       0.3242         0.1510
GuangKa             1.8222        0.5941       0.4277         0.2739       2.2778        0.7517       0.3334         0.1612
HtanHsan            1.6747        0.5689       0.4845         0.3206       1.9398        0.6602       0.4127         0.2255
KhunHawt            1.4872        0.5184       0.5622         0.3621       2.0641        0.6795       0.3988         0.2048
MangBang            1.4725        0.5357       0.4942         0.3135       2.1978        0.7800       0.3424         0.1414
ManLoi              1.5789        0.5868       0.5231         0.2939       2.2316        0.7779       0.3302         0.1303
MengDan             1.9551        0.6865       0.4057         0.2113       2.2333        0.7254       0.3584         0.1826
NamHsan             1.6667        0.5927       0.4671         0.2793       2.1190        0.7022       0.3423         0.1919
NanSang             1.8065        0.6102       0.4056         0.2713       2.1720        0.7238       0.3473         0.1848
NoeLae              1.3438        0.4948       0.5897         0.3776       2.0000        0.7306       0.3565         0.1755
NyaungGone          1.3936        0.4998       0.5573         0.3497       2.0426        0.7348       0.3334         0.1662
PangKham            1.5376        0.5579       0.5335         0.3105       2.2903        0.7832       0.3512         0.1477
PongNuea            1.2872        0.4801       0.5848         0.3884       1.9681        0.7106       0.4201         0.2044
XiangZhaiTang       1.5699        0.5763       0.4818         0.2785       2.2151        0.7525       0.3326         0.1619
TOTAL               1.6214        0.5790       0.4929         0.2952       2.1632        0.7460       0.3520         0.1666


** /proj/evolang2022/tiago/ST2022/data-surprise/hillburmish/solutions-0.10.tsv
Language           ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
---------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
AchangLongchuan       1.1522        0.2978       0.6625         0.5789       1.3913        0.3641       0.6549         0.5347
Atsi                  1.2553        0.3213       0.6141         0.5718       1.3404        0.3582       0.6038         0.5196
Bola                  0.7727        0.2178       0.7467         0.6692       0.7045        0.1883       0.7764         0.7379
Lashi                 1.8298        0.4904       0.5224         0.3720       1.7660        0.4674       0.5516         0.3786
Maru                  1.0870        0.3029       0.6730         0.5854       0.8261        0.2301       0.7454         0.6812
OldBurmese            0.7949        0.2650       0.7593         0.6330       0.8462        0.2697       0.7194         0.6029
ProtoBurmish          0.6383        0.1702       0.8175         0.7514       0.5319        0.1479       0.8523         0.7784
Rangoon               1.9574        0.5280       0.4664         0.3449       1.7234        0.4809       0.5185         0.4053
Xiandao               1.3617        0.3681       0.5968         0.5162       1.5957        0.4301       0.5799         0.4275
TOTAL                 1.2055        0.3291       0.6510         0.5581       1.1917        0.3263       0.6669         0.5629


** /proj/evolang2022/tiago/ST2022/data-surprise/hillburmish/solutions-0.20.tsv
Language           ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
---------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
AchangLongchuan       1.3523        0.3364       0.5982         0.5531       1.5568        0.4131       0.5603         0.4610
Atsi                  1.1505        0.2984       0.6178         0.5995       1.1398        0.3018       0.6372         0.5942
Bola                  0.7907        0.2233       0.7250         0.6610       0.7209        0.2004       0.7586         0.7107
Lashi                 1.7391        0.4676       0.5181         0.3987       1.6739        0.4429       0.5484         0.4024
Maru                  0.9318        0.2564       0.6873         0.6483       0.8068        0.2273       0.7305         0.6718
OldBurmese            0.8246        0.2588       0.7639         0.6311       1.0877        0.3351       0.7037         0.5085
ProtoBurmish          0.8280        0.2079       0.7446         0.6878       0.5591        0.1516       0.8317         0.7547
Rangoon               2.1461        0.5706       0.3889         0.3015       2.0449        0.5818       0.4259         0.2929
Xiandao               1.2717        0.3567       0.5950         0.5108       1.6848        0.4507       0.4922         0.4069
TOTAL                 1.2261        0.3307       0.6266         0.5546       1.2528        0.3450       0.6321         0.5337


** /proj/evolang2022/tiago/ST2022/data-surprise/hillburmish/solutions-0.30.tsv
Language           ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
---------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
AchangLongchuan       1.4087        0.3532       0.5806         0.5168       1.9130        0.4770       0.4912         0.3806
Atsi                  1.2701        0.3363       0.5961         0.5459       1.4672        0.3821       0.5434         0.4669
Bola                  0.8760        0.2431       0.6848         0.6487       0.8512        0.2351       0.7274         0.6783
Lashi                 1.8832        0.4979       0.4940         0.3635       2.0219        0.5310       0.4645         0.3308
Maru                  1.0800        0.2959       0.6392         0.5992       0.9600        0.2523       0.7001         0.6447
OldBurmese            1.1644        0.3537       0.6952         0.5035       1.1507        0.3573       0.6415         0.4986
ProtoBurmish          1.0000        0.2473       0.7092         0.6353       0.7609        0.2012       0.7457         0.6833
Rangoon               2.3889        0.6694       0.3232         0.2142       2.5000        0.6958       0.3361         0.1946
Xiandao               1.5693        0.4331       0.5131         0.4252       2.3358        0.5913       0.3898         0.2801
TOTAL                 1.4045        0.3811       0.5817         0.4947       1.5512        0.4137       0.5600         0.4620


** /proj/evolang2022/tiago/ST2022/data-surprise/hillburmish/solutions-0.40.tsv
Language           ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
---------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
AchangLongchuan       1.4029        0.3506       0.5599         0.5237       2.3094        0.5676       0.4332         0.3017
Atsi                  1.5989        0.4104       0.5202         0.4392       2.2527        0.5686       0.3919         0.2884
Bola                  0.9281        0.2537       0.6723         0.6313       1.2157        0.3399       0.6359         0.5375
Lashi                 2.0944        0.5440       0.4498         0.2990       2.5778        0.6490       0.3709         0.2182
Maru                  1.1313        0.2951       0.6252         0.5950       1.3813        0.3421       0.6045         0.5157
OldBurmese            1.2558        0.3878       0.6414         0.4786       1.3372        0.4016       0.5635         0.4585
ProtoBurmish          1.0838        0.2632       0.6856         0.6113       1.1117        0.2790       0.6807         0.5987
Rangoon               2.5677        0.7203       0.2760         0.1723       2.9613        0.7797       0.2798         0.1225
Xiandao               2.1345        0.5811       0.3953         0.2679       3.2398        0.7930       0.2838         0.1314
TOTAL                 1.5775        0.4229       0.5362         0.4465       2.0430        0.5245       0.4716         0.3525


** /proj/evolang2022/tiago/ST2022/data-surprise/hillburmish/solutions-0.50.tsv
Language           ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
---------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
AchangLongchuan       1.7826        0.4477       0.5058         0.4113       2.1366        0.5220       0.4192         0.3401
Atsi                  2.4444        0.6326       0.3897         0.2341       3.1759        0.7747       0.2150         0.1292
Bola                  1.1304        0.3011       0.6245         0.5638       1.6793        0.4247       0.5019         0.4230
Lashi                 3.0622        0.7867       0.3052         0.1190       3.3110        0.7933       0.2322         0.1083
Maru                  1.2474        0.3337       0.6089         0.5433       2.1000        0.5044       0.4537         0.3454
OldBurmese            1.5859        0.4579       0.5585         0.3907       1.2323        0.3806       0.5750         0.4589
ProtoBurmish          1.5721        0.3647       0.5892         0.4993       1.2744        0.3203       0.6172         0.5372
Rangoon               3.0471        0.8425       0.2269         0.0909       3.0294        0.8040       0.2542         0.1245
Xiandao               3.2938        0.7735       0.3278         0.1481       3.4072        0.8358       0.2452         0.0871
TOTAL                 2.1295        0.5489       0.4596         0.3334       2.3718        0.5956       0.3904         0.2837


** /proj/evolang2022/tiago/ST2022/data-surprise/kesslersignificance/solutions-0.10.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Albanian         3.3125        0.7135       0.4065         0.1299       2.8824        0.7676       0.3866         0.1049
English          2.8500        0.7295       0.5241         0.1530       1.7000        0.5525       0.6344         0.3163
French           2.6500        0.7599       0.5304         0.1339       2.1905        0.7056       0.5375         0.1359
German           2.1000        0.6158       0.5590         0.2318       2.0500        0.5925       0.5942         0.2604
Latin            2.9524        0.7008       0.4411         0.1610       2.4286        0.5937       0.5448         0.2408
TOTAL            2.7730        0.7039       0.4922         0.1619       2.2503        0.6424       0.5395         0.2117


** /proj/evolang2022/tiago/ST2022/data-surprise/kesslersignificance/solutions-0.20.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Albanian         3.4211        0.7555       0.3659         0.0857       2.6000        0.7295       0.3965         0.1430
English          2.8421        0.6831       0.4249         0.1831       2.0000        0.6372       0.4911         0.2258
French           3.0769        0.7832       0.3600         0.1111       2.5476        0.7619       0.3953         0.1166
German           2.4146        0.6703       0.4290         0.1597       2.1795        0.6124       0.4903         0.2048
Latin            2.9024        0.6562       0.3957         0.1815       2.6098        0.5913       0.4169         0.2472
TOTAL            2.9314        0.7097       0.3951         0.1442       2.3874        0.6665       0.4380         0.1875


** /proj/evolang2022/tiago/ST2022/data-surprise/kesslersignificance/solutions-0.30.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Albanian         3.3043        0.8010       0.3545         0.0990       3.2500        0.8677       0.3240         0.0468
English          2.9821        0.7423       0.3763         0.1299       2.8214        0.7490       0.3401         0.1046
French           3.1250        0.8227       0.3290         0.0727       2.7719        0.7447       0.3312         0.1209
German           2.6545        0.6666       0.3898         0.1675       2.8182        0.7280       0.3442         0.1343
Latin            3.4237        0.7964       0.2783         0.0876       3.0500        0.6701       0.2971         0.1636
TOTAL            3.0980        0.7658       0.3456         0.1113       2.9423        0.7519       0.3273         0.1140


** /proj/evolang2022/tiago/ST2022/data-surprise/kesslersignificance/solutions-0.40.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Albanian         4.1765        0.9284       0.3013         0.0292       3.0588        0.8382       0.2748         0.0679
English          3.7015        0.8833       0.3133         0.0409       2.9851        0.7037       0.3433         0.1666
French           3.9714        0.9123       0.2995         0.0299       2.6812        0.7043       0.3150         0.1692
German           4.0303        0.8544       0.3350         0.0646       3.0606        0.6533       0.3440         0.2027
Latin            3.6892        0.8292       0.2688         0.0785       3.2162        0.7121       0.2486         0.1604
TOTAL            3.9138        0.8815       0.3036         0.0486       3.0004        0.7223       0.3051         0.1534


** /proj/evolang2022/tiago/ST2022/data-surprise/kesslersignificance/solutions-0.50.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Albanian         4.3784        0.9409       0.2885         0.0202       3.5484        0.9349       0.1478         0.0151
English          3.6351        0.8760       0.2983         0.0490       2.7432        0.6915       0.3352         0.1657
French           4.3976        0.9421       0.2734         0.0226       2.8313        0.7352       0.2994         0.1421
German           3.9306        0.8445       0.3293         0.0694       3.0556        0.6590       0.3426         0.1791
Latin            3.9770        0.8685       0.2187         0.0652       3.6092        0.7519       0.2095         0.1217
TOTAL            4.0637        0.8944       0.2816         0.0453       3.1575        0.7545       0.2669         0.1247


** /proj/evolang2022/tiago/ST2022/data-surprise/luangthongkumkaren/solutions-0.10.tsv
Language       ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Kayah             0.1316        0.0417       0.9564         0.9297       0.2105        0.0636       0.9373         0.8922
Kayan             0.4474        0.1105       0.9064         0.8060       0.2632        0.0667       0.9238         0.8878
Kayaw             0.1316        0.0373       0.9886         0.9377       0.2105        0.0592       0.9587         0.9019
NorthernPao       0.2632        0.0575       0.9290         0.9086       0.1316        0.0329       0.9696         0.9417
NorthernPwo       0.7895        0.2083       0.8171         0.6759       0.5789        0.1513       0.8420         0.7670
ProtoKaren        0.4211        0.1061       0.9196         0.8182       0.4737        0.1175       0.8876         0.8133
SouthernPao       0.2105        0.0456       0.9399         0.9273       0.0526        0.0118       0.9881         0.9773
WesternBwe        0.6316        0.2083       0.8259         0.6952       0.4737        0.1623       0.8313         0.7653
TOTAL             0.3783        0.1019       0.9103         0.8373       0.2993        0.0832       0.9173         0.8683


** /proj/evolang2022/tiago/ST2022/data-surprise/luangthongkumkaren/solutions-0.20.tsv
Language       ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Kayah             0.2368        0.0680       0.9259         0.8865       0.2763        0.0800       0.8899         0.8684
Kayan             0.5263        0.1276       0.8428         0.7968       0.3553        0.0857       0.8687         0.8558
Kayaw             0.2237        0.0669       0.9397         0.8944       0.2632        0.0789       0.8922         0.8728
NorthernPao       0.3289        0.0730       0.8864         0.8824       0.2895        0.0711       0.9008         0.8842
NorthernPwo       0.7632        0.2046       0.8082         0.6784       0.5921        0.1656       0.7913         0.7491
ProtoKaren        0.5000        0.1257       0.8717         0.7909       0.6447        0.1664       0.8158         0.7373
SouthernPao       0.3816        0.0851       0.8760         0.8608       0.2632        0.0612       0.9104         0.9064
WesternBwe        0.8158        0.2572       0.7824         0.6296       0.6316        0.2018       0.7749         0.7003
TOTAL             0.4720        0.1260       0.8667         0.8025       0.4145        0.1138       0.8555         0.8218


** /proj/evolang2022/tiago/ST2022/data-surprise/luangthongkumkaren/solutions-0.30.tsv
Language       ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Kayah             0.2281        0.0702       0.9100         0.8847       0.2982        0.0885       0.8801         0.8555
Kayan             0.5088        0.1262       0.8441         0.7949       0.5175        0.1348       0.8333         0.7811
Kayaw             0.1667        0.0512       0.9459         0.9136       0.4386        0.1367       0.8439         0.7804
NorthernPao       0.3684        0.0842       0.8845         0.8656       0.4123        0.1038       0.8718         0.8354
NorthernPwo       1.0088        0.2740       0.7822         0.6022       0.7193        0.1912       0.7710         0.7093
ProtoKaren        0.4912        0.1275       0.8834         0.7876       0.6228        0.1591       0.8277         0.7485
SouthernPao       0.4035        0.0908       0.8772         0.8565       0.4211        0.1039       0.8848         0.8348
WesternBwe        0.4123        0.1294       0.8427         0.8098       0.6667        0.2120       0.7765         0.6798
TOTAL             0.4485        0.1192       0.8712         0.8144       0.5121        0.1412       0.8361         0.7781


** /proj/evolang2022/tiago/ST2022/data-surprise/luangthongkumkaren/solutions-0.40.tsv
Language       ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Kayah             0.2297        0.0695       0.9068         0.8914       0.3716        0.1097       0.8418         0.8234
Kayan             0.5862        0.1452       0.8208         0.7820       0.5517        0.1466       0.8051         0.7748
Kayaw             0.2162        0.0676       0.9223         0.8916       0.4797        0.1498       0.8234         0.7646
NorthernPao       0.3421        0.0807       0.8839         0.8695       0.5132        0.1274       0.8409         0.8050
NorthernPwo       0.9241        0.2484       0.7663         0.6340       0.8069        0.2128       0.7305         0.6829
ProtoKaren        0.6711        0.1677       0.8576         0.7319       0.6250        0.1570       0.7965         0.7497
SouthernPao       0.4867        0.1112       0.8675         0.8203       0.3867        0.0952       0.8719         0.8526
WesternBwe        0.7681        0.2421       0.7408         0.6492       0.7609        0.2361       0.7223         0.6480
TOTAL             0.5280        0.1415       0.8457         0.7837       0.5620        0.1543       0.8041         0.7626


** /proj/evolang2022/tiago/ST2022/data-surprise/luangthongkumkaren/solutions-0.50.tsv
Language       ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Kayah             0.3880        0.1169       0.8486         0.8174       0.5246        0.1558       0.7789         0.7728
Kayan             0.7308        0.1888       0.7930         0.7043       0.9451        0.2547       0.7201         0.6214
Kayaw             0.2826        0.0901       0.8926         0.8561       0.5326        0.1680       0.7908         0.7509
NorthernPao       0.7158        0.1696       0.7920         0.7351       0.7632        0.1883       0.7783         0.7180
NorthernPwo       1.0536        0.2797       0.7170         0.5940       1.2321        0.3250       0.6224         0.5430
ProtoKaren        0.7474        0.1928       0.8276         0.6949       0.8579        0.2107       0.7254         0.6853
SouthernPao       0.6848        0.1629       0.8008         0.7362       0.8261        0.1982       0.7800         0.6941
WesternBwe        0.6564        0.2014       0.7787         0.7056       0.9509        0.2924       0.6565         0.5835
TOTAL             0.6574        0.1753       0.8063         0.7304       0.8291        0.2241       0.7315         0.6711


** /proj/evolang2022/tiago/ST2022/data-surprise/wangbai/solutions-0.10.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Dashi            0.8182        0.2472       0.7591         0.6261       0.7273        0.2081       0.7737         0.6943
Ega              0.5152        0.1530       0.8102         0.7686       0.4394        0.1386       0.8499         0.7849
Enqi             0.5303        0.1578       0.8181         0.7644       0.5606        0.1755       0.7955         0.7426
Gongxing         0.8182        0.2437       0.7892         0.6536       0.6667        0.1987       0.8137         0.7032
Jinman           0.7576        0.2374       0.7626         0.6403       0.6818        0.2134       0.7953         0.6794
Jinxing          0.4697        0.1374       0.8388         0.7884       0.2879        0.0884       0.8921         0.8655
Mazhelong        0.5455        0.1621       0.8154         0.7617       0.5000        0.1515       0.8327         0.7802
ProtoBai         0.6364        0.1606       0.8200         0.7574       0.5152        0.1389       0.8387         0.7896
Tuoluo           0.5758        0.1588       0.8100         0.7627       0.3636        0.1010       0.8835         0.8372
Zhoucheng        0.5606        0.1831       0.8249         0.7337       0.4091        0.1301       0.8461         0.8084
TOTAL            0.6227        0.1841       0.8048         0.7257       0.5152        0.1544       0.8321         0.7685


** /proj/evolang2022/tiago/ST2022/data-surprise/wangbai/solutions-0.20.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Dashi            0.9394        0.2850       0.7117         0.6054       0.7727        0.2297       0.7256         0.6662
Ega              0.6667        0.2028       0.7515         0.6936       0.7348        0.2278       0.7526         0.6669
Enqi             0.7955        0.2208       0.7413         0.6785       0.6061        0.1774       0.7804         0.7388
Gongxing         1.0985        0.3227       0.6798         0.5477       0.9242        0.2758       0.6783         0.6049
Jinman           0.7121        0.2227       0.7326         0.6789       0.8333        0.2601       0.7045         0.6249
Jinxing          0.5455        0.1578       0.8042         0.7629       0.4242        0.1245       0.8355         0.8122
