** /proj/evolang2022/tiago/ST2022/data-surprise/bantubvd/solutions-0.10.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
TOTAL            2.9314        0.7097       0.3951         0.1442       2.5762        0.7086       0.3809         0.1408


** /proj/evolang2022/tiago/ST2022/data-surprise/kesslersignificance/solutions-0.30.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Albanian         3.3043        0.8010       0.3545         0.0990       2.7826        0.8046       0.3378         0.0873
English          2.9821        0.7423       0.3763         0.1299       2.7857        0.7863       0.3055         0.1002
French           3.1250        0.8227       0.3290         0.0727       2.9286        0.8278       0.2719         0.0638
German           2.6545        0.6666       0.3898         0.1675       2.8113        0.7525       0.3254         0.0994
Latin            3.4237        0.7964       0.2783         0.0876       3.2333        0.7307       0.2514         0.1031
TOTAL            3.0980        0.7658       0.3456         0.1113       2.9083        0.7804       0.2984         0.0908


** /proj/evolang2022/tiago/ST2022/data-surprise/kesslersignificance/solutions-0.40.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Albanian         4.1765        0.9284       0.3013         0.0292       3.5000        0.8352       0.2518         0.0657
English          3.7015        0.8833       0.3133         0.0409       2.6716        0.7940       0.2837         0.1066
French           3.9714        0.9123       0.2995         0.0299       3.1667        0.7953       0.2546         0.0819
German           4.0303        0.8544       0.3350         0.0646       3.1364        0.7351       0.2950         0.1261
Latin            3.6892        0.8292       0.2688         0.0785       3.7297        0.7891       0.2498         0.0684
TOTAL            3.9138        0.8815       0.3036         0.0486       3.2409        0.7897       0.2670         0.0897


** /proj/evolang2022/tiago/ST2022/data-surprise/kesslersignificance/solutions-0.50.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Albanian         4.3784        0.9409       0.2885         0.0202       3.4167        0.8868       0.1754         0.0684
English          3.6351        0.8760       0.2983         0.0490       2.9091        0.8710       0.2510         0.0557
French           4.3976        0.9421       0.2734         0.0226       3.2530        0.8236       0.2162         0.0740
German           3.9306        0.8445       0.3293         0.0694       3.2778        0.7039       0.2952         0.1385
Latin            3.9770        0.8685       0.2187         0.0652       3.8851        0.7870       0.2116         0.0808
TOTAL            4.0637        0.8944       0.2816         0.0453       3.3483        0.8144       0.2299         0.0835


** /proj/evolang2022/tiago/ST2022/data-surprise/luangthongkumkaren/solutions-0.10.tsv
Language       ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Kayah             0.1316        0.0417       0.9564         0.9297       0.1053        0.0307       0.9645         0.9482
Kayan             0.4474        0.1105       0.9064         0.8060       0.3947        0.0934       0.8759         0.8518
Kayaw             0.1316        0.0373       0.9886         0.9377       0.1316        0.0373       0.9609         0.9394
NorthernPao       0.2632        0.0575       0.9290         0.9086       0.2368        0.0592       0.9486         0.9038
NorthernPwo       0.7895        0.2083       0.8171         0.6759       0.5263        0.1325       0.8435         0.7968
ProtoKaren        0.4211        0.1061       0.9196         0.8182       0.4211        0.1022       0.8916         0.8362
SouthernPao       0.2105        0.0456       0.9399         0.9273       0.0789        0.0184       0.9674         0.9678
WesternBwe        0.6316        0.2083       0.8259         0.6952       0.4211        0.1404       0.8249         0.7962
TOTAL             0.3783        0.1019       0.9103         0.8373       0.2895        0.0768       0.9097         0.8800


** /proj/evolang2022/tiago/ST2022/data-surprise/luangthongkumkaren/solutions-0.20.tsv
Language       ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Kayah             0.2368        0.0680       0.9259         0.8865       0.1974        0.0581       0.9102         0.9048
Kayan             0.5263        0.1276       0.8428         0.7968       0.3289        0.0814       0.8739         0.8627
Kayaw             0.2237        0.0669       0.9397         0.8944       0.2632        0.0811       0.8921         0.8689
NorthernPao       0.3289        0.0730       0.8864         0.8824       0.3026        0.0693       0.8962         0.8857
NorthernPwo       0.7632        0.2046       0.8082         0.6784       0.5789        0.1555       0.7933         0.7644
ProtoKaren        0.5000        0.1257       0.8717         0.7909       0.5000        0.1272       0.8573         0.7910
SouthernPao       0.3816        0.0851       0.8760         0.8608       0.3289        0.0757       0.8847         0.8792
WesternBwe        0.8158        0.2572       0.7824         0.6296       0.5658        0.1776       0.7877         0.7353
TOTAL             0.4720        0.1260       0.8667         0.8025       0.3832        0.1032       0.8619         0.8365


** /proj/evolang2022/tiago/ST2022/data-surprise/luangthongkumkaren/solutions-0.30.tsv
Language       ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Kayah             0.2281        0.0702       0.9100         0.8847       0.3070        0.0958       0.8531         0.8439
Kayan             0.5088        0.1262       0.8441         0.7949       0.4561        0.1175       0.8434         0.8110
Kayaw             0.1667        0.0512       0.9459         0.9136       0.2982        0.0921       0.8936         0.8488
NorthernPao       0.3684        0.0842       0.8845         0.8656       0.4474        0.1048       0.8500         0.8316
NorthernPwo       1.0088        0.2740       0.7822         0.6022       0.6404        0.1724       0.7716         0.7346
ProtoKaren        0.4912        0.1275       0.8834         0.7876       0.4825        0.1253       0.8488         0.7988
SouthernPao       0.4035        0.0908       0.8772         0.8565       0.4737        0.1127       0.8449         0.8294
WesternBwe        0.4123        0.1294       0.8427         0.8098       0.6316        0.1937       0.7545         0.7229
TOTAL             0.4485        0.1192       0.8712         0.8144       0.4671        0.1268       0.8325         0.8026


** /proj/evolang2022/tiago/ST2022/data-surprise/luangthongkumkaren/solutions-0.40.tsv
Language       ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Kayah             0.2297        0.0695       0.9068         0.8914       0.3446        0.1069       0.8348         0.8312
Kayan             0.5862        0.1452       0.8208         0.7820       0.5931        0.1594       0.7906         0.7490
Kayaw             0.2162        0.0676       0.9223         0.8916       0.3716        0.1166       0.8366         0.8240
NorthernPao       0.3421        0.0807       0.8839         0.8695       0.5724        0.1377       0.8138         0.7775
NorthernPwo       0.9241        0.2484       0.7663         0.6340       0.8690        0.2326       0.7084         0.6487
ProtoKaren        0.6711        0.1677       0.8576         0.7319       0.6250        0.1569       0.7920         0.7491
SouthernPao       0.4867        0.1112       0.8675         0.8203       0.6333        0.1490       0.7864         0.7721
WesternBwe        0.7681        0.2421       0.7408         0.6492       0.7174        0.2180       0.7131         0.6848
TOTAL             0.5280        0.1415       0.8457         0.7837       0.5908        0.1596       0.7845         0.7545


** /proj/evolang2022/tiago/ST2022/data-surprise/luangthongkumkaren/solutions-0.50.tsv
Language       ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Kayah             0.3880        0.1169       0.8486         0.8174       0.5246        0.1595       0.7680         0.7524
Kayan             0.7308        0.1888       0.7930         0.7043       0.8242        0.2158       0.7154         0.6712
Kayaw             0.2826        0.0901       0.8926         0.8561       0.5815        0.1784       0.7510         0.7372
NorthernPao       0.7158        0.1696       0.7920         0.7351       1.0158        0.2410       0.6816         0.6393
NorthernPwo       1.0536        0.2797       0.7170         0.5940       1.0833        0.2923       0.6318         0.5749
ProtoKaren        0.7474        0.1928       0.8276         0.6949       0.6895        0.1746       0.7667         0.7272
SouthernPao       0.6848        0.1629       0.8008         0.7362       0.8587        0.2034       0.7073         0.6799
WesternBwe        0.6564        0.2014       0.7787         0.7056       0.9264        0.2838       0.6408         0.6054
TOTAL             0.6574        0.1753       0.8063         0.7304       0.8130        0.2186       0.7078         0.6734


** /proj/evolang2022/tiago/ST2022/data-surprise/wangbai/solutions-0.10.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Dashi            0.8182        0.2472       0.7591         0.6261       0.6364        0.1987       0.7788         0.6934
Ega              0.5152        0.1530       0.8102         0.7686       0.4697        0.1462       0.8300         0.7771
Enqi             0.5303        0.1578       0.8181         0.7644       0.4697        0.1427       0.8216         0.7892
Gongxing         0.8182        0.2437       0.7892         0.6536       0.6364        0.1831       0.7748         0.7280
Jinman           0.7576        0.2374       0.7626         0.6403       0.5152        0.1578       0.8201         0.7657
Jinxing          0.4697        0.1374       0.8388         0.7884       0.3636        0.1121       0.8669         0.8213
Mazhelong        0.5455        0.1621       0.8154         0.7617       0.5758        0.1694       0.8024         0.7481
ProtoBai         0.6364        0.1606       0.8200         0.7574       0.4394        0.1144       0.8602         0.8259
Tuoluo           0.5758        0.1588       0.8100         0.7627       0.3030        0.0848       0.9017         0.8503
Zhoucheng        0.5606        0.1831       0.8249         0.7337       0.4242        0.1389       0.8210         0.8004
TOTAL            0.6227        0.1841       0.8048         0.7257       0.4833        0.1448       0.8277         0.7799


** /proj/evolang2022/tiago/ST2022/data-surprise/wangbai/solutions-0.20.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Dashi            0.9394        0.2850       0.7117         0.6054       0.7273        0.2136       0.7305         0.6818
Ega              0.6667        0.2028       0.7515         0.6936       0.5985        0.1830       0.7527         0.7279
Enqi             0.7955        0.2208       0.7413         0.6785       0.6288        0.1837       0.7585         0.7424
Gongxing         1.0985        0.3227       0.6798         0.5477       0.7955        0.2223       0.6926         0.6816
Jinman           0.7121        0.2227       0.7326         0.6789       0.6818        0.2122       0.7457         0.6908
Jinxing          0.5455        0.1578       0.8042         0.7629       0.5227        0.1543       0.7974         0.7665
Mazhelong        0.7727        0.2246       0.7280         0.6693       0.6136        0.1843       0.7646         0.7275
ProtoBai         0.8030        0.2008       0.7731         0.6926       0.7197        0.1843       0.7617         0.7178
Tuoluo           0.7197        0.1977       0.7679         0.6987       0.4545        0.1250       0.8259         0.8000
Zhoucheng        0.5379        0.1660       0.7992         0.7546       0.5758        0.1749       0.7576         0.7530
TOTAL            0.7591        0.2201       0.7489         0.6782       0.6318        0.1838       0.7587         0.7289


** /proj/evolang2022/tiago/ST2022/data-surprise/wangbai/solutions-0.30.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Dashi            0.8895        0.2611       0.6728         0.6296       0.9789        0.2931       0.6378         0.5777
Ega              0.6702        0.2085       0.7313         0.6923       0.7277        0.2277       0.6912         0.6667
Enqi             0.7716        0.2144       0.7352         0.6884       0.6853        0.1975       0.7397         0.7145
Gongxing         1.1134        0.3318       0.6375         0.5234       0.9072        0.2628       0.6534         0.6233
Jinman           0.8490        0.2678       0.6888         0.6237       0.8333        0.2658       0.6773         0.6194
Jinxing          0.6802        0.1997       0.7722         0.6916       0.6041        0.1837       0.7483         0.7284
Mazhelong        0.8895        0.2628       0.6768         0.6287       0.7421        0.2189       0.7036         0.6870
ProtoBai         0.8528        0.2177       0.7514         0.6670       0.7970        0.2083       0.7224         0.6804
Tuoluo           0.7240        0.2043       0.7523         0.6942       0.6771        0.1878       0.7480         0.7120
Zhoucheng        0.6354        0.1992       0.7559         0.7115       0.7656        0.2400       0.6741         0.6682
TOTAL            0.8075        0.2367       0.7174         0.6550       0.7718        0.2286       0.6996         0.6678


** /proj/evolang2022/tiago/ST2022/data-surprise/wangbai/solutions-0.40.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Dashi            1.0645        0.3206       0.6569         0.5345       1.1129        0.3352       0.6023         0.5300
Ega              0.8049        0.2490       0.6776         0.6496       0.9065        0.2810       0.6221         0.6059
Enqi             0.6988        0.2044       0.7282         0.7005       0.9382        0.2767       0.6391         0.6083
Gongxing         1.1680        0.3479       0.6308         0.5138       1.1720        0.3421       0.5858         0.5167
Jinman           0.8653        0.2673       0.6766         0.6212       1.0571        0.3330       0.5900         0.5371
Jinxing          0.7171        0.2118       0.7651         0.6794       0.7713        0.2330       0.6834         0.6656
Mazhelong        1.0333        0.2902       0.6472         0.5998       1.0542        0.3078       0.6166         0.5762
ProtoBai         1.0314        0.2665       0.7130         0.6009       1.0431        0.2753       0.6710         0.5951
Tuoluo           0.9333        0.2639       0.7168         0.6156       1.0784        0.3003       0.6058         0.5723
Zhoucheng        0.6626        0.2090       0.7451         0.6954       0.9187        0.2918       0.6006         0.5946
TOTAL            0.8979        0.2631       0.6957         0.6211       1.0053        0.2976       0.6217         0.5802


** /proj/evolang2022/tiago/ST2022/data-surprise/wangbai/solutions-0.50.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Dashi            1.1182        0.3276       0.6352         0.5341       1.4831        0.4373       0.4914         0.4175
Ega              0.9721        0.3024       0.6357         0.5831       1.1254        0.3505       0.5439         0.5106
Enqi             0.8032        0.2405       0.7053         0.6451       1.0857        0.3193       0.5857         0.5532
Gongxing         1.2262        0.3497       0.5815         0.5101       1.6262        0.4536       0.4386         0.3933
Jinman           1.1224        0.3572       0.6144         0.5001       1.2867        0.4067       0.5166         0.4622
Jinxing          0.7638        0.2274       0.7356         0.6556       0.9579        0.2920       0.6118         0.5818
Mazhelong        1.2007        0.3254       0.6132         0.5626       1.4498        0.4091       0.5134         0.4639
ProtoBai         1.1274        0.2914       0.6736         0.5624       1.2803        0.3385       0.5915         0.5140
Tuoluo           1.0997        0.3029       0.6706         0.5650       1.4148        0.3939       0.5116         0.4782
Zhoucheng        0.7192        0.2275       0.7056         0.6758       1.2500        0.3898       0.5257         0.4875
TOTAL            1.0153        0.2952       0.6571         0.5794       1.2960        0.3791       0.5330         0.4862


** /proj/evolang2022/tiago/ST2022/data/abrahammonpa/solutions-0.10.tsv
Language          ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
--------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
MonpaBalemu          0.3500        0.0671       0.9104         0.8836       0.5500        0.1039       0.8615         0.8164
MonpaDirang          0.3750        0.0672       0.8959         0.8821       0.3500        0.0650       0.8995         0.8776
MonpaDirangDum       0.4250        0.0811       0.9013         0.8677       0.5250        0.0986       0.8709         0.8370
MonpaKalaktang       1.3000        0.2974       0.8881         0.4942       0.6500        0.1346       0.8331         0.7751
MonpaNamsu           0.2000        0.0430       0.9535         0.9265       0.2750        0.0524       0.9328         0.9058
MonpaSangti          0.4500        0.0794       0.8736         0.8671       0.4500        0.0855       0.8773         0.8605
MonpaTembang         1.0000        0.2398       0.9105         0.6031       0.3500        0.0705       0.9097         0.8733
MonpaTomko           0.3000        0.0623       0.9369         0.8866       0.6750        0.1269       0.8308         0.7762
TOTAL                0.5500        0.1172       0.9088         0.8014       0.4781        0.0922       0.8770         0.8402


** /proj/evolang2022/tiago/ST2022/data/abrahammonpa/solutions-0.20.tsv
Language          ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
--------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
MonpaBalemu          0.5802        0.1080       0.8299         0.8265       0.6914        0.1354       0.7991         0.7713
MonpaDirang          0.3951        0.0738       0.8752         0.8711       0.4568        0.0848       0.8665         0.8511
MonpaDirangDum       0.8025        0.1433       0.7771         0.7739       0.8025        0.1575       0.7835         0.7450
MonpaKalaktang       1.7284        0.3586       0.7134         0.4403       0.9506        0.1729       0.7367         0.7175
MonpaNamsu           0.3951        0.0797       0.8904         0.8609       0.3580        0.0691       0.8927         0.8805
MonpaSangti          0.7901        0.1495       0.8105         0.7719       0.5185        0.0955       0.8411         0.8435
MonpaTembang         1.5062        0.3183       0.7912         0.5076       0.4444        0.0884       0.8598         0.8405
MonpaTomko           0.6049        0.1074       0.8314         0.8195       0.7160        0.1332       0.7895         0.7687
TOTAL                0.8503        0.1673       0.8149         0.7340       0.6173        0.1171       0.8211         0.8023


** /proj/evolang2022/tiago/ST2022/data/abrahammonpa/solutions-0.30.tsv
Language          ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
--------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
MonpaBalemu          0.6446        0.1155       0.7972         0.8167       0.9504        0.1801       0.7213         0.7146
MonpaDirang          0.4298        0.0801       0.8664         0.8627       0.5455        0.0997       0.8353         0.8252
MonpaDirangDum       0.9587        0.1694       0.7437         0.7449       0.9504        0.1809       0.7289         0.7130
MonpaKalaktang       1.6446        0.3406       0.7131         0.5022       1.1570        0.2243       0.6703         0.6438
MonpaNamsu           0.5950        0.1003       0.8314         0.8385       0.4628        0.0796       0.8453         0.8677
MonpaSangti          0.5289        0.0969       0.8251         0.8456       0.5950        0.1107       0.8149         0.8174
MonpaTembang         1.1653        0.2495       0.8163         0.6068       0.5702        0.0982       0.8164         0.8334
MonpaTomko           0.6198        0.1211       0.8148         0.8020       0.8760        0.1685       0.7380         0.7203
TOTAL                0.8233        0.1592       0.8010         0.7524       0.7634        0.1427       0.7713         0.7669


** /proj/evolang2022/tiago/ST2022/data/abrahammonpa/solutions-0.40.tsv
Language          ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
--------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
MonpaBalemu          0.8038        0.1569       0.7651         0.7294       1.1646        0.2300       0.6703         0.6242
MonpaDirang          0.4873        0.0938       0.8524         0.8450       0.7342        0.1524       0.7797         0.7402
MonpaDirangDum       0.8442        0.1603       0.7523         0.7448       1.1364        0.2290       0.6642         0.6361
MonpaKalaktang       1.7230        0.3516       0.6691         0.4920       1.4797        0.3050       0.5806         0.5262
MonpaNamsu           0.6242        0.1066       0.8169         0.8315       0.6879        0.1313       0.7840         0.7882
MonpaSangti          0.6415        0.1158       0.7993         0.8150       0.8302        0.1574       0.7395         0.7412
MonpaTembang         1.3290        0.2819       0.7728         0.5601       0.8839        0.1667       0.7282         0.7275
MonpaTomko           0.7756        0.1584       0.7928         0.7313       1.2628        0.2570       0.6303         0.5895
TOTAL                0.9036        0.1782       0.7776         0.7186       1.0225        0.2036       0.6971         0.6716


** /proj/evolang2022/tiago/ST2022/data/abrahammonpa/solutions-0.50.tsv
Language          ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
--------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
MonpaBalemu          1.1453        0.2223       0.7112         0.6348       1.6257        0.3297       0.5674         0.4870
MonpaDirang          0.8115        0.1507       0.8050         0.7653       1.4293        0.3039       0.6023         0.5249
MonpaDirangDum       0.9516        0.1840       0.7407         0.7097       1.6667        0.3463       0.5494         0.4627
MonpaKalaktang       1.2393        0.2340       0.6768         0.6320       2.0675        0.4136       0.4596         0.3899
MonpaNamsu           0.5736        0.1051       0.8197         0.8329       1.1066        0.2165       0.6548         0.6556
MonpaSangti          0.6263        0.1152       0.8092         0.8145       1.3000        0.2643       0.6360         0.5613
MonpaTembang         1.2042        0.2194       0.7244         0.6575       1.5026        0.2819       0.6136         0.5612
MonpaTomko           0.9106        0.1804       0.7658         0.7000       1.8547        0.3703       0.5226         0.4309
TOTAL                0.9328        0.1764       0.7566         0.7183       1.5691        0.3158       0.5757         0.5092


** /proj/evolang2022/tiago/ST2022/data/allenbai/solutions-0.10.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Eryuan           0.3402        0.1134       0.8772         0.8249       0.3711        0.1237       0.8379         0.8114
Heqing           0.7629        0.2448       0.7698         0.6516       0.5464        0.1761       0.8068         0.7375
Jianchuan        0.4227        0.1409       0.8269         0.7915       0.3608        0.1203       0.8303         0.8282
Lanping          1.2165        0.3892       0.6569         0.4739       0.8041        0.2586       0.6754         0.6288
Luobenzhuo       1.6701        0.5541       0.5200         0.3313       1.5464        0.5112       0.5191         0.3784
Qiliqiao         0.3711        0.1168       0.8530         0.8192       0.2680        0.0859       0.8741         0.8745
Xiangyun         0.5979        0.1907       0.7663         0.7273       0.6082        0.1976       0.7541         0.7238
Yunlong          0.7010        0.2311       0.7677         0.6729       0.5155        0.1710       0.7784         0.7680
Zhoucheng        0.4021        0.1314       0.8456         0.8060       0.3299        0.1065       0.8444         0.8475
TOTAL            0.7205        0.2347       0.7648         0.6776       0.5945        0.1945       0.7690         0.7331


** /proj/evolang2022/tiago/ST2022/data/allenbai/solutions-0.20.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Eryuan           0.3247        0.1074       0.8570         0.8348       0.3402        0.1130       0.8355         0.8282
Heqing           0.7010        0.2234       0.7490         0.6815       0.6701        0.2161       0.7430         0.7005
Jianchuan        0.3454        0.1151       0.8347         0.8281       0.4175        0.1370       0.7974         0.8015
Lanping          1.0670        0.3385       0.6292         0.5223       0.9124        0.2895       0.6334         0.5936
Luobenzhuo       1.7010        0.5580       0.4683         0.3210       1.6907        0.5567       0.4349         0.3198
Qiliqiao         0.5258        0.1662       0.7823         0.7528       0.3814        0.1177       0.8212         0.8224
Xiangyun         0.6701        0.2191       0.7154         0.6846       0.6804        0.2221       0.7057         0.6816
Yunlong          0.5412        0.1796       0.7725         0.7488       0.4897        0.1615       0.7729         0.7631
Zhoucheng        0.3247        0.1061       0.8563         0.8421       0.3608        0.1194       0.8320         0.8207
TOTAL            0.6890        0.2237       0.7405         0.6907       0.6604        0.2148       0.7307         0.7035


** /proj/evolang2022/tiago/ST2022/data/allenbai/solutions-0.30.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Eryuan           0.3024        0.1002       0.8635         0.8480       0.4124        0.1357       0.8108         0.7910
Heqing           0.6690        0.2108       0.7451         0.7016       0.6516        0.2096       0.7299         0.6996
Jianchuan        0.3368        0.1111       0.8380         0.8288       0.3918        0.1294       0.8024         0.8101
Lanping          0.9757        0.3134       0.6256         0.5671       0.9132        0.2882       0.6308         0.5994
Luobenzhuo       1.5804        0.5167       0.4643         0.3536       1.7255        0.5650       0.4132         0.3061
Qiliqiao         0.5417        0.1716       0.7885         0.7408       0.4549        0.1432       0.7842         0.7871
Xiangyun         0.7430        0.2433       0.6753         0.6523       0.7852        0.2503       0.6519         0.6528
Yunlong          0.6551        0.2102       0.7231         0.7046       0.5540        0.1768       0.7497         0.7425
Zhoucheng        0.3608        0.1174       0.8290         0.8233       0.4605        0.1503       0.7782         0.7749
TOTAL            0.6850        0.2216       0.7281         0.6911       0.7054        0.2276       0.7057         0.6848


** /proj/evolang2022/tiago/ST2022/data/allenbai/solutions-0.40.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Eryuan           0.3714        0.1210       0.8542         0.8124       0.5143        0.1673       0.7544         0.7482
Heqing           0.7292        0.2303       0.7399         0.6674       0.7552        0.2361       0.6832         0.6559
Jianchuan        0.3608        0.1181       0.8277         0.8184       0.5180        0.1673       0.7558         0.7506
Lanping          0.9635        0.3038       0.6324         0.5708       0.9766        0.3084       0.5983         0.5711
Luobenzhuo       1.5649        0.5132       0.4794         0.3586       1.6912        0.5529       0.4275         0.3132
Qiliqiao         0.4763        0.1504       0.7943         0.7757       0.5105        0.1623       0.7717         0.7577
Xiangyun         0.7601        0.2475       0.6733         0.6478       0.9757        0.3080       0.5973         0.5790
Yunlong          0.6247        0.1971       0.7377         0.7187       0.6649        0.2134       0.6851         0.6932
Zhoucheng        0.3814        0.1246       0.8208         0.8120       0.5026        0.1632       0.7662         0.7562
TOTAL            0.6925        0.2229       0.7289         0.6869       0.7899        0.2532       0.6711         0.6472


** /proj/evolang2022/tiago/ST2022/data/allenbai/solutions-0.50.tsv
Language      ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
----------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
Eryuan           0.4063        0.1318       0.8355         0.7975       0.5979        0.1933       0.7403         0.7087
Heqing           0.7358        0.2315       0.7229         0.6746       1.0105        0.3157       0.5939         0.5653
Jianchuan        0.4021        0.1335       0.8175         0.7980       0.6833        0.2220       0.7000         0.6781
Lanping          0.9914        0.3151       0.6137         0.5541       1.2403        0.3909       0.5274         0.4741
Luobenzhuo       1.6262        0.5345       0.4756         0.3376       1.7975        0.5880       0.3974         0.2858
Qiliqiao         0.4363        0.1375       0.7979         0.7950       0.6955        0.2207       0.6944         0.6743
Xiangyun         0.9226        0.3020       0.6295         0.5974       1.3166        0.4110       0.4927         0.4587
Yunlong          0.7305        0.2361       0.6995         0.6630       0.9465        0.3053       0.5955         0.5777
Zhoucheng        0.5966        0.1920       0.7622         0.7183       0.7006        0.2282       0.6866         0.6723
TOTAL            0.7609        0.2460       0.7060         0.6595       0.9988        0.3195       0.6031         0.5661


** /proj/evolang2022/tiago/ST2022/data/backstromnorthernpakistan/solutions-0.10.tsv
Language         ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
-------------  -----------  ------------  -----------  -------------  -----------  ------------  -----------  -------------
ChorbatBalti        0.7600        0.1480       0.8439         0.7667       0.9200        0.1790       0.7883         0.6899
KhapaluBalti        0.9600        0.1850       0.8139         0.7203       0.7200        0.1337       0.8316         0.7688
KharmangBalti       0.6800        0.1540       0.9056         0.7472       0.6400        0.1390       0.8570         0.7534
RonduBalti          0.6400        0.1204       0.9039         0.8132       0.6000        0.1317       0.8704         0.7740
ShigarBalti         0.8000        0.1728       0.8726         0.7277       0.8400        0.1933       0.8207         0.7092
SkarduBalti         0.6000        0.1133       0.9155         0.8151       0.6000        0.1253       0.8703         0.7939
SkarduPurki         1.8000        0.3641       0.7495         0.4532       1.1600        0.2457       0.7790         0.6365
TOTAL               0.8914        0.1797       0.8578         0.7205       0.7829        0.1640       0.8311         0.7322


** /proj/evolang2022/tiago/ST2022/data/backstromnorthernpakistan/solutions-0.20.tsv
Language         ED (base)    NED (base)    B2 (base)    BLEU (base)    ED (mine)    NED (mine)    B2 (mine)    BLEU (mine)
