COGID	AntangWesternSandong	BanliangYangAn	DujiangEasternSandong	JiaoliPandong	JiarongSouthernSandong	JiuqianSouthernSandong	Pandong	RenliEasternSandong	SanjiangEasternSandong	ShuigenCentralSandong	ShuiweiSouthernSandong	ShuiyaoSouthernSandong	TangnianYangAn	TangzhouWesternSandong	TingpaiWesternSandong	ZhongheCentralSandong
5334-4				p a ¹												
10797-4				l a ¹												
3858-4				n u ¹												
4497-4				h a ¹												
3662-4				p aːu ¹												
10256-4				v j a n ¹												
2622-4				m j a ¹												
4235-4				p a ¹												
6451-4				p i ¹												
5401-4				pʰ j a ¹ ¹												
5807-4				ʔ a ¹												
7208-4				h i ¹												
799-4				l j a ¹												
3263-4				h a n ¹												
9477-4				p a ¹												
9738-4				ɕ i t ¹												
8467-4				l aːu ¹												
9632-4				m a ¹												
9382-4				k a ¹ ¹												
1800-4				t j ə ŋ ¹												
4964-4				n j a ŋ ¹												
3791-4				h j ə ŋ ¹												
1784-4				n a ¹												
6934-4				h j a n ¹												
2051-4				pʰ a ¹												
4304-4				h aːu ¹												
9951-4				l j u ¹												
7888-4				pʰ a ¹												
7638-4				n u n ¹												
966-4				ⁿd a ŋ ¹												
434-4				pʰ a ¹												
6882-5					ɕ e ŋ ¹											
6485-5					ˀb aː n ¹											
4690-5					m o n ¹											
5671-5					aː n ¹											
4272-5					ˀd aː p ¹											
10935-5					m̥ e ¹											
4760-5					n j aː n ¹											
1881-5					f a n ¹											
4777-5					ɕ i ŋ ¹											
10969-5					f a n ¹											
10970-5					ˀȵ u ¹											
10206-5					f a n ¹											
6565-5					q j a n ¹											
1281-5					ʔ j aː n ¹											
10569-5					n a m ¹											
6899-5					ˀb j o ŋ ¹											
7081-5					q u ¹											
4090-5					t a m ¹											
2197-5					q u m ¹											
3352-5					t i ¹											
3892-5					pʰ aː ŋ ¹											
1071-5					q aː m ¹											
10313-5					m ai ¹											
2671-5					t j aː ŋ ¹											
5502-5					f aː ŋ ¹											
7382-5					ˀd u n ¹											
932-5					ts i ŋ ¹											
533-5					m ai ¹											
4159-5					v a ¹											
2804-5					n u ŋ ¹											
5451-5					ɣ ai ¹											
5773-5					ʔ a ¹											
6933-5					ʔ a ¹											
4657-5					ʔ a ¹											
4658-5					ˀb j aː ŋ ¹											
6966-5					ɕ i ¹											
5351-5					ɣ a ¹											
4073-5					t a ¹											
2163-5					ˀb j aː ŋ ¹											
1121-5					f j a ¹											
5790-5					v aː ŋ ¹											
10413-5					m̥ a ¹											
6731-5					m̥ a ¹											
1645-5					m̥ a ¹											
4914-5					m̥ a ¹											
6175-5					n̥ a ¹											
3092-5					s i ŋ ¹											
1247-5					l j aː n ¹											
5620-5					ɕ j u ¹											
4897-5					ʁ a ¹											
4811-5					ˀb aː ŋ ¹											
1213-5					q a ¹											
11019-5					ʁ aː ŋ ¹											
11020-5					q a ¹											
2129-5					ʔ e p ¹											
3211-5					ŋ aː n ¹											
714-5					n o ŋ ¹											
1729-5					q a ¹											
3679-5					m a ¹											
1054-5					m eu ¹											
7448-5					m u m ¹											
582-5					m j e ¹											
4743-5					m o n ¹											
5419-5					l j i n ¹											
5601-5					ˀb i n ¹											
2705-5					m u m ¹											
6381-5					ˀȵ o ŋ ¹											
1017-5					ˀb a ¹											
645-5					l u ŋ ¹											
273-5					m e ŋ ¹											
4338-5					t j a ŋ ¹											
2533-5					q i ¹											
1089-5					q u p ¹											
843-5					n aː n ¹											
2787-5					m̥ a n ¹											
4462-5					n u n ¹											
10918-5					h a n ¹											
6582-5					h u ¹											
2070-5					q a ¹											
3075-5					ˀȵ aː ŋ ¹											
10848-5					v a ¹											
2480-5					ts aː n ¹											
2214-5					q a ¹											
7225-5					h e ŋ ¹											
3515-5					ˀb j a m ¹											
2588-5					ts aː n ¹											
2908-5					ˀb j aː ŋ ¹											
2393-5					n a ¹											
1156-5					ŋ ai ¹											
2374-5					ⁿd a ¹											
2146-5					qʰ a ¹											
5133-5					n aː ŋ ¹											
4981-5					m u ŋ ¹											
10239-5					m a ¹											
599-5					n j u ŋ ¹											
5048-5					q o ¹											
6331-5					h a ¹											
290-5					ȶ i n ¹											
311-5					h aː ŋ ¹											
3430-5					m j a ¹											
5369-5					m j a ¹											
2749-5					ȶ o n ¹											
2621-5					ˀd j a p ¹											
1181-5					t a ŋ ¹											
949-5					t j u ¹											
2839-5					t i n ¹											
861-5					ˀd aː ŋ ¹											
6773-5					ˀd aː ŋ ¹											
5739-5					ˀd aː ŋ ¹											
5740-5					ɣ aː ŋ ¹											
3550-5					ɕ u m ¹											
4445-5					pʰ u ŋ ¹											
680-5					l o ŋ ¹											
817-5					t aː n ¹											
782-5					ˀb j aː ŋ ¹											
10396-5					n j u ¹											
4606-5					n aː n ¹											
5207-5					m a n ¹											
7280-5					ts j a ¹											
6983-5					ʔ j u ŋ ¹											
5168-5					ˀb o ŋ ¹											
1264-5					ts j u ¹											
915-5					t u ¹											
1767-5					ts aː ŋ ¹											
10901-5					q j aː ŋ ¹											
10867-5					ˀd o ŋ ¹											
417-5					q j aː n ¹											
2285-5					ˀb j e ¹											
11002-5					j i ŋ ¹											
6348-5					m ai ¹											
6349-5					ʁ aː n ¹											
10602-5					ˀb aː n ¹											
5654-5					m j aː n ¹											
880-5					l e ¹											
983-5					n̥ aː n ¹											
2033-5					t o ¹											
1433-5					ʔ j a ¹											
1467-5					q u ŋ ¹											
469-5					t j u m ¹											
3127-5					m j a ¹											
4623-5					h a ¹											
7099-5					l j i ŋ ¹											
4726-5					ɕ aː n ¹											
10465-5					ˀb aː n ¹											
5519-5					h aː n ¹											
5893-5					q j aː n ¹											
2857-5					t i n ¹											
3645-5					ɣ aː n ¹											
3032-5					f j aː n ¹											
2088-5					f j a n ¹											
2463-5					ˀb u ¹											
4794-5					n i ¹											
4569-5					l aː ŋ ¹											
4586-5					ts j u ¹											
4552-5					ˀb a ¹											
3228-5					q o ŋ ¹											
3245-5					j a ¹											
6651-5					l aː ŋ ¹											
6652-5					ˀb aː n ¹											
1817-5					l aː ŋ ¹											
1818-5					ˀb j aː ŋ ¹											
11052-5					n u ¹											
1230-5					l aː ŋ ¹											
3380-5					h e ŋ ¹											
8174-5					ɣ u m ¹											
8599-5					ˀb j a m ¹											
7782-5					t j u ¹											
8294-5					l j i ŋ ¹											
8514-5					h a ¹											
9669-5					l j a ŋ ¹											
8531-5					ˀb a ¹											
7954-5					ʔ u ŋ ¹											
9968-5					s aː m ¹											
8040-5					t a ¹											
9304-5					ts i ¹											
8345-5					t o ŋ ¹											
8765-5					ȶ o ŋ ¹											
8849-5					s aː ŋ ¹											
9286-5					q j aː ŋ ¹											
9581-5					n u n ¹											
9267-5					l a ¹											
8497-5					ts j aː n ¹											
7602-5					ʔ aː p ¹											
8431-5					f j aː n ¹											
10036-5					ɕ u ŋ ¹											
10019-5					l a ŋ ¹											
9216-5					n e ¹											
8074-5					q a ŋ ¹											
9511-5					ˀb a n ¹											
8243-5					ʔ j a m ¹											
9250-5					t j aː m ¹											
7568-5					ɕ a ¹											
8832-5					q o ¹											
8057-5					n̥ e ¹											
7716-5					h u p ¹											
9899-5					ts i ¹											
7585-5					q a ¹											
8582-5					ˀb j a ¹											
9097-5					ˀd a m ¹											
10125-5					v a ¹											
9460-5					l a ¹											
9649-5					pʰ u ŋ ¹											
9870-5					ŋ a p ¹											
8680-5					ˀŋ a m ¹											
7699-5					ȶ i ŋ ¹											
9001-5					ˀŋ j a ŋ ¹											
9494-5					t i p ¹											
7666-5					ɕ i n ¹											
9598-5					t a n ¹											
8023-5					q u m ¹											
9053-5					pʰ u ŋ ¹											
10091-5					s j aː ŋ ¹											
10002-5					ˀb j aːu ¹											
7765-5					t a ¹											
8800-5					m̥ e ¹											
9934-5					q a ¹											
9985-5					ʔ a ¹											
7850-5					t aː p ¹											
7816-5					ʔ a m ¹											
8663-5					ʔ u m ¹											
8697-5					ȶ i ŋ ¹											
9615-5					ʔ j a n ¹											
8362-5					t i ŋ ¹											
8091-5					t a ¹											
8748-5					h a ¹											
22-5					t a ¹											
11084-5					ɕ aːu ¹											
7365-5					n a ¹											
4201-5					ɕ j i ¹											
5841-5					f a ¹											
4640-5					t a ¹											
662-5					l aː n ¹											
384-5					n̥ a ¹											
5151-5					m e ¹											
1399-5					t o ¹											
5259-5					ʔ j i ŋ ¹											
10353-5					ɣ a ¹											
10370-5					n̥ i ¹											
7401-5					h aː m ¹											
2958-5					ɕ i ¹											
2770-5					ŋ o ¹											
6434-5					l j o ŋ ¹											
6192-5					ɕ a ŋ ¹											
2231-5					ˀb aː ŋ ¹											
5116-5					ȶ u ¹											
7297-5					s j u p ¹											
3731-5					ˀb e ŋ ¹											
748-5					q a m ¹											
2180-5					h a m ¹											
4107-5					ˀȵ a m ¹											
2688-5					q o n ¹											
616-5					qʰ aː ŋ ¹											
1898-5					ˀd a ŋ ¹											
203-5					m̥ ai ¹											
897-5					ˀb j a ¹											
10189-5					ɕ aː n ¹											
1592-5					s o ŋ ¹											
6088-5					t j aː ŋ ¹											
2975-5					ˀd aː ŋ ¹											
6714-5					h u m ¹											
731-5					q a m ¹											
2722-5					j u ¹											
5637-5					q aː ŋ ¹											
765-5					j i ŋ ¹											
1695-5					ɣ i m ¹											
2112-5					s j u ¹											
6634-5					m̥ a ¹											
7331-5					n a ¹											
7348-5					ˀb aː ŋ ¹											
6527-5					t i ¹											
3568-5					ts a n ¹											
4378-5					ɣ a ¹											
6292-5					t j aː n ¹											
3585-5					f aː ŋ ¹											
4428-5					t a m ¹											
7046-5					ɕ aː ŋ ¹											
1915-5					ʔ j a m ¹											
4518-5					q aː ŋ ¹											
2516-5					ɕ j u ¹											
4480-5					ˀb aː n ¹											
2499-5					ˀb j aː ŋ ¹											
5584-5					h o ¹											
2429-5					h o ¹											
5224-5					q aːu ¹											
3464-5					ɣ j a ŋ ¹											
10142-5					t o ŋ ¹											
7159-5					f a n ¹											
6599-5					n i ¹											
6837-5					s aː n ¹											
2654-5					v i ¹											
367-5					ɣ u ŋ ¹											
5858-5					n j a ¹											
451-5					f a n ¹											
5944-5					h aː ŋ ¹											
512-5					l j aː ŋ ¹											
7138-5					ʔ o ¹											
4845-5					j a ¹											
4915-5					q aː ŋ ¹											
10570-5					k u ¹											
5300-5					ˀb j aː n ¹											
5418-5					ȶ i ŋ ¹											
1748-5					f i ŋ ¹											
3532-5					t u ¹											
310-5					t e ¹											
5368-5					v a n ¹											
4321-5					t a p ¹											
5065-5					ɣ e ¹											
5961-5					l aː ŋ ¹											
1450-5					t a ¹											
10430-5					ts e ¹											
6210-5					t a ¹											
5468-5					ɕ aː n ¹											
89-5					q a ¹											
4947-5					ˀd aː n ¹											
8866-5					l j aː ŋ ¹											
9165-5					q aː ŋ ¹											
7919-5					t aː ŋ ¹											
9765-5					ɕ o ŋ ¹											
7520-5					ɣ aːu ¹											
8883-5					ˀb o ¹											
8565-5					h u ŋ ¹											
8646-5					ts a m ¹											
9686-5					t j e n ¹											
10108-5					ˀb j i ŋ ¹											
10073-5					t a m ¹											
1536-5					l j u ¹											
9131-5					h u ŋ ¹											
8799-5					ɣ o ¹											
9721-5					t a ¹											
8124-5					ˀb j aː m ¹											
8448-5					l aː m ¹											
8714-5					ȶ i ŋ ¹											
5317-5					n u ŋ ¹											
1138-5					ts j aː n ¹											
1502-5					ˀȵ i ŋ ¹											
3109-5					ŋ j a m ¹											
3334-5					ˀb a ¹											
3840-5					ŋ aː n ¹											
3748-5					ʔ j aː ŋ ¹											
3015-5					t i ŋ ¹											
7262-5					qʰ aː n ¹											
10635-5					ɣ a ŋ ¹											
697-5					l aːu ¹											
5031-5					ˀb j u ¹											
1553-5					q o m ¹											
224-5					t j i ¹											
186-5					t j aː ŋ ¹											
5185-5					n a m ¹											
1484-5					v a ¹											
1933-5					n̥ e ¹											
2939-5					ˀd o ŋ ¹											
1000-5					ˀb o p ¹											
2551-5					q aː ŋ ¹											
1646-5					ɕ u ¹											
565-5					t o ¹											
5552-5					a ŋ ¹											
3159-5					f a ¹											
5876-5					q a ¹											
1299-5					s i m ¹											
4862-5					ˀb aː ŋ ¹											
1180-5					t e ¹											
4008-5					k u n ¹											
6774-5					l a ¹											
3875-5					h a ¹											
6036-5					q j a ¹											
6398-5					l j aː m ¹											
7063-5					ˀb i n ¹											
492-5					t j aː n ¹											
5927-5					h u m ¹											
3049-5					m aː ŋ ¹											
1850-5					l aː ŋ ¹											
3262-5					l aː ŋ ¹											
8260-5					ts j e ŋ ¹											
7551-5					ⁿd a ¹											
9564-5					h u ¹											
9545-5					ɕ i p ¹											
7833-5					ⁿd j a ŋ ¹											
9036-5					ȶ a ¹											
8904-5					m aː ŋ ¹											
7683-5					ts a m ¹											
8616-5					n aː ŋ ¹											
11112-5					ŋ a ¹											
11163-5					m a n ¹											
11130-5					m a n ¹											
7315-5					ts a ¹											
10652-5					n i ¹											
10653-5					m aː ŋ ¹											
3398-5					ȶ o n ¹											
2357-5					ˀb i ŋ ¹											
3696-5					t u ¹											
1610-5					ɣ aː ŋ ¹											
10716-5					ˀb aː ŋ ¹											
5722-5					h aː n ¹											
3317-5					ɕ u ¹											
4142-5					q a ŋ ¹											
5705-5					ˀd j u p ¹											
5980-5					q o ŋ ¹											
6242-5					ˀd j u ¹											
1344-5					ɣ aː ŋ ¹											
3194-5					ˀd a ¹											
4411-5					ts j u p ¹											
7419-5					ˀȵ a ¹											
6070-5					t i ¹											
6139-5					f a n ¹											
10295-5					n̥ aː ŋ ¹											
2821-5					l j aː n ¹											
3293-5					ŋ j aː ŋ ¹											
4999-5					ˀd a ¹											
4039-5					m i ŋ ¹											
10273-5					j u ¹											
4056-5					ɣ aː n ¹											
10503-5					aː ŋ ¹											
10764-5					n i ¹											
2248-5					f a ¹											
2266-5					f e ¹											
3713-5					ɕ u ŋ ¹											
8399-5					ɕ a ¹											
8922-5					q a ¹											
9426-5					t o ¹											
7936-5					ȶ a m ¹											
7799-5					j u ¹											
9855-5					ˀd i n ¹											
9751-5					p j aː ŋ ¹											
1037-5					ʁ a ¹											
1367-5					l aː ŋ ¹											
6916-5					ȶ aː n ¹											
2446-5					ˀb i ¹											
6469-5					ʔ u m ¹											
6510-5					f aː n ¹											
3414-5					m̥ j aː n ¹											
2889-5					l j u ¹											
4707-5					ˀd j a ŋ ¹											
7418-5					q u m ¹											
5099-5					s aː n ¹											
401-5					n̥ o ¹											
5910-5					t i n ¹											
10482-5					j aːu ¹											
5688-5					n̥ o ¹											
2622-5					m j a ¹											
4998-5					h a ¹											
4235-5					p a ¹											
2341-5					q e ¹											
10884-5					ts aː ŋ ¹											
3765-5					ɣ e ¹											
7734-5					ʔ j aː m ¹											
7902-5					h aː ŋ ¹											
8731-5					t aː p ¹											
8414-5					ˀb j aː m ¹											
9738-5					s i ŋ ¹											
9632-5					m̥ a ¹											
1-5					t j u ¹											
6260-5					t a ¹											
5824-5					t u ¹											
1784-5					ŋ a ¹											
7245-5					ɣ aː ŋ ¹											
6544-5					q u p ¹											
3500-5					q a m ¹											
1570-5					q aː ŋ ¹											
6122-5					j j u ¹											
2856-5					ɣ i ¹											
9181-5					t i ŋ ¹											
8985-5					n̥ ai ¹											
8140-5					n̥ j a p ¹											
9115-5					ȶ o ¹											
9834-5					s j e ŋ ¹											
8192-5					t o m ¹											
434-5					ˀb a ¹											
10619-5					ɕ ai ¹											
6882-6						s aː t ¹										
6485-6						ˀb aː n ¹										
4690-6						m o n ¹										
5671-6						j ə n ¹										
4272-6						ˀd aː p ¹										
10935-6						ˀb e ¹										
4760-6						n j aː n ¹										
1881-6						v a n ¹										
4777-6						ɕ ə t ¹										
10969-6						v a n ¹										
10970-6						ˀȵ u ¹										
10206-6						v a n ¹										
6565-6						q j a n ¹										
1281-6						ʔ j aː n ¹										
10569-6						n a m ¹										
6899-6						ˀb j o ŋ ¹										
7081-6						q u ¹										
4090-6						t a m ¹										
2197-6						qʰ u m ¹										
3352-6						t i ¹										
3892-6						ɕ ə t ¹										
1071-6						q aː m ¹										
10313-6						m ai ¹										
2671-6						t j ə t ¹										
5502-6						f aː n ¹										
7382-6						t u n ¹										
932-6						ts aː ŋ ¹										
533-6						m ai ¹										
4159-6						v a ¹										
2804-6						n u n ¹										
5451-6						ɣ ai ¹										
5773-6						ʔ au ¹										
6933-6						ʔ au ¹										
4657-6						ʔ au ¹										
4658-6						p j aː ŋ ¹										
6966-6						ɕ i ¹										
5351-6						ɕ a ¹										
4073-6						t aːi ¹										
2163-6						ˀb j aː ŋ ¹										
1121-6						f j a ¹										
5790-6						v aː ŋ ¹										
10413-6						m̥ a ¹										
6731-6						m̥ a ¹										
1645-6						m̥ a ¹										
4914-6						m̥ a ¹										
6175-6						n̥ a ¹										
3092-6						s aː ŋ ¹										
1247-6						ts j aː n ¹										
5620-6						ɕ j u ¹										
4897-6						ʁ a ¹										
4811-6						ˀb aː ŋ ¹										
1213-6						q aːi ¹										
11019-6						ʁ aː ŋ ¹										
11020-6						q aːi ¹										
2129-6						ʔ e p ¹										
3211-6						ŋ aː n ¹										
714-6						n o n ¹										
1729-6						q a ¹										
3679-6						m a ¹										
1054-6						m j u ¹										
7448-6						m u m ¹										
582-6						m j a ¹										
4743-6						m o n ¹										
5419-6						ʁ j ə n ¹										
5601-6						ˀb aː n ¹										
2705-6						m u m ¹										
6381-6						ˀȵ o ŋ ¹										
1017-6						ˀb a ¹										
645-6						ʁ u n ¹										
273-6						m ə t ¹										
4338-6						t j a n ¹										
2533-6						q i ¹										
1089-6						q u p ¹										
843-6						n a n ¹										
2787-6						m̥ a t ¹										
4462-6						n̥ u n ¹										
10918-6						h a n ¹										
6582-6						h u ¹										
2070-6						q a ¹										
3075-6						ˀȵ aː n ¹										
10848-6						v a ¹										
2480-6						ts aː n ¹										
2214-6						q ai ¹										
7225-6						h ə t ¹										
3515-6						p j a m ¹										
2588-6						ts aː n ¹										
2908-6						p j aː n ¹										
2393-6						n̥ a ¹										
1156-6						ŋ ai ¹										
2374-6						t a ¹										
2146-6						qʰ a ¹										
5133-6						n̥ a ŋ ¹										
4981-6						m u n ¹										
10239-6						m a ¹										
599-6						n j u t ¹										
5048-6						q o ¹										
6331-6						h a ¹										
290-6						ȶ aː n ¹										
311-6						h aː n ¹										
3430-6						m j a ¹										
5369-6						m j a ¹										
2749-6						ȶ o n ¹										
2621-6						ˀd j a p ¹										
1181-6						t a n ¹										
949-6						t j u ¹										
2839-6						t aː n ¹										
861-6						ˀd aː n ¹										
6773-6						ˀd aː n ¹										
5739-6						ˀd aː ŋ ¹										
5740-6						h aː t ¹										
3550-6						ɕ u m ¹										
4445-6						p u t ¹										
680-6						h o ŋ ¹										
817-6						t aː n ¹										
782-6						ˀb j aː t ¹										
10396-6						ˀȵ j u ¹										
4606-6						n aː n ¹										
5207-6						m a n ¹										
7280-6						ts j a ¹										
6983-6						ʔ j u t ¹										
5168-6						p o ŋ ¹										
1264-6						ts j u ¹										
915-6						t u ¹										
1767-6						ts u ŋ ¹										
10901-6						k j aː ŋ ¹										
10867-6						ˀd o ŋ ¹										
417-6						q j aː n ¹										
2285-6						ˀb j e ¹										
11002-6						¹ j aː t ¹										
6348-6						m ai ¹										
6349-6						ʁ aː n ¹										
10602-6						ˀb aː n ¹										
5654-6						m j aː n ¹										
880-6						ʁ e ¹										
983-6						n̥ aː n ¹										
2033-6						t o ¹										
1433-6						ʔ j a ¹										
1467-6						q u n ¹										
469-6						t j u m ¹										
3127-6						m j a ¹										
4623-6						h a ¹										
7099-6						ˀd j ə n ¹										
4726-6						ɕ j aː n ¹										
10465-6						ˀb aː n ¹										
5519-6						h aː n ¹										
5893-6						q j aː n ¹										
2857-6						t aː n ¹										
3645-6						ɣ aː n ¹										
3032-6						f j aː n ¹										
2088-6						v j aː n ¹										
2463-6						p u ¹										
4794-6						n i ¹										
4569-6						ʁ u ŋ ¹										
4586-6						ts j u ¹										
4552-6						p a ¹										
3228-6						q o ŋ ¹										
3245-6						j a ¹										
6651-6						h aː n ¹										
6652-6						ˀb aː n ¹										
1817-6						h aː n ¹										
1818-6						ˀb j aː n ¹										
11052-6						n u ¹										
1230-6						h aː n ¹										
3380-6						h e n ¹										
8174-6						ɣ u m ¹										
8599-6						p j a m ¹										
7782-6						t j u ¹										
8294-6						ʁ j aː n ¹										
8514-6						h aːi ¹										
9669-6						ˀd j a n ¹										
8531-6						p aːi ¹										
7954-6						ʔ u n ¹										
9968-6						s aː m ¹										
8040-6						t a ¹										
9304-6						ts i ¹										
8345-6						t o n ¹										
8765-6						ȶ o n ¹										
8849-6						s aː ŋ ¹										
9286-6						q j aː ŋ ¹										
9581-6						n u n ¹										
9267-6						ˀd a ¹										
8497-6						ts j ə n ¹										
7602-6						ʔ aː p ¹										
8431-6						v j ə n ¹										
10036-6						s u n ¹										
10019-6						h a n ¹										
9216-6						n e ¹										
8074-6						q a t ¹										
9511-6						p a n ¹										
8243-6						ʔ j a m ¹										
9250-6						t j aː m ¹										
7568-6						ɕ aːi ¹										
8832-6						q o ¹										
8057-6						n̥ e ¹										
7716-6						h u p ¹										
9899-6						ts i ¹										
7585-6						q au ¹										
8582-6						ˀb j a ¹										
9097-6						ˀd a m ¹										
10125-6						v a ¹										
9460-6						ʁ aːi ¹										
9649-6						pʰ u t ¹										
9870-6						ŋ a p ¹										
8680-6						n̥ a m ¹										
7699-6						ȶ i t ¹										
9001-6						ȵ j a t ¹										
9494-6						t i p ¹										
7666-6						ɕ ə n ¹										
9598-6						t j a n ¹										
8023-6						q u m ¹										
9053-6						u t ¹										
10091-6						s j aː n ¹										
10002-6						ˀb j aːu ¹										
7765-6						t aːu ¹										
8800-6						m̥ e ¹										
9934-6						q a ¹										
9985-6						ʔ aːu ¹										
7850-6						t aː p ¹										
7816-6						ʔ a m ¹										
8663-6						ʔ u m ¹										
8697-6						ȶ i t ¹										
9615-6						ʔ j a n ¹										
8362-6						t ə t ¹										
8091-6						t ai ¹										
8748-6						h a ¹										
22-6						t aːu ¹										
11084-6						s j aːu ¹										
7365-6						n a ¹										
4201-6						s j a ¹										
5841-6						f a ¹										
4640-6						t a ¹										
662-6						ȶ aː n ¹										
384-6						n̥ aːu ¹										
5151-6						m e ¹										
1399-6						t o ¹										
5259-6						ʔ j ə t ¹										
10353-6						ɣ a ¹										
10370-6						n̥ i ¹										
7401-6						h aː m ¹										
2958-6						ɕ i ¹										
2770-6						ŋ o ¹										
6434-6						ˀd j o n ¹										
6192-6						ɕ ə t ¹										
2231-6						p aː t ¹										
5116-6						ȶ u ¹										
7297-6						s j u p ¹										
3731-6						p e n ¹										
748-6						q a m ¹										
2180-6						h a m ¹										
4107-6						ˀȵ a m ¹										
2688-6						q o n ¹										
616-6						qʰ aː n ¹										
1898-6						ˀd a n ¹										
203-6						m̥ ai ¹										
897-6						ˀb j a ¹										
10189-6						ɕ j aː n ¹										
1592-6						s o n ¹										
6088-6						t j aː ŋ ¹										
2975-6						t aː ŋ ¹										
6714-6						h u m ¹										
731-6						q a m ¹										
2722-6						j u ¹										
5637-6						qʰ aː t ¹										
765-6						j j aː n ¹										
1695-6						ɣ aː m ¹										
2112-6						s j u ¹										
6634-6						m̥ a ¹										
7331-6						n̥ a ¹										
7348-6						ˀb aː ŋ ¹										
6527-6						t i ¹										
3568-6						ts a n ¹										
4378-6						ɕ aːi ¹										
6292-6						t j ə n ¹										
3585-6						v aː ŋ ¹										
4428-6						t a m ¹										
7046-6						ɕ j aː ŋ ¹										
1915-6						ʔ j a m ¹										
4518-6						q u ŋ ¹										
2516-6						s j u ¹										
4480-6						ˀb aː n ¹										
2499-6						ˀb j aː n ¹										
5584-6						h o ¹										
2429-6						h o ¹										
5224-6						q aːu ¹										
3464-6						ɣ j a n ¹										
10142-6						t o ŋ ¹										
7159-6						v a n ¹										
6599-6						ˀȵ i ¹										
10207-6						m̥ u ¹										
6837-6						s aː n ¹										
2654-6						v i ¹										
367-6						v u n ¹										
5858-6						ˀȵ j a ¹										
451-6						v a n ¹										
5944-6						h aː ŋ ¹										
512-6						ʁ j aː n ¹										
7138-6						ʔ o ¹										
4845-6						j a ¹										
4915-6						q aː t ¹										
10570-6						q u ¹										
5300-6						ˀb j aː n ¹										
5418-6						ȶ i ¹ ¹										
1748-6						f i n ¹										
3532-6						t u ¹										
310-6						t e ¹										
5368-6						v aː n ¹										
4321-6						t a p ¹										
5065-6						ɕ e ¹										
5961-6						h aː n ¹										
1450-6						t a ¹										
10430-6						ts e ¹										
6210-6						t j au ¹										
5468-6						s aː n ¹										
6685-6						h aːu ¹										
89-6						k a ¹										
153-6						m̥ u ¹										
120-6						m j u ¹										
50-6						ʔ j a ¹										
4947-6						ˀd aː n ¹										
8866-6						ʔ j aː n ¹										
9165-6						q aː n ¹										
7919-6						t a ŋ ¹										
9765-6						s o t ¹										
7520-6						ɕ aːu ¹										
8883-6						p o ¹										
8565-6						h u ŋ ¹										
8646-6						ts j a m ¹										
9686-6						t j ə t ¹										
10108-6						ˀb j ə t ¹										
10073-6						t a m ¹										
1536-6						ˀd j u ¹										
9131-6						h u n ¹										
8799-6						ɣ o ¹										
9721-6						t ai ¹										
8124-6						ˀb j aː m ¹										
8448-6						ˀd aː m ¹										
8714-6						ȶ i t ¹										
5317-6						n̥ u n ¹										
1138-6						ts j aː n ¹										
1502-6						ˀȵ i t ¹										
3334-6						ɕ a ¹										
3840-6						ŋ aː n ¹										
3748-6						ʔ j aː n ¹										
3015-6						t i n ¹										
7262-6						qʰ a n ¹										
10635-6						h a n ¹										
697-6						ʁ aːu ¹										
5031-6						ˀb j a ¹										
1553-6						q o m ¹										
224-6						t j i ¹										
186-6						t j aː ŋ ¹										
5185-6						n̥ a m ¹										
1484-6						v a ¹										
1933-6						n̥ e ¹										
2939-6						ˀd o ŋ ¹										
1000-6						p o p ¹										
2551-6						k a ŋ ¹										
565-6						t o ¹										
5552-6						f j a ŋ ¹										
3159-6						f j a ¹										
5876-6						qʰ u ¹										
1299-6						s i m ¹										
4862-6						p aː ŋ ¹										
1180-6						t e ¹										
4008-6						q u ¹ ¹										
6774-6						n̥ a ¹										
3875-6						h aːi ¹										
6036-6						q j a ¹										
6398-6						ts j aː m ¹										
7063-6						ˀb aː n ¹										
492-6						t j aː m ¹										
1627-6						k u ŋ ¹										
5927-6						h u m ¹										
3951-6						m a ¹										
3049-6						m aː ŋ ¹										
6684-6						ˀd aː n ¹										
1850-6						ˀd aː n ¹										
3262-6						ˀd aː n ¹										
8260-6						ts j aː ¹ ¹										
7551-6						t au ¹										
9564-6						h u ¹										
9443-6						t a ¹										
9545-6						ɕ i p ¹										
7650-6						ȶ j aː t ¹										
7833-6						t j a n ¹										
9148-6						ʔ j a ¹										
9036-6						ȶ a ¹										
8904-6						m a ŋ ¹										
7683-6						ts a m ¹										
8227-6						ɕ a ¹										
8616-6						n̥ a ŋ ¹										
11112-6						ŋ j a ¹										
11163-6						m a n ¹										
11130-6						m a n ¹										
7315-6						ts a ¹										
10652-6						n̥ i ¹										
10653-6						m aː ŋ ¹										
5241-6						t i ¹										
3398-6						ȶ o t ¹										
2357-6						ˀb aː ŋ ¹										
3696-6						t u ¹										
1610-6						ɣ aː ŋ ¹										
10716-6						p aː n ¹										
5722-6						h aː n ¹										
3317-6						ɕ j u ¹										
4142-6						qʰ aː t ¹										
5705-6						ˀd j u p ¹										
5980-6						q o n ¹										
6242-6						ˀd j u ¹										
1344-6						ɣ aː ŋ ¹										
3194-6						ˀd aːi ¹										
4411-6						ts j u p ¹										
7419-6						ˀȵ a ¹										
6070-6						t e ¹										
6139-6						v a n ¹										
6158-6						t j a ¹										
10295-6						ˀȵ aː ŋ ¹										
2821-6						s j aː n ¹										
3293-6						ŋ j aː ŋ ¹										
4999-6						ˀd j a ¹										
