index	index_p	rindex	rindex_p	cogid	id_AchangLongchuan	segment_AchangLongchuan	segment_AchangLongchuan_L1	segment_AchangLongchuan_L2	segment_AchangLongchuan_L3	segment_AchangLongchuan_R1	segment_AchangLongchuan_R2	segment_AchangLongchuan_R3	SC_AchangLongchuan	SC_AchangLongchuan_L1	SC_AchangLongchuan_L2	SC_AchangLongchuan_L3	SC_AchangLongchuan_R1	SC_AchangLongchuan_R2	SC_AchangLongchuan_R3	PROSODY_AchangLongchuan	PROSODY_AchangLongchuan_L1	PROSODY_AchangLongchuan_L2	PROSODY_AchangLongchuan_L3	PROSODY_AchangLongchuan_R1	PROSODY_AchangLongchuan_R2	PROSODY_AchangLongchuan_R3	id_Atsi	segment_Atsi	segment_Atsi_L1	segment_Atsi_L2	segment_Atsi_L3	segment_Atsi_R1	segment_Atsi_R2	segment_Atsi_R3	SC_Atsi	SC_Atsi_L1	SC_Atsi_L2	SC_Atsi_L3	SC_Atsi_R1	SC_Atsi_R2	SC_Atsi_R3	PROSODY_Atsi	PROSODY_Atsi_L1	PROSODY_Atsi_L2	PROSODY_Atsi_L3	PROSODY_Atsi_R1	PROSODY_Atsi_R2	PROSODY_Atsi_R3	id_Bola	segment_Bola	segment_Bola_L1	segment_Bola_L2	segment_Bola_L3	segment_Bola_R1	segment_Bola_R2	segment_Bola_R3	SC_Bola	SC_Bola_L1	SC_Bola_L2	SC_Bola_L3	SC_Bola_R1	SC_Bola_R2	SC_Bola_R3	PROSODY_Bola	PROSODY_Bola_L1	PROSODY_Bola_L2	PROSODY_Bola_L3	PROSODY_Bola_R1	PROSODY_Bola_R2	PROSODY_Bola_R3	id_Lashi	segment_Lashi	segment_Lashi_L1	segment_Lashi_L2	segment_Lashi_L3	segment_Lashi_R1	segment_Lashi_R2	segment_Lashi_R3	SC_Lashi	SC_Lashi_L1	SC_Lashi_L2	SC_Lashi_L3	SC_Lashi_R1	SC_Lashi_R2	SC_Lashi_R3	PROSODY_Lashi	PROSODY_Lashi_L1	PROSODY_Lashi_L2	PROSODY_Lashi_L3	PROSODY_Lashi_R1	PROSODY_Lashi_R2	PROSODY_Lashi_R3	id_Maru	segment_Maru	segment_Maru_L1	segment_Maru_L2	segment_Maru_L3	segment_Maru_R1	segment_Maru_R2	segment_Maru_R3	SC_Maru	SC_Maru_L1	SC_Maru_L2	SC_Maru_L3	SC_Maru_R1	SC_Maru_R2	SC_Maru_R3	PROSODY_Maru	PROSODY_Maru_L1	PROSODY_Maru_L2	PROSODY_Maru_L3	PROSODY_Maru_R1	PROSODY_Maru_R2	PROSODY_Maru_R3	id_OldBurmese	segment_OldBurmese	segment_OldBurmese_L1	segment_OldBurmese_L2	segment_OldBurmese_L3	segment_OldBurmese_R1	segment_OldBurmese_R2	segment_OldBurmese_R3	SC_OldBurmese	SC_OldBurmese_L1	SC_OldBurmese_L2	SC_OldBurmese_L3	SC_OldBurmese_R1	SC_OldBurmese_R2	SC_OldBurmese_R3	PROSODY_OldBurmese	PROSODY_OldBurmese_L1	PROSODY_OldBurmese_L2	PROSODY_OldBurmese_L3	PROSODY_OldBurmese_R1	PROSODY_OldBurmese_R2	PROSODY_OldBurmese_R3	id_ProtoBurmish	segment_ProtoBurmish	segment_ProtoBurmish_L1	segment_ProtoBurmish_L2	segment_ProtoBurmish_L3	segment_ProtoBurmish_R1	segment_ProtoBurmish_R2	segment_ProtoBurmish_R3	SC_ProtoBurmish	SC_ProtoBurmish_L1	SC_ProtoBurmish_L2	SC_ProtoBurmish_L3	SC_ProtoBurmish_R1	SC_ProtoBurmish_R2	SC_ProtoBurmish_R3	PROSODY_ProtoBurmish	PROSODY_ProtoBurmish_L1	PROSODY_ProtoBurmish_L2	PROSODY_ProtoBurmish_L3	PROSODY_ProtoBurmish_R1	PROSODY_ProtoBurmish_R2	PROSODY_ProtoBurmish_R3	id_Rangoon	segment_Rangoon	segment_Rangoon_L1	segment_Rangoon_L2	segment_Rangoon_L3	segment_Rangoon_R1	segment_Rangoon_R2	segment_Rangoon_R3	SC_Rangoon	SC_Rangoon_L1	SC_Rangoon_L2	SC_Rangoon_L3	SC_Rangoon_R1	SC_Rangoon_R2	SC_Rangoon_R3	PROSODY_Rangoon	PROSODY_Rangoon_L1	PROSODY_Rangoon_L2	PROSODY_Rangoon_L3	PROSODY_Rangoon_R1	PROSODY_Rangoon_R2	PROSODY_Rangoon_R3	id_Xiandao	segment_Xiandao	segment_Xiandao_L1	segment_Xiandao_L2	segment_Xiandao_L3	segment_Xiandao_R1	segment_Xiandao_R2	segment_Xiandao_R3	SC_Xiandao	SC_Xiandao_L1	SC_Xiandao_L2	SC_Xiandao_L3	SC_Xiandao_R1	SC_Xiandao_R2	SC_Xiandao_R3	PROSODY_Xiandao	PROSODY_Xiandao_L1	PROSODY_Xiandao_L2	PROSODY_Xiandao_L3	PROSODY_Xiandao_R1	PROSODY_Xiandao_R2	PROSODY_Xiandao_R3
1	0.2000	5	1.0000	426																																																																																									264	m	∅	∅	∅	j	i̱	k	M	∅	∅	∅	J	I	K	4	∅	∅	∅	6	7	1																							265	ˀm	∅	∅	∅	j	i	-	M	∅	∅	∅	J	I	_	4	∅	∅	∅	6	7	0																																												
2	0.4000	4	0.8000	426																																																																																									264	j	m	∅	∅	i̱	k	⁵⁵	J	M	∅	∅	I	K	_	6	4	∅	∅	7	1	0																							265	j	ˀm	∅	∅	i	-	¹	J	M	∅	∅	I	_	_	6	4	∅	∅	7	0	0																																												
3	0.6000	3	0.6000	426																																																																																									264	i̱	j	m	∅	k	⁵⁵	∅	I	J	M	∅	K	_	∅	7	6	4	∅	1	0	∅																							265	i	j	ˀm	∅	-	¹	∅	I	J	M	∅	_	_	∅	7	6	4	∅	0	0	∅																																												
4	0.8000	2	0.4000	426																																																																																									264	k	i̱	j	m	⁵⁵	∅	∅	K	I	J	M	_	∅	∅	1	7	6	4	0	∅	∅																							265	-	i	j	ˀm	¹	∅	∅	_	I	J	M	_	∅	∅	0	7	6	4	0	∅	∅																																												
5	1.0000	1	0.2000	426																																																																																									264	⁵⁵	k	i̱	j	∅	∅	∅	_	K	I	J	∅	∅	∅	0	1	7	6	∅	∅	∅																							265	¹	-	i	j	∅	∅	∅	_	_	I	J	∅	∅	∅	0	0	7	6	∅	∅	∅																																												
1	0.2000	5	1.0000	437	266	m	∅	∅	∅	ʐ	w	a	M	∅	∅	∅	S	W	A	4	∅	∅	∅	3	6	7																																																																																																															267	m	∅	∅	∅	r	-	a	M	∅	∅	∅	R	_	A	4	∅	∅	∅	5	0	7																																												
2	0.4000	4	0.8000	437	266	ʐ	m	∅	∅	w	a	³¹	S	M	∅	∅	W	A	_	3	4	∅	∅	6	7	0																																																																																																															267	r	m	∅	∅	-	a	²	R	M	∅	∅	_	A	_	5	4	∅	∅	0	7	0																																												
3	0.6000	3	0.6000	437	266	w	ʐ	m	∅	a	³¹	∅	W	S	M	∅	A	_	∅	6	3	4	∅	7	0	∅																																																																																																															267	-	r	m	∅	a	²	∅	_	R	M	∅	A	_	∅	0	5	4	∅	7	0	∅																																												
4	0.8000	2	0.4000	437	266	a	w	ʐ	m	³¹	∅	∅	A	W	S	M	_	∅	∅	7	6	3	4	0	∅	∅																																																																																																															267	a	-	r	m	²	∅	∅	A	_	R	M	_	∅	∅	7	0	5	4	0	∅	∅																																												
5	1.0000	1	0.2000	437	266	³¹	a	w	ʐ	∅	∅	∅	_	A	W	S	∅	∅	∅	0	7	6	3	∅	∅	∅																																																																																																															267	²	a	-	r	∅	∅	∅	_	A	_	R	∅	∅	∅	0	7	0	5	∅	∅	∅																																												
1	0.2000	5	1.0000	444																																													268	m	∅	∅	∅	j	ɔ̃	-	M	∅	∅	∅	J	U	_	4	∅	∅	∅	6	7	0																																																																			269	m	∅	∅	∅	j	a	ŋ	M	∅	∅	∅	J	A	N	4	∅	∅	∅	6	7	4																																												
2	0.4000	4	0.8000	444																																													268	j	m	∅	∅	ɔ̃	-	⁵⁵	J	M	∅	∅	U	_	_	6	4	∅	∅	7	0	0																																																																			269	j	m	∅	∅	a	ŋ	¹	J	M	∅	∅	A	N	_	6	4	∅	∅	7	4	0																																												
3	0.6000	3	0.6000	444																																													268	ɔ̃	j	m	∅	-	⁵⁵	∅	U	J	M	∅	_	_	∅	7	6	4	∅	0	0	∅																																																																			269	a	j	m	∅	ŋ	¹	∅	A	J	M	∅	N	_	∅	7	6	4	∅	4	0	∅																																												
4	0.8000	2	0.4000	444																																													268	-	ɔ̃	j	m	⁵⁵	∅	∅	_	U	J	M	_	∅	∅	0	7	6	4	0	∅	∅																																																																			269	ŋ	a	j	m	¹	∅	∅	N	A	J	M	_	∅	∅	4	7	6	4	0	∅	∅																																												
5	1.0000	1	0.2000	444																																													268	⁵⁵	-	ɔ̃	j	∅	∅	∅	_	_	U	J	∅	∅	∅	0	0	7	6	∅	∅	∅																																																																			269	¹	ŋ	a	j	∅	∅	∅	_	N	A	J	∅	∅	∅	0	4	7	6	∅	∅	∅																																												
1	0.2000	5	1.0000	446																																													270	m	∅	∅	∅	j	u	ŋ	M	∅	∅	∅	J	Y	N	4	∅	∅	∅	6	7	4																																																																			271	m	∅	∅	∅	j	u	ŋ	M	∅	∅	∅	J	Y	N	4	∅	∅	∅	6	7	4																																												
2	0.4000	4	0.8000	446																																													270	j	m	∅	∅	u	ŋ	⁵⁵	J	M	∅	∅	Y	N	_	6	4	∅	∅	7	4	0																																																																			271	j	m	∅	∅	u	ŋ	¹	J	M	∅	∅	Y	N	_	6	4	∅	∅	7	4	0																																												
3	0.6000	3	0.6000	446																																													270	u	j	m	∅	ŋ	⁵⁵	∅	Y	J	M	∅	N	_	∅	7	6	4	∅	4	0	∅																																																																			271	u	j	m	∅	ŋ	¹	∅	Y	J	M	∅	N	_	∅	7	6	4	∅	4	0	∅																																												
4	0.8000	2	0.4000	446																																													270	ŋ	u	j	m	⁵⁵	∅	∅	N	Y	J	M	_	∅	∅	4	7	6	4	0	∅	∅																																																																			271	ŋ	u	j	m	¹	∅	∅	N	Y	J	M	_	∅	∅	4	7	6	4	0	∅	∅																																												
5	1.0000	1	0.2000	446																																													270	⁵⁵	ŋ	u	j	∅	∅	∅	_	N	Y	J	∅	∅	∅	0	4	7	6	∅	∅	∅																																																																			271	¹	ŋ	u	j	∅	∅	∅	_	N	Y	J	∅	∅	∅	0	4	7	6	∅	∅	∅																																												
1	0.2000	5	1.0000	457																																																																																																															272	m	∅	∅	∅	r	a	ŋ	M	∅	∅	∅	R	A	N	4	∅	∅	∅	5	7	4	273	m	∅	∅	∅	r	a	ŋ	M	∅	∅	∅	R	A	N	4	∅	∅	∅	5	7	4																																												
2	0.4000	4	0.8000	457																																																																																																															272	r	m	∅	∅	a	ŋ	⁵	R	M	∅	∅	A	N	_	5	4	∅	∅	7	4	0	273	r	m	∅	∅	a	ŋ	²	R	M	∅	∅	A	N	_	5	4	∅	∅	7	4	0																																												
3	0.6000	3	0.6000	457																																																																																																															272	a	r	m	∅	ŋ	⁵	∅	A	R	M	∅	N	_	∅	7	5	4	∅	4	0	∅	273	a	r	m	∅	ŋ	²	∅	A	R	M	∅	N	_	∅	7	5	4	∅	4	0	∅																																												
4	0.8000	2	0.4000	457																																																																																																															272	ŋ	a	r	m	⁵	∅	∅	N	A	R	M	_	∅	∅	4	7	5	4	0	∅	∅	273	ŋ	a	r	m	²	∅	∅	N	A	R	M	_	∅	∅	4	7	5	4	0	∅	∅																																												
5	1.0000	1	0.2000	457																																																																																																															272	⁵	ŋ	a	r	∅	∅	∅	_	N	A	R	∅	∅	∅	0	4	7	5	∅	∅	∅	273	²	ŋ	a	r	∅	∅	∅	_	N	A	R	∅	∅	∅	0	4	7	5	∅	∅	∅																																												
1	0.2000	5	1.0000	460																																													274	m	∅	∅	∅	j	a	ŋ	M	∅	∅	∅	J	A	N	4	∅	∅	∅	6	7	4																																																																			275	m	∅	∅	∅	j	i	ŋ	M	∅	∅	∅	J	I	N	4	∅	∅	∅	6	7	4																																												
2	0.4000	4	0.8000	460																																													274	j	m	∅	∅	a	ŋ	⁵⁵	J	M	∅	∅	A	N	_	6	4	∅	∅	7	4	0																																																																			275	j	m	∅	∅	i	ŋ	¹	J	M	∅	∅	I	N	_	6	4	∅	∅	7	4	0																																												
3	0.6000	3	0.6000	460																																													274	a	j	m	∅	ŋ	⁵⁵	∅	A	J	M	∅	N	_	∅	7	6	4	∅	4	0	∅																																																																			275	i	j	m	∅	ŋ	¹	∅	I	J	M	∅	N	_	∅	7	6	4	∅	4	0	∅																																												
4	0.8000	2	0.4000	460																																													274	ŋ	a	j	m	⁵⁵	∅	∅	N	A	J	M	_	∅	∅	4	7	6	4	0	∅	∅																																																																			275	ŋ	i	j	m	¹	∅	∅	N	I	J	M	_	∅	∅	4	7	6	4	0	∅	∅																																												
5	1.0000	1	0.2000	460																																													274	⁵⁵	ŋ	a	j	∅	∅	∅	_	N	A	J	∅	∅	∅	0	4	7	6	∅	∅	∅																																																																			275	¹	ŋ	i	j	∅	∅	∅	_	N	I	J	∅	∅	∅	0	4	7	6	∅	∅	∅																																												
1	0.2000	5	1.0000	461																																													276	m	∅	∅	∅	j	a	ŋ	M	∅	∅	∅	J	A	N	4	∅	∅	∅	6	7	4																																																																			277	m	∅	∅	∅	j	i	ŋ	M	∅	∅	∅	J	I	N	4	∅	∅	∅	6	7	4																																												
2	0.4000	4	0.8000	461																																													276	j	m	∅	∅	a	ŋ	³⁵	J	M	∅	∅	A	N	_	6	4	∅	∅	7	4	0																																																																			277	j	m	∅	∅	i	ŋ	³	J	M	∅	∅	I	N	_	6	4	∅	∅	7	4	0																																												
3	0.6000	3	0.6000	461																																													276	a	j	m	∅	ŋ	³⁵	∅	A	J	M	∅	N	_	∅	7	6	4	∅	4	0	∅																																																																			277	i	j	m	∅	ŋ	³	∅	I	J	M	∅	N	_	∅	7	6	4	∅	4	0	∅																																												
4	0.8000	2	0.4000	461																																													276	ŋ	a	j	m	³⁵	∅	∅	N	A	J	M	_	∅	∅	4	7	6	4	0	∅	∅																																																																			277	ŋ	i	j	m	³	∅	∅	N	I	J	M	_	∅	∅	4	7	6	4	0	∅	∅																																												
5	1.0000	1	0.2000	461																																													276	³⁵	ŋ	a	j	∅	∅	∅	_	N	A	J	∅	∅	∅	0	4	7	6	∅	∅	∅																																																																			277	³	ŋ	i	j	∅	∅	∅	_	N	I	J	∅	∅	∅	0	4	7	6	∅	∅	∅																																												
1	0.3333	3	1.0000	462																																																																																																															278	mʰ	∅	∅	∅	ui̯	-	∅	M	∅	∅	∅	Y	_	∅	4	∅	∅	∅	7	0	∅	279	ˀm	∅	∅	∅	u	¹	∅	M	∅	∅	∅	Y	_	∅	4	∅	∅	∅	7	0	∅																																												
2	0.6667	2	0.6667	462																																																																																																															278	ui̯	mʰ	∅	∅	-	∅	∅	Y	M	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅	279	u	ˀm	∅	∅	¹	∅	∅	Y	M	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅																																												
3	1.0000	1	0.3333	462																																																																																																															278	-	ui̯	mʰ	∅	∅	∅	∅	_	Y	M	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅	279	¹	u	ˀm	∅	∅	∅	∅	_	Y	M	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅																																												
1	0.2500	4	1.0000	469																																													280	n	∅	∅	∅	ɛ̃	-	⁵⁵	N	∅	∅	∅	E	_	_	4	∅	∅	∅	7	0	0																							281	n	∅	∅	∅	ɛ̃	-	³¹	N	∅	∅	∅	E	_	_	4	∅	∅	∅	7	0	0	282	n	∅	∅	∅	a	m	-	N	∅	∅	∅	A	M	_	4	∅	∅	∅	7	4	0																																																																		
2	0.5000	3	0.7500	469																																													280	ɛ̃	n	∅	∅	-	⁵⁵	∅	E	N	∅	∅	_	_	∅	7	4	∅	∅	0	0	∅																							281	ɛ̃	n	∅	∅	-	³¹	∅	E	N	∅	∅	_	_	∅	7	4	∅	∅	0	0	∅	282	a	n	∅	∅	m	-	∅	A	N	∅	∅	M	_	∅	7	4	∅	∅	4	0	∅																																																																		
3	0.7500	2	0.5000	469																																													280	-	ɛ̃	n	∅	⁵⁵	∅	∅	_	E	N	∅	_	∅	∅	0	7	4	∅	0	∅	∅																							281	-	ɛ̃	n	∅	³¹	∅	∅	_	E	N	∅	_	∅	∅	0	7	4	∅	0	∅	∅	282	m	a	n	∅	-	∅	∅	M	A	N	∅	_	∅	∅	4	7	4	∅	0	∅	∅																																																																		
4	1.0000	1	0.2500	469																																													280	⁵⁵	-	ɛ̃	n	∅	∅	∅	_	_	E	N	∅	∅	∅	0	0	7	4	∅	∅	∅																							281	³¹	-	ɛ̃	n	∅	∅	∅	_	_	E	N	∅	∅	∅	0	0	7	4	∅	∅	∅	282	-	m	a	n	∅	∅	∅	_	M	A	N	∅	∅	∅	0	4	7	4	∅	∅	∅																																																																		
1	0.3333	3	1.0000	479	283	n	∅	∅	∅	i	³¹	∅	N	∅	∅	∅	I	_	∅	4	∅	∅	∅	7	0	∅																																																																																																															284	n	∅	∅	∅	ai	²	∅	N	∅	∅	∅	A	_	∅	4	∅	∅	∅	7	0	∅																																												
2	0.6667	2	0.6667	479	283	i	n	∅	∅	³¹	∅	∅	I	N	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅																																																																																																															284	ai	n	∅	∅	²	∅	∅	A	N	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅																																												
3	1.0000	1	0.3333	479	283	³¹	i	n	∅	∅	∅	∅	_	I	N	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅																																																																																																															284	²	ai	n	∅	∅	∅	∅	_	A	N	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅																																												
1	0.2500	4	1.0000	481	285	-	∅	∅	∅	ȵ	ui	⁵⁵	_	∅	∅	∅	N	Y	_	0	∅	∅	∅	4	7	0																																																																																																															286	m	∅	∅	∅	j	ui	¹	M	∅	∅	∅	J	Y	_	4	∅	∅	∅	6	7	0																																												
2	0.5000	3	0.7500	481	285	ȵ	-	∅	∅	ui	⁵⁵	∅	N	_	∅	∅	Y	_	∅	4	0	∅	∅	7	0	∅																																																																																																															286	j	m	∅	∅	ui	¹	∅	J	M	∅	∅	Y	_	∅	6	4	∅	∅	7	0	∅																																												
3	0.7500	2	0.5000	481	285	ui	ȵ	-	∅	⁵⁵	∅	∅	Y	N	_	∅	_	∅	∅	7	4	0	∅	0	∅	∅																																																																																																															286	ui	j	m	∅	¹	∅	∅	Y	J	M	∅	_	∅	∅	7	6	4	∅	0	∅	∅																																												
4	1.0000	1	0.2500	481	285	⁵⁵	ui	ȵ	-	∅	∅	∅	_	Y	N	_	∅	∅	∅	0	7	4	0	∅	∅	∅																																																																																																															286	¹	ui	j	m	∅	∅	∅	_	Y	J	M	∅	∅	∅	0	7	6	4	∅	∅	∅																																												
1	0.3333	3	1.0000	486	287	n	∅	∅	∅	i	⁵⁵	∅	N	∅	∅	∅	I	_	∅	4	∅	∅	∅	7	0	∅																																																																			288	n	∅	∅	∅	a	³¹	∅	N	∅	∅	∅	A	_	∅	4	∅	∅	∅	7	0	∅																							289	n	∅	∅	∅	i	¹	∅	N	∅	∅	∅	I	_	∅	4	∅	∅	∅	7	0	∅																																												
2	0.6667	2	0.6667	486	287	i	n	∅	∅	⁵⁵	∅	∅	I	N	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅																																																																			288	a	n	∅	∅	³¹	∅	∅	A	N	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅																							289	i	n	∅	∅	¹	∅	∅	I	N	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅																																												
3	1.0000	1	0.3333	486	287	⁵⁵	i	n	∅	∅	∅	∅	_	I	N	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅																																																																			288	³¹	a	n	∅	∅	∅	∅	_	A	N	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅																							289	¹	i	n	∅	∅	∅	∅	_	I	N	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅																																												
1	0.2500	4	1.0000	488																																													290	ŋ	∅	∅	∅	j	i	⁵⁵	N	∅	∅	∅	J	I	_	4	∅	∅	∅	6	7	0																																																																			291	ŋ	∅	∅	∅	j	i	¹	N	∅	∅	∅	J	I	_	4	∅	∅	∅	6	7	0																																												
2	0.5000	3	0.7500	488																																													290	j	ŋ	∅	∅	i	⁵⁵	∅	J	N	∅	∅	I	_	∅	6	4	∅	∅	7	0	∅																																																																			291	j	ŋ	∅	∅	i	¹	∅	J	N	∅	∅	I	_	∅	6	4	∅	∅	7	0	∅																																												
3	0.7500	2	0.5000	488																																													290	i	j	ŋ	∅	⁵⁵	∅	∅	I	J	N	∅	_	∅	∅	7	6	4	∅	0	∅	∅																																																																			291	i	j	ŋ	∅	¹	∅	∅	I	J	N	∅	_	∅	∅	7	6	4	∅	0	∅	∅																																												
4	1.0000	1	0.2500	488																																													290	⁵⁵	i	j	ŋ	∅	∅	∅	_	I	J	N	∅	∅	∅	0	7	6	4	∅	∅	∅																																																																			291	¹	i	j	ŋ	∅	∅	∅	_	I	J	N	∅	∅	∅	0	7	6	4	∅	∅	∅																																												
1	0.2500	4	1.0000	491																																													292	ŋ	∅	∅	∅	j	i	³⁵	N	∅	∅	∅	J	I	_	4	∅	∅	∅	6	7	0																																																																			293	ŋ	∅	∅	∅	j	i	³	N	∅	∅	∅	J	I	_	4	∅	∅	∅	6	7	0																																												
2	0.5000	3	0.7500	491																																													292	j	ŋ	∅	∅	i	³⁵	∅	J	N	∅	∅	I	_	∅	6	4	∅	∅	7	0	∅																																																																			293	j	ŋ	∅	∅	i	³	∅	J	N	∅	∅	I	_	∅	6	4	∅	∅	7	0	∅																																												
3	0.7500	2	0.5000	491																																													292	i	j	ŋ	∅	³⁵	∅	∅	I	J	N	∅	_	∅	∅	7	6	4	∅	0	∅	∅																																																																			293	i	j	ŋ	∅	³	∅	∅	I	J	N	∅	_	∅	∅	7	6	4	∅	0	∅	∅																																												
4	1.0000	1	0.2500	491																																													292	³⁵	i	j	ŋ	∅	∅	∅	_	I	J	N	∅	∅	∅	0	7	6	4	∅	∅	∅																																																																			293	³	i	j	ŋ	∅	∅	∅	_	I	J	N	∅	∅	∅	0	7	6	4	∅	∅	∅																																												
1	0.3333	3	1.0000	496																																																																																																															294	n	∅	∅	∅	ui̯	-	∅	N	∅	∅	∅	Y	_	∅	4	∅	∅	∅	7	0	∅	295	n	∅	∅	∅	u	¹	∅	N	∅	∅	∅	Y	_	∅	4	∅	∅	∅	7	0	∅																																												
2	0.6667	2	0.6667	496																																																																																																															294	ui̯	n	∅	∅	-	∅	∅	Y	N	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅	295	u	n	∅	∅	¹	∅	∅	Y	N	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅																																												
3	1.0000	1	0.3333	496																																																																																																															294	-	ui̯	n	∅	∅	∅	∅	_	Y	N	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅	295	¹	u	n	∅	∅	∅	∅	_	Y	N	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅																																												
1	0.3333	3	1.0000	498																																																																																																															296	n	∅	∅	∅	i	-	∅	N	∅	∅	∅	I	_	∅	4	∅	∅	∅	7	0	∅	297	n	∅	∅	∅	e	¹	∅	N	∅	∅	∅	E	_	∅	4	∅	∅	∅	7	0	∅																																												
2	0.6667	2	0.6667	498																																																																																																															296	i	n	∅	∅	-	∅	∅	I	N	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅	297	e	n	∅	∅	¹	∅	∅	E	N	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅																																												
3	1.0000	1	0.3333	498																																																																																																															296	-	i	n	∅	∅	∅	∅	_	I	N	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅	297	¹	e	n	∅	∅	∅	∅	_	E	N	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅																																												
1	0.3333	3	1.0000	500																																													298	pʰ	∅	∅	∅	a	³⁵	∅	P	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅																							299	pʰ	∅	∅	∅	ɔ	⁵⁵	∅	P	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅																							300	p	∅	∅	∅	a	³	∅	P	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅																																												
2	0.6667	2	0.6667	500																																													298	a	pʰ	∅	∅	³⁵	∅	∅	A	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							299	ɔ	pʰ	∅	∅	⁵⁵	∅	∅	U	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							300	a	p	∅	∅	³	∅	∅	A	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																												
3	1.0000	1	0.3333	500																																													298	³⁵	a	pʰ	∅	∅	∅	∅	_	A	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							299	⁵⁵	ɔ	pʰ	∅	∅	∅	∅	_	U	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							300	³	a	p	∅	∅	∅	∅	_	A	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																												
1	0.3333	3	1.0000	502	301	pʰ	∅	∅	∅	ɔ	³¹	∅	P	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅																																																																																																															302	p	∅	∅	∅	a	²	∅	P	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅																																												
2	0.6667	2	0.6667	502	301	ɔ	pʰ	∅	∅	³¹	∅	∅	U	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																																																																																															302	a	p	∅	∅	²	∅	∅	A	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																												
3	1.0000	1	0.3333	502	301	³¹	ɔ	pʰ	∅	∅	∅	∅	_	U	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																																																																																															302	²	a	p	∅	∅	∅	∅	_	A	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																												
1	0.2500	4	1.0000	508																																													303	pʰ	∅	∅	∅	j	a	⁵⁵	P	∅	∅	∅	J	A	_	1	∅	∅	∅	6	7	0	304	pʰ	∅	∅	∅	j	ɔː	³³	P	∅	∅	∅	J	U	_	1	∅	∅	∅	6	7	0	305	pʰ	∅	∅	∅	j	ɔ	³¹	P	∅	∅	∅	J	U	_	1	∅	∅	∅	6	7	0																							306	p	∅	∅	∅	j	a	¹	P	∅	∅	∅	J	A	_	1	∅	∅	∅	6	7	0																																												
2	0.5000	3	0.7500	508																																													303	j	pʰ	∅	∅	a	⁵⁵	∅	J	P	∅	∅	A	_	∅	6	1	∅	∅	7	0	∅	304	j	pʰ	∅	∅	ɔː	³³	∅	J	P	∅	∅	U	_	∅	6	1	∅	∅	7	0	∅	305	j	pʰ	∅	∅	ɔ	³¹	∅	J	P	∅	∅	U	_	∅	6	1	∅	∅	7	0	∅																							306	j	p	∅	∅	a	¹	∅	J	P	∅	∅	A	_	∅	6	1	∅	∅	7	0	∅																																												
3	0.7500	2	0.5000	508																																													303	a	j	pʰ	∅	⁵⁵	∅	∅	A	J	P	∅	_	∅	∅	7	6	1	∅	0	∅	∅	304	ɔː	j	pʰ	∅	³³	∅	∅	U	J	P	∅	_	∅	∅	7	6	1	∅	0	∅	∅	305	ɔ	j	pʰ	∅	³¹	∅	∅	U	J	P	∅	_	∅	∅	7	6	1	∅	0	∅	∅																							306	a	j	p	∅	¹	∅	∅	A	J	P	∅	_	∅	∅	7	6	1	∅	0	∅	∅																																												
