index	index_p	rindex	rindex_p	cogid	id_AchangLongchuan	segment_AchangLongchuan	segment_AchangLongchuan_L1	segment_AchangLongchuan_L2	segment_AchangLongchuan_L3	segment_AchangLongchuan_R1	segment_AchangLongchuan_R2	segment_AchangLongchuan_R3	SC_AchangLongchuan	SC_AchangLongchuan_L1	SC_AchangLongchuan_L2	SC_AchangLongchuan_L3	SC_AchangLongchuan_R1	SC_AchangLongchuan_R2	SC_AchangLongchuan_R3	PROSODY_AchangLongchuan	PROSODY_AchangLongchuan_L1	PROSODY_AchangLongchuan_L2	PROSODY_AchangLongchuan_L3	PROSODY_AchangLongchuan_R1	PROSODY_AchangLongchuan_R2	PROSODY_AchangLongchuan_R3	id_Atsi	segment_Atsi	segment_Atsi_L1	segment_Atsi_L2	segment_Atsi_L3	segment_Atsi_R1	segment_Atsi_R2	segment_Atsi_R3	SC_Atsi	SC_Atsi_L1	SC_Atsi_L2	SC_Atsi_L3	SC_Atsi_R1	SC_Atsi_R2	SC_Atsi_R3	PROSODY_Atsi	PROSODY_Atsi_L1	PROSODY_Atsi_L2	PROSODY_Atsi_L3	PROSODY_Atsi_R1	PROSODY_Atsi_R2	PROSODY_Atsi_R3	id_Bola	segment_Bola	segment_Bola_L1	segment_Bola_L2	segment_Bola_L3	segment_Bola_R1	segment_Bola_R2	segment_Bola_R3	SC_Bola	SC_Bola_L1	SC_Bola_L2	SC_Bola_L3	SC_Bola_R1	SC_Bola_R2	SC_Bola_R3	PROSODY_Bola	PROSODY_Bola_L1	PROSODY_Bola_L2	PROSODY_Bola_L3	PROSODY_Bola_R1	PROSODY_Bola_R2	PROSODY_Bola_R3	id_Lashi	segment_Lashi	segment_Lashi_L1	segment_Lashi_L2	segment_Lashi_L3	segment_Lashi_R1	segment_Lashi_R2	segment_Lashi_R3	SC_Lashi	SC_Lashi_L1	SC_Lashi_L2	SC_Lashi_L3	SC_Lashi_R1	SC_Lashi_R2	SC_Lashi_R3	PROSODY_Lashi	PROSODY_Lashi_L1	PROSODY_Lashi_L2	PROSODY_Lashi_L3	PROSODY_Lashi_R1	PROSODY_Lashi_R2	PROSODY_Lashi_R3	id_Maru	segment_Maru	segment_Maru_L1	segment_Maru_L2	segment_Maru_L3	segment_Maru_R1	segment_Maru_R2	segment_Maru_R3	SC_Maru	SC_Maru_L1	SC_Maru_L2	SC_Maru_L3	SC_Maru_R1	SC_Maru_R2	SC_Maru_R3	PROSODY_Maru	PROSODY_Maru_L1	PROSODY_Maru_L2	PROSODY_Maru_L3	PROSODY_Maru_R1	PROSODY_Maru_R2	PROSODY_Maru_R3	id_OldBurmese	segment_OldBurmese	segment_OldBurmese_L1	segment_OldBurmese_L2	segment_OldBurmese_L3	segment_OldBurmese_R1	segment_OldBurmese_R2	segment_OldBurmese_R3	SC_OldBurmese	SC_OldBurmese_L1	SC_OldBurmese_L2	SC_OldBurmese_L3	SC_OldBurmese_R1	SC_OldBurmese_R2	SC_OldBurmese_R3	PROSODY_OldBurmese	PROSODY_OldBurmese_L1	PROSODY_OldBurmese_L2	PROSODY_OldBurmese_L3	PROSODY_OldBurmese_R1	PROSODY_OldBurmese_R2	PROSODY_OldBurmese_R3	id_ProtoBurmish	segment_ProtoBurmish	segment_ProtoBurmish_L1	segment_ProtoBurmish_L2	segment_ProtoBurmish_L3	segment_ProtoBurmish_R1	segment_ProtoBurmish_R2	segment_ProtoBurmish_R3	SC_ProtoBurmish	SC_ProtoBurmish_L1	SC_ProtoBurmish_L2	SC_ProtoBurmish_L3	SC_ProtoBurmish_R1	SC_ProtoBurmish_R2	SC_ProtoBurmish_R3	PROSODY_ProtoBurmish	PROSODY_ProtoBurmish_L1	PROSODY_ProtoBurmish_L2	PROSODY_ProtoBurmish_L3	PROSODY_ProtoBurmish_R1	PROSODY_ProtoBurmish_R2	PROSODY_ProtoBurmish_R3	id_Rangoon	segment_Rangoon	segment_Rangoon_L1	segment_Rangoon_L2	segment_Rangoon_L3	segment_Rangoon_R1	segment_Rangoon_R2	segment_Rangoon_R3	SC_Rangoon	SC_Rangoon_L1	SC_Rangoon_L2	SC_Rangoon_L3	SC_Rangoon_R1	SC_Rangoon_R2	SC_Rangoon_R3	PROSODY_Rangoon	PROSODY_Rangoon_L1	PROSODY_Rangoon_L2	PROSODY_Rangoon_L3	PROSODY_Rangoon_R1	PROSODY_Rangoon_R2	PROSODY_Rangoon_R3	id_Xiandao	segment_Xiandao	segment_Xiandao_L1	segment_Xiandao_L2	segment_Xiandao_L3	segment_Xiandao_R1	segment_Xiandao_R2	segment_Xiandao_R3	SC_Xiandao	SC_Xiandao_L1	SC_Xiandao_L2	SC_Xiandao_L3	SC_Xiandao_R1	SC_Xiandao_R2	SC_Xiandao_R3	PROSODY_Xiandao	PROSODY_Xiandao_L1	PROSODY_Xiandao_L2	PROSODY_Xiandao_L3	PROSODY_Xiandao_R1	PROSODY_Xiandao_R2	PROSODY_Xiandao_R3
4	0.8000	2	0.4000	168	338	a	w	ʐ	k	³¹	∅	∅	A	W	S	K	_	∅	∅	7	6	3	1	0	∅	∅																																																																																									339	a	-	r	k	⁵	∅	∅	A	_	R	K	_	∅	∅	7	0	5	1	0	∅	∅	340	a	-	r	g	²	∅	∅	A	_	R	K	_	∅	∅	7	0	5	1	0	∅	∅																																												
5	1.0000	1	0.2000	168	338	³¹	a	w	ʐ	∅	∅	∅	_	A	W	S	∅	∅	∅	0	7	6	3	∅	∅	∅																																																																																									339	⁵	a	-	r	∅	∅	∅	_	A	_	R	∅	∅	∅	0	7	0	5	∅	∅	∅	340	²	a	-	r	∅	∅	∅	_	A	_	R	∅	∅	∅	0	7	0	5	∅	∅	∅																																												
1	0.2000	5	1.0000	169	341	k	∅	∅	∅	ʐ	w	a	K	∅	∅	∅	S	W	A	1	∅	∅	∅	3	6	7																																																																			342	k	∅	∅	∅	j	-	ɔ	K	∅	∅	∅	J	_	U	1	∅	∅	∅	6	0	7																							343	g	∅	∅	∅	r	-	a	K	∅	∅	∅	R	_	A	1	∅	∅	∅	5	0	7																																												
2	0.4000	4	0.8000	169	341	ʐ	k	∅	∅	w	a	³⁵	S	K	∅	∅	W	A	_	3	1	∅	∅	6	7	0																																																																			342	j	k	∅	∅	-	ɔ	⁵⁵	J	K	∅	∅	_	U	_	6	1	∅	∅	0	7	0																							343	r	g	∅	∅	-	a	³	R	K	∅	∅	_	A	_	5	1	∅	∅	0	7	0																																												
3	0.6000	3	0.6000	169	341	w	ʐ	k	∅	a	³⁵	∅	W	S	K	∅	A	_	∅	6	3	1	∅	7	0	∅																																																																			342	-	j	k	∅	ɔ	⁵⁵	∅	_	J	K	∅	U	_	∅	0	6	1	∅	7	0	∅																							343	-	r	g	∅	a	³	∅	_	R	K	∅	A	_	∅	0	5	1	∅	7	0	∅																																												
4	0.8000	2	0.4000	169	341	a	w	ʐ	k	³⁵	∅	∅	A	W	S	K	_	∅	∅	7	6	3	1	0	∅	∅																																																																			342	ɔ	-	j	k	⁵⁵	∅	∅	U	_	J	K	_	∅	∅	7	0	6	1	0	∅	∅																							343	a	-	r	g	³	∅	∅	A	_	R	K	_	∅	∅	7	0	5	1	0	∅	∅																																												
5	1.0000	1	0.2000	169	341	³⁵	a	w	ʐ	∅	∅	∅	_	A	W	S	∅	∅	∅	0	7	6	3	∅	∅	∅																																																																			342	⁵⁵	ɔ	-	j	∅	∅	∅	_	U	_	J	∅	∅	∅	0	7	0	6	∅	∅	∅																							343	³	a	-	r	∅	∅	∅	_	A	_	R	∅	∅	∅	0	7	0	5	∅	∅	∅																																												
1	0.2000	5	1.0000	170																							344	k	∅	∅	∅	j	o	-	K	∅	∅	∅	J	U	_	1	∅	∅	∅	6	7	0	345	k	∅	∅	∅	j	a	-	K	∅	∅	∅	J	A	_	1	∅	∅	∅	6	7	0	346	k	∅	∅	∅	j	ɔː	-	K	∅	∅	∅	J	U	_	1	∅	∅	∅	6	7	0																							347	k	∅	∅	∅	j	a	ʔ	K	∅	∅	∅	J	A	H	1	∅	∅	∅	6	7	1	348	g	∅	∅	∅	j	a	-	K	∅	∅	∅	J	A	_	1	∅	∅	∅	6	7	0	349	-	∅	∅	∅	tɕ	ɑ	-	_	∅	∅	∅	C	A	_	0	∅	∅	∅	2	7	0	350	k	∅	∅	∅	ʐ	ɔ	-	K	∅	∅	∅	S	U	_	1	∅	∅	∅	3	7	0
2	0.4000	4	0.8000	170																							344	j	k	∅	∅	o	-	⁵⁵	J	K	∅	∅	U	_	_	6	1	∅	∅	7	0	0	345	j	k	∅	∅	a	-	³⁵	J	K	∅	∅	A	_	_	6	1	∅	∅	7	0	0	346	j	k	∅	∅	ɔː	-	⁵⁵	J	K	∅	∅	U	_	_	6	1	∅	∅	7	0	0																							347	j	k	∅	∅	a	ʔ	-	J	K	∅	∅	A	H	_	6	1	∅	∅	7	1	0	348	j	g	∅	∅	a	-	³	J	K	∅	∅	A	_	_	6	1	∅	∅	7	0	0	349	tɕ	-	∅	∅	ɑ	-	⁵³	C	_	∅	∅	A	_	_	2	0	∅	∅	7	0	0	350	ʐ	k	∅	∅	ɔ	-	³⁵	S	K	∅	∅	U	_	_	3	1	∅	∅	7	0	0
3	0.6000	3	0.6000	170																							344	o	j	k	∅	-	⁵⁵	∅	U	J	K	∅	_	_	∅	7	6	1	∅	0	0	∅	345	a	j	k	∅	-	³⁵	∅	A	J	K	∅	_	_	∅	7	6	1	∅	0	0	∅	346	ɔː	j	k	∅	-	⁵⁵	∅	U	J	K	∅	_	_	∅	7	6	1	∅	0	0	∅																							347	a	j	k	∅	ʔ	-	∅	A	J	K	∅	H	_	∅	7	6	1	∅	1	0	∅	348	a	j	g	∅	-	³	∅	A	J	K	∅	_	_	∅	7	6	1	∅	0	0	∅	349	ɑ	tɕ	-	∅	-	⁵³	∅	A	C	_	∅	_	_	∅	7	2	0	∅	0	0	∅	350	ɔ	ʐ	k	∅	-	³⁵	∅	U	S	K	∅	_	_	∅	7	3	1	∅	0	0	∅
4	0.8000	2	0.4000	170																							344	-	o	j	k	⁵⁵	∅	∅	_	U	J	K	_	∅	∅	0	7	6	1	0	∅	∅	345	-	a	j	k	³⁵	∅	∅	_	A	J	K	_	∅	∅	0	7	6	1	0	∅	∅	346	-	ɔː	j	k	⁵⁵	∅	∅	_	U	J	K	_	∅	∅	0	7	6	1	0	∅	∅																							347	ʔ	a	j	k	-	∅	∅	H	A	J	K	_	∅	∅	1	7	6	1	0	∅	∅	348	-	a	j	g	³	∅	∅	_	A	J	K	_	∅	∅	0	7	6	1	0	∅	∅	349	-	ɑ	tɕ	-	⁵³	∅	∅	_	A	C	_	_	∅	∅	0	7	2	0	0	∅	∅	350	-	ɔ	ʐ	k	³⁵	∅	∅	_	U	S	K	_	∅	∅	0	7	3	1	0	∅	∅
5	1.0000	1	0.2000	170																							344	⁵⁵	-	o	j	∅	∅	∅	_	_	U	J	∅	∅	∅	0	0	7	6	∅	∅	∅	345	³⁵	-	a	j	∅	∅	∅	_	_	A	J	∅	∅	∅	0	0	7	6	∅	∅	∅	346	⁵⁵	-	ɔː	j	∅	∅	∅	_	_	U	J	∅	∅	∅	0	0	7	6	∅	∅	∅																							347	-	ʔ	a	j	∅	∅	∅	_	H	A	J	∅	∅	∅	0	1	7	6	∅	∅	∅	348	³	-	a	j	∅	∅	∅	_	_	A	J	∅	∅	∅	0	0	7	6	∅	∅	∅	349	⁵³	-	ɑ	tɕ	∅	∅	∅	_	_	A	C	∅	∅	∅	0	0	7	2	∅	∅	∅	350	³⁵	-	ɔ	ʐ	∅	∅	∅	_	_	U	S	∅	∅	∅	0	0	7	3	∅	∅	∅
1	0.2000	5	1.0000	171																																																																																									351	k	∅	∅	∅	j	a	m	K	∅	∅	∅	J	A	M	1	∅	∅	∅	6	7	4																							352	g	∅	∅	∅	j	u	m	K	∅	∅	∅	J	Y	M	1	∅	∅	∅	6	7	4																																												
2	0.4000	4	0.8000	171																																																																																									351	j	k	∅	∅	a	m	³¹	J	K	∅	∅	A	M	_	6	1	∅	∅	7	4	0																							352	j	g	∅	∅	u	m	¹	J	K	∅	∅	Y	M	_	6	1	∅	∅	7	4	0																																												
3	0.6000	3	0.6000	171																																																																																									351	a	j	k	∅	m	³¹	∅	A	J	K	∅	M	_	∅	7	6	1	∅	4	0	∅																							352	u	j	g	∅	m	¹	∅	Y	J	K	∅	M	_	∅	7	6	1	∅	4	0	∅																																												
4	0.8000	2	0.4000	171																																																																																									351	m	a	j	k	³¹	∅	∅	M	A	J	K	_	∅	∅	4	7	6	1	0	∅	∅																							352	m	u	j	g	¹	∅	∅	M	Y	J	K	_	∅	∅	4	7	6	1	0	∅	∅																																												
5	1.0000	1	0.2000	171																																																																																									351	³¹	m	a	j	∅	∅	∅	_	M	A	J	∅	∅	∅	0	4	7	6	∅	∅	∅																							352	¹	m	u	j	∅	∅	∅	_	M	Y	J	∅	∅	∅	0	4	7	6	∅	∅	∅																																												
1	0.2500	4	1.0000	175																																													353	k	∅	∅	∅	j	i	³¹	K	∅	∅	∅	J	I	_	1	∅	∅	∅	6	7	0																																																																			354	g	∅	∅	∅	j	i	²	K	∅	∅	∅	J	I	_	1	∅	∅	∅	6	7	0																																												
2	0.5000	3	0.7500	175																																													353	j	k	∅	∅	i	³¹	∅	J	K	∅	∅	I	_	∅	6	1	∅	∅	7	0	∅																																																																			354	j	g	∅	∅	i	²	∅	J	K	∅	∅	I	_	∅	6	1	∅	∅	7	0	∅																																												
3	0.7500	2	0.5000	175																																													353	i	j	k	∅	³¹	∅	∅	I	J	K	∅	_	∅	∅	7	6	1	∅	0	∅	∅																																																																			354	i	j	g	∅	²	∅	∅	I	J	K	∅	_	∅	∅	7	6	1	∅	0	∅	∅																																												
4	1.0000	1	0.2500	175																																													353	³¹	i	j	k	∅	∅	∅	_	I	J	K	∅	∅	∅	0	7	6	1	∅	∅	∅																																																																			354	²	i	j	g	∅	∅	∅	_	I	J	K	∅	∅	∅	0	7	6	1	∅	∅	∅																																												
1	0.3333	3	1.0000	176																																																																																																																																																											355	j	∅	∅	∅	ɑ	⁵⁵	∅	J	∅	∅	∅	A	_	∅	6	∅	∅	∅	7	0	∅	356	k	∅	∅	∅	ɯ	³¹	∅	K	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	176																																																																																																																																																											355	ɑ	j	∅	∅	⁵⁵	∅	∅	A	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅	356	ɯ	k	∅	∅	³¹	∅	∅	I	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅
3	1.0000	1	0.3333	176																																																																																																																																																											355	⁵⁵	ɑ	j	∅	∅	∅	∅	_	A	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅	356	³¹	ɯ	k	∅	∅	∅	∅	_	I	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅
1	0.2000	5	1.0000	180	357	-	∅	∅	∅	tɕ	a	m	_	∅	∅	∅	C	A	M	0	∅	∅	∅	2	7	4	358	k	∅	∅	∅	j	a	m	K	∅	∅	∅	J	A	M	1	∅	∅	∅	6	7	4	359	k	∅	∅	∅	j	ɛ̃	-	K	∅	∅	∅	J	E	_	1	∅	∅	∅	6	7	0																																																																			360	g	∅	∅	∅	j	a	m	K	∅	∅	∅	J	A	M	1	∅	∅	∅	6	7	4																																												
2	0.4000	4	0.8000	180	357	tɕ	-	∅	∅	a	m	³¹	C	_	∅	∅	A	M	_	2	0	∅	∅	7	4	0	358	j	k	∅	∅	a	m	²¹	J	K	∅	∅	A	M	_	6	1	∅	∅	7	4	0	359	j	k	∅	∅	ɛ̃	-	³¹	J	K	∅	∅	E	_	_	6	1	∅	∅	7	0	0																																																																			360	j	g	∅	∅	a	m	²	J	K	∅	∅	A	M	_	6	1	∅	∅	7	4	0																																												
3	0.6000	3	0.6000	180	357	a	tɕ	-	∅	m	³¹	∅	A	C	_	∅	M	_	∅	7	2	0	∅	4	0	∅	358	a	j	k	∅	m	²¹	∅	A	J	K	∅	M	_	∅	7	6	1	∅	4	0	∅	359	ɛ̃	j	k	∅	-	³¹	∅	E	J	K	∅	_	_	∅	7	6	1	∅	0	0	∅																																																																			360	a	j	g	∅	m	²	∅	A	J	K	∅	M	_	∅	7	6	1	∅	4	0	∅																																												
4	0.8000	2	0.4000	180	357	m	a	tɕ	-	³¹	∅	∅	M	A	C	_	_	∅	∅	4	7	2	0	0	∅	∅	358	m	a	j	k	²¹	∅	∅	M	A	J	K	_	∅	∅	4	7	6	1	0	∅	∅	359	-	ɛ̃	j	k	³¹	∅	∅	_	E	J	K	_	∅	∅	0	7	6	1	0	∅	∅																																																																			360	m	a	j	g	²	∅	∅	M	A	J	K	_	∅	∅	4	7	6	1	0	∅	∅																																												
5	1.0000	1	0.2000	180	357	³¹	m	a	tɕ	∅	∅	∅	_	M	A	C	∅	∅	∅	0	4	7	2	∅	∅	∅	358	²¹	m	a	j	∅	∅	∅	_	M	A	J	∅	∅	∅	0	4	7	6	∅	∅	∅	359	³¹	-	ɛ̃	j	∅	∅	∅	_	_	E	J	∅	∅	∅	0	0	7	6	∅	∅	∅																																																																			360	²	m	a	j	∅	∅	∅	_	M	A	J	∅	∅	∅	0	4	7	6	∅	∅	∅																																												
1	0.2000	5	1.0000	184																							361	k	∅	∅	∅	j	i	-	K	∅	∅	∅	J	I	_	1	∅	∅	∅	6	7	0	362	k	∅	∅	∅	j	i	-	K	∅	∅	∅	J	I	_	1	∅	∅	∅	6	7	0	363	k	∅	∅	∅	j	iː	-	K	∅	∅	∅	J	I	_	1	∅	∅	∅	6	7	0																							364	k	∅	∅	∅	j	i	ʔ	K	∅	∅	∅	J	I	H	1	∅	∅	∅	6	7	1																																																																		
2	0.4000	4	0.8000	184																							361	j	k	∅	∅	i	-	⁵⁵	J	K	∅	∅	I	_	_	6	1	∅	∅	7	0	0	362	j	k	∅	∅	i	-	³⁵	J	K	∅	∅	I	_	_	6	1	∅	∅	7	0	0	363	j	k	∅	∅	iː	-	⁵⁵	J	K	∅	∅	I	_	_	6	1	∅	∅	7	0	0																							364	j	k	∅	∅	i	ʔ	-	J	K	∅	∅	I	H	_	6	1	∅	∅	7	1	0																																																																		
3	0.6000	3	0.6000	184																							361	i	j	k	∅	-	⁵⁵	∅	I	J	K	∅	_	_	∅	7	6	1	∅	0	0	∅	362	i	j	k	∅	-	³⁵	∅	I	J	K	∅	_	_	∅	7	6	1	∅	0	0	∅	363	iː	j	k	∅	-	⁵⁵	∅	I	J	K	∅	_	_	∅	7	6	1	∅	0	0	∅																							364	i	j	k	∅	ʔ	-	∅	I	J	K	∅	H	_	∅	7	6	1	∅	1	0	∅																																																																		
4	0.8000	2	0.4000	184																							361	-	i	j	k	⁵⁵	∅	∅	_	I	J	K	_	∅	∅	0	7	6	1	0	∅	∅	362	-	i	j	k	³⁵	∅	∅	_	I	J	K	_	∅	∅	0	7	6	1	0	∅	∅	363	-	iː	j	k	⁵⁵	∅	∅	_	I	J	K	_	∅	∅	0	7	6	1	0	∅	∅																							364	ʔ	i	j	k	-	∅	∅	H	I	J	K	_	∅	∅	1	7	6	1	0	∅	∅																																																																		
5	1.0000	1	0.2000	184																							361	⁵⁵	-	i	j	∅	∅	∅	_	_	I	J	∅	∅	∅	0	0	7	6	∅	∅	∅	362	³⁵	-	i	j	∅	∅	∅	_	_	I	J	∅	∅	∅	0	0	7	6	∅	∅	∅	363	⁵⁵	-	iː	j	∅	∅	∅	_	_	I	J	∅	∅	∅	0	0	7	6	∅	∅	∅																							364	-	ʔ	i	j	∅	∅	∅	_	H	I	J	∅	∅	∅	0	1	7	6	∅	∅	∅																																																																		
1	0.2000	5	1.0000	188																							365	-	∅	∅	∅	s	e	ŋ	_	∅	∅	∅	S	E	N	0	∅	∅	∅	3	7	4	366	k	∅	∅	∅	j	a	ŋ	K	∅	∅	∅	J	A	N	1	∅	∅	∅	6	7	4																																													367	k	∅	∅	∅	j	a	ɲ	K	∅	∅	∅	J	A	N	1	∅	∅	∅	6	7	4																							368	-	∅	∅	∅	tɕ	ĩ	-	_	∅	∅	∅	C	I	_	0	∅	∅	∅	2	7	0																						
2	0.4000	4	0.8000	188																							365	s	-	∅	∅	e	ŋ	⁵¹	S	_	∅	∅	E	N	_	3	0	∅	∅	7	4	0	366	j	k	∅	∅	a	ŋ	³¹	J	K	∅	∅	A	N	_	6	1	∅	∅	7	4	0																																													367	j	k	∅	∅	a	ɲ	⁵	J	K	∅	∅	A	N	_	6	1	∅	∅	7	4	0																							368	tɕ	-	∅	∅	ĩ	-	⁵⁵	C	_	∅	∅	I	_	_	2	0	∅	∅	7	0	0																						
3	0.6000	3	0.6000	188																							365	e	s	-	∅	ŋ	⁵¹	∅	E	S	_	∅	N	_	∅	7	3	0	∅	4	0	∅	366	a	j	k	∅	ŋ	³¹	∅	A	J	K	∅	N	_	∅	7	6	1	∅	4	0	∅																																													367	a	j	k	∅	ɲ	⁵	∅	A	J	K	∅	N	_	∅	7	6	1	∅	4	0	∅																							368	ĩ	tɕ	-	∅	-	⁵⁵	∅	I	C	_	∅	_	_	∅	7	2	0	∅	0	0	∅																						
4	0.8000	2	0.4000	188																							365	ŋ	e	s	-	⁵¹	∅	∅	N	E	S	_	_	∅	∅	4	7	3	0	0	∅	∅	366	ŋ	a	j	k	³¹	∅	∅	N	A	J	K	_	∅	∅	4	7	6	1	0	∅	∅																																													367	ɲ	a	j	k	⁵	∅	∅	N	A	J	K	_	∅	∅	4	7	6	1	0	∅	∅																							368	-	ĩ	tɕ	-	⁵⁵	∅	∅	_	I	C	_	_	∅	∅	0	7	2	0	0	∅	∅																						
5	1.0000	1	0.2000	188																							365	⁵¹	ŋ	e	s	∅	∅	∅	_	N	E	S	∅	∅	∅	0	4	7	3	∅	∅	∅	366	³¹	ŋ	a	j	∅	∅	∅	_	N	A	J	∅	∅	∅	0	4	7	6	∅	∅	∅																																													367	⁵	ɲ	a	j	∅	∅	∅	_	N	A	J	∅	∅	∅	0	4	7	6	∅	∅	∅																							368	⁵⁵	-	ĩ	tɕ	∅	∅	∅	_	_	I	C	∅	∅	∅	0	0	7	2	∅	∅	∅																						
1	0.2500	4	1.0000	190																							369	k	∅	∅	∅	j	e	⁵¹	K	∅	∅	∅	J	E	_	1	∅	∅	∅	6	7	0	370	k	∅	∅	∅	j	ɛ	⁵⁵	K	∅	∅	∅	J	E	_	1	∅	∅	∅	6	7	0	371	k	∅	∅	∅	j	i	³¹	K	∅	∅	∅	J	I	_	1	∅	∅	∅	6	7	0	372	k	∅	∅	∅	j	ɛ	³¹	K	∅	∅	∅	J	E	_	1	∅	∅	∅	6	7	0																							373	g	∅	∅	∅	j	ɛ	¹	K	∅	∅	∅	J	E	_	1	∅	∅	∅	6	7	0																																												
2	0.5000	3	0.7500	190																							369	j	k	∅	∅	e	⁵¹	∅	J	K	∅	∅	E	_	∅	6	1	∅	∅	7	0	∅	370	j	k	∅	∅	ɛ	⁵⁵	∅	J	K	∅	∅	E	_	∅	6	1	∅	∅	7	0	∅	371	j	k	∅	∅	i	³¹	∅	J	K	∅	∅	I	_	∅	6	1	∅	∅	7	0	∅	372	j	k	∅	∅	ɛ	³¹	∅	J	K	∅	∅	E	_	∅	6	1	∅	∅	7	0	∅																							373	j	g	∅	∅	ɛ	¹	∅	J	K	∅	∅	E	_	∅	6	1	∅	∅	7	0	∅																																												
3	0.7500	2	0.5000	190																							369	e	j	k	∅	⁵¹	∅	∅	E	J	K	∅	_	∅	∅	7	6	1	∅	0	∅	∅	370	ɛ	j	k	∅	⁵⁵	∅	∅	E	J	K	∅	_	∅	∅	7	6	1	∅	0	∅	∅	371	i	j	k	∅	³¹	∅	∅	I	J	K	∅	_	∅	∅	7	6	1	∅	0	∅	∅	372	ɛ	j	k	∅	³¹	∅	∅	E	J	K	∅	_	∅	∅	7	6	1	∅	0	∅	∅																							373	ɛ	j	g	∅	¹	∅	∅	E	J	K	∅	_	∅	∅	7	6	1	∅	0	∅	∅																																												
4	1.0000	1	0.2500	190																							369	⁵¹	e	j	k	∅	∅	∅	_	E	J	K	∅	∅	∅	0	7	6	1	∅	∅	∅	370	⁵⁵	ɛ	j	k	∅	∅	∅	_	E	J	K	∅	∅	∅	0	7	6	1	∅	∅	∅	371	³¹	i	j	k	∅	∅	∅	_	I	J	K	∅	∅	∅	0	7	6	1	∅	∅	∅	372	³¹	ɛ	j	k	∅	∅	∅	_	E	J	K	∅	∅	∅	0	7	6	1	∅	∅	∅																							373	¹	ɛ	j	g	∅	∅	∅	_	E	J	K	∅	∅	∅	0	7	6	1	∅	∅	∅																																												
1	0.2000	5	1.0000	192																							374	k	∅	∅	∅	j	o̱	ʔ	K	∅	∅	∅	J	O	H	1	∅	∅	∅	6	7	1	375	k	∅	∅	∅	j	a̱	ʔ	K	∅	∅	∅	J	A	H	1	∅	∅	∅	6	7	1	376	k	∅	∅	∅	j	ɔ̱	ʔ	K	∅	∅	∅	J	O	H	1	∅	∅	∅	6	7	1	377	k	∅	∅	∅	j	ɔ̱	ʔ	K	∅	∅	∅	J	O	H	1	∅	∅	∅	6	7	1	378	kʰ	∅	∅	∅	j	a	k	K	∅	∅	∅	J	A	K	1	∅	∅	∅	6	7	1	379	ˀk	∅	∅	∅	j	a	k	K	∅	∅	∅	J	A	K	1	∅	∅	∅	6	7	1																																												
2	0.4000	4	0.8000	192																							374	j	k	∅	∅	o̱	ʔ	⁵⁵	J	K	∅	∅	O	H	_	6	1	∅	∅	7	1	0	375	j	k	∅	∅	a̱	ʔ	⁵⁵	J	K	∅	∅	A	H	_	6	1	∅	∅	7	1	0	376	j	k	∅	∅	ɔ̱	ʔ	⁵⁵	J	K	∅	∅	O	H	_	6	1	∅	∅	7	1	0	377	j	k	∅	∅	ɔ̱	ʔ	⁵⁵	J	K	∅	∅	O	H	_	6	1	∅	∅	7	1	0	378	j	kʰ	∅	∅	a	k	-	J	K	∅	∅	A	K	_	6	1	∅	∅	7	1	0	379	j	ˀk	∅	∅	a	k	⁴	J	K	∅	∅	A	K	_	6	1	∅	∅	7	1	0																																												
3	0.6000	3	0.6000	192																							374	o̱	j	k	∅	ʔ	⁵⁵	∅	O	J	K	∅	H	_	∅	7	6	1	∅	1	0	∅	375	a̱	j	k	∅	ʔ	⁵⁵	∅	A	J	K	∅	H	_	∅	7	6	1	∅	1	0	∅	376	ɔ̱	j	k	∅	ʔ	⁵⁵	∅	O	J	K	∅	H	_	∅	7	6	1	∅	1	0	∅	377	ɔ̱	j	k	∅	ʔ	⁵⁵	∅	O	J	K	∅	H	_	∅	7	6	1	∅	1	0	∅	378	a	j	kʰ	∅	k	-	∅	A	J	K	∅	K	_	∅	7	6	1	∅	1	0	∅	379	a	j	ˀk	∅	k	⁴	∅	A	J	K	∅	K	_	∅	7	6	1	∅	1	0	∅																																												
4	0.8000	2	0.4000	192																							374	ʔ	o̱	j	k	⁵⁵	∅	∅	H	O	J	K	_	∅	∅	1	7	6	1	0	∅	∅	375	ʔ	a̱	j	k	⁵⁵	∅	∅	H	A	J	K	_	∅	∅	1	7	6	1	0	∅	∅	376	ʔ	ɔ̱	j	k	⁵⁵	∅	∅	H	O	J	K	_	∅	∅	1	7	6	1	0	∅	∅	377	ʔ	ɔ̱	j	k	⁵⁵	∅	∅	H	O	J	K	_	∅	∅	1	7	6	1	0	∅	∅	378	k	a	j	kʰ	-	∅	∅	K	A	J	K	_	∅	∅	1	7	6	1	0	∅	∅	379	k	a	j	ˀk	⁴	∅	∅	K	A	J	K	_	∅	∅	1	7	6	1	0	∅	∅																																												
