index	index_p	rindex	rindex_p	cogid	id_AchangLongchuan	segment_AchangLongchuan	segment_AchangLongchuan_L1	segment_AchangLongchuan_L2	segment_AchangLongchuan_L3	segment_AchangLongchuan_R1	segment_AchangLongchuan_R2	segment_AchangLongchuan_R3	SC_AchangLongchuan	SC_AchangLongchuan_L1	SC_AchangLongchuan_L2	SC_AchangLongchuan_L3	SC_AchangLongchuan_R1	SC_AchangLongchuan_R2	SC_AchangLongchuan_R3	PROSODY_AchangLongchuan	PROSODY_AchangLongchuan_L1	PROSODY_AchangLongchuan_L2	PROSODY_AchangLongchuan_L3	PROSODY_AchangLongchuan_R1	PROSODY_AchangLongchuan_R2	PROSODY_AchangLongchuan_R3	id_Atsi	segment_Atsi	segment_Atsi_L1	segment_Atsi_L2	segment_Atsi_L3	segment_Atsi_R1	segment_Atsi_R2	segment_Atsi_R3	SC_Atsi	SC_Atsi_L1	SC_Atsi_L2	SC_Atsi_L3	SC_Atsi_R1	SC_Atsi_R2	SC_Atsi_R3	PROSODY_Atsi	PROSODY_Atsi_L1	PROSODY_Atsi_L2	PROSODY_Atsi_L3	PROSODY_Atsi_R1	PROSODY_Atsi_R2	PROSODY_Atsi_R3	id_Bola	segment_Bola	segment_Bola_L1	segment_Bola_L2	segment_Bola_L3	segment_Bola_R1	segment_Bola_R2	segment_Bola_R3	SC_Bola	SC_Bola_L1	SC_Bola_L2	SC_Bola_L3	SC_Bola_R1	SC_Bola_R2	SC_Bola_R3	PROSODY_Bola	PROSODY_Bola_L1	PROSODY_Bola_L2	PROSODY_Bola_L3	PROSODY_Bola_R1	PROSODY_Bola_R2	PROSODY_Bola_R3	id_Lashi	segment_Lashi	segment_Lashi_L1	segment_Lashi_L2	segment_Lashi_L3	segment_Lashi_R1	segment_Lashi_R2	segment_Lashi_R3	SC_Lashi	SC_Lashi_L1	SC_Lashi_L2	SC_Lashi_L3	SC_Lashi_R1	SC_Lashi_R2	SC_Lashi_R3	PROSODY_Lashi	PROSODY_Lashi_L1	PROSODY_Lashi_L2	PROSODY_Lashi_L3	PROSODY_Lashi_R1	PROSODY_Lashi_R2	PROSODY_Lashi_R3	id_Maru	segment_Maru	segment_Maru_L1	segment_Maru_L2	segment_Maru_L3	segment_Maru_R1	segment_Maru_R2	segment_Maru_R3	SC_Maru	SC_Maru_L1	SC_Maru_L2	SC_Maru_L3	SC_Maru_R1	SC_Maru_R2	SC_Maru_R3	PROSODY_Maru	PROSODY_Maru_L1	PROSODY_Maru_L2	PROSODY_Maru_L3	PROSODY_Maru_R1	PROSODY_Maru_R2	PROSODY_Maru_R3	id_OldBurmese	segment_OldBurmese	segment_OldBurmese_L1	segment_OldBurmese_L2	segment_OldBurmese_L3	segment_OldBurmese_R1	segment_OldBurmese_R2	segment_OldBurmese_R3	SC_OldBurmese	SC_OldBurmese_L1	SC_OldBurmese_L2	SC_OldBurmese_L3	SC_OldBurmese_R1	SC_OldBurmese_R2	SC_OldBurmese_R3	PROSODY_OldBurmese	PROSODY_OldBurmese_L1	PROSODY_OldBurmese_L2	PROSODY_OldBurmese_L3	PROSODY_OldBurmese_R1	PROSODY_OldBurmese_R2	PROSODY_OldBurmese_R3	id_ProtoBurmish	segment_ProtoBurmish	segment_ProtoBurmish_L1	segment_ProtoBurmish_L2	segment_ProtoBurmish_L3	segment_ProtoBurmish_R1	segment_ProtoBurmish_R2	segment_ProtoBurmish_R3	SC_ProtoBurmish	SC_ProtoBurmish_L1	SC_ProtoBurmish_L2	SC_ProtoBurmish_L3	SC_ProtoBurmish_R1	SC_ProtoBurmish_R2	SC_ProtoBurmish_R3	PROSODY_ProtoBurmish	PROSODY_ProtoBurmish_L1	PROSODY_ProtoBurmish_L2	PROSODY_ProtoBurmish_L3	PROSODY_ProtoBurmish_R1	PROSODY_ProtoBurmish_R2	PROSODY_ProtoBurmish_R3	id_Rangoon	segment_Rangoon	segment_Rangoon_L1	segment_Rangoon_L2	segment_Rangoon_L3	segment_Rangoon_R1	segment_Rangoon_R2	segment_Rangoon_R3	SC_Rangoon	SC_Rangoon_L1	SC_Rangoon_L2	SC_Rangoon_L3	SC_Rangoon_R1	SC_Rangoon_R2	SC_Rangoon_R3	PROSODY_Rangoon	PROSODY_Rangoon_L1	PROSODY_Rangoon_L2	PROSODY_Rangoon_L3	PROSODY_Rangoon_R1	PROSODY_Rangoon_R2	PROSODY_Rangoon_R3	id_Xiandao	segment_Xiandao	segment_Xiandao_L1	segment_Xiandao_L2	segment_Xiandao_L3	segment_Xiandao_R1	segment_Xiandao_R2	segment_Xiandao_R3	SC_Xiandao	SC_Xiandao_L1	SC_Xiandao_L2	SC_Xiandao_L3	SC_Xiandao_R1	SC_Xiandao_R2	SC_Xiandao_R3	PROSODY_Xiandao	PROSODY_Xiandao_L1	PROSODY_Xiandao_L2	PROSODY_Xiandao_L3	PROSODY_Xiandao_R1	PROSODY_Xiandao_R2	PROSODY_Xiandao_R3
2	0.5000	3	0.7500	211	502	a	ʑ	∅	∅	m	⁵⁵	∅	A	S	∅	∅	M	_	∅	7	3	∅	∅	4	0	∅	503	a	j	∅	∅	m	⁵¹	∅	A	J	∅	∅	M	_	∅	7	6	∅	∅	4	0	∅	504	ɛ̃	j	∅	∅	-	⁵⁵	∅	E	J	∅	∅	_	_	∅	7	6	∅	∅	0	0	∅	505	a	j	∅	∅	m	³¹	∅	A	J	∅	∅	M	_	∅	7	6	∅	∅	4	0	∅	506	ɛ̃	j	∅	∅	-	³	∅	E	J	∅	∅	_	_	∅	7	6	∅	∅	0	0	∅																							507	a	j	∅	∅	m	¹	∅	A	J	∅	∅	M	_	∅	7	6	∅	∅	4	0	∅	508	ɑ	n	∅	∅	-	⁵⁵	∅	A	N	∅	∅	_	_	∅	7	4	∅	∅	0	0	∅	509	a	j	∅	∅	m	⁵⁵	∅	A	J	∅	∅	M	_	∅	7	6	∅	∅	4	0	∅
3	0.7500	2	0.5000	211	502	m	a	ʑ	∅	⁵⁵	∅	∅	M	A	S	∅	_	∅	∅	4	7	3	∅	0	∅	∅	503	m	a	j	∅	⁵¹	∅	∅	M	A	J	∅	_	∅	∅	4	7	6	∅	0	∅	∅	504	-	ɛ̃	j	∅	⁵⁵	∅	∅	_	E	J	∅	_	∅	∅	0	7	6	∅	0	∅	∅	505	m	a	j	∅	³¹	∅	∅	M	A	J	∅	_	∅	∅	4	7	6	∅	0	∅	∅	506	-	ɛ̃	j	∅	³	∅	∅	_	E	J	∅	_	∅	∅	0	7	6	∅	0	∅	∅																							507	m	a	j	∅	¹	∅	∅	M	A	J	∅	_	∅	∅	4	7	6	∅	0	∅	∅	508	-	ɑ	n	∅	⁵⁵	∅	∅	_	A	N	∅	_	∅	∅	0	7	4	∅	0	∅	∅	509	m	a	j	∅	⁵⁵	∅	∅	M	A	J	∅	_	∅	∅	4	7	6	∅	0	∅	∅
4	1.0000	1	0.2500	211	502	⁵⁵	m	a	ʑ	∅	∅	∅	_	M	A	S	∅	∅	∅	0	4	7	3	∅	∅	∅	503	⁵¹	m	a	j	∅	∅	∅	_	M	A	J	∅	∅	∅	0	4	7	6	∅	∅	∅	504	⁵⁵	-	ɛ̃	j	∅	∅	∅	_	_	E	J	∅	∅	∅	0	0	7	6	∅	∅	∅	505	³¹	m	a	j	∅	∅	∅	_	M	A	J	∅	∅	∅	0	4	7	6	∅	∅	∅	506	³	-	ɛ̃	j	∅	∅	∅	_	_	E	J	∅	∅	∅	0	0	7	6	∅	∅	∅																							507	¹	m	a	j	∅	∅	∅	_	M	A	J	∅	∅	∅	0	4	7	6	∅	∅	∅	508	⁵⁵	-	ɑ	n	∅	∅	∅	_	_	A	N	∅	∅	∅	0	0	7	4	∅	∅	∅	509	⁵⁵	m	a	j	∅	∅	∅	_	M	A	J	∅	∅	∅	0	4	7	6	∅	∅	∅
1	0.2500	4	1.0000	214	510	ʑ	∅	∅	∅	a	m	³¹	S	∅	∅	∅	A	M	_	3	∅	∅	∅	7	4	0	511	j	∅	∅	∅	a	m	²¹	J	∅	∅	∅	A	M	_	6	∅	∅	∅	7	4	0	512	j	∅	∅	∅	ɛ̃	-	³¹	J	∅	∅	∅	E	_	_	6	∅	∅	∅	7	0	0	513	j	∅	∅	∅	a	m	³³	J	∅	∅	∅	A	M	_	6	∅	∅	∅	7	4	0	514	j	∅	∅	∅	ɛ̃	-	³⁵	J	∅	∅	∅	E	_	_	6	∅	∅	∅	7	0	0																							515	j	∅	∅	∅	a	m	²	J	∅	∅	∅	A	M	_	6	∅	∅	∅	7	4	0																							516	j	∅	∅	∅	a	m	³¹	J	∅	∅	∅	A	M	_	6	∅	∅	∅	7	4	0
2	0.5000	3	0.7500	214	510	a	ʑ	∅	∅	m	³¹	∅	A	S	∅	∅	M	_	∅	7	3	∅	∅	4	0	∅	511	a	j	∅	∅	m	²¹	∅	A	J	∅	∅	M	_	∅	7	6	∅	∅	4	0	∅	512	ɛ̃	j	∅	∅	-	³¹	∅	E	J	∅	∅	_	_	∅	7	6	∅	∅	0	0	∅	513	a	j	∅	∅	m	³³	∅	A	J	∅	∅	M	_	∅	7	6	∅	∅	4	0	∅	514	ɛ̃	j	∅	∅	-	³⁵	∅	E	J	∅	∅	_	_	∅	7	6	∅	∅	0	0	∅																							515	a	j	∅	∅	m	²	∅	A	J	∅	∅	M	_	∅	7	6	∅	∅	4	0	∅																							516	a	j	∅	∅	m	³¹	∅	A	J	∅	∅	M	_	∅	7	6	∅	∅	4	0	∅
3	0.7500	2	0.5000	214	510	m	a	ʑ	∅	³¹	∅	∅	M	A	S	∅	_	∅	∅	4	7	3	∅	0	∅	∅	511	m	a	j	∅	²¹	∅	∅	M	A	J	∅	_	∅	∅	4	7	6	∅	0	∅	∅	512	-	ɛ̃	j	∅	³¹	∅	∅	_	E	J	∅	_	∅	∅	0	7	6	∅	0	∅	∅	513	m	a	j	∅	³³	∅	∅	M	A	J	∅	_	∅	∅	4	7	6	∅	0	∅	∅	514	-	ɛ̃	j	∅	³⁵	∅	∅	_	E	J	∅	_	∅	∅	0	7	6	∅	0	∅	∅																							515	m	a	j	∅	²	∅	∅	M	A	J	∅	_	∅	∅	4	7	6	∅	0	∅	∅																							516	m	a	j	∅	³¹	∅	∅	M	A	J	∅	_	∅	∅	4	7	6	∅	0	∅	∅
4	1.0000	1	0.2500	214	510	³¹	m	a	ʑ	∅	∅	∅	_	M	A	S	∅	∅	∅	0	4	7	3	∅	∅	∅	511	²¹	m	a	j	∅	∅	∅	_	M	A	J	∅	∅	∅	0	4	7	6	∅	∅	∅	512	³¹	-	ɛ̃	j	∅	∅	∅	_	_	E	J	∅	∅	∅	0	0	7	6	∅	∅	∅	513	³³	m	a	j	∅	∅	∅	_	M	A	J	∅	∅	∅	0	4	7	6	∅	∅	∅	514	³⁵	-	ɛ̃	j	∅	∅	∅	_	_	E	J	∅	∅	∅	0	0	7	6	∅	∅	∅																							515	²	m	a	j	∅	∅	∅	_	M	A	J	∅	∅	∅	0	4	7	6	∅	∅	∅																							516	³¹	m	a	j	∅	∅	∅	_	M	A	J	∅	∅	∅	0	4	7	6	∅	∅	∅
1	0.2000	5	1.0000	220	517	ȵ̥	∅	∅	∅	-	a	ŋ	N	∅	∅	∅	_	A	N	4	∅	∅	∅	0	7	4	518	-	∅	∅	∅	j	a̱	ŋ	_	∅	∅	∅	J	A	N	0	∅	∅	∅	6	7	4	519	-	∅	∅	∅	j	ɔ̃	-	_	∅	∅	∅	J	U	_	0	∅	∅	∅	6	7	0	520	ŋ	∅	∅	∅	j	a	ŋ	N	∅	∅	∅	J	A	N	4	∅	∅	∅	6	7	4	521	-	∅	∅	∅	j	ɔ̃	-	_	∅	∅	∅	J	U	_	0	∅	∅	∅	6	7	0																							522	-	∅	∅	∅	j	a	ŋ	_	∅	∅	∅	J	A	N	0	∅	∅	∅	6	7	4																							523	ɲ̊	∅	∅	∅	-	a	ŋ	N	∅	∅	∅	_	A	N	4	∅	∅	∅	0	7	4
2	0.4000	4	0.8000	220	517	-	ȵ̥	∅	∅	a	ŋ	³¹	_	N	∅	∅	A	N	_	0	4	∅	∅	7	4	0	518	j	-	∅	∅	a̱	ŋ	²¹	J	_	∅	∅	A	N	_	6	0	∅	∅	7	4	0	519	j	-	∅	∅	ɔ̃	-	³¹	J	_	∅	∅	U	_	_	6	0	∅	∅	7	0	0	520	j	ŋ	∅	∅	a	ŋ	³³	J	N	∅	∅	A	N	_	6	4	∅	∅	7	4	0	521	j	-	∅	∅	ɔ̃	-	³⁵	J	_	∅	∅	U	_	_	6	0	∅	∅	7	0	0																							522	j	-	∅	∅	a	ŋ	²	J	_	∅	∅	A	N	_	6	0	∅	∅	7	4	0																							523	-	ɲ̊	∅	∅	a	ŋ	³¹	_	N	∅	∅	A	N	_	0	4	∅	∅	7	4	0
3	0.6000	3	0.6000	220	517	a	-	ȵ̥	∅	ŋ	³¹	∅	A	_	N	∅	N	_	∅	7	0	4	∅	4	0	∅	518	a̱	j	-	∅	ŋ	²¹	∅	A	J	_	∅	N	_	∅	7	6	0	∅	4	0	∅	519	ɔ̃	j	-	∅	-	³¹	∅	U	J	_	∅	_	_	∅	7	6	0	∅	0	0	∅	520	a	j	ŋ	∅	ŋ	³³	∅	A	J	N	∅	N	_	∅	7	6	4	∅	4	0	∅	521	ɔ̃	j	-	∅	-	³⁵	∅	U	J	_	∅	_	_	∅	7	6	0	∅	0	0	∅																							522	a	j	-	∅	ŋ	²	∅	A	J	_	∅	N	_	∅	7	6	0	∅	4	0	∅																							523	a	-	ɲ̊	∅	ŋ	³¹	∅	A	_	N	∅	N	_	∅	7	0	4	∅	4	0	∅
4	0.8000	2	0.4000	220	517	ŋ	a	-	ȵ̥	³¹	∅	∅	N	A	_	N	_	∅	∅	4	7	0	4	0	∅	∅	518	ŋ	a̱	j	-	²¹	∅	∅	N	A	J	_	_	∅	∅	4	7	6	0	0	∅	∅	519	-	ɔ̃	j	-	³¹	∅	∅	_	U	J	_	_	∅	∅	0	7	6	0	0	∅	∅	520	ŋ	a	j	ŋ	³³	∅	∅	N	A	J	N	_	∅	∅	4	7	6	4	0	∅	∅	521	-	ɔ̃	j	-	³⁵	∅	∅	_	U	J	_	_	∅	∅	0	7	6	0	0	∅	∅																							522	ŋ	a	j	-	²	∅	∅	N	A	J	_	_	∅	∅	4	7	6	0	0	∅	∅																							523	ŋ	a	-	ɲ̊	³¹	∅	∅	N	A	_	N	_	∅	∅	4	7	0	4	0	∅	∅
5	1.0000	1	0.2000	220	517	³¹	ŋ	a	-	∅	∅	∅	_	N	A	_	∅	∅	∅	0	4	7	0	∅	∅	∅	518	²¹	ŋ	a̱	j	∅	∅	∅	_	N	A	J	∅	∅	∅	0	4	7	6	∅	∅	∅	519	³¹	-	ɔ̃	j	∅	∅	∅	_	_	U	J	∅	∅	∅	0	0	7	6	∅	∅	∅	520	³³	ŋ	a	j	∅	∅	∅	_	N	A	J	∅	∅	∅	0	4	7	6	∅	∅	∅	521	³⁵	-	ɔ̃	j	∅	∅	∅	_	_	U	J	∅	∅	∅	0	0	7	6	∅	∅	∅																							522	²	ŋ	a	j	∅	∅	∅	_	N	A	J	∅	∅	∅	0	4	7	6	∅	∅	∅																							523	³¹	ŋ	a	-	∅	∅	∅	_	N	A	_	∅	∅	∅	0	4	7	0	∅	∅	∅
1	0.2500	4	1.0000	228																							524	j	∅	∅	∅	ui	-	⁵¹	J	∅	∅	∅	Y	_	_	6	∅	∅	∅	7	0	0	525	j	∅	∅	∅	u	-	⁵⁵	J	∅	∅	∅	Y	_	_	6	∅	∅	∅	7	0	0	526	j	∅	∅	∅	aːu	-	³¹	J	∅	∅	∅	A	_	_	6	∅	∅	∅	7	0	0	527	j	∅	∅	∅	u	k	³¹	J	∅	∅	∅	Y	K	_	6	∅	∅	∅	7	1	0																																																																																								
2	0.5000	3	0.7500	228																							524	ui	j	∅	∅	-	⁵¹	∅	Y	J	∅	∅	_	_	∅	7	6	∅	∅	0	0	∅	525	u	j	∅	∅	-	⁵⁵	∅	Y	J	∅	∅	_	_	∅	7	6	∅	∅	0	0	∅	526	aːu	j	∅	∅	-	³¹	∅	A	J	∅	∅	_	_	∅	7	6	∅	∅	0	0	∅	527	u	j	∅	∅	k	³¹	∅	Y	J	∅	∅	K	_	∅	7	6	∅	∅	1	0	∅																																																																																								
3	0.7500	2	0.5000	228																							524	-	ui	j	∅	⁵¹	∅	∅	_	Y	J	∅	_	∅	∅	0	7	6	∅	0	∅	∅	525	-	u	j	∅	⁵⁵	∅	∅	_	Y	J	∅	_	∅	∅	0	7	6	∅	0	∅	∅	526	-	aːu	j	∅	³¹	∅	∅	_	A	J	∅	_	∅	∅	0	7	6	∅	0	∅	∅	527	k	u	j	∅	³¹	∅	∅	K	Y	J	∅	_	∅	∅	1	7	6	∅	0	∅	∅																																																																																								
4	1.0000	1	0.2500	228																							524	⁵¹	-	ui	j	∅	∅	∅	_	_	Y	J	∅	∅	∅	0	0	7	6	∅	∅	∅	525	⁵⁵	-	u	j	∅	∅	∅	_	_	Y	J	∅	∅	∅	0	0	7	6	∅	∅	∅	526	³¹	-	aːu	j	∅	∅	∅	_	_	A	J	∅	∅	∅	0	0	7	6	∅	∅	∅	527	³¹	k	u	j	∅	∅	∅	_	K	Y	J	∅	∅	∅	0	1	7	6	∅	∅	∅																																																																																								
1	0.2500	4	1.0000	232	528	ʑ	∅	∅	∅	u	ʔ	⁵⁵	S	∅	∅	∅	Y	H	_	3	∅	∅	∅	7	1	0																																																																																									529	j	∅	∅	∅	ɔ	k	-	J	∅	∅	∅	U	K	_	6	∅	∅	∅	7	1	0	530	ˀj	∅	∅	∅	u	k	⁴	J	∅	∅	∅	Y	K	_	6	∅	∅	∅	7	1	0																																												
2	0.5000	3	0.7500	232	528	u	ʑ	∅	∅	ʔ	⁵⁵	∅	Y	S	∅	∅	H	_	∅	7	3	∅	∅	1	0	∅																																																																																									529	ɔ	j	∅	∅	k	-	∅	U	J	∅	∅	K	_	∅	7	6	∅	∅	1	0	∅	530	u	ˀj	∅	∅	k	⁴	∅	Y	J	∅	∅	K	_	∅	7	6	∅	∅	1	0	∅																																												
3	0.7500	2	0.5000	232	528	ʔ	u	ʑ	∅	⁵⁵	∅	∅	H	Y	S	∅	_	∅	∅	1	7	3	∅	0	∅	∅																																																																																									529	k	ɔ	j	∅	-	∅	∅	K	U	J	∅	_	∅	∅	1	7	6	∅	0	∅	∅	530	k	u	ˀj	∅	⁴	∅	∅	K	Y	J	∅	_	∅	∅	1	7	6	∅	0	∅	∅																																												
4	1.0000	1	0.2500	232	528	⁵⁵	ʔ	u	ʑ	∅	∅	∅	_	H	Y	S	∅	∅	∅	0	1	7	3	∅	∅	∅																																																																																									529	-	k	ɔ	j	∅	∅	∅	_	K	U	J	∅	∅	∅	0	1	7	6	∅	∅	∅	530	⁴	k	u	ˀj	∅	∅	∅	_	K	Y	J	∅	∅	∅	0	1	7	6	∅	∅	∅																																												
1	0.2500	4	1.0000	233																							531	j	∅	∅	∅	u	ʔ	²¹	J	∅	∅	∅	Y	H	_	6	∅	∅	∅	7	1	0	532	j	∅	∅	∅	au	ʔ	³¹	J	∅	∅	∅	A	H	_	6	∅	∅	∅	7	1	0	533	j	∅	∅	∅	u̥	ʔ	³¹	J	∅	∅	∅	U	H	_	6	∅	∅	∅	7	1	0	534	j	∅	∅	∅	au	k	³¹	J	∅	∅	∅	A	K	_	6	∅	∅	∅	7	1	0																							535	j	∅	∅	∅	u	k	⁴	J	∅	∅	∅	Y	K	_	6	∅	∅	∅	7	1	0	536	j	∅	∅	∅	ɑu	ʔ	⁴	J	∅	∅	∅	A	H	_	6	∅	∅	∅	7	1	0	537	j	∅	∅	∅	u	ʔ	⁵⁵	J	∅	∅	∅	Y	H	_	6	∅	∅	∅	7	1	0
2	0.5000	3	0.7500	233																							531	u	j	∅	∅	ʔ	²¹	∅	Y	J	∅	∅	H	_	∅	7	6	∅	∅	1	0	∅	532	au	j	∅	∅	ʔ	³¹	∅	A	J	∅	∅	H	_	∅	7	6	∅	∅	1	0	∅	533	u̥	j	∅	∅	ʔ	³¹	∅	U	J	∅	∅	H	_	∅	7	6	∅	∅	1	0	∅	534	au	j	∅	∅	k	³¹	∅	A	J	∅	∅	K	_	∅	7	6	∅	∅	1	0	∅																							535	u	j	∅	∅	k	⁴	∅	Y	J	∅	∅	K	_	∅	7	6	∅	∅	1	0	∅	536	ɑu	j	∅	∅	ʔ	⁴	∅	A	J	∅	∅	H	_	∅	7	6	∅	∅	1	0	∅	537	u	j	∅	∅	ʔ	⁵⁵	∅	Y	J	∅	∅	H	_	∅	7	6	∅	∅	1	0	∅
3	0.7500	2	0.5000	233																							531	ʔ	u	j	∅	²¹	∅	∅	H	Y	J	∅	_	∅	∅	1	7	6	∅	0	∅	∅	532	ʔ	au	j	∅	³¹	∅	∅	H	A	J	∅	_	∅	∅	1	7	6	∅	0	∅	∅	533	ʔ	u̥	j	∅	³¹	∅	∅	H	U	J	∅	_	∅	∅	1	7	6	∅	0	∅	∅	534	k	au	j	∅	³¹	∅	∅	K	A	J	∅	_	∅	∅	1	7	6	∅	0	∅	∅																							535	k	u	j	∅	⁴	∅	∅	K	Y	J	∅	_	∅	∅	1	7	6	∅	0	∅	∅	536	ʔ	ɑu	j	∅	⁴	∅	∅	H	A	J	∅	_	∅	∅	1	7	6	∅	0	∅	∅	537	ʔ	u	j	∅	⁵⁵	∅	∅	H	Y	J	∅	_	∅	∅	1	7	6	∅	0	∅	∅
4	1.0000	1	0.2500	233																							531	²¹	ʔ	u	j	∅	∅	∅	_	H	Y	J	∅	∅	∅	0	1	7	6	∅	∅	∅	532	³¹	ʔ	au	j	∅	∅	∅	_	H	A	J	∅	∅	∅	0	1	7	6	∅	∅	∅	533	³¹	ʔ	u̥	j	∅	∅	∅	_	H	U	J	∅	∅	∅	0	1	7	6	∅	∅	∅	534	³¹	k	au	j	∅	∅	∅	_	K	A	J	∅	∅	∅	0	1	7	6	∅	∅	∅																							535	⁴	k	u	j	∅	∅	∅	_	K	Y	J	∅	∅	∅	0	1	7	6	∅	∅	∅	536	⁴	ʔ	ɑu	j	∅	∅	∅	_	H	A	J	∅	∅	∅	0	1	7	6	∅	∅	∅	537	⁵⁵	ʔ	u	j	∅	∅	∅	_	H	Y	J	∅	∅	∅	0	1	7	6	∅	∅	∅
1	0.3333	3	1.0000	234	538	-	∅	∅	∅	i	³¹	∅	_	∅	∅	∅	I	_	∅	0	∅	∅	∅	7	0	∅																																																																																																															539	ˀj	∅	∅	∅	ai	²	∅	J	∅	∅	∅	A	_	∅	6	∅	∅	∅	7	0	∅																																												
2	0.6667	2	0.6667	234	538	i	-	∅	∅	³¹	∅	∅	I	_	∅	∅	_	∅	∅	7	0	∅	∅	0	∅	∅																																																																																																															539	ai	ˀj	∅	∅	²	∅	∅	A	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅																																												
3	1.0000	1	0.3333	234	538	³¹	i	-	∅	∅	∅	∅	_	I	_	∅	∅	∅	∅	0	7	0	∅	∅	∅	∅																																																																																																															539	²	ai	ˀj	∅	∅	∅	∅	_	A	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅																																												
1	0.3333	3	1.0000	244																							540	kʰ	∅	∅	∅	e	²¹	∅	K	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅																							541	kʰ	∅	∅	∅	ɛː	⁵⁵	∅	K	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅	542	kʰ	∅	∅	∅	ai	³⁵	∅	K	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅																							543	k	∅	∅	∅	ai	²	∅	K	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅	544	kʰ	∅	∅	∅	ɛ	⁵⁵	∅	K	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅																						
2	0.6667	2	0.6667	244																							540	e	kʰ	∅	∅	²¹	∅	∅	E	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							541	ɛː	kʰ	∅	∅	⁵⁵	∅	∅	E	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	542	ai	kʰ	∅	∅	³⁵	∅	∅	A	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							543	ai	k	∅	∅	²	∅	∅	A	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	544	ɛ	kʰ	∅	∅	⁵⁵	∅	∅	E	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																						
3	1.0000	1	0.3333	244																							540	²¹	e	kʰ	∅	∅	∅	∅	_	E	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							541	⁵⁵	ɛː	kʰ	∅	∅	∅	∅	_	E	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	542	³⁵	ai	kʰ	∅	∅	∅	∅	_	A	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							543	²	ai	k	∅	∅	∅	∅	_	A	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	544	⁵⁵	ɛ	kʰ	∅	∅	∅	∅	_	E	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																						
1	0.3333	3	1.0000	245																																													545	kʰ	∅	∅	∅	ai	³⁵	∅	K	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅																																																																			546	k	∅	∅	∅	ai	³	∅	K	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅																																												
2	0.6667	2	0.6667	245																																													545	ai	kʰ	∅	∅	³⁵	∅	∅	A	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																																																			546	ai	k	∅	∅	³	∅	∅	A	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																												
3	1.0000	1	0.3333	245																																													545	³⁵	ai	kʰ	∅	∅	∅	∅	_	A	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																																																			546	³	ai	k	∅	∅	∅	∅	_	A	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																												
1	0.2500	4	1.0000	247																																													547	kʰ	∅	∅	∅	a	ʔ	⁵⁵	K	∅	∅	∅	A	H	_	1	∅	∅	∅	7	1	0																							548	kʰ	∅	∅	∅	ɔ	ʔ	⁵⁵	K	∅	∅	∅	U	H	_	1	∅	∅	∅	7	1	0	549	kʰ	∅	∅	∅	a	k	-	K	∅	∅	∅	A	K	_	1	∅	∅	∅	7	1	0	550	k	∅	∅	∅	a	k	⁴	K	∅	∅	∅	A	K	_	1	∅	∅	∅	7	1	0																																												
2	0.5000	3	0.7500	247																																													547	a	kʰ	∅	∅	ʔ	⁵⁵	∅	A	K	∅	∅	H	_	∅	7	1	∅	∅	1	0	∅																							548	ɔ	kʰ	∅	∅	ʔ	⁵⁵	∅	U	K	∅	∅	H	_	∅	7	1	∅	∅	1	0	∅	549	a	kʰ	∅	∅	k	-	∅	A	K	∅	∅	K	_	∅	7	1	∅	∅	1	0	∅	550	a	k	∅	∅	k	⁴	∅	A	K	∅	∅	K	_	∅	7	1	∅	∅	1	0	∅																																												
3	0.7500	2	0.5000	247																																													547	ʔ	a	kʰ	∅	⁵⁵	∅	∅	H	A	K	∅	_	∅	∅	1	7	1	∅	0	∅	∅																							548	ʔ	ɔ	kʰ	∅	⁵⁵	∅	∅	H	U	K	∅	_	∅	∅	1	7	1	∅	0	∅	∅	549	k	a	kʰ	∅	-	∅	∅	K	A	K	∅	_	∅	∅	1	7	1	∅	0	∅	∅	550	k	a	k	∅	⁴	∅	∅	K	A	K	∅	_	∅	∅	1	7	1	∅	0	∅	∅																																												
