index	index_p	rindex	rindex_p	cogid	id_AchangLongchuan	segment_AchangLongchuan	segment_AchangLongchuan_L1	segment_AchangLongchuan_L2	segment_AchangLongchuan_L3	segment_AchangLongchuan_R1	segment_AchangLongchuan_R2	segment_AchangLongchuan_R3	SC_AchangLongchuan	SC_AchangLongchuan_L1	SC_AchangLongchuan_L2	SC_AchangLongchuan_L3	SC_AchangLongchuan_R1	SC_AchangLongchuan_R2	SC_AchangLongchuan_R3	PROSODY_AchangLongchuan	PROSODY_AchangLongchuan_L1	PROSODY_AchangLongchuan_L2	PROSODY_AchangLongchuan_L3	PROSODY_AchangLongchuan_R1	PROSODY_AchangLongchuan_R2	PROSODY_AchangLongchuan_R3	id_Atsi	segment_Atsi	segment_Atsi_L1	segment_Atsi_L2	segment_Atsi_L3	segment_Atsi_R1	segment_Atsi_R2	segment_Atsi_R3	SC_Atsi	SC_Atsi_L1	SC_Atsi_L2	SC_Atsi_L3	SC_Atsi_R1	SC_Atsi_R2	SC_Atsi_R3	PROSODY_Atsi	PROSODY_Atsi_L1	PROSODY_Atsi_L2	PROSODY_Atsi_L3	PROSODY_Atsi_R1	PROSODY_Atsi_R2	PROSODY_Atsi_R3	id_Bola	segment_Bola	segment_Bola_L1	segment_Bola_L2	segment_Bola_L3	segment_Bola_R1	segment_Bola_R2	segment_Bola_R3	SC_Bola	SC_Bola_L1	SC_Bola_L2	SC_Bola_L3	SC_Bola_R1	SC_Bola_R2	SC_Bola_R3	PROSODY_Bola	PROSODY_Bola_L1	PROSODY_Bola_L2	PROSODY_Bola_L3	PROSODY_Bola_R1	PROSODY_Bola_R2	PROSODY_Bola_R3	id_Lashi	segment_Lashi	segment_Lashi_L1	segment_Lashi_L2	segment_Lashi_L3	segment_Lashi_R1	segment_Lashi_R2	segment_Lashi_R3	SC_Lashi	SC_Lashi_L1	SC_Lashi_L2	SC_Lashi_L3	SC_Lashi_R1	SC_Lashi_R2	SC_Lashi_R3	PROSODY_Lashi	PROSODY_Lashi_L1	PROSODY_Lashi_L2	PROSODY_Lashi_L3	PROSODY_Lashi_R1	PROSODY_Lashi_R2	PROSODY_Lashi_R3	id_Maru	segment_Maru	segment_Maru_L1	segment_Maru_L2	segment_Maru_L3	segment_Maru_R1	segment_Maru_R2	segment_Maru_R3	SC_Maru	SC_Maru_L1	SC_Maru_L2	SC_Maru_L3	SC_Maru_R1	SC_Maru_R2	SC_Maru_R3	PROSODY_Maru	PROSODY_Maru_L1	PROSODY_Maru_L2	PROSODY_Maru_L3	PROSODY_Maru_R1	PROSODY_Maru_R2	PROSODY_Maru_R3	id_OldBurmese	segment_OldBurmese	segment_OldBurmese_L1	segment_OldBurmese_L2	segment_OldBurmese_L3	segment_OldBurmese_R1	segment_OldBurmese_R2	segment_OldBurmese_R3	SC_OldBurmese	SC_OldBurmese_L1	SC_OldBurmese_L2	SC_OldBurmese_L3	SC_OldBurmese_R1	SC_OldBurmese_R2	SC_OldBurmese_R3	PROSODY_OldBurmese	PROSODY_OldBurmese_L1	PROSODY_OldBurmese_L2	PROSODY_OldBurmese_L3	PROSODY_OldBurmese_R1	PROSODY_OldBurmese_R2	PROSODY_OldBurmese_R3	id_ProtoBurmish	segment_ProtoBurmish	segment_ProtoBurmish_L1	segment_ProtoBurmish_L2	segment_ProtoBurmish_L3	segment_ProtoBurmish_R1	segment_ProtoBurmish_R2	segment_ProtoBurmish_R3	SC_ProtoBurmish	SC_ProtoBurmish_L1	SC_ProtoBurmish_L2	SC_ProtoBurmish_L3	SC_ProtoBurmish_R1	SC_ProtoBurmish_R2	SC_ProtoBurmish_R3	PROSODY_ProtoBurmish	PROSODY_ProtoBurmish_L1	PROSODY_ProtoBurmish_L2	PROSODY_ProtoBurmish_L3	PROSODY_ProtoBurmish_R1	PROSODY_ProtoBurmish_R2	PROSODY_ProtoBurmish_R3	id_Rangoon	segment_Rangoon	segment_Rangoon_L1	segment_Rangoon_L2	segment_Rangoon_L3	segment_Rangoon_R1	segment_Rangoon_R2	segment_Rangoon_R3	SC_Rangoon	SC_Rangoon_L1	SC_Rangoon_L2	SC_Rangoon_L3	SC_Rangoon_R1	SC_Rangoon_R2	SC_Rangoon_R3	PROSODY_Rangoon	PROSODY_Rangoon_L1	PROSODY_Rangoon_L2	PROSODY_Rangoon_L3	PROSODY_Rangoon_R1	PROSODY_Rangoon_R2	PROSODY_Rangoon_R3	id_Xiandao	segment_Xiandao	segment_Xiandao_L1	segment_Xiandao_L2	segment_Xiandao_L3	segment_Xiandao_R1	segment_Xiandao_R2	segment_Xiandao_R3	SC_Xiandao	SC_Xiandao_L1	SC_Xiandao_L2	SC_Xiandao_L3	SC_Xiandao_R1	SC_Xiandao_R2	SC_Xiandao_R3	PROSODY_Xiandao	PROSODY_Xiandao_L1	PROSODY_Xiandao_L2	PROSODY_Xiandao_L3	PROSODY_Xiandao_R1	PROSODY_Xiandao_R2	PROSODY_Xiandao_R3
3	0.7500	2	0.5000	388																							494	ŋ	a	m	∅	⁵¹	∅	∅	N	A	M	∅	_	∅	∅	4	7	4	∅	0	∅	∅	495	-	ɔ̃	m	∅	⁵⁵	∅	∅	_	U	M	∅	_	∅	∅	0	7	4	∅	0	∅	∅	496	ŋ	a	m	∅	³¹	∅	∅	N	A	M	∅	_	∅	∅	4	7	4	∅	0	∅	∅	497	-	ɔ̃	m	∅	³¹	∅	∅	_	U	M	∅	_	∅	∅	0	7	4	∅	0	∅	∅																																																																																								
4	1.0000	1	0.2500	388																							494	⁵¹	ŋ	a	m	∅	∅	∅	_	N	A	M	∅	∅	∅	0	4	7	4	∅	∅	∅	495	⁵⁵	-	ɔ̃	m	∅	∅	∅	_	_	U	M	∅	∅	∅	0	0	7	4	∅	∅	∅	496	³¹	ŋ	a	m	∅	∅	∅	_	N	A	M	∅	∅	∅	0	4	7	4	∅	∅	∅	497	³¹	-	ɔ̃	m	∅	∅	∅	_	_	U	M	∅	∅	∅	0	0	7	4	∅	∅	∅																																																																																								
1	0.3333	3	1.0000	391																																													498	m	∅	∅	∅	i̱	³⁵	∅	M	∅	∅	∅	I	_	∅	4	∅	∅	∅	7	0	∅																																																																			499	ˀm	∅	∅	∅	i	³	∅	M	∅	∅	∅	I	_	∅	4	∅	∅	∅	7	0	∅																																												
2	0.6667	2	0.6667	391																																													498	i̱	m	∅	∅	³⁵	∅	∅	I	M	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅																																																																			499	i	ˀm	∅	∅	³	∅	∅	I	M	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅																																												
3	1.0000	1	0.3333	391																																													498	³⁵	i̱	m	∅	∅	∅	∅	_	I	M	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅																																																																			499	³	i	ˀm	∅	∅	∅	∅	_	I	M	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅																																												
1	0.3333	3	1.0000	395																																													500	m	∅	∅	∅	i	³¹	∅	M	∅	∅	∅	I	_	∅	4	∅	∅	∅	7	0	∅																							501	m	∅	∅	∅	i	³⁵	∅	M	∅	∅	∅	I	_	∅	4	∅	∅	∅	7	0	∅	502	m	∅	∅	∅	i	⁵	∅	M	∅	∅	∅	I	_	∅	4	∅	∅	∅	7	0	∅	503	m	∅	∅	∅	e	²	∅	M	∅	∅	∅	E	_	∅	4	∅	∅	∅	7	0	∅																																												
2	0.6667	2	0.6667	395																																													500	i	m	∅	∅	³¹	∅	∅	I	M	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅																							501	i	m	∅	∅	³⁵	∅	∅	I	M	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅	502	i	m	∅	∅	⁵	∅	∅	I	M	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅	503	e	m	∅	∅	²	∅	∅	E	M	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅																																												
3	1.0000	1	0.3333	395																																													500	³¹	i	m	∅	∅	∅	∅	_	I	M	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅																							501	³⁵	i	m	∅	∅	∅	∅	_	I	M	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅	502	⁵	i	m	∅	∅	∅	∅	_	I	M	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅	503	²	e	m	∅	∅	∅	∅	_	E	M	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅																																												
1	0.2500	4	1.0000	397																																																																																																															504	m	∅	∅	∅	i	j	⁵	M	∅	∅	∅	I	J	_	4	∅	∅	∅	7	6	0	505	m	∅	∅	∅	i	-	²	M	∅	∅	∅	I	_	_	4	∅	∅	∅	7	0	0																																												
2	0.5000	3	0.7500	397																																																																																																															504	i	m	∅	∅	j	⁵	∅	I	M	∅	∅	J	_	∅	7	4	∅	∅	6	0	∅	505	i	m	∅	∅	-	²	∅	I	M	∅	∅	_	_	∅	7	4	∅	∅	0	0	∅																																												
3	0.7500	2	0.5000	397																																																																																																															504	j	i	m	∅	⁵	∅	∅	J	I	M	∅	_	∅	∅	6	7	4	∅	0	∅	∅	505	-	i	m	∅	²	∅	∅	_	I	M	∅	_	∅	∅	0	7	4	∅	0	∅	∅																																												
4	1.0000	1	0.2500	397																																																																																																															504	⁵	j	i	m	∅	∅	∅	_	J	I	M	∅	∅	∅	0	6	7	4	∅	∅	∅	505	²	-	i	m	∅	∅	∅	_	_	I	M	∅	∅	∅	0	0	7	4	∅	∅	∅																																												
1	0.2500	4	1.0000	398																																																																																									506	m	∅	∅	∅	j	i	³⁵	M	∅	∅	∅	J	I	_	4	∅	∅	∅	6	7	0																							507	m	∅	∅	∅	j	e	²	M	∅	∅	∅	J	E	_	4	∅	∅	∅	6	7	0																																												
2	0.5000	3	0.7500	398																																																																																									506	j	m	∅	∅	i	³⁵	∅	J	M	∅	∅	I	_	∅	6	4	∅	∅	7	0	∅																							507	j	m	∅	∅	e	²	∅	J	M	∅	∅	E	_	∅	6	4	∅	∅	7	0	∅																																												
3	0.7500	2	0.5000	398																																																																																									506	i	j	m	∅	³⁵	∅	∅	I	J	M	∅	_	∅	∅	7	6	4	∅	0	∅	∅																							507	e	j	m	∅	²	∅	∅	E	J	M	∅	_	∅	∅	7	6	4	∅	0	∅	∅																																												
4	1.0000	1	0.2500	398																																																																																									506	³⁵	i	j	m	∅	∅	∅	_	I	J	M	∅	∅	∅	0	7	6	4	∅	∅	∅																							507	²	e	j	m	∅	∅	∅	_	E	J	M	∅	∅	∅	0	7	6	4	∅	∅	∅																																												
1	0.2000	5	1.0000	400	508	-	∅	∅	∅	ȵ	i	-	_	∅	∅	∅	N	I	_	0	∅	∅	∅	4	7	0																																																																			509	m	∅	∅	∅	j	i	k	M	∅	∅	∅	J	I	K	4	∅	∅	∅	6	7	1																							510	m	∅	∅	∅	j	i	-	M	∅	∅	∅	J	I	_	4	∅	∅	∅	6	7	0																																												
2	0.4000	4	0.8000	400	508	ȵ	-	∅	∅	i	-	⁵⁵	N	_	∅	∅	I	_	_	4	0	∅	∅	7	0	0																																																																			509	j	m	∅	∅	i	k	³¹	J	M	∅	∅	I	K	_	6	4	∅	∅	7	1	0																							510	j	m	∅	∅	i	-	¹	J	M	∅	∅	I	_	_	6	4	∅	∅	7	0	0																																												
3	0.6000	3	0.6000	400	508	i	ȵ	-	∅	-	⁵⁵	∅	I	N	_	∅	_	_	∅	7	4	0	∅	0	0	∅																																																																			509	i	j	m	∅	k	³¹	∅	I	J	M	∅	K	_	∅	7	6	4	∅	1	0	∅																							510	i	j	m	∅	-	¹	∅	I	J	M	∅	_	_	∅	7	6	4	∅	0	0	∅																																												
4	0.8000	2	0.4000	400	508	-	i	ȵ	-	⁵⁵	∅	∅	_	I	N	_	_	∅	∅	0	7	4	0	0	∅	∅																																																																			509	k	i	j	m	³¹	∅	∅	K	I	J	M	_	∅	∅	1	7	6	4	0	∅	∅																							510	-	i	j	m	¹	∅	∅	_	I	J	M	_	∅	∅	0	7	6	4	0	∅	∅																																												
5	1.0000	1	0.2000	400	508	⁵⁵	-	i	ȵ	∅	∅	∅	_	_	I	N	∅	∅	∅	0	0	7	4	∅	∅	∅																																																																			509	³¹	k	i	j	∅	∅	∅	_	K	I	J	∅	∅	∅	0	1	7	6	∅	∅	∅																							510	¹	-	i	j	∅	∅	∅	_	_	I	J	∅	∅	∅	0	0	7	6	∅	∅	∅																																												
1	0.2500	4	1.0000	402	511	-	∅	∅	∅	ȵ	i	³⁵	_	∅	∅	∅	N	I	_	0	∅	∅	∅	4	7	0																																																																																																															512	m	∅	∅	∅	j	i	³	M	∅	∅	∅	J	I	_	4	∅	∅	∅	6	7	0																																												
2	0.5000	3	0.7500	402	511	ȵ	-	∅	∅	i	³⁵	∅	N	_	∅	∅	I	_	∅	4	0	∅	∅	7	0	∅																																																																																																															512	j	m	∅	∅	i	³	∅	J	M	∅	∅	I	_	∅	6	4	∅	∅	7	0	∅																																												
3	0.7500	2	0.5000	402	511	i	ȵ	-	∅	³⁵	∅	∅	I	N	_	∅	_	∅	∅	7	4	0	∅	0	∅	∅																																																																																																															512	i	j	m	∅	³	∅	∅	I	J	M	∅	_	∅	∅	7	6	4	∅	0	∅	∅																																												
4	1.0000	1	0.2500	402	511	³⁵	i	ȵ	-	∅	∅	∅	_	I	N	_	∅	∅	∅	0	7	4	0	∅	∅	∅																																																																																																															512	³	i	j	m	∅	∅	∅	_	I	J	M	∅	∅	∅	0	7	6	4	∅	∅	∅																																												
1	0.3333	3	1.0000	406																																													513	m	∅	∅	∅	ai	³¹	∅	M	∅	∅	∅	A	_	∅	4	∅	∅	∅	7	0	∅																							514	m	∅	∅	∅	ai	³⁵	∅	M	∅	∅	∅	A	_	∅	4	∅	∅	∅	7	0	∅																							515	m	∅	∅	∅	ai	²	∅	M	∅	∅	∅	A	_	∅	4	∅	∅	∅	7	0	∅																																												
2	0.6667	2	0.6667	406																																													513	ai	m	∅	∅	³¹	∅	∅	A	M	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅																							514	ai	m	∅	∅	³⁵	∅	∅	A	M	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅																							515	ai	m	∅	∅	²	∅	∅	A	M	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅																																												
3	1.0000	1	0.3333	406																																													513	³¹	ai	m	∅	∅	∅	∅	_	A	M	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅																							514	³⁵	ai	m	∅	∅	∅	∅	_	A	M	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅																							515	²	ai	m	∅	∅	∅	∅	_	A	M	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅																																												
1	0.2000	5	1.0000	426																																																																																									516	m	∅	∅	∅	j	i̱	k	M	∅	∅	∅	J	I	K	4	∅	∅	∅	6	7	1																							517	ˀm	∅	∅	∅	j	i	-	M	∅	∅	∅	J	I	_	4	∅	∅	∅	6	7	0																																												
2	0.4000	4	0.8000	426																																																																																									516	j	m	∅	∅	i̱	k	⁵⁵	J	M	∅	∅	I	K	_	6	4	∅	∅	7	1	0																							517	j	ˀm	∅	∅	i	-	¹	J	M	∅	∅	I	_	_	6	4	∅	∅	7	0	0																																												
3	0.6000	3	0.6000	426																																																																																									516	i̱	j	m	∅	k	⁵⁵	∅	I	J	M	∅	K	_	∅	7	6	4	∅	1	0	∅																							517	i	j	ˀm	∅	-	¹	∅	I	J	M	∅	_	_	∅	7	6	4	∅	0	0	∅																																												
4	0.8000	2	0.4000	426																																																																																									516	k	i̱	j	m	⁵⁵	∅	∅	K	I	J	M	_	∅	∅	1	7	6	4	0	∅	∅																							517	-	i	j	ˀm	¹	∅	∅	_	I	J	M	_	∅	∅	0	7	6	4	0	∅	∅																																												
5	1.0000	1	0.2000	426																																																																																									516	⁵⁵	k	i̱	j	∅	∅	∅	_	K	I	J	∅	∅	∅	0	1	7	6	∅	∅	∅																							517	¹	-	i	j	∅	∅	∅	_	_	I	J	∅	∅	∅	0	0	7	6	∅	∅	∅																																												
1	0.2500	4	1.0000	432	518	m	∅	∅	∅	a	ʔ	³¹	M	∅	∅	∅	A	H	_	4	∅	∅	∅	7	1	0	519	m	∅	∅	∅	a	k	²¹	M	∅	∅	∅	A	K	_	4	∅	∅	∅	7	1	0	520	m	∅	∅	∅	a	k	³¹	M	∅	∅	∅	A	K	_	4	∅	∅	∅	7	1	0	521	m	∅	∅	∅	a	k	³¹	M	∅	∅	∅	A	K	_	4	∅	∅	∅	7	1	0	522	m	∅	∅	∅	a	k	³¹	M	∅	∅	∅	A	K	_	4	∅	∅	∅	7	1	0																							523	m	∅	∅	∅	i	k	⁴	M	∅	∅	∅	I	K	_	4	∅	∅	∅	7	1	0																																												
2	0.5000	3	0.7500	432	518	a	m	∅	∅	ʔ	³¹	∅	A	M	∅	∅	H	_	∅	7	4	∅	∅	1	0	∅	519	a	m	∅	∅	k	²¹	∅	A	M	∅	∅	K	_	∅	7	4	∅	∅	1	0	∅	520	a	m	∅	∅	k	³¹	∅	A	M	∅	∅	K	_	∅	7	4	∅	∅	1	0	∅	521	a	m	∅	∅	k	³¹	∅	A	M	∅	∅	K	_	∅	7	4	∅	∅	1	0	∅	522	a	m	∅	∅	k	³¹	∅	A	M	∅	∅	K	_	∅	7	4	∅	∅	1	0	∅																							523	i	m	∅	∅	k	⁴	∅	I	M	∅	∅	K	_	∅	7	4	∅	∅	1	0	∅																																												
3	0.7500	2	0.5000	432	518	ʔ	a	m	∅	³¹	∅	∅	H	A	M	∅	_	∅	∅	1	7	4	∅	0	∅	∅	519	k	a	m	∅	²¹	∅	∅	K	A	M	∅	_	∅	∅	1	7	4	∅	0	∅	∅	520	k	a	m	∅	³¹	∅	∅	K	A	M	∅	_	∅	∅	1	7	4	∅	0	∅	∅	521	k	a	m	∅	³¹	∅	∅	K	A	M	∅	_	∅	∅	1	7	4	∅	0	∅	∅	522	k	a	m	∅	³¹	∅	∅	K	A	M	∅	_	∅	∅	1	7	4	∅	0	∅	∅																							523	k	i	m	∅	⁴	∅	∅	K	I	M	∅	_	∅	∅	1	7	4	∅	0	∅	∅																																												
4	1.0000	1	0.2500	432	518	³¹	ʔ	a	m	∅	∅	∅	_	H	A	M	∅	∅	∅	0	1	7	4	∅	∅	∅	519	²¹	k	a	m	∅	∅	∅	_	K	A	M	∅	∅	∅	0	1	7	4	∅	∅	∅	520	³¹	k	a	m	∅	∅	∅	_	K	A	M	∅	∅	∅	0	1	7	4	∅	∅	∅	521	³¹	k	a	m	∅	∅	∅	_	K	A	M	∅	∅	∅	0	1	7	4	∅	∅	∅	522	³¹	k	a	m	∅	∅	∅	_	K	A	M	∅	∅	∅	0	1	7	4	∅	∅	∅																							523	⁴	k	i	m	∅	∅	∅	_	K	I	M	∅	∅	∅	0	1	7	4	∅	∅	∅																																												
1	0.2000	5	1.0000	433																							524	m	∅	∅	∅	j	i	ŋ	M	∅	∅	∅	J	I	N	4	∅	∅	∅	6	7	4	525	m	∅	∅	∅	-	a	ŋ	M	∅	∅	∅	_	A	N	4	∅	∅	∅	0	7	4	526	m	∅	∅	∅	j	i	ŋ	M	∅	∅	∅	J	I	N	4	∅	∅	∅	6	7	4	527	m	∅	∅	∅	-	a	ŋ	M	∅	∅	∅	_	A	N	4	∅	∅	∅	0	7	4	528	m	∅	∅	∅	-	a	ɲ	M	∅	∅	∅	_	A	N	4	∅	∅	∅	0	7	4	529	m	∅	∅	∅	-	i	ŋ	M	∅	∅	∅	_	I	N	4	∅	∅	∅	0	7	4	530	tɕʰ	∅	∅	∅	-	ũ	-	C	∅	∅	∅	_	Y	_	2	∅	∅	∅	0	7	0																						
2	0.4000	4	0.8000	433																							524	j	m	∅	∅	i	ŋ	⁵¹	J	M	∅	∅	I	N	_	6	4	∅	∅	7	4	0	525	-	m	∅	∅	a	ŋ	⁵⁵	_	M	∅	∅	A	N	_	0	4	∅	∅	7	4	0	526	j	m	∅	∅	i	ŋ	³¹	J	M	∅	∅	I	N	_	6	4	∅	∅	7	4	0	527	-	m	∅	∅	a	ŋ	³¹	_	M	∅	∅	A	N	_	0	4	∅	∅	7	4	0	528	-	m	∅	∅	a	ɲ	-	_	M	∅	∅	A	N	_	0	4	∅	∅	7	4	0	529	-	m	∅	∅	i	ŋ	¹	_	M	∅	∅	I	N	_	0	4	∅	∅	7	4	0	530	-	tɕʰ	∅	∅	ũ	-	²²	_	C	∅	∅	Y	_	_	0	2	∅	∅	7	0	0																						
3	0.6000	3	0.6000	433																							524	i	j	m	∅	ŋ	⁵¹	∅	I	J	M	∅	N	_	∅	7	6	4	∅	4	0	∅	525	a	-	m	∅	ŋ	⁵⁵	∅	A	_	M	∅	N	_	∅	7	0	4	∅	4	0	∅	526	i	j	m	∅	ŋ	³¹	∅	I	J	M	∅	N	_	∅	7	6	4	∅	4	0	∅	527	a	-	m	∅	ŋ	³¹	∅	A	_	M	∅	N	_	∅	7	0	4	∅	4	0	∅	528	a	-	m	∅	ɲ	-	∅	A	_	M	∅	N	_	∅	7	0	4	∅	4	0	∅	529	i	-	m	∅	ŋ	¹	∅	I	_	M	∅	N	_	∅	7	0	4	∅	4	0	∅	530	ũ	-	tɕʰ	∅	-	²²	∅	Y	_	C	∅	_	_	∅	7	0	2	∅	0	0	∅																						
4	0.8000	2	0.4000	433																							524	ŋ	i	j	m	⁵¹	∅	∅	N	I	J	M	_	∅	∅	4	7	6	4	0	∅	∅	525	ŋ	a	-	m	⁵⁵	∅	∅	N	A	_	M	_	∅	∅	4	7	0	4	0	∅	∅	526	ŋ	i	j	m	³¹	∅	∅	N	I	J	M	_	∅	∅	4	7	6	4	0	∅	∅	527	ŋ	a	-	m	³¹	∅	∅	N	A	_	M	_	∅	∅	4	7	0	4	0	∅	∅	528	ɲ	a	-	m	-	∅	∅	N	A	_	M	_	∅	∅	4	7	0	4	0	∅	∅	529	ŋ	i	-	m	¹	∅	∅	N	I	_	M	_	∅	∅	4	7	0	4	0	∅	∅	530	-	ũ	-	tɕʰ	²²	∅	∅	_	Y	_	C	_	∅	∅	0	7	0	2	0	∅	∅																						
5	1.0000	1	0.2000	433																							524	⁵¹	ŋ	i	j	∅	∅	∅	_	N	I	J	∅	∅	∅	0	4	7	6	∅	∅	∅	525	⁵⁵	ŋ	a	-	∅	∅	∅	_	N	A	_	∅	∅	∅	0	4	7	0	∅	∅	∅	526	³¹	ŋ	i	j	∅	∅	∅	_	N	I	J	∅	∅	∅	0	4	7	6	∅	∅	∅	527	³¹	ŋ	a	-	∅	∅	∅	_	N	A	_	∅	∅	∅	0	4	7	0	∅	∅	∅	528	-	ɲ	a	-	∅	∅	∅	_	N	A	_	∅	∅	∅	0	4	7	0	∅	∅	∅	529	¹	ŋ	i	-	∅	∅	∅	_	N	I	_	∅	∅	∅	0	4	7	0	∅	∅	∅	530	²²	-	ũ	-	∅	∅	∅	_	_	Y	_	∅	∅	∅	0	0	7	0	∅	∅	∅																						
1	0.2000	5	1.0000	437	531	m	∅	∅	∅	ʐ	w	a	M	∅	∅	∅	S	W	A	4	∅	∅	∅	3	6	7																																																																																																															532	m	∅	∅	∅	r	-	a	M	∅	∅	∅	R	_	A	4	∅	∅	∅	5	0	7																																												
2	0.4000	4	0.8000	437	531	ʐ	m	∅	∅	w	a	³¹	S	M	∅	∅	W	A	_	3	4	∅	∅	6	7	0																																																																																																															532	r	m	∅	∅	-	a	²	R	M	∅	∅	_	A	_	5	4	∅	∅	0	7	0																																												
3	0.6000	3	0.6000	437	531	w	ʐ	m	∅	a	³¹	∅	W	S	M	∅	A	_	∅	6	3	4	∅	7	0	∅																																																																																																															532	-	r	m	∅	a	²	∅	_	R	M	∅	A	_	∅	0	5	4	∅	7	0	∅																																												
4	0.8000	2	0.4000	437	531	a	w	ʐ	m	³¹	∅	∅	A	W	S	M	_	∅	∅	7	6	3	4	0	∅	∅																																																																																																															532	a	-	r	m	²	∅	∅	A	_	R	M	_	∅	∅	7	0	5	4	0	∅	∅																																												
5	1.0000	1	0.2000	437	531	³¹	a	w	ʐ	∅	∅	∅	_	A	W	S	∅	∅	∅	0	7	6	3	∅	∅	∅																																																																																																															532	²	a	-	r	∅	∅	∅	_	A	_	R	∅	∅	∅	0	7	0	5	∅	∅	∅																																												
1	0.2000	5	1.0000	444																																													533	m	∅	∅	∅	j	ɔ̃	-	M	∅	∅	∅	J	U	_	4	∅	∅	∅	6	7	0																																																																			534	m	∅	∅	∅	j	a	ŋ	M	∅	∅	∅	J	A	N	4	∅	∅	∅	6	7	4																																												
2	0.4000	4	0.8000	444																																													533	j	m	∅	∅	ɔ̃	-	⁵⁵	J	M	∅	∅	U	_	_	6	4	∅	∅	7	0	0																																																																			534	j	m	∅	∅	a	ŋ	¹	J	M	∅	∅	A	N	_	6	4	∅	∅	7	4	0																																												
3	0.6000	3	0.6000	444																																													533	ɔ̃	j	m	∅	-	⁵⁵	∅	U	J	M	∅	_	_	∅	7	6	4	∅	0	0	∅																																																																			534	a	j	m	∅	ŋ	¹	∅	A	J	M	∅	N	_	∅	7	6	4	∅	4	0	∅																																												
4	0.8000	2	0.4000	444																																													533	-	ɔ̃	j	m	⁵⁵	∅	∅	_	U	J	M	_	∅	∅	0	7	6	4	0	∅	∅																																																																			534	ŋ	a	j	m	¹	∅	∅	N	A	J	M	_	∅	∅	4	7	6	4	0	∅	∅																																												
5	1.0000	1	0.2000	444																																													533	⁵⁵	-	ɔ̃	j	∅	∅	∅	_	_	U	J	∅	∅	∅	0	0	7	6	∅	∅	∅																																																																			534	¹	ŋ	a	j	∅	∅	∅	_	N	A	J	∅	∅	∅	0	4	7	6	∅	∅	∅																																												
1	0.2000	5	1.0000	445	535	-	∅	∅	∅	ȵ	au	-	_	∅	∅	∅	N	A	_	0	∅	∅	∅	4	7	0	536	m	∅	∅	∅	j	i̱	-	M	∅	∅	∅	J	I	_	4	∅	∅	∅	6	7	0																																													537	m	∅	∅	∅	j	u	k	M	∅	∅	∅	J	Y	K	4	∅	∅	∅	6	7	1	538	m	∅	∅	∅	j	ui̯	-	M	∅	∅	∅	J	Y	_	4	∅	∅	∅	6	7	0	539	m	∅	∅	∅	j	u	-	M	∅	∅	∅	J	Y	_	4	∅	∅	∅	6	7	0	540	m	∅	∅	∅	j	o	-	M	∅	∅	∅	J	U	_	4	∅	∅	∅	6	7	0																						
2	0.4000	4	0.8000	445	535	ȵ	-	∅	∅	au	-	⁵⁵	N	_	∅	∅	A	_	_	4	0	∅	∅	7	0	0	536	j	m	∅	∅	i̱	-	⁵¹	J	M	∅	∅	I	_	_	6	4	∅	∅	7	0	0																																													537	j	m	∅	∅	u	k	³¹	J	M	∅	∅	Y	K	_	6	4	∅	∅	7	1	0	538	j	m	∅	∅	ui̯	-	-	J	M	∅	∅	Y	_	_	6	4	∅	∅	7	0	0	539	j	m	∅	∅	u	-	¹	J	M	∅	∅	Y	_	_	6	4	∅	∅	7	0	0	540	j	m	∅	∅	o	-	²²	J	M	∅	∅	U	_	_	6	4	∅	∅	7	0	0																						
3	0.6000	3	0.6000	445	535	au	ȵ	-	∅	-	⁵⁵	∅	A	N	_	∅	_	_	∅	7	4	0	∅	0	0	∅	536	i̱	j	m	∅	-	⁵¹	∅	I	J	M	∅	_	_	∅	7	6	4	∅	0	0	∅																																													537	u	j	m	∅	k	³¹	∅	Y	J	M	∅	K	_	∅	7	6	4	∅	1	0	∅	538	ui̯	j	m	∅	-	-	∅	Y	J	M	∅	_	_	∅	7	6	4	∅	0	0	∅	539	u	j	m	∅	-	¹	∅	Y	J	M	∅	_	_	∅	7	6	4	∅	0	0	∅	540	o	j	m	∅	-	²²	∅	U	J	M	∅	_	_	∅	7	6	4	∅	0	0	∅																						
