ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	LATITUDE	LONGITUDE	LANGUAGE_SUBGROUP	PARTIAL_COGNACY	COGIDS
539	62_breastmilk	breast, milk	Khoitam	Khoitam	nyŋ	nyŋ	n y ŋ	khoi1252	27.327487	92.439455	Western Kho-Bwa	171	171
540	62_breastmilk	breast, milk	Rahung	Rahung	nyŋ	nyŋ	n y ŋ	rahu1234	27.310778	92.395028	Western Kho-Bwa	171	171
541	62_breastmilk	breast, milk	Rupa	Rupa	ɲyŋ	ɲyŋ	ɲ y ŋ	rupa1234	27.203065	92.398757	Western Kho-Bwa	171	171
542	62_breastmilk	breast, milk	Shergaon	Shergaon	ɲuŋ	ɲuŋ	ɲ u ŋ	sher1261	27.105018	92.272133	Western Kho-Bwa	171	171
543	63_breath	breath	Khispi	Khispi	buk	buk	b u k	lish1235	27.37	92.23	Western Kho-Bwa	172	172
544	63_breath	breath	Duhumbi	Duhumbi	buk	buk	b u k	chug1252	27.42	92.23	Western Kho-Bwa	172	172
545	63_breath	breath	Khoina	Khoina	byk	byk	b y k	khoi1253	27.334981	92.52994	Western Kho-Bwa	172	172
546	63_breath	breath	Jerigaon	Jerigaon	byk	byk	b y k	jeri1243	27.340629	92.486595	Western Kho-Bwa	172	172
547	63_breath	breath	Khoitam	Khoitam	byk	byk	b y k	khoi1252	27.327487	92.439455	Western Kho-Bwa	172	172
548	63_breath	breath	Rahung	Rahung	byk	byk	b y k	rahu1234	27.310778	92.395028	Western Kho-Bwa	172	172
549	63_breath	breath	Rupa	Rupa	byk	byk	b y k	rupa1234	27.203065	92.398757	Western Kho-Bwa	172	172
550	63_breath	breath	Shergaon	Shergaon	buk	buk	b u k	sher1261	27.105018	92.272133	Western Kho-Bwa	172	172
551	64_bridge	bridge	Khispi	Khispi	tʰɔn	tʰɔn	tʰ ɔ n	lish1235	27.37	92.23	Western Kho-Bwa	173	173
552	64_bridge	bridge	Duhumbi	Duhumbi	tʰɔn	tʰɔn	tʰ ɔ n	chug1252	27.42	92.23	Western Kho-Bwa	173	173
553	64_bridge	bridge	Khoina	Khoina	tʰøː	tʰøː	tʰ øː	khoi1253	27.334981	92.52994	Western Kho-Bwa	173	173
554	64_bridge	bridge	Jerigaon	Jerigaon	tʰøː	tʰøː	tʰ øː	jeri1243	27.340629	92.486595	Western Kho-Bwa	173	173
555	64_bridge	bridge	Khoitam	Khoitam	tʰĩː	tʰĩː	tʰ ĩː	khoi1252	27.327487	92.439455	Western Kho-Bwa	173	173
556	64_bridge	bridge	Rahung	Rahung	tʰyː	tʰyː	tʰ yː	rahu1234	27.310778	92.395028	Western Kho-Bwa	173	173
557	64_bridge	bridge	Rupa	Rupa	tʰøː	tʰøː	tʰ øː	rupa1234	27.203065	92.398757	Western Kho-Bwa	173	173
558	64_bridge	bridge	Shergaon	Shergaon	toː	toː	t oː + z a m	sher1261	27.105018	92.272133	Western Kho-Bwa	173 684	173 684
559	65_bridgehanging	bridge, hanging	Duhumbi	Duhumbi	ɕam	ɕam	ɕ a m	chug1252	27.42	92.23	Western Kho-Bwa	174	174
560	65_bridgehanging	bridge, hanging	Khoina	Khoina	sɔ̃ː	sɔ̃ː	s ɔ̃ː	khoi1253	27.334981	92.52994	Western Kho-Bwa	174	174
561	65_bridgehanging	bridge, hanging	Khoitam	Khoitam	sũː(ŋ)	sũː(ŋ)	s ũː (ŋ)/ŋ	khoi1252	27.327487	92.439455	Western Kho-Bwa	174	174
562	65_bridgehanging	bridge, hanging	Rupa	Rupa	sũː	sũː	s ũː	rupa1234	27.203065	92.398757	Western Kho-Bwa	174	174
563	66_bring	bring	Khispi	Khispi	tʰun	tʰun	tʰ u n	lish1235	27.37	92.23	Western Kho-Bwa	54	54
564	66_bring	bring	Khoina	Khoina	ʨʰuː	ʨʰuː	tɕʰ uː	khoi1253	27.334981	92.52994	Western Kho-Bwa	175	175
565	66_bring	bring	Jerigaon	Jerigaon	ʨʰuː	ʨʰuː	tɕʰ uː	jeri1243	27.340629	92.486595	Western Kho-Bwa	175	175
566	66_bring	bring	Khoitam	Khoitam	ʨʰuː	ʨʰuː	tɕʰ uː	khoi1252	27.327487	92.439455	Western Kho-Bwa	175	175
567	66_bring	bring	Rahung	Rahung	ʨʰuː	ʨʰuː	tɕʰ uː	rahu1234	27.310778	92.395028	Western Kho-Bwa	175	175
568	66_bring	bring	Rupa	Rupa	ʨʰu	ʨʰu	tɕʰ u	rupa1234	27.203065	92.398757	Western Kho-Bwa	175	175
569	66_bring	bring	Duhumbi	Duhumbi	han	han	h a n	chug1252	27.42	92.23	Western Kho-Bwa	10465	10465
570	66_bring	bring	Khoitam	Khoitam	nɛː	nɛː	n ɛː	khoi1252	27.327487	92.439455	Western Kho-Bwa	10466	10466
571	66_bring	bring	Rahung	Rahung	niː	niː	n iː	rahu1234	27.310778	92.395028	Western Kho-Bwa	10467	10467
572	66_bring	bring	Rupa	Rupa	naː	naː	n aː	rupa1234	27.203065	92.398757	Western Kho-Bwa	10468	10468
573	66_bring	bring	Shergaon	Shergaon	naː	naː	n aː	sher1261	27.105018	92.272133	Western Kho-Bwa	10469	10469
574	66_bring	bring	Duhumbi	Duhumbi	tʰɔn	tʰɔn	tʰ ɔ n	chug1252	27.42	92.23	Western Kho-Bwa	10599	10599
575	66_bring	bring	Duhumbi	Duhumbi	han	han	h a n	chug1252	27.42	92.23	Western Kho-Bwa	11175	11175
576	66_bring	bring	Khoitam	Khoitam	nɛː	nɛː	n ɛː	khoi1252	27.327487	92.439455	Western Kho-Bwa	11176	11176
577	66_bring	bring	Rahung	Rahung	niː	niː	n iː	rahu1234	27.310778	92.395028	Western Kho-Bwa	11177	11177
578	66_bring	bring	Rupa	Rupa	naː	naː	n aː	rupa1234	27.203065	92.398757	Western Kho-Bwa	11178	11178
579	66_bring	bring	Shergaon	Shergaon	naː	naː	n aː	sher1261	27.105018	92.272133	Western Kho-Bwa	11179	11179
580	66_bring	bring	Duhumbi	Duhumbi	tʰɔn	tʰɔn	tʰ ɔ n	chug1252	27.42	92.23	Western Kho-Bwa	11309	11309
581	67_brotherelder	brother (elder)	Khispi	Khispi	a+da	a+da	a + d a	lish1235	27.37	92.23	Western Kho-Bwa	124 179	124 179
582	67_brotherelder	brother (elder)	Duhumbi	Duhumbi	a+daˀ	a+daˀ	a + d aˀ	chug1252	27.42	92.23	Western Kho-Bwa	124 179	124 179
583	67_brotherelder	brother (elder)	Khoina	Khoina	a+ja	a+ja	a + j a	khoi1253	27.334981	92.52994	Western Kho-Bwa	124 178	124 178
584	67_brotherelder	brother (elder)	Jerigaon	Jerigaon	a+jɛˀ	a+jɛˀ	a + j ɛˀ	jeri1243	27.340629	92.486595	Western Kho-Bwa	124 178	124 178
585	67_brotherelder	brother (elder)	Khoitam	Khoitam	gə+bɛˀ	gə+bɛˀ	g ə + b ɛˀ	khoi1252	27.327487	92.439455	Western Kho-Bwa	180 177	180 177
586	67_brotherelder	brother (elder)	Rahung	Rahung	a+bɛˀ	a+bɛˀ	a + b ɛˀ	rahu1234	27.310778	92.395028	Western Kho-Bwa	124 177	124 177
587	67_brotherelder	brother (elder)	Rupa	Rupa	a+bu	a+bu	a + b u	rupa1234	27.203065	92.398757	Western Kho-Bwa	124 177	124 177
588	67_brotherelder	brother (elder)	Shergaon	Shergaon	a+bu	a+bu	a + b u	sher1261	27.105018	92.272133	Western Kho-Bwa	124 177	124 177
589	67_brotherelder	brother (elder)	Khoitam	Khoitam	a+bɛˀ	a+bɛˀ	a + b ɛˀ	khoi1252	27.327487	92.439455	Western Kho-Bwa	10593 10594	10593 10594
590	67_brotherelder	brother (elder)	Khoitam	Khoitam	a+bɛˀ	a+bɛˀ	a + b ɛˀ	khoi1252	27.327487	92.439455	Western Kho-Bwa	11303 11304	11303 11304
591	69_brotheryounger	brother, younger	Khispi	Khispi	ɔ+nɔw	ɔ+nɔw	ɔ + n ɔu	lish1235	27.37	92.23	Western Kho-Bwa	91 181	91 181
592	69_brotheryounger	brother, younger	Duhumbi	Duhumbi	ɔ+nɔw	ɔ+nɔw	ɔ + n ɔu	chug1252	27.42	92.23	Western Kho-Bwa	91 181	91 181
593	69_brotheryounger	brother, younger	Jerigaon	Jerigaon	a+nuː	a+nuː	a + n uː	jeri1243	27.340629	92.486595	Western Kho-Bwa	91 181	91 181
594	69_brotheryounger	brother, younger	Khoitam	Khoitam	a+nuː	a+nuː	a + n uː	khoi1252	27.327487	92.439455	Western Kho-Bwa	91 181	91 181
595	69_brotheryounger	brother, younger	Rahung	Rahung	a+nuː	a+nuː	a + n uː	rahu1234	27.310778	92.395028	Western Kho-Bwa	91 181	91 181
596	69_brotheryounger	brother, younger	Rupa	Rupa	a+nuː	a+nuː	a + n uː	rupa1234	27.203065	92.398757	Western Kho-Bwa	91 181	91 181
597	69_brotheryounger	brother, younger	Shergaon	Shergaon	a+nuː	a+nuː	a + n uː	sher1261	27.105018	92.272133	Western Kho-Bwa	91 181	91 181
598	68_brotherinlaw	brother-in-law	Khispi	Khispi	a+lej	a+lej	a + l ej~i/ei	lish1235	27.37	92.23	Western Kho-Bwa	124 183	124 183
599	68_brotherinlaw	brother-in-law	Duhumbi	Duhumbi	a+lɛj	a+lɛj	a + l ɛi	chug1252	27.42	92.23	Western Kho-Bwa	124 183	124 183
600	68_brotherinlaw	brother-in-law	Khoina	Khoina	a+raː	a+raː	a + r aː	khoi1253	27.334981	92.52994	Western Kho-Bwa	124 183	124 183
601	68_brotherinlaw	brother-in-law	Jerigaon	Jerigaon	a+rɛː	a+rɛː	a + r ɛː	jeri1243	27.340629	92.486595	Western Kho-Bwa	124 183	124 183
602	68_brotherinlaw	brother-in-law	Khoitam	Khoitam	a+rɛː	a+rɛː	a + r ɛː	khoi1252	27.327487	92.439455	Western Kho-Bwa	124 183	124 183
603	68_brotherinlaw	brother-in-law	Rahung	Rahung	a+rɛː	a+rɛː	a + r ɛː	rahu1234	27.310778	92.395028	Western Kho-Bwa	124 183	124 183
604	68_brotherinlaw	brother-in-law	Rupa	Rupa	a+raː	a+raː	a + r aː	rupa1234	27.203065	92.398757	Western Kho-Bwa	124 183	124 183
605	68_brotherinlaw	brother-in-law	Shergaon	Shergaon	a+raː	a+raː	a + r aː	sher1261	27.105018	92.272133	Western Kho-Bwa	124 183	124 183
606	70_buckwheatbitter	buckwheat, bitter	Khispi	Khispi	jɛs+ma	jɛs+ma	j ɛ s + m a	lish1235	27.37	92.23	Western Kho-Bwa	187 185	187 185
607	70_buckwheatbitter	buckwheat, bitter	Duhumbi	Duhumbi	ʑa+ma	ʑa+ma	ʑ a + m a	chug1252	27.42	92.23	Western Kho-Bwa	186 185	186 185
608	70_buckwheatbitter	buckwheat, bitter	Khoina	Khoina	dza+m	dza+m	dz a + m	khoi1253	27.334981	92.52994	Western Kho-Bwa	186 185	186 185
609	70_buckwheatbitter	buckwheat, bitter	Jerigaon	Jerigaon	ʥə+muː	ʥə+muː	dʑ ə + m uː	jeri1243	27.340629	92.486595	Western Kho-Bwa	186 185	186 185
610	70_buckwheatbitter	buckwheat, bitter	Khoitam	Khoitam	ʥu+m	ʥu+m	dʑ u + m	khoi1252	27.327487	92.439455	Western Kho-Bwa	186 185	186 185
611	70_buckwheatbitter	buckwheat, bitter	Rahung	Rahung	ʥə+muː	ʥə+muː	dʑ ə + m uː	rahu1234	27.310778	92.395028	Western Kho-Bwa	186 185	186 185
612	70_buckwheatbitter	buckwheat, bitter	Rupa	Rupa	dzə+muː	dzə+muː	dz ə + m uː	rupa1234	27.203065	92.398757	Western Kho-Bwa	186 185	186 185
613	70_buckwheatbitter	buckwheat, bitter	Shergaon	Shergaon	ʥə+muː	ʥə+muː	dʑ ə + m uː	sher1261	27.105018	92.272133	Western Kho-Bwa	186 185	186 185
614	70_buckwheatbitter	buckwheat, bitter	Duhumbi	Duhumbi	bɹa+ma	bɹa+ma	b ɹ a + m a	chug1252	27.42	92.23	Western Kho-Bwa	10595 10596	10595 10596
615	70_buckwheatbitter	buckwheat, bitter	Duhumbi	Duhumbi	bɹa+ma	bɹa+ma	b ɹ a + m a	chug1252	27.42	92.23	Western Kho-Bwa	11305 11306	11305 11306
616	71_buckwheatsweet	buckwheat, sweet	Khispi	Khispi	gun+ʦun	gun+ʦun	g u n + ts u n	lish1235	27.37	92.23	Western Kho-Bwa	188 189	188 189
617	71_buckwheatsweet	buckwheat, sweet	Duhumbi	Duhumbi	gun+ʦun	gun+ʦun	g u n + ts u n	chug1252	27.42	92.23	Western Kho-Bwa	188 189	188 189
618	71_buckwheatsweet	buckwheat, sweet	Khoina	Khoina	ʣam_gə+ʦiŋ	ʣam_gə+ʦiŋ	dz a m + g ə + ts i ŋ	khoi1253	27.334981	92.52994	Western Kho-Bwa	190 188 189	190 188 189
619	71_buckwheatsweet	buckwheat, sweet	Jerigaon	Jerigaon	kʰ+ʨiŋ	kʰ+ʨiŋ	kʰ + tɕ i ŋ	jeri1243	27.340629	92.486595	Western Kho-Bwa	188 189	188 189
620	71_buckwheatsweet	buckwheat, sweet	Khoitam	Khoitam	kʰiŋ+ʨiŋ	kʰiŋ+ʨiŋ	kʰ i ŋ + tɕ i ŋ	khoi1252	27.327487	92.439455	Western Kho-Bwa	188 189	188 189
621	71_buckwheatsweet	buckwheat, sweet	Rahung	Rahung	kʰan+ʨiŋ	kʰan+ʨiŋ	kʰ a n + tɕ i ŋ	rahu1234	27.310778	92.395028	Western Kho-Bwa	188 189	188 189
622	71_buckwheatsweet	buckwheat, sweet	Rupa	Rupa	gə+ʦin	gə+ʦin	g ə + ts i n	rupa1234	27.203065	92.398757	Western Kho-Bwa	188 189	188 189
623	71_buckwheatsweet	buckwheat, sweet	Shergaon	Shergaon	gə+ʨin	gə+ʨin	g ə + tɕ i n	sher1261	27.105018	92.272133	Western Kho-Bwa	188 189	188 189
624	72_buffalo	buffalo	Khoina	Khoina	ʂə+dʐeː	ʂə+dʐeː	ʂ ə + ɖʐ eː	khoi1253	27.334981	92.52994	Western Kho-Bwa	191 192	191 192
625	72_buffalo	buffalo	Jerigaon	Jerigaon	sə+ʥeː	sə+ʥeː	s ə + dʑ eː	jeri1243	27.340629	92.486595	Western Kho-Bwa	191 192	191 192
626	72_buffalo	buffalo	Khoitam	Khoitam	ʥ/zə+zeː	ʥ/zə+zeː	dʑ~z/z ə + z eː	khoi1252	27.327487	92.439455	Western Kho-Bwa	191 192	191 192
627	72_buffalo	buffalo	Rahung	Rahung	zeː	zeː	z eː	rahu1234	27.310778	92.395028	Western Kho-Bwa	192	192
628	72_buffalo	buffalo	Rupa	Rupa	zə+gyː	zə+gyː	z ə + g yː	rupa1234	27.203065	92.398757	Western Kho-Bwa	191 192	191 192
629	72_buffalo	buffalo	Shergaon	Shergaon	zə+geː	zə+geː	z ə + g eː	sher1261	27.105018	92.272133	Western Kho-Bwa	191 192	191 192
630	72_buffalo	buffalo	Khispi	Khispi	buŋ	buŋ	b u ŋ	lish1235	27.37	92.23	Western Kho-Bwa	10470	10470
631	72_buffalo	buffalo	Duhumbi	Duhumbi	bruŋ	bruŋ	b r u ŋ	chug1252	27.42	92.23	Western Kho-Bwa	10471	10471
632	72_buffalo	buffalo	Rupa	Rupa	zə+geː	zə+geː	z ə + g eː	rupa1234	27.203065	92.398757	Western Kho-Bwa	10472 10473	10472 10473
633	72_buffalo	buffalo	Khispi	Khispi	buŋ	buŋ	b u ŋ	lish1235	27.37	92.23	Western Kho-Bwa	11180	11180
634	72_buffalo	buffalo	Duhumbi	Duhumbi	bruŋ	bruŋ	b r u ŋ	chug1252	27.42	92.23	Western Kho-Bwa	11181	11181
635	72_buffalo	buffalo	Rupa	Rupa	zə+geː	zə+geː	z ə + g eː	rupa1234	27.203065	92.398757	Western Kho-Bwa	11182 11183	11182 11183
636	74_burnvi	burn (vi)	Khispi	Khispi	haj	haj	h ai	lish1235	27.37	92.23	Western Kho-Bwa	193	193
637	74_burnvi	burn (vi)	Duhumbi	Duhumbi	haj	haj	h ai	chug1252	27.42	92.23	Western Kho-Bwa	193	193
638	74_burnvi	burn (vi)	Khoina	Khoina	ha	ha	h a	khoi1253	27.334981	92.52994	Western Kho-Bwa	193	193
639	74_burnvi	burn (vi)	Jerigaon	Jerigaon	hɛ	hɛ	h ɛ	jeri1243	27.340629	92.486595	Western Kho-Bwa	193	193
640	74_burnvi	burn (vi)	Khoitam	Khoitam	hɛ	hɛ	h ɛ	khoi1252	27.327487	92.439455	Western Kho-Bwa	193	193
641	74_burnvi	burn (vi)	Rahung	Rahung	hɛ	hɛ	h ɛ	rahu1234	27.310778	92.395028	Western Kho-Bwa	193	193
642	74_burnvi	burn (vi)	Rupa	Rupa	ha	ha	h a	rupa1234	27.203065	92.398757	Western Kho-Bwa	193	193
643	74_burnvi	burn (vi)	Shergaon	Shergaon	ha	ha	h a	sher1261	27.105018	92.272133	Western Kho-Bwa	193	193
644	75_burnroastvt	burn, roast (vt)	Khispi	Khispi	di	di	d i	lish1235	27.37	92.23	Western Kho-Bwa	195	195
645	75_burnroastvt	burn, roast (vt)	Duhumbi	Duhumbi	di	di	d i	chug1252	27.42	92.23	Western Kho-Bwa	195	195
646	75_burnroastvt	burn, roast (vt)	Khoina	Khoina	riː	riː	r iː	khoi1253	27.334981	92.52994	Western Kho-Bwa	195	195
647	75_burnroastvt	burn, roast (vt)	Khoitam	Khoitam	riː	riː	r iː	khoi1252	27.327487	92.439455	Western Kho-Bwa	195	195
648	75_burnroastvt	burn, roast (vt)	Rupa	Rupa	riː	riː	r iː	rupa1234	27.203065	92.398757	Western Kho-Bwa	195	195
649	76_butter	butter	Khispi	Khispi	mal	mal	m a l	lish1235	27.37	92.23	Western Kho-Bwa	196	196
650	76_butter	butter	Duhumbi	Duhumbi	maɹ	maɹ	m a ɹ	chug1252	27.42	92.23	Western Kho-Bwa	196	196
651	76_butter	butter	Khoina	Khoina	mɐ̃ː	mɐ̃ː	m ɐ̃ː	khoi1253	27.334981	92.52994	Western Kho-Bwa	196	196
652	76_butter	butter	Jerigaon	Jerigaon	mɐ̃ː	mɐ̃ː	m ɐ̃ː	jeri1243	27.340629	92.486595	Western Kho-Bwa	196	196
653	76_butter	butter	Khoitam	Khoitam	mɔ̃ː	mɔ̃ː	m ɔ̃ː	khoi1252	27.327487	92.439455	Western Kho-Bwa	196	196
654	76_butter	butter	Rahung	Rahung	mɔ̃ː	mɔ̃ː	m ɔ̃ː	rahu1234	27.310778	92.395028	Western Kho-Bwa	196	196
655	76_butter	butter	Rupa	Rupa	mɔ̃ː	mɔ̃ː	m ɔ̃ː	rupa1234	27.203065	92.398757	Western Kho-Bwa	196	196
656	76_butter	butter	Shergaon	Shergaon	mɔ̃ː	mɔ̃ː	m ɔ̃ː	sher1261	27.105018	92.272133	Western Kho-Bwa	196	196
657	77_butterfly	butterfly	Duhumbi	Duhumbi	pɛm+pi+liŋ	pɛm+pi+liŋ	p ɛ m + p i + l i ŋ	chug1252	27.42	92.23	Western Kho-Bwa	627 197 93	627 197 93
658	77_butterfly	butterfly	Khoina	Khoina	ʦʰam+pʰlɔ̃ː	ʦʰam+pʰlɔ̃ː	tsʰ a m + pʰ l ɔ̃ː	khoi1253	27.334981	92.52994	Western Kho-Bwa	198 628	198 628
659	77_butterfly	butterfly	Jerigaon	Jerigaon	ʨʰam+pʰ/blɔ̃ː	ʨʰam+pʰ/blɔ̃ː	tɕʰ a m + pʰl~bl/pʰ l ɔ̃ː	jeri1243	27.340629	92.486595	Western Kho-Bwa	198 628	198 628
660	77_butterfly	butterfly	Khoitam	Khoitam	ʨʰam+pʰlɔː	ʨʰam+pʰlɔː	tɕʰ a m + pʰ l ɔː	khoi1252	27.327487	92.439455	Western Kho-Bwa	198 628	198 628
661	77_butterfly	butterfly	Rahung	Rahung	ʨʰam+pʰɔɹ	ʨʰam+pʰɔɹ	tɕʰ a m + pʰ ɔ ɹ	rahu1234	27.310778	92.395028	Western Kho-Bwa	198 630	198 630
662	77_butterfly	butterfly	Rupa	Rupa	ʦam+pyŋ	ʦam+pyŋ	ts~ʨ/ʨ a m + p y ŋ	rupa1234	27.203065	92.398757	Western Kho-Bwa	198 197	198 197
663	77_butterfly	butterfly	Shergaon	Shergaon	ʨʰam+pliŋ	ʨʰam+pliŋ	tɕʰ a m + p l i ŋ	sher1261	27.105018	92.272133	Western Kho-Bwa	198 197	198 197
664	77_butterfly	butterfly	Rupa	Rupa	ʨam+pliŋ	ʨam+pliŋ	ʨ a m + p l i ŋ	rupa1234	27.203065	92.398757	Western Kho-Bwa	10597 10598	10597 10598
665	77_butterfly	butterfly	Rupa	Rupa	ʨam+pliŋ	ʨam+pliŋ	ʨ a m + p l i ŋ	rupa1234	27.203065	92.398757	Western Kho-Bwa	11307 11308	11307 11308
666	78_buy	buy	Khispi	Khispi	ɕej	ɕej	ɕ ei	lish1235	27.37	92.23	Western Kho-Bwa	199	199
667	78_buy	buy	Duhumbi	Duhumbi	ɕɛj	ɕɛj	ɕ ɛi	chug1252	27.42	92.23	Western Kho-Bwa	199	199
668	78_buy	buy	Khoina	Khoina	ʦʰaː	ʦʰaː	tsʰ aː	khoi1253	27.334981	92.52994	Western Kho-Bwa	199	199
669	78_buy	buy	Jerigaon	Jerigaon	ʨʰɛː ~ ʨʰaː	ʨʰɛː ~ ʨʰaː	tɕʰ ɛː~aː/aː	jeri1243	27.340629	92.486595	Western Kho-Bwa	199	199
670	78_buy	buy	Khoitam	Khoitam	ʨʰɛː	ʨʰɛː	tɕʰ ɛː	khoi1252	27.327487	92.439455	Western Kho-Bwa	199	199
671	78_buy	buy	Rahung	Rahung	ʨʰɛː	ʨʰɛː	tɕʰ ɛː	rahu1234	27.310778	92.395028	Western Kho-Bwa	199	199
672	78_buy	buy	Rupa	Rupa	ʨʰaː ~ ʦʰaː	ʨʰaː ~ ʦʰaː	ʦʰ~tɕʰ/tɕʰ aː	rupa1234	27.203065	92.398757	Western Kho-Bwa	199	199
673	78_buy	buy	Shergaon	Shergaon	ʨʰaː	ʨʰaː	tɕʰ aː	sher1261	27.105018	92.272133	Western Kho-Bwa	199	199
674	79_callfor	call for	Khispi	Khispi	kʰal	kʰal	kʰ a l	lish1235	27.37	92.23	Western Kho-Bwa	200	200
675	79_callfor	call for	Duhumbi	Duhumbi	kʰaɹ	kʰaɹ	kʰ a ɹ	chug1252	27.42	92.23	Western Kho-Bwa	200	200
676	79_callfor	call for	Khoina	Khoina	kʰɛ	kʰɛ	kʰ ɛ (n)/n	khoi1253	27.334981	92.52994	Western Kho-Bwa	200	200
677	79_callfor	call for	Jerigaon	Jerigaon	kʰɛ	kʰɛ	kʰ ɛ (n)/n	jeri1243	27.340629	92.486595	Western Kho-Bwa	200	200
678	79_callfor	call for	Khoitam	Khoitam	kʰan	kʰan	kʰ a n	khoi1252	27.327487	92.439455	Western Kho-Bwa	200	200
679	79_callfor	call for	Rahung	Rahung	kʰan	kʰan	kʰ a~ɛ/a (n)/n	rahu1234	27.310778	92.395028	Western Kho-Bwa	200	200
680	79_callfor	call for	Rupa	Rupa	kʰan	kʰan	kʰ a n	rupa1234	27.203065	92.398757	Western Kho-Bwa	200	200
681	79_callfor	call for	Shergaon	Shergaon	kʰan	kʰan	kʰ a n	sher1261	27.105018	92.272133	Western Kho-Bwa	200	200
682	80_cane	cane	Khispi	Khispi	kʰi	kʰi	kʰ i	lish1235	27.37	92.23	Western Kho-Bwa	201	201
683	80_cane	cane	Duhumbi	Duhumbi	kʰi	kʰi	kʰ i	chug1252	27.42	92.23	Western Kho-Bwa	201	201
684	80_cane	cane	Khoina	Khoina	ʨʰi	ʨʰi	tɕʰ i	khoi1253	27.334981	92.52994	Western Kho-Bwa	201	201
685	80_cane	cane	Jerigaon	Jerigaon	ʨʰi	ʨʰi	tɕʰ i	jeri1243	27.340629	92.486595	Western Kho-Bwa	201	201
686	80_cane	cane	Khoitam	Khoitam	ʨʰi	ʨʰi	tɕʰ i	khoi1252	27.327487	92.439455	Western Kho-Bwa	201	201
687	80_cane	cane	Rahung	Rahung	ʨʰi	ʨʰi	tɕʰ i	rahu1234	27.310778	92.395028	Western Kho-Bwa	201	201
688	80_cane	cane	Rupa	Rupa	kʰi	kʰi	kʰ i	rupa1234	27.203065	92.398757	Western Kho-Bwa	201	201
689	80_cane	cane	Shergaon	Shergaon	kʰi	kʰi	kʰ i	sher1261	27.105018	92.272133	Western Kho-Bwa	201	201
690	590_canecarrystrap	cane carry strap	Duhumbi	Duhumbi	tʰɛr	tʰɛr	tʰ ɛ r	chug1252	27.42	92.23	Western Kho-Bwa	790	790
691	81_caphat	cap, hat	Khispi	Khispi	kʰɔ+tʰuŋ	kʰɔ+tʰuŋ	kʰ ɔ + tʰ u~ɔ/ɔ ŋ	lish1235	27.37	92.23	Western Kho-Bwa	202 203	202 203
692	81_caphat	cap, hat	Duhumbi	Duhumbi	kʰɔ+tʰɔŋ	kʰɔ+tʰɔŋ	kʰ ɔ + tʰ ɔ ŋ	chug1252	27.42	92.23	Western Kho-Bwa	202 203	202 203
693	81_caphat	cap, hat	Khoina	Khoina	gə+tʰuŋ	gə+tʰuŋ	g ə + tʰ u ŋ	khoi1253	27.334981	92.52994	Western Kho-Bwa	202 203	202 203
694	81_caphat	cap, hat	Jerigaon	Jerigaon	kʰ+tʰuŋ	kʰ+tʰuŋ	kʰ + tʰ u ŋ	jeri1243	27.340629	92.486595	Western Kho-Bwa	202 203	202 203
695	81_caphat	cap, hat	Khoitam	Khoitam	kʰ+tʰuŋ	kʰ+tʰuŋ	kʰ + tʰ u ŋ	khoi1252	27.327487	92.439455	Western Kho-Bwa	202 203	202 203
696	81_caphat	cap, hat	Rahung	Rahung	kʰan+tʰuŋ	kʰan+tʰuŋ	kʰ a n + tʰ u ŋ	rahu1234	27.310778	92.395028	Western Kho-Bwa	202 203	202 203
697	81_caphat	cap, hat	Rupa	Rupa	gə+tʰuŋ	gə+tʰuŋ	g ə + tʰ u ŋ	rupa1234	27.203065	92.398757	Western Kho-Bwa	202 203	202 203
698	81_caphat	cap, hat	Shergaon	Shergaon	kʰ+tʰuŋ	kʰ+tʰuŋ	kʰ + tʰ u ŋ	sher1261	27.105018	92.272133	Western Kho-Bwa	202 203	202 203
699	82_carry	carry	Khispi	Khispi	bu	bu	b u	lish1235	27.37	92.23	Western Kho-Bwa	204	204
700	82_carry	carry	Duhumbi	Duhumbi	bu	bu	b u	chug1252	27.42	92.23	Western Kho-Bwa	204	204
701	82_carry	carry	Khoina	Khoina	byː	byː	b yː	khoi1253	27.334981	92.52994	Western Kho-Bwa	204	204
702	82_carry	carry	Jerigaon	Jerigaon	byː	byː	b yː	jeri1243	27.340629	92.486595	Western Kho-Bwa	204	204
703	82_carry	carry	Khoitam	Khoitam	byː	byː	b yː	khoi1252	27.327487	92.439455	Western Kho-Bwa	204	204
704	82_carry	carry	Rahung	Rahung	byː	byː	b yː	rahu1234	27.310778	92.395028	Western Kho-Bwa	204	204
705	82_carry	carry	Rupa	Rupa	byː	byː	b yː	rupa1234	27.203065	92.398757	Western Kho-Bwa	204	204
706	82_carry	carry	Shergaon	Shergaon	biː	biː	b iː	sher1261	27.105018	92.272133	Western Kho-Bwa	204	204
707	591_carryonshoulder	carry on shoulder	Duhumbi	Duhumbi	ɕar	ɕar	ɕ a r	chug1252	27.42	92.23	Western Kho-Bwa	792	792
708	83_cat	cat	Khispi	Khispi	ɲaŋ+bu	ɲaŋ+bu	ɲ a ŋ + b u	lish1235	27.37	92.23	Western Kho-Bwa	206 117	206 117
