COGID	Duhumbi	Jerigaon	Khispi	Khoina	Khoitam	Rahung	Rupa	Shergaon
642		t ɛ n					t ɔ	t ɔ
353			pʰ u		pʰ		pʰ yː	
354					h ɔ̃ː	h ɔ̃ː	h ɔ̃ː	
46	m		m ɔː			m		
412		a	ɕ a	a				
413	b ɹ a				b ɹ ɔ	p ɹ ø		
822	m a				m	m u ŋ		
419	ɬ a p				l a p		l a p	
422		r aː			r ɛː	r ɛː		
420		tʰ ɔ n			tʰ ĩː	tʰ yː		
430	w a						h au	h au
428		h y ŋ		x y j	h y ŋ			
105		r ɔ̃ː			n ũː	n ũː		
468	tɕʰ u ɹ		tɕʰ u ɹ		tɕʰ ɔ ɹ			
484			kʰ a	kʰ		kʰ		
485			tɕʰ ɔ ŋ	tɕʰ u ŋ		tɕʰ u ŋ		
486				s uː		s uː	s uː	
504	k a k			kʰ ɐ k		g a k		
521		r ɔ			r u	r u ŋ		
540	t a m			t i m	t a m			
547				n ə			ɲ ə	n ə
591	k ɔː		k ɔː					kʰ
212	p a t		p a t					p a t
216		pʰ			pʰ	pʰ		
387		ə		a	ə			
633					t a p		t a p	t a p
651		r ɛ̃ĩ		r ĩː	r ĩː			
664	tɕʰ ɔ t		tɕ ɔ s	tɕʰ ɛ t				
671	b a			w uː		w uː		
712		s ɔː			ʨʰ ə	tɕʰ ə		
721	h u		h u				l yː	
395		s ə				s ə	s ə	
766					b yː	b yː	b ɛː	
777	ɹ a		l a				l a	
776		tʰ ɔ̃ː ŋ		tʰ ɔ̃ː			tʰ ũː ŋ	
778				w øː	w ɛː	w ɛː		
800		h u			h u		h u	
816		m ɛ ŋ			j ɛ ŋ	j ɛ ŋ		
393	m ɛ n				m a n		m a n	
824	d eˀ		d e	d i				
389	ɕ a		ɕ a					s ɔː
874	i ɹ		i l				ɛ̃ː n	
891				l a k			l a k	l a k
900				d a	t a	t a		
924			tɕʰ a p		tɕʰ a p		tɕʰ a p	
937	h a m		h a m				l ũː ŋ	
984	ɕ i s		ɕ i s				s ĩː	
1037	g o m		g ɔ m	g a				
1040	b u		p a	p øː				
1062		j ɔ̃ː		j ɔ̃ː	j ɔ̃ː			
1067					tɕʰ y ŋ	tɕʰ y ŋ		tɕʰ u ŋ
1075				ts ɐ k			ʨ a k	tɕ a k
1138					tɕʰ i ŋ	tɕʰ i ŋ	tɕʰ i ŋ	
720					m yː		m yː	m iː
1155					h y k		h y k	h u k
716						d ə	d ə	d a
1198						h ɔ̃	h ɔ̃	h ɔ̃
1200		d a		d a		l a		
1208	b u k		b u k	b ə				
407			s a ŋ		s a ŋ	s a ŋ		
1285							b l u ŋ	b l u ŋ
3	ɹ		l					
14					tɕʰ ə	tɕʰ ə		
19				d ə			d ə	
66		t ɛ n		t ø n				
518							ɲ au	ɲ au
76	m ɛ s	m ə						
401	k ɔ ŋ	k u ŋ						
526	k i		k i					
488	tsʰ i k		tsʰ i k					
512	kʰ i n		kʰ e					
546		kʰ a				kʰ a n		
568					k yː	k yː		
179	d aˀ		d a					
178		j ɛˀ		j a				
344							n ə	n ə
242							tɕ ɔ p	tɕ ɔ p
133	k a m							k a m
571	b ɛi							b a
270	tʰ j ɛ ŋ						tʰ ɛ ŋ	
691	m ɛ n		m ɛ n					
423	w a		w a					
647				r ɔ	r ɔ			
334				tsʰ aː		tɕʰ ə		
653	kʰ a n		kʰ a n					
569	w a		w					
351		l ɛ						l a p
356		kʰ l aː		kʰ l aː				
674							s a ŋ	s a ŋ
57	b i r		b i l					
433		tɕ ɔ ŋ		tɕ ɔ ŋ				
443		r ə		r i				
453	d u ŋ		d u ŋ					
469	s ɔ ɹ		s u ɹ					
837	ɕ ɔ r		ɕ ɔ l					
514	tʰ a k		tʰ a					
408	tɕʰ u		tɕʰ u					
532				w ɔ̃ː ŋ			w ɔ ŋ	
531					pʰ u	h u		
517					l ũː ŋ	l ũ ŋ		
533	tɕʰ i				tsʰ ə			
411				d ə			d ə	
541				l a	l a			
854	h ɔ p		s ɔ p					
169		k ɹ iː		k ɹ aː				
165	l a k		l a k					
616		t ɛ n				t ɔ		
501							b ə	b ə
184	j a ŋ		j a ŋ					
230		kʰ ɛː				r ɛː		
634							m yː	m i
417							b a	b a
697	ʑ ɔː		ʑ ɔː					
707					w uː	w uː		
463	k a		k a					
753	b i s		b u ɕ					
870	h ɔˀ		s ɔ					
779					s y	s u		
786		h u			f			
713	ʥ a m		ʥ a m					
301	l i ŋ		b i n					
893	m u r		m u l					
347	ɕ ɔ ŋ		ɕ ɔ ŋ					
855							kʰ ə	kʰ ə
909				a	a			
888		s		ɕ				
39	kʰ a		kʰ a					
482	t u ŋ		t u ŋ					
946					j ə	j a		
945							l ə	l ə
951	ŋ ɔi		ŋ ui					
728					m	m		
735		d uː				d uː		
992	kʰ ɔu						kʰ au	
429	tɕ u m		tɕ u m					
1025	d a k		d a k					
1024	l i ŋ		l i ŋ					
449					tɕʰ ɔ m	tɕʰ a m		
508					r ɛː	r ɛː		
435							l ɔː	p l ɔː
1029						t eː	t eː	
727	pʰ u		pʰ u					
1041		n a				n a		
376	h i n		h i n					
725							s	s
1058							t ɔ p	t ɔ p
1063						tɕʰ ou	kʰ j au	
543		d ə		d y				
1071	p a					p oː		
1079				kʰ a ɹ		kʰ a ɹ		
1087	tʰ u m		d u m					
1085						t r ɔ m	tʰ r ɔ m	
1106		s ə				tɕʰ ə		
1107		tɕʰ ø n				tɕʰ ø m		
461			ɔ		ɔ			
99		dʑ i		dʑ i				
1160	ɲ a m		ɲ a m					
1179	p ɛ ɹ		p ɛ ɹ					
194	j a ŋ		j a ŋ					
1240				l ɔː	l ɔː			
1248	k a ɹ		k a l					
