COGID	Duhumbi	Jerigaon	Khispi	Khoina	Khoitam	Rahung	Rupa	Shergaon
113-3			p Ø Ø					
116-3			Ø u k					
142-3			z ɛ k					
155-3			kʰ Ø ɔː ŋ					
268-3			Ø Ø					
285-3			tɕʰ ɔː m					
315-3			l					
318-3			Ø Ø					
352-3			Ø Ø ŋ					
406-3			l ɔː					
421-3			Ø t					
436-3			Ø Ø					
515-3			b Ø					
516-3			Ø ɔ p					
524-3			z ɔ m					
545-3			p Ø Ø					
566-3			k ɔː k					
579-3			Ø Ø ŋ					
587-3			Ø u p					
597-3			z u					
609-3			tɕʰ Ø i k					
166-3			l ɔː k					
644-3			Ø u ŋ					
733-3			tʰ u ŋ					
738-3			Ø Ø t					
755-3			n u m					
1-4				k Ø				
5-4				n ɔ				
4-4				tʰ i k				
6-4				n a ŋ				
15-4				dʑ i				
55-4				l ɔ				
56-4				Ø				
60-4				s i				
61-4				kʰ u ŋ				
80-4				dʑ ɔ k				
87-4				tɕʰ Ø				
86-4				pʰ l u				
92-4				pʰ l a				
102-4				m a				
106-4				pʰ u k				
108-4				d ə				
107-4				pʰ l a				
112-4				pʰ a m				
115-4				s				
114-4				t u ŋ				
120-4				d u				
124-4				a				
125-4				tʰ ɔ k				
132-4				s u				
131-4				r i ŋ				
136-4				m ə				
134-4				kʰ a k				
137-4				a				
138-4				d ɔ k				
140-4				h Ø				
143-4				tɕʰ a k				
145-4				tɕʰ ɔ̃ː				
147-4				h aː				
149-4				m i k				
153-4				s				
152-4				kʰ a n				
158-4				k i k				
163-4				l i				
164-4				ɲ iː				
167-4				pʰ a ŋ				
171-4				ɲ u ŋ				
172-4				pʰ u k				
173-4				tʰ u Ø				
183-4				r aː				
185-4				m Ø				
188-4				k a Ø				
189-4				tɕ i n				
193-4				h Ø				
196-4				m ɔ̃ː				
199-4				Ø aː				
200-4				kʰ a n				
201-4				kʰ i				
202-4				kʰ ə				
203-4				tʰ u ŋ				
204-4				pʰ iː				
206-4				ɲ a m				
117-4				pʰ iː				
146-4				kʰ i				
219-4				pʰ				
218-4				tɕʰ aː				
224-4				m Ø ŋ				
240-4				Ø a k				
244-4				h Ø				
255-4				n Ø				
260-4				pʰ a				
263-4				r aː				
269-4				k a k				
271-4				tʰ a k				
209-4				kʰ i				
277-4				m Ø				
278-4				b u ŋ				
135-4				d u				
284-4				m iː				
797-4				Ø				
290-4				l i ŋ				
289-4				k i k				
296-4				n i				
310-4				s Ø				
319-4				Ø				
325-4				r Ø				
327-4				tʰ aː				
331-4				k Ø				
337-4				pʰ a ɲ				
338-4				l i ŋ				
339-4				ɔ̃ː				
350-4				kʰ ə				
349-4				tʰ u ŋ				
357-4				tɕʰ u				
355-4				a				
363-4				m a Ø				
361-4				tʰ Ø				
365-4				s a Ø				
364-4				k Ø l				
375-4				r u k				
379-4				s Ø t				
380-4				kʰ Ø				
396-4				h Ø				
400-4				m Ø				
405-4				d a ŋ				
404-4				s u m				
409-4				r ɛ k				
410-4				i k				
415-4				pʰ a				
416-4				pʰ Ø				
101-4				ɲ u ŋ				
37-4				kʰ Ø				
424-4				pʰ aː				
434-4				Ø a m				
445-4				b				
446-4				s Ø				
451-4				t u				
457-4				n a m				
456-4				pʰ l Ø				
464-4				pʰ Ø i ŋ				
473-4				Ø Ø				
474-4				ɔ ŋ				
479-4				s i Ø				
489-4				h Ø				
490-4				h ɔ̃ː				
494-4				s u				
503-4				g ə				
502-4				z a ŋ				
235-4				l u ŋ				
519-4				l Ø				
523-4				u k				
527-4				kʰ ɛ ŋ				
538-4				s				
544-4				h a m				
850-4				a				
554-4				dʑ ə				
553-4				Ø i n				
558-4				kʰ ɔ̃ː ŋ				
561-4				s a				
562-4				b Ø				
564-4				h aː				
567-4				m Ø				
570-4				pʰ iː				
575-4				ɔ̃ː				
582-4				l a				
585-4				Ø				
589-4				kʰ ɔ m				
593-4				d a n				
594-4				l ə				
595-4				tʰ Ø				
596-4				ɲ u				
598-4				z u				
599-4				d ĩː				
602-4				z aː				
603-4				l a b				
606-4				s u				
605-4				pʰ Ø				
620-4				l a				
637-4				pʰ a k				
639-4				dʑ Ø				
645-4				kʰ ɔ				
646-4				r ɛ ŋ				
168-4				h ɛ k				
658-4				h a n				
665-4				pʰ Ø				
668-4				h Ø				
677-4				t a ŋ				
75-4				k u ŋ				
678-4				s Ø				
682-4				m a n				
493-4				z iː				
693-4				s u				
694-4				m Ø				
702-4				tɕ u m				
704-4				m				
176-4				l Ø				
709-4				s				
710-4				t u				
714-4				m ɔ				
718-4				kʰ				
719-4				tɕʰ ɔ̃ː Ø				
22-4				m iː				
723-4				Ø i ŋ				
726-4				dʑ ɛ ŋ				
729-4				pʰ				
730-4				Ø i				
739-4				pʰ l Ø				
740-4				pʰ u				
741-4				kʰ ɔ k				
744-4				a				
743-4				h a n				
746-4				pʰ u ŋ				
748-4				tʰ a				
747-4				kʰ iː				
749-4				kʰ a n				
751-4				t ɔ̃ː Ø				
762-4				m a n				
764-4				h Ø n				
765-4				dʑ i				
788-4				Ø ɔ m				
615-4				l a k				
803-4				s u				
802-4				Ø a k				
808-4				pʰ ɔ				
809-4				tɕ i				
819-4				d u k				
821-4				s u				
820-4				pʰ a				
828-4				s a k				
827-4				b iː				
835-4				n ɔ				
308-4				Ø iː				
844-4				z i				
848-4				m ə				
705-4				l Ø				
613-4				u				
649-4				h ɛ k				
876-4				tɕ ɔ̃ː				
878-4				h u ŋ				
889-4				h ɔ̃ː				
898-4				n u k				
902-4				h ɔ̃ː ŋ				
910-4				Ø n				
916-4				l Ø				
919-4				r aː				
922-4				s i k				
930-4				tɕʰ Ø				
933-4				k aː				
939-4				r ɛ k				
947-4				Ø a n				
948-4				n u ŋ				
963-4				z Ø				
967-4				tɕʰ u k				
969-4				s				
970-4				k u k				
972-4				n u				
731-4				m iː				
973-4				dʑ i ŋ				
974-4				n Ø				
979-4				dʑ a n				
182-4				kʰ iː				
993-4				n u				
994-4				h iː				
1001-4				s Ø				
1002-4				d u				
1005-4				tɕʰ iː Ø				
1009-4				kʰ Ø				
1022-4				s a				
1021-4				u k				
1043-4				Ø u ŋ				
1049-4				t u				
1065-4				kʰ ĩː				
1068-4				h Ø				
1077-4				l u ŋ				
1081-4				r ɔ̃ː ŋ				
1084-4				h i ŋ				
1092-4				m Ø				
1091-4				tɕʰ Ø				
1096-4				n u				
1097-4				g iː				
1102-4				ɲ aː				
1104-4				tʰ a Ø				
1108-4				tɕʰ a k				
552-4				dʑ Ø				
1111-4				pʰ l a				
1116-4				s ɔ̃ː Ø				
722-4				kʰ aː				
1141-4				h Ø				
1147-4				b u				
1146-4				z o				
1150-4				h a ŋ				
1151-4				u ŋ				
1158-4				kʰ a k				
1159-4				pʰ u				
1164-4				tʰ Ø				
1163-4				l Ø				
1167-4				s a ŋ				
1171-4				l aː				
1177-4				z iː				
1187-4				kʰ aː				
1189-4				ɲ i k				
52-4				kʰ Ø				
1195-4				z Ø				
1203-4				tʰ u k				
1211-4				h Ø				
329-4				r Ø				
1217-4				m u				
72-4				kʰ Ø				
1218-4				tɕʰ i k				
1222-4				tɕʰ u				
1229-4				dʑ a ŋ				
1238-4				d ɔ̃ː ŋ				
1249-4				ɲ Ø				
1252-4				h Ø				
1254-4				n u Ø				
1253-4				s u m				
1257-4				k Ø				
1263-4				dʑ ə				
1266-4				dʑ a k				
584-4				t u ŋ				
7-4				Ø Ø				
1191-4				l ə a ŋ				
13-4				tɕʰ Ø				
18-4				dʑ i				
33-4				n u				
81-4				s a n				
89-4				tʰ ɔ ŋ				
90-4				z Ø Ø				
104-4				m u				
123-4				tɕʰ u ɔ				
122-4				kʰ ɔ				
121-4				m Ø				
159-4				s Ø				
161-4				kʰ Ø				
170-4				Ø Ø t				
186-4				dʑ u				
191-4				z u				
211-4				b a Ø				
210-4				kʰ Ø Ø				
217-4				k ɔ				
221-4				n iː				
233-4				d u				
246-4				t iː				
252-4				Ø Ø n				
253-4				r a Ø				
261-4				pʰ Ø				
262-4				ə iː				
281-4				tɕ ɛ k				
287-4				l ɔ ɔ				
288-4				l Ø				
292-4				tʰ i ɔ				
297-4				kʰ a k				
311-4				k Ø				
332-4				pʰ Ø				
342-4				ɔ k				
358-4				h u ŋ				
366-4				k u				
378-4				tɕʰ Ø				
382-4				m aː				
392-4				dʑ ɔ k				
397-4				b aː				
437-4				h Ø				
444-4				pʰ l a k				
465-4				tɕʰ i				
471-4				m Ø ŋ				
481-4				dʑ a b				
500-4				m i ŋ				
525-4				tɕʰ Ø				
542-4				dʑ ɔ ŋ				
625-4				r u ŋ				
638-4				n u ŋ				
640-4				s ĩː Ø				
656-4				z u				
657-4				d u ŋ				
659-4				d Ø				
711-4				tɕʰ u				
745-4				n u				
818-4				tʰ i ɔ				
839-4				tɕʰ ɔ				
841-4				h Ø				
894-4				pʰ Ø iː				
932-4				s				
965-4				d u ŋ				
981-4				d u				
1044-4				ɔ				
1076-4				kʰ a				
1126-4				tʰ ɛ t				
1132-4				tɕʰ a b				
1175-4				n ə				
944-4				tʰ u ŋ				
1199-4				dʑ Ø ŋ				
1228-4				Ø a k				
1256-4				tɕ u ŋ				
1282-4				d Ø				
1283-4				h Ø				
30-4				m ɔ ə				
32-4				k Ø				
48-4				dʑ i				
59-4				m Ø Ø				
78-4				l i ŋ				
77-4				z u k				
82-4				pʰ ɛ t				
88-4				z i k				
100-4				z Ø Ø				
103-4				s u ŋ				
113-4				pʰ a				
116-4				a k				
155-4				kʰ a ŋ				
10-4				a				
192-4				z Ø				
198-4				tɕʰ a m				
232-4				s Ø ŋ				
247-4				s Ø Ø				
268-4				Ø iː				
282-4				s Ø				
285-4				tɕʰ a m				
306-4				dʑ r iː				
315-4				l a				
318-4				h iː				
321-4				z Ø Ø				
352-4				tʰ				
367-4				l i				
368-4				i k				
372-4				s u				
373-4				tʰ ɔ ŋ				
439-4				h Ø				
129-4				b iː				
390-4				tɕʰ ɔ̃ː				
399-4				h u ŋ				
826-4				m Ø				
432-4				pʰ u				
436-4				Ø Ø				
438-4				m ɔ				
440-4				s Ø				
476-4				z Ø				
491-4				ɔ				
205-4				z iː				
513-4				s u				
520-4				tʰ				
545-4				pʰ Ø				
151-4				l u ŋ				
572-4				l aː				
574-4				Ø ĩː				
579-4				dʑ ɔ				
583-4				kʰ iː				
587-4				tɕ u b				
597-4				z u				
609-4				tɕʰ i k				
612-4				h Ø				
166-4				l ɔ k				
622-4				t Ø				
644-4				h u ŋ				
667-4				dʑ u				
687-4				n u				
689-4				kʰ				
690-4				tɕ a m				
733-4				tʰ u ŋ				
738-4				Ø Ø				
752-4				h a				
755-4				n u				
1-5					k uː			
5-5					n ɔ			
4-5					tʰ i k			
6-5					n a ŋ			
15-5					dʑ i			
55-5					l o			
56-5					a			
60-5					s aː			
61-5					kʰ u ŋ			
80-5					dʑ ɔ k			
87-5					tɕʰ a			
86-5					Ø l u			
92-5					Ø l uː			
102-5					m aː			
106-5					Ø u k			
108-5					d ə			
107-5					Ø l Ø			
112-5					Ø o ŋ			
115-5					s			
114-5					t u ŋ			
120-5					d u			
124-5					a			
125-5					tʰ ɔ k			
132-5					s ə			
131-5					r i ŋ			
136-5					m ə			
134-5					kʰ a k			
137-5					a			
138-5					d ɔ k			
140-5					h uː			
143-5					tɕʰ a k			
145-5					tɕʰ ɔ̃ː			
147-5					h aː			
149-5					m i Ø			
153-5					s			
152-5					kʰ Ø n			
158-5					p i k			
163-5					l i			
164-5					ɲ iː			
167-5					Ø a ŋ			
171-5					ɲ u ŋ			
172-5					b u k			
173-5					tʰ iː Ø			
183-5					r aː			
185-5					m uː			
188-5					k ə Ø			
189-5					Ø i n			
193-5					h a			
196-5					m ɔ̃ː			
199-5					tɕʰ aː			
200-5					kʰ a n			
201-5					kʰ i			
202-5					kʰ Ø Ø			
203-5					tʰ u ŋ			
204-5					b iː			
206-5					ɲ a m			
117-5					b iː			
146-5					kʰ eː			
219-5					Ø Ø p			
218-5					tɕʰ aː			
224-5					m Ø ŋ			
240-5					tɕʰ a k			
244-5					h Ø			
255-5					n Ø Ø			
260-5					b Ø			
263-5					r Ø			
269-5					k ɛ k			
271-5					tʰ a k			
209-5					kʰ eː			
277-5					m Ø			
278-5					b u ŋ			
135-5					d ə			
284-5					m iː			
797-5					a			
290-5					l i Ø			
289-5					tɕ i Ø			
296-5					n i			
310-5					s Ø			
319-5					Ø			
325-5					r a			
327-5					tʰ aː			
331-5					k Ø			
337-5					b Ø Ø ɲ			
338-5					l i ŋ			
339-5					ɔ̃ː			
350-5					kʰ ə			
349-5					tʰ u ŋ			
357-5					tɕʰ u			
355-5					a			
363-5					Ø a n			
361-5					tʰ Ø			
365-5					s a ɹ			
364-5					k a t			
375-5					r u k			
379-5					s Ø t			
380-5					kʰ u			
396-5					h Ø			
400-5					m uː			
405-5					d a ŋ			
404-5					s ɔ m			
409-5					r Ø ɛ k			
410-5					i k			
415-5					b aː			
416-5					b a			
101-5					ɲ u Ø			
37-5					kʰ uː			
424-5					Ø aː			
434-5					tɕʰ Ø n			
445-5					p Ø			
446-5					s i			
451-5					t u			
457-5					n a m			
456-5					b l uː			
464-5					Ø Ø i ŋ			
473-5					tɕʰ Ø			
474-5					ɔ ŋ			
479-5					s i n			
489-5					h Ø			
490-5					h ɔ̃ː ŋ			
494-5					s ə			
503-5					g ə			
502-5					z a ŋ			
235-5					l u ŋ			
519-5					l Ø			
523-5					u k			
527-5					kʰ Ø ɛ ŋ			
538-5					s			
544-5					h a m			
850-5					a			
554-5					dʑ ə			
553-5					r i n			
558-5					kʰ Ø			
561-5					s a			
562-5					p Ø			
564-5					h aː			
567-5					m a			
570-5					Ø iː			
575-5					Ø			
582-5					l a			
585-5					Ø			
589-5					kʰ ɔ m			
593-5					d Ø n			
594-5					l ə ŋ			
595-5					tʰ iː ŋ			
596-5					ɲ ə k			
598-5					z u			
599-5					d ĩː			
602-5					z aː			
603-5					l a p			
606-5					s ɔ			
605-5					b o			
620-5					l aː			
637-5					Ø a k			
639-5					dʑ Ø			
645-5					kʰ ɔ			
646-5					r ɛ ŋ			
168-5					h Ø ɛ k			
658-5					h a n			
665-5					Ø uː			
668-5					h uː			
677-5					t a ŋ			
75-5					k u ŋ			
678-5					s uː			
682-5					m a n			
493-5					z iː			
693-5					s a			
694-5					m uː			
702-5					tɕ ɔ m			
704-5					m uː			
176-5					l uː			
709-5					s			
710-5					t ɔ Ø			
714-5					m Ø a Ø			
718-5					kʰ			
719-5					tɕʰ Ø			
22-5					m iː			
723-5					Ø i ŋ			
726-5					z ɛ ŋ			
729-5					b ə			
730-5					r i			
739-5					Ø l Ø			
740-5					b ə			
741-5					kʰ ɔ k			
744-5					ə			
743-5					h a n			
746-5					Ø u ŋ			
748-5					tʰ ə Ø			
747-5					kʰ iː			
749-5					kʰ Ø n			
751-5					t ɔ̃ː Ø			
762-5					m Ø n			
764-5					h a n			
765-5					dʑ i			
788-5					l u Ø			
615-5					l a k			
803-5					s u			
802-5					p a k			
808-5					b ə			
809-5					Ø i			
819-5					d u k			
821-5					s y			
820-5					b Ø			
828-5					s a k			
827-5					p iː			
835-5					n Ø			
308-5					r iː			
844-5					z i p			
848-5					m ə			
705-5					l uː			
613-5					y			
649-5					h Ø ɛ k			
876-5					tɕ ɔ̃ː			
878-5					h u ŋ			
889-5					h ɔ̃ː			
898-5					n u k			
902-5					h ɔ̃ː ŋ			
910-5					a n			
916-5					l Ø			
919-5					r aː			
922-5					s i k			
930-5					tɕʰ o			
933-5					k aː			
939-5					r ɛ k			
947-5					Ø Ø n			
948-5					n u Ø			
963-5					z uː			
967-5					tɕʰ u k			
969-5					s			
970-5					kʰ u k			
972-5					n Ø			
731-5					m iː			
973-5					Ø i ŋ			
974-5					n Ø Ø			
979-5					tɕ ɔ̃ː n			
182-5					kʰ iː			
993-5					n Ø			
994-5					h iː			
1001-5					s Ø			
1002-5					d u			
1005-5					tɕʰ iː Ø			
1009-5					kʰ Ø			
1022-5					s Ø			
1021-5					h u k			
1043-5					p u ŋ			
1049-5					t aː Ø			
1065-5					kʰ ĩː ŋ			
1068-5					h Ø			
1077-5					l u ŋ			
1081-5					r Ø			
1084-5					h i ŋ			
1092-5					m ə			
1091-5					tɕʰ Ø			
1096-5					n Ø			
1097-5					g iː			
1102-5					ɲ aː			
1104-5					tʰ Ø Ø			
1108-5					tɕʰ a k			
552-5					dʑ uː			
1111-5					b l Ø			
1116-5					s ɔ̃ː Ø			
722-5					kʰ Ø			
1141-5					h Ø			
1147-5					b y			
1146-5					z o			
1150-5					h a ŋ			
1151-5					ə ŋ			
1158-5					h a k			
1159-5					Ø ɔ̃ː			
1164-5					tʰ a			
1163-5					l uː			
1167-5					s a ŋ			
1171-5					l aː			
1177-5					z iː p			
1187-5					kʰ ɔ̃ː			
1189-5					ɲ i k			
52-5					kʰ uː			
1195-5					z Ø			
1203-5					tʰ u k			
1211-5					h o			
329-5					r Ø			
1217-5					m Ø ŋ			
72-5					kʰ uː			
1218-5					tɕʰ i k			
1222-5					tɕʰ iː Ø			
1229-5					dʑ a ŋ			
1238-5					d Ø ŋ			
1249-5					m Ø			
1252-5					h uː			
1254-5					n a			
1253-5					s ɔ m			
1257-5					k a Ø			
1263-5					dʑ ə			
1266-5					dʑ a k			
584-5					t u ŋ			
7-5					Ø Ø			
1191-5					l Ø a ŋ			
13-5					tɕʰ uː			
33-5					n a			
74-5					t Ø Ø			
81-5					s a n			
83-5					m i k			
89-5					tʰ ɔ ŋ			
90-5					z Ø			
104-5					m y			
154-5					tɕʰ o			
159-5					s ə			
161-5					kʰ Ø			
170-5					dʑ Ø t			
91-5					a			
181-5					n uː			
186-5					dʑ Ø			
191-5					s ə			
211-5					b a ŋ			
210-5					kʰ ɔ̃ː p			
217-5					Ø ɔ			
221-5					n iː			
233-5					d u			
246-5					t iː			
252-5					Ø Ø n			
253-5					r ɔ m			
261-5					b u			
262-5					Ø iː			
281-5					Ø a k			
287-5					l u			
288-5					l uː			
297-5					kʰ Ø k			
311-5					k Ø			
332-5					b uː			
342-5					ɔ Ø			
358-5					h u n			
366-5					k ə			
382-5					m i			
392-5					dʑ ɔ k			
397-5					pʰ Ø			
437-5					h Ø			
444-5					Ø l a k			
465-5					tɕʰ i			
471-5					m a ŋ			
477-5					d ə			
478-5					r o			
481-5					dʑ Ø p			
483-5					z Ø n			
500-5					m i ŋ			
511-5					kʰ			
525-5					tɕʰ Ø			
542-5					dʑ ɔ ŋ			
625-5					r u ŋ			
638-5					n u ŋ			
640-5					dʑ ĩː p			
656-5					z Ø			
657-5					d u ŋ			
659-5					d uː			
711-5					tɕ o			
745-5					n a Ø			
818-5					tʰ i ŋ			
825-5					tʰ Ø			
839-5					tɕʰ Ø			
841-5					h Ø			
894-5					b Ø iː			
936-5					l Ø			
943-5					Ø a k			
965-5					d u ŋ			
981-5					d u			
1039-5					s o n			
1044-5					u			
1076-5					kʰ Ø			
1126-5					tʰ Ø t			
1131-5					Ø Ø uː			
1132-5					tɕʰ a p			
1166-5					d ɛ p			
1175-5					Ø Ø n ə			
944-5					tʰ u ŋ			
1199-5					tɕʰ Ø			
1228-5					r a k			
1256-5					tɕ u ŋ			
1282-5					d u			
1283-5					h Ø			
48-5					dʑ i			
59-5					m ɔ̃ː Ø			
68-5					ɔ			
69-5					h a ŋ			
78-5					l i ŋ			
77-5					z y Ø			
82-5					Ø Ø t			
88-5					z i Ø			
100-5					z ɔ̃ː Ø			
103-5					s u ŋ			
113-5					pʰ a			
142-5					z Ø ɛ k			
155-5					kʰ a			
10-5					a			
192-5					k Ø			
198-5					tɕʰ a m			
232-5					s a ŋ			
247-5					s n			
268-5					tɕʰ iː			
282-5					s uː			
285-5					tɕʰ a m			
306-5					dʑ iː			
315-5					l Ø			
318-5					h iː			
321-5					z a t			
352-5					tʰ ə Ø			
367-5					r Ø			
368-5					i k			
372-5					s			
373-5					tʰ ɔ ŋ			
439-5					h Ø			
129-5					b iː			
390-5					tɕʰ ɔ̃ː			
399-5					h u ŋ			
406-5					l uː			
421-5					h a t			
826-5					m ə			
432-5					b ə			
436-5					Ø ə			
438-5					m i			
440-5					s Ø			
476-5					z Ø			
491-5					ɔ			
205-5					z iː			
513-5					s ə			
515-5					b Ø			
516-5					r ɔ b			
520-5					tʰ			
524-5					z ɔ m			
566-5					k a k			
151-5					l u ŋ			
572-5					l aː			
574-5					s ĩː			
579-5					dʑ ɔ			
583-5					kʰ iː			
587-5					tɕ u p			
597-5					z ə			
609-5					tɕʰ i k			
612-5					h a			
166-5					l a Ø			
622-5					t Ø			
644-5					h Ø			
667-5					dʑ ə			
687-5					n ə			
689-5					kʰ ə			
690-5					Ø a m			
733-5					tʰ Ø ŋ			
738-5					tɕʰ Ø			
752-5					h a			
755-5					n ə			
1-6						Ø uː		
5-6						n a		
4-6						tʰ i k		
6-6						n a ŋ		
15-6						dʑ i		
55-6						l ɔ		
56-6						a		
60-6						s i		
61-6						kʰ u ŋ		
80-6						dʑ ɔ k		
87-6						tɕʰ a		
86-6						Ø l u		
92-6						Ø l uː		
102-6						m ə		
106-6						Ø u k		
108-6						d u		
107-6						Ø l uː		
112-6						Ø ɔ m		
115-6						s Ø		
114-6						tʰ u ŋ		
120-6						d u		
124-6						a		
125-6						tʰ ɔ k		
132-6						s i		
131-6						r i ŋ		
136-6						b a		
134-6						kʰ a k		
137-6						a		
138-6						d ɔ k		
140-6						h uː		
143-6						tɕʰ a k		
145-6						tɕʰ ɔ̃ː		
147-6						h aː		
149-6						m i k		
153-6						s Ø		
152-6						kʰ a n		
158-6						k i k		
163-6						l i		
164-6						ɲ iː		
167-6						Ø a ŋ		
171-6						ɲ u ŋ		
172-6						b u k		
173-6						tʰ Ø Ø		
183-6						r aː		
185-6						m uː		
188-6						Ø a Ø		
189-6						Ø i Ø		
193-6						a		
196-6						m ɔ̃ː		
199-6						tɕʰ Ø		
200-6						kʰ a n		
201-6						kʰ i		
202-6						Ø u		
203-6						tʰ u ŋ		
204-6						b iː		
206-6						ɲ a m		
117-6						b iː		
146-6						kʰ iː		
219-6						b Ø		
218-6						tɕʰ aː		
224-6						m Ø ŋ		
240-6						tɕʰ a k		
244-6						j Ø		
255-6						n oː Ø		
260-6						b a		
263-6						r oː		
269-6						g ɛ ŋ		
271-6						tʰ a k		
209-6						kʰ iː		
277-6						m a		
278-6						b u ŋ		
135-6						d a		
284-6						m iː		
797-6						a		
290-6						l i ŋ		
289-6						k i Ø		
296-6						Ø i		
310-6						s Ø		
319-6						Ø		
325-6						r a		
327-6						tʰ aː		
331-6						k Ø		
337-6						b a ɲ		
338-6						l i ŋ		
339-6						ɔ̃ː		
350-6						Ø a		
349-6						tʰ u ŋ		
357-6						tɕʰ u		
355-6						a		
363-6						b uː Ø		
361-6						tʰ oː		
365-6						s a ɹ		
364-6						Ø Ø		
375-6						r u k		
379-6						s ɛ Ø		
380-6						Ø u		
396-6						j oː		
400-6						m uː		
405-6						d a ŋ		
404-6						s u m		
409-6						r ɛ k		
410-6						i k		
415-6						b ə		
416-6						b a		
101-6						ɲ u ŋ		
37-6						kʰ uː		
424-6						Ø aː		
434-6						tɕʰ a n		
445-6						p		
446-6						s i		
451-6						Ø u		
457-6						n a m		
456-6						b l uː		
464-6						Ø Ø i ŋ		
473-6						tɕʰ Ø		
474-6						ɔ ŋ		
479-6						s i n		
489-6						j Ø		
490-6						h ɔ̃ː ŋ		
494-6						s a		
503-6						g a		
502-6						z a ŋ		
235-6						l u ŋ		
519-6						l Ø		
523-6						u k		
527-6						kʰ ɛ ŋ		
538-6						s		
544-6						j a m		
850-6						a		
554-6						dʑ a		
553-6						r i Ø		
558-6						kʰ Ø ŋ		
561-6						s a		
562-6						p a		
564-6						j aː		
567-6						m Ø		
570-6						Ø iː		
575-6						oː		
582-6						l a		
585-6						Ø		
589-6						kʰ ɔ m		
593-6						d a n		
594-6						l a ŋ		
595-6						tʰ Ø ŋ		
596-6						ɲ u		
598-6						z u		
599-6						d Ø		
602-6						z aː		
603-6						l a p		
606-6						s Ø Ø		
605-6						b Ø		
620-6						l ə		
637-6						Ø a k		
639-6						dʑ Ø		
645-6						g ɔ		
646-6						r ɛ ŋ		
168-6						h ɛ k		
658-6						a n		
665-6						Ø uː		
668-6						h uː		
677-6						Ø a ŋ		
75-6						k u ŋ		
678-6						s uː		
682-6						m a n		
493-6						z iː		
693-6						s uː		
694-6						m uː		
702-6						tɕ ɔ m		
704-6						m uː		
176-6						l uː		
709-6						s Ø		
710-6						Ø ɔ p		
714-6						m a		
718-6						Ø ŋ		
719-6						tɕʰ Ø ŋ		
22-6						m iː		
723-6						Ø i ŋ		
726-6						Ø ɛ ŋ		
729-6						b		
730-6						r i		
739-6						Ø l Ø		
740-6						b a		
741-6						kʰ ɔ k		
744-6						u		
743-6						h a n		
746-6						Ø u ŋ		
748-6						tʰ i Ø		
747-6						kʰ iː		
749-6						kʰ a n		
751-6						Ø ɔ̃ː Ø		
762-6						m a n		
764-6						n		
765-6						dʑ i		
788-6						l u Ø		
615-6						l a k		
803-6						s u		
802-6						Ø a k		
808-6						b a		
809-6						Ø i		
819-6						d u k		
821-6						s u		
820-6						b Ø		
828-6						s a k		
827-6						p iː		
835-6						n Ø		
308-6						r iː		
844-6						z i		
848-6						m a		
705-6						l uː		
613-6						a		
649-6						h ɛ k		
876-6						tɕ ɔ̃ː		
878-6						j u ŋ		
889-6						h ɔ̃ː		
898-6						n u k		
902-6						u ŋ		
910-6						n		
916-6						l Ø		
919-6						r aː		
922-6						s i k		
930-6						tɕʰ Ø		
933-6						k ə		
939-6						r ɛ k		
947-6						Ø a n		
948-6						n u Ø		
963-6						z uː		
967-6						tɕʰ u k		
969-6						s Ø		
970-6						kʰ u k		
972-6						n uː		
731-6						m iː		
973-6						Ø i ŋ		
974-6						n oː Ø		
979-6						dʑ a n		
182-6						kʰ iː		
993-6						n uː		
994-6						j iː		
1001-6						s a		
1002-6						d u		
1005-6						tɕʰ iː Ø		
1009-6						kʰ oː		
1022-6						s		
1021-6						j u k		
1043-6						Ø u ŋ		
1049-6						Ø aː Ø		
1065-6						kʰ ĩː ŋ		
1068-6						j Ø		
1077-6						l u ŋ		
1081-6						r Ø		
1084-6						i ŋ		
1092-6						m ə		
1091-6						tɕʰ Ø		
1096-6						n uː		
1097-6						g iː		
1102-6						ɲ aː		
1104-6						tʰ Ø Ø		
1108-6						tɕʰ a k		
552-6						dʑ uː		
1111-6						b l Ø		
1116-6						s ɔ̃ː Ø		
722-6						kʰ Ø		
1141-6						j Ø ŋ		
1147-6						b i		
1146-6						z ɔ		
1150-6						h a ŋ		
1151-6						u ŋ		
1158-6						h a k		
1159-6						Ø ɔ̃ː		
1164-6						tʰ uː		
1163-6						l uː		
1167-6						s a ŋ		
1171-6						l aː		
1177-6						z iː		
1187-6						kʰ ɔ̃ː		
1189-6						ɲ i k		
52-6						kʰ uː		
1195-6						z Ø		
1203-6						tʰ u k		
1211-6						j ɔ		
329-6						r Ø		
1217-6						m uː ŋ		
72-6						kʰ uː		
1218-6						tɕʰ i k		
1222-6						tɕʰ Ø		
1229-6						dʑ a ŋ		
1238-6						d Ø ŋ		
1249-6						m Ø		
1252-6						j uː		
1254-6						n uː		
1253-6						s ɔ m		
1257-6						k oː		
1263-6						dʑ a		
1266-6						dʑ a k		
584-6						Ø u ŋ		
13-6						tɕʰ uː		
18-6						dʑ i		
33-6						n uː		
74-6						Ø a Ø		
81-6						s a n		
83-6						m i k		
89-6						tʰ ɔ ŋ		
90-6						z oː		
104-6						m a		
123-6						tɕʰ i		
122-6						kʰ eˀ Ø		
121-6						m Ø		
154-6						tɕʰ ɔ		
159-6						s uː		
170-6						tɕʰ ɛ t		
91-6						a		
181-6						n uː		
186-6						z ə		
