COGID	Duhumbi	Jerigaon	Khispi	Khoina	Khoitam	Rahung	Rupa	Shergaon
714-4				m ɹ a				
718-4				kʰ				
719-4				tɕʰ ɔ̃ː Ø				
22-4				m iː				
723-4				tɕ i ŋ				
726-4				dʑ ɛ ŋ				
729-4				b ɔ				
730-4				r a				
739-4				pʰ l Ø				
740-4				b ə				
741-4				kʰ ɔ k				
744-4				Ø				
743-4				h a n				
746-4				pʰ u ŋ				
748-4				tʰ ə				
747-4				kʰ iː				
749-4				kʰ a n				
751-4				t ɔ̃ː Ø				
762-4				m a n				
764-4				h a n				
765-4				dʑ i				
788-4				l ə				
615-4				l a k				
803-4				s u				
802-4				Ø a k				
808-4				b a				
809-4				tɕ i				
819-4				d u k				
821-4				s ə				
820-4				b Ø				
828-4				s a k				
827-4				b iː				
835-4				n Ø				
308-4				r iː				
844-4				z i ɹ				
848-4				m ə				
705-4				l uː				
613-4				ə				
649-4				h ɹ a k				
876-4				tɕ ɔ̃ː				
878-4				h u ŋ				
889-4				h ɔ̃ː Ø				
898-4				n u k				
902-4				h ɔ̃ː ŋ				
910-4				Ø n				
916-4				l Ø				
919-4				r a				
922-4				s i k				
930-4				tɕʰ Ø				
933-4				k aː				
939-4				r a k				
947-4				Ø a n				
948-4				n u ŋ				
963-4				z uː				
967-4				tɕʰ u k				
969-4				s				
970-4				k u k				
972-4				n ə				
731-4				m iː				
973-4				dʑ i ŋ				
974-4				n Ø l				
979-4				tɕ a n				
182-4				kʰ iː				
993-4				n u				
994-4				h iː				
1001-4				s Ø				
1002-4				d u				
1005-4				tɕʰ iː Ø				
1009-4				kʰ Ø				
1022-4				s a				
1021-4				u k				
1043-4				Ø u ŋ				
1049-4				t Ø				
1065-4				kʰ ĩː				
1068-4				h Ø				
1077-4				l u ŋ				
1081-4				r ɔ̃ː ŋ				
1084-4				h i ŋ				
1092-4				m Ø				
1091-4				Ø Ø				
1096-4				n ə				
1097-4				g iː				
1102-4				n aː				
1104-4				tʰ a Ø				
1108-4				tɕʰ a k				
552-4				dʑ uː				
1111-4				b l a				
1116-4				s ɔ̃ː Ø				
722-4				kʰ aː				
1141-4				h Ø				
1147-4				b ə				
1146-4				z o				
1150-4				h a ŋ				
1151-4				u ŋ				
1158-4				kʰ a k				
1159-4				pʰ u				
1164-4				tʰ ə				
1163-4				l uː				
1167-4				s a ŋ				
1171-4				l aː				
1177-4				z iː ɹ				
1187-4				kʰ aː				
1189-4				n i k				
52-4				kʰ uː				
1195-4				z Ø				
1203-4				tʰ u k				
1211-4				h o				
329-4				r Ø				
1217-4				m ə				
72-4				kʰ uː				
1218-4				tɕʰ i k				
1222-4				tɕʰ u l				
1229-4				dʑ a ŋ				
1238-4				d ɔ̃ː ŋ				
1249-4				m Ø				
1252-4				h uː				
1254-4				n ə				
1253-4				s u m				
1257-4				k Ø				
1263-4				dʑ ə				
1266-4				dʑ a k				
584-4				t u ŋ				
7-4				Ø aː				
1191-4				l a ŋ				
13-4				tɕʰ uː				
18-4				dʑ i				
33-4				n ə l				
81-4				s a n				
89-4				tʰ ɔ ŋ				
90-4				z Ø				
104-4				m ə				
123-4				tɕʰ ə				
122-4				kʰ Ø				
121-4				m Ø				
159-4				s Ø				
161-4				kʰ Ø				
170-4				g a t				
186-4				dʑ ə				
191-4				z ə				
211-4				b a				
210-4				kʰ Ø Ø				
217-4				k ɔ				
221-4				ɲ iː				
233-4				d u				
246-4				t iː				
252-4				tɕ a n				
253-4				r a Ø				
261-4				b Ø				
262-4				iː				
281-4				tɕ a k				
287-4				l ɔ ə				
288-4				l uː				
292-4				l Ø				
297-4				kʰ Ø k				
311-4				k Ø				
332-4				b uː				
342-4				ɔ k				
358-4				h u ŋ				
366-4				k ə				
378-4				tɕʰ Ø				
382-4				m Ø				
392-4				dʑ ɔ k				
397-4				b Ø				
437-4				h Ø				
444-4				pʰ l a k				
465-4				tɕʰ i				
471-4				m Ø				
481-4				dʑ a p				
500-4				m i ŋ				
525-4				tɕʰ Ø				
542-4				dʑ ɔ ŋ				
625-4				r u ŋ				
638-4				n u ŋ				
640-4				s Ø Ø				
656-4				z ə				
657-4				d u ŋ				
659-4				d uː				
711-4				tɕ u				
745-4				n ə				
818-4				tʰ i				
839-4				tɕʰ Ø				
841-4				h Ø				
894-4				b Ø iː				
932-4				s				
1-5					k uː			
5-5					n a			
4-5					tʰ i k			
6-5					n a ŋ			
15-5					dʑ i			
55-5					l o			
56-5					a			
60-5					s aː			
61-5					kʰ u ŋ			
80-5					dʑ ɔ k			
87-5					tɕʰ a			
86-5					pʰ l u			
92-5					pʰ l Ø			
102-5					m aː			
106-5					pʰ u k			
108-5					d ə			
107-5					pʰ l a			
112-5					pʰ o ŋ			
115-5					s			
114-5					t u ŋ			
120-5					d u			
124-5					a			
125-5					tʰ ɔ k			
132-5					s ə			
131-5					r i ŋ			
136-5					m ə			
134-5					kʰ a k			
137-5					a			
138-5					d ɔ k			
140-5					h uː			
143-5					tɕʰ a k			
145-5					tɕʰ ɔ̃ː			
147-5					h aː			
149-5					n i k			
153-5					s			
152-5					k a n			
158-5					k i k			
163-5					l i			
164-5					n iː			
167-5					pʰ a ŋ			
171-5					n u ŋ			
172-5					b u k			
173-5					t iː Ø			
183-5					r aː			
185-5					m uː			
188-5					k ə Ø			
189-5					Ø i n			
193-5					h a			
196-5					m ɔ̃ː			
199-5					tɕʰ aː			
200-5					kʰ a n			
201-5					kʰ i			
202-5					kʰ ɹ			
203-5					tʰ u ŋ			
204-5					b iː			
206-5					n a m			
117-5					b iː			
146-5					kʰ eː p			
219-5					Ø Ø p			
218-5					tɕʰ aː			
224-5					m Ø ŋ			
240-5					tɕʰ a k			
244-5					j Ø			
255-5					n Ø Ø			
260-5					b a			
263-5					r Ø			
269-5					k ɹ ɛ k			
271-5					tʰ a k			
209-5					kʰ eː p			
277-5					m a			
278-5					b u ŋ			
135-5					d ə			
284-5					m iː			
797-5					a			
290-5					l i Ø			
289-5					tɕ i k			
296-5					n i			
310-5					s			
319-5					Ø			
325-5					r a			
327-5					tʰ aː			
331-5					k Ø			
337-5					b ɹ a ɲ			
338-5					l i ŋ			
339-5					ɔ̃ː			
350-5					kʰ y			
349-5					tʰ u ŋ			
357-5					tɕʰ u			
355-5					a			
363-5					b a n			
361-5					tʰ Ø			
365-5					s a ɹ			
364-5					k a t			
375-5					r u k			
379-5					s a t			
380-5					kʰ u			
396-5					j Ø			
400-5					m uː			
405-5					d a ŋ			
404-5					s ɔ m			
409-5					r ɹ ɛ k			
410-5					Ø i k			
415-5					b aː			
416-5					b a			
101-5					ɲ u Ø			
37-5					kʰ uː			
424-5					pʰ aː			
434-5					tɕʰ a n			
445-5					p Ø			
446-5					s i			
451-5					t u			
457-5					n a m			
456-5					b l uː			
464-5					pʰ i ŋ			
473-5					tɕʰ Ø			
474-5					ɔ ŋ			
479-5					s i n			
489-5					j Ø			
490-5					h ɔ̃ː ŋ			
494-5					s ə			
503-5					g ə			
502-5					z a ŋ			
235-5					l u ŋ			
519-5					l Ø			
523-5					u k			
527-5					kʰ ɹ ɛ ŋ			
538-5					s			
544-5					j a m			
850-5					a			
554-5					dʑ ə			
553-5					r i n			
558-5					kʰ Ø ŋ			
561-5					s a			
562-5					p Ø			
564-5					j aː			
567-5					m a			
570-5					pʰ iː			
575-5					Ø			
582-5					l a			
585-5					Ø			
589-5					kʰ ɔ m			
593-5					d a n			
594-5					l y ŋ			
595-5					tʰ iː ŋ			
596-5					ɲ u k			
598-5					z u ɹ			
599-5					d ĩː			
602-5					z aː			
603-5					l a p			
606-5					s ɔ			
605-5					b o			
620-5					l aː			
637-5					pʰ a k			
639-5					dʑ Ø			
645-5					kʰ ɔ			
646-5					r ɛ ŋ			
168-5					h ɹ ɛ k			
658-5					h a n			
665-5					pʰ uː			
668-5					h uː			
677-5					t a ŋ			
75-5					k u ŋ			
678-5					s uː			
682-5					m a n			
493-5					z iː			
693-5					s a			
694-5					m uː			
702-5					tɕ ɔ m			
704-5					m uː			
176-5					l uː			
709-5					s			
710-5					t ɔ p			
714-5					m ɹ a Ø			
718-5					kʰ			
719-5					tɕʰ Ø ŋ			
22-5					m iː			
723-5					Ø i ŋ			
726-5					z ɛ ŋ			
729-5					b ə			
730-5					r i			
739-5					pʰ l Ø			
740-5					b ə			
741-5					kʰ ɔ k			
744-5					u			
743-5					h a n			
746-5					pʰ u ŋ			
748-5					tʰ ɹ			
747-5					kʰ iː			
749-5					kʰ a n			
751-5					t ɔ̃ː Ø			
762-5					m a n			
764-5					h a n			
765-5					dʑ i			
788-5					l u			
615-5					l a k			
803-5					s u			
802-5					p a k			
808-5					b a			
809-5					Ø i			
819-5					d u k			
821-5					s ə			
820-5					b Ø			
828-5					s a k			
827-5					p iː			
835-5					n Ø			
308-5					r iː			
844-5					z i p			
848-5					m y			
705-5					l uː			
613-5					y			
649-5					h ɹ ɛ k			
876-5					tɕ ɔ̃ː			
878-5					j u ŋ			
889-5					h ɔ̃ː n			
898-5					n u k			
902-5					h ɔ̃ː ŋ			
910-5					a n			
916-5					l Ø			
919-5					r aː			
922-5					s i k			
930-5					tɕʰ Ø			
933-5					k aː			
939-5					r ɛ k			
947-5					Ø a n			
948-5					n u ɹ			
963-5					z uː			
967-5					tɕʰ u k			
969-5					s			
970-5					k u k			
972-5					n ə			
731-5					m iː			
973-5					dʑ i ŋ			
974-5					n Ø Ø			
979-5					tɕ a n			
182-5					kʰ iː			
993-5					n Ø			
994-5					j iː			
1001-5					s Ø			
1002-5					d u			
1005-5					tɕʰ iː Ø			
1009-5					kʰ Ø			
1022-5					s			
1021-5					j u k			
1043-5					p u ŋ			
1049-5					t aː Ø			
1065-5					kʰ ĩː ŋ			
1068-5					j Ø			
1077-5					l u ŋ			
1081-5					r Ø			
1084-5					h i ŋ			
1092-5					m ə			
1091-5					tɕʰ Ø			
1096-5					n ə			
1097-5					g iː			
1102-5					n aː			
1104-5					tʰ Ø Ø			
1108-5					tɕʰ a k			
552-5					dʑ uː			
1111-5					b l Ø			
1116-5					s ɔ̃ː Ø			
722-5					kʰ Ø			
1141-5					j Ø			
1147-5					b y			
1146-5					z o			
1150-5					h a ŋ			
1151-5					u ŋ			
1158-5					h a k			
1159-5					pʰ ɔ̃ː			
1164-5					tʰ a			
1163-5					l uː			
1167-5					s a ŋ			
1171-5					l aː			
1177-5					z iː p			
1187-5					kʰ aː			
1189-5					n i k			
52-5					kʰ uː			
1195-5					z Ø			
1203-5					tʰ u k			
1211-5					j o			
329-5					r Ø			
1217-5					m ə ŋ			
72-5					kʰ uː			
1218-5					tɕʰ i k			
1222-5					tɕʰ iː Ø			
1229-5					dʑ a ŋ			
1238-5					d Ø ŋ			
1249-5					m Ø			
1252-5					j uː			
1254-5					n a			
1253-5					s ɔ m			
1257-5					k a Ø			
1263-5					dʑ ə			
1266-5					dʑ a k			
584-5					t u ŋ			
7-5					Ø aː			
1191-5					l ɹ a ŋ			
13-5					tɕʰ uː			
33-5					n a			
74-5					t ə			
81-5					s a n			
83-5					m i k			
89-5					tʰ ɔ ŋ			
90-5					z Ø p			
104-5					m y			
154-5					tɕʰ o			
159-5					s ə			
161-5					kʰ Ø			
170-5					dʑ ɛ t			
91-5					a			
181-5					n uː			
186-5					z ə			
191-5					s ə			
211-5					b a p			
210-5					kʰ ɔ̃ː			
217-5					k ɔ			
221-5					n iː			
233-5					d u			
246-5					t iː			
252-5					Ø ɛ n			
253-5					l a m			
261-5					b i			
262-5					ɹ iː			
281-5					Ø ɛ k			
287-5					l u			
288-5					l uː			
297-5					kʰ Ø k			
311-5					k Ø			
332-5					b uː			
342-5					ɔ Ø			
358-5					j u ŋ			
366-5					k ə			
382-5					m i			
392-5					dʑ ɔ k			
397-5					pʰ Ø			
437-5					h aː			
444-5					pʰ l a k			
465-5					tɕʰ i			
471-5					m a ŋ			
477-5					d ə			
478-5					r o			
481-5					dʑ a p			
483-5					z a n			
500-5					m i ŋ			
511-5					kʰ			
525-5					tɕʰ Ø			
542-5					dʑ ɔ ŋ			
625-5					r u ŋ			
638-5					n u ŋ			
640-5					s ĩː			
656-5					z ə			
657-5					d u ŋ			
659-5					d uː			
711-5					tɕʰ o			
745-5					n a Ø			
818-5					tʰ i ŋ			
825-5					tʰ ə			
839-5					tɕʰ Ø			
841-5					j Ø			
894-5					b Ø iː			
1-6						Ø uː		
5-6						n a		
4-6						tʰ i k		
6-6						n a ŋ		
15-6						dʑ i		
55-6						l ɔ		
56-6						a		
60-6						s a		
61-6						kʰ u ŋ		
80-6						dʑ ɔ k		
87-6						tɕʰ a		
86-6						p l u		
92-6						pʰ l uː		
102-6						m ə		
106-6						pʰ u k		
108-6						d ə		
107-6						pʰ l uː		
112-6						pʰ ɔ m		
115-6						s		
114-6						t u ŋ		
120-6						d u		
124-6						a		
125-6						tʰ ɔ k		
132-6						s ə		
131-6						r i ŋ		
136-6						m ə		
134-6						kʰ a k		
137-6						a		
138-6						d ɔ k		
140-6						h uː		
143-6						tɕʰ a k		
145-6						tɕʰ ɔ̃ː Ø		
147-6						h aː		
149-6						Ø i k		
153-6						s		
152-6						k a n		
158-6						k u k		
163-6						l i		
164-6						ɲ iː		
167-6						pʰ a ŋ		
171-6						ɲ u ŋ		
172-6						b u k		
173-6						t ɛ̃ː Ø		
183-6						r aː		
185-6						m uː		
188-6						Ø a Ø		
189-6						Ø i Ø		
193-6						h a		
196-6						m ɔ̃ː Ø		
199-6						tɕʰ aː		
200-6						kʰ a n		
201-6						kʰ i		
202-6						Ø		
203-6						tʰ u ŋ		
204-6						b iː		
206-6						ɲ a m		
117-6						b iː		
146-6						kʰ eˀ		
219-6						pʰ Ø		
218-6						kʰ a		
224-6						m Ø ŋ		
240-6						tɕʰ a k		
244-6						j Ø		
255-6						n uː Ø		
260-6						b a		
263-6						r oː		
269-6						dʑ ɹ ɛ ŋ		
271-6						tʰ a k		
209-6						kʰ eˀ		
277-6						m a Ø		
278-6						b u ŋ		
135-6						d ə		
284-6						m iː		
797-6						a		
290-6						l i ŋ		
289-6						k i Ø		
296-6						Ø i		
310-6						s		
319-6						Ø		
325-6						r a		
327-6						tʰ a		
331-6						k Ø		
337-6						b a ɲ		
338-6						l i ŋ		
339-6						ɔ̃ː Ø		
350-6						Ø a		
349-6						tʰ u ŋ		
357-6						tɕʰ u		
355-6						a		
363-6						b uː Ø		
361-6						tʰ oː		
365-6						s a ɹ		
364-6						Ø t		
375-6						r u k		
379-6						s a t		
380-6						Ø a		
396-6						j oː		
400-6						m uː		
405-6						d a ŋ		
404-6						s ɔ m		
409-6						r ɛ k		
410-6						Ø i k		
415-6						b ə		
416-6						b a		
101-6						ɲ u ŋ		
37-6						kʰ uː		
424-6						pʰ aː		
434-6						tɕʰ a n		
445-6						p ɹ		
446-6						s i		
451-6						t u		
457-6						n a m		
456-6						b l uː		
464-6						pʰ i ŋ		
473-6						tɕʰ Ø		
474-6						ɔ ŋ		
479-6						s i n		
489-6						j Ø		
490-6						h ɔ̃ː ŋ		
494-6						s ə		
503-6						g ə		
502-6						z a ŋ		
235-6						l u ŋ		
519-6						l Ø		
523-6						u k		
527-6						kʰ ɛ ŋ		
538-6						s		
544-6						j a m		
850-6						a		
554-6						dʑ ə		
553-6						r i Ø		
558-6						kʰ Ø ŋ		
561-6						s a		
562-6						p uː		
564-6						j aː		
567-6						m Ø		
570-6						pʰ iː		
575-6						oː		
582-6						l a		
585-6						Ø		
589-6						kʰ ɔ m		
593-6						d a n		
594-6						l ə ŋ		
595-6						tʰ ɛ̃ː ŋ		
596-6						ɲ u		
598-6						z u ɹ		
599-6						d Ø Ø		
602-6						z aː		
603-6						l a p		
606-6						s Ø Ø		
605-6						b Ø		
620-6						l ə		
637-6						pʰ a k		
639-6						dʑ Ø		
645-6						g ɔ		
646-6						r ɛ ŋ		
168-6						h ɛ k		
658-6						h a n		
665-6						pʰ uː		
668-6						h uː		
677-6						t a ŋ		
75-6						k u ŋ		
678-6						s uː		
682-6						m a n		
493-6						z iː		
693-6						s uː		
694-6						m uː		
702-6						tɕ ɔ m		
704-6						m uː		
176-6						l uː		
709-6						s Ø		
710-6						t ɔ p		
714-6						m a		
718-6						Ø ŋ		
719-6						tɕʰ Ø ŋ		
22-6						m iː		
723-6						Ø i ŋ		
726-6						z ɛ ŋ		
729-6						b		
730-6						r a		
739-6						pʰ l Ø		
740-6						b ə		
741-6						kʰ ɔ k		
744-6						a		
743-6						h a n		
746-6						pʰ u ŋ		
748-6						tʰ i		
747-6						kʰ iː		
749-6						kʰ a n		
751-6						t ɔ̃ː Ø		
762-6						m a n		
764-6						h n		
765-6						dʑ i		
788-6						l u Ø		
615-6						l a k		
803-6						s u		
802-6						Ø a k		
808-6						b a		
809-6						Ø i		
819-6						d u k		
821-6						s u		
820-6						b Ø		
828-6						s a k		
827-6						p iː		
835-6						n Ø		
308-6						r iː		
844-6						z i ɹ		
848-6						m ə		
705-6						l uː		
613-6						ə		
649-6						h ɛ k		
876-6						tɕ ɔ̃ː		
878-6						j u ŋ		
889-6						h ɔ̃ː Ø		
898-6						n u k		
902-6						h u ŋ		
910-6						n		
916-6						l Ø		
919-6						r a		
922-6						s i k		
930-6						tɕʰ Ø		
933-6						k ə		
939-6						r ɛ k		
947-6						Ø a n		
948-6						n u		
963-6						z uː		
967-6						tɕʰ u k		
969-6						s		
970-6						k u k		
972-6						n uː		
731-6						m iː		
973-6						Ø i ŋ		
974-6						n uː Ø		
979-6						dʑ a		
182-6						kʰ iː		
993-6						n uː Ø		
994-6						j iː		
1001-6						s uː		
1002-6						d u		
1005-6						tɕʰ iː Ø		
1009-6						kʰ oː		
1022-6						s		
1021-6						j u k		
1043-6						Ø u ŋ		
1049-6						t aː Ø		
1065-6						kʰ ĩː ŋ		
1068-6						j Ø		
1077-6						l u ŋ		
1081-6						r Ø		
1084-6						h i ŋ		
1092-6						m ə		
1091-6						tɕʰ Ø		
1096-6						n uː		
1097-6						g iː		
1102-6						ɲ aː		
1104-6						tʰ ɛ̃ː Ø		
1108-6						tɕʰ a k		
552-6						dʑ uː		
1111-6						b l Ø		
1116-6						s ɔ̃ː Ø		
722-6						kʰ Ø		
1141-6						j Ø ŋ		
1147-6						b i		
1146-6						z ɔ		
1150-6						h a ŋ		
1151-6						u ŋ		
1158-6						h a k		
1159-6						pʰ ɔ̃ː		
1164-6						tʰ ŋ		
1163-6						l uː		
1167-6						s a ŋ		
1171-6						l aː		
1177-6						z iː ɹ		
1187-6						kʰ ɔ̃ː		
1189-6						ɲ i k		
52-6						kʰ uː		
1195-6						z Ø		
1203-6						tʰ u k		
1211-6						j ɔ		
329-6						r Ø		
1217-6						m uː ŋ		
72-6						kʰ uː		
1218-6						tɕʰ i k		
1222-6						tɕʰ ɛ̃ː Ø		
1229-6						dʑ uː ŋ		
1238-6						d Ø ŋ		
1249-6						m Ø		
1252-6						j uː		
1254-6						n uː Ø		
1253-6						s ɔ m		
1257-6						k Ø Ø		
1263-6						dʑ ə		
1266-6						dʑ a k		
584-6						t u ŋ		
13-6						tɕʰ uː		
18-6						p u		
33-6						n uː Ø		
74-6						t a		
81-6						s a n		
83-6						m i k		
89-6						tʰ ɔ ŋ		
90-6						z oː		
104-6						m ə		
123-6						tɕʰ ə		
122-6						kʰ ɔ Ø		
121-6						m Ø		
154-6						tɕʰ ɔ̃ː		
159-6						s Ø		
170-6						tɕʰ ɛ t		
91-6						a		
181-6						Ø uː		
186-6						Ø ə		
211-6						b a ŋ		
210-6						kʰ ɔ̃ː Ø		
217-6						k Ø		
221-6						n iː		
233-6						d u		
246-6						t iː		
252-6						tɕ a n		
253-6						r a m		
281-6						Ø ɛ k		
287-6						l		
288-6						l uː		
292-6						d i		
311-6						k Ø		
342-6						ɔ		
358-6						j u ŋ		
366-6						k ə		
378-6						tɕʰ ɔ̃		
382-6						b i		
392-6						dʑ ɔ k		
397-6						pʰ Ø		
437-6						h aː		
444-6						pʰ l a k		
465-6						tɕʰ i		
477-6						d eː		
478-6						r Ø		
481-6						dʑ a p		
483-6						z a n		
500-6						m i ŋ		
511-6						kʰ		
542-6						dʑ ɔ ŋ		
625-6						r u ŋ		
638-6						n u ŋ		
640-6						s ĩː Ø		
656-6						z uː		
657-6						d u ŋ		
659-6						d uː		
711-6						s a		
745-6						n uː Ø		
818-6						tʰ a Ø		
825-6						tʰ uː		
839-6						tɕʰ Ø		
841-6						j oː		
894-6						b ɹ iː		
932-6						s		
1-7							kʰ uː	
5-7							n a	
4-7							tʰ i k	
6-7							n a ŋ	
15-7							dʑ i	
55-7							l ɔ	
56-7							a	
60-7							s aː	
61-7							kʰ u ŋ	
80-7							dʑ ɔ k	
87-7							tɕʰ a	
86-7							pʰ l u	
92-7							pʰ l ɔ̃ː	
102-7							m aː	
106-7							pʰ u k	
108-7							d ɔ	
107-7							pʰ l a	
112-7							pʰ ɔ b	
115-7							s ŋ	
114-7							tʰ u ŋ	
120-7							d u	
124-7							a	
125-7							tʰ ɔ k	
132-7							s ə	
131-7							r i ŋ	
136-7							b ə	
134-7							kʰ a k	
137-7							ə	
138-7							d ɔ k	
140-7							h uː	
143-7							tɕʰ a k	
145-7							tɕʰ ɔ̃ː ŋ	
147-7							h aː	
149-7							m i k	
153-7							s ŋ	
152-7							kʰ a n	
158-7							k i	
163-7							l i	
164-7							n iː	
167-7							pʰ a ŋ	
171-7							n u ŋ	
172-7							b u k	
173-7							t ɛ̃ː p	
183-7							r aː	
185-7							m uː	
188-7							kʰ a n	
189-7							tɕ i	
193-7							h a	
196-7							m ɔ̃ː l	
199-7							Ø aː	
200-7							kʰ a n	
201-7							kʰ i	
202-7							kʰ ə l	
203-7							tʰ u ŋ	
204-7							b iː	
206-7							n a m	
117-7							b iː	
146-7							kʰ eː p	
219-7							b l	
218-7							kʰ aː	
224-7							m ɔ̃ː	
240-7							Ø a k	
244-7							j ɔ	
255-7							n ɔ̃	
260-7							b u	
263-7							r au	
269-7							dʑ a k	
271-7							tʰ a k	
209-7							kʰ eː p	
277-7							m a ŋ	
278-7							b u ŋ	
135-7							d ə	
284-7							m iː	
797-7							a	
290-7							l ai	
289-7							tɕ i	
296-7							n i	
310-7							s n	
319-7							Ø	
325-7							r a	
327-7							tʰ aː	
331-7							k au	
337-7							b a ɲ	
338-7							l i ŋ	
339-7							ɔ̃ː l	
350-7							kʰ	
349-7							tʰ u ŋ	
357-7							tɕʰ u	
355-7							ə	
363-7							b ə n	
361-7							tʰ oː	
365-7							s a ɹ	
364-7							dʑ a t	
375-7							r u k	
379-7							s a t	
380-7							kʰ a	
396-7							j oː	
400-7							m uː	
405-7							d a ŋ	
404-7							s ɔ m	
409-7							r ɛ k	
410-7							l i k	
415-7							b aː	
416-7							b a	
101-7							ɲ u l	
37-7							kʰ uː	
424-7							pʰ aː	
434-7							Ø a n	
445-7							p	
446-7							s i	
451-7							t u	
457-7							n a m	
456-7							b l uː	
464-7							pʰ p i ŋ	
473-7							Ø Ø	
474-7							ɔ ŋ	
479-7							s ɛ n	
489-7							j ɔ	
490-7							h ɔ̃ː ŋ	
494-7							s ə	
503-7							kʰ ə	
502-7							z a ŋ	
235-7							l u ŋ	
519-7							l Ø	
523-7							u k	
527-7							kʰ ɛ ŋ	
538-7							s	
544-7							j a m	
850-7							a	
554-7							dʑ ə	
553-7							r i	
558-7							kʰ ɔ̃ː	
561-7							s a	
562-7							p a	
564-7							j aː	
567-7							m a	
570-7							pʰ iː	
575-7							oː	
582-7							l a	
585-7							ɔ	
589-7							kʰ ɔ m	
593-7							d a n	
594-7							l u n	
595-7							tʰ ɛ̃ː ŋ	
596-7							ɲ u	
598-7							z u	
599-7							d ɛ̃ː ŋ	
602-7							z aː	
603-7							l a p	
606-7							s u ŋ	
605-7							b u	
620-7							l aː	
637-7							pʰ a k	
639-7							dʑ au	
645-7							kʰ ɔ	
646-7							r ɛ ŋ	
168-7							h ɛ k	
658-7							h ə n	
665-7							pʰ uː	
668-7							h uː	
677-7							t a ŋ	
75-7							k u ŋ	
678-7							s uː	
682-7							m a n	
493-7							z iː	
693-7							s u	
694-7							m uː	
702-7							tɕ ɔ m	
704-7							m uː	
176-7							l uː	
709-7							s ŋ ŋ	
710-7							t ɔ p	
714-7							m a l	
718-7							kʰ ŋ	
719-7							tɕʰ ɔ̃ː	
22-7							m iː	
723-7							tɕ i	
726-7							dʑ ɛ ŋ	
729-7							b ə	
730-7							r aː	
739-7							pʰ l Ø	
740-7							b ə	
741-7							kʰ ɔ k	
744-7							ə	
743-7							h a n	
746-7							pʰ u ŋ	
748-7							tʰ i l	
747-7							kʰ iː	
749-7							kʰ a n	
751-7							t ɔ̃ː p	
762-7							m a n	
764-7							h a n	
765-7							dʑ i	
788-7							l u l	
615-7							l a k	
803-7							s u	
802-7							Ø a k	
808-7							b a	
809-7							tɕ i	
819-7							d u k	
821-7							s u	
820-7							b ɔ	
828-7							s a k	
827-7							p iː	
835-7							n ɔ	
308-7							r iː	
844-7							z i p	
848-7							m u	
705-7							l uː	
613-7							ə	
649-7							h ɛ k	
876-7							tɕ ɔ̃ː	
878-7							j u ŋ	
889-7							h ɔ̃ː	
898-7							n u k	
902-7							h u	
910-7							a n	
916-7							l Ø	
919-7							r aː	
922-7							s i	
930-7							tɕʰ au	
933-7							k aː	
939-7							p r ɛ k	
947-7							Ø a n	
948-7							n u l	
963-7							z uː	
967-7							tɕʰ u k	
969-7							s ŋ	
970-7							k u k	
972-7							n ə	
731-7							m iː	
973-7							dʑ i	
974-7							n ɔ̃ p	
979-7							dʑ a n	
182-7							kʰ iː	
993-7							n ə ŋ	
994-7							j iː	
1001-7							s a	
1002-7							d u l	
1005-7							tɕʰ iː p	
1009-7							kʰ oː	
1022-7							s p	
1021-7							l u k	
1043-7							Ø u ŋ	
1049-7							t aː	
1065-7							kʰ ĩː ŋ	
1068-7							j au	
1077-7							l u ŋ	
1081-7							r ɔ̃ː ŋ	
1084-7							h i ŋ	
1092-7							m ə	
1091-7							tɕʰ Ø	
1096-7							n ə	
1097-7							dʑ iː	
1102-7							n aː	
1104-7							tʰ ɛ̃ː	
1108-7							tɕʰ a k	
552-7							dʑ uː	
1111-7							b l ɔ	
1116-7							s ɔ̃ː p	
722-7							kʰ au	
1141-7							j ɔ̃ː ŋ	
1147-7							b ə	
1146-7							z au	
1150-7							h p a ŋ	
1151-7							u ŋ	
1158-7							h a k	
1159-7							pʰ ɔ̃ː	
1164-7							tʰ ŋ	
1163-7							l uː	
1167-7							s a ŋ	
1171-7							l aː	
1177-7							z iː p	
1187-7							kʰ aː	
1189-7							n i	
52-7							kʰ uː	
1195-7							z Ø	
1203-7							tʰ u k	
1211-7							j au	
329-7							r ɔ	
1217-7							m ə ŋ	
72-7							kʰ uː	
1218-7							tɕʰ i k	
1222-7							tɕʰ ɛ̃ː	
1229-7							dʑ a ŋ	
1238-7							d ɔ̃ː ŋ	
1249-7							m Ø	
1252-7							j uː	
1254-7							n ə	
1253-7							s ɔ m	
1257-7							k oː l	
1263-7							dʑ ə	
1266-7							dʑ a k	
584-7							t u ŋ	
7-7							Ø aː	
1191-7							l a ŋ	
13-7							tɕʰ uː	
18-7							dʑ i	
33-7							n ə	
74-7							t a l	
81-7							s a ŋ	
83-7							m i k	
89-7							tʰ ɔ ŋ	
90-7							z uː p	
104-7							m ə	
123-7							tɕʰ ɔ l	
122-7							kʰ ɔ	
121-7							m uː	
154-7							tɕʰ au	
159-7							s ə	
161-7							kʰ Ø	
170-7							dʑ a t	
91-7							ə	
181-7							n uː	
186-7							dʑ ə	
191-7							s ə	
211-7							b a ŋ	
210-7							kʰ ɔ̃ː p	
217-7							k a	
221-7							n iː	
233-7							d u	
246-7							t iː	
252-7							tɕ ɛ n	
253-7							r a m	
261-7							b i	
262-7							iː	
