COGID	MonpaBalemu	MonpaDirang	MonpaDirangDum	MonpaKalaktang	MonpaNamsu	MonpaSangti	MonpaTembang	MonpaTomko
1787-8								tʃ a ŋ p u n
1823-8								l a ŋ
1832-8								kʰ a n m a
1842-8								l a ŋ
1860-8								n a m p p n
1869-8								z a p tʃ a ŋ
1888-8								z a m b i
1897-8								ʃ a
1932-8								n a n a ŋ z u m z a n
1950-8								s a
1968-8								tʃ a ŋ t a m a m n
1978-8								p a k p u
1987-8								ʃ a m
2015-8								n a m a n
2118-8								n a n d a m a ŋ l a n
2238-8								n a m a n
2507-8								tʰ a n i ŋ
2526-8								l a n
2535-8								ʃ a k
2544-8								ʃ i ŋ
2560-8								s a ŋ l i l i ŋ
2569-8								kʰ a a tʰ u ŋ
2578-8								n a tʃ i ŋ
2596-8								b a ŋ
2615-8								ɾ a
2663-8								g i i
2690-8								s i a
2719-8								ɾ o tʃ i
2728-8								p o tʃ i ŋ
2747-8								n a ŋ p a
2756-8								s a ŋ p u
