COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
3300-7							ɛ r a									
3977-7							k ɔ m dʒ ɛ									
3978-7							d ɔ m dʒ ɛ									
4039-7							d i r a									
4152-7							k a e i									
4260-7							j m g i									
4278-7							k iː m dʒ									
4648-7							ɔ ɔ									
5752-7							g i									
5866-7							k ɔ d g i ɔ									
5887-7							a r s i									
446-7							k ɔ n b ɔ r i									
1108-7							k u a a									
1646-7							ɔ g i									
1748-7							j ɛ									
1823-7							k ɔ g ɔ									
2143-7							g a									
2392-7							t t a s a									
2579-7							g a m									
2902-7							j ɛ									
3197-7							b i									
3339-7							k i r i									
3944-7							d u m ɛ									
4240-7							u eː r i									
4337-7							d i m b i									
4738-7							k ɛ n d i									
4983-7							k ɔ m g i									
5197-7							ɛ r i									
5447-7							p ɔ g ɔ									
5656-7							k ɔ m g ɔ									
5733-7							r iː									
5828-7							o o o i									
5868-7							t ɔ ŋ i									
245-7							t i ŋ i									
562-7							t u n r o									
1170-7							t u n b a									
1205-7							j iː									
1524-7							k u j i									
2063-7							ɔ r e									
2334-7							ɛ r i									
2671-7							l g i									
3088-7							t i s i									
3252-7							u m b i i									
3463-7							a n o									
715-8								d a r i								
1089-8								n ɛ g ɔ								
1319-8								n ɛ j ɛ								
1398-8								k ɛ g ɔ l d ɔ								
1557-8								g ɛ l ɔ								
1626-8								ɛ ɛ m ɔ								
1840-8								g ɛ ŋ ɔ								
2247-8								k eː n								
4677-8								k ɔ l ɔ m e								
5162-8								n ɛ n r ɔ								
5406-8								p ɛ n d o								
359-8								k ɛ n ɔ m								
1577-8								g ɛ l ɔ								
2196-8								n ɛ l ɔ								
2230-8								d ɛ j ɔ								
2533-8								b eː n g ɔ								
3605-8								ɛ n d ɛ								
3866-8								ɛ g ɔ								
4553-8								t ɛ ŋ g l ɔ								
4822-8								k ɛ m b ɛ								
5254-8								d a l ɔ								
1881-8								n a n o m e								
2084-8								j ɔ̀: n n ɔ								
2420-8								p u n a								
3218-8								d u b a m ɔ								
3372-8								n a n a								
3718-8								k ɛ l ɔ								
4694-8								k ɛ dʒ uː g ɔ								
2320-8								k ɛ n ɔ								
2476-8								k ɛ g o								
2842-8								d ɛ g ɔ								
3719-8								n eː								
4081-8								d ɛ m b u ɛ								
4313-8								b ɛː n o ɛ								
5514-8								n e n d o								
385-8								n e n g i g								
1336-8								t eː g eː								
1769-8								d e n g ɔ								
2735-8								d e n g a l a								
3031-8								k ɛ g ɔ								
4591-8								k ɛ n ɔ								
5301-8								d ɛ r ɔ								
63-8								k ɛ r ɔ								
1788-8								s ɔ j j								
2713-8								b eː b u n dʒ eː l eː								
4120-8								k ɛ r ɛ								
4184-8								nʷ ɛː ɛː i								
4759-8								n ɛː n ɛ ɛː								
5059-8								g ɛː ɲ ɛː								
5771-8								j ɔ g e								
5938-8								b a r i n i i a								
629-8								k oː e e								
1415-8								n t ɛː								
1898-8								p u l ɛː e								
2551-8								ɲ o								
2957-8								n e n d o								
3048-8								p a ɛː ɛː								
6006-8								p o l ɔ								
135-8								k e n g i								
716-8								n a								
1152-8								k eː eː eː								
2083-8								k ɔ m n ɔ								
2618-8								k o l ɔ								
2636-8								n uː								
2880-8								p u n d i g ɔ								
2941-8								k ɛː nʷ ɛː								
3405-8								ɛ m ɔ m								
3811-8								l ɛ								
4535-8								d ɛ m ɛ								
4888-8								b iː ɲ a n o								
5751-8								d a j e								
851-8								g ɛː g n								
4202-8								k ɛ n e n ɛ								
4781-8								n o n g ɔː								
4921-8								s e m a g o								
196-8								p i l e								
408-8								iː n b a								
789-8								d ɔː n ɔː								
1942-8								nʷ e								
2145-8								k ɛ i								
2456-8								k j nʷ j								
3639-8								d i l a								
3977-8								p e n d o								
3978-8								g ɛ n d o								
4278-8								n ĩː s s ĩː								
5532-8								g i n a								
521-8								k a g a g								
1124-8								ɛː n i g a								
1579-8								u n b a l a								
2774-8								k o n ɔ								
3198-8								s i n a								
3534-8								k a n								
3550-8								i r d g a								
3684-8								g e n d o								
3812-8								d u n d ɛ								
4611-8								k o l a								
4738-8								g iː n d a								
4983-8								p e n d ɛ								
5656-8								p e n d o								
5830-8								j a								
1026-8								k ɛ b b								
1074-8								nʷ u g a ɛ								
1170-8								k a n d e								
1187-8								d i l a								
1454-8								p o l e a								
1841-8								g e								
1970-8								p a l a								
2671-8								ŋ k ɛ								
2977-8								g e ŋ b o								
3301-8								ɔ̀: b o								
3463-8								j aː a								
3498-8								n o								
715-9									d e							
1089-9									m a s u							
1319-9									m ɛː j j							
1398-9									m a m i r r̃ u							
1557-9									i r e							
1626-9									j a w a							
1840-9									t iː s u							
2247-9									g a							
4677-9									k ɛː r a u							
5162-9									m aː n r e							
5406-9									b ɛ n a							
359-9									k a r m							
1577-9									i r e							
2196-9									j a r							
2230-9									m u w a							
2533-9									b a r a							
3605-9									b ɛ n a							
3866-9									t oː s u							
4553-9									t aː g u e							
4822-9									k ɛː n dʒ a							
5254-9									d a r							
503-9									k ɛː n							
1356-9									m u w ɛ							
1881-9									s a rʷ u o							
2084-9									m aː dʒ a							
2420-9									k i r ɔ							
3218-9									b aː p a r̃ a							
3372-9									s a ŋ a							
3718-9									t a r							
4135-9									b ɛ r u							
4694-9									b a s u r̃ a							
807-9									k ɛː m dʒ ɔ							
2320-9									k ɛː r a							
2476-9									k a t							
2842-9									k ɛ g w u							
4081-9									d a s b dʒ a							
4313-9									s a r̃ t m							
4460-9									s u r u							
5810-9									b ɛː s l							
93-9									k u							
260-9									d j m r							
385-9									d e m b a m							
890-9									d ɛ m b a r							
1336-9									d a a							
1703-9									dʒ i ŋ							
1769-9									d ɛː m dʒ a							
2162-9									b a r							
2635-9									k u							
2735-9									d ɛ rʷ b ɔ r a							
3031-9									t e g e							
4591-9									a r e							
5301-9									t a r							
5605-9									t iː w̃ u							
63-9									i r e							
296-9									d ɛ n a							
463-9									d ɛ n dʒ a							
762-9									b aː l aː ŋ g a g g							
1432-9									t a r							
1474-9									d e r dʒ j							
1788-9									s u w̃ o							
2044-9									d e n b a							
2713-9									d a s b a g g a a a							
3219-9									b u s a							
3425-9									a a							
4120-9									i r e							
4184-9									m u u							
4423-9									d e n a							
4629-9									m aː w̃ a							
4759-9									s a w̃ a a							
4904-9									m u aː l b a							
4960-9									b aː l a a							
4980-9									t iː g							
5059-9									d a r							
5125-9									k ɛː n dʒ o							
5339-9									d a g ɛ							
5549-9									g a r dʒ a							
5771-9									a u g a m							
5905-9									t oː s u							
5922-9									t a n a							
1-9									k u							
483-9									k a s a							
629-9									d iː g							
667-9									ɛ u u							
1254-9									d aː rʷ g e n a							
1415-9									k n u							
1542-9									s ŋ r r							
1683-9									s a w̃ a							
1898-9									d a r e							
2551-9									r e							
2901-9									b a s b a							
3251-9									s a r a							
3885-9									t ɛː r ɛ							
4402-9									r u							
5081-9									b iː n b e g							
5622-9									b a r u r e j							
43-9									m ɛː							
158-9									m t oː s u							
194-9									b oː w							
221-9									ɛ r							
716-9									iː iː							
1374-9									k a r dʒ							
1452-9									k a r							
1789-9									j ɔ ŋ ɔ							
1862-9									ɛ r							
2108-9									n a w							
2618-9									i r e							
2636-9									ɛ dʒ							
2941-9									k a w u							
3113-9									t ɛː ɛ							
3136-9									l ɛ m ɔ							
3572-9									ɛ n ɛ							
3811-9									n iː							
3959-9									t oː s u							
4066-9									a w a							
4888-9									b u m u j̃ u							
5180-9									m aː m b a							
5583-9									d a ŋ dʒ a							
5981-9									a r a ɔ							
25-9									d a u s a g a							
114-9									d a r e							
702-9									aː k ɔ r ɔ m a							
851-9									b u ŋ a							
872-9									ɛ n dʒ w							
952-9									k aː l a							
1941-9									k ɛː m e							
2442-9									j ɔ ŋ ɔ							
3448-9									b ɔ r̃ o							
3497-9									d ɔ l a							
3588-9									k a l a							
4101-9									a l a j							
4202-9									i r ɔ w e							
4293-9									ɔ ɔ w̃ ɔ							
4520-9									k a l a							
4609-9									k oː rʷ ɛ l g a j							
4740-9									k aː j̃ a							
4921-9									s u s b b							
5982-9									k ɛ ŋ g w							
978-9									t e r ɔ							
1052-9									n j r b u							
1070-9									j a d a							
1942-9									iː a							
1989-9									m u j̃ a							
2145-9									dʒ i							
2306-9									oː n dʒ o							
2456-9									d a r							
2514-9									d iː d oː							
2666-9									s u u							
3132-9									b a l dʒ							
3300-9									a u u							
3774-9									t e n a							
3976-9									ɔ n m							
4039-9									d a l e							
4152-9									k i r̃ e							
4260-9									j n b ɔ							
4278-9									g ɛ m b w							
4361-9									t e g u							
4570-9									t e l u m							
5673-9									b a l g ɛ							
5752-9									k a							
66-9									k ɛ							
521-9									s aː g aː g							
685-9									s ɛ l ɛ							
744-9									l a w̃ a							
1108-9									t u a a							
1745-9									t u j̃ a							
2066-9									n a n dʒ o							
2216-9									j ɛ n j							
2265-9									i r ɛ							
2392-9									s t a s a							
2902-9									j a							
2958-9									l e m							
3197-9									k e							
3943-9									p ɔ ŋ ɔ							
4219-9									d aː m g aː							
4337-9									d oː n dʒ e							
5197-9									a r							
5531-9									t e w̃ u							
5733-9									n iː							
348-9									k iː r							
409-9									w i w̃ e							
562-9									s u w̃ b o							
1022-9									b e w̃ e							
1170-9									d iː n dʒ i							
1238-9									ĩː dʒ ɛ							
1578-9									s i w g m							
1612-9									j ɛ r g e							
2288-9									ɛ̃ː ɔ							
2334-9									e r u							
2396-9									l iː							
2759-9									ɛ g ɛ							
2978-9									g ɔ w̃ ɔ							
3088-9									t oː s u							
3252-9									ɔ m b i w							
3287-9									p iː n ɛ							
3407-9									ɛ n							
715-10										d i g a						
1089-10										n i d a						
1319-10										n i						
1398-10										m i n i n ɔː e						
1557-10										tʃ i n a						
1626-10										i i r e						
1840-10										tʃ i n o						
2247-10										g i a						
4677-10										tʃ i r ɔ n ɔː						
5162-10										n i n n e						
5406-10										t i n dʒ e						
359-10										tʃ i n ɔ e						
1577-10										g a r e						
2230-10										m i g ɛ						
2533-10										b a r g a						
3605-10										g i n d e						
3866-10										b ɔ d e						
4822-10										d i r g e						
5254-10										i o						
503-10										tʃ i r a ɔ						
1356-10										b i i e						
1881-10										n i r e e						
2084-10										o o m b e						
2420-10										tʃ i l ɛ						
3218-10										d i b a dʒ e						
3372-10										n ɔ n ɛ						
4135-10										b i n ɔ ɔ						
4694-10										b i d g b a						
807-10										b o r d						
2320-10										b a r a						
2476-10										k a g o						
2842-10										tʃ i g ɛ						
3719-10										r̃ ɛ						
4081-10										d i n b g ɛ						
4313-10										m i n g i						
4460-10										b i n						
5514-10										n i n d ɛ						
5810-10										b i l a						
93-10										d i						
260-10										d i n n a						
385-10										d i m d a						
890-10										b a n b a a						
1336-10										g i g ɛ						
1703-10										g ɔ g						
1769-10										d i m d a						
2162-10										tʃ i r a						
2635-10										d ɔ						
2735-10										d i n g n d a						
3031-10										tʃ i g ɛ						
4591-10										g a r a						
5301-10										g i r a						
5605-10										tʃ i r a ɔ						
63-10										i n ɛ						
296-10										d i n d a						
463-10										b a n g a						
762-10										d o o g e a g						
1432-10										tʃ i n a						
1474-10										t o n d ɛ						
2044-10										tʃ i n d a						
2713-10										d a m b a b d a a						
3219-10										b i d ɛ						
3425-10										ɔ ɔ						
4120-10										g o n ɛ						
4423-10										tʃ o l ɛ						
4629-10										g i r a						
4759-10										n i ɛ						
4904-10										g u i r d a						
4960-10										i n a a						
4980-10										t i g iː						
5059-10										g i r e						
5125-10										b o n d ŋ						
5339-10										d ɔ g ɛ						
5549-10										b a a g a						
5905-10										tʃ ɔ d o						
5922-10										b i r a						
5938-10										k o n ɔ n a a o						
1-10										b a						
483-10										g ɔ d ɔ						
629-10										t i g iː						
667-10										a a a						
1254-10										t o n b a						
1415-10										n a i						
1542-10										z ɛ ɔ n						
1683-10										g ɔː l i						
1898-10										tʃ i r e i						
2551-10										n ɔ						
2901-10										d a n dʒ a						
2957-10										n i n d oː						
3048-10										d i r e						
3251-10										tʃ i n a						
3885-10										k a r ɔ						
4402-10										r						
5622-10										b a r iː a a						
43-10										s o m a						
135-10										d i n d i						
221-10										e d iː						
1152-10										g o ɛ						
1374-10										g e r g						
1452-10										g i r ɔ						
1789-10										sʷ aː m ɛ						
1862-10										o ɔ						
2636-10										g g						
2880-10										g o n d u g o						
2924-10										d ɔ n i						
3113-10										d o g ɛ						
3136-10										o ɔ n ɔ						
3572-10										tʃ i lː ɛ						
3751-10										tʃ a ɛ						
3811-10										i ɛ						
3959-10										t i n ɔ						
4066-10										z ɔ ɔ						
4535-10										z i r ɛ						
5180-10										d o n d ɛ						
5583-10										b a n g a						
5981-10										a r n						
25-10										tʃ r n a n a d a						
114-10										b a a ɔ						
702-10										ɔ ɔ n ɔ ŋ ɔ						
851-10										b i r						
872-10										o n d ɛ						
2179-10										n g ɛ						
2351-10										b a n iː						
2442-10										sʷ aː m aː						
2496-10										z i n						
3448-10										b o m dʒ ɛ						
3482-10										m o i b iː g e						
3497-10										b iː i i						
4101-10										o l a a						
4293-10										z o r ɛ						
4520-10										tʃ i g a						
4609-10										b ɔ r r g g r n						
5982-10										tʃ o dʒ						
196-10										i l u						
526-10										t ɔ n n g u						
931-10										b ɛ n o						
2306-10										o n b ɛ						
2514-10										tʃ i dʒ a						
2666-10										m r r						
2817-10										a n g						
3015-10										t i n dʒ ɛ						
3132-10										b ɔ ŋ g						
3774-10										tʃ o r a						
3905-10										sʷ aː g						
4334-10										ɔ m o a						
4570-10										t i ŋ iː						
5200-10										i n iː						
5318-10										d i n ɛ						
5532-10										g ɛ n e						
5752-10										t a						
5866-10										i n e n e						
5887-10										ɔ ɔ d ɛ						
66-10										g ɛ						
432-10										i n e						
685-10										g o n a						
744-10										o o u o						
1124-10										ɔ a g g ɔ						
1237-10										b o ŋ g						
1646-10										ɔ g o						
1823-10										d o g ɛ						
2143-10										dʒ						
2216-10										j o a j̃						
3197-10										gʷ ɔ						
3812-10										ɲ u n g ɛ						
3943-10										g u u u						
4024-10										z u b ɛ						
4259-10										g aː u						
4738-10										m ɛ n d e						
5447-10										d o m ɛ						
5828-10										j ɔ n ɛ						
5868-10										d o g iː						
245-10										ɔ n ɛ						
285-10										z ɛ						
998-10										o ɛ						
1172-10										g ɔ n u						
1578-10										n ɔ ŋ g g						
1668-10										i l u						
2063-10										e r						
2288-10										ɔ ɔ u						
2978-10										a r̃ a						
3252-10										b n d a						
715-11											t i n i					
1089-11											n a i					
1319-11											n ɔ n					
1398-11											s ɔ ŋ ɔ n j e					
1557-11											ɔ l ɔ					
1626-11											j a m a					
1840-11											t a l ɔ					
2247-11											k oː n					
4677-11											k ɔ l ɔ j i					
5162-11											n o ŋ m ɔ					
5406-11											p o n d e					
1577-11											ɔ l ɔ					
2196-11											n ɔ m ɔ					
2230-11											s o j e					
2533-11											ɔ l g a					
3605-11											k a l d a					
3866-11											ɔ g a					
4553-11											t o w g a a					
4822-11											s o m b e					
5254-11											t o m a					
503-11											ɔ l ɔ u					
1356-11											s o m e					
1881-11											n o m u e					
2084-11											j a n m i					
2420-11											p u n a					
3218-11											p u r aː dʒ a					
3372-11											d a m a					
3718-11											b ɔ l ɔ					
4135-11											b ɔ l ɔ u					
807-11											t ɔ l d ɔ					
2320-11											k ɔ l ɔ					
2476-11											k ɔ g õː					
2842-11											d a j e n					
3719-11											m oː					
4081-11											s o m b a a					
4313-11											n o m d o					
4460-11											s i j ɔ					
5514-11											n o n g e					
5810-11											p o m l ɔ					
260-11											tʃ o ŋ a ɔ					
890-11											i m p e l					
1336-11											t i g a					
1703-11											b i eː					
2735-11											t u dʒ o m a					
4591-11											ɔ l ɔ					
63-11											k a r a					
463-11											t u m b i					
762-11											a ɲ a ŋ g a ɔ e					
1788-11											s ɔ l					
2713-11											t o m n o n dʒ o m ɔ					
3425-11											j o					
4120-11											k a n i					
4184-11											s u l i					
4423-11											tʃ ɛ r ɔ					
4759-11											n o a a					
4980-11											tʃ ɛ r w̃					
5125-11											n i n dʒ j					
5339-11											p o w e					
5549-11											t o w a a					
5771-11											j ɔ g e ŋ					
5938-11											b a r a m a r a					
1415-11											n d a					
1542-11											n aː o i					
1683-11											s ɔ w o					
2957-11											n o n d a					
3048-11											dʒ u l ɔ					
4402-11											l ɔ					
5081-11											p i n ɲ ɔ ɔ a					
6006-11											p ɔ l ɔ					
135-11											t o ŋ b a					
158-11											j p u a					
650-11											ɔ m a					
716-11											j a					
1152-11											dʒ o m a					
1374-11											ɔ l r ɔ					
1789-11											k ɔː n i					
2083-11											k ɔ w m ɔ					
2618-11											p i j a					
2880-11											p u n dʒ iː g a					
3405-11											s o m a u					
3572-11											b e l i					
3751-11											tʃ ɛ r					
3811-11											j i					
4535-11											d o m e					
4888-11											t a j i n u					
5583-11											p a n g a					
5751-11											p eː m a					
2179-11											n g a					
2442-11											d e l e					
2496-11											n o n					
4781-11											s a ɲ dʒ a					
196-11											p u n a					
408-11											j oː n d i					
526-11											t eː ŋ õː dʒ a					
789-11											d a l a					
978-11											t o m i					
999-11											w a					
1298-11											p u j eː n g a					
3015-11											j u n dʒ e					
3132-11											t u m b u					
3300-11											u w a					
3639-11											t a l					
3977-11											s o n e					
3978-11											p o n d e					
4648-11											j a					
5532-11											iː n e					
432-11											d u n					
446-11											p oː n dʒ u u					
1124-11											j j iː n a					
1237-11											n i dʒ i					
1579-11											o m b o l ɛ					
1748-11											j o					
2774-11											k a n a					
2902-11											j ɔ					
3198-11											p u n a					
3550-11											p i r i j ɔ					
3943-11											u n ɔ					
4219-11											k a l ɔː w̃					
4259-11											d e l ɔ					
4611-11											k o l a					
4983-11											s o n dʒ e					
5656-11											s o n d e					
5830-11											a a					
285-11											n i					
1023-11											l a					
1074-11											j a g a o					
1172-11											g u l i					
1187-11											b a n a					
1205-11											j o					
1454-11											p o l					
1524-11											j u o					
1612-11											t eː n i					
1668-11											e l ɔ					
1841-11											g e					
1970-11											p u n a					
2671-11											ŋ g					
2977-11											i n ɛ					
3287-11											d ɔː l a					
715-12												d o ŋ a				
1089-12												m a dʒ u				
1319-12												m a u				
1398-12												m o ŋ i r ɔ				
1557-12												t o ŋ a				
1626-12												l a m a				
1840-12												t o r u				
2247-12												k o a				
4677-12												k a r a ŋ u				
5162-12												m a r u				
5406-12												b ɛ n u				
359-12												b a r a u				
1577-12												k o r u				
2196-12												m o ŋ u				
2230-12												s o g a				
2533-12												b a r g u				
3605-12												b ɛ n a				
3866-12												t o dʒ u				
4553-12												d a t g u i				
4822-12												k ɛ ŋ u				
5254-12												d o r u				
503-12												k o r u m				
1356-12												m a n u				
2084-12												m a i g u				
2420-12												k i r ɔ				
3218-12												b u r̃ u u				
3718-12												b o ŋ u				
4135-12												b a n a m				
4694-12												k a dʒ g u				
807-12												k o n i				
2320-12												k u r̃ a				
2476-12												k u g				
3719-12												r a				
4460-12												b a ŋ ɛ				
5514-12												ɲ ɔ̃ n ɔ				
5810-12												b a r u				
93-12												k u				
385-12												d a m e u				
890-12												d a m a r u				
1769-12												d a m g u				
2162-12												b a ŋ u				
2635-12												k u				
3031-12												d o g u				
4591-12												g a r a				
5301-12												b o r̃ u				
5605-12												d o ŋ u m				
63-12												k a m a				
296-12												d a n u				
463-12												d u m u a				
762-12												b a n u u u				
1432-12												t o ŋ u				
1474-12												d a n ɛ				
2044-12												d a ŋ u u				
2713-12												k a m t u ɲ a a a				
3219-12												b u g u				
4120-12												g o r o				
4184-12												l u r ɛ				
4423-12												d ɔ ŋ ɔ				
4629-12												n a ŋ j u				
4904-12												n t a r e a				
4960-12												b a m a g u				
4980-12												d u g uː				
5125-12												b ɔ̃ ɲ ɔ				
5549-12												d u r u a				
5771-12												d u g ɔ g				
5905-12												d a dʒ u				
5922-12												b a n a				
1-12												k u				
629-12												d a g u				
667-12												a r u				
1254-12												b a n a ŋ u				
1415-12												m j u				
2551-12												r i				
2901-12												b a n a				
3885-12												b o r ɔ				
5622-12												b a m a a a a				
6006-12												b aː r ɔ				
43-12												m a				
158-12												l t a n u				
194-12												d u m				
1789-12												s ɔ ŋ u				
2618-12												k i n i				
3113-12												k o g o				
3136-12												l a r o				
3751-12												k a r				
3959-12												t o r u				
4888-12												g u m o ŋ o				
5180-12												m a m u				
5583-12												d a m g a				
25-12												d a ŋ u ŋ a g a				
114-12												t a r e				
702-12												m g a m o r o				
952-12												k a ŋ ɔ w o				
1941-12												k a r i				
2351-12												t a ŋ ɛ				
3448-12												b ɔ̃ u o				
3482-12												j j ŋ aː ŋ o e g a				
3497-12												d a n a				
3588-12												k a n ɔ				
4101-12												a n a ũ				
4202-12												k i r̃ u uː i				
4293-12												a ŋ ɔ				
4520-12												b a ŋ ɔ				
4609-12												k o r w ɔ j				
4740-12												k a ŋ ɔ				
4781-12												d ɔ g ɔ				
526-12												d i ŋ u g i				
545-12												i r ɔ				
931-12												b o				
999-12												w ɔ				
1989-12												m a n o				
2145-12												d o a				
2306-12												ɔ̃ m g a				
3015-12												k a n a				
3300-12												u r u				
3639-12												d ɔ r ɔ				
3774-12												d ɛ ŋ ɔ				
3905-12												n iː t				
3976-12												dʒ n a				
4039-12												d a n i				
4152-12												k i r̃ i				
4260-12												u n g ɔ				
4334-12												s ɛ̃ e				
4570-12												t ũ m				
5200-12												a r a				
5752-12												k a				
66-12												g ɛ̃				
744-12												j a ŋ a				
1646-12												ɔ̃ dʒ ɔ				
1745-12												d u ŋ o				
2066-12												n a m e a				
2958-12												l a a				
3197-12												k i				
3812-12												k a n dʒ a				
4337-12												d a m ŋ ɛ				
5531-12												t ũ r u				
5868-12												t ɛ̃ ŋ g				
245-12												t i n i				
1002-12												r ɔ				
1026-12												ɲ i r̃ u				
1187-12												k ɔ ɔ ɔ				
1238-12												a g e				
1454-12												k ɔ ɔ ɔ g				
1524-12												t u ŋ ɛ				
2288-12												e n ɔ				
2553-12												k a n a				
2759-12												a g ĩ				
2978-12												k ɔ ŋ u				
3088-12												k i dʒ u				
3256-12												a r a				
715-13													d o j ɛ			
1089-13													n ɔ d a			
1319-13													s ɔ ɛ			
1398-13													s o k ɛ n d ɛ			
1557-13													k ɔ nː ɛ			
1626-13													j ɔ g ɛ			
1840-13													t ɔ l a			
2247-13													k ɔ b			
4677-13													k o l ɛ r e			
5162-13													s o l nː ɛ			
5406-13													t o n d ɔ			
359-13													k o r ɛ e			
1577-13													k i l ɛ			
2196-13													n a l ɛ			
2230-13													s ɔ ɛ			
2533-13													b ɔ l d ɔ			
3605-13													k o n d ɔ			
3866-13													k ɔ d ɔ			
4553-13													t ɛ g g u u			
4822-13													k o n d ɔ			
5254-13													k o l ɔ			
503-13													k ɔ nː ɔ ɛ			
1356-13													s ɔ ɛ			
2084-13													j o a b ɛ			
2420-13													k a l ɛ			
3218-13													b o j n b ɛ			
3372-13													s ɔ ɛ ɔ			
3718-13													g a l ɛ			
4135-13													b ɔ ɔ ɛ			
4694-13													k o d a b o			
807-13													k ɔ l d ɔ			
2320-13													k ɛ l ɛ			
2476-13													k ɔ d			
2842-13													t i g ɛ a			
3719-13													l i			
4081-13													d a n d u u			
4313-13													j ɔ n d			
4460-13													k ɔ ɔ ɔ			
5514-13													n o n d u			
5810-13													b o d l ɔ			
93-13													d ɔ			
260-13													k ɔ n ɔ			
385-13													d ɔ n d ɛ			
1336-13													t i b ɔ			
1703-13													b ɔ e			
1769-13													b o n d ɛ			
2162-13													k a l ɛ			
2635-13													d ɔ			
3031-13													d ɛ g ɛ			
4591-13													g ɔ l ɔ			
5301-13													b o l ɔ			
5605-13													t o nː ɛ ɛ			
63-13													k i r ɛ			
762-13													k a j u l b ɛ			
1432-13													k a l ɔ			
1474-13													b o n d a			
1788-13													s ɔ d a			
2044-13													d o nː d ɛ			
2713-13													d a m b u b d ɔ l ɛ			
3219-13													b o b ɛ			
3425-13													ɔ ɔ			
4120-13													k i l ɛ			
4184-13													n a j ɛ			
4423-13													d a l ɔ			
4629-13													s ɔ nː dʒ ɛ			
4980-13													d i d o			
5059-13													g ɛ ɔ			
5125-13													b u d ɔ			
5339-13													d ɔ g ɛ			
5905-13													t ɔ n a			
5922-13													b a r ɛ			
5938-13													p a a a m a a a			
1-13													dʒ ɛ			
483-13													k ɔ d ɔ			
667-13													ɛ ɛ ɛ			
1254-13													t o b a l o			
1415-13													n d a			
1683-13													k ɔ n			
2901-13													d o n d u			
3251-13													a i n ɛ			
3885-13													dʒ ɛ l ɛ			
4402-13													ɔ ɔ			
5081-13													b j n d g u			
43-13													k i b a			
194-13													d iː d			
221-13													i b ɛ			
650-13													b ɔ n ɔ			
716-13													j j			
1374-13													k ɔ d ɔ			
1452-13													g ɔ n ɔ			
1789-13													s ɛ n ɛ			
2083-13													b ɛ j nː ɔ			
2108-13													n ɛ d dʒ ɛ			
2618-13													g i l u			
2636-13													a			
2924-13													b ɔ nː a			
2941-13													b i n ɛ			
3113-13													dʒ i g ɛ			
3572-13													b i n ɛ			
3811-13													j j			
3959-13													k a l a			
4066-13													k ɔ n ɔ			
5180-13													s o d ɛ			
5751-13													t ɛ j ɛ			
5981-13													j ɛ ɛ			
872-13													j n d ɛ			
952-13													k a l o a			
1941-13													k i l ɛ			
2442-13													j u n ɔ			
3448-13													b o d u o			
3497-13													b o nː ɛ			
4101-13													a l a n			
4202-13													g a n d d ɛ			
4293-13													b i a ɛ			
4520-13													b a d ɛ			
4740-13													k a nː a			
4781-13													n j d o			
5982-13													i d n ɛ			
408-13													j ɛ n b ɛ			
526-13													d ɔ l e d e			
545-13													a l l			
789-13													t a l a			
931-13													b o			
999-13													ɔ a			
1298-13													b a l e n d ɛ			
1942-13													ɛ ɛ			
1989-13													n i nː ɛ			
2145-13													d o g			
2306-13													o n d u			
2817-13													a n b a			
3015-13													k a n d ɛ			
3639-13													t u l e			
3774-13													d a nː ɛ			
3976-13													i n nː ɛ			
4152-13													i n ɛ b			
4260-13													a a d u			
4334-13													a s ɛ a			
4648-13													ɔ ɔ			
5200-13													a l a			
5318-13													t a n ɛ			
5532-13													a l u			
5673-13													d iː n d ɛ			
5866-13													b a n o l ɛ			
5887-13													ɔ ɔ d ɔ			
66-13													d ɛ			
685-13													b ɛ n ɛ			
744-13													j i nː ɛ			
1579-13													ɛ a b a l u			
1646-13													o g ɔ			
1748-13													j ɛ			
2066-13													n a nː d ɛ			
2216-13													j ɛ b a			
2265-13													i ɛ			
2902-13													l ɔ			
2958-13													n a o a			
3534-13													d i n i			
3684-13													b i n d u			
3944-13													b ɔ d a			
4024-13													dʒ i b o			
4219-13													d a n d a			
4240-13													ɔ d ɔ			
4611-13													a l ɛ			
5828-13													ɔ ɔ d ɔ			
5868-13													k ɛ r o			
245-13													d i nː e			
285-13													nː ɛ			
348-13													i n ɛ			
1002-13													l l			
1023-13													l ɔ			
1026-13													n i m ɛ			
1074-13													j a g a u			
1172-13													ɔ l u			
1238-13													i d ɛ			
1275-13													s ɔː			
1612-13													j e n d ɛ			
2396-13													n i			
2553-13													b a nː ɛ			
2759-13													ɛ g ɛ			
3256-13													a l a			
3287-13													ɔ n ɔ			
3407-13													ɛ n			
715-14														d i		
1089-14														n i l		
1319-14														n i u u		
1398-14														s i l u l u		
1557-14														tʃ i l u		
1626-14														a i a u		
1840-14														t i s u		
2247-14														k i a		
4677-14														tʃ i l e a		
5162-14														n i ŋ a u		
5406-14														t e r r u		
359-14														t i r u ŋ		
2196-14														n a l u		
2230-14														n i a u		
2533-14														tʃ i l a		
3605-14														k i l s u		
3866-14														t i s u		
4553-14														t a s t a		
4822-14														k i l s u		
503-14														t i r u u		
1356-14														n i a i		
1881-14														n i r a w		
2084-14														a a a g u		
2420-14														d a l a		
3372-14														n u u		
3718-14														t a l u		
4135-14														b i r o u		
