COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
446-6						k o n dʒ o a										
1579-6						j m k ɛ dʒ a										
1748-6						j a										
1823-6						k o ɛː										
2902-6						n a										
3684-6						k e ŋ g ɛ										
3812-6						d u ŋ g o										
3943-6						g u b ɛ										
4259-6						d aː m o										
4611-6						dʒ e m a										
4738-6						d ɛ n d ɛ										
4983-6						p i n dʒ aː										
5447-6						g o o										
5656-6						p i n dʒ iː										
5830-6						sʷ ɛ										
5868-6						k i k o										
348-6						i n e										
998-6						o o										
1023-6						l a										
1074-6						j a g a										
1172-6						n a l ɛ										
1205-6						o a										
1668-6						p aː m ɛ										
1841-6						g o										
2063-6						o n o										
2671-6						ŋ̍ gʷ aː										
2977-6						dʒ u n b ɛ										
3256-6						i n e										
3287-6						n i n o										
3301-6						g e b ɛ										
3498-6						sʷ ɛ										
4363-6						d a m a										
4442-6						t a l a										
4941-6						o o o										
5228-6						p ɛ g uː										
5229-6						d o ŋ g eː										
5391-6						k ɛ m										
5793-6						s e m dʒ aː ɛ										
5888-6						sʷ ɛ										
1373-6						d d i g i										
1727-6						i i										
1899-6						d a n										
1923-6						g u b i										
1971-6						j a dʒ o b o										
2046-6						k e n d ɛ										
2109-6						g i b u e										
2127-6						k e sʷ ɛ										
2268-6						p a m eː										
2714-6						d d g o i										
2863-6						dʒ e n a										
2999-6						d o g eː										
3318-6						s l n dʒ a										
715-7							d u j ɛ									
1089-7							ŋ u r i									
1319-7							r̃ u ɛ ɛ									
1398-7							k ɔ m i n b i									
1557-7							k u r i									
1626-7							o u ŋ i									
1840-7							k u r a									
2247-7							k i ɛ									
4677-7							k aː r i i ɔ									
5162-7							m ɔ n r̃ i									
5406-7							d u n d i									
359-7							k ɛ r i									
1577-7							k u r i									
2196-7							p u r i									
2230-7							k u i									
2533-7							b aː r b i									
3605-7							k ɔ n d i									
3866-7							t u s i									
4553-7							t ɔ ŋ g ɛ i									
4822-7							k u n b i									
5254-7							k u r i									
503-7							k aː r i									
1356-7							m u i i									
1881-7							r o r i r i									
3372-7							m iː r a									
3718-7							k u r i									
4135-7							b iː r i									
4694-7							k ɔ s i g i									
807-7							k u r b i									
2320-7							k u r̃ i									
2476-7							k u g i									
2842-7							d ɔ j i ɛ									
3719-7							ŋ iː									
4081-7							d ɔ n b ɛ i									
4313-7							m ɔ n i i									
4460-7							k u i a									
5514-7							d ɛ n d i									
5810-7							k u n r i									
93-7							g i									
260-7							b iː ŋ r i									
385-7							p ɛ m b i									
890-7							k ɔ m b u r i									
1336-7							t ɔ s i									
1703-7							k i a									
1769-7							d iː n b i									
2162-7							b aː r i									
2635-7							s i									
2735-7							d ɛː n d a m i									
3031-7							d u g i									
4591-7							k u r i									
5301-7							k aː r i									
5605-7							k ɔ r i									
296-7							d ɛ n dʒ i									
463-7							d u n b i									
1432-7							k aː r i									
1474-7							d u n d a									
1788-7							k i g i									
2044-7							d u r b i									
2713-7							k o m k ɛ n b ɛ r ɛ									
3425-7							j i									
4184-7							ŋ u j ɛ									
4423-7							k i r̃ i									
4629-7							r aː n d i									
4759-7							p ɔ n r i									
4904-7							ɛ ɛ i r b ɛ									
4960-7							d ɔ n u r i									
5059-7							k i r i									
5125-7							k ɛ n d i									
5339-7							k ɔ g ɛ									
5549-7							t u r ɛ i									
5771-7							dʒ u g i g									
5905-7							k i r a									
5922-7							t u r̃ i									
1-7							b i									
483-7							k ɔ s i									
667-7							ɛ r i									
1542-7							o ɔ i									
1683-7							k r w ɛ									
1898-7							k i r i i									
2551-7							r i									
2901-7							t o n d i									
2957-7							m ɛ n d ɛ									
3048-7							k i r a									
3251-7							l r r i									
3885-7							d aː r i									
4402-7							j i									
5081-7							k j n dʒ i r i									
5622-7							k ɛ r i r i i									
6006-7							k aː r a									
43-7							b i ɛ ɛ									
135-7							k iː n d ɛ									
158-7							t u s i									
194-7							k o									
221-7							r s i									
650-7							k eː s i									
1152-7							t ɔ r a									
1374-7							k r r d i									
1452-7							k r r i									
1862-7							r s i									
2083-7							k o g i ɛ									
2108-7							r r m i i									
2880-7							d ɛ n dʒ g ɛ									
2924-7							k ɔ n ɛ									
2941-7							k i r i									
3113-7							d i g i									
3136-7							i i r̃ i									
3405-7							k ɔ r ɛ									
3572-7							d o ŋ i									
3751-7							d i									
3959-7							t i r̃ e									
4066-7							k i r i									
4535-7							k ɔ r a									
5180-7							b aː n d i									
5583-7							t i r d i									
5981-7							r r i									
25-7							b i i o ŋ e j i									
114-7							k r i i									
702-7							i t i n e n i									
872-7							ɛː n d i									
1941-7							k i r̃ i									
2179-7							n d iː									
2351-7							b i g ɛ									
2496-7							s iː ŋ									
3588-7							d u r̃ i									
4202-7							k i r̃ i j̃ e									
4609-7							k i r i r a i									
4921-7							k ɔ m b b i									
408-7							l ɛ m d ɛ									
526-7							d ɛ n i g i									
545-7							ɔ i									
978-7							t r s i									
999-7							r i									
1052-7							r r r b i									
1070-7							r u r o									
1942-7							j									
2456-7							k r r i									
2514-7							d u r i									
2666-7							k i r i									
2817-7							ɔː s d ɛ									
3300-7							u r i									
3977-7							d ɛ m dʒ ɛ									
3978-7							d ɛ m dʒ ɛ									
4039-7							t i r a									
4152-7							t i r̃ i i									
4260-7							u n g i									
4278-7							k ɛː m dʒ i									
4648-7							j iː									
5752-7							g i									
5866-7							k ɛː d g ɛ ɛ									
5887-7							u i s i									
446-7							k ɛ m b ɔ r a									
1108-7							k u r a									
1646-7							ɔ g i									
1748-7							j ɛ									
1823-7							k ɔ m									
2143-7							s iː									
2392-7							o t o s i									
2579-7							d ɔ m									
2902-7							j a									
3197-7							b i									
3339-7							k i r a									
3944-7							d u m ɛ									
4240-7							u eː s i									
4337-7							t i r̃ b i									
4738-7							k ɛ n d i									
4983-7							dʒ ŋ g ɛ									
5197-7							ɛ r i									
5447-7							p n									
5656-7							dʒ ŋ g ɛ									
5733-7							r i									
5828-7							o ɛ o i									
5868-7							t ɛ ŋ i									
245-7							t i ŋ i									
562-7							k o n a i									
1170-7							t u n b a									
1205-7							j iː									
1524-7							k u j i									
2063-7							i s e									
2334-7							ɛ r i									
2671-7							l g i									
3088-7							j i r̃ e									
3252-7							u m b i i									
3463-7							a l o									
3772-7							k i s a									
3790-7							d u									
4052-7							t i m i									
4383-7							t i d ɛ									
4479-7							d o									
4711-7							r r r i									
4778-7							k o s i r i									
4941-7							ɔ j iː									
5038-7							d ŋ ŋ									
5228-7							t u ŋ g ɛ									
5319-7							t i r e									
5424-7							k i r a									
5793-7							d ŋ g ɛ g									
563-7							k i r o									
684-7							t eː s i									
742-7							k i r a									
1126-7							r a									
1204-7							k eː r a									
1669-7							t i m b i r̃ i									
2283-7							k eː s i									
2372-7							p ɛ ŋ o									
2441-7							s iː									
2773-7							k o r m i j̃ i									
2863-7							d ɛ j i									
2999-7							d n g ɛ									
3176-7							k i r a									
3199-7							b ɛː n i									
3283-7							i ŋ i									
3318-7							n eː g i									
3358-7							j ɛ									
715-8								d o r i								
1089-8								n ɔː g i								
1319-8								n eː j ɛ								
1398-8								s ɔ n ɔː n d o								
1557-8								k u r ɔ								
1626-8								e o m ɔ								
1840-8								d u n ɔ								
2247-8								g ɛː n								
4677-8								k e n ɔ a e								
5162-8								s e n ɛ o								
5406-8								aː n d o								
359-8								k e n a e								
1577-8								k o r ɔ								
2196-8								n ɔː n ɔː								
2230-8								d ɔː j ɔ								
2533-8								b aː n d e								
3605-8								k ɔ n d ɔ								
3866-8								k ɔː g ɔː								
4553-8								t e ŋ g l o								
4822-8								b ɔ n b ɔ								
5254-8								d e n a								
1881-8								n e m e m e								
2084-8								ɔ e n n a								
2420-8								k o r ɔ								
3218-8								p e g n l a								
3372-8								n ɔː n ɔ								
3718-8								k o r a								
4694-8								d ɔ g uː g ɔ								
2320-8								k aː n o								
2476-8								k ɔː g o								
2842-8								d ɔː g ɔ ŋ								
3719-8								n a								
4081-8								b ɔː ŋ g l ɔː								
4313-8								n ɔ n i ɛ								
5514-8								n aː n d o								
385-8								d u m g ɔ g								
1336-8								t eː g e								
1769-8								d o n g o								
2735-8								d i n g a l ɔ								
3031-8								d oː g o								
4591-8								d ɔː n ɔː								
5301-8								d o n o								
63-8								d ɔː n ɔː								
1788-8								s ɔː j j								
2713-8								t u b u n dʒ o l e								
4120-8								k ɔː n ɔː								
4184-8								n a j i								
4759-8								s o n a a								
5059-8								d u a a								
5771-8								j e g a								
5938-8								i m ɔ n i i ɔ								
629-8								d o n e								
1415-8								n t o								
1898-8								p u l ɔ e								
2551-8								r o								
2957-8								p aː n d o								
3048-8								b e ɛː ɛ								
6006-8								k ɔː r ɔː								
135-8								k u n g a								
716-8								n ɔː								
1152-8								k eː l ɔ								
2083-8								k ɔː m n ɔ								
2618-8								k ɔː r e								
2636-8								m uː								
2880-8								ɔ n d a g ɔ								
2941-8								k i n ɛ								
3405-8								e m o m								
3811-8								l ɛ								
4535-8								d u m a								
4888-8								b iː ɲ a n o								
5751-8								k eː ɛː ɛː								
851-8								d m g n								
4202-8								b u n e n ɛ								
4781-8								s ɔː ŋ dʒ ɔː								
4921-8								s e m a g a								
196-8								k a r a								
408-8								n iː n d a								
789-8								k ɔː n ɔː								
1942-8								u e								
2145-8								d o i								
2456-8								k j m j								
3639-8								ɔː ɔː ɔː								
3977-8								p e n d o								
3978-8								p e n d o								
4278-8								n m s s ĩː								
5532-8								k e n a								
521-8								d aː g a g								
1124-8								j j g g a								
1579-8								u a b a l a								
2774-8								k e n								
3198-8								s ɔː n ɔː								
3534-8								k a n								
3550-8								a n d g a								
3684-8								k e n d e								
3812-8								d u n d ɛ								
4611-8								k e r a								
4738-8								d u n d a								
4983-8								s e n d a								
5656-8								p e n d o								
5830-8								sʷ ɛː								
1026-8								n a b b								
1074-8								j a g e ɛ								
1170-8								k a n d e								
1187-8								k e r a								
1454-8								s i r a a								
1841-8								g ɛː								
1970-8								d e r a								
2671-8								ŋ k ɛ								
2977-8								k e ŋ b a								
3301-8								k e b ɛː								
3463-8								j aː a								
3498-8								n e								
4363-8								b a m i								
4479-8								g a								
5038-8								k e r a n								
5391-8								g e g								
5715-8								k n n i								
5793-8								b iː ŋ b a ŋ								
5888-8								j a								
6007-8								p e n a								
568-8								ɲ ɛ n d ɛ l ɛ								
569-8								ɲ ɛ n d ɛ l ɛ								
1257-8								k i n a n a								
1433-8								p e r ɔ								
1501-8								n e g a								
1787-8								r aː								
1864-8								k a g u n a								
1923-8								g i b i								
1988-8								k k a n d e								
2046-8								g e n d e								
2067-8								j i d ɛ								
2109-8								k i dʒ i ɛ								
2127-8								s ɛː l ɛː								
2441-8								m m								
2599-8								d e g a								
2756-8								nʷ e j a								
2775-8								k a r a n a								
3254-8								d i m a r a								
3358-8								r a								
715-9									d ɛ̃ː r a							
1089-9									n i r u							
1319-9									n o j j							
1398-9									s ɔ m ɛ̃ː r̃ u							
1557-9									t o r o							
1626-9									l a w a							
1840-9									k iː ŋ r							
2247-9									k o a							
4677-9									d aː rʷ oː u u							
5162-9									n i n r e							
5406-9									d oː n l u							
359-9									d e r u m							
1577-9									t o r o							
2196-9									l a r a							
2230-9									s a j a							
2533-9									b aː r r̃ a							
3605-9									d oː n dʒ o							
3866-9									k ɔ r u							
4553-9									d o g u r̃ o							
4822-9									g oː n b o							
5254-9									d o r oː							
503-9									k iː r u ɛ							
1356-9									l o w ɛ							
1881-9									n o rʷ u w o							
2084-9									j ɔ a dʒ a							
2420-9									k iː a							
3218-9									b ɔ g a r̃ a							
3372-9									n i ŋ u							
3718-9									t o r o							
4135-9									b o r u ɛ							
4694-9									k iː m u r̃ a							
807-9									g oː n dʒ u							
2320-9									k a r a							
2476-9									d ɛ̃ː g t							
2842-9									k iː g ɔ u							
4081-9									d o n b dʒ u							
4313-9									n i r̃ t ŋ							
4460-9									s o u u							
5810-9									k iː w r o							
93-9									k aː							
260-9									d iː m r a							
385-9									g aː m b a w							
890-9									g oː n b o r o							
1336-9									k iː u							
1703-9									dʒ i ŋ							
1769-9									d oː n dʒ o							
2162-9									t o r o							
2635-9									k aː							
2735-9									d aː rʷ b ɔ r a							
3031-9									d ɛ̃ː a							
4591-9									t ɔ r u							
5301-9									t ɔ r u							
5605-9									k iː r o ɛ							
63-9									k iː r a							
296-9									g oː n b o							
463-9									d o n dʒ u							
762-9									b ɔ w̃ ɔ ŋ g o g g							
1432-9									t o r o							
1474-9									d ɛ̃ː r dʒ j							
1788-9									o d e							
2044-9									d ɛ̃ː b o							
2713-9									b o w̃ b u g g u r u							
3219-9									k iː a							
3425-9									i i							
4120-9									k iː w̃ ɔ							
4184-9									l ɛ̃ː u a							
4423-9									g ɔ ɔ							
4629-9									l aː w̃ w a							
4759-9									r o w̃ u u							
4904-9									n u u w b u							
4960-9									b oː n o oː							
4980-9									d iː g							
5059-9									d o d oː							
5125-9									g oː n dʒ o							
5339-9									d iː i							
5549-9									t oː r dʒ o							
5771-9									a a g a u							
5905-9									k iː r r							
5922-9									k iː oː							
1-9									b e							
483-9									k iː u							
629-9									d ɛ̃ː g							
667-9									ɔ r u							
1254-9									b oː rʷ g ɛ̃ː r o							
1415-9									n n u							
1542-9									o ŋ u r							
1683-9									s o t a							
1898-9									d o r oː e							
2551-9									r e							
2901-9									b iː r b u							
3251-9									s o d oː							
3885-9									t o r o							
4402-9									r u							
5081-9									d iː n b e g i							
5622-9									d e r u r a a							
43-9									k iː a a							
158-9									n g ɔ w̃ u							
194-9									b ɛ̃ː w							
221-9									e r u							
716-9									iː iː							
1374-9									o r b oː							
1452-9									o r oː							
1789-9									j ɔ ŋ u							
1862-9									e r u							
2108-9									s o w oː							
2618-9									i r e							
2636-9									n dʒ							
2941-9									k iː r u							
3113-9									t a g a							
3136-9									l a r a							
3572-9									iː r e							
3811-9									iː iː							
3959-9									t ɛ̃ː u							
4066-9									iː r u							
4888-9									g oː m u n a							
5180-9									g oː n b o							
5583-9									g oː n dʒ o							
5981-9									o r u ɔ							
25-9									dʒ aː ɛ̃ː s a g a							
114-9									d o r e							
702-9									ɔ g oː n e w ɔ							
851-9									d i ŋ a							
872-9									j n ɔ							
952-9									k iː w̃ o							
1941-9									k iː o e							
2442-9									j ɔ ŋ u							
3448-9									b ɔ a r̃ o							
3497-9									b ɔ a							
3588-9									d o d ɔ							
4101-9									aː n o j							
4202-9									a w̃ ɔ w u							
4293-9									ɔ ɔ w̃ ɔ							
4520-9									k iː l a							
4609-9									t aː rʷ ɛ l g a j							
4740-9									g iː r o							
4921-9									d o r b b u							
5982-9									k iː ŋ dʒ ɔ							
978-9									g o d ɔ							
1052-9									s e m b u							
1070-9									j o d oː							
1942-9									iː d							
1989-9									l iː r a							
2145-9									dʒ a n							
2306-9									oː n dʒ o							
2456-9									d o r oː							
2514-9									d o d oː							
2666-9									t o w u							
3132-9									t i m dʒ ɛ							
3300-9									ɔ r u							
3774-9									d ɛ̃ː a							
3976-9									ɔ n g a							
4039-9									d ɛ̃ː r e							
4152-9									k i r̃ e							
4260-9									iː n b i							
4278-9									g j m b ɔ							
4361-9									d i g a							
4570-9									t aː l u o							
5673-9									d a m g a							
5752-9									k aː							
66-9									k ɛ							
521-9									s u g o g							
685-9									s ɔ w̃ e							
744-9									l a w̃ a							
1108-9									t u u u							
1745-9									t o r ɛ							
2066-9									l oː n dʒ o							
2216-9									j ɔ n j							
2265-9									i w ɛ							
2392-9									o t o r u							
2902-9									j a							
2958-9									l ɛ̃ː w̃ a							
3197-9									b e							
3943-9									p ɔ ŋ ɔ							
4219-9									d a n g o							
4337-9									s oː n b e							
5197-9									e r u							
5531-9									t ɔ r u							
5733-9									n u							
348-9									k iː r							
409-9									w ɔː w a							
562-9									t o m b ɔ							
1022-9									p aː w̃ i							
1170-9									d iː n dʒ i							
1238-9									a dʒ a							
1578-9									t i w b m							
1612-9									s i r g e							
2288-9									ɛ̃ː ɛ̃ː							
2334-9									e r u							
2396-9									l iː							
2759-9									ɛ̃ː g ɛ̃ː							
2978-9									g ɔ w̃ ɔ							
3088-9									k i r̃ e							
3252-9									ɔ m b i w							
3287-9									p iː n ɛ							
3407-9									a n							
3790-9									d d w							
4052-9									t ɔ g u							
4220-9									k aː							
4383-9									k e dʒ a							
4440-9									d aː							
4651-9									g aː w̃ n							
4711-9									o o r oː							
4778-9									t o m i w u							
4821-9									b u							
5228-9									d iː n dʒ i							
5272-9									k i g a							
5319-9									b i r e							
5375-9									l o m u g o							
5465-9									l o r o							
5497-9									ɔ ɔ							
5641-9									l a aː							
5692-9									a a							
5715-9									i r e							
389-9									dʒ aː							
448-9									n aː w̃							
563-9									t r d d							
613-9									w ɔː							
787-9									n u w̃ o							
915-9									aː							
1126-9									n i							
1208-9									g a g a							
1502-9									b a w̃ ɛ							
1669-9									b e m b e r̃ e							
1969-9									s u g ɔ l ɔ							
1971-9									u u s ɔ t ɛ							
2030-9									k ɛ̃ː j̃ ɔ							
2354-9									i r e							
2500-9									i dʒ e							
3011-9									g a m dʒ a ɛ							
3159-9									l i ŋ ɛː							
3199-9									s ɛː r u r̃							
3319-9									d aː m a r̃							
715-10										d i n a						
1089-10										m i n i						
1319-10										m a a a						
1398-10										m i d i r d u						
1557-10										d i r ɛ						
1626-10										o i ɔ a						
1840-10										d i n o						
2247-10										g i m						
4677-10										d i r ɛ g						
5162-10										m i r ɛ						
5406-10										d i n d ɛ						
359-10										d i m a e						
1577-10										d i ɛ						
2230-10										d i g ɛ						
2533-10										d o n g						
3605-10										d i n d ɛ						
3866-10										d i g ɛ						
4822-10										d i n g ɛ						
5254-10										d i u						
503-10										b a n a ɔ						
1356-10										m a r a						
1881-10										m a n ɛ ɔ g						
2084-10										a o a g a						
2420-10										a a						
3218-10										d i b a g						
3372-10										d i n ɛ						
4135-10										d a n u ɔ						
4694-10										d i n g b ɛ						
807-10										d a n g i						
2320-10										g i n u						
2476-10										i g aː						
2842-10										d a b a						
3719-10										m ɛ						
4081-10										d a n b g ɛ						
4313-10										m a n g i						
4460-10										g a a ɔ						
5514-10										d a n d ɛ						
5810-10										b a b a						
93-10										g i						
260-10										d a n ɛ						
385-10										d i m b ɛ						
890-10										d ɔ n g u u						
1336-10										d i g						
1703-10										g a g						
1769-10										d i n d ɛ						
2162-10										b a ɔ						
2635-10										g i						
2735-10										d a n d n d ɛ						
3031-10										d a g ɛ						
4591-10										d i r u						
5301-10										b i r ɔ						
5605-10										d a a ɔ						
63-10										d o b						
296-10										tʃ a n d a						
463-10										d ɔ n d u						
762-10										d a m g u a g						
1432-10										d a r ɔ						
1474-10										d a n d ɛ						
2044-10										d a n d						
2713-10										d ɔ m b a b d ɔ ɔ u						
3219-10										d i r						
3425-10										a a						
4120-10										d o n						
4423-10										d a n a						
4629-10										d r n ɔ a						
4759-10										n o ɛ ɛ						
4904-10										n a n d ɔ						
4960-10										d ɔ n ɔ ɛ						
4980-10										d g						
5059-10										g a ɔ						
5125-10										t ɔ n d u						
5339-10										b a g a						
5549-10										d ɔ ɔ g ɛ						
5905-10										d i i						
5922-10										b a n a						
5938-10										d a d i n a a ɛ						
1-10										b i						
483-10										d o ɛ						
629-10										b a g g						
667-10										i ɔ ɛ						
1254-10										t a n b r a						
1415-10										n a i						
1542-10										n ɛ d						
1683-10										g n i						
1898-10										i l ɔ g						
2551-10										iː iː						
2901-10										d i n d						
2957-10										d ɛ n d ɛ						
3048-10										d u ɔ						
3251-10										d a						
3885-10										d i						
4402-10										ɔ u						
5622-10										d a n ɔ a a						
43-10										d m a						
135-10										d ɛ n d ɛ						
221-10										i b ɛ						
1152-10										d o ɔ u						
1374-10										d ɔ g						
1452-10										b a a						
1789-10										n m u						
1862-10										ɛ z ɛ						
2636-10										n b						
2880-10										d ɛ n d u g u						
2924-10										d o n i						
3113-10										d b						
3136-10										ɛ n n a						
3572-10										d i a u						
3751-10										g ɛ a						
3811-10										a a						
3959-10										b i n o						
4066-10										g i						
4535-10										d o ɛ u						
5180-10										d n d						
5583-10										ɛ n g ɔ						
5981-10										o d						
25-10										a g a d a d a						
114-10										b ɔ u a						
702-10										a ɛ n i ɛ						
851-10										b ɔ g						
872-10										a n d						
2179-10										n d ɛ						
2351-10										d i n a						
2442-10										n m u						
2496-10										d ɛ aː						
3448-10										b a g						
3482-10										m u u b iː g ɛ						
3497-10										g i r a						
4101-10										a a a						
4293-10										z						
4520-10										tʃ a g a						
4609-10										g a a b g a n						
5982-10										b g						
196-10										a u a						
526-10										d ɔ n a g u						
931-10										g ɔ g						
2306-10										a n b						
2514-10										a dʒ a						
2666-10										m ɔ ɔ						
2817-10										a n g						
3015-10										n a n g						
3132-10										b ɔ n g ɔ						
3774-10										g a a						
3905-10										n g						
4334-10										u m o a						
4570-10										b ɔ a iː a						
5200-10										i iː						
5318-10										z a n						
5532-10										g u l u						
5752-10										g a						
5866-10										a b g ɛ						
5887-10										ɔ ɔ n a						
66-10										g a						
432-10										g u n g						
685-10										g a						
744-10										ɔ ɔ						
1124-10										ɔ ɔ g g ɔ						
1237-10										a ŋ g e						
1646-10										ɔ g ɔ						
1823-10										ɛ ɛ						
2143-10										b ɛ						
2216-10										a b						
3197-10										g i						
3812-10										u g ɛ						
3943-10										g u u u						
4024-10										z i						
4259-10										g u u						
4738-10										g ɛ n g ɛ						
5447-10										ɛ ɛ						
5828-10										m ɔ n a						
5868-10										a b d						
245-10										t ɔ n a						
285-10										m a						
998-10										ɛ						
1172-10										g ɔ n ɔ						
1578-10										n ɔ n g g						
1668-10										g u n u						
2063-10										ɔ n ɔ						
2288-10										iː u iː						
2978-10										tʃ a g a						
3252-10										n d n						
3551-10										b a b a g						
3683-10										b ɔ						
4052-10										b iː d i						
4440-10										tʃ a n						
5229-10										e n g e						
5391-10										d u g						
5423-10										ɔ j̃ ɔ						
178-10										u b b g g u						
347-10										g a b						
568-10										a n b a g a						
569-10										a n b a dʒ a						
1204-10										b ɔ n ɔ						
1923-10										d iː						
2109-10										d u g iː						
2268-10										g u u u						
2338-10										b a a						
2619-10										tʃ a n a						
2773-10										b ɔ n d ɔ						
2999-10										ɛ d ɛ						
3176-10										b ɔ n ɔ						
3199-10										ɛ n						
3283-10										iː iː i						
715-11											t u n i					
1089-11											n a ŋ a					
1319-11											n a l ɔ					
1398-11											s a ŋ r e					
1557-11											k a r a					
1626-11											j a u e					
1840-11											t eː n i					
2247-11											g ɔː n					
4677-11											k a l a a					
5162-11											s i ŋ a a					
5406-11											t i n d a					
1577-11											k a r a					
2196-11											n a l a					
2230-11											s a j a					
2533-11											b aː ŋ g a					
3605-11											k a n dʒ a					
3866-11											u g a					
4553-11											t eː g a e					
4822-11											t a m dʒ a					
5254-11											d u l a					
503-11											k a n a u					
1356-11											j a ɔ e					
1881-11											n i m e u g					
2084-11											j i n d a					
2420-11											k a l e					
3218-11											p a g aː dʒ a					
3372-11											n a n a					
3718-11											k a r a					
4135-11											d a n a u					
807-11											t a n dʒ a					
2320-11											k u n a					
2476-11											k u g e					
2842-11											d a j a o					
3719-11											n ɔː					
4081-11											t a m a a					
4313-11											s a n dʒ o					
4460-11											s a a o					
5514-11											n i n g e					
5810-11											p u m l a					
260-11											d eː ŋ a i					
890-11											i m b u w a					
1336-11											t eː g e					
1703-11											b a eː					
2735-11											p i dʒ o ŋ a					
4591-11											k a n a					
63-11											k a r a					
463-11											t u m dʒ u					
762-11											p a ɲ a n g a g g					
1788-11											s a g i					
2713-11											t u m n a n dʒ u a a					
3425-11											a a					
4120-11											t a l a					
4184-11											j a a i					
4423-11											u l i					
4759-11											j l e j ɔ					
4980-11											t a r ɔ					
5125-11											n u n dʒ a					
5339-11											p a w i					
5549-11											t u w a u					
5771-11											j i g e o					
5938-11											p a r a m dʒ l a					
1415-11											n d a					
1542-11											n aː e i					
1683-11											s a n i					
2957-11											p aː n d e					
3048-11											b i j a					
4402-11											j a					
5081-11											p i n n ɔ ɔ a					
6006-11											k u w a					
135-11											d u n b u					
158-11											j p u u					
650-11											d a dʒ a					
716-11											n e					
1152-11											g aː w e					
1374-11											t a n r i					
1789-11											a n a					
2083-11											k i w n i					
2618-11											k ɔː l e					
2880-11											t i ŋ dʒ a g e					
3405-11											i m e u					
3572-11											t eː l i					
3751-11											s õː o					
3811-11											l e					
4535-11											j u m a					
4888-11											t a j a n ɔ					
5583-11											n a n g a					
5751-11											t i e a					
2179-11											n g e					
2442-11											a n a					
2496-11											n o n					
4781-11											s a n a					
196-11											t a l a					
408-11											a a n dʒ a					
526-11											t u ŋ n dʒ i					
789-11											d a l a					
978-11											t ɔ m i					
999-11											w a					
1298-11											p a j i n dʒ a					
3015-11											s u n dʒ o					
3132-11											t ɔ m b u					
3300-11											u w u					
3639-11											t ɛː ɔː a					
3977-11											s i dʒ e					
3978-11											s i dʒ e					
4648-11											a a					
5532-11											p i n e					
432-11											d u n a					
446-11											k u n dʒ u u					
1124-11											a j e e a					
1237-11											p i dʒ e					
1579-11											n m b e l a					
1748-11											a e					
2774-11											k a n a					
2902-11											j ɔ					
3198-11											s ɔː n a					
3550-11											t i i j ɔ					
3943-11											p u n ɔ					
4219-11											k a m ɔː a					
4259-11											d u n ɔ					
4611-11											k i r e					
4983-11											s i dʒ o					
5656-11											s i dʒ e					
5830-11											e					
285-11											n i					
1023-11											l a					
1074-11											j a g a o					
1172-11											u l i					
1187-11											k iː l a					
1205-11											j u					
1454-11											s i l a i					
1524-11											j u w o					
1612-11											t n n dʒ n					
1668-11											p u n ɔ					
1841-11											g e					
1970-11											t a l a					
2671-11											m g i					
2977-11											k i n b e					
3287-11											d ɔː l					
3772-11											t u m o					
4363-11											d a m a					
4442-11											d ɔː n a					
4479-11											g a					
5038-11											k a l a g					
5424-11											s a a					
5793-11											b iː ŋ a i					
6007-11											p iː l a					
347-11											g õː õː g					
1057-11											t ɛː dʒ ɔ					
1257-11											k i r a l a					
1433-11											a l a					
1501-11											s a g a					
1727-11											u a					
1899-11											d a n					
2067-11											a o g a					
2268-11											p u n o					
2372-11											t ɔ n ɔ					
2599-11											p i g a					
2756-11											j a l a					
2775-11											b iː r a l a					
2863-11											d o l					
3254-11											t a l e l a					
3318-11											s u n dʒ i					
715-12												d e j a				
1089-12												l a r̃ u				
1319-12												l e l u				
1398-12												s ɔ g e r ɔ				
1557-12												p a r i				
1626-12												l a m a				
1840-12												t o r i				
2247-12												k o a				
4677-12												k a r a r u				
5162-12												l u r i				
5406-12												d e r j ɔ				
359-12												k a r i u				
1577-12												p a r i				
2196-12												l a r i				
2230-12												s a g a				
2533-12												b aː r ũ i				
3605-12												k a r g o				
3866-12												t ɔ r u				
4553-12												d e r̃ g u a				
4822-12												k oː ɲ o				
5254-12												t ɔ r ɔ				
503-12												k u r o m				
1356-12												l o r ɛ				
2084-12												ɔ ɔ i n a				
2420-12												k a r ɔ				
3218-12												p u r̃ e a				
3718-12												b aː r i				
4135-12												b u r o m				
4694-12												k a m iː r i				
807-12												k oː w ɔ				
2320-12												k a r a				
2476-12												d e r̃				
3719-12												r a				
4460-12												dʒ u w ɔ				
5514-12												ɲ u n a				
5810-12												p u s r i				
93-12												k ã				
385-12												n aː ŋ e o				
890-12												k oː ɲ d aː r i				
1769-12												d oː ɲ g o				
2162-12												b aː r i				
2635-12												k ã				
3031-12												d e g a				
4591-12												p ɔ r u				
5301-12												b aː r i				
5605-12												b u r o m				
63-12												k a r a				
296-12												d e ɲ o o				
463-12												k u w r̃ ɔ				
762-12												b o w̃ o ɲ o ɔ				
1432-12												t aː r i				
1474-12												d e ŋ u ɛ				
2044-12												d e ɲ u o				
2713-12												k u m k i ɲ ɔ w ɔ				
3219-12												p a r a				
4120-12												k a r a				
4184-12												l e m a				
